obs_id,class,src_n,src_id,significance,photflux_aper_hilim_b,photflux_aper_lolim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_s,photflux_aper_lolim_u,photflux_aper_h,photflux_aper_hilim_u,photflux_aper_hilim_s,photflux_aper_m,photflux_aper_hilim_m,photflux_aper_b,photflux_aper_u,photflux_aper_lolim_b,photflux_aper_hilim_h,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_lolim_m,flux_aper_u,photflux_aper_hilim,flux_aper_hilim_m,flux_aper_b,flux_aper_lolim_h,flux_aper_m,flux_aper_hilim_s,flux_aper_h,flux_aper_hilim,flux_aper_lolim_u,flux_aper_lolim,flux_aper_s,photflux_aper_lolim,flux_aper,photflux_aper,flux_aper_hilim_u,flux_aper_lolim_b,flux_aper_lolim_s,var_max,var_index,var_min,var_prob,ks_prob,var_mean,var_sigma,kp_prob,hard_hs_lolim,hard_ms_lolim,hard_ms,hard_hs,hard_hs_hilim,hard_hm,hard_hm_hilim,hard_hm_lolim,hard_ms_hilim
CV_OBS_302,CV,[HPH2013] 50          ,CV0037,9.94,-1.7158364246732511,-1.345980957323961,-1.1069266937716171,-1.182640144069229,-1.0562278954253732,-1.488060121499471,-1.2124779635428202,-1.2805213712785497,-1.0367700028391236,-1.4920768642651558,-1.4639455845638831,-1.8294852461916729,-1.3528285060066725,-2.0226322601769327,-1.139837608195991,-1.1270033696361776,-0.8522264096882863,-1.2320862440352078,-1.1981069116583236,-1.7465314722211238,-1.4779391397806003,-1.261108180608438,-1.1074878064237257,-1.4998150684724167,-1.1455499537536509,-0.9325711376981184,-1.154057244603134,-1.442147666710322,-1.5657698363994337,-1.1164814552774849,-2.045308798802909,-1.0736560199243894,-1.6327812984261654,-1.1465955728984434,-1.6060877096134643,-1.137290831374932,-0.041659941138412836,-0.317256519094763,-0.19906874650142467,-0.12484143237012787,-0.198604984719572,-0.03177133165306778,-0.027957189247528397,0.1694885885105602,-0.44601693540982185,-0.19472966747213247,0.16355388772612536,-0.12765501333790213,0.7334729292189348,-0.3259182066203357,0.06901258063235087,-0.7304837510310651,0.6238009986897939
PULSAR_OBS_429,PULSAR,PSR J2047+105,PL0127,3.75,-0.5874920691842954,-0.25709539169861634,-0.5090569513871191,-0.10676765084877926,-0.6004548163041529,-0.4720542081512736,-0.4493199554444772,-0.6628310876067678,-0.5730760738737465,-0.27856324385628023,-0.2915770399483002,-0.5495495570278753,-0.6257971462391189,-0.3522048384224664,-0.4591372864399126,-0.43799601803860216,-0.322998851591946,-0.13824933187439614,-0.6423631826473235,-0.8312488450248655,-0.3384416861804615,-0.4175659051459118,-0.14724480525379066,-0.31567757200675634,-0.5476185277351694,-0.3165217622596345,-0.5896587706568533,-0.4660284383604034,-0.2669872641152508,-0.5692289313232942,-0.4378461066132157,-0.4092749295214039,-0.6526489401256137,-0.6096691213224099,-0.2541432280394707,-0.4813349692118831,-0.04701926982150815,-0.05562469364170786,-0.5848807412872338,0.5874852086007251,0.08998149508931468,-0.05026337806370649,-0.041258267776438234,0.8062083196301991,0.2423447505368287,0.4573660749827029,0.5835060797630948,0.4198783474584383,0.6351323621319895,-0.16119975036365514,-0.008456985665632747,-0.2339073200315252,0.770496009425152
BH_OBS_51,BH,CXOU J100510.9-07453,BH0017,4.58,-0.9046521212763634,-1.6312930240109138,-0.15454702315026936,-0.36386338573257504,-0.4278864695674077,-0.4872994390117347,-1.778217358425242,-0.5561067590501247,-0.4925562558589253,-0.6185538130446278,-0.6643031509124349,-0.8383083945760427,-0.5897596878114725,-0.5732964168915485,-1.6707232599532946,-1.1953099736253747,-1.736409291547211,-0.3805720958334613,0.9103395695390328,-1.0146611335778168,-0.6938717313133664,-1.140964507827494,-1.8965324734049767,-0.6376917133949418,-0.4530256762707489,-1.7628450630717911,-0.3272455548397917,0.8407353145505333,-0.3404256240497569,-0.3941839763878972,-0.5454568619343972,-0.2621385805887989,-0.7021978829423824,0.9347386180184564,-0.8550912276509145,-0.1292126288371387,-0.04702475460706335,-0.4745148744871598,-0.5987398513103412,0.23006064585911426,-0.025664901067201817,-0.050585941492864696,-0.041262691666696286,-0.11922804271988954,-1.3157840289603029,-0.36947406561411933,-0.3137300543328884,-1.5439611178455592,-1.688469755924147,-2.156265713362383,-2.0064840805955115,-1.869280081246404,-0.5215547193127299
NS_OBS_415,NS,1WGA J0748.5-6745   ,NS0076,6.77,-1.2310496854130737,-1.694621749130197,-0.8641468866891389,-0.8586311384896249,-0.9245836373513716,-1.1835477230475837,-1.7233417734238508,-0.855497309738605,-0.8921621145686541,-0.9098006506454284,-0.8736254395905177,-1.2236023864112713,-0.9211130247152288,-1.0242801946876845,-1.7284424353366243,-1.6556242641099794,-1.756273051164865,-0.9427729119473048,-1.3166097589585897,-1.3513176819055752,-0.990927502931454,-1.672462511813834,-1.8094335042988667,-1.0099230133884336,-0.937572796548779,-1.7768474210059133,-1.7730071911913814,-1.5154185687579784,-1.3934163103087664,-0.9759893226352596,-1.1509043482947916,-1.518676711846637,-1.3606659246336552,-1.2794305324277642,-1.5019829836908545,-0.9346171455926506,-0.047025790831679584,0.15382039678101814,-0.6098374539573965,1.261871176037726,2.0704260292696683,-0.05078067306645583,-0.041257086605075814,1.17028813636065,-1.3157840289603029,-0.3853829959744997,-0.013140257367968994,-1.5439611178455592,-1.14427195585226,-2.156265713362383,-1.5695669026026968,-1.869280081246404,0.27844669375321
CV_OBS_543,CV,CXOGLB J002407.1-72054,CV0083,18.17,0.28123013249405,0.12167236883268598,-0.03648619238526713,0.3810397463162534,0.1507106710758528,-0.12928014765124551,0.26555715876954483,-0.052776994587567065,0.2591132494992504,0.471430971694409,0.5531213705278336,0.2285268152956415,-0.06596464151602392,0.21933277400957385,0.3711668987481735,0.16563519784847242,0.22493360146950775,0.3796569318388484,0.059254095084084524,0.03557137903288729,0.5635029778721685,0.13025904012468445,0.06782302119609572,0.4727718200859933,0.21759568998594253,0.13622127122224975,0.015304323028839247,-0.2528858701769948,0.010114827637627334,0.1126144090256851,0.08621770957081798,0.03611082405032469,0.10690903884602103,0.10555416665827068,0.14483881929508005,-0.060352755141791226,-0.046866040982687686,-0.4745148744871598,-0.4476492966402937,-0.1189340922895339,-0.6906316789671743,-0.044578472447578316,-0.04085895115478815,-0.6436954439130941,0.14761607815884925,0.35660951603362884,0.6032083112346933,0.44394901352329785,0.7443218885772811,-0.14809500809487738,0.16732187899512188,-0.4071663530030839,0.8968785391354108
CV_OBS_463,CV,CXOGLB J002404.2-72045,CV0076,120.12,1.3981031399811272,1.0942913307222764,1.6279178977867836,1.3309831016608566,1.697930835683802,1.6171389086400103,1.1024771266829103,1.0909091445033423,1.6749179166154458,1.3358220385879265,1.3242238209844928,1.3923808626728125,1.2491667430851865,1.3017110667777452,1.0879906654580584,1.1985816906945606,0.2449081983613548,1.3304448731925909,0.4514587044436357,1.2195303684050045,1.3356753138973696,1.2149506747581136,0.3160708737684428,1.3402991543224307,1.6457462783457255,0.22724415834265965,1.1703076801005834,0.3135278718026653,1.1824370015668175,1.6722391468471876,1.3002313722075196,1.21203669486597,1.3727938745086683,0.5180463109784138,1.175723340534061,1.606032954417246,-0.04674627046741532,-0.4745148744871598,1.099502792546192,-1.2144740963909424,-0.9546909501912212,-0.012209059585801022,-0.04122260784618309,-0.8178763606396444,-0.5229050411566153,-0.3614135408981937,-0.5620130420811743,-0.7049052458192543,-1.0982513701870171,-0.3008089380003677,-0.5718733466120564,-0.003087786106082064,-1.1819034370488335
CV_OBS_218,CV,[HPH2013] 192         ,CV0019,52.93,-0.6087824132454479,-1.1951200316580344,-0.4987360060775458,-0.8651289500803931,-0.18066333803545992,0.6713876324532111,-0.7489972868356874,1.0222937693076448,-0.021203166026487388,-0.3494680605009345,-0.20436943166525395,-0.7611399460401498,0.964128117229804,-1.3117385798169006,-0.6717394356015081,-1.142151924513325,-0.6101796966558846,-0.8735441108029239,0.7748423319309816,0.3967204404408906,-0.18494512185415507,-1.2457467241184084,-1.191933505801977,-0.3268955633702993,-0.3296807619085491,-0.6647640634533769,-0.31327575414775605,0.6740896019970202,-1.9095487604012433,-0.3515661955733427,-1.560520160311336,-1.6566366585930483,-0.8003404778304792,0.8688603727375177,-1.712265942901949,-0.4967703855176183,-0.040906372342184236,-0.3546075602201492,-0.27102137892780154,-0.15925338132936606,-0.16864159241540125,-0.029952626053402476,-0.027341793047857728,-0.2055253844779957,-1.3157840289603029,-1.0397703314648017,-0.6317554543700187,-1.5439611178455592,-0.8665735929216863,-2.156265713362383,-0.7505121928004577,-1.869280081246404,-0.1952771551107444
PULSAR_OBS_110,PULSAR,PSR J0630-2834,PL0018,11.33,0.4860052370717348,0.027789906974317248,0.9803832681301666,0.6710663497507171,0.8864965565318856,0.5856578101770218,-0.1639175499828627,0.04654570769348718,0.8202870828495783,0.5355615405719351,0.4869180889331185,0.5291066005801255,0.15798361993054466,0.5981223851132953,-0.19230793954790945,0.1726280496504657,-0.17756009191080022,0.6696340646552469,0.1167333688532935,0.19056467135602595,0.4892600849320646,0.2334633992145379,0.057398843557557165,0.5404720834457513,0.8032838380593139,-0.14615199056179826,-0.02455211628082508,0.44726066758463107,0.3020830521906063,0.8686886969356579,0.5656754611997326,0.15641552412235554,0.4683665006447018,0.0212234849570136,0.36404104383470826,0.9609937064441452,-0.04698022222233615,-0.4745148744871598,-0.3535798840883221,-0.5832488308699092,-1.1445437838815036,-0.04504143105963207,-0.04125213390219786,-0.5946168430674914,-1.0238618369154966,-0.36947406561411933,-0.5381262658722452,-1.1597219669583585,-1.6099022921838646,-1.1368914947483897,-1.5009273459391734,-1.0299363215175197,-1.105652644123644
CV_OBS_640,CV,CXOGLB J002410.7-72042,CV0091,23.78,-0.23100715960567025,0.3884893234190448,-0.2106670698786798,0.10541656234277184,-0.5337161131216066,-1.6768994858165054,0.16870018063574369,-2.054385315742686,-0.6318012328146783,-0.16352464904951924,-0.2552865744231441,-0.14399086720959656,-1.5968543462821252,0.057442077344441865,0.07847755955620586,0.04076773784466607,0.16585450643892344,0.1340688148814473,-1.5087518316046984,-0.6479951304802603,-0.22352701980129636,0.10620167190462412,0.455138377309606,-0.12705066290547676,-0.6339062508969567,0.2513039254130597,-0.098832878102411,-1.6413015958710109,0.27646270706273285,-0.5397146596144844,0.0032421527358299554,0.10593572284710788,-0.25233482500015586,-1.6390911562488069,0.25768714852435354,-0.2171682011170005,-0.04700836890452231,-0.0032634210360263398,-0.5457871268927225,0.44755012035754704,-0.24009259394074384,-0.04933832456835282,-0.04125006890652468,0.09970101007176907,1.299516734275079,1.0137543994530631,0.7186320035727307,1.0194162337035493,0.9280542648073394,0.5983511115347043,0.5025997134669491,1.0237607493053555,0.5467989318379934
BH_OBS_74,BH,CXOU J100515.4-07425,BH0019,17.39,-1.69872223999485,-1.298969102428049,-0.7080856008165751,-1.6653350848805937,-1.119528921961262,-1.6767441467821067,-1.6851192786191926,-1.2768389509981954,-1.2239737008976257,-1.8143944162233,-1.8379984841847272,-1.590699375170462,-1.3630477143985469,-1.1918523153737504,-1.7391151694643023,-1.7952142844848815,-1.9912555211358585,-1.6666356485059928,-1.4702597818300094,-1.8275556924957044,-1.8492147449190692,-1.7106336214357916,-1.6336641354322108,-1.810427865083173,-1.2013363211075612,-1.9582869321502323,-2.1611009149884213,-1.3791578596020548,-1.4350932857564829,-1.105510011126862,-1.2129709429219555,-1.7907463951864582,-1.4286695546358257,-1.4340573036603317,-1.3231879547890306,-0.7018210145514912,-0.047028719005536,-0.4745148744871598,-0.6144371922408607,0.3919132780439947,0.14298609332771833,-0.05097302545993414,-0.041266913657352494,0.6795021279046233,-0.7537272395176252,-1.0902546704750746,-0.9628575567113072,-0.6456200868076559,-0.663243096560422,0.3975864599770289,0.7608780452713618,0.2277317478193611,-1.3318773723050077
CV_OBS_628,CV,CXOGLB J002410.6-72051,CV0090,6.98,-1.1839369789521752,-2.0436136078103657,-0.4148099100118688,-0.6507908315469277,-0.7551853735358978,-1.8288111731520145,-1.6993030623105043,-1.4844006122340092,-0.8396192148916845,-0.9493748688368788,-1.0057335600156707,-1.0990834857092586,-1.556834353999578,-0.7823915043099284,-1.638804368773442,-1.5237656241552435,-2.0386966851069306,-0.7190689409030909,-1.5288058792346273,-1.5685922566795087,-1.0707909753907838,-1.4536448617180489,-1.835351093336248,-1.0030429582732163,-0.8667988414276452,-1.9504081012564305,-1.8711889243833024,-1.5607881395240208,-1.2031275251394815,-0.7847463039216837,-0.8623234561615744,-1.5657546895927168,-1.1499375769027105,-1.4490235558954514,-1.1134531398466654,-0.4394312347991463,-0.0470270126487644,-0.4745148744871598,-0.6071884698021003,0.31098696195155445,0.3855222852670808,-0.05079323639378429,-0.041264655247925566,-1.0975923079426868,-1.1165380547252863,-0.3959889495480864,-0.3050122527967828,-1.031642249995958,-1.1376225936648865,-1.0780075194873475,-0.9595108428977251,-1.3329471191811124,-0.4819548600035154
NS_OBS_169,NS,XMMU J004245.2+41172,NS0044,49.26,-0.402747460147076,-0.37637153396538,-0.6589098402792679,-0.7734576527870268,-0.4260106106577897,0.3809504322132477,-0.2147445278101487,0.9317472216288828,-0.3419579656329994,-0.3192297841610197,-0.20094899556600276,-0.4922107380093813,0.8013574163816538,-0.5572936704349238,-0.10196271769553214,-0.3232998886888837,-0.13884197716920987,-0.831790961870232,0.7678248973937588,0.3233936657208859,-0.2746323189229088,-0.4228574895283517,-0.3772628664020083,-0.3830570693167191,-0.4313073840601438,-0.2398667310121185,-0.18975455132891006,0.6138675943295198,-0.6360684270584526,-0.4798644126923988,-0.6894079321253703,-0.5045825671460151,-0.6150488767896255,0.7878356684265284,-0.5198155355332749,-0.67352937331,-0.04090134518792268,-0.25920532153259745,-0.26171243547396034,-0.12991562478678645,-0.1188801795692157,-0.030783833718368438,-0.02684440979706201,-0.27623091452519793,0.4908496344083948,-0.3508075873246069,0.08694010426652267,1.425943038354509,1.297443832637485,0.4652069300839223,0.901237138705106,0.14110223133358174,1.1178373285788472
NS_OBS_50,NS,1A 1743-288         ,NS0003,42.8,-1.329587849425944,-1.2250381120310945,-0.6057979855022811,-0.8591009059024964,-0.6234452703394351,-1.625892050087151,-1.2351483897924116,-1.7451948274613498,-0.5753156877594465,-0.9734642155949912,-0.9552604497188062,-1.337167805865376,-1.5495293230014848,-1.1702495937858477,-1.1813695734404284,-0.8851090107242889,-0.726545973733254,-0.7386561724830614,-1.5158301998547858,-1.5838823240555164,-0.8339514782635984,-0.9246071881162352,-0.7228124421989609,-0.8454134309635186,-0.6048152888842051,-0.7677799214905013,-0.9386540275148478,-1.5274250286749824,-0.7605586503889278,-0.6201383002280243,-1.0948958806859448,-0.7858328265322998,-1.2315459991455409,-1.6517415107086009,-0.8346259528420272,-0.6207082863902568,-0.04447836535326552,-0.2948109869044609,-0.2887473844394117,-0.12120873995886915,0.1267048475688231,-0.03396753840229018,-0.033605779101687626,-0.13253352941428054,-0.5043408527225415,-0.1143528018464914,0.22186377508052105,-0.13352062852732866,0.24464915095586326,-0.1874092349012107,0.2168215592813168,-0.5827355064142633,0.5339823390750434
