obs_id,class,src_n,src_id,significance,photflux_aper_hilim_b,photflux_aper_lolim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_s,photflux_aper_lolim_u,photflux_aper_h,photflux_aper_hilim_u,photflux_aper_hilim_s,photflux_aper_m,photflux_aper_hilim_m,photflux_aper_b,photflux_aper_u,photflux_aper_lolim_b,photflux_aper_hilim_h,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_lolim_m,flux_aper_u,photflux_aper_hilim,flux_aper_hilim_m,flux_aper_b,flux_aper_lolim_h,flux_aper_m,flux_aper_hilim_s,flux_aper_h,flux_aper_hilim,flux_aper_lolim_u,flux_aper_lolim,flux_aper_s,photflux_aper_lolim,flux_aper,photflux_aper,flux_aper_hilim_u,flux_aper_lolim_b,flux_aper_lolim_s,var_max,var_index,var_min,var_prob,ks_prob,var_mean,var_sigma,kp_prob,hard_hs_lolim,hard_ms_lolim,hard_ms,hard_hs,hard_hs_hilim,hard_hm,hard_hm_hilim,hard_hm_lolim,hard_ms_hilim
CV_OBS_643,CV,CXOGLB J002410.7-72042,CV0091,23.78,-0.18693583041278208,0.15624437985594986,-0.6636889412272254,-1.0885035774663734,-0.4346886854073331,-0.4307420621414892,0.26944986975110863,-0.3216861743544228,-0.4020423333973557,-0.4512268761568972,-0.3435856951690157,-0.2871251841014886,-0.2737286546741036,-0.4140362307285576,0.3754122276995019,0.19761600585175826,0.3822098920132591,-0.9976097259802296,-0.4444942030294606,-0.3565169378247849,-0.3402370692304617,0.07933398438251184,0.15751923063638393,-0.4127058289233497,-0.3835494181342353,0.2776981692583633,0.4436143805834603,-0.6067975103182497,0.17174852175521685,-0.4366480350061894,-0.4146085752346572,0.3964050642803178,-0.3604819018959323,-0.4061402402895276,-0.10968002873638913,-0.6646736359203815,-0.041396232849600166,-0.2963818250826313,-0.16382282785202748,-0.13491085784642298,-0.15768704107947445,-0.02651886521225427,-0.027786723049325716,-0.30887994584371736,1.194999432418042,-1.3392824603828912,-1.4660490613753197,1.425943038354509,1.297443832637485,1.3362354662153513,1.2831546719354812,1.3003976719499442,1.8177859056241648
PULSAR_OBS_130,PULSAR,PSR J1023+0038,PL0030,51.61,1.1507899721184782,1.2365982775579705,1.3319536936792593,1.28350475478173,1.2993182955283928,1.4506502293444856,1.2327246381027943,0.8292778578507899,1.2277593125174515,1.2289283461109042,1.1659053316896661,1.1802698488414578,1.0191796781552092,1.14873351341272,1.1768035516684672,1.1612648352752777,1.1943113137199628,1.2955438225179146,1.3919255060322957,0.9596294865610364,1.1848636409887536,1.1975777012253233,1.2529833984723149,1.244240297972628,1.2380334931416848,1.2477511478519752,1.0947145521314572,1.647985246922662,1.1584370177904344,1.3067106428930249,1.1664376249989952,1.1638361070499108,1.174250692002318,1.2409754819452137,1.1773570616012938,1.3356409970314669,-0.046820561774594364,2.6671614818537304,0.16826061756997582,1.5046501243150467,1.9576707930170636,-0.02779983471723672,-0.040846652886600165,1.5090267147459857,0.3763858219516696,0.287670817805315,-0.08950819882425361,0.08199751639985536,-0.24573314447954686,0.11172834862075648,-0.21195567128665646,0.5884955564734733,-0.6820605320447589
CV_OBS_352,CV,CXOGLB J002359.3-72043,CV0066,3.43,-1.4221181568078598,-1.8061549372354453,-0.8324398906366751,-1.1353146747955478,-0.8843045971647792,-1.2613043214066342,-1.8425009960599916,-0.8579398002875182,-0.849118689844259,-1.3295269170328978,-1.2807543854212564,-1.459679719318145,-0.9213505091772533,-1.3916795194591671,-1.8070565462827928,-1.7374703840164052,-2.097405041027354,-1.184922188476136,-1.5202087483468207,-1.4293451151584893,-1.4035175863439358,-1.8172075332689464,-1.880409985571167,-1.4583844519709486,-0.7404883215000885,-2.0028285377464856,-1.8276206007701081,-1.519773300312501,-1.6714482784936682,-0.7837684149892848,-1.4603028558799878,-1.6018575562579649,-1.5965609019055933,-1.6420828092386766,-2.0110000143635816,-0.7484260867127206,-0.04702806660274248,-0.4745148744871598,-0.6117784795154365,0.4778974888922121,-2.4108718217953635,-0.050912430961813054,-0.0412665584255676,-1.913965112858103,-1.3157840289603029,-1.3392824603828912,-1.4660490613753197,-1.5439611178455592,-1.3257295502813748,-2.156265713362383,-0.6103730979457636,-1.869280081246404,-0.9740041756754576
PULSAR_OBS_304,PULSAR,PSR J1811-1925,PL0089,133.15,1.4712780995785102,1.7488589386969489,-0.24855802181330214,1.2804570609780082,-0.3643966632086535,-0.958267684112306,1.9033174621762767,-0.8568527529942654,-0.35680016138246484,1.2524268194648087,1.217760958723562,1.4710007833714998,-0.9515291181614348,1.3754688413187628,1.8975939480104664,1.7671899107173157,1.9446576726692668,1.3251261054373265,-0.9294450023441644,1.1916957520301863,1.2796193995207517,1.7639045303431813,1.7880979851217902,1.3083040610756462,-0.3878487672466022,1.945723390109072,1.7025481262398974,-0.9356265420695654,1.575567578650494,-0.3952320594573373,1.321269805756908,1.6835203071451743,1.3713150573168686,-0.9244223662950743,1.6340152566276351,-0.2504155094102391,-0.046496855313989394,-0.4745148744871598,2.6776597175184715,-1.4946814658610164,0.6039654780071678,0.022716990387317896,-0.041250986576408216,-0.9051272065873822,1.814209187528768,2.6407076776412697,1.8817610845199328,1.4091530058524775,1.2865948732791388,0.9170584435113796,0.7967378136564721,1.4782769458007443,1.7257372964851934
PULSAR_OBS_292,PULSAR,PSR J1809-2332,PL0087,16.03,0.7507414867298922,0.4759040544421633,0.8348410275463419,1.0714178434085355,0.7914915594003684,-0.22283101428395435,0.3995475437006147,-0.05171743049104452,0.7791403062145258,1.0376644353356352,1.025801228685507,0.7556192541505529,-0.0779049681861266,0.7613850667362801,0.39951888783391576,0.2889105569318443,0.13921999943593127,0.9245647118649328,-0.1761599855792041,0.4213491856495873,0.8304532044530192,0.323628622184159,0.29382711812219553,0.8553356068203027,0.493218963435856,0.15770453973027074,0.19859015587149345,-0.2375703942389785,0.4191766445587317,0.5216619546774218,0.6583428780350509,0.32939133398818826,0.6044433365588814,-0.14503793269912205,0.4173462546604427,0.6214567521802431,-0.0469565342860415,0.7821556680491962,-0.2900112970625094,0.6056093314755948,0.535701980275891,-0.04257030309491978,-0.04116177267894905,0.5447765569559107,-0.4085991098205201,0.7248482241085606,0.48342571812860297,-0.4301727670913212,-0.5692771098599065,-1.0299567978351627,-1.3715681814579173,-0.9121201790968598,0.27591904315900484
NS_OBS_160,NS,XMMU J004245.2+41172,NS0044,49.26,0.0880002544470905,-0.09251005493001777,0.16187247760822615,0.17843959675890436,0.25323971857152955,0.3160011475151363,-0.040237844960914926,0.7561910646634349,0.33794704264884706,0.2186560344544411,0.2923337299125342,0.05547531075177494,0.6978812207058895,0.09317579791809423,0.03854421583783189,-0.04760120372112262,-0.03072286590429565,0.206891025279455,0.6314230431061252,0.2863900171013657,0.3314759118029933,-0.07131437867611534,-0.12272034451742413,0.25728513331829755,0.19380054400820787,-0.09729633644272448,-0.059707749212678775,0.4771336197536414,-0.14437487180837133,0.1126144090256851,-0.030098049240436388,-0.16421171073152452,-0.06038465923912845,0.6956057296135377,-0.007572254155429975,0.03488674425774235,-0.04699653285800473,-0.4745148744871598,-0.4554555950802375,-0.5185077779959572,-1.2014032619917907,-0.04722305285021915,-0.04124341142855675,-2.5057952995256643,-0.6136866855188455,-0.4144433087661272,-0.14599955277821755,-0.3523145632765905,-0.0840486533970956,-0.31828192769207136,-0.016816931669523392,-0.5731100045825099,0.02841992247641412
PULSAR_OBS_167,PULSAR,PSR J1459-6053,PL0055,3.88,-0.05533620000565317,0.24902132953255,-0.3913250452179688,0.15241376958689806,-0.23730071877175965,-0.4960561074120923,0.1243364304739854,-0.5829695561121652,-0.14483525551042073,0.07268959541767353,0.08756960442740719,-0.043216237867263634,-0.5869594063912507,0.05820334696385825,0.11592192994617832,0.08277389574413033,0.21770342477833707,0.1289872744663045,-0.646390044947157,-0.33682286377560405,0.05418717095433983,0.08555618504439738,0.3319788697839207,0.045813375128922085,-0.2683521939510303,0.2234355215462922,-0.026704629587273584,-0.5066401599525574,0.16862676400130738,-0.35314783656551624,0.04553258740555239,0.09475746743790997,-0.05977122419171814,-0.5983396975393909,0.16318907374094116,-0.4755996900971388,-0.047007298730064255,-0.2650697840644338,-0.5563725144619616,0.6279483666469452,0.5108058811033076,-0.049089649208045115,-0.041221743903700855,-0.06630013984718082,0.5263728865501371,0.26645891065814153,0.4506467843528462,0.6314624738557216,0.8253391173339639,0.19682180841935348,0.3158209198537068,0.2614210042304975,0.7178366220458773
PULSAR_OBS_290,PULSAR,PSR J1809-233,PL0086,2.15,-1.0697117530570333,-1.4290790056510507,-0.9877868751439588,-0.8045896270002074,-0.9702193718420326,-0.5454261073510668,-1.2034104409483946,-0.1752157742974915,-0.9305633073942866,-0.5236428803031405,-0.4172763725154728,-1.19240932238451,-0.29426239719512554,-1.938071355998661,-1.1506003866363117,-1.5392071600768855,-1.3741137624917987,-0.8022586943073909,-0.4496594840356239,-0.7973624801091685,-0.4122867324127589,-1.5860457318048464,-1.6652601153149742,-0.5134555538657464,-0.7893203211374326,-1.4137248892635854,-1.3521292099269482,-0.8009992995447671,-1.5877285462267443,-0.8387335007598318,-1.7239936629907826,-1.4169966999073744,-1.3409012777839222,-0.39266372120916404,-1.7893687234539544,-0.9880764119542176,-0.04454635835042175,-0.28206974390374506,-0.19790946218860733,-0.13886107365068315,-0.17250744798691756,-0.032633994932047564,-0.03363078398749151,-0.11511116073937365,-1.3157840289603029,1.00845142266627,2.0189792806982343,-1.5439611178455592,1.297443832637485,-2.156265713362383,-1.2864287313656622,-1.869280081246404,1.8177859056241648
CV_OBS_394,CV,CXOGLB J002402.5-72051,CV0070,22.52,0.2300318734371991,-0.26344594149888706,0.10062512362813424,0.4631294898801032,0.120119937592873,0.6095912787605821,0.3119506649320061,0.9611611427937528,0.1828067755768899,0.4294405409850852,0.6434771938504461,0.07351349494960015,0.8239407914280116,-0.2765267982431983,0.4879740454869821,0.22190370109796406,0.3542837826276809,0.4899533880606002,0.77554470277062,0.5078132642596799,0.9067351926039746,0.07479436669356672,-0.6981642059778613,0.6547500548098455,0.12720897037876,0.17214035208464518,0.35873591690599616,0.6745164399718022,-0.3428320691958887,0.07559153752335816,-0.4648786789920905,0.2589781201060918,-0.03125561674046623,0.8145772272684388,-0.2605495364058505,0.07233979681275493,-0.04056854558835793,-0.2023409794828273,-0.23600698555691574,-0.04116165457147288,-0.08417555272261115,-0.02722187484428421,-0.026318596408463662,0.07396815870792542,0.5874728802339337,0.9183008172907826,2.0189792806982343,1.425943038354509,1.297443832637485,-0.03679206375872486,0.5300995358481684,-0.5153569935919905,1.8177859056241648
CV_OBS_723,CV,XMMSL2 J004231.9+41162,CV0110,174.76,1.6766728893699787,1.5327756245641533,1.5034627280020114,1.704528112163597,1.5894563123712868,1.4989710859909309,1.6593170615474797,1.767444661267454,1.6003551827684646,1.795353566497671,1.8072557122157804,1.6489391227724999,1.7322002653031798,1.5037253504818282,1.6682170626320985,1.5367545192364358,1.5730375659779403,1.6733411234751316,0.8806314787185315,1.6658616060153422,1.7715551541515409,1.53259884508629,1.471526877177758,1.7568453251906422,1.5746896719416037,1.5702956812109417,1.4705717595433832,0.6186244699672229,1.3643057754144667,1.5652929590395868,1.452616832847984,1.4563922704002288,1.6836176256758828,0.9474488954004572,1.4309788372123613,1.4829975298770175,-0.04664044428383715,-0.4745148744871598,1.752918102774678,-1.5351446239072366,-0.19913449530197735,0.002391882393743633,-0.041233507196635766,-0.8096965938320442,0.4769560957929578,0.7248482241085606,0.40287323193498775,0.2825864002736843,0.11700706116322533,-0.13062201840317372,-0.4015944464275457,0.21810624598760786,0.07855165926148358
