index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,9909.2,2011-02-02T18:25:14,0.642245199409158,0.0005976,6.7505e-05,3.4,2.1028e-15,3.5927999999999995e-15,8.735599999999999e-16,1.408
