obs_id,src_id,num_obs,sepn,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_b,photflux_aper_m,photflux_aper_h,photflux_aper_s,hard_hm,flux_aper_b,hard_hs,hard_ms,flux_aper_s,flux_aper_m,flux_aper_h,photflux_aper_u,var_inter_prob_b,var_inter_index_b,var_inter_sigma_b,var_inter_sigma_m,var_inter_index_m,var_inter_prob_m,var_inter_sigma_s,var_inter_prob_s,var_inter_index_s,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,flux_aper_u,var_max_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b
CV_0_obs_10,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.9,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_11,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.3,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_12,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4138.6,52.93,16618.73,CV,,,,5.747146969020107,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_13,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3968.3,52.93,16618.73,CV,,,,5.88706002391592,0.9981,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_14,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3904.0,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_15,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,,,,5.8887374863409345,0.9994,,-0.9994,-0.9994,14.702020755840637,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_16,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4136.0,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_17,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4035.0,52.93,16618.73,CV,4.2604276555499085,,,4.271402756616569,0.9994,13.301812430133877,-0.9994,-0.9994,13.30732930084363,,,3.307064997468862,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,13.223589411192657,0.0202,0.289,0.585,0.388,0.002399,0.01484,0.01198
CV_0_obs_18,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3965.1,52.93,16618.73,CV,,,,5.912573542963715,0.9994,,-0.9994,-0.9994,14.606424796730412,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_19,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.8,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_20,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_21,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4139.6,52.93,16618.73,CV,,,5.808269606637143,,0.9994,13.617802789622546,0.6596,-0.9994,,,13.54867419151048,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_22,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.7,52.93,16618.73,CV,,6.119472221801195,,,-0.9994,,-0.9994,-0.1811,,14.500587874327724,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_23,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3962.4,52.93,16618.73,CV,,,,,0.9994,,-0.9994,-0.9994,,,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_0_obs_24,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4102.3,52.93,16618.73,CV,5.74521031260279,6.166980452923468,,5.896880746454286,-0.9994,,-0.9994,-0.5209,,14.75448733218585,,,1.0,6.0,0.0004766,,,,2.546e-05,0.989,5.0,,,,,,,,,,,
CV_1_obs_0,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,5.354577730650908,6.131355561605174,6.188626102946107,5.739213331345024,-0.0425,13.945004138470859,-0.4872,-0.446,14.411056357259985,14.743041847439068,14.237771715713526,5.312004005569321,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.55974591893154,0.001512,0.244,0.245,0.043,5.449e-05,0.001091,0.001069
CV_1_obs_1,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,845.1,20.78,1834.511,CV,5.201211286048751,5.43356250780493,6.105816863278687,5.643776587776874,-0.6496,14.058687374639337,0.5234,0.7021,14.412560828218467,14.650266740269203,14.316725084104226,5.2994471468516045,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.546255064858833,0.0038668300000000004,0.5025800000000004,0.5751800000000001,0.6619299999999998,0.0005959259000000009,0.001891319999999998,0.001309089999999999
CV_1_obs_2,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,5.449160394934215,6.136142038116027,6.3439976793170425,5.844056982028164,-0.1974,14.059284343093337,-0.5122,-0.336,14.435807539373801,14.752517739322945,14.452840878672582,5.176460566343141,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.580374639112257,0.001406,0.348,0.056,0.213,6.305e-05,0.000904,0.0008767999999999997
CV_1_obs_3,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,4691.1,20.78,1834.511,CV,4.968591535748375,5.705093089394808,5.829444941478791,5.3535962737769305,-0.0687,13.61726273423867,-0.5072,-0.426,14.250998571756528,14.586386832611172,14.043207479629505,4.5730010412434625,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.532538337570285,0.004145,0.505,0.557,0.516,0.0003567,0.002447,0.002229
CV_1_obs_4,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,65237.5,20.78,1834.511,CV,5.254534831329273,6.076600533841283,6.009927665307847,5.642446280256919,0.0899,13.95233580539844,-0.3923,-0.4622,14.408712734941501,14.709965388637482,14.229958445680332,5.370794342897696,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.413862974769208,0.004151,1.0,0.999,1.0,0.00102,0.001967,0.0003666
CV_1_obs_5,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,59044.6,20.78,1834.511,CV,5.134363112300371,6.0455162828444475,5.874193541860473,5.505428015769802,0.2024,13.809668301829708,-0.3973,-0.5522,14.288699040083834,14.65856547542186,14.065097741677686,5.469544156415324,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.774690718274137,0.005429,1.0,1.0,1.0,0.0015140000000000002,0.002572,0.0008451000000000001
CV_1_obs_6,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,65240.7,20.78,1834.511,CV,5.296708621881338,6.0625322603566225,6.103088159173975,5.696156225111346,-0.0375,13.997402019280091,-0.4372,-0.4035,14.474307475494989,14.674279141980588,14.29413628771608,5.433444669116945,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.579549140893931,0.004068,0.996,0.429,0.81,0.001069,0.001803,0.0003007
CV_1_obs_7,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,68771.4,20.78,1834.511,CV,5.339513984215032,6.082284483440507,6.247260306064672,5.721475035262983,-0.1711,14.09151498112135,-0.5347,-0.3935,14.50017550416042,14.70071066591232,14.475603877896159,5.579384229374235,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.486915639534855,0.002746,0.363,0.908,0.861,0.0001519,0.001636,0.00157
CV_1_obs_8,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,5307.0,20.78,1834.511,CV,5.3879582553547305,5.9657727392294495,6.167874457465991,5.810509686300632,-0.1749,14.1651979459513,-0.42100000000000004,-0.2399,14.568636235841012,14.624885315307775,14.59482445378201,5.398809467384666,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.801342913045577,0.001878,0.378,0.315,0.335,0.000119,0.001434,0.001357
CV_1_obs_9,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,1928.3,20.78,1834.511,CV,5.00850811108984,5.684239509334265,5.920537290027047,5.260981754116519,-0.9994,13.917933065714887,-0.9994,-0.4834,14.00436480540245,14.342752870116284,14.155672004091237,5.175353585281648,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.393618634889394,0.005308,0.382,0.602,0.607,0.0006887999999999999,0.003768,0.002645
CV_1_obs_10,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,5544.8,20.78,1834.511,CV,5.131296797721463,5.989700043360188,5.6916490514132745,5.583858968831671,0.386,13.757458571701616,-0.0949,-0.4572,14.355364496231847,14.688034339631633,13.926281649653877,5.242224508988074,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.392759496168257,0.005151,0.725,0.8240000000000001,0.963,0.0008012000000000001,0.002403,0.001655
CV_1_obs_11,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,5734.6,20.78,1834.511,CV,5.318577844278991,6.019315025636685,6.263842624726868,5.655804284128565,-0.2261,14.186619193266145,-0.5896,-0.4047,14.473660722610155,14.678302124730848,14.395505372863154,5.428291168191312,0.992,6.0,1.968e-06,1.141e-06,0.0,0.036000000000000004,9.067e-07,0.922,5.0,5.0,0.7040000000000001,5.397e-07,14.598599459218455,0.002729,0.557,0.8809999999999999,0.696,0.0003821,0.001662,0.0013050000000000002
CV_10_obs_0,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,30499.4,31.92,4878.009,CV,5.041818502435052,5.787546038959724,5.2512694439015055,6.737074530668169,0.5534,13.268814292365999,0.9357,0.7895,15.568797115443484,14.3658251282374,13.298691114771925,5.793740496722806,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.133414507455717,0.002947,0.122,0.188,0.36,1.496e-05,0.002932,0.0029170000000000003
CV_10_obs_1,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,34063.0,31.92,4878.009,CV,5.043687469158805,6.012870232340103,5.168834366090557,6.971638929234542,0.7533,13.315423912611545,0.9994,0.9994,15.807624847746307,14.61261017366127,13.32771737521108,6.021962332514201,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.658258621239954,0.0030440000000000003,0.109,0.199,0.483,3.092e-06,0.003041,0.003038
CV_10_obs_2,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,84155.4,31.92,4878.009,CV,4.996970529446382,5.892111974817201,5.151195298948196,6.872247484167027,0.6933,13.225118234181204,0.9631,0.8107,15.58536085326299,14.458670422333306,13.243135775939452,5.998699066979582,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,13.410832609453953,0.0034,0.114,0.636,0.76,2.396e-05,0.003376,0.0033520000000000004
CV_10_obs_3,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,49201.9,31.92,4878.009,CV,5.160207815554671,6.002045995930597,5.326426203576949,7.1666616110606025,0.6583,13.382894769497621,0.9731,0.872,16.006211186181293,14.612254340391136,13.402743717074857,5.938589868363363,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.358707446171838,0.002326,0.104,0.099,0.005,4.833e-10,0.002326,0.002326
CV_10_obs_4,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,28596.1,31.92,4878.009,CV,4.941194513324093,5.7361273231347765,5.118273064623582,6.55641585003406,0.6146,13.188492020054673,0.9994,0.9994,15.500379009179767,14.292344676468813,13.211548792976544,5.873927512061871,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.143414740214789,0.004054,0.182,0.331,0.6,0.0002272,0.003715,0.0034270000000000004
CV_10_obs_5,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,28597.0,31.92,4878.009,CV,4.970210529168145,5.692503962086787,5.18111458540599,6.716925025264528,0.5359,13.264880365918128,0.9432,0.8207,15.521577812259919,14.282246306789284,13.298518364379072,5.864714560818204,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.155371407996762,0.003517,0.087,0.245,0.316,1.365e-05,0.003494,0.00348
CV_10_obs_6,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,28597.0,31.92,4878.009,CV,5.01587791713889,5.907981529247203,5.165070903539424,6.939302159646388,0.6983,13.251191995041397,0.9681,0.8307,15.80271944187438,14.501138311007116,13.265840486755533,5.99978257049107,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.318851886898594,0.003445,0.077,0.126,0.238,7.001e-05,0.003093,0.003056
CV_10_obs_7,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,36759.2,31.92,4878.009,CV,5.042057664554595,6.069611381755678,5.155398580373653,6.93897742654951,0.7845,13.253210167847389,0.9994,0.9994,15.755952507853465,14.657182685364267,13.262171494104216,6.214812579970638,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,15.753255290276158,0.003411,0.221,0.922,0.816,0.0001073,0.003283,0.003175
CV_10_obs_8,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,5002.9,31.92,4878.009,CV,4.94692155651658,5.732593581247096,5.203495048446704,6.5947839087610705,0.6246,12.838931614528825,0.9994,0.9994,15.530033390313493,14.259006068415115,12.84043280676638,5.873927512061871,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.053703388909225,0.01103,0.115,0.413,0.362,8.978e-05,0.01089,0.01078
CV_10_obs_9,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,9926.1,31.92,4878.009,CV,4.993533957750769,5.750164845959971,5.124533584133615,6.194159451185327,0.5865330000000004,13.155771418698372,0.8745,0.8018390000000004,15.05843887976393,14.311218793533266,13.163549286279846,5.825985826075639,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,13.887215571591518,0.0041510700000000015,0.20240000000000002,0.2814200000000001,0.40820000000000023,0.00017536440000000007,0.0036794100000000045,0.0035074000000000034
CV_10_obs_10,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,9838.6,31.92,4878.009,CV,5.151810883008602,5.966978555317089,5.30163843394489,7.027951748328572,0.6508,13.24542234395527,0.9994,0.9994,15.763356674294146,14.570086302236245,13.24063437834407,5.9900012085233785,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.475339471457225,0.003664,0.375,0.507,0.525,0.0002997,0.002508,0.0022670000000000004
CV_10_obs_11,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,29672.1,31.92,4878.009,CV,5.001391970684906,5.7677664788852665,5.1962015920103255,6.758951849328356,0.5821,13.255394124585761,0.9457,0.807,15.607303046740334,14.355167671174364,13.284498054706717,5.9296611224817095,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.393110123250585,0.003626,0.233,0.8190000000000001,0.961,0.00014509999999999998,0.003385,0.003203
CV_10_obs_12,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,39539.1,31.92,4878.009,CV,5.018226681372253,5.750801642608887,5.222645686915791,6.92009553233328,0.5422,13.27392512978463,0.9606,0.8707,15.853871964321762,14.331893762067269,13.301290650557414,5.894970452636951,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.246060976813776,0.007210999999999999,0.405,0.42,0.147,0.0004347,0.003269,0.003032
CV_10_obs_13,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,13874.2,31.92,4878.009,CV,5.056456022846546,5.750557038557417,5.285502591350194,6.650139917807668,0.5072,13.224753740259764,0.9219,0.7733,15.487182241435127,14.325047051951435,13.249183157350245,5.538051504796238,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,13.809388202186396,0.004640999999999999,0.273,0.153,0.16699999999999998,0.0002454,0.002916,0.002766
CV_10_obs_14,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,46455.5,31.92,4878.009,CV,4.990549104201306,5.7265357273786535,5.187220292991036,6.846914182211439,0.5559,13.256960845195067,0.9994,0.9994,15.663177127842994,14.302334837352326,13.288192770958808,5.948939641055079,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.485828812972022,0.003453,0.068,0.521,0.728,1.037e-05,0.003441,0.003426
CV_10_obs_15,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,9844.9,31.92,4878.009,CV,5.136379779729684,5.911588103106855,5.171404543628298,6.7890878321535055,0.9994,13.450751443145943,0.9994,0.9994,15.732972065125464,14.479785796769548,13.432033093176846,5.973564743570132,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.506245701364369,0.01005,0.07200000000000001,0.515,0.187,1.618e-05,0.01003,0.01001
CV_10_obs_16,CV_10,17,0.5154834, 2CXO J174804.0-244640,267.0171,-24.77796,36257.2,31.92,4878.009,CV,5.071450532998336,5.92701525537207,5.227311645317858,7.111764326729433,0.6721,13.305219363987938,0.9756,0.8795,15.780400068281066,14.506960411682348,13.320844758716646,5.964807695284301,0.745,5.0,2.427e-06,4.879999999999999e-07,5.0,0.93,6.917e-07,0.235,0.0,3.0,0.48,1.626e-06,14.491770803922247,0.005181,0.606,0.967,0.8909999999999999,0.000868,0.002912,0.001779
CV_100_obs_0,CV_100,2,0.1046825, 2CXO J171707.6+430805,259.282,43.134879999999995,29661.2,2.85,29.665979999999998,CV,6.418164075942352,6.815876645760329,6.588548657862063,,0.3098,14.738261452647462,0.9994,0.9994,,15.387428045934824,14.776504059037606,,0.9129999999999999,6.0,3.406e-07,4.282e-08,0.0,0.368,2.792e-07,0.922,6.0,3.0,0.524,1.517e-07,,,,,,,,
CV_100_obs_1,CV_100,2,0.1046825, 2CXO J171707.6+430805,259.282,43.134879999999995,22925.2,2.85,29.665979999999998,CV,5.895171596346344,6.610833915635467,6.312738653756494,6.549135307620234,0.376,13.9051796196452,0.2811,-0.1137,15.353694319715242,15.229147988357855,13.938547520912806,,0.9129999999999999,6.0,3.406e-07,4.282e-08,0.0,0.368,2.792e-07,0.922,6.0,3.0,0.524,1.517e-07,,0.001085,0.851,0.992,0.992,0.0002311,0.0004495,0.0002434
CV_101_obs_0,CV_101,4,5.547479, 2CXO J122501.8+125353,186.2578,12.89818,40927.9,3.76,56.51605,CV,5.941194513324093,7.022459294053466,6.330776126069194,6.4110563572599855,0.6933,14.299382804317943,0.1037,-0.6334,15.166470418241357,15.561299467099264,14.378408324140782,6.0772209045917975,0.282,0.0,2.158e-07,1.7169999999999998e-08,0.0,0.044,6.718e-08,0.21899999999999997,0.0,5.0,0.7959999999999999,1.7780000000000004e-06,14.84142011072236,0.0005796,0.578,0.731,0.946,0.0001085,0.0003865,0.0002428
CV_101_obs_1,CV_101,4,5.547479, 2CXO J122501.8+125353,186.2578,12.89818,1667.8,3.76,56.51605,CV,5.969650727017208,6.98607185261784,5.6790233226571765,6.398208202010392,0.9994,14.44656863761195,0.9994,0.9994,15.157763243036339,15.584440535608787,14.008330992620051,6.086806228114108,0.282,0.0,2.158e-07,1.7169999999999998e-08,0.0,0.044,6.718e-08,0.21899999999999997,0.0,5.0,0.7959999999999999,1.7780000000000004e-06,14.882334377888418,0.0006742039999999999,0.5936200000000009,0.7481599999999999,0.9514499999999987,0.00011810899999999987,0.0003768980000000003,0.0002700910000000005
CV_101_obs_2,CV_101,4,5.547479, 2CXO J122501.8+125353,186.2578,12.89818,46084.2,3.76,56.51605,CV,5.927382523454764,6.910094888560602,6.436875039661956,6.3223930472795065,0.5434,14.525492360883025,-0.1137,-0.6084,15.088948979671873,15.564792896759252,14.674895017028593,6.00533097817447,0.282,0.0,2.158e-07,1.7169999999999998e-08,0.0,0.044,6.718e-08,0.21899999999999997,0.0,5.0,0.7959999999999999,1.7780000000000004e-06,14.422048872270246,0.0006359,0.456,0.735,0.945,3.32e-05,0.00040710000000000014,0.0003907
CV_101_obs_3,CV_101,4,5.547479, 2CXO J122501.8+125353,186.2578,12.89818,28473.1,3.76,56.51605,CV,6.081131256619016,6.9821322810364945,5.970796315400994,6.4061603389187285,0.1761,14.837734385701978,-0.9069,-0.5796,15.214172080004134,15.668167955563751,14.203063889704069,6.244964066232228,0.282,0.0,2.158e-07,1.7169999999999998e-08,0.0,0.044,6.718e-08,0.21899999999999997,0.0,5.0,0.7959999999999999,1.7780000000000004e-06,15.44490555142168,0.0008441000000000001,0.8290000000000001,0.799,0.973,0.0001956,0.0003387,0.0001826
CV_102_obs_0,CV_102,3,0.9942418, 2CXO J122502.1+125342,186.2589,12.89525,1667.8,3.06,25.977610000000002,CV,,,,,0.9994,,0.9994,-0.9994,,,,,0.7490000000000001,5.0,1.14e-07,1.078e-07,6.0,0.937,4.46e-08,0.5820000000000001,3.0,0.0,0.248,2.7650000000000006e-08,,,,,,,,
