obs_id,src_id,num_obs,sepn,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_b,photflux_aper_m,photflux_aper_h,photflux_aper_s,hard_hm,flux_aper_b,hard_hs,hard_ms,flux_aper_s,flux_aper_m,flux_aper_h,photflux_aper_u,var_inter_prob_b,var_inter_index_b,var_inter_sigma_b,var_inter_index_s,var_inter_prob_s,var_inter_sigma_s,var_inter_sigma_m,var_inter_index_m,var_inter_prob_m,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,flux_aper_u,var_max_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b
CV_0_obs_10,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.9,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_11,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.3,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_12,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4138.6,52.93,16618.73,CV,0.544043238616198,0.5394664269578656,0.1097970077174282,-0.11943600132375645,1.2234600358317174,0.49775707917677736,-1.2920411144692283,-1.2410102990039598,-0.25353756457376664,0.6064984364337492,0.265971981353002,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.23477210939394907,-0.006127767540060949,0.13043898645506644,-0.1529798789408792,-0.23787416778459922,0.523559790449681,-0.0037902289081338213,-0.0026201013593557957
CV_0_obs_13,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3968.3,52.93,16618.73,CV,0.595931003698363,0.5859965471999307,0.3467576504705574,0.11055040114690176,1.221353296777645,0.7062891319358514,-1.2920411144692283,-1.2410102990039598,0.11214598671924632,0.6179924825123594,0.41677002693853177,-0.22848029872993028,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.08235477869774774,0.7688528426280017,0.05014445547003855,-0.2505988011233035,-0.006338442964522764,0.11106499814660609,-0.12753660227395547,-0.24798783759893736,0.5223045028689792,-0.003577659043961569,-0.0020106678524765874
CV_0_obs_14,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3904.0,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_15,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,0.6111308688530622,0.587928216395368,0.34505262198761777,0.11330778178372732,1.2234600358317174,0.7249193190960782,-1.2920411144692283,-1.2410102990039598,0.1802331349298338,0.6179645672277212,0.44589062013627034,-0.22221088030058742,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.08235477869774774,0.7688221744211361,0.05014445547003855,-0.3110952599416064,-0.007087340276295709,0.12056369219848673,-0.1460235399968548,-0.21216180050892827,0.5129212282032318,-0.0038309886636425676,-0.0022521610618351845
CV_0_obs_16,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4136.0,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_17,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4035.0,52.93,16618.73,CV,-1.55555725926137,-0.1490535648403254,-0.3740114813808166,-2.545236100037354,1.2234600358317174,-0.7984513075762585,-1.2920411144692283,-1.2410102990039598,-2.007410265944216,-0.10233644522410157,-0.7393201810851726,-2.833420485837071,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.33810349273341644,-0.1063569574048393,-0.195637482309839,0.10051891514672498,0.7755691799315212,-0.04175892113495309,-0.9497744480292921,-0.05969058458072204,-0.5686983713370517,0.11752629078162534,-0.6441214036811939,0.1401676423383095,-0.07627913232223028,-0.08547092829711476
CV_0_obs_18,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3965.1,52.93,16618.73,CV,0.6103467401783401,0.5817052329301624,0.3462823690464238,0.15248903556910387,1.2234600358317174,0.7261590523649272,-1.2920411144692283,-1.2410102990039598,0.030286085101412275,0.6190537589338747,0.4173210713839973,-0.21969942851016203,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.08235477869774774,0.7688528426280017,0.05014445547003855,-0.24507140338480737,-0.00630461187446321,0.13445605530520077,-0.12966393017745426,-0.22320659209758772,0.5223045028689792,-0.0037654634870652143,-0.00215214348800212
CV_0_obs_19,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.8,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_20,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_21,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4139.6,52.93,16618.73,CV,0.40767324375280894,0.37410318300409096,0.019270465612505228,-0.1821594314549756,1.2234600358317174,-0.37109564424272384,0.9513189743093757,-1.2410102990039598,-0.4385064238456152,0.4529795768208033,-0.6115265551145179,-0.9717429336057399,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.28247382561483075,0.10116870864684288,-0.016282172602017874,0.07145629682836127,0.7692208611103863,0.05083380743004327,-0.5946345557892921,-0.002620098611612949,0.3058288153433182,0.2226857244516035,0.1464976776142446,0.44904721186701596,-0.003108147936202572,-0.0003124420003991356
CV_0_obs_22,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.7,52.93,16618.73,CV,0.3465000274334015,0.21584943472263732,0.0637231631707951,-0.07920267004637054,-2.0157322882298017,0.48572976724927774,-1.2920411144692283,0.0015398357822299237,-0.14624646114537423,-0.14334772912348537,0.2424774547062882,-0.2646362784165063,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2782244697882394,0.21372500209860285,-0.013630181523085011,0.07872195140795205,0.7622285099450762,0.033037464135273434,-0.19838411963190994,-0.012907825543360896,0.14048165858040215,-0.1136666418136873,-0.20620601125323748,0.4793768058279235,-0.009656022077488773,-0.010224028099524506
CV_0_obs_23,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,3962.4,52.93,16618.73,CV,0.555820032195811,0.536386654948969,0.11720996195159165,-0.13075363266890394,1.2234600358317174,0.488600778677205,-1.2920411144692283,-1.2410102990039598,-0.26354728226037616,0.6063795877806387,0.2727812579963857,-0.23606730732911274,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2747353582840549,0.2031728495875003,-0.016656910471866966,0.07145629682836127,0.7691595246966555,0.05404290547020742,-0.2449360216714778,-0.005722307051619816,0.11533313379987382,-0.1522303822534473,-0.24031234308856217,0.523559790449681,-0.0035183252226513675,-0.0026201013593557957
CV_0_obs_24,CV_0,25,0.1579536, 2CXO J004247.1+411619,10.696539999999999,41.27215,4102.3,52.93,16618.73,CV,0.49752345433955464,0.5341265353287253,0.06582492745153193,-0.13537719187780983,-2.0157322882298017,0.5254436369091428,-1.2920411144692283,-0.5144305122568111,-0.3245526776258047,0.5649659748225528,0.2783993875221295,-0.23597147474083083,0.598103158434137,0.16683029735051022,0.35738393521320755,0.4433389409198776,0.9366321637644202,-0.11807137893198671,0.2782244697882394,0.21372500209860285,-0.015965086712145322,0.07872195140795205,0.7621365053244794,0.05089359641615462,-0.1967678094039322,-0.007478960773348816,0.08428453914571117,-0.09349158901292967,-0.2267099522199203,0.4770248030241406,-0.004469730148703862,-0.001965063984614916
CV_1_obs_0,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,0.04956061243410793,0.23367252233547153,0.584656553768935,-0.13247716312782623,-0.46501028758217927,0.07142212657462266,-0.5994256608993664,-0.4006983784483232,-0.27615909731885063,0.21674534620399266,0.39553529818884287,0.16036886080308838,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.4833323835250495,-0.15548382867663904,-0.756998473687095,-1.202830567906684,-1.9731946851906084,-0.292631517342802,-0.14721658529563275,-0.14201454218792178
CV_1_obs_1,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,845.1,20.78,1834.511,CV,-0.17542792136148952,-0.8129041925157479,0.5051122179151336,-0.32369852190695053,-1.4488574258340043,0.22517104119752307,0.76714438474238,1.3426375738283776,-0.29026329848109583,0.02486878136174692,0.6221627625050536,0.1808273730656927,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.5761816942436955,-0.14195246909658976,0.40159113383912937,0.3713454798518241,0.2514428448767576,-0.1902199876779211,-0.1411699529578497,-0.13906941849012408
CV_1_obs_2,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,0.18831335600056648,0.24085146290411077,0.8156107470784264,0.03986282373373791,-0.716036348717425,0.22597840079564804,-0.6332315694101953,-0.23366854241449594,-0.23733562849990883,0.23081895781013856,0.7098419706564841,-0.08690432029302565,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.4830041897359892,-0.15602717648668651,-0.32181601492255024,-1.936793645236362,-1.3182890102439406,-0.291051331800036,-0.14818140482476405,-0.1430105721200832
CV_1_obs_3,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,4691.1,20.78,1834.511,CV,-0.0817430844653517,-0.11970823925779517,0.6005280306578858,-0.3466275753743045,-0.5074691823642544,0.13862972905689203,-0.6264703877080295,-0.3703293173512637,-0.26176960127603044,0.05521013330293128,0.5102027275590654,0.2169065821458049,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.47232136581883927,-0.14198727411196924,0.33514211994315707,0.008791020066117827,-0.15101595430958498,-0.23684321443634024,-0.14022035384375015,-0.13600312324251476
CV_1_obs_4,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,65237.5,20.78,1834.511,CV,-0.09146355924586443,0.05062414946589379,0.47162483235967806,-0.31952831870387194,-0.25044701776741785,0.12298046674490919,-0.47109843219226,-0.42529731793694137,-0.2315117744531269,0.06445269670305173,0.32391571183520995,0.25172045072823224,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.5911518692365754,-0.14195651857555144,2.4064432457936347,1.72525493636092,1.713539026126811,-0.11439729498345613,-0.14269689595061125,-0.14565456000451996
CV_1_obs_5,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,59044.6,20.78,1834.511,CV,-0.2734941746255345,0.10492748842987928,0.11726399592812727,-0.5167689915040347,-0.06813306116499596,-0.11161047079375268,-0.47785961389442577,-0.5619580928737092,-0.46808267762761113,0.09128088710760547,0.1431858611321643,0.34369412093130525,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.6882038937630928,-0.13540558931856397,2.4064432457936347,1.7291383388864738,1.713539026126811,-0.023204344267754726,-0.1395754210034217,-0.14317484968953956
CV_1_obs_6,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,65240.7,20.78,1834.511,CV,-0.0353333548733945,0.13044870241687367,0.45750751362480163,-0.20325361047832205,-0.4569074450665161,0.1422867287312719,-0.5318138438777087,-0.33616412361707176,-0.17694655040824656,0.1146188528385461,0.4779076886675198,0.2906567504123644,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.48213245544201816,-0.1423819701626641,2.3897054589180753,-0.4882845032047754,0.9815856247158294,-0.10535184035780963,-0.1435430478371221,-0.14599607078771162
CV_1_obs_7,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,68771.4,20.78,1834.511,CV,0.027462100384304616,0.16007384218224857,0.6718141626308238,-0.16163503481396646,-0.6734153970850367,0.2695681663708171,-0.6636568870699412,-0.320979593068542,-0.13637125183536322,0.15387499954560954,0.743108304346117,0.5050711676244523,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.38431056060005103,-0.14915844002004863,-0.25904931413920235,1.3718653065355197,1.1780573271998296,-0.27464952274924637,-0.14440467811180088,-0.13941823107443135
CV_1_obs_8,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,5307.0,20.78,1834.511,CV,0.09852983337368747,-0.014674928723259711,0.5538099880479134,-0.01528157907227357,-0.6795735573969407,0.3692194100424275,-0.5099076151626917,-0.08774520384312501,-0.0289871653096616,0.0412590529534058,0.9173398026269357,0.23977070840047182,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.7163488753948812,-0.15360774095515436,-0.1962826133558545,-0.9309923911179144,-0.8482978788116257,-0.28072289942646617,-0.14544688958177157,-0.14052205196699313
CV_1_obs_9,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,1928.3,20.78,1834.511,CV,-0.45812342821913465,-0.4369292364445613,0.5133585292569055,-0.9185850790514312,-2.0157322882298017,0.03481032527315499,-1.2920411144692283,-0.45748852269982443,-0.914075165725733,-0.3777645602088733,0.5086083706055371,-0.08853069698448814,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.28578799971657903,-0.1360258259696559,-0.17954482648029507,0.18354413371604086,0.1995512011030431,-0.17553718420823408,-0.1334047035871595,-0.1338473040345067
CV_1_obs_10,CV_1,12,0.2590943, 2CXO J002405.6-720449,6.023632,-72.08036,5544.8,20.78,1834.511,CV,-0.1591291678535498,-0.09004987943300966,0.43142215442811677,-0.39323437635718694,0.22940331601015662,0.09597203109267093,-0.06894334454743967,-0.4177050526626765,-0.2827112642426912,0.05633683867701446,0.3842176329165113,0.2632762055773128,0.5695244254259392,0.16683029735051022,-0.20572095240597255,0.4433389409198776,0.7582756110569466,-0.21424602825461683,-0.1708493359433229,-1.3233718803519927,-1.6791958830528175,0.07145629682836127,-0.12868289949441786,-0.1629823398300626,0.5681441213070524,-0.13683059583925453,1.2557203980989249,1.0456594943889963,1.5710007321678303,-0.15478801890368987,-0.14044737020354575,-0.13897773916894893
