obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_lolim_b,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_h,flux_aper_lolim_b,flux_aper_b,flux_aper_hilim_b,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_s,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_m,hard_hs,hard_hm,hard_ms,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper_hilim_h,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_m,flux_aper_m,flux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_u,photflux_aper_hilim_u,flux_aper_u,flux_aper_hilim_u,flux_aper_lolim_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_prob_s,var_inter_sigma_s,var_inter_index_s,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_prob_b,var_mean_b,var_sigma_b,var_min_b,var_max_b,ks_prob_b,kp_prob_b
CV_0_obs_0,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4903.5,11.31,304.4646,CV,-14.7759519396345,-5.944387869230031,-6.0700312974656825,-6.21645371772965,-20.0,-20.0,-20.0,-20.0,-14.167171870460647,-20.0,-20.0,-6.109802613789971,-20.0,-20.0,-6.322119418488409,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.861697301833718,-14.231287919622336,-20.0,-20.0,-14.89859664944467,-20.0,-20.0,-20.0,-20.0,-4.583359492661719,-20.0,-13.834458923277626,-20.0,6.81,0.9964800000000001,0.00047046100000000047,0.9914800000000003,3.629480000000002e-05,5.38,4.88,0.7613699999999993,8.011690000000011e-05,5.11,0.9264199999999991,0.00012977093999999988,0.3388800000000001,0.010026518000000005,0.0012082516999999992,0.009996500000000007,0.013863039999999991,0.48352000000000006,0.4692400000000002
CV_0_obs_2,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,-20.0,-5.705754283861882,-20.0,-6.072219150652625,-20.0,-20.0,-20.0,-20.0,-14.388701637703571,-5.808269606637143,-20.0,-5.507379277956808,-20.0,-20.0,-6.132414673452963,-0.9994,0.9994,-0.9994,-14.532243948755967,-15.762707662432542,-14.24420134302617,-14.144662595530459,-20.0,-20.0,-14.723538195826755,-20.0,-20.0,-20.0,-20.0,-3.7162466166674735,-20.0,-12.95233580539844,-20.0,6.88,0.9977400000000002,0.0004665950000000005,0.9920000000000003,3.581560000000003e-05,5.4,4.79,0.7639899999999992,8.075790000000008e-05,5.53,0.9204599999999994,0.00012215543999999988,0.52573,0.009557164000000005,0.0037716940000000016,0.009127060000000006,0.022759139999999994,0.44175,0.3005200000000002
CV_0_obs_3,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,-20.0,-5.847100403606253,-20.0,-5.934047019686131,-20.0,-20.0,-20.0,-20.0,-14.06833876031552,-20.0,-20.0,-5.82623117686335,-20.0,-20.0,-6.1024828705994745,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.692290076595194,-14.076082776886894,-20.0,-20.0,-14.693574972449312,-20.0,-20.0,-20.0,-20.0,-3.7269987279362624,-20.0,-12.978397283971757,-20.0,6.88,0.9965200000000002,0.0004665950000000005,0.9926200000000003,3.5909300000000026e-05,5.4,4.8,0.758729999999999,7.99167000000001e-05,5.54,0.9262499999999991,0.00012332813999999987,0.52619,0.009652424000000005,0.004017142000000002,0.009137930000000006,0.022634339999999992,0.43288000000000004,0.3181300000000002
CV_0_obs_4,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,-6.411280220399943,-5.394264106123253,-5.647817481888637,-5.727694155597914,-7.329754146925876,-6.007534852191957,-15.004628093971837,-14.159517512786557,-13.890759031411797,-20.0,-20.0,-5.830913642512977,-20.0,-20.0,-5.903089986991944,0.4247,0.9994,-0.9994,-20.0,-20.0,-14.696587929403258,-13.904133546521457,-14.19422736806433,-15.495257363728312,-14.47573373123302,-20.0,-20.0,-20.0,-20.0,-3.771599641296995,-20.0,-13.000434511774017,-20.0,6.87,0.99582,0.0004665950000000005,0.9921600000000004,3.579820000000002e-05,5.34,4.71,0.7594299999999993,8.087820000000012e-05,5.55,0.9266799999999991,0.00012256523999999987,0.51449,0.009404827000000003,0.0037307150000000016,0.009242580000000005,0.022964039999999995,0.41624999999999995,0.36038000000000003
CV_0_obs_5,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,39875.5,11.31,304.4646,CV,-7.953504835665291,-6.35144484433733,-6.631341287607773,-6.841637507904751,-20.0,-20.0,-16.67366413907125,-15.331241458249043,-15.040195683491662,-20.0,-20.0,-6.746661994673894,-6.943095148663527,-7.7559704109699785,-6.685922008220787,-0.9994,-0.3073,0.0837,-20.0,-20.0,-15.382370702242158,-15.122455892284057,-20.0,-20.0,-15.311936303053656,-15.569119053547109,-16.382056565171027,-5.336676066371788,-5.105351696206482,-4.95506845385084,-14.921543181946708,-14.620694482249418,-20.0,6.84,0.9963500000000001,0.0005342760000000002,0.9946300000000001,8.170063000000004e-05,6.4,5.01,0.7821399999999993,0.00012447799999999994,5.11,0.9260399999999993,0.00014809588999999988,0.3603900000000001,0.009998927000000005,0.0012305456999999998,0.009982480000000005,0.013934069999999991,0.43457000000000023,0.46669
CV_0_obs_7,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,39784.9,11.31,304.4646,CV,-7.3453422453504755,-6.324130044681043,-6.585695311871668,-6.901702463505302,-20.0,-20.0,-16.767766478885267,-15.425274416405927,-15.144420277498282,-6.732828271596986,-7.774174008538107,-6.462432742847325,-20.0,-20.0,-7.008818242332127,-0.9994,0.9994,-0.9994,-15.333294863880102,-16.081497860363825,-15.081497860363827,-15.566710314804974,-20.0,-20.0,-15.667965722972482,-20.0,-20.0,-4.608359296507612,-4.510041520575165,-4.434506370131138,-12.455931955649724,-12.374996398985136,-12.555486793665956,6.84,0.9976100000000001,0.0004387254600000005,0.9938899999999999,5.626193400000006e-05,5.86,4.88,0.7663799999999992,6.0271182000000085e-05,5.16,0.9249699999999993,0.00011856008999999994,0.3353400000000002,0.010123897000000001,0.0012466686999999996,0.010257700000000007,0.014377269999999998,0.5144000000000001,0.5296800000000002
CV_0_obs_8,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3906.9,11.31,304.4646,CV,-20.0,-5.917573699139228,-20.0,-6.06013145554049,-20.0,-20.0,-20.0,-20.0,-14.002395212539545,-20.0,-20.0,-5.788345599446817,-20.0,-20.0,-6.1385850813640035,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.630413109263655,-14.135133085671473,-20.0,-20.0,-14.729787145103757,-20.0,-20.0,-20.0,-20.0,-3.8486301497525397,-20.0,-13.07355465218161,-20.0,6.88,0.9965200000000002,0.0004665950000000005,0.9926200000000003,3.5909300000000026e-05,5.4,4.82,0.758729999999999,8.075790000000008e-05,5.54,0.9262499999999991,0.00012258253999999986,0.5465099999999999,0.009643274000000005,0.004130548000000002,0.009071050000000004,0.022634339999999992,0.4303699999999999,0.31341000000000024
CV_0_obs_9,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3763.1,11.31,304.4646,CV,-20.0,-5.608888386297197,-5.909741947068683,-6.005155150446602,-20.0,-20.0,-20.0,-20.0,-14.590404980603184,-20.0,-20.0,-5.838332587562264,-20.0,-20.0,-5.917573699139228,-0.9994,-0.5721,-0.9994,-20.0,-20.0,-14.695940533782402,-14.201902067937514,-20.0,-20.0,-14.59260909552927,-20.0,-20.0,-20.0,-20.0,-3.8548035938858183,-20.0,-13.106071873457394,-20.0,6.88,0.9965200000000002,0.00046529900000000045,0.9919600000000003,3.587900000000003e-05,5.42,4.77,0.7590699999999992,7.99167000000001e-05,5.55,0.926319999999999,0.00012644433999999989,0.6000899999999999,0.009464154000000006,0.004196047000000003,0.008915190000000003,0.02262933999999999,0.46464999999999995,0.4807500000000002
CV_0_obs_10,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,-20.0,-5.909389292171594,-20.0,-6.085022527555669,-20.0,-20.0,-20.0,-20.0,-14.099960764512675,-20.0,-20.0,-5.85294232897164,-20.0,-20.0,-6.094042300907573,-0.9994,0.9969,-0.9994,-20.0,-20.0,-14.734946211495986,-14.213319546803351,-20.0,-20.0,-14.685290307044827,-20.0,-20.0,-20.0,-20.0,-3.8471004036062526,-20.0,-13.083546051450075,-20.0,6.88,0.9965200000000002,0.0004665950000000005,0.9926200000000003,3.587900000000003e-05,5.39,4.8,0.758729999999999,7.99167000000001e-05,5.54,0.9262499999999991,0.00012540343999999987,0.54503,0.009027734000000004,0.004130548000000002,0.008846180000000004,0.022634339999999992,0.43708999999999987,0.31073000000000023
CV_0_obs_12,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3942.6,11.31,304.4646,CV,-20.0,-5.790484985457369,-20.0,-5.958607314841775,-20.0,-20.0,-20.0,-20.0,-14.526951194911462,-20.0,-20.0,-5.831207979685818,-6.156642621562044,-20.0,-5.865504144165326,-0.9994,-0.5372,-0.2024,-20.0,-20.0,-14.69702006325175,-14.100562545713823,-20.0,-20.0,-14.408156588775215,-14.698319050706424,-15.999132278468773,-20.0,-20.0,-3.9336740746379624,-20.0,-13.169796401074295,-20.0,6.77,0.9964800000000001,0.00046552700000000046,0.9919200000000004,3.603050000000003e-05,5.32,4.8,0.7589399999999992,8.055770000000008e-05,5.21,0.9259099999999991,0.00012151243999999988,0.6014599999999999,0.009570857000000006,0.004013285000000003,0.009088010000000002,0.02223117999999999,0.5522699999999999,0.5035600000000002
CV_0_obs_13,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3974.8,11.31,304.4646,CV,-20.0,-5.914352711703144,-20.0,-6.081026569507046,-20.0,-20.0,-20.0,-20.0,-14.119987161633228,-20.0,-20.0,-5.862013267276469,-20.0,-20.0,-6.150519162756014,-0.9994,0.9981,-0.9994,-20.0,-20.0,-14.741362717275923,-14.237321436272564,-20.0,-20.0,-14.658763376761307,-20.0,-20.0,-20.0,-20.0,-3.958212681028248,-20.0,-13.193684330191886,-20.0,6.82,0.9964800000000001,0.00046871900000000047,0.9926200000000003,3.6673800000000015e-05,5.39,4.82,0.758729999999999,7.99167000000001e-05,5.14,0.9262499999999991,0.00013189273999999988,0.55523,0.008953624000000004,0.003932856000000002,0.008647270000000004,0.022628339999999993,0.47064999999999996,0.46426000000000023
CV_0_obs_14,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3974.8,11.31,304.4646,CV,-20.0,-5.875495775165718,-20.0,-6.013049212141484,-20.0,-20.0,-20.0,-20.0,-14.09685572959046,-20.0,-20.0,-5.826522356547005,-20.0,-20.0,-6.171984935776023,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.707079700399994,-14.155150199193361,-20.0,-20.0,-14.723538195826755,-20.0,-20.0,-20.0,-20.0,-3.958607314841775,-20.0,-13.181708109200004,-20.0,6.81,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.587900000000003e-05,5.4,4.82,0.758729999999999,8.075790000000008e-05,5.16,0.9262499999999991,0.00012610253999999988,0.5578699999999999,0.009477964000000005,0.003932856000000002,0.008968570000000004,0.022628339999999993,0.47092999999999996,0.4675800000000002
CV_0_obs_16,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,41475.4,11.31,304.4646,CV,-7.572676213642753,-6.387004343967653,-6.651889931519762,-6.877129077135565,-20.0,-20.0,-15.370590400897282,-14.918292729902651,-14.701583619938706,-6.772370350428991,-7.793713955587568,-6.49254893909803,-20.0,-20.0,-7.050463626623857,-0.9994,0.9994,-0.9994,-15.604498875694373,-20.0,-15.303381540767775,-14.562883906951921,-14.895171596346344,-20.0,-15.674689628288938,-20.0,-20.0,-5.125112489153888,-4.945004138470859,-4.824198367151721,-12.883060353449244,-12.768020973168495,-13.04029097575357,6.85,0.9963500000000001,0.0005369620000000001,0.9939199999999999,8.240512000000002e-05,6.5,5.16,0.7796099999999992,0.00012486099999999996,5.16,0.9263399999999993,0.00015728188999999983,0.3471800000000001,0.010061747000000003,0.0012520396999999997,0.010239530000000007,0.014400169999999997,0.45537000000000005,0.46456
CV_0_obs_17,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3971.3,11.31,304.4646,CV,-20.0,-5.855425792390384,-20.0,-5.959002307576509,-20.0,-20.0,-20.0,-20.0,-14.0768596439748,-20.0,-20.0,-5.906578314837765,-20.0,-20.0,-6.129596094720973,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.788345599446817,-14.101165161931727,-20.0,-20.0,-14.720789487398605,-20.0,-20.0,-20.0,-20.0,-4.00850811108984,-20.0,-13.259716280318122,-20.0,6.82,0.9964800000000001,0.00046871900000000047,0.9926200000000003,3.6673800000000015e-05,5.39,4.83,0.758729999999999,8.075790000000008e-05,5.12,0.9264199999999991,0.00013189273999999988,0.5556899999999999,0.009487974000000005,0.003912333000000002,0.008959170000000004,0.022646739999999995,0.40868999999999983,0.3253100000000002
CV_0_obs_18,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3971.3,11.31,304.4646,CV,-20.0,-5.860120913598763,-20.0,-6.052272273036684,-20.0,-20.0,-20.0,-20.0,-14.081288334617678,-20.0,-20.0,-5.88706002391592,-20.0,-20.0,-6.125518182300533,-0.9981,0.9994,-0.9994,-20.0,-20.0,-14.75300930075845,-14.17855198098247,-20.0,-20.0,-14.71669877129645,-20.0,-20.0,-20.0,-20.0,-4.001522696963494,-20.0,-13.252743602557855,-20.0,6.82,0.9964800000000001,0.00046871900000000047,0.9926200000000003,3.6673800000000015e-05,5.39,4.82,0.758729999999999,8.075790000000008e-05,5.13,0.9264199999999991,0.00013189273999999988,0.55546,0.009477964000000005,0.003883313000000002,0.008968570000000004,0.022628339999999993,0.47117,0.46612000000000026
CV_0_obs_19,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4108.6,11.31,304.4646,CV,-20.0,-5.879755204453635,-20.0,-6.029420694285149,-20.0,-20.0,-20.0,-20.0,-14.101110344073414,-20.0,-20.0,-5.960982678002588,-20.0,-20.0,-6.208730519089731,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.799696817018415,-14.171468993354898,-20.0,-20.0,-14.79997073344623,-20.0,-20.0,-20.0,-20.0,-4.403402904373539,-20.0,-13.618343517414212,-20.0,6.81,0.9964800000000001,0.00046682300000000043,0.9926200000000003,3.587900000000003e-05,5.39,4.81,0.758729999999999,8.043740000000011e-05,5.11,0.9264199999999991,0.00012588936999999992,0.3372100000000001,0.010062984000000004,0.0011992456999999994,0.010089870000000006,0.015318039999999991,0.46993,0.46114000000000016
CV_0_obs_20,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4132.7,11.31,304.4646,CV,-6.431680914904888,-5.453951133598266,-5.7115271994002175,-5.996539467890494,-20.0,-20.0,-15.389020620077003,-14.389020620077003,-14.121880515302832,-5.705313375720557,-6.580374639112257,-5.442011851775087,-20.0,-20.0,-6.186953034839892,-0.9994,0.9994,-0.9994,-14.365724305374057,-15.194975155570194,-14.106848786870135,-14.157141237554706,-20.0,-20.0,-14.820735535660974,-20.0,-20.0,-20.0,-20.0,-4.37202001017002,-20.0,-13.620513186282727,-20.0,6.82,0.9981200000000002,0.00046682300000000043,0.9914300000000001,3.590430000000002e-05,5.4,4.72,0.7648299999999992,8.075790000000008e-05,5.09,0.9009399999999995,0.00011922033999999988,0.32116000000000006,0.009715608000000004,0.0012257231999999994,0.010298240000000007,0.013961239999999995,0.40861999999999987,0.29962000000000016
CV_0_obs_21,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4117.4,11.31,304.4646,CV,-20.0,-5.983802646487561,-20.0,-6.07104115911917,-20.0,-20.0,-20.0,-20.0,-14.140561464544945,-20.0,-20.0,-5.907630300370879,-20.0,-20.0,-6.201280314814994,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.75448733218585,-14.213106674738684,-20.0,-20.0,-14.784891418946907,-20.0,-20.0,-20.0,-20.0,-4.249800272170818,-20.0,-13.456801414362353,-20.0,6.81,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.608340000000002e-05,5.39,4.8,0.758729999999999,8.075790000000008e-05,5.11,0.9264199999999991,0.00012837273999999989,0.41981,0.010039724000000005,0.001553152,0.009715650000000004,0.016697739999999985,0.4688399999999999,0.46900000000000014
CV_0_obs_22,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4073.5,11.31,304.4646,CV,-20.0,-5.708631149548418,-6.060730413661268,-6.0159680197288194,-20.0,-20.0,-20.0,-20.0,-14.547446936771074,-20.0,-20.0,-5.884056823060945,-6.186619193266145,-20.0,-5.8972233851165585,-0.9994,-0.6796,-0.0962,-20.0,-20.0,-14.749824051916075,-14.170696227168975,-20.0,-20.0,-14.479909671887157,-14.76929568638743,-16.04817696468409,-20.0,-20.0,-4.20753826865305,-20.0,-13.458670422333306,-20.0,6.77,0.9964800000000001,0.0004663550000000004,0.9915900000000002,3.600020000000003e-05,5.32,4.8,0.7589399999999992,8.055770000000008e-05,5.11,0.9259099999999991,0.00012646453999999986,0.5037200000000002,0.009990837000000004,0.0017171409999999995,0.009586260000000004,0.017702179999999984,0.52654,0.5048800000000003
CV_0_obs_23,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4128.5,11.31,304.4646,CV,-20.0,-5.712870379280889,-20.0,-6.091997798827446,-20.0,-20.0,-20.0,-20.0,-14.58536085326299,-5.917933065714887,-7.196542884351586,-5.640354207325457,-20.0,-20.0,-6.162790472198793,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.607478910068068,-14.182963773949972,-20.0,-20.0,-14.753994095923971,-20.0,-20.0,-20.0,-20.0,-4.203495048446704,-20.0,-13.454692883534175,-20.0,6.82,0.9964800000000001,0.0004665950000000005,0.9922400000000002,3.593460000000002e-05,5.42,4.8,0.7589399999999992,8.075790000000008e-05,5.12,0.9262499999999991,0.0001224817399999999,0.5148400000000002,0.010041094000000006,0.0023500090000000006,0.009635390000000006,0.019600339999999994,0.41722999999999993,0.36311000000000015
CV_0_obs_24,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4032.6,11.31,304.4646,CV,-20.0,-5.904830648568245,-20.0,-6.080189979829804,-20.0,-20.0,-20.0,-20.0,-14.092749917118672,-20.0,-20.0,-5.924818145381308,-20.0,-20.0,-6.1794701514764805,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.811634073936851,-14.222283261390373,-20.0,-20.0,-14.770574152079305,-20.0,-20.0,-20.0,-20.0,-4.221993538576491,-20.0,-13.444180316938809,-20.0,6.81,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.608340000000002e-05,5.39,4.81,0.758729999999999,8.075790000000008e-05,5.11,0.9264199999999991,0.00012837273999999989,0.4584800000000001,0.010028464000000006,0.001612325,0.009605080000000005,0.017564039999999986,0.40693999999999986,0.3763800000000001
CV_0_obs_25,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3958.6,11.31,304.4646,CV,-20.0,-5.8326826652518236,-20.0,-6.06772922410051,-20.0,-20.0,-20.0,-20.0,-14.120617362825657,-20.0,-20.0,-5.935916564036404,-20.0,-20.0,-6.075100735985717,-0.9994,0.9969,-0.9994,-20.0,-20.0,-14.817870785947001,-14.103088159173975,-20.0,-20.0,-14.666351243485298,-20.0,-20.0,-20.0,-20.0,-4.2163822348092515,-20.0,-13.439615077027984,-20.0,6.82,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.608340000000002e-05,5.39,4.81,0.758729999999999,7.99167000000001e-05,5.11,0.9264199999999991,0.0001276736399999999,0.45376000000000016,0.010061694000000005,0.0016397710000000002,0.009742190000000005,0.01759673999999999,0.4042399999999999,0.3763000000000002
CV_0_obs_26,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4048.2,11.31,304.4646,CV,-20.0,-5.88672530753565,-20.0,-6.089695831931431,-20.0,-20.0,-20.0,-20.0,-14.142667503568731,-20.0,-20.0,-5.891434976267165,-20.0,-20.0,-6.1926679607088095,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.757210190521324,-14.178486471595226,-20.0,-20.0,-14.783834097714006,-20.0,-20.0,-20.0,-20.0,-4.166343003107127,-20.0,-13.417595701980972,-20.0,6.81,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.6113700000000027e-05,5.39,4.82,0.758729999999999,8.075790000000008e-05,5.11,0.9264199999999991,0.00012837273999999989,0.54976,0.010017984000000004,0.002520917,0.009648470000000006,0.01942873999999999,0.46629999999999994,0.47353000000000023
CV_0_obs_27,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4140.2,11.31,304.4646,CV,-20.0,-5.741362717275924,-20.0,-6.086398050270843,-20.0,-20.0,-20.0,-20.0,-14.51088563062108,-20.0,-20.0,-5.726073219899474,-20.0,-20.0,-6.163675884293248,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.541966807503494,-14.161402747183343,-20.0,-20.0,-14.694218848745018,-20.0,-20.0,-20.0,-20.0,-4.146545158631933,-20.0,-13.397831448621004,-20.0,6.82,0.9964800000000001,0.00046871900000000047,0.9926200000000003,3.608340000000002e-05,5.4,4.82,0.7589399999999992,7.99167000000001e-05,5.12,0.9262499999999991,0.00012880383999999988,0.54964,0.009445724000000004,0.003333398000000001,0.008975850000000006,0.02258453999999999,0.4073899999999999,0.3234400000000002
CV_0_obs_29,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3965.3,11.31,304.4646,CV,-20.0,-5.86359655186601,-20.0,-6.012825498912458,-20.0,-20.0,-20.0,-20.0,-14.101274818410506,-20.0,-20.0,-5.846795099915716,-20.0,-20.0,-6.161654731224009,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.712646227285253,-14.154901959985743,-20.0,-20.0,-14.780939667551138,-20.0,-20.0,-20.0,-20.0,-4.079146503878741,-20.0,-13.330311291943792,-20.0,6.82,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.587900000000003e-05,5.4,4.8,0.758729999999999,8.075790000000008e-05,5.11,0.9262499999999991,0.00012610253999999988,0.54526,0.009454464000000004,0.0036779200000000025,0.008959170000000004,0.022620839999999993,0.3984599999999998,0.3229100000000002
CV_0_obs_31,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3965.3,11.31,304.4646,CV,-20.0,-5.894489815230026,-20.0,-5.961777361631282,-20.0,-20.0,-20.0,-20.0,-14.115884637988332,-20.0,-20.0,-5.901010360598823,-20.0,-20.0,-6.167874457465991,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.751536282448969,-14.103804589545788,-20.0,-20.0,-14.758951849328355,-20.0,-20.0,-20.0,-20.0,-4.168386144690901,-20.0,-13.419645338893408,-20.0,6.81,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.6113700000000027e-05,5.39,4.82,0.758729999999999,8.075790000000008e-05,5.11,0.9262499999999991,0.00012837273999999989,0.5506700000000001,0.010039954000000004,0.0025282550000000005,0.009648470000000006,0.01942873999999999,0.41227999999999987,0.3831100000000001
CV_0_obs_32,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3971.3,11.31,304.4646,CV,-20.0,-5.928117992693875,-20.0,-6.035929029442045,-20.0,-20.0,-20.0,-20.0,-14.103639154530685,-20.0,-20.0,-5.861066059743076,-20.0,-20.0,-6.141763664570487,-0.9994,0.9994,-0.9994,-20.0,-20.0,-14.726998727936262,-14.178028182357957,-20.0,-20.0,-14.732828271596986,-20.0,-20.0,-20.0,-20.0,-4.049197177035341,-20.0,-13.284665316207686,-20.0,6.82,0.9964800000000001,0.0004665950000000005,0.9926200000000003,3.587900000000003e-05,5.39,4.8,0.758729999999999,8.075790000000008e-05,5.12,0.9262499999999991,0.00012647533999999989,0.54526,0.009454464000000004,0.0036779200000000025,0.008959170000000004,0.022627339999999992,0.40754999999999997,0.31047000000000025
CV_1_obs_0,CV_1,104,[HPH2013]_142__________, 2CXO J004242.9+411543,10.67917,41.26198,4035.0,77.08,27912.78,CV,-4.21339052735134,-4.089856038935487,-4.147215131319452,-4.586867949565128,-4.782516055786093,-4.671212799645465,-12.78277934435548,-12.716472635138306,-12.65915945018767,-4.799696817018415,-4.953504835665291,-4.692290076595193,-4.838033383635925,-4.95233580539844,-4.747389659432627,0.1449,0.1949,-0.055,-13.538051504796238,-13.691862621361961,-13.430509045651217,-12.786216700664696,-12.870632404277014,-12.98171569157347,-13.378200775997332,-13.468776625466973,-13.583193128177056,-20.0,-20.0,-4.264161665682926,-20.0,-13.534617148551582,-20.0,6.0,1.0,0.0001696,1.0,7.661e-05,5.0,5.0,1.0,3.311e-05,6.0,1.0,2.517e-05,0.252,0.01679,0.00215,0.013980000000000001,0.02291,0.782,0.866
CV_1_obs_1,CV_1,104,[HPH2013]_142__________, 2CXO J004242.9+411543,10.67917,41.26198,3958.6,77.08,27912.78,CV,-4.303993284781455,-4.1749635587786464,-4.234704070301944,-4.69058277422186,-4.892790030352131,-4.777283528852417,-12.806041021980812,-12.736837535037782,-12.677160727313678,-4.834755673874689,-4.9931062920521,-4.724919101543142,-4.922268820347608,-5.0429197403421,-4.833273944419949,0.0612,0.1699,-0.1112,-13.456677099353088,-13.61475131759678,-13.346690987061521,-12.835944708106549,-12.922632094715844,-13.038246785813218,-13.385419133002515,-13.474436941729934,-13.594995334949632,-20.0,-20.0,-4.2457281313165405,-20.0,-13.421246215573566,-20.0,6.0,1.0,0.0001696,1.0,7.661e-05,5.0,5.0,1.0,3.311e-05,6.0,1.0,2.517e-05,0.094,0.014719999999999999,1.22e-05,0.0147,0.014740000000000001,0.006,0.025
CV_1_obs_2,CV_1,104,[HPH2013]_142__________, 2CXO J004242.9+411543,10.67917,41.26198,4117.4,77.08,27912.78,CV,-4.289036881004725,-4.164246032480617,-4.222138375823758,-4.672028376376989,-4.869023308394383,-4.756713853916554,-12.773400094792642,-12.706637445288555,-12.64859024807456,-4.890421453095613,-5.055221318876493,-4.777023550106609,-4.882728704344236,-4.99481948749622,-4.79805693659835,0.1437,0.1524,-0.0112,-13.70421305974839,-13.869023308394382,-13.590912630552165,-12.741841806659206,-12.826522356547006,-12.938924676370208,-13.399680670248339,-13.484258583330634,-13.596536298654682,-20.0,-20.0,-4.0523702526156455,-20.0,-13.820161071976813,-20.0,6.0,1.0,0.0001696,1.0,7.661e-05,5.0,5.0,1.0,3.311e-05,6.0,1.0,2.517e-05,0.9129999999999999,0.0151,0.004867,0.01024,0.019969999999999998,0.991,0.998
