obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_lolim_b,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_h,flux_aper_lolim_b,flux_aper_b,flux_aper_hilim_b,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_s,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_m,hard_hs,hard_hm,hard_ms,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper_hilim_h,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_m,flux_aper_m,flux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_u,photflux_aper_hilim_u,flux_aper_u,flux_aper_hilim_u,flux_aper_lolim_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_prob_s,var_inter_sigma_s,var_inter_index_s,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_prob_b,var_mean_b,var_sigma_b,var_min_b,var_max_b,ks_prob_b,kp_prob_b
PL_0_obs_4,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,36341.0,107.91,21810.19,PL,-4.794795636051855,-4.712646227285253,-4.7517814388099255,-4.808269606637143,-4.899974269892137,-4.8517059025652545,-12.892790030352131,-12.851397345193906,-12.813891620186794,-20.0,-20.0,-6.733298033115912,-6.623788149717328,-7.115148017254002,-6.407601153884436,0.9994,0.9669,0.8982,-15.576754126063193,-20.0,-15.266401539038661,-12.839231438138873,-12.880414225038216,-12.925915310971757,-14.96018944585165,-15.176525770829699,-15.667965722972482,-20.0,-20.0,-5.479385478121764,-20.0,-15.973466735476704,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.159,0.01055,0.0001751,0.01029,0.01078,0.963,0.895
PL_0_obs_5,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,16840.2,107.91,21810.19,PL,-4.579879151914297,-4.488517711373999,-4.531800413927387,-4.572351628813068,-4.671416550285798,-4.619065536669298,-12.778585762157661,-12.728855682050922,-12.684029654543082,-6.44891613481422,-7.189297139052883,-6.2003149090909,-6.422623108082986,-6.945386945443112,-6.200728391650127,0.9706,0.9694,-0.0375,-15.19942037843087,-15.939679971311715,-14.939679971311715,-12.704652851666381,-12.753255290276158,-12.80771138743188,-14.843450848668219,-15.08008551934057,-15.63940658643475,-20.0,-20.0,-5.148802823825839,-20.0,-14.989276134608227,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.048,0.02041,3.504e-05,0.02036,0.02046,0.338,0.299
PL_0_obs_7,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,18202.8,107.91,21810.19,PL,-4.710188160882378,-4.608711951404702,-4.656591406196142,-4.693789491832239,-4.803271277376713,-4.74521031260279,-12.76598918241282,-12.716246616667473,-12.671416550285798,-20.0,-20.0,-6.735654492949908,-6.3677452233152865,-6.859177819890689,-6.151502981909633,0.9994,0.9544,0.9994,-20.0,-20.0,-15.53446844302645,-12.683610248926804,-12.731188096260219,-12.784626847216579,-14.71602071576152,-14.93218548883816,-15.42354346759438,-20.0,-20.0,-5.406603157699793,-20.0,-14.755583235911105,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.153,0.01261,0.0003838,0.01222,0.01355,0.851,0.99
PL_0_obs_8,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,17827.6,107.91,21810.19,PL,-4.775725985705742,-4.6585654754218595,-4.711303739409744,-4.811915626285062,-4.931072388317928,-4.865504144165326,-13.010105436281227,-12.945386945443111,-12.892111974817201,-20.0,-20.0,-6.4558078892349675,-6.471211808225104,-7.088469537692838,-6.234629519708352,0.9994,0.9532,0.9994,-20.0,-20.0,-15.32166375326782,-12.884056823060945,-12.937418015771836,-13.002744710179897,-14.718058066559175,-14.940058111938045,-15.417028070895194,-20.0,-20.0,-4.596193389452577,-20.0,-13.881074247174224,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.151,0.006034,0.0003627,0.005748,0.008287000000000001,0.8390000000000001,0.818
PL_0_obs_9,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,78931.9,107.91,21810.19,PL,-4.414990720097539,-4.378615971518347,-4.395881993807965,-4.5246194068566385,-4.561299467099263,-4.542118103266008,-12.603451962012867,-12.584525831890764,-12.567511744229494,-7.204050501097196,-20.0,-6.903089986991944,-6.5246194068566385,-6.735418270761922,-6.38933983691012,0.9956,0.9794,0.6359,-15.813043664534588,-20.0,-15.48558507941963,-12.562090964460502,-12.579054594078027,-12.597910649427904,-14.945770090136604,-15.085603947870213,-15.292770580672705,-20.0,-20.0,-5.330776126069194,-20.0,-14.582030357785262,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.01076,0.0174,0.004107,0.09522,1.0,1.0
PL_0_obs_10,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,112545.7,107.91,21810.19,PL,-4.5388017113775065,-4.5036239459875995,-4.520280764560429,-4.648977147415876,-4.6850799440075805,-4.666754301038037,-12.735890843694191,-12.717604495257474,-12.700274846024364,-6.99097425791309,-7.623058242853241,-6.752026733638194,-6.5741398549221595,-6.738261452647462,-6.455188088242224,0.9906,0.9756,0.3948,-15.971022294791222,-16.925183559354824,-15.694863681056361,-12.694863681056361,-12.712422190921295,-12.7307206102281,-14.941573975542994,-15.060281117645895,-15.236347429435469,-6.991825815993574,-5.611543547299734,-5.319664486585436,-20.0,-15.31695296176115,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.009011,0.01098,0.0017920000000000004,0.08659,1.0,1.0
PL_0_obs_11,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,28808.1,107.91,21810.19,PL,-4.835349784065703,-4.737786294523583,-4.783834097714007,-4.8735438865681955,-4.970210529168145,-4.919373513078194,-13.058936011780098,-13.007225635744645,-12.960982678002589,-20.0,-20.0,-6.783042792638903,-20.0,-20.0,-7.076755981369724,0.9994,0.9994,-0.9994,-20.0,-20.0,-15.59328954139021,-12.95272513261582,-12.998699066979581,-13.050414848673348,-15.630227711403037,-20.0,-20.0,-20.0,-20.0,-4.9730583720409705,-20.0,-14.224098421108327,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.105,0.005312,2.485e-05,0.005287,0.005337,0.394,0.355
PL_0_obs_12,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,27775.0,107.91,21810.19,PL,-4.707300996956071,-4.620694482249418,-4.661942124580244,-4.758453519403451,-4.847100403606253,-4.800519085137644,-12.911155437272996,-12.863913902615902,-12.82419836715172,-20.0,-20.0,-6.726998727936262,-20.0,-20.0,-6.814174640387038,0.9994,0.9994,-0.451,-20.0,-20.0,-15.579054594078027,-12.818442226137213,-12.857923538926714,-12.904133546521457,-15.329012396989967,-20.0,-20.0,-20.0,-20.0,-5.037015415683003,-20.0,-14.205302873108002,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.986,0.0067540000000000005,0.0017329999999999995,0.005021,0.008487,1.0,1.0
PL_0_obs_13,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,27436.9,107.91,21810.19,PL,-4.738737131207507,-4.650139917807668,-4.692290076595193,-4.79805693659835,-4.8873949984654255,-4.84043280676638,-12.945004138470859,-12.898940645091884,-12.857297754262385,-6.330218384791463,-6.793984123236656,-6.119357873595715,-20.0,-20.0,-6.88706002391592,0.9382,0.9994,-0.9994,-14.873543886568196,-15.364717362001787,-14.657182685364267,-12.851089006890643,-12.892790030352131,-12.941953769604718,-15.419189027339053,-20.0,-20.0,-20.0,-20.0,-4.9657727392294495,-20.0,-14.22870655737094,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.35,0.006466,0.0003093,0.00606,0.006856,0.958,0.865
PL_0_obs_14,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,27685.9,107.91,21810.19,PL,-4.780415473785745,-4.682563503464901,-4.728855682050922,-4.829444941478791,-4.9255492810454085,-4.873219422987991,-13.02086153045319,-12.968591535748375,-12.924453038607469,-20.0,-20.0,-6.566710314804975,-6.883724412419456,-20.0,-6.593630164530732,0.9994,0.9806,-0.1599,-20.0,-20.0,-15.460672936460625,-12.916855856856948,-12.964170174747172,-13.01754784861501,-15.201349354554731,-15.502379350218712,-20.0,-20.0,-20.0,-4.980053318321158,-20.0,-14.171404543628297,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.147,0.005992,7.222e-05,0.00592,0.006064,0.301,0.6809999999999999
PL_0_obs_15,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,17830.2,107.91,21810.19,PL,-4.80271944187438,-4.680685695909488,-4.737311655698304,-4.82739706879014,-4.9503943874050265,-4.884722408604099,-12.99225222199926,-12.928117992693874,-12.872571222148402,-20.0,-20.0,-6.551602896542232,-20.0,-20.0,-6.533132379645891,0.9994,0.9994,0.1911,-20.0,-20.0,-15.373249146316606,-12.865822892423234,-12.922268820347607,-12.986741334716484,-15.027565723042635,-20.0,-20.0,-5.404834585209771,-4.559720786764411,-4.3021606317816365,-14.279923427231859,-13.967784296702018,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.005823,0.003488,0.002638,0.01402,1.0,1.0
PL_0_obs_16,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,26801.3,107.91,21810.19,PL,-4.740406121114051,-4.648010544564368,-4.690369832574102,-4.79997073344623,-4.895512888687605,-4.843753809602656,-12.937418015771836,-12.891434976267165,-12.849857838151442,-6.475863623407432,-7.157078879240018,-6.232769901889282,-6.6252516539898965,-7.153539174870668,-6.393941250589686,0.9557,0.9694,-0.2811,-14.988852639224202,-15.67019547783593,-14.745935547085661,-12.847711655616944,-12.890421453095612,-12.940815382368628,-14.852323675758901,-15.077689836785604,-15.630598586303377,-20.0,-20.0,-4.980883709552927,-20.0,-14.210842508088561,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.474,0.006447,0.0006837999999999999,0.005489,0.007074,0.775,0.968
PL_0_obs_17,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,18201.7,107.91,21810.19,PL,-4.783042792638903,-4.669992299127241,-4.722849386036203,-4.774432286560529,-4.904133546521457,-4.8344589232776265,-12.913996294381619,-12.854492828590338,-12.802443786846464,-20.0,-20.0,-6.736837535037783,-20.0,-20.0,-6.560351570436526,0.9994,0.9994,0.9994,-20.0,-20.0,-15.515557792357592,-12.843450848668219,-12.90274269030658,-12.971428747307462,-15.199076818186782,-20.0,-20.0,-20.0,-20.0,-5.142607189079099,-12.51584257563462,-12.247030134970915,-13.537152964168326,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.078,0.01256,2.313e-05,0.01254,0.01258,0.757,0.418
PL_0_obs_20,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,36340.6,107.91,21810.19,PL,-4.101549080801625,-4.070990014506039,-4.085498177172686,-4.130944381298092,-4.161906861554401,-4.145572494212138,-12.188023055663047,-12.17204947169737,-12.157702865671935,-6.572838597074035,-7.104356495175921,-6.340939927759062,-6.222355722303515,-6.410608976863067,-6.09140776115243,0.9919,0.9831,0.3335,-15.329197715739056,-15.903089986991944,-15.09875969792669,-12.151502981909633,-12.166088284928621,-12.182236367719632,-14.67039875164348,-14.801342913045577,-14.989700043360187,-20.0,-19.221824256867773,-4.970187963792174,-19.6535059628714,-14.142947785793023,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.02939,0.06835,0.004146,0.4257,1.0,1.0
PL_0_obs_21,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,34526.7,107.91,21810.19,PL,-4.665345233116758,-4.599634726650061,-4.6311554931741785,-4.670398751643481,-4.738261452647462,-4.702896349850743,-12.814741234703416,-12.780677491580663,-12.749092300299145,-20.0,-20.0,-6.9446216686249995,-6.340559218129682,-6.574628833561059,-6.195724232870906,0.9994,0.9557,0.9994,-20.0,-20.0,-15.810509686300632,-12.749336080536757,-12.781989957015636,-12.817015032996418,-14.741123370627868,-14.886056647693163,-15.12004441487725,-20.0,-19.716608066679164,-5.093876257996453,-19.894787823247366,-14.181934583045924,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.999,0.01111,0.003141,0.007489,0.01815,1.0,1.0
PL_0_obs_23,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,41453.3,107.91,21810.19,PL,-4.7870138152633315,-4.715794932298206,-4.749824051916075,-4.793984123236656,-4.869023308394383,-4.830031826003108,-12.955852379121277,-12.918292729902651,-12.883724412419456,-20.0,-20.0,-6.787812395596042,-6.508918586576812,-6.798329820353419,-6.336770365467133,0.9994,0.9594,0.9994,-20.0,-20.0,-15.47237009912866,-12.892111974817201,-12.928486194904911,-12.96818772866963,-14.920456992597094,-15.092534893234143,-15.381951903287908,-20.0,-20.0,-5.5522219907053785,-20.0,-14.748271716712695,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.04,0.008315000000000001,1.756e-05,0.008289,0.008333,0.654,0.975
PL_0_obs_24,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,45409.6,107.91,21810.19,PL,-4.823619307756729,-4.750801642608887,-4.785686102575601,-4.824488186636552,-4.900664722314042,-4.861066059743076,-12.958607314841775,-12.921543181946708,-12.88706002391592,-6.69015699528393,-7.192871044407578,-6.46344155742847,-6.814174640387038,-7.3326404538169125,-6.584359020103846,0.9706,0.9781,-0.1874,-15.544850478820171,-16.118957891806595,-15.31443738884177,-12.892450870255313,-12.928117992693874,-12.96738123914928,-15.13804762507855,-15.367745223315286,-15.886056647693163,-20.0,-20.0,-5.735654492949908,-20.0,-15.027037048599086,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.08199999999999999,0.008848,3.096e-05,0.008817,0.008879000000000001,0.379,0.6659999999999999
PL_0_obs_26,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,44955.8,107.91,21810.19,PL,-4.805208242278075,-4.733533104559759,-4.768020973168496,-4.805763251276171,-4.880084589742009,-4.841336019186011,-12.938924676370208,-12.90204892900585,-12.868060704789576,-20.0,-20.0,-7.100234198055614,-6.419759491734624,-6.638272163982407,-6.275069085807602,0.9994,0.9494,0.9994,-20.0,-20.0,-15.901702463505302,-12.86934465097797,-12.904481957676849,-12.94233389609017,-14.817870785947001,-14.962573502059376,-15.180916924256298,-20.0,-20.0,-5.4558078892349675,-20.0,-16.008906891951113,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.057,0.009926,9.126e-06,0.009917,0.009935,0.091,0.329
PL_0_obs_28,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,17022.2,107.91,21810.19,PL,-4.82131076022441,-4.706858516549069,-4.760200181552901,-4.787546038959724,-4.908684840302777,-4.844056982028163,-12.987584625237567,-12.925915310971757,-12.871923987331284,-6.415555692834824,-7.163739197141513,-6.163739197141513,-6.529148675473882,-7.131179293802482,-6.286089645871044,0.9469,0.9594,-0.2299,-15.115431185081666,-15.960585880823864,-14.855114581712858,-12.879097182385474,-12.935916564036404,-13.001479117164962,-14.856360764725457,-15.099414413350038,-15.701583619938706,-20.0,-20.0,-5.260427655549908,-19.545720594523488,-14.66771786957911,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.105,0.009537,4.96e-05,0.009488,0.009587,0.049,0.032
PL_0_obs_30,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,42688.8,107.91,21810.19,PL,-4.750557038557417,-4.679438319804763,-4.713543530253017,-4.768020973168496,-4.846185135655471,-4.805485658117533,-12.923359556329657,-12.885722703438415,-12.851089006890643,-20.0,-20.0,-7.046675303610814,-6.628009088535085,-7.032592443402527,-6.430509045651217,0.9994,0.9706,0.9994,-20.0,-20.0,-15.856985199745905,-12.876801924968001,-12.914709421769935,-12.95624487303132,-14.940058111938045,-15.132886220168023,-15.518270803039984,-20.0,-20.0,-5.791827473332878,-20.0,-15.09841973521962,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.04,0.01099,2.962e-05,0.01094,0.01103,0.47,0.8859999999999999
PL_0_obs_32,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,45675.0,107.91,21810.19,PL,-4.579054594078028,-4.524038410807576,-4.550675906901273,-4.625068446021812,-4.686765708305276,-4.6548223834572955,-12.718739312944987,-12.690795820329592,-12.664542099310616,-6.635073966210024,-7.126446906486382,-6.410385459368734,-6.326886895761766,-6.521866571899483,-6.19962664510865,0.9794,0.9594,0.2886,-15.443697499232712,-15.96657624451305,-15.213248577854438,-12.694863681056361,-12.724228099835068,-12.755475488429916,-14.740645072691965,-14.868060704789576,-15.062983892535186,-20.0,-20.0,-5.595508382241314,-20.0,-14.724228099835068,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.01766,0.004185,0.01381,0.02729,1.0,1.0
PL_0_obs_34,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,27601.2,107.91,21810.19,PL,-4.66334017654558,-4.580870692258024,-4.618884919290149,-4.725380380908762,-4.808548985535104,-4.763462738511306,-12.8843894883257,-12.840132152907433,-12.802443786846464,-20.0,-20.0,-6.740167300936516,-6.532243948755967,-6.95311480916229,-6.322575562298753,0.9994,0.9669,0.9994,-20.0,-20.0,-15.591251393815757,-12.7956086680807,-12.833569886156717,-12.878112014896319,-14.709075440617246,-14.916139199133427,-15.326426203576949,-20.0,-20.0,-4.964170174747172,-20.0,-14.215596698246992,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.769,0.007328,0.002751,0.005401,0.02377,0.926,0.947
PL_0_obs_35,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,16464.4,107.91,21810.19,PL,-4.877129077135565,-4.752517739322946,-4.810509686300632,-4.844056982028163,-4.979638717352292,-4.906578314837765,-12.999132278468773,-12.93404701968613,-12.877456475931245,-6.4182778400509015,-7.24214865631442,-6.162980051459091,-6.478600371884625,-7.052615298315259,-6.248182212263121,0.9407,0.9482,-0.1674,-15.110810387952927,-15.934793871945688,-14.843753809602655,-12.890084136976206,-12.950781977329818,-13.020907099361674,-14.82564940252062,-15.056208801070698,-15.630227711403037,-20.0,-20.0,-5.154777893570986,-20.0,-14.516199494780833,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.24,0.008024,0.0002803,0.007769,0.008395999999999999,0.945,0.975
PL_0_obs_36,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,4977.8,107.91,21810.19,PL,-4.445510839996181,-4.302509112828943,-4.366026844210326,-4.446116973356125,-4.586030028251939,-4.510463370517905,-12.623788149717328,-12.550367349529925,-12.48758245139916,-20.0,-20.0,-5.9542859410591324,-20.0,-20.0,-6.155274372026774,0.9994,0.9994,-0.9994,-20.0,-20.0,-14.820161071976813,-12.484921324924077,-12.548520594875137,-12.628009088535086,-14.61172113654036,-14.923359556329657,-20.0,-20.0,-20.0,-4.299123291623096,-20.0,-13.593119329950875,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.889,0.01229,0.003983,0.0071870000000000015,0.01677,0.999,0.99
PL_0_obs_37,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,5106.3,107.91,21810.19,PL,-5.938170692705301,-5.093180284533455,-5.336204877780593,-5.243972787026559,-6.277366077466188,-5.499214827082544,-20.0,-13.728623128105925,-13.415668775632469,-20.0,-20.0,-6.0184531949547635,-20.0,-20.0,-6.280585840297407,0.9994,0.9994,-0.9994,-20.0,-20.0,-14.904481957676849,-13.409492537991417,-13.722390785695909,-20.0,-14.871600731282193,-20.0,-20.0,-20.0,-19.854255057317147,-4.5239220471773605,-20.0,-13.808515456815462,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.3404700000000001,0.010137730000000001,0.001218131199999999,0.010223080000000006,0.014657069999999987,0.5691000000000005,0.61734
PL_0_obs_38,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,49527.1,107.91,21810.19,PL,-4.544698228342924,-4.490259984429618,-4.515700160653214,-4.637894680706227,-4.693146251306992,-4.663540266151471,-12.744968836654449,-12.714892970433189,-12.688458041598805,-6.8170150329964185,-7.640923773940737,-6.5499049241283975,-6.407823242604133,-6.623423042943488,-6.2644011003018205,0.9856,0.9644,0.3898,-15.440332721611941,-16.44033272161194,-15.173148052179355,-12.682981898951889,-12.709520186669327,-12.739928612014925,-14.77780395369828,-14.92118081690115,-15.13679614097137,-20.0,-20.0,-5.466355021201237,-20.0,-14.717151397165356,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,1.0,0.01005,0.01021,0.003296,0.05409,1.0,1.0
PL_0_obs_39,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,49524.1,107.91,21810.19,PL,-4.884722408604099,-4.798876102792621,-4.8395314688809625,-4.941194513324093,-5.027612000892527,-4.9821322810364945,-13.114865033936566,-13.065501548756432,-13.021180613267157,-20.0,-20.0,-6.863279432843593,-9.156458822598136,-19.008304052232344,-5.944417983790208,0.9994,0.9028949999999998,0.5521960000000002,-20.0,-20.0,-15.298086788787655,-13.014304140310157,-13.058886272962898,-13.108574057152007,-14.495152405974798,-15.321649773168696,-19.82780443236858,-20.0,-20.0,-5.5161275457773264,-20.0,-14.758702612890007,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.08800000000000001,0.00554,2.1e-05,0.005519,0.005561,0.345,0.324
PL_0_obs_40,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,89924.7,107.91,21810.19,PL,-4.743041847439068,-4.692290076595193,-4.71602071576152,-4.834755673874689,-4.885722703438414,-4.858550226599533,-12.960982678002589,-12.93404701968613,-12.910448117113546,-20.0,-20.0,-7.364918563989127,-6.823619307756729,-7.124591439922936,-6.647431613820691,0.9994,0.9781,0.9994,-20.0,-20.0,-16.175223537524456,-12.903785414653594,-12.928117992693874,-12.953895212753961,-15.153786636120612,-15.33338843158097,-15.645123577483766,-20.0,-20.0,-5.92299567320665,-20.0,-15.143271109617118,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.05,0.006234,1.038e-08,0.006234,0.006234,0.586,0.5820000000000001
PL_0_obs_41,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,5005.3,107.91,21810.19,PL,-4.745693667668714,-4.5486741915104805,-4.63339028960757,-4.700274846024363,-4.8972233851165585,-4.7848914189469065,-12.944239535312265,-12.835944708106549,-12.749336080536757,-5.932557157223619,-6.77780395369828,-5.6637404479858064,-20.0,-20.0,-6.271565049025745,0.8707,0.9994,-0.9994,-20.0,-20.0,-14.66094626429086,-12.749579997691106,-12.837734385701978,-12.95546023960759,-14.85325198636936,-20.0,-20.0,-20.0,-20.0,-4.472693009080757,-20.0,-13.804770821586526,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.264,0.007098,0.0004164,0.006541,0.007672,0.6920000000000001,0.333
PL_0_obs_42,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,24788.0,107.91,21810.19,PL,-4.7187393129449875,-4.626536278367631,-4.668775218979268,-4.771856392402258,-4.865822892423234,-4.816160962943579,-12.959793372425288,-12.908684840302778,-12.865504144165326,-20.0,-20.0,-6.740167300936516,-6.487315603782837,-6.9083330424043154,-6.277612905822877,0.9994,0.9582,0.9994,-20.0,-20.0,-15.577246058698652,-12.856985199745905,-12.90239567112559,-12.95311480916229,-14.773915884024177,-14.985059650207063,-15.448550002027124,-20.0,-20.0,-5.2726214305485115,-20.0,-14.448062304635163,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.614,0.006758,0.001203,0.005096,0.00914,0.87,0.968
PL_0_obs_43,PL_0,71,PSR_J1745-2900_, 2CXO J174540.0-290028,266.4168,-29.0078,48532.8,107.91,21810.19,PL,-4.7318902701915215,-4.6649434805609085,-4.697236291527018,-4.818156412055227,-4.886390848926972,-4.85078088734462,-12.916855856856948,-12.883060353449244,-12.851397345193906,-6.764724123312948,-7.384470776362868,-6.529148675473882,-6.479909671887158,-6.7318902701915215,-6.32771737521108,0.9756,0.9532,0.2898,-15.400662867007512,-15.97061622231479,-15.162411561764488,-12.845880474484153,-12.877456475931245,-12.913996294381619,-14.753747687700677,-14.898252926053633,-15.116849800316722,-20.0,-20.0,-5.4165744995934935,-20.0,-14.60712725459792,-20.0,8.0,1.0,0.000185,0.0,5.070000000000001e-07,0.0,6.0,1.0,1.227e-06,8.0,1.0,0.0001654,0.132,0.006385,5.873e-05,0.006327,0.006444,0.61,0.777
