obs_id,src_id,ra,dec,livetime,src_n,likelihood,num_obs,name,significance,photflux_aper_lolim_b,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_lolim_h,flux_aper_b,flux_aper_hilim_b,flux_aper_lolim_b,photflux_aper_hilim_s,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_m,photflux_aper_lolim_m,photflux_aper_m,hard_hs,hard_hm,hard_ms,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper_s,flux_aper_hilim_h,flux_aper_lolim_h,flux_aper_h,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_m,photflux_aper_lolim_u,photflux_aper_u,photflux_aper_hilim_u,flux_aper_u,flux_aper_hilim_u,flux_aper_lolim_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_sigma_s,var_inter_prob_s,var_inter_index_s,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_prob_b,var_max_b,var_mean_b,var_sigma_b,var_min_b,ks_prob_b,kp_prob_b,var_max_m,var_prob_m,ks_prob_m,var_index_m,var_mean_m,var_min_m,var_sigma_m,kp_prob_m,var_index_h,var_prob_h,var_max_h,var_min_h,var_mean_h,var_sigma_h,kp_prob_h,ks_prob_h,var_prob_s,var_index_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,var_inter_index_u,var_inter_prob_u,var_inter_sigma_u,class
CV_3_obs_100,CV_3,10.629760000000001,41.27267,4144.3,XMMSL2_J004231.9+411621,172643.3,102, 2CXO J004231.1+411621,174.76,3.5325398904927363,3.4667364832212852,3.4983930775811705,4.024844021593311,3.9775716288145135,4.077793722560983,12.15602015552184,12.124302238019792,12.190171038932114,4.028816959143839,4.0906579616386916,4.162790472198793,4.1666616110606025,4.278189384787454,4.218819279062738,0.075,0.2199,-0.1487,13.123493495734118,12.989276134608227,13.05124481983173,12.239200688369282,12.339324211661475,12.286341483791643,13.049002666011194,12.937418015771836,12.989700043360187,-20.0,-20.0,3.725149679983335,13.607478910068068,13.319392571008212,14.838033383635926,8.0,1.0,4.177e-05,9.793e-06,0.7859999999999999,4.0,5.0,1.0,6.864e-06,7.0,1.0,2.136e-05,0.084,0.06412999999999999,0.06397,0.00016299999999999998,0.06381,0.261,0.059000000000000004,0.02264,0.155,0.39399999999999996,0.0,0.022359999999999998,0.022080000000000002,0.0002827,0.145,0.0,0.08,0.02642,0.02621,0.02632,8.802e-05,0.141,0.271,0.12300000000000001,0.0,0.534,0.21600000000000005,0.0001512,0.01529,0.0151,0.0155,5.0,1.0,2.862e-05,CV
CV_3_obs_101,CV_3,10.629760000000001,41.27267,3974.2,XMMSL2_J004231.9+411621,172643.3,102, 2CXO J004231.1+411621,174.76,3.6952941017872347,3.627824713884936,3.660349842386316,4.3293831135996745,4.271727402104983,4.39577394691553,12.172695358910264,12.140261433802854,12.207818503850321,4.11690664142431,4.1809828013109405,4.25617677839625,4.185486047631762,4.281498311132726,4.230844309285601,-0.1711,-0.1087,-0.0625,12.803823814960026,12.664542099310616,12.728623128105925,12.409492537991417,12.533577277566208,12.467118280592603,12.871277715661574,12.775208043507318,12.820448208834812,-20.0,-20.0,3.4491603949342147,-20.0,13.037488606492403,-20.0,8.0,1.0,4.177e-05,9.793e-06,0.7859999999999999,4.0,5.0,1.0,6.864e-06,7.0,1.0,2.136e-05,0.087,0.05368,0.053529999999999994,0.00015030000000000002,0.05338,0.32799999999999996,0.304,0.025230000000000002,0.115,0.29,0.0,0.02515,0.02506,8.398e-05,0.31,0.0,0.121,0.01612,0.01571,0.01592,0.0001618,0.19399999999999998,0.156,0.12,0.0,0.19699999999999998,0.385,0.0001226,0.012440000000000001,0.01231,0.01258,5.0,1.0,2.862e-05,CV
CV_4_obs_0,CV_4,10.70297,41.27345,4881.4,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,4.979638717352292,4.7363639314118915,4.837734385701978,5.354086724966156,5.203495048446704,5.605198222837289,13.37955161528829,13.278354233710253,13.521433504406156,5.263046046216854,5.447575154295914,5.774949303861951,5.395449967428739,5.82915179635669,5.560351570436526,0.0849,0.2636,-0.1924,14.88706002391592,14.2057211342786,14.42458120878564,13.347656944937285,13.749336080536757,13.49839307758117,14.34332695411515,13.909741947068683,14.07448164182257,-20.0,-20.0,4.6252516539898965,-20.0,13.876475019057269,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.334,0.00518,0.003641,0.0003895,0.00336,0.025,0.047,0.002276,0.5579999999999999,0.21,1.0,0.001214,0.001132,0.0001654,0.107,0.0,0.38,0.001811,0.001344,0.001416,0.0001125,0.173,0.033,0.512,1.0,0.861,0.861,0.0002113,0.00101,0.0007971,0.001434,0.0,0.0,0.0,CV
CV_4_obs_1,CV_4,10.70297,41.27345,3907.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.59482445378201,4.928486194904911,5.144783805266637,-20.0,5.48598381959935,-20.0,14.030071810571885,13.822463500070137,14.480040819247932,5.144905048841379,5.4211316713339714,6.375305468727919,5.489589051989823,-20.0,5.77780395369828,-0.9994,0.0775,-0.5384,15.878112014896319,14.373044048564553,14.647817481888637,13.943857737940947,15.186953034839892,14.209222398662305,-20.0,14.1890957193313,14.47716468633947,-20.0,-20.0,3.4183916339679423,-20.0,12.568153954301275,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_2,CV_4,10.70297,41.27345,3907.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.806318970458719,5.1487416512809245,5.356349961782671,5.865822892423234,5.58838029403677,6.843753809602656,13.66655272550325,13.455807889234967,14.092588639225413,5.360413913326574,5.6365760670828235,6.891773343625071,5.724228099835068,6.815308569182402,5.991399828238082,-0.4297,0.2648,-0.5959,14.899629454882437,13.381219975493785,13.669383332705562,14.218891164270534,15.750312572194698,14.495121540589784,15.581367312645934,14.490259984429617,14.757458571701616,-20.0,-20.0,3.5675117442294937,-20.0,12.800244822746524,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_3,CV_4,10.70297,41.27345,3907.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.084864093377988,4.7775436633207535,4.9044819576768495,5.549596913844634,5.33866065999396,5.975514332300833,13.607478910068068,13.480434499119491,13.787546038959725,5.104466960515929,5.3153341359741395,5.77910775078048,5.357139947415509,5.896880746454286,5.541664374008052,-0.3398,0.025,-0.3535,14.722620025332745,14.085868487369106,14.296708621881338,13.64435694977913,14.281166281696137,13.855114581712858,14.523023534240473,13.98296666070122,14.167682730077738,-20.0,-20.0,3.682145510668531,-20.0,12.933301449577005,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.561,0.00363,0.002638,0.0007021,0.001875,0.777,0.388,0.001466,0.446,0.043,0.0,0.001056,0.0009921,8.496e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_4,CV_4,10.70297,41.27345,39875.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.162348442153608,5.065299598284575,5.111146833017064,5.82131076022441,5.726998727936262,5.941953769604718,13.71851211205992,13.67264106561367,13.770062314092065,5.45717457304082,5.527097348196336,5.610479534153622,5.677160727313679,5.837734385701978,5.750068243365805,-0.326,-0.0737,-0.2573,14.370488465799546,14.21645371772965,14.286677495012972,13.886056647693163,14.100726812682396,13.980053318321158,14.480959961351655,14.320299619128036,14.393296258666325,6.323489289717447,5.642255674819625,5.3890206200770026,-20.0,15.391153177673589,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.076,0.002602,0.0026,3.088e-06,0.002592,0.374,0.5479999999999999,0.002247,0.853,0.491,2.0,0.0009412,0.0008551,0.0002004,0.83,0.0,0.433,0.0008799,0.0005314,0.0005447999999999999,3.681e-05,0.242,0.309,0.18,0.0,0.61,0.189,3.8900000000000004e-05,0.001114,0.001094,0.001338,0.0,0.0,0.0,CV
CV_4_obs_5,CV_4,10.70297,41.27345,41475.4,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.189565844077327,5.091032699581612,5.137510833094103,5.856048883576037,5.760450279159527,5.978810700930062,13.79997073344623,13.75300930075845,13.852323675758901,5.487048920027509,5.558461961297839,5.643782865780265,5.693360558975739,5.853871964321762,5.766242637034489,-0.331,-0.0949,-0.2411,14.393296258666325,14.235674394374016,14.307417437725091,14.049927370249842,14.268250116472737,14.145511774955569,14.456801414362353,14.296278840072981,14.36916548217195,5.232398931949665,5.029978734171634,4.898596649444669,14.479123618311657,14.293026323823822,14.811634073936851,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.07400000000000001,0.00246,0.002451,4.813e-06,0.002445,0.005,0.019,0.001527,0.413,0.237,0.0,0.0009048,0.0008747999999999999,7.105e-05,0.232,1.0,0.547,0.000961,0.0004825,0.0005,4.466e-05,0.547,0.47,0.565,1.0,0.407,0.19,0.0001391,0.001048,0.0009819,0.002004,0.0,0.0,0.0,CV
CV_4_obs_6,CV_4,10.70297,41.27345,36675.6,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,4.817585347565446,4.747146969020107,4.780939667551139,5.334137699796845,5.275806080485671,5.401428336517859,13.314526980277241,13.280834505910788,13.350957365913823,5.182434630440219,5.235077015350112,5.294992040666664,5.442974277613617,5.568797115443483,5.501276029252096,-0.1137,0.1936,-0.3011,14.009394788576081,13.896880746454286,13.949620243738542,13.456677099353088,13.582694416755475,13.515130967279598,14.1751585282463,14.0494404383882,14.107794054024227,5.677987561417599,5.3226668485800985,5.138167002342055,13.297741836837906,13.113283725883521,13.653255945395152,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.066,0.005512,0.005493,1.886e-05,0.0054670000000000005,0.542,0.126,0.003752,0.599,0.742,1.0,0.0016699999999999998,0.001552,0.0002479,0.436,2.0,0.84,0.005111,0.001471,0.001669,0.0004036000000000001,0.499,0.276,0.12,0.0,0.189,0.077,6.404e-05,0.002154,0.002121,0.002549,0.0,0.0,0.0,CV
CV_4_obs_7,CV_4,10.70297,41.27345,39784.9,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.129947418306455,5.033623576911077,5.077741776567033,5.718058066559175,5.634699251362012,5.82131076022441,13.710411047457404,13.666754301038036,13.762205006726077,5.441051554021961,5.5097605147537125,5.591590421531571,5.675511766692344,5.835944708106548,5.748361779551788,-0.2336,0.045,-0.2736,14.323489289717447,14.172566104599222,14.241466577762713,13.920818753952375,14.116338564846382,14.004979393875242,14.458795309316741,14.29817306960286,14.371100435579393,5.576426480267265,5.263444152837364,5.091300567647776,14.256725476488066,14.047013934802944,14.719194071606333,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.13,0.003481,0.002803,0.0001156,0.002731,0.014,0.048,0.001252,0.247,0.508,0.0,0.0009428,0.0009252,4.185e-05,0.627,0.0,0.45,0.001141,0.0006487999999999999,0.0006946000000000001,8.426e-05,0.173,0.041,0.332,0.0,0.073,0.009000000000000001,8.146e-05,0.001166,0.00113,0.001736,0.0,0.0,0.0,CV
CV_4_obs_8,CV_4,10.70297,41.27345,3906.9,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.120961494762763,4.581036169296377,4.7654827164873135,5.007181479933321,4.801342913045577,5.411728293157671,13.85294232897164,13.663740447985807,14.225191169689294,5.24176959154225,-20.0,-20.0,5.34428545038129,-20.0,-20.0,0.9994,0.9994,-0.9994,-20.0,14.06981534770138,-20.0,13.660151216962364,14.296966695266313,13.870954940112043,15.514704561273911,14.423658649794207,14.690795820329592,-20.0,-20.0,3.22657927670939,-20.0,12.477816682381313,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.479,0.1026,0.01346,0.01909,0.00236,0.648,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_9,CV_4,10.70297,41.27345,3763.1,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.31560352158098,4.846185135655471,5.014528616710412,5.750312572194699,5.485053994691995,6.55206713440782,13.937418015771836,13.761452112318672,14.26328486639439,5.268169579711838,5.544393887418133,6.799696817018415,5.274823698580863,5.903089986991944,5.47729500726525,-0.4135,-0.3198,-0.0675,-20.0,14.089322245257295,14.39040559077478,14.205790883653503,15.436281660034322,14.482012796974923,14.636764195516307,14.00841954282566,14.210842508088561,-20.0,-20.0,3.6010189333418685,-20.0,12.852323675758901,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.884,0.003561,0.002139,0.001422,0.0007178999999999999,0.976,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_10,CV_4,10.70297,41.27345,3974.2,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,6.10242788617427,5.167938385409273,5.421246215573565,5.767257937279263,5.489857300597427,6.74521031260279,14.183228587666653,13.929962133392245,14.864549300654486,5.227091805028728,-20.0,-20.0,5.856985199745905,-20.0,-20.0,-0.5746,0.9994,-0.9994,-20.0,14.377682339166157,14.665747357665769,13.957424487559809,15.537152964168326,14.236048173966676,-20.0,14.448062304635163,-20.0,-20.0,-20.0,3.5159850373324373,-20.0,12.665747357665769,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_11,CV_4,10.70297,41.27345,3907.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.720105019988362,5.158640529545145,5.3476569449372855,-20.0,6.0284922182887435,-20.0,13.854492828590338,13.669992299127241,14.209926051573696,5.279014255846261,5.524474084960719,6.1442991691645625,5.606424796730413,6.471597562046383,5.852014679316195,-0.9994,-0.9994,-0.4859,14.585193720498987,13.719877103697693,13.96537154337468,14.117304737618403,-20.0,-20.0,14.994819487496219,14.139721900247766,14.375202421039239,-20.0,-20.0,3.8632794328435933,-20.0,13.058886272962898,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.67,0.001431,0.001069,0.0004058,0.0005848,0.865,0.5670000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_12,CV_4,10.70297,41.27345,3942.6,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,4.95233580539844,4.674279141980588,4.787546038959724,5.909389292171594,5.6439741428068775,6.88706002391592,13.528855034839367,13.415442639474325,13.693574972449312,5.028724151261895,5.221486988261075,5.576918041702769,5.093180284533455,5.440691989092987,5.233066906162716,-0.7258,-0.6583,-0.0912,14.176330186731864,13.628193541492584,13.821023052706831,13.986320302708807,15.229442525149006,14.25173442733126,14.148619332034404,13.80106813006779,13.940815382368628,-20.0,-20.0,3.880084589742009,-20.0,13.029932203450862,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.337,0.004411,0.00372,0.0004041,0.003228,0.39,0.44,0.003891,0.7170000000000001,0.778,2.0,0.002311,0.001202,0.0009602,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_13,CV_4,10.70297,41.27345,3974.8,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.129362036789194,4.822175028135319,4.949233688766958,5.9657727392294495,5.688246138944246,6.9434762759209,13.501000636419846,13.373967752170982,13.681102285372512,5.013452186585276,5.185619205530061,5.498529927899588,5.399898744308609,5.92009553233328,5.580044251510242,-0.7708,-0.4272,-0.4972,13.972242795309446,13.487182241435127,13.659357622439295,14.016418813294209,15.547906750982268,14.292600168866752,14.555799011135841,14.035646070707806,14.215882183537076,-20.0,-20.0,3.9442395353122652,-20.0,13.093880542454439,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.479,0.004217,0.002533,0.0003523,0.00225,0.657,0.248,0.001352,0.449,0.6920000000000001,0.0,0.001014,0.0009517,8.098e-05,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.023,0.122,0.0001578,0.001267,0.001168,0.001849,0.0,0.0,0.0,CV
CV_4_obs_14,CV_4,10.70297,41.27345,3974.8,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.413862974769207,4.980053318321158,5.145026326273583,5.940815382368629,5.675511766692344,6.91829272990265,13.668775218979267,13.503901007867428,13.937418015771836,5.496073195806489,5.773657912836369,7.052419250695678,5.384049948343599,5.924088238517222,5.568636235841012,-0.3498,-0.4272,0.1749,-20.0,14.497299824689437,14.786216700664696,13.440452444419567,15.073914913074855,13.731422028117157,14.580705278246539,14.040863168829626,14.225410049735206,-20.0,-20.0,3.856985199745905,-20.0,13.108295323760817,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.748,0.00293,0.00155,0.0007019,0.0009319,0.983,0.956,0.0019510000000000005,0.773,0.991,2.0,0.001049,0.0006347000000000001,0.0005495,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_15,CV_4,10.70297,41.27345,3971.8,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.382999658879101,4.843148098929989,5.027658283674252,-20.0,5.657182685364267,-20.0,14.001043559529514,13.811915626285062,14.37345434097287,5.006828394969235,5.252355180671752,5.872247484167027,5.305394801066432,6.103749437538362,5.5338741295818,-0.9994,-0.9994,-0.4497,14.742081549685942,13.876801924968001,14.122340755888391,13.799149501908923,-20.0,-20.0,15.00348832784582,14.205163542185439,14.433680378475188,-20.0,-20.0,3.606600304706898,-20.0,12.857610533881164,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.29,0.009171,0.003153,0.001804,0.00202,0.645,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_16,CV_4,10.70297,41.27345,3971.3,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.023833499868025,4.728623128105926,4.8517059025652545,5.522734004575147,5.317043073698792,5.927382523454764,13.525929496784956,13.402963335022347,13.698102282804792,4.977159389123472,5.149353764816934,5.462306805632609,5.443215217692974,6.071604147743286,5.64569943765464,-0.4572,0.1849,-0.5809,14.343805937820814,13.858550226599533,14.030863766403288,13.575608445589722,14.1859522790044,13.781464494783473,14.665546248849068,14.037110012608208,14.239577516576787,-20.0,-20.0,3.8910968723326866,-20.0,13.142426295852504,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.24,0.004115,0.003207,0.0002639,0.002918,0.035,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.708,0.389,0.00017480000000000002,0.001475,0.001307,0.001991,0.0,0.0,0.0,CV
CV_4_obs_17,CV_4,10.70297,41.27345,3971.3,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.154839922348054,4.82131076022441,4.95233580539844,5.430509045651217,5.237771715713525,5.785951320588058,13.594312213327223,13.462936857218383,13.796695083861517,5.167299529039433,5.37809703910877,5.804100347590766,5.585360853262991,6.440691989092987,5.82102305270683,-0.1062,0.4697,-0.5584,14.572676213642753,13.935916564036404,14.146606022549335,13.586365002801445,14.134540677338036,13.779107750780481,15.16304326294045,14.30768195574072,14.543178651978401,-20.0,-20.0,3.880414225038216,-20.0,13.131708311982145,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.7879999999999999,0.006056000000000001,0.002375,0.0009315,0.0017420000000000005,0.982,0.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.531,0.001696,0.0009649,0.001052,0.0001365,0.608,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_18,CV_4,10.70297,41.27345,3971.3,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.188693159918664,4.855114581712858,4.986320302708807,5.569441230477242,5.363612414186844,5.97387548325455,13.565910361582109,13.434742656579786,13.768530409569319,5.519418213170831,5.808828544271441,-20.0,5.311758204022288,5.781202001888262,5.480172006224281,0.2086,-0.0762,0.2861,15.359518563029578,13.827981190575443,14.104246057926272,13.607830850510265,14.218172847067573,13.813608784304506,14.436993812938207,13.967784296702018,14.136023216095612,-20.0,3.904481957676849,3.610656688747922,14.05843887976393,13.773915884024175,15.489857300597427,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.294,0.002751,0.002308,0.0001466,0.002178,0.062,0.085,0.001668,0.42,0.58,0.0,0.001282,0.001199,0.0001045,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_19,CV_4,10.70297,41.27345,4106.4,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.17737432122586,4.756465898167938,4.917573699139228,-20.0,5.729554091982037,-20.0,14.010772726269463,13.842241113953136,14.289544135664576,5.10259286033842,5.348140730753051,5.9677842967020185,5.17134010346468,5.691435586438761,5.351542405717478,-0.9994,-0.9994,-0.1187,14.980053318321158,14.045709238298873,14.29895036927086,13.871600731282193,-20.0,-20.0,14.602581457648652,14.082494490447454,14.262727823464457,-20.0,-20.0,3.8616973018337184,-20.0,13.057396751157844,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.246,0.006194,0.003214,0.0008104,0.002545,0.073,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_20,CV_4,10.70297,41.27345,3965.3,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.111146833017064,4.571217488503046,4.755722879198157,5.15726598105173,4.911863911299449,5.777023550106609,13.876801924968001,13.68782264356022,14.24926024876465,5.289205900069673,-20.0,-20.0,5.0467236633326955,5.90204892900585,5.282246306789284,0.9994,0.2049,0.9994,-20.0,14.11724784438692,-20.0,13.760950906859808,14.626352527790782,14.006563769502389,14.89722338511656,14.041722874452303,14.277283832511506,-20.0,-20.0,3.4533339749298158,-20.0,12.70443290003752,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.495,0.1338,0.01391,0.02279,0.0024760000000000003,0.434,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
CV_4_obs_21,CV_4,10.70297,41.27345,3910.5,[HPH2013]_205__________,3870.743,97, 2CXO J004248.7+411624,33.19,5.1412222626945505,4.807432546663454,4.938924676370208,5.538051504796238,5.327163545828602,5.964170174747172,13.64340056427503,13.512154879888564,13.845880474484153,5.431329021990103,5.720789487398605,6.999565922520682,5.2580609222708015,5.727462222624762,5.426548177964515,0.1474,-0.0887,0.2423,16.028121382973733,14.459920911195827,14.749336080536757,13.63582436722938,14.272702797196413,13.846795099915715,14.386475297146347,13.916855856856948,14.085445301482366,-20.0,-20.0,3.774949303861951,-20.0,13.026087429580295,-20.0,8.0,1.0,0.00026210000000000003,7.826e-05,1.0,6.0,6.0,1.0,6.448e-05,6.0,1.0,5.759e-05,0.401,0.003462,0.002407,0.0002566,0.002195,0.412,0.7509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CV
