#angDist,name,ra,dec,err_ellipse_r0,conf_flag,extent_flag,sat_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,significance,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,var_intra_index_b,var_intra_index_w,var_inter_index_b,var_inter_index_w,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url
0.829833,2CXO J162259.8-262601,245.74943239258778,-26.433850442977963,1.381347257351486,1,0,0,2.175394582436E-14,1.8003225988306E-14,2.527024567066E-14,,,,10.95407358449395,0.26358525921299,0.12929419113054,0.38663335415365,0.059962523422861,-0.13304184884447,0.29544034978139,2,,8,,1635721458409799680,Gaia DR2 6045482170701814784,6045482170701814784,974169699,2015.5,245.74934399458914,14.00319848695588,-26.43406693503705,4.329420746475521,,,,,,,,-0.94320977,,,,,,,,,,95,0,95,0,-0.17931472,86.9624,0.0,0.0,3,false,0.013268364,,,-0.17945172,12,2,343246.66,0,13,false,110,69.00464621245175,1.1973768542661047,57.62985,21.09117,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,350.95099607877285,16.13146189190525,248.3410764526821,-4.7998965948607495,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045482170701814784
0.242107,2CXO J162328.3-263022,245.86824554995314,-26.50611957447835,0.8672914374954623,0,0,0,1.4503672545643E-15,8.7626354963261E-16,1.9942549750259E-15,,,,3.705882352941168,0.52592129918801,0.1367895065584,0.82011242973142,-0.68332292317302,-0.88132417239225,-0.42910680824485,6,,7,,1635721458409799680,Gaia DR2 6045466159069806464,6045466159069806464,1171473131,2015.5,245.8682293885283,1.0848996173230778,-26.506185252961668,0.5025287343960677,,,,,,,,-0.52565926,,,,,,,,,,396,0,388,8,272.48636,165682.55,7.097256124932034,3485.664587227041,3,false,0.018616753,,,-0.066266775,45,10,1.9987221,0,50,true,407,5779.391761117181,23.04979438423216,250.73506,16.28366,43,3632.15553955239,36.00505938850501,100.87903,16.450977,41,6804.282574272448,32.063645477728,212.21176,15.179964,1.8058021,0,1.2710133,0.16731644,1.1036968,,,0,,,,NOT_AVAILABLE,350.9701109865275,16.004224484958,248.4582780889059,-4.853634652808896,132001,5143.45,4259.0,6721.25,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045466159069806464
0.779504,2CXO J162329.1-262948,245.87150594664092,-26.496941160910872,1.0489628640972137,1,0,0,2.1062812355584E-15,1.4392921776316E-15,2.7732702934852E-15,,,,3.249999999999949,0.76202373516552,0.57651467832605,0.90880699562773,0.28607120549656,-0.080574640849469,0.91755153029357,0,,6,,1635721458409799680,Gaia DR2 6045466193420208256,6045466193420208256,794975185,2015.5,245.87165889468181,1.5723019443052373,-26.497108934912838,0.5969418241315775,,,,,,,,-0.32958114,,,,,,,,,,198,0,196,2,3.7780402,273.9169,2.441249738686934,1.4875488065375453,3,false,0.02145224,,,-0.016015874,23,8,13.337031,0,23,false,199,124.25228445272886,1.2763441880886295,97.350136,20.452604,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,350.9792432257822,16.008064059939016,248.45983039095404,-4.8441791391634155,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045466193420208256
0.974744,2CXO J162330.2-263045,245.87601055743585,-26.51253009307212,0.8589567916786786,0,0,0,1.7467265694065E-15,1.2599339189162E-15,2.2335192198968E-15,,,,3.4499999999999855,0.52467207995003,0.29294191130543,0.71517801374141,0.99937539038101,0.34166146158651,1.0,0,,5,,1635721458409799680,Gaia DR2 6045466090340732800,6045466090340732800,278752043,2015.5,245.87579470185864,2.5434804754593157,-26.512719838128977,0.4580573725090984,,,,,,,,-0.33510035,,,,,,,,,,132,0,132,0,3.5165823,190.81769,1.9378806153317785,3.0157339955915696,3,false,0.0698939,,,-0.08461923,15,7,5.493392,0,16,false,131,285.2893110944299,1.9510553400930606,146.22307,19.550152,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.9698241959029,15.994819360072984,248.4660515089738,-4.858976878714038,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045466090340732800
0.243791,2CXO J162333.3-263113,245.88876381557702,-26.520386061712866,0.852238148407508,0,0,0,0.0,0.0,1.9331762372827E-16,,,,2.1212121212121797,-0.99937539038101,-1.0,0.22423485321674,-0.99937539038101,-1.0,-0.13803872579638,,,0,,1635721458409799680,Gaia DR2 6045465884181975040,6045465884181975040,114513872,2015.5,245.888810084684,5.238684314184113,-26.520439652334346,1.3822991528116144,,,,,,,,-0.21032016,,,,,,,,,,60,0,60,0,3.0430138,92.54041,1.637213281886334,2.84513691094136,3,false,0.12311577,,,0.20652236,7,3,1946.1804,0,8,false,62,445.5120381736263,3.782964696628498,117.76796,19.066217,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.97203879945204,15.981010020365586,248.47884706919734,-4.864693517735253,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465884181975040
0.807885,2CXO J162333.5-263230,245.88960634367425,-26.541686756295217,0.7449193545524725,0,0,0,1.0332305976671E-15,6.35834213949E-16,1.4107571621994E-15,,,,4.4571428571428005,0.11867582760775,-0.29294191130543,0.47158026233604,-0.11118051217989,-0.44534665833854,0.24422236102436,1,,0,,1635721458409799680,Gaia DR2 6045465712382775168,6045465712382775168,315329771,2015.5,245.88938315046283,5.776741511998019,-26.541584323275075,1.080446348757391,,,,,,,,-0.7702113,,,,,,,,,,180,0,178,2,34.25934,1909.6761,1.9357220749262756,83.05485206671128,3,false,0.23766094,,,-0.15964098,21,3,384.63403,0,31,false,182,2686.3241994909376,10.077120292083507,266.57657,17.115469,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.9561308153621,15.966399705245983,248.48281562540288,-4.8854714939684465,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465712382775168
0.741529,2CXO J162334.3-263202,245.89299405027782,-26.533911784362132,0.7229278665615797,0,0,0,1.510274414485E-15,1.2447316602898E-15,1.7758171686801E-15,,,,6.28833322345289,-0.51093066833229,-0.75515302935665,-0.22798251093067,-0.51842598376015,-0.64522173641474,-0.38038725796377,1,,0,,1635721458409799680,Gaia DR2 6045465815462108800,6045465815462108800,1563519138,2015.5,245.89311583300758,6.929673290224821,-26.53408658878858,1.6122422333799122,,,,,,,,-0.8589193,,,,,,,,,,43,0,43,0,1.1774831,48.429226,0.8305912586462855,1.0454880707815315,3,false,0.3007725,,,-0.08111291,5,2,213641.2,0,5,false,43,949.0595572344888,7.9898921479845875,118.782524,18.245132,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.96423649257315,15.968976098495371,248.48489520804716,-4.877529560826755,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465815462108800
0.229407,2CXO J162334.6-263204,245.89444021769543,-26.53455976197338,0.7443801825121573,0,0,0,1.470991413081E-15,1.0717223152447E-15,1.8702605109173E-15,,,,4.457142857142854,0.38975640224859,0.10306058713304,0.63647720174891,-0.41349156777014,-0.64022485946284,-0.1630231105559,2,,0,,1635721458409799680,Gaia DR2 6045465815462050432,6045465815462050432,473865070,2015.5,245.8944091655782,5.40581977871615,-26.534617111576097,1.207175247004858,,,,,,,,-0.7550855,,,,,,,,,,104,0,104,0,1.4474487,120.03644,0.5398575268479486,1.1245722406871643,3,false,0.46650335,,,-0.17785262,12,2,55591.863,0,15,false,105,811.678462398659,2.652450723812048,306.01077,18.414906,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.96463834182225,15.967763218765567,248.48612779212314,-4.8778643131708295,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465815462050432
0.784374,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,1635721458409799680,Gaia DR2 6045465815462193408,6045465815462193408,1503378004,2015.5,245.8945478476124,0.6660687607331188,-26.52871383636723,0.29196418013924064,,,,,,,,-0.21202517,,,,,,,,,,309,0,308,1,152.9666,41190.348,3.9840936301338132,1069.4366225072229,3,false,0.05955631,,,-0.016220681,36,11,1.4361538,0,45,true,333,6429.815852895425,29.867282664620884,215.27957,16.16787,33,5449.993767569335,95.02370404868344,57.354046,16.010399,32,9738.732505836664,159.2336292636586,61.160023,14.790664,2.3622334,0,1.2197351,-0.1574707,1.3772058,,,0,,,,NOT_AVAILABLE,350.9692668167641,15.971644312874082,248.4852846345803,-4.872019805256589,132011,5095.6333,4297.5,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465815462193408
0.915819,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,1635721458409799680,Gaia DR2 6045465815462193536,6045465815462193536,180040543,2015.5,245.89495718342454,0.7049940369240424,-26.528964125648073,0.32902574103220805,,,,,,,,-0.2734473,,,,,,,,,,339,0,339,0,183.28119,62734.645,4.91294128145958,1498.4084283408106,3,false,0.039590236,,,-0.0189391,39,10,1.499488,0,46,false,361,5352.007293870575,27.442807928963603,195.02405,16.367073,10,5346.470167193245,169.4130345886208,31.558788,16.03122,9,7904.434679502093,277.0783308395571,28.527798,15.017243,2.4758756,0,1.0139761,-0.33585358,1.3498297,,,0,,,,NOT_AVAILABLE,350.96933062287735,15.971204982624286,248.48568823760385,-4.872207031548901,132011,5095.6333,4297.5,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465815462193536
