index_compiled,index,class,B_M_FLUX_AP,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_APEC,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_APEC_AP90,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_APEC_AP,B_M_FLUX_APEC_AP90,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_APEC_AP,B_S_FLUX_APEC_AP90,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB
671,900,1.0,0.00012659574468085104,0.0,4.083044982698962e-05,3.7293233082706764e-05,7.890625e-05,3.591549295774648e-05,7.463768115942029e-05,0.978,0.993,4.950738916256158e-05,0.00011757925072046108,0.00012276657060518732,2.5987654320987655e-05,0.0,0.293,7.53393665158371e-05,0.0,0.23600000000000002,3.6694915254237286e-05,0.0,0.001939481268011527,0.0,1.8755760368663595e-10,0.0,0.010863309352517985,0.0575,0.0,0.002019867549668874,0.0,1.0699300699300697e-05,0.0,0.011975683890577507,0.0,1.864693446088795e-05,2.1149897330595483e-05,2.163265306122449e-05,1.4671669793621012e-05,2.8481481481481476e-05,0.0,0.0,1.782881002087683e-05,3.837837837837838e-05,1.8300835654596103e-05,3.9457831325301206e-05,1.8081841432225062e-05,3.8736263736263734e-05,1.799054373522459e-05,3.872448979591837e-05,0.998,0.9990000000000001,1.8351477449455678e-05,4.1197183098591544e-05,4.014084507042254e-05,1.3043478260869566e-05,0.625,0.6859999999999999,1.897142857142857e-05,0.0,0.40299999999999997,0.09879879879879878,0.07757757757757756,-0.02122122122122122,0.0005592417061611375,0.0,0.0,0.000138150289017341,0.000565947242206235,0.0001394285714285714,0.0005724465558194775,0.00013859649122807016,0.0005707317073170732,0.00013823529411764705,0.0005724815724815725,0.802,0.787,0.0001394244604316547,0.0005708333333333333,0.0008206896551724138,4.609756097560975e-05,0.375,0.556,0.0015705882352941177,0.1,0.574,2.685714285714286e-05,0.0,0.183,0.0,0.005650887573964497,0.0,0.019471264367816092,0.00021682464454976307,0.0005561959654178674,0.0,0.0,0.0002142857142857143,0.0022386223862238624,0.0002058047493403694,0.0021837549933422106,0.00021760391198044014,0.002269417475728155,0.00022182254196642686,0.0022931442080378252,0.975,0.9740000000000001,0.00016638935108153079,0.0007066666666666666,0.0008344370860927153,0.0001265432098765432,0.625,0.838,0.0074237804878048794,0.0,0.445
672,665,0.0,9.361702127659574e-06,0.0,3.4602076124567473e-06,2.906015037593985e-06,6.1328125e-06,2.711267605633803e-06,5.666666666666667e-06,0.501,0.807,4.470443349753694e-06,1.0605187319884724e-05,1.4351585014409219e-05,3.148148148148148e-06,0.5,0.662,3.518099547511312e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639191290824261e-07,0.0,1.5528169014084507e-06,3.5011441647597257e-07,0.0,0.0,0.0,0.0,0.0,-0.5575575575575575,-0.7057057057057056,-0.2152152152152152,3.862559241706161e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2589928057553957e-05,4.607142857142857e-05,5.060344827586207e-05,3.5560975609756093e-06,0.0,0.11,0.00037058823529411767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.523696682464455e-05,5.533141210374639e-05,0.0,0.0,2.4630541871921187e-05,0.00023985239852398522,2.5197889182058048e-05,0.00024766977363515323,2.4572127139364305e-05,0.00023786407766990288,2.446043165467626e-05,0.00023404255319148937,0.853,0.6809999999999999,2.113144758735441e-05,8.066666666666666e-05,0.00016423841059602648,2.757201646090535e-05,0.625,0.878,0.0025914634146341465,0.0,0.0
673,222,0.0,0.0003675531914893616,0.0,0.00014429065743944638,0.00012180451127819548,0.00025625,0.00011408450704225352,0.0002376811594202899,0.937,0.9890000000000001,0.000187192118226601,0.00044092219020172905,0.00040634005763688755,8.580246913580247e-05,0.0,0.12300000000000001,3.7217194570135746e-05,0.1,0.621,0.0002847457627118644,0.0,0.0014668587896253602,0.0,1.0552995391705069e-10,0.0,0.01683453237410072,0.0436,0.0,0.000859271523178808,0.0,3.206293706293706e-05,0.0,0.011534954407294833,0.0,4.651162790697674e-05,6.242299794661192e-05,6.326530612244898e-05,3.808630393996247e-05,7.629629629629627e-05,0.0,0.0,4.926931106471816e-05,0.0001081081081081081,5.0696378830083565e-05,0.00011144578313253013,5.012787723785166e-05,0.00010934065934065932,4.988179669030733e-05,0.00010918367346938775,0.684,0.428,5.007776049766719e-05,0.00011514084507042253,0.00010387323943661971,3.329519450800915e-05,0.0,0.0865,7.199999999999999e-06,0.0,0.435,0.07507507507507506,-0.19719719719719717,-0.2692692692692692,0.00164218009478673,0.0,0.0,0.00039768786127167624,0.0016546762589928056,0.000404,0.0016840855106888362,0.0003982456140350877,0.0016682926829268295,0.0003976470588235294,0.0016683046683046683,0.614,0.384,0.0004,0.0016607142857142855,0.0023103448275862072,0.00013024390243902438,0.0,0.361,0.011294117647058824,0.2,0.691,8.447619047619048e-05,0.0,0.2,0.0,0.00378698224852071,0.0,0.01740229885057471,0.0009336492890995263,0.0022997118155619594,0.0,0.0,0.0009642857142857144,0.009778597785977861,0.000978891820580475,0.010026631158455396,0.0009633251833740832,0.009696601941747573,0.0009592326139088727,0.00959810874704492,0.983,0.998,0.000800332778702163,0.0032533333333333333,0.0028874172185430463,0.000441358024691358,0.0,0.44299999999999995,0.005213414634146342,0.0,0.41100000000000003
674,990,1.0,2.3191489361702126e-05,0.0,9.134948096885813e-06,8.308270676691729e-06,1.6718749999999996e-05,7.922535211267605e-06,1.5797101449275363e-05,0.9890000000000001,0.89,1.123152709359606e-05,2.54178674351585e-05,2.095100864553314e-05,4.641975308641975e-06,0.625,0.96,3.563348416289593e-05,0.0,0.408,2.0508474576271186e-05,0.0,0.0014553314121037463,0.0,1.1221198156682027e-09,0.0,0.009424460431654676,0.0447,0.0,8.278145695364238e-09,0.0,1.9825174825174823e-06,0.0,0.009148936170212766,0.0,3.0443974630021144e-06,4.004106776180699e-06,4.040816326530612e-06,2.7579737335834897e-06,5.703703703703703e-06,0.0,0.0,3.1732776617954066e-06,7.207207207207207e-06,3.259052924791086e-06,7.4096385542168684e-06,3.2225063938618923e-06,7.307692307692308e-06,3.215130023640662e-06,7.29591836734694e-06,0.92,0.919,3.2659409020217733e-06,7.746478873239436e-06,6.971830985915493e-06,2.1052631578947366e-06,0.5,0.674,5.771428571428571e-06,0.1,0.581,0.1071071071071071,-0.24124124124124124,-0.3393393393393393,0.00010142180094786732,0.0,0.0,2.4624277456647396e-05,9.760191846522781e-05,2.4857142857142852e-05,9.85748218527316e-05,2.4678362573099412e-05,9.829268292682928e-05,2.4705882352941178e-05,9.852579852579851e-05,0.9740000000000001,0.993,2.446043165467626e-05,9.94047619047619e-05,0.0001370689655172414,7.902439024390243e-06,0.375,0.513,0.0006823529411764706,0.0,0.475,4.980952380952381e-06,0.0,0.192,0.0,0.001875739644970414,0.0,0.013655172413793102,6.635071090047393e-05,0.00013919308357348702,0.0,0.0,7.339901477832514e-05,0.0006482164821648217,7.12401055408971e-05,0.0006351531291611186,7.43276283618582e-05,0.0006529126213592231,7.541966426858513e-05,0.000657210401891253,0.818,0.8140000000000001,5.740432612312812e-05,0.00020599999999999997,0.0001516556291390728,2.5720164609053497e-05,0.625,0.866,0.0020579268292682928,0.0,0.47100000000000003
675,771,0.0,0.0,0.0,7.993079584775088e-06,6.766917293233083e-06,1.4609375000000001e-05,6.338028169014085e-06,1.3550724637681161e-05,0.615,0.46399999999999997,1.0566502463054188e-05,2.579250720461095e-05,2.4438040345821324e-05,5.067901234567901e-06,0.0,0.373,3.3144796380090494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7091932457786114e-07,1.096296296296296e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0808709175738726e-06,2.658450704225352e-06,2.2816901408450703e-06,7.848970251716248e-07,0.0,0.0577,6.857142857142856e-07,0.0,0.0,-0.3143143143143143,-0.6926926926926926,-0.4754754754754754,0.0,0.0,0.0,1.8670520231213874e-05,8.273381294964029e-05,1.8971428571428568e-05,8.40855106888361e-05,1.871345029239766e-05,8.317073170731708e-05,1.870588235294118e-05,8.32923832923833e-05,0.765,0.537,1.9856115107913673e-05,8.75e-05,0.00011206896551724138,6.341463414634146e-06,0.5,0.6459999999999999,0.003182352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.561576354679803e-05,0.0007884378843788439,7.678100263852243e-05,0.0008082556591211719,7.54278728606357e-05,0.000782766990291262,7.51798561151079e-05,0.0007742316784869977,0.628,0.401,6.405990016638936e-05,0.0002686666666666667,0.0002576158940397351,3.888888888888889e-05,0.0,0.281,0.001217987804878049,0.0,0.0
676,557,0.0,0.0,0.0,0.0,0.0,2.03125e-06,0.0,1.8768115942028984e-06,0.9620000000000001,0.795,0.0,3.458213256484149e-06,2.77521613832853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.915492957746478e-07,0.0,1.4302059496567503e-07,0.0,4.8100000000000004e-05,6.114285714285713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2068965517241379e-05,4.97560975609756e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.768718801996672e-06,5.133333333333333e-05,4.3311258278145696e-05,3.446502057613169e-06,0.0,0.114,0.0015396341463414635,0.0,0.0
677,107,1.0,0.0,0.0008930390492359933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036599423631123915,0.0007962962962962962,0.0,0.0,0.0,0.5,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001533333333333333,0.0008067542213883677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019225352112676058,0.0006338672768878717,0.0,0.0,0.0,0.5,0.889,0.0,0.0,0.0,0.0,0.01797427652733119,0.0010645161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019482758620689655,0.001102439024390244,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011049562682215745,0.002598684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013377483443708609,0.0021193415637860086,0.0,0.0,0.0,0.0,0.0816
678,266,0.0,1.0478723404255319e-05,0.0,4.394463667820069e-06,3.6766917293233077e-06,7.429687500000001e-06,3.433098591549296e-06,6.862318840579711e-06,0.7390000000000001,0.897,5.652709359605911e-06,1.2853025936599423e-05,1.1988472622478386e-05,2.6975308641975308e-06,0.375,0.479,2.8846153846153842e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21575984990619e-07,1.3518518518518516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1586314152410577e-06,2.5880281690140845e-06,2.232394366197183e-06,7.093821510297482e-07,0.0,0.313,2.4685714285714284e-06,0.0,0.0,-0.02002002002002002,-0.3613613613613613,-0.3303303303303303,4.549763033175356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143884892086332e-05,4.976190476190475e-05,6.775862068965517e-05,3.7853658536585363e-06,0.0,0.23199999999999998,0.0003064705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1398104265402844e-05,6.599423631123919e-05,0.0,0.0,3.263546798029557e-05,0.0002841328413284133,3.324538258575198e-05,0.000292942743009321,3.251833740831296e-05,0.00028155339805825235,3.2254196642685845e-05,0.00027777777777777783,0.752,0.8959999999999999,2.728785357737105e-05,9.533333333333332e-05,8.609271523178808e-05,1.5740740740740744e-05,0.625,0.69,0.0014801829268292685,0.0,0.0
679,431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,470,0.0,0.00010531914893617021,0.0,4.325259515570935e-05,3.703007518796992e-05,7.8125e-05,3.4788732394366196e-05,7.318840579710145e-05,0.963,0.9079999999999999,5.652709359605912e-05,0.0001345821325648415,0.00015763688760806916,3.32716049382716e-05,0.0,0.39299999999999996,0.0002771493212669683,0.0,0.244,0.00036610169491525427,0.0,0.0009711815561959655,0.0,2.5115207373271887e-10,0.0,0.014388489208633094,0.0209,0.0,4.635761589403974e-10,0.0,1.076923076923077e-05,0.0,0.008601823708206687,0.0,1.0274841437632134e-05,1.455852156057495e-05,1.5959183673469386e-05,7.636022514071295e-06,1.418518518518518e-05,0.0,0.0,9.54070981210856e-06,2.054054054054054e-05,9.860724233983286e-06,2.132530120481928e-05,9.718670076726342e-06,2.082417582417582e-05,9.645390070921986e-06,2.0765306122448983e-05,0.996,0.95,9.642301710730948e-06,2.1760563380281688e-05,2.954225352112676e-05,9.610983981693363e-06,0.375,0.5710000000000001,7.657142857142857e-05,0.0,0.47100000000000003,-0.12412412412412412,-0.49649649649649646,-0.39639639639639634,0.0004644549763033177,0.0,0.0,0.00011502890173410404,0.0004748201438848921,0.00011714285714285715,0.0004845605700712589,0.0001152046783625731,0.000478048780487805,0.00011529411764705884,0.0004766584766584766,0.912,0.682,0.00011654676258992806,0.00047976190476190476,0.0007198275862068966,4.1121951219512196e-05,0.0,0.0139,0.000947058823529412,0.1,0.664,2.0190476190476192e-05,0.0,0.219,0.0,5.621301775147929e-09,0.0,0.009885057471264367,0.00039218009478672995,0.0009596541786743514,0.0,0.0,0.0003756157635467981,0.0037392373923739236,0.0003786279683377309,0.003808255659121173,0.0003765281173594132,0.003725728155339805,0.00037649880095923255,0.003699763593380615,0.975,0.866,0.00030948419301164725,0.00124,0.0014900662251655628,0.00023045267489711936,0.0,0.0892,0.00899390243902439,0.0,0.376
681,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143e-06,5.907780979827089e-06,6.368876080691643e-06,1.3518518518518518e-06,0.0,0.00997,1.0542986425339365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7579737335834896e-07,5.555555555555554e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28149300155521e-07,7.605633802816901e-07,8.52112676056338e-07,2.837528604118993e-07,0.0,0.0,0.0,0.0,0.0,-0.4174174174174174,-0.7217217217217217,-0.40840840840840836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.417266187050359e-06,3.053571428571428e-05,4.2413793103448274e-05,3.0195121951219515e-06,0.375,0.449,0.0005164705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.440758293838863e-05,6.1671469740634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2129783693843596e-05,9.266666666666668e-05,8.47682119205298e-05,1.2757201646090535e-05,0.0,0.18600000000000003,0.0018445121951219511,0.0,0.0
682,1433,1.0,0.016489361702127656,0.012427843803056027,0.015051903114186851,0.015977443609022556,0.0016171875,0.016126760563380284,0.0016159420289855073,1.0,1.0,0.01330049261083744,0.0015129682997118156,0.0015129682997118156,0.006666666666666666,0.0,0.0,0.0,1.0,1.0,0.0008398305084745762,0.0,0.00547550432276657,0.0,0.013271889400921659,0.0,0.007338129496402878,1.0,0.0,0.03377483443708609,0.0,0.010664335664335663,0.0,0.021580547112462007,0.0,0.014143763213530655,0.012525667351129362,0.014122448979591836,0.01326454033771107,0.0020851851851851847,0.0020851851851851847,0.01326454033771107,0.012797494780793318,0.002058558558558558,0.01275766016713092,0.0020542168674698796,0.01278772378516624,0.002043956043956044,0.012789598108747047,0.0020561224489795914,1.0,1.0,0.01208398133748056,0.0020352112676056337,0.0020352112676056337,0.00889016018306636,0.0,0.0,0.0,1.0,1.0,0.7407407407407407,0.9579579579579579,0.7457457457457457,0.002890995260663507,0.003922829581993569,0.0058823529411764705,0.01780346820809248,0.002997601918465228,0.017714285714285714,0.002992874109263658,0.017719298245614034,0.003,0.01776470588235294,0.003022113022113022,1.0,1.0,0.016690647482014386,0.0028154761904761903,0.004077586206896551,0.005658536585365853,0.0,0.0,0.0,1.0,1.0,0.004009523809523809,0.0,0.048799999999999996,0.0,0.033136094674556214,0.0,0.01967816091954023,0.0031516587677725126,0.0005043227665706051,0.0005102040816326531,0.00175,0.002783251231527094,0.001808118081180812,0.002532981530343008,0.001664447403462051,0.0027506112469437654,0.0017718446601941746,0.0027458033573141485,0.0017612293144208039,1.0,1.0,0.0028286189683860235,0.0007333333333333333,0.000728476821192053,0.0017489711934156379,0.0,0.0,0.0,1.0,1.0
683,310,1.0,0.0,0.0005229202037351442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004660493827160494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004915572232645403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038558352402745993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005996204933586337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005804878048780488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008486842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006913580246913581,0.0,0.0,0.0,0.0,0.0
684,528,0.0,1.5904255319148936e-05,1.4482173174872665e-06,7.474048442906574e-06,6.278195488721804e-06,1.3046875e-05,5.845070422535212e-06,1.210144927536232e-05,0.9890000000000001,0.993,9.630541871921183e-06,2.2622478386167148e-05,1.786743515850144e-05,4.080246913580246e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.407407407407406e-07,3.883677298311444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5035211267605632e-06,4.805491990846682e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015498392282958201,9.354838709677417e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676258992805754e-05,0.0,0.00016637931034482758,9.317073170731707e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.045023696682465e-05,0.0,0.0001685131195335277,3.9013157894736844e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.978,0.0,0.0,0.00022185430463576158,3.549382716049383e-05,0.0,0.0,0.0,0.0,0.0
685,190,0.0,0.00022234042553191487,0.0,8.78892733564014e-05,7.368421052631579e-05,0.0001515625,6.866197183098591e-05,0.00013985507246376812,1.0,0.9990000000000001,0.00011330049261083745,0.00026224783861671466,0.000717579250720461,0.00015432098765432098,0.625,0.885,0.0003608597285067873,0.1,0.5660000000000001,0.0001889830508474576,0.0,0.0014380403458213256,0.0,3.80184331797235e-10,0.0,0.018705035971223024,0.036699999999999997,0.0,0.0013245033112582781,0.0,2.1398601398601394e-05,0.0,0.01595744680851064,0.0,2.6849894291754758e-05,3.6344969199178646e-05,3.714285714285714e-05,2.0637898686679174e-05,3.9999999999999996e-05,0.0,0.0,2.985386221294363e-05,6.216216216216216e-05,3.064066852367688e-05,6.3855421686747e-05,3.043478260869565e-05,6.263736263736263e-05,3.0260047281323877e-05,6.275510204081633e-05,0.9990000000000001,1.0,3.0482115085536547e-05,6.654929577464789e-05,0.000248943661971831,8.03203661327231e-05,0.75,0.968,6.228571428571429e-06,0.1,0.578,0.06756756756756757,-0.19719719719719717,-0.26126126126126126,0.0009786729857819906,0.0,0.0,0.000246242774566474,0.0010095923261390887,0.00024971428571428573,0.001026128266033254,0.00024678362573099413,0.0010170731707317075,0.0002464705882352941,0.0010171990171990173,1.0,0.965,0.0002489208633093525,0.0010178571428571428,0.004336206896551724,0.0002468292682926829,0.0,0.335,0.0018058823529411765,0.0,0.35600000000000004,5.8285714285714284e-05,0.0,0.211,0.0,0.005059171597633136,0.0,0.024597701149425288,0.0005604265402843603,0.0013141210374639767,0.0,0.0,0.0005849753694581282,0.005694956949569496,0.0005976253298153034,0.005885486018641813,0.0005831295843520784,0.005643203883495145,0.000579136690647482,0.0055673758865248234,1.0,1.0,0.0004891846921797005,0.0019133333333333333,0.0038940397350993375,0.0006213991769547326,0.5,0.621,0.012926829268292684,0.1,0.504
686,625,0.0,0.0,0.0,1.3875432525951558e-05,1.1616541353383457e-05,2.421875e-05,1.0845070422535212e-05,2.2318840579710145e-05,0.873,0.976,1.7733990147783254e-05,4.178674351585015e-05,4.005763688760807e-05,8.518518518518517e-06,0.625,0.871,5.814479638009049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.078799249530957e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.331259720062208e-07,0.0,0.0,0.0,0.0,0.0445,1.177142857142857e-06,0.0,0.0,0.0,-0.8438438438438437,0.0,0.0,0.0,0.0,0.0,0.0001448441247002398,0.0,0.00014726840855106888,0.0,0.00014585365853658538,0.0,0.00014594594594594595,0.795,0.922,0.0,0.00014583333333333332,0.0,0.0,0.5,0.5760000000000001,0.0009058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001481042654028436,0.0003573487031700288,0.0,0.0,0.00014408866995073894,0.0014637146371463715,0.00014775725593667546,0.0015046604527296941,0.0001430317848410758,0.0014441747572815531,0.00014268585131894484,0.0014302600472813239,0.8420000000000001,0.9390000000000001,0.0001204658901830283,0.00049,0.0004662251655629139,7.20164609053498e-05,0.625,0.7170000000000001,0.004466463414634147,0.0,0.0
