index_compiled,index,class,B_M_FLUX_AP,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_APEC,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_APEC_AP90,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_APEC_AP,B_M_FLUX_APEC_AP90,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_APEC_AP,B_S_FLUX_APEC_AP90,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB
1089,70,1.0,0.0046914893617021275,0.0007538200339558574,0.0014982698961937717,0.001492481203007519,0.0030546875,0.001461267605633803,0.002963768115942029,0.966,0.992,0.0020689655172413794,0.00478386167146974,0.00478386167146974,0.001037037037037037,0.75,1.0,0.0059954751131221715,0.0,0.155,0.0011271186440677966,0.0,0.0020547550432276655,0.0,4.3317972350230415e-11,0.0,0.01489208633093525,0.0475,0.0,0.003940397350993378,0.0,0.00045454545454545455,0.0,0.025987841945288755,0.0,0.0007336152219873151,0.000780287474332649,0.0007836734693877549,0.0005647279549718573,0.0010962962962962964,0.0010962962962962964,0.0005647279549718573,0.0007223382045929019,0.001545045045045045,0.000754874651810585,0.0016204819277108433,0.0007442455242966751,0.0015824175824175825,0.0007328605200945627,0.001566326530612245,0.966,0.948,0.0007682737169517886,0.0017218309859154926,0.0017218309859154926,0.0005652173913043478,0.75,1.0,0.0012285714285714285,0.0,0.10400000000000001,0.13913913913913914,0.14014014014014015,0.0012512512512512512,0.020639810426540287,0.028006430868167204,0.0016736242884250474,0.005202312138728324,0.021294964028776977,0.005257142857142857,0.021591448931116388,0.005198830409356725,0.021390243902439023,0.005194117647058824,0.021425061425061422,0.982,0.995,0.005366906474820144,0.021964285714285714,0.03181034482758621,0.001819512195121951,0.5,0.524,0.07647058823529412,0.2,0.8290000000000001,0.0012666666666666668,0.0,0.2,0.0,0.01029585798816568,0.0,0.04045977011494253,0.006741706161137442,0.016224783861671466,0.01641399416909621,0.003743421052631579,0.007229064039408869,0.07158671586715867,0.006517150395778365,0.06524633821571241,0.007518337408312959,0.07402912621359223,0.007865707434052759,0.07695035460992908,0.9890000000000001,0.977,0.006206322795341098,0.024666666666666667,0.024503311258278145,0.0038374485596707818,0.5,0.595,0.2484756097560976,0.0,0.401
1090,198,0.0,0.005638297872340425,0.0,0.00286159169550173,0.0023947368421052633,0.004921875,0.0022359154929577464,0.0045507246376811595,0.244,0.537,0.003682266009852217,0.008530259365994235,0.008587896253602305,0.0018580246913580247,0.0,0.0,0.0,0.0,0.0637,0.07838983050847456,0.0,0.0007377521613832854,0.0,4.0783410138248846e-11,0.0,0.024532374100719425,0.00815,0.0,0.0008311258278145695,0.0,0.001636363636363636,0.0,0.02142857142857143,0.0,0.0007272727272727271,0.0007967145790554414,0.0007795918367346937,0.00012607879924953093,0.0002648148148148148,0.0,0.0,0.00024008350730688933,0.0005495495495495496,0.0002456824512534819,0.0005650602409638555,0.00024271099744245522,0.0005549450549450548,0.00024113475177304963,0.0005561224489795918,0.0113,0.0615,0.0002441679626749611,0.0005880281690140844,0.0,0.0,0.0,0.0,0.0,0.0,0.386,-0.4834834834834834,-0.8048048048048048,-0.5255255255255254,0.025118483412322277,0.0,0.0,0.006416184971098266,0.026618705035971222,0.006514285714285715,0.027078384798099767,0.006432748538011695,0.026829268292682926,0.006411764705882353,0.026781326781326782,0.684,0.32899999999999996,0.006489208633093525,0.026785714285714288,0.03862068965517241,0.0021853658536585365,0.0,0.0,0.0,0.0,0.111,0.0037428571428571433,0.0,0.422,0.0,0.008846153846153846,0.0,0.050114942528735634,0.0283175355450237,0.06743515850144093,0.0,0.0,0.028817733990147792,0.2816728167281673,0.029419525065963063,0.2916111850865513,0.02872860635696822,0.27912621359223294,0.028537170263788974,0.2754137115839244,0.158,0.38,0.024126455906821966,0.09466666666666665,0.09735099337748343,0.015329218106995885,0.0,0.0,0.0,0.0,0.0887
1091,1166,1.0,0.0,0.007181663837011885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002771604938271605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936210131332083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003649885583524027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7685009487666025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.858536585365853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002848684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,453,1.0,2.143617021276595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1600985221674877e-06,9.481268011527378e-07,2.435158501440922e-06,4.95679012345679e-07,0.5,0.613,2.2285067873303167e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.872420262664165e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6236391912908247e-07,0.0,0.0,1.2700228832951945e-07,0.0,0.0,0.0,0.0,0.0,0.16516516516516516,0.0,0.0,1.0947867298578201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5179856115107916e-06,1.0833333333333334e-05,0.0,0.0,0.0,0.355,0.0004376470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2781456953642383e-05,3.405349794238683e-06,0.0,0.49,0.001524390243902439,0.0,0.0
1093,1506,1.0,0.0,0.00028522920203735144,0.0002622837370242215,0.0002849624060150376,0.0005609375,0.0002894366197183099,0.000563768115942029,0.8759999999999999,0.9540000000000001,0.00022044334975369458,0.00048703170028818434,0.00048703170028818434,0.00011049382716049381,0.0,0.0,0.0,0.1,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031894934333958724,0.0006296296296296295,0.0006296296296296295,0.00031894934333958724,0.0002630480167014614,0.0005675675675675675,0.0002598885793871866,0.0005632530120481928,0.0002608695652173913,0.0005604395604395604,0.0002624113475177305,0.0005663265306122449,0.8370000000000001,0.925,0.0002441679626749611,0.0005528169014084506,0.0005528169014084506,0.00017963386727688784,0.0,0.0,0.0,0.0,0.40399999999999997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,349,1.0,4.893617021276595e-05,9.881154499151104e-06,2.3252595155709346e-05,2.0150375939849626e-05,4.2265625e-05,1.9014084507042255e-05,3.9492753623188405e-05,0.789,0.94,2.9433497536945814e-05,6.887608069164265e-05,6.887608069164265e-05,1.4753086419753085e-05,0.0,0.0,0.0,0.1,0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354596622889306e-06,1.4518518518518518e-05,1.4518518518518518e-05,7.354596622889306e-06,1.0626304801670145e-05,2.2927927927927926e-05,1.0891364902506963e-05,2.355421686746988e-05,1.0767263427109973e-05,2.313186813186813e-05,1.0709219858156029e-05,2.3112244897959183e-05,0.9570000000000001,0.948,1.1057542768273717e-05,2.485915492957746e-05,2.485915492957746e-05,8.135011441647596e-06,0.0,0.0,0.0,0.1,0.551,0.3313313313313313,-0.007507507507507507,-0.3313313313313313,0.00022772511848341236,0.0003090032154340836,1.74573055028463e-05,5.3757225433526014e-05,0.00023309352517985612,5.439999999999999e-05,0.0002363420427553444,5.385964912280703e-05,0.00023487804878048784,5.3823529411764715e-05,0.00023488943488943486,0.8109999999999999,0.9420000000000001,5.5539568345323744e-05,0.00023809523809523807,0.0003448275862068965,1.8829268292682926e-05,0.0,0.0,0.0,0.1,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001481042654028436,0.00030259365994236305,0.0003061224489795918,8.223684210526316e-05,0.00014162561576354683,0.0011685116851168514,0.0001437994722955145,0.001197070572569907,0.00014058679706601467,0.0011601941747572814,0.00014028776978417264,0.0011489361702127661,0.929,0.6829999999999999,0.000121630615640599,0.0004006666666666667,0.0003980132450331126,7.520576131687243e-05,0.0,0.0,0.0,0.0,0.478
1095,743,0.0,1.8191489361702123e-05,1.98641765704584e-06,9.550173010380624e-06,8.1203007518797e-06,1.7421874999999998e-05,7.640845070422534e-06,1.6159420289855072e-05,0.456,0.779,1.2561576354679803e-05,3.054755043227665e-05,3.0259365994236307e-05,6.234567901234568e-06,0.625,0.785,8.110859728506788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.598591549295775e-07,5.985915492957746e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5525525525525525,7.985781990521328e-05,0.00010257234726688103,6.1480075901328275e-06,2.190751445086705e-05,8.824940047961631e-05,2.2285714285714283e-05,9.002375296912114e-05,2.1929824561403507e-05,8.902439024390244e-05,2.1941176470588236e-05,8.894348894348895e-05,0.7759999999999999,0.9009999999999999,2.2158273381294965e-05,9.047619047619046e-05,0.00012413793103448274,7.121951219512194e-06,0.625,0.757,0.0015176470588235296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010841232227488154,0.00027435158501440914,0.0002755102040816327,5.94078947368421e-05,0.00010504926108374386,0.0010861008610086101,0.0001062005277044855,0.0011105193075898803,0.00010488997555012226,0.0010800970873786407,0.00010467625899280576,0.0010697399527186764,0.655,0.7390000000000001,8.901830282861896e-05,0.00036933333333333333,0.00036887417218543046,5.5041152263374486e-05,0.0,0.419,0.004237804878048781,0.0,0.0
1096,176,1.0,0.0012765957446808508,0.00040407470288624794,0.0005605536332179932,0.0005451127819548872,0.0011171875000000001,0.0005316901408450703,0.0010724637681159422,0.9990000000000001,0.9990000000000001,0.0013793103448275865,0.0031412103746397695,0.0029106628242074927,0.0006358024691358025,0.0,0.0,0.0,0.2,0.69,8.983050847457627e-05,0.0,0.003515850144092219,0.0,2.488479262672811e-10,0.0,0.00658273381294964,1.0,0.0,0.007963576158940397,0.0,0.00027657342657342655,0.0,0.01209726443768997,0.0,0.000427061310782241,0.0004209445585215606,0.00044489795918367344,0.0003883677298311444,0.0007444444444444443,0.0007444444444444443,0.00038273921200750465,0.000407098121085595,0.0008693693693693693,0.00042896935933147627,0.0009216867469879519,0.0004194373401534526,0.0008901098901098901,0.0004137115839243499,0.0008826530612244898,0.9990000000000001,0.998,0.0007651632970451012,0.0017112676056338025,0.0016056338028169015,0.0005251716247139588,0.0,0.0,0.0,0.6,0.9109999999999999,0.4824824824824825,0.5905905905905905,0.14714714714714713,0.00561611374407583,0.0071704180064308684,0.00042694497153700185,0.0013526011560693642,0.0055155875299760185,0.0013885714285714285,0.005676959619952494,0.001350877192982456,0.005560975609756098,0.0013470588235294117,0.005552825552825553,0.513,0.879,0.002474820143884892,0.009940476190476189,0.01310344827586207,0.0007560975609756098,0.0,0.0,0.0,0.0,0.153,0.00019619047619047621,0.0,0.0887,0.0,0.007840236686390532,0.0,0.013609195402298853,0.0013862559241706164,0.003227665706051873,0.0034402332361516035,0.0008092105263157895,0.0014655172413793106,0.013530135301353014,0.0013324538258575197,0.012543275632490017,0.0015036674816625917,0.013834951456310678,0.0015587529976019184,0.01430260047281324,0.27899999999999997,0.064,0.002113144758735441,0.007933333333333334,0.007350993377483444,0.0012242798353909467,0.0,0.0,0.0,0.1,0.5429999999999999
1097,368,1.0,7.712765957446807e-06,0.0,3.4948096885813153e-06,3.169172932330827e-06,6.742187500000001e-06,3.0246478873239435e-06,6.369565217391304e-06,0.585,0.589,4.285714285714286e-06,1.0288184438040346e-05,6.253602305475504e-06,1.3518518518518518e-06,0.0,0.281,1.5158371040723981e-05,0.0,0.42700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.450281425891182e-06,3.018518518518518e-06,0.0,0.0,2.4425887265135697e-06,5.405405405405405e-06,2.498607242339833e-06,5.542168674698795e-06,2.468030690537084e-06,5.43956043956044e-06,2.458628841607565e-06,5.459183673469387e-06,0.47200000000000003,0.723,2.4883359253499226e-06,5.774647887323943e-06,2.799295774647887e-06,9.645308924485125e-07,0.0,0.11699999999999999,3.0799999999999997e-06,0.0,0.452,0.4624624624624624,0.4114114114114114,-0.06756756756756757,3.791469194312797e-05,0.0,0.0,8.265895953757225e-06,3.908872901678656e-05,8.342857142857143e-06,3.9429928741092636e-05,8.304093567251461e-06,3.926829268292683e-05,8.294117647058823e-06,3.9312039312039314e-05,0.597,0.764,8.374100719424462e-06,3.928571428571428e-05,3.655172413793104e-05,2.0536585365853657e-06,0.0,0.0951,0.00019352941176470592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7890995260663512e-05,3.5734870317002874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1114808652246257e-05,4.046666666666667e-05,3.562913907284768e-05,5.3600823045267485e-06,0.0,0.505,0.0006036585365853658,0.0,0.0
1098,270,1.0,5.425531914893616e-05,0.0,8.304498269896194e-06,8.533834586466164e-06,1.6171875000000002e-05,8.450704225352112e-06,1.5869565217391303e-05,0.00498,0.038,8.805418719211825e-06,1.881844380403458e-05,0.0009308357348703167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7676056338028163e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.06756756756756757,0.9049049049049048,0.00018578199052132706,0.004919614147909967,0.0,5.3757225433526014e-05,0.00018129496402877695,5.434285714285714e-05,0.0001833729216152019,5.345029239766082e-05,0.00018121951219512194,5.341176470588235e-05,0.0001810810810810811,0.377,0.473,4.79136690647482e-05,0.00016130952380952383,0.0045948275862068965,0.001892682926829268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64218009478673e-05,0.0,0.0003032069970845481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007947019867549668,0.0006286008230452676,0.0,0.0,0.0,0.0,0.0
1099,645,1.0,3.2287234042553185e-06,3.1578947368421055e-07,1.2076124567474049e-06,1.0977443609022555e-06,3.0234375000000002e-06,1.0528169014084508e-06,2.8623188405797105e-06,0.0,0.0,1.4901477832512314e-06,4.553314121037464e-06,4.380403458213256e-06,7.962962962962963e-07,0.375,0.551,1.2782805429864253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722326454033771e-07,1.096296296296296e-06,9.111111111111109e-07,1.7166979362101313e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5256609642301716e-07,1.7922535211267604e-06,1.5774647887323943e-06,3.260869565217391e-07,0.0,0.375,1.2457142857142856e-06,0.0,0.0,0.3303303303303303,-0.18218218218218216,-0.47147147147147145,1.798578199052133e-05,2.054662379421222e-05,8.368121442125236e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3884892086330935e-06,1.767857142857143e-05,2.1293103448275866e-05,8.585365853658536e-07,0.0,0.386,0.00040352941176470596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1315165876777254e-05,2.4582132564841496e-05,2.6734693877551023e-05,6.414473684210526e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.086522462562397e-06,3.186666666666667e-05,3.768211920529801e-05,5.936213991769547e-06,0.625,0.682,0.0004862804878048781,0.0,0.0
1100,213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42200000000000004
1101,44,1.0,0.0001234042553191489,0.0,6.782006920415225e-05,5.714285714285714e-05,0.00012187500000000001,5.352112676056338e-05,0.00011304347826086958,0.983,0.998,8.768472906403941e-05,0.00021037463976945244,0.00020547550432276657,4.3086419753086416e-05,0.0,0.019,0.00020588235294117645,0.0,0.26,0.0024661016949152543,0.0,0.0006685878962536023,0.0,5.138248847926267e-11,0.0,0.019856115107913668,0.0111,0.0,3.708609271523179e-10,0.0,2.2937062937062934e-05,0.0,0.017173252279635256,0.0,1.4122621564482028e-05,1.8213552361396307e-05,2.1224489795918364e-05,7.279549718574108e-06,1.4555555555555551e-05,0.0,0.0,1.0772442588726515e-05,2.3468468468468468e-05,1.1086350974930363e-05,2.421686746987952e-05,1.0946291560102299e-05,2.3736263736263735e-05,1.0874704491725769e-05,2.3724489795918367e-05,0.9490000000000001,0.988,1.0964230171073096e-05,2.503521126760563e-05,2.3239436619718308e-05,7.459954233409612e-06,0.5,0.667,1.6685714285714283e-05,0.0,0.465,-0.14114114114114112,-0.6536536536536536,-0.5625625625625625,0.000566350710900474,0.0,0.0,0.00013468208092485548,0.000577937649880096,0.00013657142857142855,0.0005866983372921615,0.0001350877192982456,0.0005804878048780488,0.00013470588235294116,0.0005823095823095822,0.981,0.9690000000000001,0.0001353956834532374,0.0005779761904761904,0.0007939655172413793,4.341463414634146e-05,0.0,0.354,0.0004994117647058824,0.0,0.42700000000000005,3.104761904761905e-05,0.0,0.26,0.0,9.112426035502958e-10,0.0,0.01349425287356322,0.0006860189573459716,0.0016945244956772332,0.0,0.0,0.0006711822660098524,0.006826568265682657,0.0006820580474934038,0.007003994673768311,0.0006699266503667482,0.006771844660194174,0.0006678657074340528,0.006702127659574469,0.941,0.981,0.0005590682196339434,0.00228,0.002271523178807947,0.00034876543209876547,0.0,0.107,0.021189024390243904,0.1,0.504
1102,389,0.0,8.77659574468085e-06,0.0,3.771626297577855e-06,3.172932330827067e-06,8.75e-06,2.9577464788732396e-06,8.043478260869565e-06,0.9059999999999999,0.898,4.864532019704433e-06,1.5072046109510086e-05,1.5706051873198847e-05,2.851851851851852e-06,0.375,0.479,2.2511312217194567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2676056338028167e-06,8.873239436619718e-07,0.0,0.0,0.09,7.199999999999999e-05,0.0,0.0,-1.0,-1.0,-0.39639639639639634,3.933649289099526e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2244604316546764e-05,4.3333333333333334e-05,0.0,2.673170731707317e-06,0.375,0.56,0.0033058823529411767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.146919431279622e-05,0.0001057636887608069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9390000000000001,0.948,3.311148086522463e-05,0.00013733333333333336,0.00018609271523178805,2.6851851851851855e-05,0.0,0.382,0.002515243902439025,0.0,0.0
1103,107,0.0,7.02127659574468e-06,0.0,4.8788927335640145e-06,4.097744360902255e-06,9.296875e-06,3.8028169014084508e-06,8.55072463768116e-06,0.695,0.812,6.293103448275863e-06,1.6080691642651295e-05,1.5187319884726223e-05,3.0679012345679016e-06,0.5,0.615,2.3416289592760177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6856856856856857,3.127962085308057e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.532374100719424e-06,3.44047619047619e-05,4.3189655172413795e-05,2.5804878048780487e-06,0.0,0.10099999999999999,0.00023235294117647062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.161137440758294e-05,0.00016080691642651295,0.0,0.0,6.243842364532021e-05,0.0006703567035670357,6.385224274406332e-05,0.0006924101198402131,6.222493887530563e-05,0.0006638349514563106,6.18705035971223e-05,0.0006548463356973996,0.6609999999999999,0.846,5.2246256239600665e-05,0.00022466666666666666,0.0002152317880794702,3.1893004115226336e-05,0.625,0.7390000000000001,0.0020121951219512196,0.0,0.0
1104,579,1.0,2.2074468085106383e-05,0.0,7.1280276816609e-06,6.541353383458646e-06,1.4765625e-05,6.267605633802817e-06,1.3985507246376815e-05,0.894,0.9390000000000001,8.669950738916257e-06,2.207492795389049e-05,1.8414985590778096e-05,3.3888888888888884e-06,0.375,0.474,2.5791855203619907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4577861163227016e-06,9.111111111111109e-07,0.0,0.0,2.275574112734864e-06,1.608108108108108e-06,2.328690807799443e-06,1.6566265060240964e-06,2.301790281329923e-06,1.626373626373626e-06,2.288416075650118e-06,1.622448979591837e-06,0.972,0.9740000000000001,2.332814930015552e-06,1.6760563380281689e-06,1.426056338028169e-06,1.8077803203661328e-06,0.0,0.105,3.7142857142857138e-06,0.0,0.0,-0.03373373373373373,-0.20520520520520516,-0.17217217217217215,9.71563981042654e-05,0.0,0.0,2.329479768786127e-05,9.808153477218225e-05,2.3485714285714285e-05,9.904988123515438e-05,2.3333333333333332e-05,9.878048780487805e-05,2.335294117647059e-05,9.901719901719902e-05,0.386,0.655,2.3453237410071945e-05,9.880952380952381e-05,0.00012758620689655174,6.7804878048780495e-06,0.0,0.0959,0.00035764705882352943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.225118483412323e-05,0.00015965417867435159,0.0,0.0,4.9261083743842374e-05,0.0006199261992619927,4.7493403693931406e-05,0.0006031957390146474,5e-05,0.0006262135922330096,5.095923261390887e-05,0.0006335697399527187,0.9009999999999999,0.9690000000000001,3.843594009983361e-05,0.000194,0.00013509933774834434,1.4300411522633746e-05,0.625,0.875,0.004070121951219512,0.0,0.0
