name,ra,dec,usrid,separation,probability,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1599,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1600,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1601,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1602,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1603,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1604,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1605,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1606,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1607,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1608,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174804.8-244645, 17 48 04.81,-24 46 45.05,   1609,     0.18,     0.06,     0.71,     0.71,     11.4,    29.08,                TRUE, TRUE,FALSE,FALSE,1.692e-14,1.615e-14,1.770e-14,         ,         ,         
2CXO J174852.9-202138, 17 48 52.93,-20 21 38.42,   1567,     0.62,     0.06,     0.71,     0.71,    108.2,    12.83,                TRUE, TRUE,FALSE,FALSE,2.486e-14,2.176e-14,2.795e-14,         ,         ,         
2CXO J180100.0-245127, 18 01 00.03,-24 51 27.70,   1711,     0.49,     0.06,     0.71,     0.71,    101.4,    17.23,                TRUE,FALSE,FALSE,FALSE,3.825e-13,3.596e-13,4.040e-13,         ,         ,         
2CXO J180150.6-085733, 18 01 50.67,-08 57 33.73,   1703,     0.99,     0.06,     0.80,     0.75,     36.9,     4.59,                TRUE,FALSE,FALSE,FALSE,8.778e-15,6.816e-15,1.064e-14,         ,         ,         
2CXO J180351.4-213707, 18 03 51.44,-21 37 07.23,   1725,     0.51,     0.06,     0.73,     0.73,      0.0,     9.95,                TRUE,FALSE,FALSE,FALSE,5.352e-14,4.809e-14,5.895e-14,         ,         ,         
2CXO J180839.3-202439, 18 08 39.32,-20 24 39.63,   1763,     0.52,     0.06,     0.72,     0.72,     29.5,    84.24,                TRUE,FALSE,FALSE,FALSE,5.188e-12,5.119e-12,5.257e-12,         ,         ,         
2CXO J180943.1-191738, 18 09 43.13,-19 17 38.23,   1772,     0.38,     0.06,     0.79,     0.73,     17.4,    11.11,                TRUE, TRUE,FALSE,FALSE,9.080e-14,8.232e-14,9.877e-14,         ,         ,         
2CXO J180950.2-233222, 18 09 50.26,-23 32 22.86,   1776,     0.81,     0.06,     0.71,     0.71,     89.4,    16.03,                TRUE,FALSE,FALSE,FALSE,9.005e-14,8.355e-14,9.655e-14,         ,         ,         
2CXO J181129.2-192527, 18 11 29.25,-19 25 27.20,   1791,     0.91,     0.06,     0.71,     0.71,     98.9,   133.15,                TRUE,FALSE,FALSE,FALSE,1.433e-12,1.420e-12,1.445e-12,         ,         ,         
2CXO J181635.9+451033, 18 16 35.91,+45 10 33.98,   1825,     0.04,     0.07,     0.81,     0.79,    110.8,     3.47,                TRUE,FALSE,FALSE,FALSE,2.404e-15,1.661e-15,3.146e-15,         ,         ,         
2CXO J182431.9-245211, 18 24 32.00,-24 52 11.01,   1903,     0.11,     0.06,     0.71,     0.71,    107.4,    74.66,                TRUE,FALSE,FALSE,FALSE,3.144e-13,3.097e-13,3.191e-13,         ,         ,         
2CXO J182432.4-245208, 18 24 32.50,-24 52 08.14,   1911,     0.62,     0.06,     0.71,     0.71,    109.0,    92.00,                TRUE,FALSE,FALSE,FALSE,5.282e-13,5.212e-13,5.347e-13,         ,         ,         
2CXO J183452.1-084556, 18 34 52.13,-08 45 56.09,   1983,     0.36,     0.06,     0.71,     0.71,     85.1,    42.61,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,3.800e-15,         ,         ,         
2CXO J183613.7+592530, 18 36 13.70,+59 25 30.08,   2011,     0.72,     0.06,     0.71,     0.71,      2.4,    10.02,                TRUE,FALSE,FALSE,FALSE,2.568e-14,2.303e-14,2.833e-14,         ,         ,         
2CXO J184119.3-045610, 18 41 19.32,-04 56 10.95,   2062,     0.43,     0.06,     0.71,     0.71,      0.0,    69.99,                TRUE,FALSE,FALSE,FALSE,2.249e-12,2.205e-12,2.293e-12,         ,         ,         
2CXO J184624.9-025830, 18 46 24.94,-02 58 30.04,   2123,     0.78,     0.06,     0.71,     0.71,      0.0,   202.28,                TRUE, TRUE,FALSE,FALSE,6.927e-12,6.868e-12,6.982e-12,         ,         ,         
2CXO J184901.6-000117, 18 49 01.62,-00 01 17.58,   2150,     0.22,     0.06,     0.77,     0.76,    154.9,    38.65,                TRUE,FALSE,FALSE,FALSE,1.981e-12,1.928e-12,2.031e-12,         ,         ,         
2CXO J185650.9+024547, 18 56 50.91,+02 45 47.83,   2216,     0.68,     0.06,     0.72,     0.72,    124.5,     6.30,                TRUE,FALSE,FALSE,FALSE,3.053e-14,2.557e-14,3.522e-14,         ,         ,         
2CXO J190714.3+091919, 19 07 14.32,+09 19 19.68,   2333,     0.66,     0.06,     0.71,     0.71,      0.0,    88.75,                TRUE,FALSE,FALSE,FALSE,3.211e-12,3.157e-12,3.262e-12,         ,         ,         
2CXO J190947.4-374414, 19 09 47.45,-37 44 14.33,   2358,     0.62,     0.06,     0.72,     0.72,    162.0,     7.25,                TRUE,FALSE,FALSE,FALSE,8.904e-15,7.655e-15,1.015e-14,         ,         ,         
2CXO J191052.4-595905, 19 10 52.41,-59 59 05.68,   2374,     0.43,     0.06,     0.73,     0.72,    133.4,     4.50,                TRUE, TRUE,FALSE,FALSE,1.656e-15,1.114e-15,2.168e-15,         ,         ,         
2CXO J191105.5-600059, 19 11 05.54,-60 00 59.76,   2373,     0.37,     0.07,     0.88,     0.79,    113.8,     3.06,                TRUE,FALSE,FALSE,FALSE,1.481e-15,9.713e-16,1.991e-15,         ,         ,         
2CXO J191142.6-595826, 19 11 42.66,-59 58 26.59,   2371,     0.30,     0.24,     2.98,     2.98,      0.0,     2.05,            MARGINAL,FALSE,FALSE,FALSE,1.151e-14,7.105e-15,1.592e-14,         ,         ,         
2CXO J193030.1+185214, 19 30 30.13,+18 52 14.14,   2506,     0.55,     0.06,     0.71,     0.71,      0.0,   133.82,                TRUE,FALSE,FALSE,FALSE,1.116e-12,1.108e-12,1.124e-12,         ,         ,         
2CXO J193213.9+105932, 19 32 14.00,+10 59 32.72,   2514,     0.64,     0.06,     0.71,     0.71,     27.5,    35.08,                TRUE,FALSE,FALSE,FALSE,1.483e-13,1.415e-13,1.548e-13,         ,         ,         
2CXO J193938.5+213459, 19 39 38.56,+21 34 59.39,   2551,     0.94,     0.06,     0.71,     0.71,     82.9,    20.56,                TRUE,FALSE,FALSE,FALSE,1.831e-13,1.740e-13,1.917e-13,         ,         ,         
2CXO J195258.2+325240, 19 52 58.21,+32 52 40.70,   2609,     0.27,     0.06,     0.71,     0.71,     38.2,   126.37,                TRUE,FALSE,FALSE,FALSE,2.426e-12,2.407e-12,2.445e-12,         ,         ,         
2CXO J195840.0+284554, 19 58 40.04,+28 45 54.49,   2631,     0.68,     0.07,     0.81,     0.77,     44.7,     3.09,                TRUE,FALSE,FALSE,FALSE,7.818e-15,5.212e-15,1.028e-14,         ,         ,         
2CXO J195936.7+204814, 19 59 36.75,+20 48 14.86,   2634,     0.78,     0.06,     0.71,     0.71,      0.0,    34.31,                TRUE,FALSE,FALSE,FALSE,5.019e-14,4.851e-14,5.187e-14,         ,         ,         
2CXO J201722.6+060305, 20 17 22.69,+06 03 05.35,   2669,     0.25,     0.06,     0.77,     0.76,     31.6,     3.82,                TRUE,FALSE,FALSE,FALSE,1.013e-14,7.353e-15,1.275e-14,         ,         ,         
2CXO J201755.8+362507, 20 17 55.82,+36 25 07.74,   2672,     0.39,     0.08,     1.01,     1.01,      0.0,     3.03,                TRUE,FALSE,FALSE,FALSE,1.991e-14,1.315e-14,2.630e-14,         ,         ,         
2CXO J202105.4+365104, 20 21 05.47,+36 51 04.63,   2677,     0.85,     0.06,     0.71,     0.71,    175.7,    33.60,                TRUE,FALSE,FALSE,FALSE,9.220e-14,8.917e-14,9.504e-14,         ,         ,         
2CXO J202105.4+365104X, 20 21 05.41,+36 51 04.04,   2677,     0.66,     0.09,     1.13,     1.13,      0.0,    58.04,                TRUE,     ,     , TRUE,         ,         ,         ,         ,         ,         
2CXO J202221.6+384214, 20 22 21.68,+38 42 14.95,   2681,     1.00,     0.06,     0.71,     0.71,     10.1,    29.70,                TRUE,FALSE,FALSE,FALSE,3.660e-13,3.536e-13,3.783e-13,         ,         ,         
2CXO J203213.1+412724, 20 32 13.14,+41 27 24.27,   2694,     0.42,     0.06,     0.72,     0.72,     43.8,     8.11,                TRUE, TRUE,FALSE,FALSE,6.448e-14,5.778e-14,7.118e-14,         ,         ,         
2CXO J204320.8+171129, 20 43 20.86,+17 11 29.22,   2707,     0.79,     0.06,     0.78,     0.77,     22.8,     2.80,                TRUE,FALSE,FALSE,FALSE,7.960e-15,4.995e-15,1.077e-14,         ,         ,         
2CXO J205107.5-082737, 20 51 07.51,-08 27 37.76,   2722,     0.38,     0.06,     0.72,     0.72,     35.2,     5.69,                TRUE,FALSE,FALSE,FALSE,2.793e-15,2.043e-15,3.502e-15,         ,         ,         
2CXO J212443.8-335844, 21 24 43.85,-33 58 44.74,   2752,     0.62,     0.06,     0.71,     0.71,     90.0,    17.47,                TRUE,FALSE,FALSE,FALSE,6.683e-14,6.303e-14,7.042e-14,         ,         ,         
2CXO J221438.8+300038, 22 14 38.85,+30 00 38.13,   2796,     0.60,     0.06,     0.72,     0.72,    105.1,     7.83,                TRUE,FALSE,FALSE,FALSE,4.468e-14,3.892e-14,5.044e-14,         ,         ,         
2CXO J222205.9-013715, 22 22 05.96,-01 37 15.58,   2802,     0.79,     0.06,     0.74,     0.73,    129.5,     4.32,                TRUE,FALSE,FALSE,FALSE,5.856e-15,4.436e-15,7.275e-15,         ,         ,         
2CXO J222552.8+653536, 22 25 52.88,+65 35 36.46,   2806,     0.55,     0.06,     0.72,     0.71,     39.5,    11.45,                TRUE,FALSE,FALSE,FALSE,1.213e-14,1.103e-14,1.322e-14,         ,         ,         
2CXO J222905.2+611409, 22 29 05.26,+61 14 09.09,   2811,     0.38,     0.06,     0.71,     0.71,      0.0,    43.76,                TRUE,FALSE,FALSE,FALSE,2.997e-13,2.919e-13,3.074e-13,         ,         ,         
2CXO J224142.0-523636, 22 41 42.01,-52 36 36.22,   2821,     0.17,     0.06,     0.73,     0.72,     32.3,     8.23,                TRUE,FALSE,FALSE,FALSE,4.501e-14,3.905e-14,5.061e-14,         ,         ,         
2CXO J225656.3-102434, 22 56 56.37,-10 24 34.31,   2829,     0.99,     0.06,     0.71,     0.71,    102.0,    10.40,                TRUE,FALSE,FALSE,FALSE,4.032e-14,3.620e-14,4.418e-14,         ,         ,         
2CXO J230108.2+585244, 23 01 08.28,+58 52 44.22,   2831,     0.60,     0.06,     0.71,     0.71,      0.0,   114.17,                TRUE,FALSE,FALSE,FALSE,1.476e-12,1.452e-12,1.500e-12,         ,         ,         
2CXO J233938.7-053305, 23 39 38.74,-05 33 05.18,   2863,     0.76,     0.06,     0.71,     0.71,     57.6,    16.48,                TRUE,FALSE,FALSE,FALSE,2.102e-13,1.972e-13,2.232e-13,         ,         ,         
