,feat_name,feat_imp
0,var_inter_index,0.1584975352119449
1,var_inter_prob,0.1136498181173056
2,var_inter_sigma,0.0450659101483782
3,photflux_aper_hilim_u,0.03718368122626154
4,flux_aper_hilim_u,0.035749890722373986
5,photflux_aper_u,0.03434684532952113
6,var_max,0.028169673732589356
7,var_sigma,0.024369082788672895
8,photflux_aper_hilim,0.02399032462785065
9,photflux_aper_hilim_h,0.023028077164621682
10,hard_hs,0.019932174854714442
11,flux_aper_hilim_h,0.018984712767894558
12,hard_hs_lolim,0.018382832355315838
13,photflux_aper_hilim_m,0.01761281939388864
14,var_mean,0.016520789374367913
15,var_min,0.016359960164035642
16,flux_aper_lolim_s,0.012780499764872345
17,photflux_aper_h,0.012778729233750723
18,photflux_aper_hilim_b,0.01257961845291978
19,photflux_aper_lolim_s,0.012530437354111988
20,hard_hs_hilim,0.012303892342013147
21,photflux_aper_m,0.012247127843154395
22,flux_aper_hilim_s,0.01173048441582139
23,flux_aper_hilim_m,0.011725584571464978
24,photflux_aper_hilim_s,0.010679256891387058
25,flux_aper_hilim_b,0.010266268315692285
26,flux_aper_m,0.009981683308542572
27,hard_hm_lolim,0.009328880466063142
28,flux_aper_h,0.008964577934550346
29,bb_ampl_hilim,0.008693139842086577
30,photflux_aper_lolim,0.008672693837936642
31,photflux_aper_b,0.008287560084813978
32,hard_ms_hilim,0.008277208575114575
33,photflux_aper_s,0.0082070869462303
34,hard_ms,0.008122993628557356
35,hard_hm,0.008102649735069882
36,hard_hm_hilim,0.008067897501123347
37,hard_ms_lolim,0.00783212705896149
38,photflux_aper_lolim_b,0.007535189145060465
39,flux_aper_b,0.007126427068023508
40,flux_aper_hilim,0.007119492614527856
41,photflux_aper_lolim_m,0.006972531844676338
42,flux_aper_lolim,0.006897705490906666
43,flux_aper,0.006477686372309235
44,flux_aper_lolim_m,0.006463842198700815
45,flux_aper_lolim_h,0.00643864139445355
46,flux_aper_lolim_b,0.0059960687525232445
47,bb_ampl,0.005784997962050164
48,photflux_aper,0.005541885819294447
49,ks_prob,0.005539340166928854
50,photflux_aper_lolim_u,0.005083161757627669
51,flux_aper_s,0.00506444929298435
52,photflux_aper_lolim_h,0.004946567068791483
53,var_prob,0.0047985355442648715
54,powlaw_gamma,0.004725556848965231
55,powlaw_gamma_hilim,0.003412316398573952
56,kp_prob,0.0033987232458884678
57,powlaw_ampl_lolim,0.0031349962424423736
58,bb_ampl_lolim,0.002905042422513195
59,bb_kt,0.0026995052779974793
60,powlaw_ampl,0.0025684172243278865
61,bb_kt_hilim,0.0025586889486687286
62,var_index,0.0023649408930362915
63,powlaw_ampl_hilim,0.0023271196390159394
64,powlaw_gamma_lolim,0.0021257929116798037
65,flux_aper_lolim_u,0.0018846629913524954
66,bb_kt_lolim,0.0018076660574371727
67,brems_stat,0.0016041924112418504
68,powlaw_nh,0.0014019907314137868
69,bb_nh_hilim,0.0013118694385430127
70,flux_powlaw_hilim,0.0012197604859022612
71,powlaw_nh_hilim,0.0010625430943056267
72,flux_aper_u,0.0008773610969629043
73,bb_nh,0.0007210023054322398
74,flux_powlaw_lolim,0.0007053729682588035
75,bb_stat,0.0006377826056586411
76,powlaw_nh_lolim,0.0004923244431433929
77,powlaw_stat,0.00045708667709390405
78,flux_bb_hilim,0.0003499648404217668
79,flux_brems,0.0003481953657742254
80,flux_brems_lolim,0.0003248821311456881
81,flux_bb,0.00029292444172678077
82,bb_nh_lolim,0.0002726998216489929
83,flux_brems_hilim,8.925151008952954e-05
84,flux_powlaw,7.646949117249779e-05
85,flux_bb_lolim,4.9848461066263844e-05
