,NAME,PSRJ,RAJ,DECJ,RAJD,num_obs,DECJD,BINCOMP,ASSOC_MOD,ASSOC,SURVEY,PSR,Unnamed: 11
60,B2127+11E,J2129+1210E,21:29:58.1,+12:10:08.6,322.49244583,8,12.16906389,,GC,GC:M15,misc,,
61,B2127+11F,J2129+1210F,21:29:57.1,+12:10:02.9,322.48824167,4,12.167475,,GC,GC:M15,misc,,
62,B2127+11G,J2129+1210G,21:29:57.9,+12:09:57.3,322.49145833,8,12.16591667,,GC,GC:M15,misc,,
63,B2127+11H,J2129+1210H,21:29:58.1,+12:09:59.4,322.49243333,8,12.16650833,,GC,GC:M15,misc,,
64,J2129-5721,J2129-5721,21:29:22.7,-57:21:14.2,322.34486236,0,-57.35394773,He[llb+96],NA,,pks70,,
65,J2136-1606,J2136-1606,21:36:00.2,-16:06:13.0,324.00091667,0,-16.10361111,,NA,,gb350,,
66,J2136-5046,J2136-5046,21:36:57.5,-50:46:56.0,324.23997083,0,-50.78224444,,NA,,pks_superb,,
67,J2137+6428,J2137+6428,21:37:20.2,+64:28:41.8,324.33444967,0,64.47827166,,NA,,"gbncc,lotaas",,
68,J2138+4911,J2138+4911,21:38:15,+49:12,324.5625,0,49.2,,NA,,"gb350,fast_gpps",,
69,J2139+00,J2139+00,21:39:42,+00:36,324.925,0,0.6,,NA,,ar4,,
70,J2139+2242,J2139+2242,21:39:26.9,+22:42:42.0,324.86208333,0,22.71166667,,NA,,"gb4,ar4,lotaas",,
71,J2139+4716,J2139+4716,21:39:55.9,+47:16:13,324.983125,1,47.27027778,,GRS,GRS:4FGL_J2140.0+4716[fermi21],FermiBlind,NRAD,
72,J2139+4738g,J2139+4738g,21:39:58,+47:38,324.99166667,0,47.63333333,,NA,,fast_gpps,,
73,J2140-2310A,J2140-2310A,21:40:22.4,-23:10:48.7,325.09335875,0,-23.18022044,,GC,GC:M30,misc,,
74,J2140-2310B,J2140-2310B,21:40:22,-23:10:47,325.09166667,0,-23.17972222,,GC,GC:M30,misc,,
75,J2143+0654,J2143+0654,21:43:03.3,+06:54:17.5,325.76408333,0,6.90486944,,XRS,"XRS:RX_J2143.0+0654,OPT:[kkvh11]",misc,"XINS,NRAD",
76,J2144-3933,J2144-3933,21:44:12.0,-39:33:56.8,326.05025168,0,-39.5658014,,NA,,pks70,,
77,J2144-5237,J2144-5237,21:44:35.6,-52:37:07.5,326.14854167,0,-52.61875833,,NA,,ghrss,,
78,J2145-0750,J2145-0750,21:45:50.4,-07:50:18.5,326.460245,0,-7.83847611,CO[bkb+95],NA,,"pks70,lotaas",,
79,B2148+63,J2149+6329,21:49:58.7,+63:29:44.2,327.49459708,0,63.4956325,,NA,,"jb1,gb1,gb2,gb3,gb4,lotaas",,
80,B2148+52,J2150+5247,21:50:37.7,+52:47:49.5,327.65729125,0,52.79709889,,NA,,"gb2,gb3,lotaas",,
81,J2151+2315,J2151+2315,21:51:28.9,+23:15:12.8,327.87041667,0,23.25355556,,NA,,ar4,,
82,J2154-2812,J2154-2812,21:54:17.3,-28:12:41,328.572375,0,-28.21138889,,NA,,"pks_superb,gbncc",,
83,J2155+2813,J2155+2813,21:55:15.8,+28:13:12.1,328.81591667,0,28.22002778,,NA,,"ar4,lotaas",,
84,B2152-31,J2155-3118,21:55:13.6,-31:18:54.7,328.80671139,0,-31.3151886,,NA,,"mol2,pks70",,
85,B2151-56,J2155-5641,21:55:01.4,-56:41:57,328.75583333,0,-56.69916667,,NA,,mol2,,
86,J2156+2618,J2156+2618,21:56:23.7,+26:18:30.4,329.09876667,0,26.30846389,,NA,,"ar4,lotaas",,
87,B2154+40,J2157+4017,21:57:01.8,+40:17:45.9,329.25770625,0,40.29610722,,NA,,"gb1,gb3,gb4,lotaas",,
88,J2202+21,J2202+21,22:02:21,+21:47,330.5875,0,21.78333333,,NA,,misc,RRAT[ttm18],
89,J2203+50,J2203+50,22:03,+50,330.75,0,50.0,,NA,,"gb350,lotaas",,
90,J2204+2700,J2204+2700,22:04:43.6,+27:00:54.6,331.18170417,0,27.01519167,He(?)[mgf+19],NA,,ar327,,
91,J2205+1444,J2205+1444,22:05:17.2,+14:44:31.3,331.3218625,0,14.74202778,,NA,,"ar4,lotaas",,
92,J2205+6012,J2205+6012,22:05:34.1,+60:12:54,331.39208333,0,60.215,,GRS,GRS:4FGL_J2205.5+6016[fermi21],"misc,FermiAssoc","HE[goc+19,fermi21]",
93,J2206+6151,J2206+6151,22:06:18.1,+61:51:58.1,331.57549583,0,61.86613889,,NA,,"htru_eff,gbncc",,
94,J2208+4056,J2208+4056,22:08:01.9,+40:56:01.8,332.008308,0,40.93384065,,GRS,GRS:4FGL_J2208.1+4058[fermi21],"gbncc,lotaas",HE[sbc+19],
95,J2208+5500,J2208+5500,22:08:23.7,+55:00:08.4,332.09883333,0,55.00233611,,NA,,"misc,lotaas",,
96,J2209+22,J2209+22,22:09:54,+21:17,332.475,0,21.28333333,,NA,,"misc,lotaas",,
97,J2210+57,J2210+57,22:11,+57:29,332.75,0,57.48333333,,NA,,gbncc,,
98,B2210+29,J2212+2933,22:12:23.3,+29:33:05.4,333.09726833,0,29.55150306,,NA,,"gb2,lotaas",,
99,J2213+53,J2213+53,22:13,+53,333.25,0,53.0,,NA,,gb350,,
100,J2214+3000,J2214+3000,22:14:38.8,+30:00:38.1,333.66188554,1,30.01060907,UL[rrc+11],GRS,"GRS:4FGL_J2214.6+3000[fermi21],OPT:[sh14",FermiAssoc,HE,
101,J2215+1538,J2215+1538,22:15:39.6,+15:38:34.8,333.91522083,0,15.64302222,,NA,,"ar4,gb4,lotaas",,
102,J2215+5135,J2215+5135,22:15:32.6,+51:35:36.3,333.88620167,1,51.59342778,MS[hrm+11],GRS,"GRS:4FGL_J2215.6+5135[fermi21],OPT:[bvr+",FermiAssoc,HE,
103,J2216+5759,J2216+5759,22:16:05.2,+57:59:53.7,334.02175,0,57.99825,,NA,,htru_eff,,
104,J2217+5733,J2217+5733,22:17:55.0,+57:33:04.0,334.47929167,0,57.55111111,,NA,,"misc,gbncc",,
105,B2217+47,J2219+4754,22:19:48.1,+47:54:53.9,334.95057917,0,47.91498056,,NA,,"misc,jb1,gb1,gb3,gb4,gbncc,lotaas",,
106,J2222-0137,J2222-0137,22:22:05.9,-01:37:15.7,335.52487125,0,-1.62103456,CO[blr+13],OPT,"OPT:[blr+13,kbd+14],XRS:[pb15]","gb350,lotaas",,
107,J2222+2923,J2222+2923,22:23:03.2,+29:23:58.6,335.76343393,0,29.39962442,,NA,,"ar4,lotaas",,
108,J2222+5602,J2222+5602,22:22,+56,335.5,0,56.0,,NA,,"gb350,gbncc",,
109,J2225+35,J2225+35,22:24:48,+35:30,336.2,0,35.5,,NA,,misc,RRAT,
110,B2224+65,J2225+6535,22:25:52.8,+65:35:36.3,336.47026125,12,65.59343639,,XRS,"XRS:[hb07b],OPT:Guitar_Nebula[crl93]","jb1,gb1,gb2,gb3,gb4,gbncc,lotaas",,
111,J2227+30,J2227+30,22:27:30,+30:36,336.875,0,30.6,,NA,,"misc,lotaas",,
112,J2228+6447,J2228+6447,22:28:40.5,+64:47:19.4,337.16876574,0,64.78872283,,NA,,gbncc,,
113,J2228-65,J2228-65,22:28:18,-65:11:47,337.075,0,-65.19638889,,NA,,htru_pks,,
114,J2229+2643,J2229+2643,22:29:50.8,+26:43:57.6,337.46201887,0,26.73268012,He[lcf+96],NA,,ar4,,
115,J2229+6114,J2229+6114,22:29:05.2,+61:14:09.3,337.272,8,61.23591667,,GRS,"GRS:4FGL_J2229.0+6114[fermi21],SNR:G106.","misc,gbncc","HE[hcg+01,ppp+09,aaa+09i]",
116,B2227+61,J2229+6205,22:29:41.8,+62:05:36.0,337.42431175,0,62.09333937,,NA,,"gb1,gb3,gbncc,lotaas",,
117,J2234+0611,J2234+0611,22:34:23.0,+06:11:28.6,338.59613788,0,6.19130176,He[sfa+19],NA,,ar327,,
118,J2234+0944,J2234+0944,22:34:46.8,+09:44:30.2,338.69522423,0,9.74173514,UL[tjl+17],GRS,GRS:4FGL_J2234.7+0943[fermi21],FermiAssoc,HE,
119,J2234+2114,J2234+2114,22:34:56.6,+21:14:18.8,338.736,0,21.23855556,,NA,,"ar4,lotaas",,
120,J2235+1506,J2235+1506,22:35:43.7,+15:06:49.0,338.93208375,0,15.11362778,,NA,,"ar4,lotaas",,
121,J2236-5527,J2236-5527,22:36:51.8,-55:27:48.8,339.21604583,0,-55.46356472,He[bbb+13],NA,,htru_pks,,
122,J2238+5903,J2238+5903,22:38:28.2,+59:03:40.8,339.61779167,1,59.06133333,,GRS,GRS:4FGL_J2238.5+5903[fermi21],FermiBlind,NRAD,
123,J2238+6021,J2238+6021,22:38,+60:21,339.5,0,60.35,,NA,,"gb350,gbncc",,
124,J2240+5832,J2240+5832,22:40:42.9,+58:32:37.5,340.1789125,0,58.54375556,,NA,,misc,HE[tpc+11],
125,J2241-5236,J2241-5236,22:41:42.0,-52:36:36.2,340.42507708,1,-52.61006278,UL[kjr+11],GRS,"GRS:4FGL_J2241.7-5236[fermi21],XRS:","FermiAssoc,ghrss",HE,
126,J2241+6941,J2241+6941,22:41:20.3,+69:41:59.7,340.33459179,0,69.69992486,,NA,,"gbncc,lotaas",,
127,B2241+69,J2242+6950,22:42:56.4,+69:50:52.1,340.73502715,0,69.84781692,,NA,,"gb2,gbncc,lotaas",,
128,J2243+1518,J2243+1518,22:43:09.7,+15:18:25.1,340.7907,0,15.306975,,NA,,misc,,
129,J2244+63,J2244+63,22:44,+63,341.0,0,63.0,,NA,,gb350,,
130,J2248-0101,J2248-0101,22:48:26.8,-01:01:48.0,342.11202458,0,-1.03002361,,NA,,"pks70,lotaas",,
131,J2251-3711,J2251-3711,22:51:44.0,-37:11:48,342.93333333,0,-37.19666667,,NA,,pks_superb,,
132,J2253+1516,J2253+1516,22:53:14.5,+15:16:37.8,343.31055417,0,15.277175,,NA,,"ar4,lotaas",,
133,J2256-1024,J2256-1024,22:56:56.3,-10:24:34.3,344.23497058,1,-10.40955139,UL[hrm+11],GRS,"GRS:4FGL_J2256.8-1024[fermi21],OPT:[bvr+",FermiAssoc,HE,
134,B2255+58,J2257+5909,22:57:57.7,+59:09:14.8,344.49060088,0,59.15412063,,NA,,"jb1,gb1,gb3,gb4,gbncc,lotaas",,
135,J2301+5852,J2301+5852,23:01:08.2,+58:52:44.4,345.28454167,1,58.87901389,,SNR,"SNR:CTB109,XRS:1E_2259+586",misc,"AXP,NRAD",
136,J2302+4442,J2302+4442,23:02:46.9,+44:42:22.0,345.69574318,0,44.70613461,He(?)[cgj+11],GRS,"GRS:4FGL_J2302.7+4443[fermi21],XRS:XMMUJ","misc,gbncc",HE,
137,J2302+6028,J2302+6028,23:02:11.2,+60:28:00.2,345.54666667,0,60.46672778,,NA,,"gb4,gbncc,lotaas",,
138,B2303+30,J2305+3100,23:05:58.3,+31:00:01.2,346.493005,0,31.00035583,,NA,,"gb1,ar4,gb4,lotaas",,
139,B2303+46,J2305+4707,23:05:55.8,+47:07:45.3,346.482675,0,47.12925556,CO[vk99],NA,,"gb2,lotaas",,
140,J2306+31,J2306+31,23:06:12,+31:23,346.55,0,31.38333333,,NA,,lotaas,,
141,J2307+2225,J2307+2225,23:07:41.2,+22:25:50.1,346.92203333,0,22.43058889,,NA,,ar4,,
142,B2306+55,J2308+5547,23:08:13.8,+55:47:36.0,347.05759167,0,55.79334167,,NA,,"jb1,gb2,gb3,gb4,gbncc,lotaas",,
143,J2310-0555,J2310-0555,23:10:06.4,-05:55:35.9,347.52679167,0,-5.92663889,He[san16],GRS,GRS:4FGL_J2310.0-0555[fermi21],FermiAssoc,HE,
144,J2310+6706,J2310+6706,23:10:42.0,+67:06:52.1,347.67540982,0,67.11446723,,NA,,gbncc,,
145,J2312+6931,J2312+6931,23:12:38.9,+69:31:04.0,348.1622286,0,69.5177786,,NA,,"gbncc,lotaas",,
146,B2310+42,J2313+4253,23:13:08.6,+42:53:13.0,348.28592042,0,42.88695639,,NA,,"gb1,gb2,gb4,gbncc,lotaas",,
147,J2315+58,J2315+58,23:15,+58,348.75,0,58.0,,NA,,"gb350,lotaas",,
148,J2317+1439,J2317+1439,23:17:09.2,+14:39:31.2,349.288485,0,14.65868472,He[dsw+17],GRS,"GRS:4FGL_J2317.3+1433[fermi21],OPT:[dsw+",ar4,,
149,B2315+21,J2317+2149,23:17:57.8,+21:49:48.0,349.49100792,0,21.83000528,,NA,,"gb1,ar4,gb4,lotaas",,
150,J2319+6411,J2319+6411,23:19:35.2,+64:11:25.7,349.89670833,0,64.1904875,,NA,,"gb350,htru_eff",,
151,B2319+60,J2321+6024,23:21:55.2,+60:24:30.7,350.48005806,0,60.40853163,,NA,,"jb1,gb1,gb3,gb4,gbncc,lotaas",,
152,J2322+2057,J2322+2057,23:22:22.3,+20:57:02.6,350.59306317,0,20.95074367,,NA,,ar4,,
153,J2322-2650,J2322-2650,23:22:34.6,-26:50:58.3,350.6443335,1,-26.84953253,UL[sbb+18],OPT,OPT:(?)[sbb+18],htru_pks,,
154,J2323+1241,J2323+1241,23:23:21.6,+12:14:12.7,350.84007917,0,12.23686111,,NA,,fast_uwb,,
155,B2321-61,J2324-6054,23:24:27.1,-60:54:05.7,351.11308333,0,-60.90160944,,NA,,mol2,,
156,J2325-0530,J2325-0530,23:25:15.3,-05:30:39,351.31375,0,-5.51083333,,NA,,gb350,RRAT,
157,B2323+63,J2325+6316,23:25:13.3,+63:16:52.3,351.30549833,0,63.28121167,,NA,,"gb1,gbncc,lotaas",,
158,B2324+60,J2326+6113,23:26:58.6,+61:13:36.4,351.74457184,0,61.22679664,,NA,,"jb1,gb1,gb2,gb3,gbncc,lotaas",,
159,J2326+6141,J2326+6141,23:26,+61,351.5,0,61.0,,NA,,"gb350,lotaas",,
160,J2327+62,J2327+62,23:27,+62,351.75,0,62.0,,NA,,gbncc,,
161,J2329+16,J2329+16,23:29:50,+16:57,352.45833333,0,16.95,,NA,,ar327,,
162,J2329+4743,J2329+4743,23:29:31.5,+47:43:39.7,352.38145,0,47.72770278,,NA,,lotaas,,
163,B2327-20,J2330-2005,23:30:26.8,-20:05:29.6,352.61202083,0,-20.09156389,,NA,,"misc,mol2,pks70",,
164,J2333+6145,J2333+6145,23:33:19.4,+61:45:30.0,353.33103333,0,61.75835833,,NA,,htru_eff,,
165,J2336-01,J2336-01,23:36:36,-01:51,354.15,0,-1.85,,NA,,lotaas,,
166,B2334+61,J2337+6151,23:37:05.7,+61:51:01.5,354.27400833,0,61.850425,,SNR,SNR:G114.3+0.3[frs93],"gb2,gb3,lotaas",,
167,J2339-0533,J2339-0533,23:39:38.7,-05:33:05.3,354.91141667,414,-5.55147778,MS[ssc+19],GRS,"GRS:4FGL_J2339.6-0533[fermi21],OPT:[rs11",FermiAssoc,HE[rpp+20],
168,J2340+08,J2340+08,23:40:45,+08:33:00,355.1875,0,8.55,,NA,,"ar327,lotaas",,
169,J2343+6221,J2343+6221,23:43,+62:21,355.75,0,62.35,,NA,,gb350,,
170,J2346-0609,J2346-0609,23:46:50.4,-06:09:59.8,356.7104075,0,-6.16663861,,NA,,pks70,,
171,J2350+31,J2350+31,23:50:42,+31:39,357.675,0,31.65,,NA,,"misc,lotaas",,
172,J2351+8533,J2351+8533,23:51:03,+85:33:20.6,357.76373364,0,85.55573473,,NA,,"gbncc,lotaas",,
173,J2352+65,J2352+65,23:52,+65,358.0,0,65.0,,NA,,"gb350,gbncc,lotaas",,
174,J2354-22,J2354-22,23:54:26,-22:51:53,358.60833333,0,-22.86472222,,NA,,htru_pks,,
175,B2351+61,J2354+6155,23:54:04.7,+61:55:46.8,358.51992917,0,61.92967917,,NA,,"gb1,gb2,gb3,gb4,gbncc,lotaas",,
176,J2355+2246,J2355+2246,23:55:49.8,+22:46:17,358.9575,2,22.77138889,,NA,,gbncc,,
