,NAME,PSRJ,RAJ,DECJ,RAJD,num_obs,DECJD,BINCOMP,ASSOC_MOD,ASSOC,SURVEY,PSR,Unnamed: 11
34,J0033+57,J0033+57,00:33,+57,8.25,0,57.0,,NA,,"gb350,lotaas",,
35,J0033+61,J0033+61,00:33,+61,8.25,0,61.0,,NA,,"gb350,lotaas",,
36,J0034-0534,J0034-0534,00:34:21.8,-05:34:36.7,8.59097592,0,-5.57686722,He[bkb+95],GRS,GRS:4FGL_J0034.3-0534[fermi21],pks70,HE[aaa+10b],
37,B0031-07,J0034-0721,00:34:08.8,-07:21:53.4,8.53695958,0,-7.36483583,,NA,,"mol1,pks70,lotaas",,
38,J0034+69,J0034+69,00:34,+69:43,8.5,0,69.71666667,,NA,,gbncc,,
39,J0038-2501,J0038-2501,00:38:10.2,-25:01:30.7,9.54276667,0,-25.02520278,,NA,,gbncc,,
40,J0039+35,J0039+35,00:39:06,+35:45,9.775,0,35.75,,NA,,lotaas,,
41,B0037+56,J0040+5716,00:40:32.3,+57:16:24.8,10.13495792,0,57.27356472,,NA,,"gb2,gbncc,lotaas",,
42,J0043-73,J0043-73,00:43:25,-73:11,10.85416667,0,-73.18333333,,EXGAL,EXGAL:SMC,misc,,
43,J0045-7042,J0045-7042,00:45:25.6,-70:42:07.1,11.35704167,0,-70.70197222,,EXGAL,EXGAL:SMC,misc,,
44,J0045-7319,J0045-7319,00:45:35.1,-73:19:03.0,11.3965,0,-73.3175,MS[bbs+95],EXGAL,EXGAL:SMC,misc,,
45,B0045+33,J0048+3412,00:48:33.9,+34:12:08.0,12.14160282,0,34.20223077,,NA,,"gb2,gb3,lotaas",,
46,J0050+03,J0050+03,00:50:31,+03:48,12.62916667,0,3.8,,NA,,ar327,,
47,J0051+0423,J0051+0423,00:51:30.1,+04:22:49,12.87541667,0,4.38027778,,NA,,"gb4,lotaas",,
48,J0052-72,J0052-72,00:52:28,-72:05,13.11666667,0,-72.08333333,,EXGAL,EXGAL:SMC,misc,,
49,J0054+66,J0054+66,00:54,+66,13.5,0,66.0,,NA,,gb350,RRAT,
50,J0054+69,J0054+69,00:54:28,+69:26,13.61666667,0,69.43333333,,NA,,gbncc,RRAT,
51,J0054+6946,J0054+6946,00:54:59.1,+69:46:16.8,13.7463175,0,69.77134719,,NA,,gbncc,,
52,B0052+51,J0055+5117,00:55:45.3,+51:17:24.6,13.93915875,0,51.29016694,,NA,,"gb2,lotaas",,
53,B0053+47,J0056+4756,00:56:25.5,+47:56:10.5,14.10630345,0,47.93626269,,NA,,"gb2,lotaas",,
54,J0057-7201,J0057-7201,00:57:44.0,-72:01:19,14.43333333,0,-72.02194444,,NA,,misc,,
55,J0058+4950,J0058+4950,00:58:09.9,+49:50:26.0,14.54162336,0,49.84055678,,NA,,gbncc,,
56,J0058+6125,J0058+6125,00:58,+61:25,14.5,0,61.41666667,,NA,,gb350,,
57,J0059+69,J0059+69,00:59:30,+69:55,14.875,0,69.91666667,,NA,,lotaas,,
58,J0100-7211,J0100-7211,01:00:43.0,-72:11:33.6,15.17929167,20,-72.19266667,,EXGAL,"EXGAL:SMC,XRS:CXOU_J010043.1-721134",misc,"AXP,NRAD",
59,J0100+8023,J0100+8023,01:00:16.0,+80:23:41.7,15.06704167,0,80.39493056,,NA,,lotaas,,
60,J0101-6422,J0101-6422,01:01:11.1,-64:22:30.1,15.29631792,1,-64.3750475,He[kcj+12],GRS,"GRS:4FGL_J0101.1-6422[fermi21],XRS:[pb15",FermiAssoc,HE,
61,J0102+4839,J0102+4839,01:02:50.6,+48:39:42.7,15.71111667,0,48.66187778,He[hrm+11],GRS,GRS:4FGL_J0102.8+4839[fermi21],FermiAssoc,HE,
62,B0059+65,J0102+6537,01:02:32.9,+65:37:13.4,15.63746417,0,65.62039333,,NA,,"gb1,gb3,gbncc,lotaas",,
63,J0103+54,J0103+54,01:03:37,+54:02,15.90416667,0,54.03333333,,NA,,gbncc,RRAT,
64,J0106+4855,J0106+4855,01:06:25.0,+48:55:51.8,16.60441667,0,48.93105556,,GRS,GRS:4FGL_J0106.4+4855[fermi21],FermiBlind,HE,
65,J0107+1322,J0107+1322,01:07:39.9,+13:22:31.7,16.91645833,0,13.37547222,,NA,,lotaas,,
66,J0108-1431,J0108-1431,01:08:08.3,-14:31:50.1,17.03477923,1,-14.53060753,,NA,,pks70,,
67,B0105+65,J0108+6608,01:08:22.5,+66:08:34.4,17.09377042,0,66.14291639,,NA,,"jb1,gb1,gb2,lotaas",,
68,B0105+68,J0108+6905,01:08:29.5,+69:05:52.6,17.12293293,0,69.09795221,,NA,,"gb2,gbncc,lotaas",,
69,J0111+6624,J0111+6624,01:11:21.8,+66:24:10.8,17.8411505,0,66.40299564,,NA,,gbncc,,
70,J0111-7131,J0111-7131,01:11:28.7,-71:31:46.8,17.869875,0,-71.52966667,,EXGAL,EXGAL:SMC,misc,,
71,J0113-7220,J0113-7220,01:13:11.0,-72:20:32.2,18.29620833,0,-72.34227778,,EXGAL,EXGAL:SMC,misc,,
72,J0115+6325,J0115+6325,01:15:45.8,+63:25:50.8,18.941125,0,63.43077778,,NA,,lotaas,,
73,B0114+58,J0117+5914,01:17:38.6,+59:14:38.3,19.41108846,0,59.24399732,,XRS,XRS:[pb15],"gb3,gbncc,lotaas",,
74,J0121+53,J0121+53,01:21,+53:29,20.25,0,53.48333333,,NA,,chime,RRAT[gac+20],
75,J0122+1416,J0122+1416,01:22:01.3,+14:16:17,20.50545833,0,14.27138889,,NA,,"misc,lotaas",,
76,J0125-23,J0125-23,01:25:10,-23:27:26,21.29166667,0,-23.45722222,,NA,,htru_pks,,
77,J0125+62,J0125+62,01:26,+62:35,21.5,0,62.58333333,,NA,,gbncc,,
78,J0131-7310,J0131-7310,01:31:28.5,-73:10:09.3,22.86879167,0,-73.16926111,,EXGAL,EXGAL:SMC,misc,,
79,J0133-6957,J0133-6957,01:33:32.4,-69:57:29.6,23.38525,0,-69.95824444,,NA,,pks70,,
80,J0134-2937,J0134-2937,01:34:18.6,-29:37:17.0,23.57784333,0,-29.62140056,,NA,,pks70,,
81,J0137+1654,J0137+1654,01:37:23.8,+16:54:42.1,24.3495,0,16.91169444,,NA,,"ar4,lotaas",,
82,J0137+6349,J0137+6349,01:37:13.3,+63:49:34.3,24.30569116,0,63.82620927,,NA,,gbncc,,
83,J0139+3336,J0139+3336,01:39:57.2,+33:36:59.7,24.98845833,0,33.61658333,,NA,,"misc,lotaas",RRAT[ttm18],
84,J0139+5621,J0139+5621,01:39:38.5,+56:21:36.8,24.91066667,0,56.36022222,,NA,,"misc,lotaas",,
85,B0136+57,J0139+5814,01:39:19.7,+58:14:31.8,24.83225042,0,58.24217194,,NA,,"gb1,gb2,gb3,gb4,gbncc,lotaas",,
86,B0138+59,J0141+6009,01:41:39.9,+60:09:32.3,25.416409,0,60.15897317,,NA,,"misc,gb3,gb4,gbncc,lotaas",,
87,J0141+63,J0141+63,01:41,+63:08,25.25,0,63.13333333,,NA,,gbncc,,
88,J0146+31,J0146+31,01:46:15,+31:04,26.5625,0,31.06666667,,NA,,misc,,
89,J0146+6145,J0146+6145,01:46:22.4,+61:45:02.8,26.59341667,1,61.75077778,,XRS,XRS:4U_0142+61,misc,"AXP,NRAD",
90,B0144+59,J0147+5922,01:47:44.6,+59:22:03.2,26.93601417,0,59.36757889,,NA,,"gb3,lotaas",,
91,B0148-06,J0151-0635,01:51:22.7,-06:35:02.9,27.84465792,0,-6.58416306,,NA,,"mol2,pks70",,
92,J0152+0948,J0152+0948,01:52:23.7,+09:48:10,28.098875,0,9.80277778,,NA,,ar4,,
93,B0149-16,J0152-1637,01:52:10.8,-16:37:53.6,28.04522458,0,-16.63156694,,NA,,"mol2,pks70",,
94,J0154+1833,J0154+1833,01:54:36.8,+18:33:50.7,28.65367804,0,18.56409944,,NA,,ar327,,
95,J0156+04,J0156+04,01:56:01,+04:02,29.00416667,0,4.03333333,,NA,,ar327,RRAT[dsm+16],
96,B0153+39,J0156+3949,01:56:55.2,+39:49:29,29.23019206,0,39.82459228,,NA,,"gb2,lotaas",,
97,B0154+61,J0157+6212,01:57:49.9,+62:12:26.6,29.4580975,0,62.20740222,,NA,,"jb1,gb3,gbncc,lotaas",,
98,J0158+21,J0158+21,01:58:29,+21:08,29.62083333,0,21.13333333,,NA,,"ar327,lotaas",,
99,J0201+7005,J0201+7005,02:01:41.3,+70:05:18.1,30.42226667,0,70.08836389,,NA,,"gbncc,lotaas",RRAT,
100,J0205+6449,J0205+6449,02:05:37.9,+64:49:41.3,31.40801029,8,64.82814842,,GRS,"GRS:4FGL_J0205.7+6449[fermi21],SNR:PWN:3",misc,HE,
101,B0203-40,J0206-4028,02:06:01.2,-40:28:03.6,31.5053875,0,-40.46767222,,NA,,"mol2,pks70",,
102,J0209+5759,J0209+5759,02:09:37.3,+57:59:45.3,32.40543333,0,57.99591944,,NA,,chime,,
103,J0210+5845,J0210+5845,02:10:55.4,+58:45:04,32.73083333,0,58.75111111,,NA,,lotaas,,
104,J0211-8159,J0211-8159,02:11:59.0,-81:59:36.2,32.99583333,0,-81.99338889,,NA,,pks70,,
105,J0212+5222,J0212+5222,02:12:52.1,+52:22:49.5,33.21724475,0,52.38041719,,NA,,"htru_eff,gbncc,lotaas",,
106,J0214+5222,J0214+5222,02:14:55.2,+52:22:40.9,33.73029708,0,52.37804167,He[slr+14],NA,,"gbncc,lotaas",,
107,J0215+6218,J0215+6218,02:15:56.6,+62:18:33.3,33.98594524,0,62.30927029,,NA,,"misc,gbncc",,
108,J0218+4232,J0218+4232,02:18:06.3,+42:32:17.3,34.52649404,0,42.53815976,He[ker96],GRS,GRS:4FGL_J0218.1+4232[fermi21],"misc,gbncc","HE[khvb98,aaa+09f]",
109,J0220+36,J0220+36,02:20:50,+36:22,35.20833333,0,36.36666667,,NA,,"misc,lotaas",,
110,J0229+20,J0229+20,02:29:03,+20:58,37.2625,0,20.96666667,,NA,,ar327,,
111,B0226+70,J0231+7026,02:31:13.9,+70:26:33.8,37.80832172,0,70.44274548,,NA,,"gb2,gbncc,lotaas",,
112,J0241+16,J0241+16,02:41:46,+16:04,40.44166667,0,16.06666667,,NA,,ar327,,
113,J0242+62,J0242+62,02:42:35,+62:56:50,40.64583333,0,62.94722222,,NA,,"gb350,lotaas",,
114,J0243+6027,J0243+6027,02:43,+60:27,40.75,0,60.45,,NA,,gb350,,
115,J0244+14,J0244+14,02:44:51,+14:27,41.2125,0,14.45,,NA,,ar327,,
116,J0248+4230,J0248+4230,02:48:31.0,+42:30:20.4,42.12917917,0,42.50569167,,GRS,GRS:4FGL_J0248.6+4230[brj+21],FermiAssoc,HE[brj+21],
117,J0248+6021,J0248+6021,02:48:18.6,+60:21:34.7,42.07757083,1,60.35964444,,GRS,GRS:4FGL_J0248.4+6021[fermi21],misc,HE[tpc+11],
118,J0250+5854,J0250+5854,02:50:17.7,+58:54:01.3,42.57408333,0,58.90036111,,NA,,lotaas,,
119,J0251+2606,J0251+2606,02:51:02.5,+26:06:09.9,42.76064042,1,26.10276944,UL[cck+16],GRS,GRS:4FGL_J0251.0+2605[drc+21],FermiAssoc,HE[cck+16],
120,B0254-53,J0255-5304,02:55:56.2,-53:04:21.2,43.98455208,0,-53.07257639,,NA,,"mol1,mol2,pks70,ghrss",,
121,J0302+2252,J0302+2252,03:02:31.9,+22:52:12.1,45.63329167,0,22.87002778,,NA,,"misc,lotaas",,
122,B0301+19,J0304+1932,03:04:33.1,+19:32:51.4,46.13797917,0,19.54761111,,NA,,"misc,mol2,gb4,lotaas",,
123,J0305+11,J0305+11,03:05:06,+11:23,46.275,0,11.38333333,,NA,,lotaas,,
124,J0307+7443,J0307+7443,03:07:55,+74:43:12,46.97916667,0,74.72,,GRS,GRS:4FGL_0307.8+7443[fermi21],FermiAssoc,"HE[hrm+11,fermi21]",
125,J0312-0921,J0312-0921,03:12:06.2,-9:21:56,48.02583333,0,-9.36555556,UL[trr+21],GRS,GRS:4FGL_J0312.1-0921[fermi21],"misc,FermiAssoc","HE[trr+21,fermi21]",
126,J0317+13,J0317+13,03:17:54,+13:29,49.475,0,13.48333333,,NA,,"misc,lotaas",,
127,J0318+0253,J0318+0253,03:18:15.5,+02:53:01.5,49.56475,0,2.88375,,GRS,GRS:4FGL_J0318.2+0254[fermi21],FermiAssoc,HE[wlz+18],
128,B0320+39,J0323+3944,03:23:26.6,+39:44:52.4,50.86109125,0,39.74788972,,NA,,"gb1,gb2,gb4,gbncc,lotaas",,
129,J0324+5239,J0324+5239,03:24:55.4,+52:39:31.3,51.23108333,0,52.65869444,,NA,,htru_eff,,
130,J0325+6744,J0325+6744,03:25:05.1,+67:44:59.3,51.2713307,0,67.74982995,,NA,,gbncc,,
131,J0329+1654,J0329+1654,03:29:08.5,+16:54:02,52.285625,0,16.90055556,,NA,,"ar4,lotaas",,
132,B0329+54,J0332+5434,03:32:59.4,+54:34:43.3,53.24754,0,54.5787025,,NA,,"misc,jb1,gb1,gb2,gb3,gb4,lotaas",,
133,J0332+79,J0332+79,03:32:45,+79:10,53.1875,0,79.16666667,,NA,,gbncc,RRAT,
134,B0331+45,J0335+4555,03:35:16.6,+45:55:53.4,53.81934,0,45.93151444,,NA,,"gb2,lotaas",,
135,J0335+6623,J0335+6623,03:35:57.0,+66:23:23.6,53.98776332,0,66.38989798,,NA,,"gbncc,lotaas",,
136,J0337+1715,J0337+1715,03:37:43.8,+17:15:14.8,54.43260787,0,17.25411889,HeT[rsa+14],OPT,"OPT:[rsa+14],XRS:[ska+16]",gb350,,
137,J0340+4130,J0340+4130,03:40:23.2,+41:30:45.2,55.09703317,0,41.51258087,,GRS,GRS:4FGL_J0340.3+4130[fermi21],FermiAssoc,HE,
138,J0341+5711,J0341+5711,03:41,+57:11,55.25,0,57.18333333,,NA,,"gb350,gbncc,lotaas",,
139,J0343-3000,J0343-3000,03:43:27.9,-30:00:27.5,55.86641667,0,-30.00763889,,NA,,pkshl,,
140,B0339+53,J0343+5312,03:43:12.9,+53:12:53.4,55.80378531,0,53.21484111,,NA,,"gb1,gb2,lotaas",,
141,J0344-0901,J0344-0901,03:44:37.4,-09:01:02.6,56.15612917,0,-9.01740556,,NA,,fast_uwb,,
142,J0348+0432,J0348+0432,03:48:43.6,+04:32:11.4,57.18182917,7,4.53651611,He[afw+13],NA,,"gb350,lotaas",,
143,J0349+2340,J0349+2340,03:49:57.3,+23:40:53,57.48908333,0,23.68138889,,NA,,lotaas,,
144,J0357+3205,J0357+3205,03:57:52.5,+32:05:25,59.46875,0,32.09027778,,GRS,GRS:4FGL_J0357.8+3204[fermi21],FermiBlind,NRAD,
145,B0353+52,J0357+5236,03:57:44.8,+52:36:57.4,59.43683458,0,52.61597028,,NA,,"gb2,gbncc",,
146,J0358+4155,J0358+4155,03:58:03.1,+41:55:19.0,59.51322767,0,41.92195353,,NA,,"gbncc,lotaas",,
147,B0355+54,J0358+5413,03:58:53.7,+54:13:13.7,59.72384917,15,54.22049556,,XRS,XRS:PWN[mvk+06],"misc,jb1,gb1,gb2,gb3,gb4,gbncc,lota",HE[to07],
148,J0358+6627,J0358+6627,03:58:37.9,+66:27:46.5,59.65803763,0,66.46293697,,NA,,"gbncc,lotaas",,
149,J0359+5414,J0359+5414,03:59:26.0,+54:14:55.7,59.858375,13,54.24880556,,GRS,"GRS:4FGL_J0359.4+5414[fermi21],XRS:[wcp+",FermiBlind,NRAD,
150,B0403-76,J0401-7608,04:01:51.7,-76:08:12.9,60.465625,0,-76.13693056,,NA,,"mol2,pks70",,
151,B0402+61,J0406+6138,04:06:30.0,+61:38:41.4,61.62533583,0,61.64483556,,NA,,"gb1,gb2,gb3,gb4,lotaas",,
152,J0407+1607,J0407+1607,04:07:54.9,+16:07:16.4,61.9789125,0,16.12122222,He[lxf+05],NA,,"ar4,lotaas",,
153,J0408+551,J0408+551,04:08,+55,62.0,0,55.0,,NA,,"gb350,lotaas",,
154,J0408+552,J0408+552,04:08,+55,62.0,0,55.0,,NA,,gb350,,
155,J0410-31,J0410-31,04:10:39,-31:07:29,62.6625,0,-31.12472222,,NA,,htru_pks,RRAT,
156,J0413+58,J0413+58,04:13,+58,63.25,0,58.0,,NA,,"gb350,lotaas",,
157,B0410+69,J0415+6954,04:15:55.6,+69:54:09.8,63.98188898,0,69.90274737,,NA,,"gb2,gb4,gbncc,lotaas",,
158,J0417+35,J0417+35,04:17:43,+35:45,64.42916667,0,35.75,,NA,,"ar4,lotaas",,
159,J0417+61,J0417+61,04:17,+61:08,64.25,0,61.13333333,,NA,,gbncc,,
160,J0418-4154,J0418-4154,04:18:03.7,-41:54:14.4,64.51572833,0,-41.90400556,,NA,,ghrss,,
161,J0418+5732,J0418+5732,04:18:33.8,+57:32:22.9,64.6411125,4,57.53969722,,XRS,XRS:SGR_0418+5729,misc,"AXP,NRAD",
162,J0418+6635,J0418+6635,04:18:48.0,+66:35:25,64.7,0,66.59027778,,GRS,GRS:4FGL_J0418.9+6636[fermi21],"misc,FermiAssoc","HE[trr+21,fermi21]",
163,J0419+44,J0419+44,04:19,+44,64.75,0,44.0,,NA,,gb350,,
164,J0420-5022,J0420-5022,04:20:01.9,-50:22:48.1,65.008125,2,-50.38002778,,XRS,"XRS:RX_J0420.0-5022[hmp98],OPT:[kkvh11]",misc,"XINS,NRAD",
165,J0421-0345,J0421-0345,04:21:33.5,-03:45:06.6,65.38981694,0,-3.75183645,,NA,,pks70,,
166,J0421+3255,J0421+3255,04:21:33.2,+32:55:50,65.38833333,1,32.93055556,,NA,,"misc,lotaas",,
167,J0426+4933,J0426+4933,04:26:06.8,+49:33:38.4,66.5283875,0,49.56068333,,NA,,"gb350,htru_eff,lotaas",,
168,J0435+2749,J0435+2749,04:35:51.8,+27:49:01.7,68.96590833,0,27.81713889,,NA,,"ar4,lotaas",,
169,J0437-4715,J0437-4715,04:37:15.8,-47:15:09.1,69.31623406,0,-47.25253075,He[vbv+08],GRS,"GRS:4FGL_J0437.2-4715[fermi21],OPT:[bbm+","pks70,pkshl","HE[bt93,aaa+09f]",
170,J0447-04,J0447-04,04:47,-04:35,71.75,0,-4.58333333,,NA,,gb350,RRAT,
171,J0448-2749,J0448-2749,04:48:41.5,-27:49:46.7,72.17319758,0,-27.82964862,,NA,,"pks70,pkshl",,
172,J0449-7031,J0449-7031,04:49:05.6,-70:31:31.7,72.273625,0,-70.52547222,,EXGAL,EXGAL:LMC,misc,,
173,B0447-12,J0450-1248,04:50:08.7,-12:48:07.1,72.5365875,0,-12.80197222,,NA,,"mol2,pks70",,
174,J0451-67,J0451-67,04:51:50,-67:18,72.95833333,0,-67.3,,EXGAL,EXGAL:LMC,misc,,
175,B0450-18,J0452-1759,04:52:34.1,-17:59:23.3,73.14210708,0,-17.98982528,,NA,,"mol1,mol2,pks70",,
176,J0453+1559,J0453+1559,04:53:45.4,+15:59:21.3,73.43922367,0,15.98925175,NS[msf+15],NA,,ar327,,
177,J0454+4529,J0454+4529,04:54:59.3,+45:29:46.7,73.747125,0,45.49630556,,NA,,lotaas,,
178,B0450+55,J0454+5543,04:54:07.7,+55:43:41.4,73.53229417,0,55.72817694,,NA,,"gb1,gb2,gb4,gbncc,lotaas",,
179,B0456-69,J0455-6951,04:55:47.5,-69:51:34.3,73.948125,0,-69.85952778,,EXGAL,EXGAL:LMC,misc,,
180,J0456-69,J0456-69,04:56:30,-69:10,74.125,0,-69.16666667,,EXGAL,EXGAL:LMC,misc,,
181,J0456-7031,J0456-7031,04:56:02.5,-70:31:06.6,74.01041667,0,-70.5185,,EXGAL,EXGAL:LMC,misc,,
182,J0457+23,J0457+23,04:57:06,+23:34:00,74.275,0,23.56666667,,NA,,"ar327,lotaas",,
183,J0457-6337,J0457-6337,04:57:07.7,-63:37:30.4,74.28245833,0,-63.62511111,,NA,,misc,,
184,J0457-69,J0457-69,04:57:02,-69:46,74.25833333,0,-69.76666667,,EXGAL,EXGAL:LMC,misc,,
185,J0458-0505,J0458-0505,04:58:37.1,-05:05:05.1,74.65467083,0,-5.08475,,NA,,gb350,,
186,J0458-67,J0458-67,04:58:59,-67:43,74.74583333,0,-67.71666667,,EXGAL,EXGAL:LMC,misc,,
187,J0459-0210,J0459-0210,04:59:51.9,-02:10:06.6,74.96642205,0,-2.16850891,,NA,,"pks70,lotaas",,
188,J0501+4516,J0501+4516,05:01:06.7,+45:16:33.9,75.27816667,2,45.27608889,,SNR,"SNR:G160.9+2.6,OPT:[dml+11]",misc,"AXP,NRAD",
189,B0458+46,J0502+4654,05:02:04.5,+46:54:06.0,75.51900417,0,46.90169167,,NA,,"gb1,gb3,gbncc",,
190,B0502-66,J0502-6617,05:02:50.5,-66:17:58.8,75.71054167,0,-66.29966667,,EXGAL,EXGAL:LMC,misc,,
191,J0506+50,J0506+50,05:06:14.1,+50:30:30,76.55875,0,50.50833333,,GRS,GRS:4FGL_J0506.1+5028[fermi21],"fast_uwb,FermiAssoc","HE[qpl+19,fermi21]",
192,J0509+0856,J0509+0856,05:09:22.2,+08:56:25.0,77.34264521,0,8.94028467,He(?)[mgf+19],NA,,ar327,,
193,J0509+3801,J0509+3801,05:09:31.7,+38:01:18.0,77.38245035,0,38.02168971,NS[lsk+18],NA,,gbncc,,
194,J0511-6508,J0511-6508,05:11:56.5,-65:08:36.5,77.98541667,0,-65.14347222,,NA,,misc,,
195,J0514-4002A,J0514-4002A,05:14:06.6,-40:02:48.8,78.52788629,7,-40.04691472,,GC,GC:NGC1851,misc,,
196,J0514-4408,J0514-4408,05:14:52.1,-44:08:37.3,78.71745833,0,-44.14371667,,GRS,GRS:[brs+19],ghrss,HE[brs+19],
197,J0517+2212,J0517+2212,05:17:17.1,+22:12:51.9,79.32144583,0,22.21441667,,NA,,"ar4,lotaas",,
198,J0518+5125,J0518+5125,05:18:26.1,+51:25:58.7,79.6089375,0,51.43297222,,NA,,lotaas,,
