obs_id,true_class,level_a_prob,level_a_class,level_b_prob,level_b_class,th_class,truth,is_ok,src_n,src_id,significance,class
CV_OBS_226,CV,0.9400142627682783,CV,1.0,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_229,CV,0.9908576260340964,CV,0.9287102247401097,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_230,CV,0.97624308574999,CV,0.9253565229959895,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_231,CV,0.9884735918345245,CV,0.8773556955373135,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_232,CV,0.9866992826058587,CV,1.0,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_233,CV,0.7662573250422186,CV,0.9833151714148601,CV,CV,1,1,[HPH2013] 192         ,CV0019,52.93,CV
CV_OBS_236,CV,0.9913277584567866,CV,0.9966971013270355,CV,CV,1,1,[HPH2013] 196         ,CV0020,8.11,CV
CV_OBS_237,CV,0.9626005557403385,CV,0.6800598300336731,CV,X,2,1,[HPH2013] 196         ,CV0020,8.11,CV
CV_OBS_238,CV,0.8353398194592174,CV,1.0,CV,CV,1,1,[HPH2013] 196         ,CV0020,8.11,CV
CV_OBS_246,CV,0.9257534767084583,CV,0.9783047546295215,CV,CV,1,1,[HPH2013] 252         ,CV0032,13.41,CV
CV_OBS_248,CV,0.9804038450815529,CV,0.9821422125645406,CV,CV,1,1,[HPH2013] 252         ,CV0032,13.41,CV
CV_OBS_258,CV,0.9456470497770412,CV,0.9861967300991692,CV,CV,1,1,[HPH2013] 273         ,CV0035,9.19,CV
CV_OBS_259,CV,0.9831563528175559,CV,0.9905251070749513,CV,CV,1,1,[HPH2013] 273         ,CV0035,9.19,CV
CV_OBS_260,CV,0.8461765986209392,CV,0.9978863374381467,CV,CV,1,1,[HPH2013] 273         ,CV0035,9.19,CV
CV_OBS_261,CV,0.9396898320677127,CV,0.8977041623370008,CV,CV,1,1,[HPH2013] 273         ,CV0035,9.19,CV
CV_OBS_264,CV,0.8359706260947879,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_268,CV,0.9957675057287683,CV,0.9988107638888888,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_269,CV,0.953241661020362,CV,0.9990755735492578,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_270,CV,0.8613038594231729,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_271,CV,0.7399998334798846,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_276,CV,0.8677232576282708,CV,0.9967608326632716,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_278,CV,0.9939801217792397,CV,0.9973589743589744,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_279,CV,0.952208783248902,CV,0.987325530837726,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_280,CV,0.8061109871830457,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_282,CV,0.852814141591724,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_283,CV,0.9480870299630277,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_286,CV,0.7025578766622216,CV,0.9947283655032879,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_287,CV,0.9764104782929779,CV,0.9941847987046875,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_29,CV,0.8633297276431086,CV,0.8923416122010216,CV,CV,1,1,[HPH2013] 100         ,CV0002,37.03,CV
CV_OBS_291,CV,0.8975041174907568,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_293,CV,0.9522328714004912,CV,0.9982393162393163,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_295,CV,0.924653367277776,CV,0.9982393162393163,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_298,CV,0.9785424307753305,CV,0.9625800248801772,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_30,CV,0.991097933286055,CV,0.5707721547164256,CV,X,2,1,[HPH2013] 100         ,CV0002,37.03,CV
CV_OBS_302,CV,0.9872585185308697,CV,0.9480990052307786,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_304,CV,0.9718423508188029,CV,1.0,CV,CV,1,1,[HPH2013] 50          ,CV0037,9.94,CV
CV_OBS_307,CV,0.9825937097464347,CV,0.9903561136414755,CV,CV,1,1,[HPH2013] 81          ,CV0039,7.81,CV
CV_OBS_308,CV,0.9717161642215092,CV,0.9815588314124901,CV,CV,1,1,[HPH2013] 81          ,CV0039,7.81,CV
CV_OBS_309,CV,0.9626331683322413,CV,0.9955078652159244,CV,CV,1,1,[HPH2013] 81          ,CV0039,7.81,CV
CV_OBS_311,CV,0.7148477575333907,CV,0.9978863374381467,CV,CV,1,1,[HPH2013] 81          ,CV0039,7.81,CV
CV_OBS_312,CV,0.9906919550763637,CV,0.9978863374381467,CV,CV,1,1,[HPH2013] 81          ,CV0039,7.81,CV
CV_OBS_316,CV,0.9725603603921822,CV,0.9964322916666667,CV,CV,1,1,1RXS J134210.2+282250 ,CV0045,21.74,CV
CV_OBS_317,CV,0.9806968726152706,CV,0.9618136420822239,CV,CV,1,1,1RXS J134210.2+282250 ,CV0045,21.74,CV
CV_OBS_318,CV,0.9895073325562684,CV,0.8918507249310187,CV,CV,1,1,1RXS J134210.2+282250 ,CV0045,21.74,CV
CV_OBS_321,CV,0.9776412666147565,CV,0.911782270499113,CV,CV,1,1,1WGA J1617.0-2258     ,CV0049,2.54,CV
CV_OBS_322,CV,0.9720078029580145,CV,0.9518389448713844,CV,CV,1,1,1WGA J1617.0-2258     ,CV0050,8.01,CV
CV_OBS_323,CV,0.9610035977876714,CV,0.9756216621793502,CV,CV,1,1,1WGA J1740.6-5340     ,CV0051,64.73,CV
CV_OBS_324,CV,0.9741556381930845,CV,0.9905984395008783,CV,CV,1,1,1WGA J1740.6-5340     ,CV0051,64.73,CV
CV_OBS_325,CV,0.9966855092938306,CV,0.9895616846603688,CV,CV,1,1,1WGA J1740.6-5340     ,CV0051,64.73,CV
CV_OBS_326,CV,0.9812701164574514,CV,0.9865895968397193,CV,CV,1,1,1WGA J1740.6-5340     ,CV0051,64.73,CV
CV_OBS_327,CV,0.9050606515972138,CV,0.9036665985112554,CV,CV,1,1,1WGA J1740.6-5340     ,CV0051,64.73,CV
CV_OBS_328,CV,0.9700429688451063,CV,0.9947179487179486,CV,CV,1,1,1WGA J1910.8-5958     ,CV0052,14.0,CV
CV_OBS_329,CV,0.9708739623303833,CV,0.9966666666666667,CV,CV,1,1,1WGA J1910.8-5958     ,CV0052,14.0,CV
CV_OBS_331,CV,0.9667192033206258,CV,1.0,CV,CV,1,1,2XMM J004414.4+412204 ,CV0054,6.53,CV
CV_OBS_332,CV,0.9963656474244711,CV,0.9976215277777777,CV,CV,1,1,2XMM J004414.4+412204 ,CV0054,6.53,CV
CV_OBS_333,CV,0.9918735160764808,CV,0.9976215277777779,CV,CV,1,1,2XMM J004414.4+412204 ,CV0054,6.53,CV
CV_OBS_334,CV,0.9946488927526639,CV,0.9897180976205369,CV,CV,1,1,2XMM J020052.2-092431 ,CV0055,13.56,CV
CV_OBS_337,CV,0.7766562180206245,CV,0.9559757434098091,CV,CV,1,1,2XMM J174816.9-280750 ,CV0058,4.0,CV
CV_OBS_338,CV,0.7057671605425859,CV,0.9254233800156074,CV,CV,1,1,2XMM J175013.1-064227 ,CV0059,83.51,CV
CV_OBS_339,CV,0.9923839590573141,CV,0.9554142777326567,CV,CV,1,1,2XMM J175013.1-064227 ,CV0059,83.51,CV
CV_OBS_340,CV,0.8801742101161332,CV,0.5131681196161465,XRB,X,2,0,2XMM J175013.1-064227 ,CV0059,83.51,CV
CV_OBS_341,CV,0.9622913487478609,CV,0.9835765380288213,CV,CV,1,1,2XMM J175013.1-064227 ,CV0059,83.51,CV
CV_OBS_342,CV,0.95898815391096,CV,0.9903266561015786,CV,CV,1,1,2XMM J180507.1-274308 ,CV0060,5.41,CV
CV_OBS_343,CV,0.9782522651864916,CV,0.9905984395008786,CV,CV,1,1,2XMM J180507.1-274308 ,CV0060,5.41,CV
CV_OBS_344,CV,0.9771431246213627,CV,0.716582642610514,CV,X,2,1,2XMM J190109.3-220003 ,CV0061,31.89,CV
CV_OBS_345,CV,0.9664031954463006,CV,0.6761778650672348,PULSAR,X,2,0,2XMM J231519.0-591029 ,CV0062,10.04,CV
CV_OBS_346,CV,0.9728070864750774,CV,0.9145122122340759,CV,CV,1,1,CHI J162011-5002 1    ,CV0063,5.79,CV
CV_OBS_347,CV,0.9597173134105401,CV,0.9976215277777779,CV,CV,1,1,CHI J172550-3533 2    ,CV0064,10.41,CV
CV_OBS_348,CV,0.5321200729487122,XRB,0.9241714846147658,CV,CV,1,1,CHI J172550-3533 2    ,CV0064,10.41,CV
CV_OBS_349,CV,0.5988360602776609,CV,0.9002383972405259,CV,CV,1,1,CHI J194939+2631 1    ,CV0065,13.07,CV
CV_OBS_35,CV,0.9851598748617786,CV,0.9976411745436137,CV,CV,1,1,[HPH2013] 100         ,CV0002,37.03,CV
CV_OBS_350,CV,0.9018573204413114,CV,0.9590488361838225,CV,CV,1,1,CHI J194939+2631 1    ,CV0065,13.07,CV
CV_OBS_352,CV,0.9354414492808864,CV,0.9722724937345991,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_353,CV,0.9777210134319885,CV,1.0,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_355,CV,0.9834418926748898,CV,0.9955078652159244,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_356,CV,0.9906510355857254,CV,0.9645790457714802,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_357,CV,0.8563244170225064,CV,1.0,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_358,CV,0.9555764698820468,CV,0.9860295428586128,CV,CV,1,1,CXOGLB J002359.3-72043,CV0066,3.43,CV
CV_OBS_36,CV,0.822120231954729,CV,0.9823906714227553,CV,CV,1,1,[HPH2013] 108         ,CV0005,14.3,CV
CV_OBS_363,CV,0.9981349456351707,CV,0.9924669663964877,CV,CV,1,1,CXOGLB J002401.4-72044,CV0067,5.63,CV
CV_OBS_364,CV,0.8914862467050765,CV,1.0,CV,CV,1,1,CXOGLB J002401.4-72044,CV0067,5.63,CV
CV_OBS_365,CV,0.9800687199291366,CV,0.9976215277777779,CV,CV,1,1,CXOGLB J002401.4-72044,CV0067,5.63,CV
CV_OBS_366,CV,0.9828595121084055,CV,0.9945834387651822,CV,CV,1,1,CXOGLB J002401.4-72044,CV0067,5.63,CV
CV_OBS_369,CV,0.9202509190571174,CV,0.9976411745436137,CV,CV,1,1,CXOGLB J002401.4-72044,CV0067,5.63,CV
CV_OBS_371,CV,0.9739761372673197,CV,0.9483942026540709,CV,CV,1,1,CXOGLB J002402.1-72045,CV0068,3.14,CV
CV_OBS_372,CV,0.9062694216623637,CV,0.9751820310564303,CV,CV,1,1,CXOGLB J002402.1-72045,CV0068,3.14,CV
CV_OBS_373,CV,0.640571858266677,CV,0.9908169219634259,CV,CV,1,1,CXOGLB J002402.1-72045,CV0068,3.14,CV
CV_OBS_374,CV,0.997603512858893,CV,0.9982393162393163,CV,CV,1,1,CXOGLB J002402.1-72045,CV0068,3.14,CV
CV_OBS_379,CV,0.995890907568269,CV,0.9276127447423897,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_380,CV,0.9967231709785513,CV,0.9360018441935296,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_381,CV,0.7031009701600892,CV,0.978869303901388,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_382,CV,0.8033551844181761,CV,0.9391060462245603,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_383,CV,0.9029748243004657,CV,0.9623696889494894,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_384,CV,0.7122867095885984,CV,0.9665990924737042,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_385,CV,0.8804747531748298,CV,0.9947283655032879,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_386,CV,0.9913071571471131,CV,0.9950001489025881,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_387,CV,0.9398059413080735,CV,0.9680914383826792,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_388,CV,0.9756324381236391,CV,1.0,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_389,CV,0.9452210725925475,CV,0.9888040144137709,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_390,CV,0.8354168729733138,CV,0.9888481725255339,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_391,CV,0.9187237641142487,CV,0.9388782341916463,CV,CV,1,1,CXOGLB J002402.1-72054,CV0069,46.73,CV
CV_OBS_392,CV,0.974707843964538,CV,1.0,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_393,CV,0.7271067410579389,CV,0.8983924730441359,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_394,CV,0.9255728765142027,CV,0.9796138734255512,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_395,CV,0.9897454073660913,CV,0.9964982928586128,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_396,CV,0.876153055685884,CV,1.0,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_397,CV,0.9947179487179486,CV,0.9973589743589744,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_398,CV,0.9301697613453463,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_399,CV,0.9595863272827911,CV,0.9973589743589745,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_4,CV,0.9788875779742091,CV,1.0,CV,CV,1,1,[HPH2013] 100         ,CV0002,37.03,CV
CV_OBS_40,CV,0.754307324883766,CV,1.0,CV,CV,1,1,[HPH2013] 108         ,CV0005,14.3,CV
CV_OBS_400,CV,0.8679674610746906,CV,1.0,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_401,CV,0.6431217201962028,CV,0.9988107638888888,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_403,CV,0.8296373032984843,CV,0.9950442470871326,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_404,CV,0.972282698067941,CV,0.9932394651419042,CV,CV,1,1,CXOGLB J002402.5-72051,CV0070,22.52,CV
CV_OBS_406,CV,0.6883120884888339,CV,0.9684225429723874,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_408,CV,0.9873231307961976,CV,0.7345792034385602,CV,X,2,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_410,CV,0.9802096376563588,CV,0.7885067317647958,CV,X,2,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_411,CV,0.9171444557387773,CV,0.9720559587602738,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_412,CV,0.9914267204950951,CV,0.9904861111111111,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_413,CV,0.8520189265720558,CV,0.9893628761919462,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_414,CV,0.9850450874722941,CV,0.996162690967569,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_417,CV,0.9649742800715012,CV,0.9923695400469011,CV,CV,1,1,CXOGLB J002403.1-72044,CV0072,6.22,CV
CV_OBS_418,CV,0.983899415931279,CV,1.0,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_419,CV,0.8626816604889069,CV,0.9994018583042974,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_420,CV,0.9852920774857662,CV,1.0,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_421,CV,0.9503575605582074,CV,0.9953750579394477,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_422,CV,0.997530536535312,CV,0.9988107638888888,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_423,CV,0.9892140890089766,CV,0.9990755735492578,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_424,CV,0.97416667831762,CV,1.0,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_425,CV,0.850553180068524,CV,0.9988107638888889,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_426,CV,0.9826828346110754,CV,1.0,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_427,CV,0.9444351283311399,CV,0.9976215277777779,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_429,CV,0.8769809748681581,CV,0.9982393162393163,CV,CV,1,1,CXOGLB J002403.6-72045,CV0073,12.38,CV
CV_OBS_430,CV,0.938970775758965,CV,1.0,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_431,CV,0.7311646276313437,CV,0.9950001489025879,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_433,CV,0.9568612589049004,CV,1.0,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_434,CV,0.9548407422312334,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_435,CV,0.8566857579436811,PULSAR,0.9844478664379744,XRB,XRB,0,0,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_436,CV,0.99087308256954,CV,0.9957726748762934,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_437,CV,0.8302955074875692,CV,0.9988107638888888,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_438,CV,0.9562337918217765,CV,0.8902011296782257,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_439,CV,0.956495293291628,CV,0.9939420407169628,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_440,CV,0.8513642707650149,CV,1.0,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_441,CV,0.6700433648933171,CV,0.9926958983433039,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_442,CV,0.9165377928126666,CV,0.9967712494486106,CV,CV,1,1,CXOGLB J002403.7-72042,CV0074,16.15,CV
CV_OBS_443,CV,0.9849103479513659,CV,0.9931293929937023,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_444,CV,0.9601184023527257,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_446,CV,0.5149233547086847,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_447,CV,0.9884448554894841,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_448,CV,0.9901577990686744,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_449,CV,0.9827713921642633,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_450,CV,0.9850832421104785,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_451,CV,0.9274149686964304,CV,1.0,CV,CV,1,1,CXOGLB J002403.8-72062,CV0075,15.95,CV
CV_OBS_452,CV,0.8144893285562104,CV,0.9964982928586127,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_453,CV,0.9936112605437321,CV,0.990816921963426,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_454,CV,0.9702162573270842,CV,0.994765625,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_455,CV,0.9896862099690463,CV,0.9798707414078703,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_456,CV,0.9641494598233837,CV,0.9982393162393163,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_457,CV,0.877130466728691,CV,0.9982393162393163,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_458,CV,0.5640051698641655,CV,0.9944020072068853,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_459,CV,0.9657986113865977,CV,0.9687407094278924,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_460,CV,0.6394891706740395,CV,0.9940860656958218,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_461,CV,0.6118036834010966,CV,0.9639329242577598,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_463,CV,0.40779440519666516,CV,0.9384929377201435,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_464,CV,0.9669628299931128,CV,0.989627685852315,CV,CV,1,1,CXOGLB J002404.2-72045,CV0076,120.12,CV
CV_OBS_465,CV,0.9425153872841764,CV,0.9967608326632716,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_466,CV,0.9235555407456064,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_468,CV,0.9918723312498149,CV,0.9773801057348283,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_470,CV,0.9603782385138885,CV,0.9320303002587963,PULSAR,PULSAR,0,0,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_471,CV,0.9103692646332724,CV,0.983021888506386,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_472,CV,0.7745937159900609,CV,0.956732105056872,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_473,CV,0.9730255873385298,CV,0.9617476408902779,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_476,CV,0.9978527454505314,CV,0.9990755735492578,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_477,CV,0.9853038855197414,CV,0.9976215277777779,CV,CV,1,1,CXOGLB J002404.9-72045,CV0077,19.64,CV
CV_OBS_479,CV,0.9521604519032434,CV,0.996034674729821,CV,CV,1,1,CXOGLB J002404.9-72050,CV0078,4.19,CV
CV_OBS_480,CV,0.9176261740143499,CV,0.9875471574495964,CV,CV,1,1,CXOGLB J002404.9-72050,CV0078,4.19,CV
CV_OBS_482,CV,0.9413480311146625,CV,0.9807287206709373,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_483,CV,0.9920788195792424,CV,0.9986119554204659,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_485,CV,0.9709887908977514,CV,0.9871164063536156,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_486,CV,0.9877891743356061,CV,0.9895972511919462,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_487,CV,0.9234579556787924,CV,0.9890980665315772,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_488,CV,0.8176306674142987,CV,0.9024007671593057,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_489,CV,0.8097486785446445,CV,0.997967532840016,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_490,CV,0.5067273098761819,CV,0.9505148965695402,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_491,CV,0.7784800496664871,CV,0.9734822231296287,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_493,CV,0.9945800658102655,CV,0.9966971013270357,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_494,CV,0.9814937395199146,CV,0.9882058727180681,CV,CV,1,1,CXOGLB J002405.3-72042,CV0079,10.2,CV
CV_OBS_495,CV,0.9771801050186262,CV,0.9988478747203579,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_496,CV,0.874611128408806,CV,0.9990755735492578,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_497,CV,0.98256105330526,CV,0.9988107638888888,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_498,CV,0.9570750260586188,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_499,CV,0.9949323493234931,CV,1.0,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_5,CV,0.9659906768397749,CV,0.9976215277777777,CV,CV,1,1,[HPH2013] 100         ,CV0002,37.03,CV
CV_OBS_50,CV,0.9167293630171959,CV,0.7370276969140129,CV,X,2,1,[HPH2013] 108         ,CV0005,14.3,CV
CV_OBS_500,CV,0.9630032310427905,CV,1.0,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_501,CV,0.9797161393644781,CV,0.9991196581196581,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_502,CV,0.9716412372897859,CV,0.9964890492639714,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_503,CV,0.765846170842384,CV,0.9976411745436137,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_504,CV,0.7387566311900878,CV,1.0,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_505,CV,0.9921459169844382,CV,1.0,CV,CV,1,1,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_506,CV,0.8899397455995849,XRB,0.9124985090820515,PULSAR,PULSAR,0,0,CXOGLB J002405.6-72044,CV0080,20.78,CV
CV_OBS_507,CV,0.7383533399907939,CV,1.0,CV,CV,1,1,CXOGLB J002406.0-72045,CV0081,25.99,CV
CV_OBS_508,CV,0.984272491843857,CV,1.0,CV,CV,1,1,CXOGLB J002406.0-72045,CV0081,25.99,CV
