index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,40580.4,2010-01-27T01:02:52,2.9524372230428355,,,0.8,0.0,4.1512000000000003e-16,0.0,0.0
1,75682.2,2010-01-29T14:46:35,0.5502447451770803,,,2.6,1.7909999999999998e-17,1.7986599999999998e-16,1.1194e-18,0.664
2,171955.9,2012-01-18T14:26:38,0.38957549704459965,7.459e-05,2.8900000000000003e-06,8.0,3.2054e-16,4.878199999999999e-16,1.55966e-16,1.8479999999999996
6,160215.7,2012-01-21T08:54:47,1.1348233597692865,,,8.0,2.5568e-16,4.3862e-16,1.0907000000000002e-16,1.6599999999999997
3,75554.3,2012-01-26T22:21:59,0.7018927444794952,,,3.6,2.044e-16,5.277799999999999e-16,7.070000000000001e-17,1.168
4,184208.0,2012-01-31T15:24:33,-0.9874924954972985,0.000101805,3.8205e-06,10.2,2.1276e-16,3.6785999999999993e-16,1.32538e-16,2.114
5,158013.8,2012-02-03T10:00:00,0.7952684258416743,,,4.0,5.42775e-17,2.075825e-16,0.0,0.45
7,119479.4,2012-04-04T03:00:56,-0.6129615285308546,,,2.8,1.411e-17,1.80614e-16,0.0,0.6279999999999999
9,46281.0,2012-04-05T19:03:53,3.961157352358303,,,2.2,2.6906e-16,8.060800000000001e-16,7.9258e-17,0.7979999999999999
8,69689.2,2012-04-06T18:15:48,-0.1810903545558521,,,2.4,8.252e-17,3.371e-16,2.0630000000000002e-17,0.85
