index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,40580.4,2010-01-27T01:02:52,-1.669464170432537,,,1.6,2.062e-17,5.3752e-16,0.0,0.42400000000000004
1,75682.2,2010-01-29T14:46:35,-0.7601406165494862,,,1.2,0.0,1.9821999999999997e-16,0.0,0.20600000000000002
2,171955.9,2012-01-18T14:26:38,-0.6937162297378427,,,1.4,0.0,1.4826e-16,0.0,0.0
6,160215.7,2012-01-21T08:54:47,-0.6499899939963978,,,2.0,2.4072500000000002e-17,7.643999999999999e-17,1.1162500000000001e-18,0.6459999999999999
3,75554.3,2012-01-26T22:21:59,0.5787472483490095,,,1.6,1.9824e-17,2.2084e-16,3.448e-18,0.506
4,184208.0,2012-01-31T15:24:33,-0.20738215238659946,,,3.0,6.914e-18,1.11522e-16,3.142e-19,0.6759999999999999
5,158013.8,2012-02-03T10:00:00,0.24255319148936172,,,4.0,1.045e-16,2.85308e-16,3.3642800000000004e-17,1.006
7,119479.4,2012-04-04T03:00:56,-1.3047062864994847,,,3.2,1.0794e-16,1.5547999999999997e-15,2.6343400000000004e-17,1.1700000000000002
9,46281.0,2012-04-05T19:03:53,-0.1287772663598159,,,0.8,2.972e-17,4.6092e-16,0.0,0.2
8,69689.2,2012-04-06T18:15:48,0.43626175705423254,,,1.6,2.622e-17,2.33054e-16,4.37e-18,0.6439999999999999
