index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,36978.6,2001-06-14T10:51:54,-0.7322180916976455,0.00031755,2.9915e-05,4.8,4.1076e-16,7.867999999999999e-16,2.524e-16,1.612
1,40580.4,2010-01-27T01:02:52,1.137994480220791,0.00034873333333333337,4.011666666666667e-05,9.6,1.36822e-15,1.93202e-15,8.9398e-16,2.386
2,75682.2,2010-01-29T14:46:35,-21.44923076923077,0.0003783666666666667,2.881e-05,18.4,1.13224e-15,1.4746000000000001e-15,8.487540000000001e-16,3.348
3,171955.9,2012-01-18T14:26:38,-0.21660470879801735,0.000157835,7.3630000000000005e-06,22.8,1.00182e-15,1.2850800000000002e-15,7.689199999999999e-16,3.8619999999999997
7,160215.7,2012-01-21T08:54:47,-0.4300077339520495,0.0001581,1.0277333333333332e-05,17.4,5.5615999999999995e-16,7.3952e-16,3.9369999999999997e-16,3.35
4,75554.3,2012-01-26T22:21:59,1.103756157635468,0.00011758999999999999,5.9955e-06,4.8,4.710750000000001e-16,7.07425e-16,2.2739e-16,2.0575
5,184208.0,2012-01-31T15:24:33,1.4016454749439042,0.00013442333333333334,3.967333333333333e-05,16.4,7.574749999999999e-16,9.77725e-16,5.33225e-16,3.7074999999999996
6,158013.8,2012-02-03T10:00:00,1.727197688815518,0.00012491500000000002,4.88425e-06,16.6,5.745e-16,7.7698e-16,4.114400000000001e-16,3.2979999999999996
8,119479.4,2012-04-04T03:00:56,0.8077792853912258,0.00017912,2.5145e-05,17.6,8.143800000000001e-16,1.04906e-15,5.9902e-16,3.3579999999999997
10,46281.0,2012-04-05T19:03:53,0.880420918367347,0.00032703333333333333,2.2611999999999996e-05,10.0,1.1967999999999998e-15,1.7348199999999999e-15,7.8698e-16,2.378
9,69689.2,2012-04-06T18:15:48,0.3374695863746959,0.0003045425,3.2362e-05,17.6,1.4808000000000003e-15,2.0862000000000003e-15,1.1087e-15,3.3560000000000003
