index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,40580.4,2010-01-27T01:02:52,1.3758002560819462,0.00021879999999999998,1.9107666666666667e-05,6.0,2.21474e-15,3.1757200000000003e-15,1.32268e-15,1.794
1,75682.2,2010-01-29T14:46:35,1.0723047127178824,0.00020873000000000002,9.469250000000001e-06,13.4,2.16508e-15,2.84026e-15,1.4899800000000002e-15,2.918
2,171955.9,2012-01-18T14:26:38,-1.7736085053158226,0.000264,4.328525e-05,37.6,3.2288200000000003e-15,4.08496e-15,2.34218e-15,4.81
6,160215.7,2012-01-21T08:54:47,-1.0284900284900285,0.000242675,7.044475e-05,32.0,2.24866e-15,2.9491399999999996e-15,1.5387420000000003e-15,4.1659999999999995
3,75554.3,2012-01-26T22:21:59,-0.5692118226600985,0.00019614999999999997,3.2662750000000005e-05,12.4,2.0201399999999997e-15,2.63064e-15,1.396636e-15,2.826
4,184208.0,2012-01-31T15:24:33,-1.6230116648992576,0.00024915,1.189475e-05,38.6,4.2113e-15,5.675e-15,2.74754e-15,4.954000000000001
5,158013.8,2012-02-03T10:00:00,-0.905606258148631,0.000234225,7.445000000000001e-06,31.4,6.2692e-15,8.42414e-15,4.11426e-15,4.564
7,119479.4,2012-04-04T03:00:56,-1.1253365973072216,0.00023955,3.65385e-05,24.0,2.1373199999999998e-15,2.6363e-15,1.7116799999999998e-15,3.8959999999999995
9,46281.0,2012-04-05T19:03:53,0.26207906295754024,0.00024173333333333335,1.6216666666666667e-05,7.6,1.16694e-15,1.7183599999999998e-15,7.266000000000001e-16,2.052
8,69689.2,2012-04-06T18:15:48,-0.5345192714951292,0.0002172,3.2084000000000007e-05,10.6,1.3174600000000001e-15,1.8157399999999998e-15,8.798600000000001e-16,2.408
