index_compiled,index,class,hea_class,B_M_FLUX_AP,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_APEC,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_APEC_AP90,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_APEC_AP,B_M_FLUX_APEC_AP90,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_APEC_AP,B_S_FLUX_APEC_AP90,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB
675,725,0.0,0.9467455621301775,2.3244680851063828e-05,0.0,9.169550173010382e-06,7.81954887218045e-06,1.65625e-05,7.323943661971831e-06,1.5434782608695654e-05,0.955,0.943,1.1711822660098523e-05,2.786743515850144e-05,3.314121037463977e-05,1.3916256157635468e-05,0.375,0.5429999999999999,4.660633484162896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.183864915572232e-07,9.666666666666666e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.300155520995335e-07,1.8767605633802815e-06,2.334507042253521e-06,1.1508553654743391e-06,0.5,0.659,5.771428571428571e-06,0.0,0.0,-0.47647647647647645,-0.7557557557557557,-0.4174174174174174,0.0001451923076923077,0.0,0.0,2.6416184971098265e-05,0.000391869918699187,2.6857142857142857e-05,0.00039600000000000003,2.649122807017544e-05,0.00039421487603305777,2.6411764705882355e-05,0.00039090909090909085,0.5770000000000001,0.802,2.618705035971223e-05,0.00016724137931034482,0.00016724137931034482,2.7259475218658893e-05,0.0,0.24600000000000002,0.0018137535816618916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25829383886256e-05,0.0001919308357348703,0.0,0.0,8.805418719211826e-05,0.0008499384993849938,8.878627968337733e-05,0.0008655126498002666,8.814180929095354e-05,0.0008446601941747571,8.800959232613908e-05,0.0008380614657210403,0.8320000000000001,0.907,7.271214642262896e-05,0.00028133333333333336,0.0003516556291390728,9.435626102292767e-05,0.5,0.647,0.0038461538461538455,0.0,0.0
676,643,0.0,0.9467455621301775,0.00022606382978723402,0.0,7.162629757785467e-05,6.0150375939849616e-05,0.0001296875,5.598591549295775e-05,0.00011956521739130435,1.0,1.0,9.236453201970443e-05,0.0002244956772334294,0.0002106628242074928,8.73152709359606e-05,0.0,0.168,0.00014027149321266968,0.1,0.5770000000000001,0.00014745762711864405,0.0,0.08910034602076125,0.0,7.202380952380953e-10,0.0,0.008776978417266186,0.0196,0.0,0.008755186721991702,0.0,2.818181818181818e-05,0.0,0.01534954407294833,0.0,2.5158562367864694e-05,2.6283367556468174e-05,2.6938775510204077e-05,1.3677298311444655e-05,2.7370370370370366e-05,0.0,0.0,2.254697286012526e-05,0.0,2.3119777158774373e-05,0.0,2.28388746803069e-05,0.0,2.274231678486998e-05,0.0,0.8440000000000001,0.773,2.286158631415241e-05,0.0,4.3309859154929575e-05,1.8973561430793158e-05,0.375,0.5329999999999999,1.4342857142857142e-05,0.0,0.0,-0.09249249249249247,-0.17017017017017017,-0.07877877877877877,0.0014038461538461537,0.0,0.0,0.00025028901734104044,0.0036260162601626017,0.00025371428571428566,0.003656,0.0002508771929824561,0.0036528925619834706,0.0002505882352941176,0.0036198347107438008,1.0,1.0,0.00025323741007194246,0.001560344827586207,0.001517241379310345,0.00024927113702623906,0.0,0.171,0.013467048710601722,0.2,0.7040000000000001,8.390476190476191e-05,0.0,0.2921108742004264,0.0,0.017083333333333332,0.0,0.026436781609195402,0.0003898104265402844,0.0009711815561959654,0.0,0.0,0.00040886699507389175,0.004182041820418205,0.00041820580474934035,0.004314247669773636,0.00040709046454767727,0.004138349514563106,0.00040527577937649875,0.004089834515366431,1.0,0.997,0.00034276206322795345,0.0014066666666666667,0.001324503311258278,0.00034567901234567894,0.0,0.49,0.005749999999999999,0.0,0.0
677,931,0.0,0.9467455621301775,0.0002861702127659574,6.11829944547135e-05,0.0001152249134948097,0.00010902255639097743,0.0002203125,0.0001056338028169014,0.00021159420289855072,0.789,0.9490000000000001,0.00015024630541871922,0.00034293948126801156,0.00034293948126801156,0.00015024630541871922,0.0,0.0,0.0,0.0,0.20800000000000002,0.00022966101694915254,0.0,0.0903114186851211,0.0,1.9404761904761906e-09,0.0,0.021223021582733814,0.0408,0.0,0.0030165975103734442,0.0,2.9930069930069923e-05,0.0,0.016717325227963528,0.0,3.805496828752643e-05,5.318275154004107e-05,5.346938775510203e-05,4.0337711069418384e-05,7.148148148148146e-05,7.148148148148146e-05,4.0337711069418384e-05,4.4258872651356994e-05,9.234234234234235e-05,4.679665738161559e-05,9.759036144578314e-05,4.578005115089514e-05,9.505494505494504e-05,4.515366430260047e-05,9.387755102040816e-05,0.374,0.424,4.370139968895802e-05,9.647887323943662e-05,9.647887323943662e-05,4.370139968895802e-05,0.0,0.0,0.0,0.2,0.698,0.15515515515515513,-0.18918918918918914,-0.33233233233233234,0.0016762820512820512,0.0016816720257234726,0.0002861702127659574,0.00031849710982658955,0.004308943089430894,0.0003217142857142857,0.004327999999999999,0.00031754385964912277,0.004322314049586776,0.00031764705882352944,0.004289256198347107,0.807,0.92,0.00029928057553956834,0.0017241379310344827,0.0017241379310344827,0.0003032069970845481,0.0,0.0,0.0,0.0,0.247,8.752380952380953e-05,0.0,0.2270788912579957,0.0,0.008611111111111111,0.0,0.023218390804597703,0.0007559241706161138,0.001743515850144092,0.001763848396501458,0.0007945205479452055,0.0008472906403940888,0.008105781057810579,0.000795514511873351,0.007683089214380828,0.0008691931540342298,0.008264563106796114,0.0008944844124700238,0.008451536643026005,0.27899999999999997,0.147,0.0006938435940099833,0.00266,0.0026423841059602647,0.0007354497354497354,0.0,0.0,0.0,0.0,0.40399999999999997
678,1,1.0,0.8875739644970414,0.00016117021276595742,2.9390018484288358e-05,9.377162629757785e-05,7.932330827067668e-05,0.00016640625000000002,7.429577464788732e-05,0.00015434782608695654,0.98,0.988,0.00013054187192118228,0.0003054755043227666,0.0003227665706051873,0.00013669950738916259,0.0,0.313,7.737556561085973e-05,0.4,0.655,0.0038220338983050843,0.0,0.038581314878892735,0.0,6.190476190476191e-10,0.0,0.027266187050359714,0.008579999999999999,0.0,5.062240663900415e-10,0.0,3.6363636363636364e-05,0.0,0.04209726443768997,0.0,1.8372093023255815e-05,2.1560574948665297e-05,2.4693877551020405e-05,7.99249530956848e-06,1.6037037037037034e-05,1.7555555555555553e-05,8.25515947467167e-06,1.0939457202505218e-05,2.4054054054054053e-05,1.1253481894150418e-05,2.4819277108433734e-05,1.1099744245524294e-05,2.4285714285714285e-05,1.104018912529551e-05,2.4285714285714288e-05,0.975,0.997,1.2177293934681183e-05,2.8063380281690143e-05,2.9788732394366193e-05,1.307931570762053e-05,0.625,0.7290000000000001,9.885714285714285e-06,0.0,0.0,-0.26226226226226224,-0.7417417417417417,-0.5935935935935935,0.0009871794871794872,0.0009485530546623794,0.00015319148936170213,0.00017572254335260112,0.0025040650406504064,0.00017885714285714285,0.0025359999999999996,0.0001766081871345029,0.002520661157024793,0.00017588235294117646,0.0025041322314049586,0.9490000000000001,0.8540000000000001,0.00019280575539568347,0.0011637931034482758,0.0011810344827586207,0.0001967930029154519,0.0,0.0713,0.003123209169054442,0.0,0.0,4.0380952380952384e-05,0.0,0.30490405117270786,0.0,0.0006157407407407407,0.0,0.05816091954022988,0.0010035545023696685,0.002501440922190201,0.0025422740524781344,0.0010610211706102118,0.0009839901477832515,0.01008610086100861,0.0009986807387862796,0.010346205059920108,0.0009828850855745724,0.010012135922330094,0.0009784172661870504,0.009905437352245864,0.9470000000000001,0.976,0.000870216306156406,0.00356,0.0037218543046357616,0.0009735449735449734,0.0,0.237,0.007153846153846154,0.6,0.94
679,268,0.0,0.9467455621301775,5.372340425531915e-05,6.894639556377079e-06,1.394463667820069e-05,1.169172932330827e-05,2.5078125e-05,1.0915492957746478e-05,2.318840579710145e-05,0.95,0.857,1.9211822660098524e-05,4.755043227665706e-05,5.936599423631124e-05,2.4137931034482758e-05,0.0,0.2,7.918552036199095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1144465290806755e-06,5.592592592592591e-06,7.629629629629629e-06,3.2082551594746717e-06,4.112734864300626e-06,7.927927927927929e-06,4.233983286908078e-06,8.132530120481928e-06,4.168797953964194e-06,7.967032967032966e-06,4.160756501182034e-06,8.010204081632652e-06,0.616,0.441,4.292379471228617e-06,8.521126760563379e-06,1.3133802816901407e-05,4.432348367029549e-06,0.0,0.23199999999999998,7.199999999999999e-06,0.0,0.0,-0.13613613613613612,-0.3013013013013013,-0.17117117117117117,0.0003365384615384615,0.0005241157556270097,8.244680851063828e-05,4.867052023121387e-05,0.0007414634146341462,4.9314285714285716e-05,0.000748,4.87719298245614e-05,0.000746280991735537,4.8705882352941175e-05,0.0007413223140495867,0.9590000000000001,0.747,5.1942446043165475e-05,0.00033620689655172416,0.0005655172413793103,9.110787172011663e-05,0.0,0.40399999999999997,0.003954154727793697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.786729857819907e-05,0.00024092219020172906,0.00031486880466472303,0.00013449564134495644,8.953201970443352e-05,0.0008880688806888069,9.155672823218998e-05,0.0009174434087882824,8.924205378973106e-05,0.0008798543689320388,8.860911270983213e-05,0.0008676122931442082,0.945,0.833,8.552412645590682e-05,0.0003353333333333333,0.0004364238410596027,0.0001111111111111111,0.0,0.0612,0.0023269230769230767,0.0,0.0
680,295,0.0,0.9467455621301775,3.6489361702127657e-05,1.243992606284658e-05,1.7577854671280276e-05,1.5075187969924811e-05,3.21875e-05,1.4154929577464791e-05,2.9927536231884058e-05,0.9840000000000001,0.8490000000000001,2.327586206896552e-05,5.533141210374639e-05,6.570605187319885e-05,2.8817733990147787e-05,0.625,0.726,6.323529411764705e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.465290806754221e-06,9.814814814814814e-06,1.6925925925925923e-05,8.592870544090055e-06,4.363256784968685e-06,1.4594594594594594e-05,4.512534818941504e-06,1.5120481927710845e-05,4.424552429667519e-06,1.4780219780219778e-05,4.397163120567377e-06,1.4744897959183674e-05,0.8959999999999999,0.785,7.153965785381027e-06,1.637323943661972e-05,2.1126760563380278e-05,9.455676516329705e-06,0.0,0.303,1.0685714285714284e-05,0.0,0.0,0.13113113113113112,-0.14914914914914912,-0.2752752752752753,0.00023365384615384616,0.000297427652733119,5.079787234042553e-05,5.063583815028901e-05,0.0006926829268292682,5.159999999999999e-05,0.0007023999999999999,5.076023391812865e-05,0.0006975206611570246,5.064705882352941e-05,0.0006917355371900825,0.976,0.865,5.06474820143885e-05,0.00029482758620689656,0.000321551724137931,5.670553935860059e-05,0.0,0.142,0.0033237822349570204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011078199052132704,0.0002876080691642651,0.0003498542274052478,0.00016438356164383565,0.00012142857142857143,0.0011992619926199262,0.0001220316622691293,0.0012170439414114517,0.00012163814180929096,0.0011929611650485436,0.0001211031175059952,0.001182033096926714,0.361,0.7829999999999999,0.00010232945091514144,0.0003893333333333333,0.000462251655629139,0.0001343915343915344,0.375,0.424,0.007923076923076923,0.0,0.0
681,159,0.0,0.9467455621301775,0.0,0.0,2.456747404844291e-06,2.056390977443609e-06,4.921875e-06,1.919014084507042e-06,4.543478260869565e-06,0.444,0.536,3.1527093596059115e-06,8.5014409221902e-06,9.62536023054755e-06,3.965517241379311e-06,0.0,0.306,1.821266968325792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015009380863039e-07,1.0370370370370367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.636080870917575e-07,1.9471830985915492e-06,2.1161971830985915e-06,8.678071539657855e-07,0.0,0.266,4.577142857142857e-06,0.0,0.0,0.1291291291291291,-0.4054054054054054,-0.4854854854854854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172661870503598e-06,3.6810344827586205e-05,4.1896551724137934e-05,9.096209912536444e-06,0.0,0.0631,0.0013266475644699142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4014778325123157e-05,0.00028290282902829027,2.4538258575197893e-05,0.000292942743009321,2.3960880195599025e-05,0.0002803398058252427,2.386091127098321e-05,0.0002765957446808511,0.252,0.0877,2.0133111480865224e-05,9.533333333333332e-05,9.933774834437085e-05,2.2398589065255726e-05,0.0,0.19899999999999998,0.002096153846153846,0.0,0.0
682,187,1.0,0.8284023668639053,4.207446808510638e-05,7.319778188539742e-06,1.577854671280277e-05,1.443609022556391e-05,2.765625e-05,1.3838028169014083e-05,2.623188405797102e-05,0.614,0.457,1.9211822660098524e-05,4.14985590778098e-05,4.46685878962536e-05,2.032019704433498e-05,0.0,0.11800000000000001,1.821266968325792e-05,0.0,0.0,2.194915254237288e-05,0.0,0.10242214532871974,0.0,4.035714285714286e-10,0.0,0.010575539568345324,0.051,0.0,1.6763485477178425e-08,0.0,3.7412587412587404e-06,0.0,0.00770516717325228,0.0,6.3847780126849885e-06,7.987679671457905e-06,8.244897959183674e-06,3.527204502814259e-06,6.703703703703703e-06,8.370370370370369e-06,3.99624765478424e-06,5.69937369519833e-06,1.2567567567567567e-05,5.849582172701949e-06,1.2951807228915663e-05,5.78005115089514e-06,1.2692307692307691e-05,5.74468085106383e-06,1.2704081632653061e-05,0.772,0.6659999999999999,5.769828926905133e-06,1.3556338028169014e-05,1.4225352112676054e-05,6.158631415241058e-06,0.0,0.0604,4.485714285714285e-06,0.0,0.0,0.09749749749749749,-0.21221221221221218,-0.3043043043043043,0.00022467948717948716,0.0002646302250803859,4.5319148936170204e-05,4.30635838150289e-05,0.0005317073170731707,4.3428571428571424e-05,0.0005336,4.31578947368421e-05,0.0005355371900826446,4.31764705882353e-05,0.0005322314049586777,0.8109999999999999,0.8640000000000001,4.345323741007194e-05,0.00022844827586206897,0.0002896551724137931,5.043731778425656e-05,0.375,0.508,0.003925501432664757,0.0,0.0,9.03809523809524e-06,0.0,0.19616204690831557,0.0,0.0024027777777777776,0.0,0.012597701149425286,0.00014454976303317535,0.000285014409221902,0.0002469387755102041,0.00013200498132004982,0.00011958128078817736,0.001039360393603936,0.00011517150395778365,0.0010119840213049269,0.00012139364303178485,0.0010485436893203882,0.00012350119904076738,0.0010602836879432624,0.866,0.718,9.334442595673877e-05,0.000326,0.00030264900662251655,0.00010070546737213403,0.0,0.063,0.0024999999999999996,0.0,0.0
683,336,0.0,0.9467455621301775,3.585106382978723e-05,0.0,1.8062283737024223e-05,1.5150375939849621e-05,2.578125e-05,1.4119718309859156e-05,2.3840579710144928e-05,0.978,0.996,2.327586206896552e-05,4.46685878962536e-05,3.688760806916426e-05,1.8965517241379314e-05,0.625,0.905,7.59049773755656e-05,0.6,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.474671669793621e-06,2.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8615863141524104e-06,4.788732394366197e-06,0.0,1.92846034214619e-06,0.625,0.738,5.885714285714286e-05,0.0,0.0,-0.14514514514514512,-0.6606606606606606,-0.5575575575575575,0.0001644230769230769,0.0,0.0,3.751445086705202e-05,0.0,3.8e-05,0.0,3.760233918128655e-05,0.0,3.752941176470588e-05,0.0,0.9620000000000001,0.9840000000000001,3.798561151079137e-05,0.0,0.0,3.0320699708454813e-05,0.5,0.603,0.0022922636103151865,0.0,0.49200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017298578199052137,0.0003458213256484149,0.0,0.0,0.00017980295566502467,0.0014760147601476014,0.00018469656992084436,0.0015312916111850869,0.00017970660146699268,0.0014684466019417473,0.00017865707434052756,0.001442080378250591,0.763,0.872,0.00015091514143094844,0.0004966666666666666,0.0003847682119205298,0.00013015873015873015,0.375,0.49700000000000005,0.004749999999999999,0.6,0.987
684,148,1.0,0.8875739644970414,0.0,0.0,4.775086505190312e-05,4.3233082706766916e-05,8.4375e-05,4.154929577464788e-05,7.971014492753625e-05,0.7959999999999999,0.845,6.071428571428572e-05,0.0001328530259365994,0.0001276657060518732,5.8251231527093594e-05,0.0,0.0445,2.9524886877828054e-05,0.0,0.295,3.3050847457627114e-05,0.0,0.12387543252595154,0.0,1.25e-10,0.0,0.01719424460431655,0.136,0.0,0.0016680497925311204,0.0,1.0734265734265732e-05,0.0,0.014832826747720365,0.0,2.1564482029598307e-05,2.6078028747433267e-05,2.6938775510204077e-05,1.9136960600375232e-05,3.692592592592592e-05,0.0,0.0,2.3173277661795408e-05,4.864864864864865e-05,2.3676880222841225e-05,5.012048192771084e-05,2.3401534526854218e-05,4.9175824175824175e-05,2.3286052009456265e-05,4.918367346938776e-05,0.82,0.865,2.4572317262830483e-05,5.4225352112676056e-05,5.352112676056338e-05,2.3950233281493003e-05,0.0,0.0973,9.142857142857142e-06,0.1,0.557,0.0,0.06756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9420000000000001,0.9790000000000001,0.0,0.0,0.0,0.0,0.0,0.272,0.0053295128939828094,0.1,0.631,2.0952380952380954e-05,0.0,0.1577825159914712,0.0,0.0029166666666666664,0.0,0.022942528735632184,0.0002772511848341232,0.0006051873198847261,0.0,0.0,0.00028201970443349753,0.002546125461254613,0.0002730870712401056,0.0024900133155792282,0.0002860635696821516,0.002572815533980582,0.00029136690647482016,0.0026004728132387705,0.893,0.456,0.00022961730449251247,0.0008333333333333334,0.0007218543046357616,0.0002151675485008818,0.0,0.191,0.002692307692307692,0.0,0.374
685,172,1.0,0.8284023668639053,8.617021276595744e-06,3.3086876155268022e-06,5.4325259515570934e-06,4.9624060150375935e-06,1.1171875000000002e-05,4.753521126760564e-06,1.0579710144927538e-05,0.428,0.773,6.551724137931036e-06,1.6974063400576368e-05,1.729106628242075e-05,7.142857142857143e-06,0.0,0.363,1.7873303167420814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.570356472795497e-06,3.414814814814814e-06,3.4592592592592588e-06,2.4577861163227014e-06,2.150313152400835e-06,4.639639639639639e-06,2.2089136490250696e-06,4.759036144578314e-06,2.1815856777493603e-06,4.67032967032967e-06,2.1702127659574467e-06,4.668367346938776e-06,0.0,0.0,2.208398133748056e-06,5.035211267605634e-06,4.823943661971831e-06,2.4416796267496113e-06,0.0,0.486,3.1885714285714283e-06,0.0,0.0,0.2862862862862863,-0.15715715715715714,-0.4224224224224224,4.9999999999999996e-05,7.877813504823153e-05,1.3776595744680848e-05,1.1676300578034682e-05,0.00016260162601626016,1.177142857142857e-05,0.00016319999999999998,1.1695906432748537e-05,0.0001636363636363636,1.1705882352941177e-05,0.00016280991735537187,0.627,0.852,1.1438848920863311e-05,7.172413793103448e-05,9.051724137931034e-05,1.588921282798834e-05,0.625,0.895,0.003065902578796562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.952606635071091e-05,0.00012017291066282419,0.00010962099125364432,4.757160647571607e-05,4.3719211822660106e-05,0.0005166051660516605,4.221635883905014e-05,0.0005046604527296939,4.4254278728606365e-05,0.000520631067961165,4.5083932853717024e-05,0.0005260047281323878,0.24600000000000002,0.342,3.311148086522463e-05,0.00016066666666666665,0.00013178807947019866,4.021164021164021e-05,0.75,0.917,0.002,0.0,0.0
686,169,1.0,0.8284023668639053,4.8829787234042544e-05,0.0,1.539792387543253e-05,1.402255639097744e-05,2.8125000000000003e-05,1.341549295774648e-05,2.6666666666666667e-05,0.795,0.759,1.8842364532019706e-05,4.265129682997118e-05,4.034582132564841e-05,1.8226600985221676e-05,0.375,0.478,3.540723981900452e-05,0.0,0.0,1.6864406779661014e-05,0.0,0.1005190311418685,0.0,1.8511904761904763e-09,0.0,0.007553956834532374,0.031200000000000002,0.0,0.007178423236514523,0.0,3.6713286713286706e-06,0.0,0.014559270516717326,0.0,4.651162790697674e-06,4.84599589322382e-06,5.10204081632653e-06,4.709193245778612e-06,8.592592592592591e-06,0.0,0.0,5.741127348643007e-06,1.144144144144144e-05,5.905292479108634e-06,1.174698795180723e-05,5.831202046035805e-06,1.1538461538461536e-05,5.791962174940899e-06,1.153061224489796e-05,0.75,0.7070000000000001,5.894245723172629e-06,1.2288732394366195e-05,1.3908450704225351e-05,6.625194401244169e-06,0.0,0.161,7.5428571428571414e-06,0.0,0.0,0.0025025025025025025,-0.05875875875875875,-0.06006006006006005,0.0002865384615384615,0.0,0.0,5.387283236994219e-05,0.0007390243902439024,5.434285714285714e-05,0.0007423999999999998,5.39766081871345e-05,0.0007446280991735537,5.4e-05,0.0007396694214876032,0.828,0.677,5.438848920863309e-05,0.0003155172413793104,0.00025603448275862066,4.431486880466472e-05,0.625,0.795,0.0028939828080229227,0.0,0.0,1.0285714285714286e-05,0.0,0.23667377398720682,0.0,0.013194444444444443,0.0,0.02257471264367816,9.395734597156399e-05,0.0002040345821325648,0.0,0.0,8.990147783251233e-05,0.0008130381303813038,8.693931398416887e-05,0.0007949400798934755,9.119804400977995e-05,0.0008203883495145629,9.268585131894485e-05,0.0008286052009456265,0.9159999999999999,0.965,7.054908485856906e-05,0.0002553333333333333,0.00026887417218543047,7.865961199294531e-05,0.375,0.56,0.0045769230769230765,0.0,0.0
687,112,0.0,0.9467455621301775,7.02127659574468e-06,0.0,4.8788927335640145e-06,4.097744360902255e-06,9.296875e-06,3.8028169014084508e-06,8.55072463768116e-06,0.695,0.812,6.293103448275863e-06,1.6080691642651295e-05,1.5187319884726223e-05,6.120689655172415e-06,0.5,0.615,2.3416289592760177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6856856856856857,4.230769230769231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.532374100719424e-06,4.982758620689655e-05,4.3189655172413795e-05,7.71137026239067e-06,0.0,0.10099999999999999,0.0011318051575931235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.161137440758294e-05,0.00016080691642651295,0.0,0.0,6.243842364532021e-05,0.0006703567035670357,6.385224274406332e-05,0.0006924101198402131,6.222493887530563e-05,0.0006638349514563106,6.18705035971223e-05,0.0006548463356973996,0.6609999999999999,0.846,5.2246256239600665e-05,0.00022466666666666666,0.0002152317880794702,5.4673721340388e-05,0.625,0.7390000000000001,0.002538461538461538,0.0,0.0
688,427,1.0,0.857396449704142,0.8085106382978723,0.2754158964879852,0.36332179930795855,0.3270676691729323,0.0,0.31338028169014087,0.0,1.0,1.0,0.4889162561576355,0.0,0.0,0.4729064039408867,0.0,0.0,0.0,0.0,0.00494,0.08033898305084745,0.0,0.1903114186851211,0.0,8.511904761904762e-11,0.0,0.05345323741007194,1.0,0.0,0.011701244813278009,0.0,0.16433566433566432,0.0,0.05714285714285714,0.0,0.2727272727272727,0.26694045174537995,0.30204081632653057,0.23827392120075047,0.0,0.0,0.24015009380863037,0.24634655532359082,0.0,0.250974930362117,0.0,0.24884910485933498,0.0,0.24822695035460995,0.0,1.0,1.0,0.2846034214618974,0.0,0.0,0.2799377916018663,0.0,0.0,0.0,0.0,0.00925,0.45145145145145144,0.5065065065065064,0.07257257257257256,0.0,0.0,0.7872340425531914,0.8786127167630057,0.0,0.8799999999999999,0.0,0.8830409356725146,0.0,0.8823529411764706,0.0,1.0,1.0,1.0,0.0,0.0,0.9737609329446063,0.0,0.0,0.0,0.0,0.0255,0.12380952380952383,0.0,0.09243070362473346,0.0,0.007268518518518518,0.0,0.030574712643678163,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0109
