#name,ra,dec,usrid,separation,probability,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w
 2CXO J014251.2-004612, 01 42 51.29,-00 46 12.50,  40025,     0.67,     0.45,     5.90,     3.80,     55.6,     3.41,                TRUE,FALSE,FALSE,FALSE,8.420e-15,3.238e-16,1.619e-14,         ,         ,         
2CXO J014357.7+022058X, 01 43 57.77,+02 20 58.99,  15404,     0.35,     0.13,     1.54,     1.54,      0.0,    35.52,                TRUE,     ,     , TRUE,         ,         ,         ,         ,         ,         
 2CXO J014357.7+022059, 01 43 57.78,+02 20 59.34,  15404,     0.43,     0.06,     0.71,     0.71,     94.9,    73.94,                TRUE,FALSE,FALSE,FALSE,4.237e-13,4.146e-13,4.328e-13,         ,         ,         
 2CXO J014717.1+001035, 01 47 17.12,+00 10 35.20,  52287,     0.51,     0.51,     6.65,     4.66,     82.4,     2.65,            MARGINAL,FALSE,FALSE,FALSE,1.955e-14,8.980e-15,2.958e-14,         ,         ,         
 2CXO J014744.0-000232, 01 47 44.06,-00 02 32.99,  49394,     0.49,     0.14,     1.68,     1.27,      9.8,     4.72,                TRUE,FALSE,FALSE,FALSE,2.932e-14,2.087e-14,3.727e-14,         ,         ,         
 2CXO J014756.9+000021, 01 47 57.00,+00 00 21.54,  50024,     0.42,     0.07,     0.91,     0.91,      0.0,     5.09,                TRUE,FALSE,FALSE,FALSE,2.116e-14,1.721e-14,2.510e-14,         ,         ,         
 2CXO J014820.9-000225, 01 48 20.96,-00 02 25.85,  49423,     0.96,     0.06,     0.75,     0.75,      0.0,    11.83,                TRUE,FALSE,FALSE,FALSE,8.731e-14,7.718e-14,9.684e-14,         ,         ,         
 2CXO J014921.5-003219, 01 49 21.50,-00 32 19.18,  42798,     0.86,     0.50,     6.61,     4.61,     44.5,     6.62,                TRUE,FALSE,FALSE,FALSE,2.216e-13,1.442e-13,2.955e-13,         ,         ,         
 2CXO J015042.7+004420, 01 50 42.78,+00 44 20.54,  58831,     0.55,     0.13,     1.56,     1.21,    172.7,     2.00,                TRUE,FALSE,FALSE,FALSE,2.632e-14,1.280e-14,3.912e-14,         ,         ,         
 2CXO J015048.8+004126, 01 50 48.85,+00 41 26.22,  58367,     0.61,     0.06,     0.79,     0.78,     65.7,     2.23,                TRUE,FALSE,FALSE,FALSE,2.697e-14,1.452e-14,3.873e-14,         ,         ,         
 2CXO J015234.7-135929, 01 52 34.72,-13 59 29.82,  14052,     0.84,     0.08,     0.93,     0.83,    147.9,     5.96,                TRUE,FALSE,FALSE,FALSE,1.260e-14,1.035e-14,1.485e-14,         ,         ,         
 2CXO J015313.2+005306, 01 53 13.29,+00 53 06.72,  60066,     0.38,     0.10,     1.23,     1.04,    176.3,     6.67,                TRUE,FALSE,FALSE,FALSE,2.603e-14,2.166e-14,3.040e-14,         ,         ,         
 2CXO J015650.2+005308, 01 56 50.28,+00 53 08.48,  60069,     0.47,     0.06,     0.73,     0.73,    145.4,     8.50,                TRUE,FALSE,FALSE,FALSE,1.371e-13,1.199e-13,1.532e-13,         ,         ,         
 2CXO J015716.9-005304, 01 57 16.92,-00 53 04.33,  31742,     0.67,     0.06,     0.73,     0.73,     36.7,     4.34,                TRUE,FALSE,FALSE,FALSE,3.953e-14,3.017e-14,4.837e-14,         ,         ,         
 2CXO J015841.4-432503, 01 58 41.41,-43 25 03.82,  45700,     0.28,     0.06,     0.71,     0.71,      0.0,    51.63,                TRUE,FALSE,FALSE,FALSE,1.992e-13,1.883e-13,2.095e-13,         ,         ,         
 2CXO J015950.2+002340, 01 59 50.26,+00 23 40.86,  30017,     0.78,     0.06,     0.71,     0.71,     91.7,    58.21,                TRUE,FALSE,FALSE, TRUE,2.473e-12,2.429e-12,2.517e-12,         ,         ,         
 2CXO J020011.5-093126, 02 00 11.53,-09 31 26.20,  67769,     0.50,     0.06,     0.71,     0.71,     90.4,    41.46,                TRUE,FALSE,FALSE,FALSE,4.909e-13,4.745e-13,5.073e-13,         ,         ,         
 2CXO J020014.8+312546, 02 00 14.89,+31 25 46.10,  34645,     0.34,     0.06,     0.73,     0.73,      0.0,     8.99,                TRUE,FALSE,FALSE,FALSE,8.583e-14,7.638e-14,9.528e-14,         ,         ,         
2CXO J020014.9+312545X, 02 00 14.95,+31 25 45.63,  34645,     0.67,     0.23,     2.83,     2.83,      0.0,    35.66,                TRUE,     ,     ,FALSE,         ,         ,         ,         ,         ,         
 2CXO J020022.0-084511, 02 00 22.06,-08 45 11.38,  65137,     0.77,     0.10,     1.21,     1.01,     82.0,     8.34,                TRUE,FALSE,FALSE,FALSE,2.673e-14,2.308e-14,3.016e-14,         ,         ,         
 2CXO J020039.1-084554, 02 00 39.19,-08 45 54.99,  15743,     0.09,     0.08,     1.00,     0.79,     93.0,    23.87,                TRUE,FALSE,FALSE,FALSE,2.547e-13,2.421e-13,2.673e-13,         ,         ,         
 2CXO J020118.6-091935, 02 01 18.68,-09 19 35.63,  67365,     0.63,     0.09,     1.13,     1.02,     35.9,    15.91,                TRUE,FALSE,FALSE,FALSE,1.606e-13,1.498e-13,1.707e-13,         ,         ,         
 2CXO J020845.5+002236, 02 08 45.56,+00 22 36.11,  54798,     0.98,     0.06,     0.71,     0.71,      4.4,     9.56,                TRUE,FALSE,FALSE,FALSE,1.389e-13,1.174e-13,1.603e-13,         ,         ,         
 2CXO J020847.2+002014, 02 08 47.22,+00 20 14.13,  54306,     0.29,     0.06,     0.74,     0.72,    105.4,    10.77,                TRUE,FALSE,FALSE,FALSE,1.405e-13,1.232e-13,1.578e-13,         ,         ,         
 2CXO J020920.8-100759, 02 09 20.84,-10 07 59.27, 168858,     0.97,     0.06,     0.71,     0.71,    168.0,    23.85,                TRUE, TRUE,FALSE,FALSE,1.628e-13,1.545e-13,1.707e-13,         ,         ,         
 2CXO J020924.5-100811, 02 09 24.59,-10 08 11.56,  31023,     0.54,     0.06,     0.74,     0.72,    174.9,    10.17,                TRUE, TRUE,FALSE,FALSE,7.704e-15,6.756e-15,8.595e-15,         ,         ,         
 2CXO J020930.4+001915, 02 09 30.43,+00 19 15.92,  54084,     0.37,     0.65,     9.03,     4.98,     95.9,     2.54,            MARGINAL,FALSE,FALSE,FALSE,1.908e-14,4.626e-15,3.296e-14,         ,         ,         
 2CXO J020950.7-000506, 02 09 50.71,-00 05 06.78,  48874,     0.82,     0.08,     0.93,     0.81,     33.9,     3.65,                TRUE,FALSE,FALSE,FALSE,4.847e-14,3.440e-14,6.176e-14,         ,         ,         
 2CXO J021043.1-001817, 02 10 43.18,-00 18 17.56,  45920,     0.54,     0.20,     2.52,     2.21,     11.3,     4.49,                TRUE,FALSE,FALSE,FALSE,4.298e-14,3.223e-14,5.372e-14,         ,         ,         
 2CXO J021046.1-510101, 02 10 46.19,-51 01 01.98, 167779,     0.96,     0.06,     0.71,     0.71,      0.0,   108.11,                TRUE,FALSE,FALSE,FALSE,1.883e-12,1.864e-12,1.902e-12,         ,         ,         
 2CXO J021102.7-000910, 02 11 02.71,-00 09 10.64,  47948,     0.68,     0.07,     0.85,     0.82,     95.6,     2.05,                TRUE,FALSE,FALSE,FALSE,4.205e-15,2.046e-15,6.251e-15,         ,         ,         
 2CXO J021105.6-001327, 02 11 05.65,-00 13 27.34,  46999,     0.85,     0.17,     2.13,     2.13,      0.0,     2.47,                TRUE,FALSE,FALSE,FALSE,2.117e-14,1.239e-14,2.995e-14,         ,         ,         
 2CXO J021113.3-000901, 02 11 13.31,-00 09 01.57,  47987,     0.53,     0.08,     0.96,     0.81,    136.2,     3.26,                TRUE,FALSE,FALSE,FALSE,1.647e-14,1.127e-14,2.138e-14,         ,         ,         
 2CXO J021122.6-001005, 02 11 22.64,-00 10 05.47,  47728,     0.57,     0.22,     2.68,     1.98,    155.8,     2.17,                TRUE,FALSE,FALSE,FALSE,5.864e-15,3.087e-15,8.642e-15,         ,         ,         
 2CXO J021340.6+134756, 02 13 40.60,+13 47 56.28,  11895,     0.25,     0.06,     0.77,     0.76,     54.9,     2.23,                TRUE,FALSE,FALSE,FALSE,2.362e-14,1.272e-14,3.392e-14,         ,         ,         
 2CXO J021429.2-051744, 02 14 29.29,-05 17 44.78,  54664,     0.22,     0.06,     0.75,     0.74,     54.8,     5.85,                TRUE,FALSE,FALSE,FALSE,6.391e-14,5.308e-14,7.473e-14,         ,         ,         
 2CXO J021537.4-125930, 02 15 37.43,-12 59 30.47,  30975,     0.95,     0.06,     0.71,     0.71,     49.9,    30.17,                TRUE,FALSE,FALSE,FALSE,1.407e-12,1.360e-12,1.450e-12,         ,         ,         
 2CXO J021808.5-051224, 02 18 08.56,-05 12 24.31,  54558,     0.58,     0.07,     0.82,     0.73,    139.3,    15.62,                TRUE,FALSE,FALSE,FALSE,2.891e-14,2.691e-14,3.090e-14,         ,         ,         
 2CXO J021817.1-050258, 02 18 17.19,-05 02 58.57,  17376,     0.81,     0.07,     0.85,     0.75,     56.5,    14.20,                TRUE,FALSE,FALSE,FALSE,3.578e-14,3.314e-14,3.842e-14,         ,         ,         
 2CXO J021825.9-045945, 02 18 25.96,-04 59 45.06,  10462,     0.49,     0.23,     2.86,     1.83,    179.4,     6.31,                TRUE,FALSE,FALSE,FALSE,1.011e-14,6.638e-15,1.343e-14,         ,         ,         
 2CXO J021842.9-050437, 02 18 42.96,-05 04 37.29,  31275,     0.84,     0.11,     1.37,     0.95,     74.6,    10.38,                TRUE,FALSE,FALSE,FALSE,3.068e-14,2.747e-14,3.371e-14,         ,         ,         
 2CXO J021934.1-050859, 02 19 34.18,-05 08 59.42,  17339,     0.58,     0.07,     0.85,     0.77,    177.6,    17.29,                TRUE, TRUE,FALSE,FALSE,4.356e-14,4.050e-14,4.643e-14,         ,         ,         
 2CXO J022002.0-050101, 02 20 02.06,-05 01 01.50,  17384,     0.82,     0.07,     0.85,     0.78,     45.5,    14.94,                TRUE,FALSE,FALSE,FALSE,2.683e-14,2.486e-14,2.868e-14,         ,         ,         
 2CXO J022054.3-015650, 02 20 54.31,-01 56 50.60,  31491,     0.41,     0.06,     0.71,     0.71,    176.9,    20.29,                TRUE,FALSE,FALSE,FALSE,8.797e-13,8.382e-13,9.185e-13,         ,         ,         
 2CXO J022150.6+132740, 02 21 50.61,+13 27 40.82,  34104,     0.35,     0.06,     0.72,     0.72,    111.2,     7.69,                TRUE,FALSE,FALSE,FALSE,2.564e-13,2.228e-13,2.900e-13,         ,         ,         
 2CXO J022224.4+422138, 02 22 24.42,+42 21 38.39,  23478,     0.29,     0.06,     0.71,     0.71,    136.4,    22.08,                TRUE,FALSE,FALSE,FALSE,5.234e-14,4.985e-14,5.469e-14,         ,         ,         
 2CXO J022311.5+425932, 02 23 11.57,+42 59 32.77,  23316,     0.33,     0.06,     0.71,     0.71,      0.0,    16.43,                TRUE,FALSE,FALSE,FALSE,5.731e-14,5.386e-14,6.077e-14,         ,         ,         
2CXO J022311.5+425933X, 02 23 11.52,+42 59 33.39,  23316,     0.91,     0.18,     2.18,     2.18,      0.0,    16.80,                TRUE,     ,     ,FALSE,         ,         ,         ,         ,         ,         
 2CXO J022353.6+421221, 02 23 53.68,+42 12 21.56,  35162,     0.57,     0.07,     0.92,     0.83,    175.1,     2.17,                TRUE,FALSE,FALSE,FALSE,3.321e-14,1.788e-14,4.854e-14,         ,         ,         
 2CXO J022355.5-000848, 02 23 55.58,-00 08 48.70,  10036,     0.96,     0.09,     1.08,     0.86,     31.7,    24.87,                TRUE, TRUE,FALSE,FALSE,9.886e-14,9.393e-14,1.035e-13,         ,         ,         
 2CXO J022412.3+275011, 02 24 12.30,+27 50 11.46,  34491,     0.68,     0.06,     0.71,     0.71,     73.3,    20.81,                TRUE,FALSE,FALSE,FALSE,4.608e-13,4.388e-13,4.817e-13,         ,         ,         
 2CXO J022430.5-000038, 02 24 30.60,-00 00 38.90,   9680,     0.74,     0.06,     0.71,     0.71,     96.2,    55.61,                TRUE,FALSE,FALSE,FALSE,2.051e-13,2.009e-13,2.090e-13,         ,         ,         
 2CXO J022436.9-000603, 02 24 36.93,-00 06 03.69,   9899,     0.35,     0.06,     0.74,     0.72,      9.9,     9.51,                TRUE,FALSE,FALSE,FALSE,1.176e-14,1.052e-14,1.300e-14,         ,         ,         
 2CXO J022440.5-190830, 02 24 40.55,-19 08 30.40,  30183,     0.83,     0.06,     0.72,     0.71,     32.1,    19.75,                TRUE,FALSE,FALSE,FALSE,1.875e-12,1.777e-12,1.967e-12,         ,         ,         
 2CXO J022525.6-043509, 02 25 25.68,-04 35 09.47,  53873,     0.67,     0.07,     0.86,     0.76,    166.8,     5.34,                TRUE,FALSE,FALSE,FALSE,1.313e-14,1.056e-14,1.555e-14,         ,         ,         
 2CXO J022545.5-043444, 02 25 45.52,-04 34 44.51,  17505,     0.66,     0.17,     2.16,     1.83,    146.4,     4.06,                TRUE,FALSE,FALSE,FALSE,7.924e-15,5.475e-15,1.037e-14,         ,         ,         
 2CXO J022629.5-044913, 02 26 29.56,-04 49 13.58,  17449,     0.69,     0.14,     1.77,     1.28,     27.5,     4.16,                TRUE,FALSE,FALSE,FALSE,7.163e-15,4.537e-15,9.790e-15,         ,         ,         
 2CXO J022631.3+002506, 02 26 31.40,+00 25 06.99,  55348,     0.12,     0.24,     3.03,     1.88,     51.7,     2.76,                TRUE,FALSE,FALSE,FALSE,1.545e-14,8.626e-15,2.228e-14,         ,         ,         
 2CXO J022645.1-043831, 02 26 45.18,-04 38 31.02,  17489,     0.93,     0.13,     1.58,     1.13,     91.2,     3.09,                TRUE,FALSE,FALSE,FALSE,2.566e-16,0.000e+00,5.389e-16,         ,         ,         
 2CXO J022651.0-044256, 02 26 51.02,-04 42 56.81,  53966,     0.70,     0.06,     0.72,     0.72,    180.0,     7.92,                TRUE,FALSE,FALSE,FALSE,6.755e-15,5.863e-15,7.595e-15,         ,         ,         
 2CXO J022654.5-044438, 02 26 54.55,-04 44 38.08,  17468,     0.63,     0.07,     0.90,     0.81,    157.1,     3.76,                TRUE,FALSE,FALSE,FALSE,3.719e-15,2.682e-15,4.755e-15,         ,         ,         
 2CXO J022659.9-044430, 02 26 59.91,-04 44 30.57,  53978,     0.46,     0.07,     0.82,     0.75,    169.0,     6.26,                TRUE,FALSE,FALSE,FALSE,7.425e-15,6.148e-15,8.701e-15,         ,         ,         
 2CXO J022700.9-044517, 02 27 00.98,-04 45 17.09,  17464,     0.43,     0.12,     1.43,     1.04,    161.0,     4.19,                TRUE,FALSE,FALSE,FALSE,3.267e-15,2.309e-15,4.168e-15,         ,         ,         
 2CXO J022730.1+004733, 02 27 30.13,+00 47 33.83,  59336,     0.99,     0.08,     1.01,     0.84,     96.8,     5.20,                TRUE, TRUE,FALSE,FALSE,5.281e-14,4.266e-14,6.297e-14,         ,         ,         
 2CXO J022735.8+003524, 02 27 35.82,+00 35 24.88,  57311,     0.27,     0.20,     2.45,     2.45,      0.0,     2.92,                TRUE,FALSE,FALSE,FALSE,1.751e-14,1.123e-14,2.346e-14,         ,         ,         
 2CXO J022800.6+002711, 02 28 00.64,+00 27 11.74,  55767,     0.69,     0.06,     0.74,     0.73,    168.4,     8.99,                TRUE,FALSE,FALSE,FALSE,4.071e-14,3.622e-14,4.491e-14,         ,         ,         
 2CXO J022800.9+003944, 02 28 00.99,+00 39 44.40,  58066,     0.53,     0.17,     2.16,     1.92,     15.5,     3.56,                TRUE,FALSE,FALSE,FALSE,1.202e-14,8.434e-15,1.543e-14,         ,         ,         
 2CXO J022804.3+010657, 02 28 04.39,+01 06 57.78,  61881,     0.20,     0.15,     1.89,     1.89,      0.0,     4.13,                TRUE,FALSE,FALSE,FALSE,1.019e-13,7.722e-14,1.266e-13,         ,         ,         
2CXO J022814.4+311841X, 02 28 14.43,+31 18 41.31,  26528,     0.49,     0.13,     1.57,     1.57,      0.0,    17.65,                TRUE,     ,     , TRUE,         ,         ,         ,         ,         ,         
 2CXO J022837.5+003010, 02 28 37.60,+00 30 10.64,  56363,     0.58,     0.06,     0.72,     0.71,    169.2,    19.05,                TRUE,FALSE,FALSE,FALSE,7.799e-14,7.388e-14,8.211e-14,         ,         ,         
 2CXO J022837.8+002215, 02 28 37.84,+00 22 15.65,   8350,     0.94,     0.07,     0.92,     0.86,     37.3,    16.35,                TRUE, TRUE,FALSE,FALSE,9.045e-14,8.507e-14,9.549e-14,         ,         ,         
 2CXO J022841.4+005208, 02 28 41.47,+00 52 08.54,  16613,     0.68,     0.07,     0.81,     0.76,    120.4,    16.33,                TRUE,FALSE,FALSE,FALSE,2.623e-13,2.272e-13,2.953e-13,         ,         ,         
 2CXO J022842.0+004536, 02 28 42.04,+00 45 36.29,  59022,     0.67,     0.10,     1.26,     1.07,    126.5,     2.54,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,1.649e-14,         ,         ,         
 2CXO J022849.5-090154, 02 28 49.53,-09 01 54.05,  15474,     0.66,     0.06,     0.72,     0.72,    101.5,     6.94,                TRUE,FALSE,FALSE,FALSE,2.220e-13,1.900e-13,2.540e-13,         ,         ,         
 2CXO J022934.0+004524, 02 29 34.05,+00 45 24.83,  58995,     0.87,     0.10,     1.18,     0.97,    109.5,     3.82,                TRUE,FALSE,FALSE,FALSE,1.540e-14,1.117e-14,1.937e-14,         ,         ,         
 2CXO J023009.4+002434, 02 30 09.47,+00 24 34.26,  55224,     0.64,     0.15,     1.86,     1.86,      0.0,     2.26,                TRUE,FALSE,FALSE,FALSE,7.274e-15,3.726e-15,1.064e-14,         ,         ,         
 2CXO J023043.9+002732, 02 30 43.91,+00 27 32.99,   8060,     0.97,     0.11,     1.31,     1.05,     59.5,     2.34,                TRUE,FALSE,FALSE,FALSE,7.550e-15,4.214e-15,1.089e-14,         ,         ,         
 2CXO J023101.4+002403, 02 31 01.50,+00 24 03.31,  55101,     0.49,     0.07,     0.91,     0.83,    178.3,     5.26,                TRUE,FALSE,FALSE,FALSE,7.631e-14,6.138e-14,9.041e-14,         ,         ,         
 2CXO J023105.3+002131, 02 31 05.39,+00 21 31.42,  54575,     0.66,     0.26,     3.27,     2.32,      3.8,     2.49,            MARGINAL,FALSE,FALSE,FALSE,1.388e-14,7.271e-15,2.049e-14,         ,         ,         
 2CXO J023115.3+005141, 02 31 15.40,+00 51 41.87,  59868,     0.28,     0.21,     2.62,     1.64,     87.1,     3.59,                TRUE,FALSE,FALSE,FALSE,2.592e-14,1.819e-14,3.365e-14,         ,         ,         
 2CXO J023123.8+004426, 02 31 23.82,+00 44 26.14,  58850,     0.23,     0.08,     0.94,     0.87,     65.0,     2.72,                TRUE,FALSE,FALSE,FALSE,8.458e-15,5.287e-15,1.163e-14,         ,         ,         
 2CXO J023137.6-072854, 02 31 37.65,-07 28 54.44,  60169,     0.69,     0.07,     0.80,     0.78,     74.2,     4.26,                TRUE,FALSE,FALSE,FALSE,2.893e-14,2.214e-14,3.571e-14,         ,         ,         
 2CXO J023146.5+002740, 02 31 46.53,+00 27 40.87,  55871,     0.30,     0.13,     1.65,     1.25,      1.5,     4.43,                TRUE,FALSE,FALSE,FALSE,2.653e-14,1.862e-14,3.445e-14,         ,         ,         
 2CXO J023233.1-211726, 02 32 33.16,-21 17 26.34,  77528,     0.95,     0.06,     0.71,     0.71,      0.0,    26.86,                TRUE, TRUE,FALSE,FALSE,1.900e-13,1.818e-13,1.982e-13,         ,         ,         
 2CXO J023250.1-364624, 02 32 50.15,-36 46 24.56, 154760,     0.62,     0.15,     1.85,     1.48,     94.6,     6.99,                TRUE,FALSE,FALSE,FALSE,2.720e-13,2.320e-13,3.120e-13,         ,         ,         
2CXO J023322.4+275612X, 02 33 22.43,+27 56 12.70,  34497,     0.50,     0.30,     3.76,     3.76,      0.0,     5.94,                TRUE,     ,     , TRUE,         ,         ,         ,         ,         ,         
 2CXO J023430.6+243835, 02 34 30.64,+24 38 35.85,  29898,     0.59,     0.06,     0.78,     0.76,    132.7,     3.09,                TRUE,FALSE,FALSE,FALSE,7.801e-14,5.201e-14,1.026e-13,         ,         ,         
 2CXO J023455.1-180608, 02 34 55.15,-18 06 08.77,  75602,     0.73,     0.06,     0.71,     0.71,     66.1,    10.87,                TRUE,FALSE,FALSE,FALSE,4.279e-14,3.885e-14,4.674e-14,         ,         ,         
 2CXO J023524.0-070952, 02 35 24.08,-07 09 52.07,  58994,     0.36,     0.06,     0.77,     0.73,    126.1,     7.22,                TRUE,FALSE,FALSE,FALSE,8.171e-14,7.027e-14,9.316e-14,         ,         ,         
 2CXO J023529.0-092512, 02 35 29.08,-09 25 12.29,  67537,     0.61,     0.09,     1.16,     0.93,    106.2,     5.61,                TRUE,FALSE,FALSE,FALSE,5.412e-14,4.423e-14,6.402e-14,         ,         ,         
 2CXO J023832.6+023349, 02 38 32.67,+02 33 49.07,  15245,     0.25,     0.06,     0.71,     0.71,     91.8,    20.26,                TRUE,FALSE,FALSE,FALSE,1.892e-12,1.803e-12,1.981e-12,         ,         ,         
 2CXO J023838.9+163659, 02 38 38.95,+16 36 59.38,   8035,     0.95,     0.06,     0.71,     0.71,     90.3,    53.27,                TRUE,FALSE,FALSE, TRUE,1.188e-12,1.165e-12,1.210e-12,         ,         ,         
 2CXO J023954.5-013233, 02 39 54.58,-01 32 33.79,   2778,     0.47,     0.14,     1.69,     0.97,    115.5,     3.41,                TRUE,FALSE,FALSE,FALSE,1.989e-14,1.396e-14,2.583e-14,         ,         ,         
 2CXO J023958.9-013548, 02 39 58.97,-01 35 48.72, 163834,     0.41,     0.10,     1.23,     1.12,    163.9,     2.00,                TRUE,FALSE,FALSE,FALSE,5.660e-15,2.588e-15,8.733e-15,         ,         ,         
 2CXO J024104.8-081520, 02 41 04.82,-08 15 20.80, 168044,     0.29,     0.06,     0.71,     0.71,    130.1,    72.28,                TRUE, TRUE,FALSE,FALSE,1.936e-12,1.907e-12,1.964e-12,         ,         ,         
 2CXO J024105.8-081153, 02 41 05.85,-08 11 53.20,  62926,     0.65,     0.06,     0.71,     0.71,     51.1,    19.41,                TRUE,FALSE,FALSE,FALSE,4.141e-14,3.903e-14,4.364e-14,         ,         ,         
 2CXO J024145.2+003028, 02 41 45.21,+00 30 28.38,  56424,     0.42,     0.07,     0.80,     0.80,      0.0,     7.89,                TRUE,FALSE,FALSE,FALSE,1.219e-13,1.055e-13,1.373e-13,         ,         ,         
 2CXO J024157.4+000945, 02 41 57.44,+00 09 45.86, 167659,     0.99,     0.34,     4.35,     3.49,     49.5,     9.07,                TRUE,FALSE,FALSE,FALSE,2.743e-13,1.770e-13,3.716e-13,         ,         ,         
 2CXO J024207.2+000039, 02 42 07.28,+00 00 39.24,   9608,     0.42,     0.06,     0.77,     0.76,     50.2,    18.41,                TRUE,FALSE,FALSE,FALSE,1.003e-13,9.462e-14,1.061e-13,         ,         ,         
 2CXO J024230.6-000029, 02 42 30.65,-00 00 29.71,  49829,     0.83,     0.06,     0.79,     0.75,     97.2,     4.54,                TRUE,FALSE,FALSE,FALSE,7.123e-15,5.512e-15,8.650e-15,         ,         ,         
2CXO J024235.8-213226X, 02 42 35.89,-21 32 26.53,  77656,     0.41,     0.14,     1.67,     1.67,      0.0,    60.69,                TRUE,     ,     ,FALSE,         ,         ,         ,         ,         ,         
 2CXO J024235.9-213226, 02 42 35.94,-21 32 26.07,  77656,     0.50,     0.07,     0.88,     0.78,    117.8,    19.94,                TRUE,FALSE,FALSE,FALSE,4.551e-13,4.320e-13,4.783e-13,         ,         ,         
 2CXO J024240.7-000046, 02 42 40.74,-00 00 46.52,  18072,     0.85,     0.06,     0.71,     0.71,      0.0,    59.72,                TRUE, TRUE,FALSE,FALSE,3.386e-13,3.307e-13,3.460e-13,         ,         ,         
 2CXO J024240.7-000047, 02 42 40.70,-00 00 47.71,  18072,     0.55,     0.06,     0.71,     0.71,      0.0,   164.31,                TRUE, TRUE,FALSE,FALSE,5.608e-13,5.434e-13,5.771e-13,         ,         ,         
 2CXO J024250.9-000031, 02 42 50.99,-00 00 31.45,  49822,     0.52,     0.06,     0.72,     0.72,    144.5,    12.45,                TRUE,FALSE,FALSE,FALSE,2.984e-14,2.742e-14,3.212e-14,         ,         ,         
 2CXO J024256.9-001558, 02 42 56.95,-00 15 58.21,  46445,     0.80,     0.09,     1.10,     0.87,     66.9,    12.25,                TRUE,FALSE,FALSE,FALSE,1.292e-13,9.812e-14,1.603e-13,         ,         ,         
 2CXO J024300.7-001055, 02 43 00.79,-00 10 55.33,  47522,     0.49,     0.24,     2.98,     1.43,     95.3,     2.67,                TRUE,FALSE,FALSE,FALSE,         ,         ,         ,0.000e+00,0.000e+00,1.291e-14
 2CXO J024308.1-000127, 02 43 08.17,-00 01 27.15,   9710,     0.52,     0.17,     2.05,     1.32,     85.1,     4.44,                TRUE,FALSE,FALSE,FALSE,         ,         ,         ,2.724e-14,2.111e-14,3.337e-14
 2CXO J024403.5+011322, 02 44 03.52,+01 13 22.98,  62643,     0.28,     0.23,     2.82,     1.87,      7.0,     8.21,                TRUE,FALSE,FALSE,FALSE,2.554e-14,1.069e-14,3.979e-14,         ,         ,         
 2CXO J024604.6-082100, 02 46 04.65,-08 21 00.30,  63720,     0.68,     0.19,     2.35,     1.58,     67.8,     7.20,                TRUE,FALSE,FALSE,FALSE,2.857e-14,2.389e-14,3.298e-14,         ,         ,         
 2CXO J024610.8-082320, 02 46 10.87,-08 23 20.60,  31104,     0.69,     0.15,     1.83,     1.83,      0.0,     3.03,            MARGINAL,FALSE,FALSE,FALSE,8.132e-15,4.805e-15,1.146e-14,         ,         ,         
2CXO J024619.0-301627X, 02 46 19.07,-30 16 27.43, 168350,     0.95,     0.14,     1.68,     1.68,      0.0,    36.82,                TRUE,     ,     , TRUE,         ,         ,         ,         ,         ,         
 2CXO J024634.0-082535, 02 46 34.06,-08 25 35.63,  63984,     0.80,     0.06,     0.71,     0.71,      0.0,    11.73,                TRUE, TRUE,FALSE,FALSE,5.745e-14,5.290e-14,6.200e-14,         ,         ,         
 2CXO J024634.1-082536, 02 46 34.12,-08 25 36.26,  63984,     0.32,     0.06,     0.71,     0.71,     30.4,    30.25,                TRUE, TRUE,FALSE,FALSE,1.939e-13,1.872e-13,2.001e-13,         ,         ,         
 2CXO J025127.7+341441, 02 51 27.75,+34 14 41.67, 124531,     0.78,     0.06,     0.72,     0.72,    176.7,     9.11,                TRUE,FALSE,FALSE,FALSE,1.619e-13,1.441e-13,1.798e-13,         ,         ,         
 2CXO J025134.5+431515, 02 51 34.55,+43 15 15.82, 140288,     0.67,     0.06,     0.71,     0.71,     88.6,    45.46,                TRUE,FALSE,FALSE,FALSE,6.901e-13,6.745e-13,7.047e-13,         ,         ,         
 2CXO J025135.8+431511, 02 51 35.82,+43 15 11.79, 168536,     0.90,     0.07,     0.88,     0.80,     48.6,     2.85,            MARGINAL, TRUE,FALSE,FALSE,9.828e-16,4.467e-16,1.519e-15,         ,         ,         
 2CXO J025400.2+414006, 02 54 00.29,+41 40 06.24,  23649,     0.36,     0.06,     0.72,     0.72,    126.8,    45.29,                TRUE,FALSE,FALSE,FALSE,2.412e-13,2.323e-13,2.501e-13,         ,         ,         
 2CXO J025416.7+414142, 02 54 16.79,+41 41 42.49,  23637,     0.51,     0.07,     0.80,     0.75,    176.1,     7.34,                TRUE,FALSE,FALSE,FALSE,6.742e-15,4.895e-15,8.589e-15,         ,         ,         
 2CXO J025436.9+414100, 02 54 36.98,+41 41 00.78,  23644,     0.94,     0.06,     0.72,     0.71,      8.2,     9.67,                TRUE,FALSE,FALSE,FALSE,1.122e-14,9.246e-15,1.307e-14,         ,         ,         
