,A_NAME,A_RA,A_DEC,A_COUNT_RATE,A_COUNT_RATE_ERROR,A_FLUX,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,B_SIGNIFICANCE,B_B_FLUX_AP,B_B_FLUX_AP_HI,B_B_FLUX_AP_LO,B_M_FLUX_AP,B_M_FLUX_AP_HI,B_M_FLUX_AP_LO,XOFFSET_
90,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002402.8-720449 ,6.011798,-72.080332,33.44,7.12e-15,7.78E-15      ,6.40E-15      ,1.49e-15,1.73E-15      ,1.25E-15      ,0.038
91,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002402.8-720449 ,6.011798,-72.080332,33.44,7.12e-15,7.78E-15      ,6.40E-15      ,1.49e-15,1.73E-15      ,1.25E-15      ,0.037
92,XMMSL2 J002402.8-720447,6.011836,-72.079721,1.035,0.3389,3.269e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002402.8-720449 ,6.011798,-72.080332,33.44,7.12e-15,7.78E-15      ,6.40E-15      ,1.49e-15,1.73E-15      ,1.25E-15      ,0.037
93,CXOGLB J002403.7-720423,6.015675,-72.07305,0.004698,0.0001327,2.579e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720426 ,6.012946,-72.07407,7.259,1.54e-15,1.77E-15      ,1.31E-15      ,3.75e-16,4.68E-16      ,2.83E-16      ,0.079
94,CXOGLB J002403.7-720423,6.01565,-72.073031,0.003612,0.0002387,2.452e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720426 ,6.012946,-72.07407,7.259,1.54e-15,1.77E-15      ,1.31E-15      ,3.75e-16,4.68E-16      ,2.83E-16      ,0.08
95,XMMSL2 J002402.8-720447,6.013602,-72.080555,1.207,0.4198,3.812e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.044
96,CXOGLB J002402.1-720450,6.009004,-72.080725,0.000145,2.744e-05,8.502e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.091
97,CXOGLB J002402.1-720450,6.00925,-72.080678,0.0001078,5.46e-05,7.794e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.085
98,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.112
99,CXOGLB J002402.8-720449,6.011667,-72.080289,0.0006482,0.0001099,5.137e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.036
100,CXOGLB J002402.8-720449,6.011767,-72.080281,0.005065,0.000139,2.937e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.035
101,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.002
102,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.004
103,XMMSL2 J002402.8-720447,6.011836,-72.079721,1.035,0.3389,3.269e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,6.219,1.82e-15,2.06E-15      ,1.56E-15      ,3.54e-16,4.29E-16      ,2.80E-16      ,0.023
104,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,45.84,1.95e-14,2.10E-14      ,1.80E-14      ,4.18e-15,4.71E-15      ,3.61E-15      ,0.114
105,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,45.84,1.95e-14,2.10E-14      ,1.80E-14      ,4.18e-15,4.71E-15      ,3.61E-15      ,0.106
106,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,45.84,1.95e-14,2.10E-14      ,1.80E-14      ,4.18e-15,4.71E-15      ,3.61E-15      ,0.106
107,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.114
108,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.115
109,XMMSL2 J002402.8-720447,6.013602,-72.080555,1.207,0.4198,3.812e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.039
110,CXOGLB J002402.1-720450,6.009004,-72.080725,0.000145,2.744e-05,8.502e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.107
111,CXOGLB J002402.1-720450,6.00925,-72.080678,0.0001078,5.46e-05,7.794e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.104
112,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.113
113,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.056
114,CXOGLB J002402.8-720449,6.011667,-72.080289,0.0006482,0.0001099,5.137e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.075
115,CXOGLB J002402.8-720449,6.011767,-72.080281,0.005065,0.000139,2.937e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.074
116,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.084
117,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.085
118,XMMSL2 J002402.8-720447,6.011836,-72.079721,1.035,0.3389,3.269e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,161.6,4.13e-13,4.17E-13      ,4.10E-13      ,1.06e-13,1.08E-13      ,1.05E-13      ,0.099
119,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,4.316,5.59e-16,7.29E-16      ,3.90E-16      ,9.03e-17,1.49E-16      ,3.20E-17      ,0.106
120,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,4.316,5.59e-16,7.29E-16      ,3.90E-16      ,9.03e-17,1.49E-16      ,3.20E-17      ,0.106
121,XMMSL2 J002402.8-720447,6.011836,-72.079721,1.035,0.3389,3.269e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.6-720441 ,6.015057,-72.078176,4.316,5.59e-16,7.29E-16      ,3.90E-16      ,9.03e-17,1.49E-16      ,3.20E-17      ,0.11
122,CXOGLB J002403.7-720423,6.015675,-72.07305,0.004698,0.0001327,2.579e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,16.15,3.49e-14,3.60E-14      ,3.37E-14      ,6.91e-15,7.32E-15      ,6.51E-15      ,0.002
123,CXOGLB J002403.7-720423,6.01565,-72.073031,0.003612,0.0002387,2.452e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,16.15,3.49e-14,3.60E-14      ,3.37E-14      ,6.91e-15,7.32E-15      ,6.51E-15      ,0.003
124,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.003
125,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.004
126,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.045
127,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.045
128,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.111
129,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,12.38,7.08e-15,7.59E-15      ,6.57E-15      ,1.22e-15,1.36E-15      ,1.07E-15      ,0.113
130,[HPH2013] 124          ,10.67162,41.27113,0.000219,1.8e-05,6.5e-15,M31CFCXO        ,CHANDRA      ,2CXO J004241.2+411615 ,10.671723,41.271083,9.954,0.0,              ,              ,0.0,              ,              ,0.005
131,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.034
132,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.034
133,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.036
134,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.037
135,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.089
136,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.091
137,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.111
138,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.8-720457 ,6.015882,-72.082523,8.826,3.2e-15,3.67E-15      ,2.72E-15      ,4.76e-16,6.32E-16      ,3.20E-16      ,0.094
139,CXOGLB J002403.8-720621,6.016025,-72.106017,0.0006216,0.0001085,4.322e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720621 ,6.016136,-72.106038,15.95,8.99e-15,9.73E-15      ,8.24E-15      ,0.0,              ,              ,0.002
140,CXOGLB J002403.8-720621,6.015979,-72.106003,0.001323,7.456e-05,7.156e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720621 ,6.016136,-72.106038,15.95,8.99e-15,9.73E-15      ,8.24E-15      ,0.0,              ,              ,0.004
141,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,11.17,2.21e-15,2.48E-15      ,1.93E-15      ,3.63e-16,4.63E-16      ,2.58E-16      ,0.102
142,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,11.17,2.21e-15,2.48E-15      ,1.93E-15      ,3.63e-16,4.63E-16      ,2.58E-16      ,0.104
143,XMMSL2 J002402.8-720447,6.011836,-72.079721,1.035,0.3389,3.269e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.9-720442 ,6.016468,-72.078497,11.17,2.21e-15,2.48E-15      ,1.93E-15      ,3.63e-16,4.63E-16      ,2.58E-16      ,0.113
144,CXOGLB J002405.3-720421,6.02235,-72.072647,0.0004675,4.412e-05,2.94e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,5.294,7.29e-16,8.99E-16      ,5.59E-16      ,1.97e-16,2.60E-16      ,1.34E-16      ,0.088
145,CXOGLB J002403.7-720423,6.015675,-72.07305,0.004698,0.0001327,2.579e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,5.294,7.29e-16,8.99E-16      ,5.59E-16      ,1.97e-16,2.60E-16      ,1.34E-16      ,0.058
146,CXOGLB J002403.7-720423,6.01565,-72.073031,0.003612,0.0002387,2.452e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,5.294,7.29e-16,8.99E-16      ,5.59E-16      ,1.97e-16,2.60E-16      ,1.34E-16      ,0.058
147,CXOGLB J002405.3-720421,6.022392,-72.072592,0.000287,7.839e-05,1.913e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,5.294,7.29e-16,8.99E-16      ,5.59E-16      ,1.97e-16,2.60E-16      ,1.34E-16      ,0.089
148,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,10.54,3.18e-15,3.50E-15      ,2.84E-15      ,1.01e-15,1.16E-15      ,8.52E-16      ,0.108
149,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,10.54,3.18e-15,3.50E-15      ,2.84E-15      ,1.01e-15,1.16E-15      ,8.52E-16      ,0.11
150,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.05
151,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.051
152,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.003
153,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.003
154,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.065
155,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.066
156,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.097
157,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720457 ,6.017843,-72.082764,120.1,3.32e-13,3.38E-13      ,3.26E-13      ,4.57e-14,4.75E-14      ,4.38E-14      ,0.103
158,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.094
159,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.09
160,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.065
161,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.067
162,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.058
163,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.058
164,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.11
165,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,12.45,4.08e-15,4.63E-15      ,3.50E-15      ,6.86e-16,8.36E-16      ,5.28E-16      ,0.111
166,CXOGLB J002403.1-720447,6.012975,-72.079817,0.000148,2.651e-05,1.417e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,4.278,5.32e-16,7.52E-16      ,3.11E-16      ,4.16e-16,5.98E-16      ,2.33E-16      ,0.111
167,CXOGLB J002403.1-720447,6.012833,-72.079814,0.0002305,7.532e-05,1.7e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,4.278,5.32e-16,7.52E-16      ,3.11E-16      ,4.16e-16,5.98E-16      ,2.33E-16      ,0.113
168,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.109
169,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.116
170,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.116
171,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.077
172,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.077
173,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.109
174,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.031
175,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.033
176,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.026
177,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.048
178,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.108
179,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,8.61,1.6e-15,1.94E-15      ,1.26E-15      ,2.63e-16,3.67E-16      ,1.55E-16      ,0.109
180,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,8.558,2.94e-15,3.31E-15      ,2.57E-15      ,6.74e-16,8.48E-16      ,5.01E-16      ,0.113
