,A_NAME,A_RA,A_DEC,A_COUNT_RATE,A_COUNT_RATE_ERROR,A_FLUX,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,B_SIGNIFICANCE,B_B_FLUX_AP,B_B_FLUX_AP_HI,B_B_FLUX_AP_LO,B_M_FLUX_AP,B_M_FLUX_AP_HI,B_M_FLUX_AP_LO,XOFFSET_
181,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,8.558,2.94e-15,3.31E-15      ,2.57E-15      ,6.74e-16,8.48E-16      ,5.01E-16      ,0.106
182,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,8.558,2.94e-15,3.31E-15      ,2.57E-15      ,6.74e-16,8.48E-16      ,5.01E-16      ,0.073
183,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,8.558,2.94e-15,3.31E-15      ,2.57E-15      ,6.74e-16,8.48E-16      ,5.01E-16      ,0.072
184,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.111
185,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.111
186,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.066
187,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.066
188,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.028
189,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.057
190,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.063
191,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,25.12,1.05e-14,1.14E-14      ,9.58E-15      ,4.19e-15,4.69E-15      ,3.69E-15      ,0.064
192,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.085
193,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.087
194,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.087
195,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.085
196,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.022
197,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.022
198,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.016
199,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.068
200,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.096
201,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,3.889,0.0,3.69E-16      ,0.00E+00      ,1.76e-16,3.39E-16      ,7.06E-18      ,0.097
202,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.081
203,CXOGLB J002403.6-720459,6.015346,-72.083072,0.001085,6.564e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.113
204,CXOGLB J002403.6-720459,6.015271,-72.083061,0.0004754,9.563e-05,4.074e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.114
205,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.067
206,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.067
207,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.082
208,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.004
209,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.004
210,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.042
211,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720455 ,6.020589,-72.082103,19.64,5e-14,5.27E-14      ,4.72E-14      ,1.19e-15,1.54E-15      ,8.16E-16      ,0.083
212,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,4.2,3.23e-16,5.17E-16      ,1.29E-16      ,1.65e-16,2.63E-16      ,6.75E-17      ,0.104
213,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,4.2,3.23e-16,5.17E-16      ,1.29E-16      ,1.65e-16,2.63E-16      ,6.75E-17      ,0.101
214,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,4.2,3.23e-16,5.17E-16      ,1.29E-16      ,1.65e-16,2.63E-16      ,6.75E-17      ,0.1
215,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,4.2,3.23e-16,5.17E-16      ,1.29E-16      ,1.65e-16,2.63E-16      ,6.75E-17      ,0.104
216,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,4.05,6.73e-16,8.63E-16      ,4.74E-16      ,0.0,              ,              ,0.058
217,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,4.05,6.73e-16,8.63E-16      ,4.74E-16      ,0.0,              ,              ,0.057
218,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,4.05,6.73e-16,8.63E-16      ,4.74E-16      ,0.0,              ,              ,0.103
219,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,4.05,6.73e-16,8.63E-16      ,4.74E-16      ,0.0,              ,              ,0.102
220,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,4.187,3.25e-15,4.02E-15      ,2.49E-15      ,7.96e-16,1.06E-15      ,5.20E-16      ,0.002
221,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,4.187,3.25e-15,4.02E-15      ,2.49E-15      ,7.96e-16,1.06E-15      ,5.20E-16      ,0.007
222,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.106
223,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.112
224,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.109
225,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.051
226,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.05
227,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,9.724,1.91e-15,2.24E-15      ,1.56E-15      ,9.38e-16,1.08E-15      ,8.01E-16      ,0.109
228,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.098
229,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.098
230,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.069
231,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.068
232,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.033
233,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.076
234,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.05
235,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,2.39,0.0,2.04E-16      ,0.00E+00      ,0.0,              ,              ,0.051
236,CXOGLB J002405.3-720421,6.02235,-72.072647,0.0004675,4.412e-05,2.94e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,10.2,5.29e-15,5.78E-15      ,4.80E-15      ,6.56e-16,7.60E-16      ,5.45E-16      ,0.003
237,CXOGLB J002405.3-720421,6.022392,-72.072592,0.000287,7.839e-05,1.913e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,10.2,5.29e-15,5.78E-15      ,4.80E-15      ,6.56e-16,7.60E-16      ,5.45E-16      ,0.006
238,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720511 ,6.022355,-72.086452,2.6,0.0,4.40E-16      ,0.00E+00      ,5.05e-17,1.01E-16      ,0.00E+00      ,0.088
239,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720511 ,6.022355,-72.086452,2.6,0.0,4.40E-16      ,0.00E+00      ,5.05e-17,1.01E-16      ,0.00E+00      ,0.091
240,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.044
241,CXOGLB J002404.2-720458,6.017675,-72.082772,0.03336,0.0006936,2.425e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.095
242,CXOGLB J002404.2-720458,6.017704,-72.082783,0.05928,0.0004627,3.924e-13,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.095
243,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.044
244,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.054
245,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.052
246,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.4-720457 ,6.02281,-72.082582,3.35,4.8e-16,7.14E-16      ,2.34E-16      ,4.02e-16,5.88E-16      ,2.16E-16      ,0.08
247,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.9-720510 ,6.024802,-72.086386,2.233,2.88e-16,4.09E-16      ,1.61E-16      ,1.09e-16,1.60E-16      ,5.81E-17      ,0.108
248,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.9-720510 ,6.024802,-72.086386,2.233,2.88e-16,4.09E-16      ,1.61E-16      ,1.09e-16,1.60E-16      ,5.81E-17      ,0.112
249,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,20.78,8.99e-15,9.59E-15      ,8.40E-15      ,1.98e-15,2.21E-15      ,1.74E-15      ,0.116
250,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.6-720449 ,6.023632,-72.080356,20.78,8.99e-15,9.59E-15      ,8.40E-15      ,1.98e-15,2.21E-15      ,1.74E-15      ,0.083
251,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,20.78,8.99e-15,9.59E-15      ,8.40E-15      ,1.98e-15,2.21E-15      ,1.74E-15      ,0.002
252,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,20.78,8.99e-15,9.59E-15      ,8.40E-15      ,1.98e-15,2.21E-15      ,1.74E-15      ,0.003
253,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,7.437,1.09e-15,1.24E-15      ,9.31E-16      ,3.32e-16,4.02E-16      ,2.61E-16      ,0.061
254,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,7.437,1.09e-15,1.24E-15      ,9.31E-16      ,3.32e-16,4.02E-16      ,2.61E-16      ,0.064
255,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.063
256,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.064
257,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.079
258,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.077
259,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.059
260,XMMSL2 J002402.8-720447,6.017688,-72.08105,0.8453,0.335,2.67e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.115
261,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.056
262,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,3.048,7.63e-17,1.60E-16      ,0.00E+00      ,0.0,              ,              ,0.058
263,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720449 ,6.025354,-72.080319,13.73,9.52e-15,1.02E-14      ,8.80E-15      ,1.11e-15,1.27E-15      ,9.47E-16      ,0.108
264,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,13.73,9.52e-15,1.02E-14      ,8.80E-15      ,1.11e-15,1.27E-15      ,9.47E-16      ,0.105
265,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,13.73,9.52e-15,1.02E-14      ,8.80E-15      ,1.11e-15,1.27E-15      ,9.47E-16      ,0.034
266,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,13.73,9.52e-15,1.02E-14      ,8.80E-15      ,1.11e-15,1.27E-15      ,9.47E-16      ,0.034
267,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,13.73,9.52e-15,1.02E-14      ,8.80E-15      ,1.11e-15,1.27E-15      ,9.47E-16      ,0.105
268,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,25.99,2.68e-14,2.85E-14      ,2.51E-14      ,6.18e-15,6.86E-15      ,5.49E-15      ,0.003
269,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,25.99,2.68e-14,2.85E-14      ,2.51E-14      ,6.18e-15,6.86E-15      ,5.49E-15      ,0.003
270,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,25.99,2.68e-14,2.85E-14      ,2.51E-14      ,6.18e-15,6.86E-15      ,5.49E-15      ,0.087
271,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,25.99,2.68e-14,2.85E-14      ,2.51E-14      ,6.18e-15,6.86E-15      ,5.49E-15      ,0.085
272,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720456 ,6.025117,-72.082283,25.99,2.68e-14,2.85E-14      ,2.51E-14      ,6.18e-15,6.86E-15      ,5.49E-15      ,0.097
273,CXOGLB J002404.9-720506,6.020883,-72.085058,0.0003368,8.643e-05,2.338e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,7.629,9.59e-16,1.09E-15      ,8.22E-16      ,2.99e-16,3.64E-16      ,2.35E-16      ,0.112
