obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,hard_hm,hard_hs,hard_ms,var_inter_prob_b,var_inter_index_b,flux_aper_lolim_m,flux_aper_lolim_h,flux_aper_lolim_s,var_inter_sigma_m,var_inter_sigma_s,var_inter_index_m,var_inter_index_s,var_inter_index_h,flux_aper_hilim_u,var_mean_b,var_sigma_b,ks_prob_b,var_prob_b,var_inter_sigma_u
PL_10_obs_0,PL_10,18,J1748-2446aa, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_11_obs_0,PL_11,18,J1748-2446ai, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_12_obs_0,PL_12,18,J1748-2446ae, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_13_obs_0,PL_13,18,J1748-2446ag, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_14_obs_0,PL_14,18,J1748-2446ah, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_15_obs_0,PL_15,18,J1748-2446ab, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_16_obs_0,PL_16,18,J1748-2446ad, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_17_obs_0,PL_17,18,J1748-2446P, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_18_obs_0,PL_18,18,J1748-2446Q, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_19_obs_0,PL_19,18,J1748-2446K, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_20_obs_0,PL_20,18,J1748-2446N, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_21_obs_0,PL_21,18,J1748-2446S, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_22_obs_0,PL_22,18,J1748-2446D, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_23_obs_0,PL_23,18,J1748-2446E, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_24_obs_0,PL_24,18,J1748-2446U, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_25_obs_0,PL_25,18,J1748-2446F, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_26_obs_0,PL_26,18,J1748-2446X, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_27_obs_0,PL_27,18,J1748-2446H, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_28_obs_0,PL_28,18,J1748-2446I, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_29_obs_0,PL_29,18,J1748-2446Z, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_30_obs_0,PL_30,18,J1748-2446L, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_31_obs_0,PL_31,18,J1748-2446M, 2CXO J174804.8-244645,267.0201,-24.77918,84155.4,29.08,1785.981,PL,0.007792111111111057,0.632838888888889,0.6569684444444444,1.0,8.0,14.273054513974621,13.796781533701896,15.550351427000546,8.753000000000001e-07,9.145999999999999e-07,0.0,0.0,8.0,14.49433691753545,0.0045224316666666676,0.0009954037555555556,0.6323538888888889,0.46634555555555557,0.00018940000000000005
PL_32_obs_0,PL_32,13,J0024-7204S, 2CXO J002403.9-720442,6.016468,-72.0785,845.1,11.17,447.7041,PL,-0.03868253846153845,-0.345628923076923,-0.5112282307692306,0.44599999999999995,3.0,15.771450725886742,15.228383570031175,15.258730574230643,1.5199999999999998e-07,2.3249999999999992e-07,5.0,5.0,0.0,14.854287726988787,0.0007821211538461538,0.00019632869230769233,0.6082576923076923,0.5774076923076922,9.17e-07
PL_33_obs_0,PL_33,13,B0021-72F, 2CXO J002403.9-720442,6.016468,-72.0785,5544.8,11.17,447.7041,PL,-0.03868253846153842,-0.345628923076923,-0.5112282307692306,0.44599999999999995,3.0,15.771450725886744,15.228383570031173,15.258730574230643,1.5199999999999998e-07,2.3249999999999992e-07,5.0,5.0,0.0,14.854287726988785,0.0007821211538461538,0.00019632869230769233,0.6082576923076924,0.5774076923076922,9.17e-07
PL_34_obs_0,PL_34,13,B0021-72I, 2CXO J002407.9-720439,6.033218,-72.07772,65240.7,8.8,514.9201,PL,-0.10675333333333331,-0.4224392738095238,-0.5242657499999999,0.906,5.0,15.952865680889126,15.384135123099618,15.353866970393527,5.966e-07,3.5930000000000005e-07,0.0,3.0,0.0,14.80111466478301,0.0007254905000000001,0.00019493769166666668,0.6058649999999998,0.5963899999999999,2.8790000000000003e-06
PL_35_obs_0,PL_35,13,B0021-72G, 2CXO J002407.9-720439,6.033218,-72.07772,68771.4,8.8,514.9201,PL,-0.10675333333333331,-0.42243927380952373,-0.5242657499999999,0.906,5.0,15.952865680889126,15.384135123099613,15.353866970393533,5.966e-07,3.5930000000000005e-07,0.0,3.0,0.0,14.801114664783007,0.0007254905000000001,0.0001949376916666667,0.605865,0.59639,2.8790000000000003e-06
PL_37_obs_0,PL_37,8,J0024-7204T, 2CXO J002408.5-720438,6.03566,-72.07746999999998,5734.6,4.21,56.92914,PL,0.4029263750000001,0.565167,-0.25145599999999996,0.35400000000000004,3.0,16.11172849060786,14.76671601082727,16.158051460218903,8.391e-08,8.413e-08,0.0,0.0,3.7150000000000003,15.205671304527273,0.0009316119999999998,0.0002483452375,0.7372149999999997,0.7001887499999999,6.184865812500001e-06
PL_38_obs_0,PL_38,8,J0024-7204Y, 2CXO J002401.4-720441,6.0059879999999986,-72.07831,5307.0,5.63,120.729,PL,0.24985,-0.4997,-0.8241874999999999,0.501,3.0,16.475036389176932,15.617656194539087,15.632688021008292,8.798000000000001e-08,1.197e-07,0.0,4.0,0.5349999999999999,14.877595820908063,0.0006327718749999998,0.0002055835625000001,0.68088125,0.6621374999999999,4.849000000000001e-07
PL_39_obs_0,PL_39,11,B0021-72D, 2CXO J002413.9-720443,6.057943,-72.07885,31673.8,7.55,261.6087,PL,-0.018954545454545457,-0.43405454545454547,-0.618590909090909,0.6710000000000002,4.0,16.19063896826938,15.854765664249657,15.622088430685915,1.5659999999999999e-07,2.443e-07,0.0,4.0,0.0,14.963570910180643,0.000544445818181818,0.00016757318181818186,0.59753,0.6475136363636362,4.222e-07
PL_40_obs_0,PL_40,12,B0021-72N, 2CXO J002409.2-720428,6.038371,-72.07469,5734.6,5.64,136.2514,PL,0.033525,-0.5438333333333333,-0.4030833333333333,0.37000000000000005,3.0,16.222623906545333,15.520795767042317,15.799412316722021,1.4599999999999998e-07,1.237e-07,3.0,0.0,3.9891666666666663,15.02579202920809,0.0005445115833333332,0.00018576195833333334,0.7108458333333333,0.6801541666666666,4.5569999999999993e-07
PL_41_obs_0,PL_41,5,J1824-2452G, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_42_obs_0,PL_42,5,J1824-2452D, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_43_obs_0,PL_43,5,J1824-2452L, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_44_obs_0,PL_44,5,J1824-2452E, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_45_obs_0,PL_45,5,J1824-2452F, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_46_obs_0,PL_46,5,J1824-2452B, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_47_obs_0,PL_47,5,J1824-2452H, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_48_obs_0,PL_48,5,J1824-2452J, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_49_obs_0,PL_49,5,J1824-2452C, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_50_obs_0,PL_50,5,J1824-2452K, 2CXO J182432.8-245208,276.1367,-24.86904,13509.8,87.23,45192.96,PL,-0.67632,-0.8122400000000001,-0.30106,0.614,4.0,13.203047199062818,13.712822591558142,13.091349689126554,3.6489999999999997e-06,4.565e-06,5.0,5.0,0.0,13.954798830600135,0.042794000000000006,0.00016254100000000001,0.5202,0.0726,3.4569999999999997e-06
PL_51_obs_0,PL_51,12,B0021-72E, 2CXO J002411.1-720520,6.046403,-72.08896,5734.6,8.25,350.2208,PL,-0.09338333333333332,-0.8058749999999999,-0.7125916666666665,0.511,3.0,16.13661064029888,15.764395118411935,15.41444791398918,3.1399999999999993e-07,1.66e-07,3.0,0.0,3.0766666666666667,14.753386222559728,0.0005359566666666665,0.00014658647500000004,0.6224375000000001,0.633735,4.946000000000001e-07
PL_52_obs_0,PL_52,5,J1824-2452I, 2CXO J182432.4-245208,276.1354,-24.86893,54456.0,92.0,41710.81,PL,0.39425999999999994,0.41023999999999994,0.011259999999999989,1.0,8.0,14.206508372171976,13.23902086459087,14.363221977267965,3.126e-05,2.611e-05,8.0,8.0,8.0,13.95163069773184,0.0198608,0.013853446,0.76,0.6195999999999999,2.0114148195999998e-05
PL_53_obs_0,PL_53,5,B1745-20A, 2CXO J174852.6-202140,267.2192,-20.361320000000006,4909.3,8.42,224.2913,PL,-0.19212540000000006,-0.3835382,-0.1484646,0.386,0.0,14.972188824378737,14.860484387331942,14.96764206952767,4.1060000000000004e-07,7.678e-08,4.0,0.0,0.0,15.029892887860328,0.0015259608,0.00022668000000000002,0.75612,0.40163399999999994,2.9420532799999993e-06
PL_55_obs_0,PL_55,5,J1748-2021F, 2CXO J174852.6-202140,267.2192,-20.361320000000006,4909.3,8.42,224.2913,PL,-0.19212540000000006,-0.38353820000000005,-0.1484646,0.386,0.0,14.972188824378737,14.860484387331942,14.96764206952767,4.1060000000000004e-07,7.678e-08,4.0,0.0,0.0,15.029892887860328,0.0015259608,0.00022668000000000002,0.7561200000000001,0.40163399999999994,2.9420532799999993e-06
PL_56_obs_0,PL_56,4,J1748-2021B, 2CXO J174852.9-202138,267.2205,-20.36067,49114.6,12.83,424.3541,PL,0.3792495,0.59956575,0.40241499999999997,1.0,8.0,14.681780674516741,13.744923167982257,15.43099269140691,1.314e-06,8.298000000000002e-07,8.0,7.0,8.0,14.663629354305513,0.0028587250000000003,0.00034320574999999995,0.7210249999999999,0.4415049999999998,1.4594365749999997e-06
PL_57_obs_0,PL_57,5,B1821-24A, 2CXO J182431.9-245211,276.1333,-24.86973,54456.0,74.66,33259.49,PL,0.33704000000000006,0.44996,0.13318,0.4149999999999999,0.0,13.40814985123573,12.641454510397276,13.728686243553264,1.6379999999999998e-06,2.011e-06,0.0,0.0,3.0,14.547843083542793,0.02803,0.00061791196,0.3256,0.1868,2.369e-06
PL_58_obs_0,PL_58,8,J0024-7204Q, 2CXO J002416.5-720425,6.068847,-72.07368000000002,59044.6,6.44,128.3377,PL,0.03295000000000002,-0.3764875,-0.42193749999999997,0.6550000000000001,4.0,16.320139051029322,15.585619737763105,15.839702407816127,7.493e-08,1.2880000000000002e-06,0.0,5.0,0.0,14.894312480694243,0.0006444299999999999,0.00020081726250000012,0.6078924999999998,0.6319662500000001,2.8209999999999998e-06
PL_59_obs_0,PL_59,13,B0021-72H, 2CXO J002406.7-720406,6.027986,-72.06859,1928.3,6.58,192.3738,PL,0.31591423076923075,-0.5381384615384615,-0.8842062307692307,0.5839999999999999,4.0,16.573505718943444,15.754423670663344,15.606881585298813,1.1960000000000004e-07,1.7470000000000002e-07,0.0,3.0,1.0007692307692309,14.94324573307451,0.000528232923076923,0.00017906732307692308,0.5966261538461538,0.6374415384615383,5.328000000000001e-07
PL_61_obs_0,PL_61,11,J0024-7204U, 2CXO J002409.8-720359,6.041056,-72.06659,5544.8,7.81,260.3284,PL,0.2616636363636364,-0.646890909090909,-0.692990909090909,0.5170000000000001,3.0,16.284707787919686,15.573965206975545,15.579253747929988,1.4529999999999996e-07,2.0459999999999997e-07,0.0,3.0,0.0,14.984269766913275,0.0005442089999999999,0.00016697876363636367,0.6061709090909091,0.6240154545454546,9.577999999999997e-07
PL_62_obs_0,PL_62,5,J1740-5340A, 2CXO J174044.6-534041,265.186,-53.67826,26659.7,24.11,3504.637,PL,0.08796000000000001,0.03548,-0.05272,0.998,7.0,14.492631000359614,13.98370292823886,14.605785329167764,3.163e-07,8.554000000000001e-07,5.0,6.0,6.0,15.118617025542056,0.002409,0.000217052,0.8387999999999998,0.43579999999999997,5.953e-07
PL_63_obs_0,PL_63,8,B0021-72C, 2CXO J002350.3-720431,5.959967,-72.07543000000003,65237.5,5.09,107.3065,PL,0.6970749999999999,-0.4480125,-0.9381874999999998,0.601,4.0,16.63610188567395,15.959242104429999,15.79332675168054,1.3635098750000011e-07,1.203e-06,0.47000000000000003,3.0,0.9012500000000001,15.217118933839007,0.0004214183749999999,0.00013886133750000003,0.66335625,0.688145,3.826253425000001e-06
PL_65_obs_0,PL_65,20,J0100-7211, 2CXO J010043.0-721133,15.17934,-72.1927,8372.1,65.51,39513.42,PL,-0.4049475333333333,-0.4923707333333334,-0.12306333333333337,1.0,8.0,12.826411555586372,13.008197655641961,12.863282061329922,8.035e-06,5.47e-06,4.0,5.0,4.0,13.43797021188026,0.07412866666666668,0.0007334726000000002,0.5124073333333333,0.1323606666666667,8.207000000000003e-05
PL_66_obs_0,PL_66,1,J1701-3006F, 2CXO J170112.8-300653,255.3037,-30.1149,62265.4,14.1,670.7812,PL,0.2998,0.3398,0.045,0.8026800000000002,5.18,14.261457259071214,13.492413960236991,14.534022631714175,4.368927999999995e-07,5.964916399999999e-07,3.93,0.26,3.77,15.498256270372007,0.004442,1.681e-06,0.35600000000000004,0.071,2.311372419999999e-06
PL_68_obs_0,PL_68,1,J1701-3006B, 2CXO J170112.7-300648,255.3029,-30.11358,62265.4,6.64,89.79935,PL,0.1412,0.0462,-0.0949,0.81239,5.0,14.90031935889075,14.520568662802265,15.045227010310285,2.6254369999999984e-07,2.921824700000001e-07,3.04,2.03,3.05,15.819874124835945,0.001405,2.786e-05,0.711,0.124,1.2108689199999996e-06
PL_69_obs_0,PL_69,17,B1744-24A, 2CXO J174803.0-244641,267.0127,-24.77808,5002.9,9.4,424.5615,PL,-0.08312731249999998,-0.5328995,-0.6380949374999999,1.0,6.0,16.234454109146252,15.428016548264752,15.412379212989661,6.593000000000001e-07,4.239999999999999e-07,6.0,5.0,5.0,14.949137708434547,0.0006194817499999999,0.0002706457062500001,0.73406,0.7071106249999999,1.8270000000000005e-06
PL_71_obs_0,PL_71,2,J1910-5959E, 2CXO J191051.7-595859,287.7157,-59.98315,37966.9,8.19,263.2254,PL,0.03625,-0.27605,-0.3042,0.366,0.0,14.671019883600508,14.266379567879573,14.534753901867617,2.262e-08,3.349e-07,0.0,5.0,3.0,14.417644573795505,0.0022915,0.00021065,0.7645,0.292,2.687e-06
PL_72_obs_0,PL_72,2,J1910-5959D, 2CXO J191052.4-595905,287.7184,-59.98491,37966.9,4.5,57.46639,PL,-0.3023,-0.7720499999999999,-0.6033999999999999,0.972,6.0,15.60589381789146,15.48510718287866,14.983065600069914,4.024e-08,3.2460000000000003e-07,0.0,5.0,6.0,15.068139213226143,0.0007849,0.00019788,0.6995,0.6054999999999999,3.891e-07
PL_74_obs_0,PL_74,8,B0021-72M, 2CXO J002354.5-720530,5.977162,-72.09191,65237.5,6.29,198.0058,PL,0.4372375,-0.4997,-0.8474624999999999,0.547,3.0,16.644317796554354,15.638996579850582,15.764738547936139,4.5990000000000004e-08,1.0089999999999998e-07,0.0,0.0,3.38625,15.030816435864208,0.0005290414999999998,0.00017183458750000003,0.6229425,0.62588625,4.342e-07
PL_75_obs_0,PL_75,2,J1607-5140, 2CXO J191051.7-595859,287.7157,-59.98315,37966.9,8.19,263.2254,PL,0.03625,-0.27605,-0.3042,0.366,0.0,14.671019883600508,14.266379567879573,14.534753901867617,2.262e-08,3.349e-07,0.0,5.0,3.0,14.417644573795505,0.0022915,0.00021065,0.7645,0.292,2.687e-06
PL_76_obs_0,PL_76,2,J1910-5959B, 2CXO J191051.7-595859,287.7157,-59.98315,37966.9,8.19,263.2254,PL,0.03625,-0.27605,-0.3042,0.366,0.0,14.671019883600508,14.266379567879573,14.534753901867617,2.262e-08,3.349e-07,0.0,5.0,3.0,14.417644573795505,0.0022915,0.00021065,0.7645,0.292,2.687e-06
PL_77_obs_0,PL_77,9,B0355+54, 2CXO J035853.7+541313,59.72388,54.22049000000001,26624.9,19.44,1522.64,PL,0.2315111111111111,0.3152222222222223,0.08438888888888889,0.5,3.0,14.503928494035003,13.837056346000837,14.889910629569178,4.3489999999999996e-07,8.261000000000002e-07,4.0,5.0,0.0,14.530310475237785,0.0020387777777777774,0.00011179400000000001,0.22444444444444445,0.2457777777777778,2.800920406666667e-06
PL_78_obs_0,PL_78,3,J1509-5850, 2CXO J150927.1-585056,227.3632,-58.84896,93870.5,14.23,767.5616,PL,0.5305333333333332,0.7641333333333334,0.3856,0.743,5.0,14.639618960643807,13.631385290691634,15.457896464481003,1.175e-07,4.8689999999999995e-08,0.0,0.0,5.0,13.731365915345782,0.0019176666666666667,0.0002121153333333333,0.37366666666666665,0.3633333333333333,3.7809778866666675e-05
PL_80_obs_0,PL_80,9,J0359+5414, 2CXO J035926.0+541455,59.85863000000001,54.24874000000001,26628.1,9.65,246.5045,PL,-0.20792222222222223,-0.4404333333333333,-0.26262222222222226,0.4089999999999999,3.0,15.06422414510704,14.949854678192688,15.101923261324657,4.4339999999999996e-07,5.457e-07,3.0,0.0,5.0,14.850371333869393,0.0006260000000000001,8.304777777777778e-05,0.4701111111111111,0.5425555555555556,1.7222232444444446e-06
PL_81_obs_0,PL_81,3,B2224+65, 2CXO J222552.8+653536,336.4703,65.59346,49410.9,11.45,686.3915,PL,0.0829,-0.0916,-0.1707,1.0,8.0,14.713657168262747,14.303741077242627,14.782333290749486,1.0140000000000002e-06,6.366999999999999e-07,8.0,8.0,8.0,14.633805302136269,0.0015636666666666665,0.00027663666666666667,0.6183333333333333,0.5023333333333334,3.3682966666666734e-06
PL_83_obs_0,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,27885.5,8.11,293.4485,PL,0.2178,0.5359166666666667,0.40185,0.995,6.0,14.520761119536878,13.825781767643392,15.50937364322255,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,14.347776099898107,0.003407783333333333,0.00010116500000000001,0.5351666666666667,0.20483333333333334,1.6363361266666665e-06
