obs_id,true_class,level_a_prob,level_a_class,level_b_prob,level_b_class,th_class,truth,is_ok,class,src_n,src_id,significance
NS_OBS_192,NS,0.863194301693258,['XRB'],0.9779942049564415,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
BH_OBS_125,BH,0.9950949907527644,['XRB'],0.9681143461141096,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
NS_OBS_210,NS,0.8955078246885186,['XRB'],0.9856828346720395,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
CV_OBS_678,CV,0.9536167569555002,['CV'],0.9560661986156188,CV,CV,1,1,CV,CXOGLB J002416.9-72042,CV0094,38.28
PULSAR_OBS_293,PULSAR,0.8372780614462576,['PULSAR'],0.9087117810710614,PULSAR,PULSAR,1,1,PULSAR,PSR J1809-2332,PL0087,16.03
BH_OBS_161,BH,0.9985238095238096,['XRB'],0.965963562330153,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
PULSAR_OBS_420,PULSAR,0.8983442262193998,['PULSAR'],0.8960947660663215,PULSAR,PULSAR,1,1,PULSAR,PSR J2028+3332,PL0124,2.97
PULSAR_OBS_306,PULSAR,0.9973970151355545,['PULSAR'],0.9932506966773847,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
PULSAR_OBS_211,PULSAR,0.991803305855978,['PULSAR'],0.9978631257631259,PULSAR,PULSAR,1,1,PULSAR,PSR J1741-205,PL0079,98.07
PULSAR_OBS_408,PULSAR,0.9458423493098986,['PULSAR'],0.9603772461907516,PULSAR,PULSAR,1,1,PULSAR,PSR J1959+2048,PL0117,34.31
CV_OBS_529,CV,0.9695447922985965,['CV'],0.9754754435453791,CV,CV,1,1,CV,CXOGLB J002406.3-72044,CV0082,53.28
BH_OBS_126,BH,0.9896980941905589,['XRB'],0.9793862791651773,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
CV_OBS_13,CV,0.9792794344952171,['CV'],0.995144057412918,CV,CV,1,1,CV,[HPH2013] 100         ,CV0002,37.03
CV_OBS_258,CV,0.8159373959291648,['CV'],0.9146099988776538,CV,CV,1,1,CV,[HPH2013] 273         ,CV0035,9.19
NS_OBS_342,NS,0.996459390862944,['XRB'],0.9938701662084277,NS,NS,1,1,NS,J1748-2446          ,NS0057,18.31
NS_OBS_395,NS,0.9870590693747249,['XRB'],0.9918126684636119,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
CV_OBS_442,CV,0.9359650843822719,['CV'],0.9929932374319105,CV,CV,1,1,CV,CXOGLB J002403.7-72042,CV0074,16.15
BH_OBS_184,BH,0.7989261431198469,['XRB'],0.8906056720410277,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
CV_OBS_606,CV,0.99126566268108,['CV'],0.9973604060913707,CV,CV,1,1,CV,CXOGLB J002409.2-72054,CV0088,6.1
PULSAR_OBS_389,PULSAR,0.9377351580593124,['PULSAR'],0.9602855346689754,PULSAR,PULSAR,1,1,PULSAR,PSR J1846+091,PL0105,3.03
CV_OBS_723,CV,0.9982068965517241,['CV'],0.9991034482758622,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_739,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_237,NS,0.9199270046276266,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
NS_OBS_403,NS,0.9814990911304022,['XRB'],0.9905952335938725,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
NS_OBS_265,NS,0.9921995490652065,['XRB'],0.9910152650314106,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
CV_OBS_373,CV,0.9935797202292828,['CV'],0.9811150648430782,CV,CV,1,1,CV,CXOGLB J002402.1-72045,CV0068,3.14
NS_OBS_63,NS,0.41292869991695674,['PULSAR'],0.9346226775350225,NS,NS,1,1,NS,2E 1613.5-5053      ,NS0009,107.71
PULSAR_OBS_300,PULSAR,0.9954758687258688,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
CV_OBS_666,CV,0.815873564503994,['CV'],0.8782518682982737,CV,CV,1,1,CV,CXOGLB J002415.8-72043,CV0093,21.99
PULSAR_OBS_262,PULSAR,0.9993562874251498,['PULSAR'],0.9954758687258686,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_376,NS,0.9696279256445102,['XRB'],0.9799730323180055,NS,NS,1,1,NS,SAXWFC J1747.0-2853.,NS0069,7.1
CV_OBS_12,CV,0.9984569732937686,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 100         ,CV0002,37.03
NS_OBS_379,NS,0.9945599551565769,['XRB'],0.9963837063311588,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0071,2.75
CV_OBS_692,CV,0.9949247293087297,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
BH_OBS_148,BH,0.898120994582668,['XRB'],0.9968912262833964,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
NS_OBS_425,NS,0.8581206868169877,['XRB'],0.9955076325157053,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
NS_OBS_189,NS,0.910722575573529,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
CV_OBS_406,CV,0.9719896624662863,['CV'],0.976666900052512,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
CV_OBS_473,CV,0.9086626084516066,['CV'],0.9551966495098321,CV,CV,1,1,CV,CXOGLB J002404.9-72045,CV0077,19.64
PULSAR_OBS_286,PULSAR,0.977452617088915,['PULSAR'],0.9936760073260074,PULSAR,PULSAR,1,1,PULSAR,PSR J1803-2137,PL0083,9.95
CV_OBS_603,CV,0.986305509689235,['CV'],0.9748892640378969,CV,CV,1,1,CV,CXOGLB J002409.2-72054,CV0088,6.1
PULSAR_OBS_131,PULSAR,0.9574428344789848,['PULSAR'],0.9560265495133671,PULSAR,PULSAR,1,1,PULSAR,PSR J1028-5819,PL0031,6.7
CV_OBS_401,CV,0.9459677051828292,['CV'],0.972638321529321,CV,CV,1,1,CV,CXOGLB J002402.5-72051,CV0070,22.52
CV_OBS_430,CV,0.9605945148165554,['CV'],0.9873062718181359,CV,CV,1,1,CV,CXOGLB J002403.7-72042,CV0074,16.15
CV_OBS_286,CV,0.9973604060913707,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 50          ,CV0037,9.94
PULSAR_OBS_18,PULSAR,0.9851417597774415,['PULSAR'],0.99240444015444,PULSAR,PULSAR,1,1,PULSAR,PSR J0100-7211,PL0003,65.51
PULSAR_OBS_237,PULSAR,0.9698531508765257,['PULSAR'],0.9746392157769399,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_182,NS,0.8717534043742643,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
BH_OBS_110,BH,0.9351742799726694,['XRB'],0.9597278158167128,BH,BH,1,1,BH,CXOU J100517.1-07421,BH0022,11.12
NS_OBS_421,NS,0.9074737414789937,['XRB'],0.9647464651508166,NS,NS,1,1,NS,1WGA J0748.5-6745   ,NS0076,6.77
CV_OBS_706,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_337,NS,0.8230051519354185,['XRB'],0.9824079020574844,NS,NS,1,1,NS,J1748-2446          ,NS0057,18.31
PULSAR_OBS_8,PULSAR,0.9467229352064755,['PULSAR'],0.6588761338327201,PULSAR,PULSAR,1,1,PULSAR,PSR J0100-7211,PL0003,65.51
PULSAR_OBS_299,PULSAR,1.0,['PULSAR'],0.9979523809523809,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
PULSAR_OBS_271,PULSAR,0.9983324779013403,['PULSAR'],0.9964996782496782,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
PULSAR_OBS_247,PULSAR,0.9917607275795897,['PULSAR'],0.995904761904762,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_734,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_542,CV,0.8306769198253394,['CV'],0.8978116786214843,CV,CV,1,1,CV,CXOGLB J002407.1-72054,CV0083,18.17
CV_OBS_571,CV,0.987063729440291,['CV'],0.9860560765707167,CV,CV,1,1,CV,CXOGLB J002408.2-72043,CV0086,12.82
CV_OBS_756,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_448,CV,0.9209744592488239,['CV'],0.964835129764662,CV,CV,1,1,CV,CXOGLB J002403.8-72062,CV0075,15.95
CV_OBS_444,CV,0.9724881548390488,['CV'],0.9833468809551915,CV,CV,1,1,CV,CXOGLB J002403.8-72062,CV0075,15.95
CV_OBS_751,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_29,PULSAR,0.9655628363600919,['PULSAR'],0.9832418444185329,PULSAR,PULSAR,1,1,PULSAR,PSR J0357+3205,PL0008,20.23
PULSAR_OBS_298,PULSAR,0.9985472972972973,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
PULSAR_OBS_391,PULSAR,0.8981276189997998,['PULSAR'],0.9384147669911133,PULSAR,PULSAR,1,1,PULSAR,PSR J1852+0040,PL0107,23.63
NS_OBS_166,NS,0.9361581907713162,['XRB'],0.9955076325157053,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
NS_OBS_428,NS,0.7674438016919136,['XRB'],0.968090736729524,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
PULSAR_OBS_119,PULSAR,0.8956038411754528,['PULSAR'],0.9104492995928704,PULSAR,PULSAR,1,1,PULSAR,PSR J0734-1559,PL0023,3.65
NS_OBS_73,NS,0.8993375620437923,['XRB'],0.9771181311409882,NS,NS,1,1,NS,3A 2129+470         ,NS0011,41.03
PULSAR_OBS_418,PULSAR,0.8844007405166673,['PULSAR'],0.9267901629174076,PULSAR,PULSAR,1,1,PULSAR,PSR J2021+4026,PL0122,14.12
PULSAR_OBS_139,PULSAR,0.976246161802533,['PULSAR'],0.9730197442951929,PULSAR,PULSAR,1,1,PULSAR,PSR J1111-6039,PL0038,23.2
NS_OBS_238,NS,0.5928804698106817,['CV'],0.9676080148303313,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
NS_OBS_114,NS,0.9817504715168809,['XRB'],0.9971450988229829,NS,NS,1,1,NS,GRS 1741.9-2853     ,NS0021,376.06
CV_OBS_447,CV,0.9988841201716738,['CV'],0.9938222222222222,CV,CV,1,1,CV,CXOGLB J002403.8-72062,CV0075,15.95
CV_OBS_506,CV,0.9540726452507884,['CV'],0.9868174978905138,CV,CV,1,1,CV,CXOGLB J002405.6-72044,CV0080,20.78
NS_OBS_214,NS,0.9863782469966806,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_426,PULSAR,0.9675513151447026,['PULSAR'],0.9853054585809073,PULSAR,PULSAR,1,1,PULSAR,PSR J2032+4127,PL0125,8.11
CV_OBS_229,CV,0.8735593425232986,['CV'],0.9568162255112052,CV,CV,1,1,CV,[HPH2013] 192         ,CV0019,52.93
PULSAR_OBS_43,PULSAR,0.8821344259388405,['PULSAR'],0.9302132549301371,PULSAR,PULSAR,1,1,PULSAR,PSR J0359+5414,PL0010,9.65
BH_OBS_71,BH,0.9512689056038031,['XRB'],0.8602671875353823,BH,BH,1,1,BH,CXOU J100515.4-07425,BH0019,17.39
BH_OBS_87,BH,0.988686620775707,['XRB'],1.0,BH,BH,1,1,BH,CXOU J100516.2-07423,BH0020,16.78
CV_OBS_137,CV,0.980477612215094,['CV'],0.9709799344387369,CV,CV,1,1,CV,[HPH2013] 146         ,CV0013,12.98
BH_OBS_101,BH,0.990723358589016,['XRB'],0.9991374663072776,BH,BH,1,1,BH,CXOU J100516.5-07420,BH0021,16.75
CV_OBS_765,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_53,PULSAR,0.862650484157701,['PULSAR'],0.9675402342034074,PULSAR,PULSAR,1,1,PULSAR,PSR J0437-4715,PL0012,113.03
PULSAR_OBS_186,PULSAR,0.9074000531755019,['PULSAR'],0.9888545765611632,PULSAR,PULSAR,1,1,PULSAR,PSR J1635-4735,PL0065,15.74
NS_OBS_226,NS,0.9576385774702623,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_198,PULSAR,0.8415038558563552,['PULSAR'],0.9177112473893899,PULSAR,PULSAR,1,1,PULSAR,PSR J1653-0158,PL0068,16.2
CV_OBS_761,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_208,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 176         ,CV0018,11.31
PULSAR_OBS_30,PULSAR,0.9623048240363459,['PULSAR'],0.9802130682465091,PULSAR,PULSAR,1,1,PULSAR,PSR J0358+5413,PL0009,19.44
CV_OBS_674,CV,0.7970005929059719,['CV'],0.9798262027560851,CV,CV,1,1,CV,CXOGLB J002416.9-72042,CV0094,38.28
CV_OBS_318,CV,0.9017608197468983,['CV'],0.9277269722896953,CV,CV,1,1,CV,1RXS J134210.2+282250 ,CV0045,21.74
BH_OBS_185,BH,0.9327076726473041,['XRB'],0.9470145636453198,BH,BH,1,1,BH,KV UMA              ,BH0028,12.97
NS_OBS_133,NS,0.9701811031526201,['XRB'],0.9771968015242405,NS,NS,1,1,NS,IGR J00291+5934     ,NS0028,18.99
PULSAR_OBS_264,PULSAR,0.9989761904761905,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_132,NS,0.8491220200041425,['XRB'],0.9547349641027669,NS,NS,1,1,NS,IGR J00291+5934     ,NS0028,18.99
BH_OBS_43,BH,0.9533665707043003,['XRB'],0.7911341055289857,BH,BH,1,1,BH,CXOU J100506.7-07443,BH0014,11.41
CV_OBS_470,CV,0.9149959791623569,['CV'],0.9431950107378809,CV,CV,1,1,CV,CXOGLB J002404.9-72045,CV0077,19.64
NS_OBS_353,NS,0.8758461996971854,['XRB'],0.9400070987563683,NS,NS,1,1,NS,J1749-2808          ,NS0059,6.98
CV_OBS_610,CV,0.9413836463485638,['CV'],0.9651891873345917,CV,CV,1,1,CV,CXOGLB J002410.0-72044,CV0089,8.28
PULSAR_OBS_422,PULSAR,0.9148514634525003,['PULSAR'],0.8942816008908809,PULSAR,PULSAR,1,1,PULSAR,PSR J2032+4127,PL0125,8.11
PULSAR_OBS_154,PULSAR,0.9006445571665593,['PULSAR'],0.583268246705063,PULSAR,X,2,1,PULSAR,PSR J1210-5226,PL0044,130.73
PULSAR_OBS_201,PULSAR,0.9013099929057904,['PULSAR'],0.9273843336493027,PULSAR,PULSAR,1,1,PULSAR,PSR J1709-4429,PL0072,50.09
NS_OBS_326,NS,0.8761015380517566,['XRB'],0.8231229081955582,NS,NS,1,1,NS,XTE J2123-058       ,NS0052,4.06
NS_OBS_434,NS,0.9762478896069169,['XRB'],0.9698068734200537,NS,NS,1,1,NS,4U1745-203          ,NS0080,2.5
CV_OBS_136,CV,0.9417891031704994,['CV'],0.9922777777777777,CV,CV,1,1,CV,[HPH2013] 146         ,CV0013,12.98
CV_OBS_72,CV,0.9986802030456852,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 123         ,CV0006,23.44
PULSAR_OBS_292,PULSAR,0.7915110604832108,['XRB'],0.8834278890801788,NS,NS,0,0,PULSAR,PSR J1809-2332,PL0087,16.03
CV_OBS_652,CV,0.9753280331571957,['CV'],0.9801529844214949,CV,CV,1,1,CV,CXOGLB J002411.8-72044,CV0092,5.0
BH_OBS_10,BH,0.9641515964717143,['XRB'],0.9684135610131736,BH,BH,1,1,BH,GINGA 1354-645      ,BH0003,20.86
PULSAR_OBS_182,PULSAR,0.9973086683775305,['PULSAR'],0.9925697177074422,PULSAR,PULSAR,1,1,PULSAR,PSR J1622-4950,PL0063,14.97
CV_OBS_629,CV,0.9658546024836824,['CV'],0.9722342026956063,CV,CV,1,1,CV,CXOGLB J002410.6-72051,CV0090,6.98
CV_OBS_130,CV,0.9971371763394538,['CV'],0.9942493033226153,CV,CV,1,1,CV,[HPH2013] 143         ,CV0011,10.38
PULSAR_OBS_59,PULSAR,0.9765043343377429,['PULSAR'],0.9748054226587994,PULSAR,PULSAR,1,1,PULSAR,PSR J0525-6607,PL0014,117.49
CV_OBS_158,CV,0.912123566830675,['CV'],0.9237867078232136,CV,CV,1,1,CV,[HPH2013] 150         ,CV0014,16.28
PULSAR_OBS_396,PULSAR,0.9982247706422018,['PULSAR'],0.9970467032967033,PULSAR,PULSAR,1,1,PULSAR,PSR J1907+0602,PL0110,5.09
NS_OBS_369,NS,0.8620552019185158,['XRB'],0.5434766659707734,CV,X,2,0,NS,SAXWFC J1744.9-2921.,NS0068,9.04
NS_OBS_103,NS,0.9953223181611212,['XRB'],0.9983625336927224,NS,NS,1,1,NS,GRS 1741.9-2853     ,NS0021,376.06
PULSAR_OBS_417,PULSAR,0.9436474032653264,['PULSAR'],0.9815712597513246,PULSAR,PULSAR,1,1,PULSAR,PSR J2021+4026,PL0122,14.12
CV_OBS_64,CV,0.9539162666791894,['CV'],0.93099860664523,CV,CV,1,1,CV,[HPH2013] 108         ,CV0005,14.3
PULSAR_OBS_403,PULSAR,0.9463101159089967,['PULSAR'],0.9522492852133564,PULSAR,PULSAR,1,1,PULSAR,PSR J1932+1059,PL0113,35.08
CV_OBS_543,CV,0.927735996734282,['CV'],0.9744660188077201,CV,CV,1,1,CV,CXOGLB J002407.1-72054,CV0083,18.17
BH_OBS_164,BH,0.993715141146279,['XRB'],0.9982749326145551,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
CV_OBS_584,CV,0.9375096123823833,['CV'],0.9692177658577832,CV,CV,1,1,CV,CXOGLB J002408.4-72050,CV0087,18.4
BH_OBS_39,BH,0.9420277784758508,['XRB'],0.9934410915125069,BH,BH,1,1,BH,XTE J1650-500       ,BH0011,86.04
BH_OBS_81,BH,0.7992517451883763,['XRB'],0.9770529513507814,BH,BH,1,1,BH,CXOU J100515.4-07425,BH0019,17.39
CV_OBS_204,CV,0.8921842078642045,['CV'],0.9436027885343969,CV,CV,1,1,CV,[HPH2013] 176         ,CV0018,11.31
BH_OBS_67,BH,0.9964439234292832,['XRB'],0.9805072948253023,BH,BH,1,1,BH,CXOU J100514.2-07423,BH0018,16.29
PULSAR_OBS_393,PULSAR,0.9928221958531492,['PULSAR'],0.995904761904762,PULSAR,PULSAR,1,1,PULSAR,PSR J1856+0113,PL0108,15.97
NS_OBS_196,NS,0.6037001496036689,['XRB'],0.9912825651302605,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_227,PULSAR,0.99833247790134,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
PULSAR_OBS_241,PULSAR,0.9975234877734878,['PULSAR'],0.9979523809523809,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_701,CV,1.0,['CV'],0.9986802030456852,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_81,NS,0.9633506163886875,['XRB'],0.9901752021563343,NS,NS,1,1,NS,EXO 1745-248        ,NS0020,23.47
CV_OBS_648,CV,0.9710293927318872,['CV'],0.9980906593406593,CV,CV,1,1,CV,CXOGLB J002411.8-72044,CV0092,5.0
CV_OBS_460,CV,0.9734576981587664,['CV'],0.9850448215414452,CV,CV,1,1,CV,CXOGLB J002404.2-72045,CV0076,120.12
CV_OBS_237,CV,0.9510400656107012,['CV'],0.7024970411947337,CV,CV,1,1,CV,[HPH2013] 196         ,CV0020,8.11
PULSAR_OBS_434,PULSAR,0.40818528970681506,['XRB'],0.563313872656231,CV,X,2,0,PULSAR,PSR J2051-0827,PL0128,5.69
CV_OBS_483,CV,0.9942475056887801,['CV'],0.9885605400750052,CV,CV,1,1,CV,CXOGLB J002405.3-72042,CV0079,10.2
CV_OBS_490,CV,0.9256564751616684,['CV'],0.6696100762206378,CV,CV,1,1,CV,CXOGLB J002405.3-72042,CV0079,10.2
CV_OBS_689,CV,0.9227479341399135,['CV'],0.6139157079255152,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_398,NS,0.9234633323789319,['XRB'],0.7719908146890724,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
PULSAR_OBS_432,PULSAR,0.9341957626697049,['PULSAR'],0.9705331429199601,PULSAR,PULSAR,1,1,PULSAR,PSR J2051-0827,PL0128,5.69
BH_OBS_14,BH,0.9107845908145533,['XRB'],0.948977055404082,BH,BH,1,1,BH,GRO J1655-40        ,BH0004,13.83
NS_OBS_87,NS,0.9538562561274526,['XRB'],0.9914713074093258,NS,NS,1,1,NS,EXO 1745-248        ,NS0020,23.47
CV_OBS_539,CV,0.9962445262630445,['CV'],0.9977836513215474,CV,CV,1,1,CV,CXOGLB J002407.1-72054,CV0083,18.17
CV_OBS_548,CV,0.9452075966461247,['CV'],0.9806726932164388,CV,CV,1,1,CV,CXOGLB J002407.7-72052,CV0084,8.88
CV_OBS_710,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_315,PULSAR,0.8895684509234242,['PULSAR'],0.9443231702617924,PULSAR,PULSAR,1,1,PULSAR,PSR J1824-2452,PL0094,5.53
NS_OBS_405,NS,0.9859357876565075,['XRB'],0.9935288051541417,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
PULSAR_OBS_224,PULSAR,0.9979523809523809,['PULSAR'],0.9993562874251496,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_182,CV,0.9986802030456853,['CV'],0.9959905478732715,CV,CV,1,1,CV,[HPH2013] 176         ,CV0018,11.31
PULSAR_OBS_238,PULSAR,1.0,['PULSAR'],0.99833247790134,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_393,NS,0.933466616055576,['XRB'],0.9747552832822639,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0071,2.75
CV_OBS_317,CV,0.491850720803188,['XRB'],0.6865230101105837,NS,NS,0,0,CV,1RXS J134210.2+282250 ,CV0045,21.74
PULSAR_OBS_301,PULSAR,0.9925704633204633,['PULSAR'],0.9858326898326897,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
CV_OBS_233,CV,0.9920966857077727,['CV'],0.9794029575259084,CV,CV,1,1,CV,[HPH2013] 192         ,CV0019,52.93
CV_OBS_774,CV,0.9914115290183616,['CV'],0.9988826366559485,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_383,PULSAR,0.9905401386599302,['PULSAR'],0.9969285714285714,PULSAR,PULSAR,1,1,PULSAR,PSR J1834-0845,PL0100,42.61
PULSAR_OBS_259,PULSAR,0.9989761904761905,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_439,CV,0.9687633940069168,['CV'],0.9969526282948548,CV,CV,1,1,CV,CXOGLB J002403.7-72042,CV0074,16.15
CV_OBS_655,CV,0.9936049323544149,['CV'],0.9943130343862253,CV,CV,1,1,CV,CXOGLB J002411.8-72044,CV0092,5.0
NS_OBS_227,NS,0.9740349391811323,['XRB'],0.9908625336927224,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
BH_OBS_195,BH,0.9877351537541892,['XRB'],0.9789395682063615,BH,BH,1,1,BH,GS 1354-645         ,BH0031,2.44
CV_OBS_496,CV,0.9887913041911215,['CV'],0.9881372948448284,CV,CV,1,1,CV,CXOGLB J002405.6-72044,CV0080,20.78
BH_OBS_27,BH,0.9226318782430917,['XRB'],0.9918171653279605,BH,BH,1,1,BH,SAX J1819.3-2525    ,BH0009,26.51
PULSAR_OBS_311,PULSAR,0.9507067756969948,['PULSAR'],0.990424506199955,PULSAR,PULSAR,1,1,PULSAR,PSR J1824-2452,PL0094,5.53
CV_OBS_417,CV,0.9924851508783601,['CV'],0.9876485209172066,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
PULSAR_OBS_305,PULSAR,0.9979523809523809,['PULSAR'],0.9931646340523586,PULSAR,PULSAR,1,1,PULSAR,PSR J1811-1925,PL0089,133.15
BH_OBS_94,BH,0.9212372104560458,['XRB'],0.9385331894550226,BH,BH,1,1,BH,CXOU J100516.5-07420,BH0021,16.75
CV_OBS_748,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_694,CV,1.0,['CV'],0.9986802030456853,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_187,NS,0.8422656818714448,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
CV_OBS_527,CV,0.9636511329287859,['CV'],0.9782389464055055,CV,CV,1,1,CV,CXOGLB J002406.3-72044,CV0082,53.28
CV_OBS_634,CV,0.8481411242220183,['CV'],0.9121278764466186,CV,CV,1,1,CV,CXOGLB J002410.7-72042,CV0091,23.78
CV_OBS_280,CV,0.9986802030456853,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 50          ,CV0037,9.94
CV_OBS_699,CV,0.9902724349163787,['CV'],0.969249303322615,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
BH_OBS_106,BH,0.9830501654538938,['XRB'],0.9991374663072776,BH,BH,1,1,BH,CXOU J100517.1-07421,BH0022,11.12
CV_OBS_212,CV,0.9960406091370559,['CV'],0.9973604060913707,CV,CV,1,1,CV,[HPH2013] 192         ,CV0019,52.93
PULSAR_OBS_168,PULSAR,0.9822894359648652,['PULSAR'],0.9932134302822924,PULSAR,PULSAR,1,1,PULSAR,PSR J1509-585,PL0056,3.0
CV_OBS_733,CV,0.997564323217359,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_669,CV,0.9717878561026957,['CV'],0.9727384440568894,CV,CV,1,1,CV,CXOGLB J002416.9-72042,CV0094,38.28
BH_OBS_2,BH,0.9030594804390973,['XRB'],0.9382937074443892,BH,BH,1,1,BH,1A 0620-00          ,BH0001,23.63
NS_OBS_174,NS,0.9595573010924073,['XRB'],0.9955076325157052,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
CV_OBS_337,CV,0.8668790663716794,['CV'],0.9365866696897239,CV,CV,1,1,CV,2XMM J174816.9-280750 ,CV0058,4.0
CV_OBS_708,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_130,PULSAR,0.8671462751944924,['PULSAR'],0.903551554911685,PULSAR,PULSAR,1,1,PULSAR,PSR J1023+0038,PL0030,51.61
