obs_id,true_class,level_a_prob,level_a_class,level_b_prob,level_b_class,th_class,truth,is_ok,class,src_n,src_id,significance
CV_OBS_675,CV,0.9381942312092793,['CV'],0.9758403397602752,CV,CV,1,1,CV,CXOGLB J002416.9-72042,CV0094,38.28
CV_OBS_563,CV,0.9498285630932473,['CV'],0.9814727813758094,CV,CV,1,1,CV,CXOGLB J002407.9-72045,CV0085,16.47
CV_OBS_764,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_432,NS,0.9011012908626072,['XRB'],0.9869002695417791,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
BH_OBS_35,BH,0.9548360895534559,['XRB'],0.9611016774411181,BH,BH,1,1,BH,XTE J1550-564       ,BH0010,29.24
PULSAR_OBS_404,PULSAR,0.9835882913892203,['PULSAR'],0.9896643123020367,PULSAR,PULSAR,1,1,PULSAR,PSR J1939+213,PL0114,20.56
CV_OBS_124,CV,1.0,['CV'],0.9986802030456853,CV,CV,1,1,CV,[HPH2013] 143         ,CV0011,10.38
NS_OBS_430,NS,0.9473621511921089,['XRB'],0.9942901976459657,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
CV_OBS_665,CV,0.9251109879388166,['CV'],0.9615757045335199,CV,CV,1,1,CV,CXOGLB J002415.8-72043,CV0093,21.99
CV_OBS_389,CV,0.5132990034706016,['CV'],0.9583250485848552,CV,CV,1,1,CV,CXOGLB J002402.1-72054,CV0069,46.73
NS_OBS_412,NS,0.8396139075203846,['XRB'],0.9635983692452291,NS,NS,1,1,NS,1WGA J0514.1-4002   ,NS0075,5.35
PULSAR_OBS_33,PULSAR,0.9799784940858259,['PULSAR'],0.9848088803088803,PULSAR,PULSAR,1,1,PULSAR,PSR J0358+5413,PL0009,19.44
PULSAR_OBS_143,PULSAR,0.9508017389647079,['PULSAR'],0.987716910866911,PULSAR,PULSAR,1,1,PULSAR,PSR J1119-6127,PL0040,19.93
NS_OBS_289,NS,0.99686716865946,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
PULSAR_OBS_323,PULSAR,0.9299141157838753,['PULSAR'],0.9035106331738055,PULSAR,PULSAR,1,1,PULSAR,PSR J1833-0831,PL0098,47.58
NS_OBS_8,NS,0.9985238095238096,['XRB'],0.9723203009793173,NS,NS,1,1,NS,1A 1742-289         ,NS0001,167.36
CV_OBS_599,CV,0.8168051144216869,['CV'],0.991673440477596,CV,CV,1,1,CV,CXOGLB J002409.2-72054,CV0088,6.1
PULSAR_OBS_405,PULSAR,0.7041779460265694,['PULSAR'],0.9632765711066361,PULSAR,PULSAR,1,1,PULSAR,PSR J1952+3252,PL0115,126.37
PULSAR_OBS_135,PULSAR,0.9087577011517675,['PULSAR'],0.9653935314698784,PULSAR,PULSAR,1,1,PULSAR,PSR J1101-6101,PL0036,31.13
CV_OBS_264,CV,0.9407088568851129,['CV'],0.9547829835518322,CV,CV,1,1,CV,[HPH2013] 50          ,CV0037,9.94
CV_OBS_219,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,[HPH2013] 192         ,CV0019,52.93
CV_OBS_676,CV,0.9311065289655447,['CV'],0.9671646341511291,CV,CV,1,1,CV,CXOGLB J002416.9-72042,CV0094,38.28
CV_OBS_760,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_211,CV,1.0,['CV'],0.9991034482758622,CV,CV,1,1,CV,[HPH2013] 192         ,CV0019,52.93
BH_OBS_44,BH,0.9107782954854207,['XRB'],0.7736698913424275,BH,BH,1,1,BH,CXOU J100506.7-07443,BH0014,11.41
NS_OBS_225,NS,0.9952791878172588,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
NS_OBS_243,NS,0.9640333992233944,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
NS_OBS_427,NS,0.9639084255031517,['XRB'],0.9959276639532433,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
CV_OBS_582,CV,0.9147643867792565,['CV'],0.9951440574129178,CV,CV,1,1,CV,CXOGLB J002408.2-72043,CV0086,12.82
PULSAR_OBS_415,PULSAR,0.9970596562973567,['PULSAR'],0.9801466174393637,PULSAR,PULSAR,1,1,PULSAR,PSR J2021+3651,PL0121,33.6
BH_OBS_157,BH,0.9201641694582835,['XRB'],0.9613966836365516,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
PULSAR_OBS_44,PULSAR,0.9775108044980445,['PULSAR'],0.7780184572939061,PULSAR,PULSAR,1,1,PULSAR,PSR J0359+5414,PL0010,9.65
NS_OBS_414,NS,0.9621048740536602,['XRB'],0.9568644837283372,NS,NS,1,1,NS,1WGA J0748.5-6745   ,NS0076,6.77
CV_OBS_372,CV,0.9627840729603417,['CV'],0.956957091799143,CV,CV,1,1,CV,CXOGLB J002402.1-72045,CV0068,3.14
BH_OBS_137,BH,0.5313386092597115,['XRB'],0.9625781075659138,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
CV_OBS_414,CV,0.9946339730078922,['CV'],0.9916734404775958,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
CV_OBS_526,CV,0.9692605432445961,['CV'],0.9881337104303342,CV,CV,1,1,CV,CXOGLB J002406.3-72044,CV0082,53.28
PULSAR_OBS_156,PULSAR,0.9437348764181689,['PULSAR'],0.9537027335290802,PULSAR,PULSAR,1,1,PULSAR,PSR J1231-1411,PL0046,9.99
CV_OBS_321,CV,0.8409229065281424,['CV'],0.8971103893724919,CV,CV,1,1,CV,1WGA J1617.0-2258     ,CV0049,2.54
BH_OBS_134,BH,0.9695180186135254,['XRB'],0.9180958093434737,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
BH_OBS_145,BH,0.9374547555045689,['XRB'],0.956322622681115,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
PULSAR_OBS_430,PULSAR,0.9646007193192309,['PULSAR'],0.9713529678095543,PULSAR,PULSAR,1,1,PULSAR,PSR J2051-0827,PL0128,5.69
CV_OBS_752,CV,0.9191558390253763,['CV'],0.9525348417213364,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_2,PULSAR,0.9453016057438614,['PULSAR'],0.9607033770297236,PULSAR,PULSAR,1,1,PULSAR,PSR J0023+0923,PL0002,6.39
BH_OBS_77,BH,0.4815376541418651,['XRB'],0.9898111451574667,BH,BH,1,1,BH,CXOU J100515.4-07425,BH0019,17.39
CV_OBS_745,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_431,NS,0.9344331732836939,['XRB'],0.9702695643004666,NS,NS,1,1,NS,1WGA J1911.2+0035   ,NS0078,44.36
CV_OBS_468,CV,0.9284321342748979,['CV'],0.968321214133645,CV,CV,1,1,CV,CXOGLB J002404.9-72045,CV0077,19.64
PULSAR_OBS_230,PULSAR,0.99833247790134,['PULSAR'],0.9976887653264898,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_591,CV,0.9010091242592921,['CV'],0.9377510335174246,CV,CV,1,1,CV,CXOGLB J002408.4-72050,CV0087,18.4
CV_OBS_413,CV,0.9846976127768282,['CV'],0.9938242604586032,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
BH_OBS_135,BH,0.9904859689360339,['XRB'],0.9887687998805939,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
NS_OBS_311,NS,0.9824537762969748,['XRB'],0.9955076325157053,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
CV_OBS_364,CV,0.9597407326769292,['CV'],0.9714031796689139,CV,CV,1,1,CV,CXOGLB J002401.4-72044,CV0067,5.63
PULSAR_OBS_309,PULSAR,0.9892346735101225,['PULSAR'],0.980995401089712,PULSAR,PULSAR,1,1,PULSAR,PSR J1813-1749,PL0091,24.68
PULSAR_OBS_183,PULSAR,0.7597753835926702,['CV'],0.8939989368259479,PULSAR,PULSAR,1,1,PULSAR,PSR J1628-3205,PL0064,11.99
CV_OBS_772,CV,0.9942127820846522,['CV'],0.9988826366559485,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
NS_OBS_97,NS,0.9224987851467433,['XRB'],0.9887737469988132,NS,NS,1,1,NS,GRS 1741.9-2853     ,NS0021,376.06
CV_OBS_276,CV,0.9986802030456853,['CV'],0.9975,CV,CV,1,1,CV,[HPH2013] 50          ,CV0037,9.94
NS_OBS_416,NS,0.962089181797674,['XRB'],0.9432820313709236,NS,NS,1,1,NS,1WGA J0748.5-6745   ,NS0076,6.77
NS_OBS_135,NS,0.9112129906200827,['XRB'],0.7300382751419938,NS,NS,1,1,NS,IGR J00291+5934     ,NS0028,18.99
CV_OBS_528,CV,0.8643592375011308,['CV'],0.9960406091370559,CV,CV,1,1,CV,CXOGLB J002406.3-72044,CV0082,53.28
NS_OBS_239,NS,0.8419740661151793,['XRB'],0.8691378039976808,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_163,PULSAR,0.7121477757987994,['CV'],0.8459722024664852,CV,CV,0,0,PULSAR,PSR J1417-4402,PL0052,6.41
NS_OBS_99,NS,0.9097831357335981,['XRB'],0.9910152650314106,NS,NS,1,1,NS,GRS 1741.9-2853     ,NS0021,376.06
NS_OBS_390,NS,0.989507331660885,['XRB'],0.9967250673854449,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0071,2.75
PULSAR_OBS_439,PULSAR,0.925417250345017,['PULSAR'],0.963511189975261,PULSAR,PULSAR,1,1,PULSAR,PSR J2229+6114,PL0133,43.76
PULSAR_OBS_22,PULSAR,0.9788260916526522,['PULSAR'],0.9986173633440515,PULSAR,PULSAR,1,1,PULSAR,PSR J0205+6449,PL0006,179.61
BH_OBS_146,BH,0.9927345846613937,['XRB'],0.9925223582541786,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
BH_OBS_90,BH,0.9855261085876106,['XRB'],0.9892295642497931,BH,BH,1,1,BH,CXOU J100516.2-07423,BH0020,16.78
PULSAR_OBS_144,PULSAR,0.913233502016159,['PULSAR'],0.9621080291155135,PULSAR,PULSAR,1,1,PULSAR,PSR J1119-6127,PL0040,19.93
CV_OBS_532,CV,0.9876676210673385,['CV'],0.9892510737743855,CV,CV,1,1,CV,CXOGLB J002406.3-72044,CV0082,53.28
BH_OBS_63,BH,0.9663960932282919,['XRB'],0.9908534904343398,BH,BH,1,1,BH,CXOU J100514.2-07423,BH0018,16.29
NS_OBS_281,NS,0.9917625128514242,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
PULSAR_OBS_31,PULSAR,0.9447539194654769,['PULSAR'],0.9824000531755019,PULSAR,PULSAR,1,1,PULSAR,PSR J0358+5413,PL0009,19.44
NS_OBS_332,NS,0.9680546353650221,['XRB'],0.9772328124646177,NS,NS,1,1,NS,J1748-2021#2        ,NS0056,6.25
CV_OBS_340,CV,0.5928261160457938,['XRB'],0.5519745556241502,NS,X,2,0,CV,2XMM J175013.1-064227 ,CV0059,83.51
NS_OBS_438,NS,0.923983841716705,['XRB'],0.9857615050552917,NS,NS,1,1,NS,GRO J1744-28        ,NS0084,5.5
CV_OBS_236,CV,0.9908821319874077,['CV'],0.9969111111111111,CV,CV,1,1,CV,[HPH2013] 196         ,CV0020,8.11
CV_OBS_636,CV,0.9030480339642998,['CV'],0.6383956698396671,CV,CV,1,1,CV,CXOGLB J002410.7-72042,CV0091,23.78
CV_OBS_575,CV,0.9713112142637818,['CV'],0.956831692944866,CV,CV,1,1,CV,CXOGLB J002408.2-72043,CV0086,12.82
CV_OBS_396,CV,0.6647747289174597,['CV'],0.9670360110094538,CV,CV,1,1,CV,CXOGLB J002402.5-72051,CV0070,22.52
NS_OBS_194,NS,0.6694498135185235,['XRB'],0.9862602068760822,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
CV_OBS_687,CV,0.939544458707503,['CV'],0.9810650035792936,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
BH_OBS_174,BH,0.9907078911553548,['XRB'],0.982311032593999,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
CV_OBS_260,CV,0.4804000668521151,['CV'],0.9177693015812277,CV,CV,1,1,CV,[HPH2013] 273         ,CV0035,9.19
PULSAR_OBS_155,PULSAR,0.6393321908688504,['PULSAR'],0.6502399762081419,PULSAR,PULSAR,1,1,PULSAR,PSR J1227-4853,PL0045,27.61
CV_OBS_246,CV,0.9700060757554254,['CV'],0.9859364136000367,CV,CV,1,1,CV,[HPH2013] 252         ,CV0032,13.41
BH_OBS_62,BH,0.9894744955211823,['XRB'],0.9982749326145552,BH,BH,1,1,BH,CXOU J100514.2-07423,BH0018,16.29
PULSAR_OBS_385,PULSAR,0.9004791180537087,['PULSAR'],0.9469469653604712,PULSAR,PULSAR,1,1,PULSAR,PSR J1836+592,PL0101,10.02
PULSAR_OBS_268,PULSAR,0.9975234877734878,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_129,CV,0.9478503473880735,['CV'],0.604549401522319,CV,CV,1,1,CV,[HPH2013] 143         ,CV0011,10.38
PULSAR_OBS_242,PULSAR,0.9976887653264898,['PULSAR'],0.9968797751986375,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_389,NS,0.9797071503010376,['XRB'],0.9779155345731897,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0071,2.75
BH_OBS_144,BH,0.995740158202262,['XRB'],0.9912173223062717,BH,BH,1,1,BH,J1745-2900          ,BH0027,337.0
PULSAR_OBS_253,PULSAR,0.9879975358163979,['PULSAR'],0.9958559656748278,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
CV_OBS_381,CV,0.8507665657713774,['CV'],0.9435527272706126,CV,CV,1,1,CV,CXOGLB J002402.1-72054,CV0069,46.73
BH_OBS_46,BH,0.935249963774153,['XRB'],0.9817519225039717,BH,BH,1,1,BH,CXOU J100506.7-07443,BH0014,11.41
CV_OBS_601,CV,0.9907614213197969,['CV'],0.9696910723517443,CV,CV,1,1,CV,CXOGLB J002409.2-72054,CV0088,6.1
NS_OBS_349,NS,0.9863435833903784,['XRB'],0.9393510561690736,NS,NS,1,1,NS,J1748-2446          ,NS0057,18.31
NS_OBS_346,NS,1.0,['XRB'],1.0,NS,NS,1,1,NS,J1748-2446          ,NS0057,18.31
NS_OBS_402,NS,0.7386765083748638,['XRB'],0.9935288051541417,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
PULSAR_OBS_118,PULSAR,0.9019674243188918,['PULSAR'],0.9055064735394065,PULSAR,PULSAR,1,1,PULSAR,PSR J0729-1448,PL0022,3.24
CV_OBS_420,CV,0.9808456754751055,['CV'],0.9859209461663758,CV,CV,1,1,CV,CXOGLB J002403.6-72045,CV0073,12.38
CV_OBS_238,CV,0.9911846665499737,['CV'],0.9801009270690555,CV,CV,1,1,CV,[HPH2013] 196         ,CV0020,8.11
NS_OBS_269,NS,0.951102604219409,['XRB'],0.9918126684636122,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
PULSAR_OBS_402,PULSAR,0.9675484594556113,['PULSAR'],0.9516070638645482,PULSAR,PULSAR,1,1,PULSAR,PSR J1932+1059,PL0113,35.08
CV_OBS_592,CV,0.9046579268614531,['CV'],0.9684522715285356,CV,CV,1,1,CV,CXOGLB J002408.4-72050,CV0087,18.4
NS_OBS_285,NS,0.9946872129562485,['XRB'],0.9535288051541417,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
CV_OBS_713,CV,0.9721418028521804,['CV'],0.9901052359751715,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_133,PULSAR,0.8734735445692849,['PULSAR'],0.9274368310503376,PULSAR,PULSAR,1,1,PULSAR,PSR J1048-5832,PL0033,7.43
NS_OBS_360,NS,0.6956625217535864,['XRB'],0.7534732494744444,NS,NS,1,1,NS,J1824-2452          ,NS0062,92.0
PULSAR_OBS_388,PULSAR,0.9871225425950193,['PULSAR'],0.9845452646829891,PULSAR,PULSAR,1,1,PULSAR,PSR J1841-0456,PL0103,69.99
NS_OBS_422,NS,0.7300210891312902,['PULSAR'],0.9714443397273314,NS,NS,1,1,NS,1WGA J1747.4-3002   ,NS0077,17.15
NS_OBS_234,NS,0.9935285678025124,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_437,PULSAR,0.9613985387508511,['PULSAR'],0.9921297924297926,PULSAR,PULSAR,1,1,PULSAR,PSR J2214+3000,PL0131,7.83
BH_OBS_83,BH,0.985865226361978,['XRB'],0.987666046334484,BH,BH,1,1,BH,CXOU J100516.2-07423,BH0020,16.78
NS_OBS_364,NS,0.9557244332638265,['XRB'],0.9314624262440963,NS,NS,1,1,NS,SAXWFC J1734.2-2605.,NS0066,2.56
CV_OBS_616,CV,0.8655558400448308,['CV'],0.9594904132499578,CV,CV,1,1,CV,CXOGLB J002410.0-72044,CV0089,8.28
CV_OBS_63,CV,0.9850899231396832,['CV'],0.9947208121827412,CV,CV,1,1,CV,[HPH2013] 108         ,CV0005,14.3
BH_OBS_13,BH,0.861707724813064,['XRB'],0.9748109200305315,BH,BH,1,1,BH,GRO J1655-40        ,BH0004,13.83
PULSAR_OBS_37,PULSAR,0.9355873901611141,['PULSAR'],0.7585616893625872,PULSAR,PULSAR,1,1,PULSAR,PSR J0358+5413,PL0009,19.44
BH_OBS_186,BH,0.8496693484742747,['XRB'],0.9487297863240113,BH,BH,1,1,BH,KV UMA              ,BH0028,12.97
CV_OBS_385,CV,0.9539041987637752,['CV'],0.935042225245279,CV,CV,1,1,CV,CXOGLB J002402.1-72054,CV0069,46.73
BH_OBS_114,BH,0.9763141554124382,['XRB'],0.9842945819468463,BH,BH,1,1,BH,CXOU J100517.1-07421,BH0022,11.12
PULSAR_OBS_150,PULSAR,0.971638857272908,['PULSAR'],0.9930853479853482,PULSAR,PULSAR,1,1,PULSAR,PSR J1124-591,PL0042,144.29
CV_OBS_482,CV,0.9611869535685931,['CV'],0.9291079117801506,CV,CV,1,1,CV,CXOGLB J002405.3-72042,CV0079,10.2
NS_OBS_185,NS,0.9791147329304551,['XRB'],0.9967250673854449,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
BH_OBS_47,BH,0.9664296291972109,['XRB'],0.9849773040554184,BH,BH,1,1,BH,CXOU J100506.7-07443,BH0014,11.41
PULSAR_OBS_277,PULSAR,0.998019217182422,['PULSAR'],1.0,PULSAR,PULSAR,1,1,PULSAR,PSR J1745-2900,PL0081,107.91
NS_OBS_347,NS,0.9864985220376066,['XRB'],0.9820665410031983,NS,NS,1,1,NS,J1748-2446          ,NS0057,18.31
BH_OBS_50,BH,0.5048272377548092,['XRB'],0.9463332547603084,BH,BH,1,1,BH,CXOU J100510.0-07452,BH0016,7.77
PULSAR_OBS_153,PULSAR,0.7599959313473272,['PULSAR'],0.8644306863911385,PULSAR,PULSAR,1,1,PULSAR,PSR J1135-6055,PL0043,5.6
CV_OBS_338,CV,0.6842242614960793,['CV'],0.9014466231646306,CV,CV,1,1,CV,2XMM J175013.1-064227 ,CV0059,83.51
CV_OBS_358,CV,0.9150869643344169,['CV'],0.9015622131258602,CV,CV,1,1,CV,CXOGLB J002359.3-72043,CV0066,3.43
CV_OBS_472,CV,0.9613985348327853,['CV'],0.9872252756870294,CV,CV,1,1,CV,CXOGLB J002404.9-72045,CV0077,19.64
CV_OBS_352,CV,0.944580336389641,['CV'],0.958674857656926,CV,CV,1,1,CV,CXOGLB J002359.3-72043,CV0066,3.43
NS_OBS_406,NS,0.9989527027027028,['XRB'],1.0,NS,NS,1,1,NS,SAXWFC J1748.1-2446.,NS0072,19.47
CV_OBS_369,CV,0.9962252136371162,['CV'],1.0,CV,CV,1,1,CV,CXOGLB J002401.4-72044,CV0067,5.63
BH_OBS_115,BH,0.9213116423796903,['XRB'],0.9826748644659312,BH,BH,1,1,BH,CXOU J100518.5-07413,BH0023,14.07
CV_OBS_667,CV,0.6042809842933474,['CV'],0.7212900571233177,CV,CV,1,1,CV,CXOGLB J002415.8-72043,CV0093,21.99
NS_OBS_130,NS,0.9960947434102906,['XRB'],0.6857557930861234,NS,NS,1,1,NS,H 1658-298          ,NS0024,31.12
PULSAR_OBS_319,PULSAR,0.857547839180542,['XRB'],0.5609246477127992,PULSAR,X,2,1,PULSAR,PSR J1824-2452,PL0095,92.0
NS_OBS_131,NS,0.9649243492576528,['XRB'],0.9084031855998004,NS,NS,1,1,NS,H 1658-298          ,NS0024,31.12
NS_OBS_273,NS,0.9956869656137748,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0046,4.71
CV_OBS_574,CV,0.9243448501166458,['CV'],0.9722651375629284,CV,CV,1,1,CV,CXOGLB J002408.2-72043,CV0086,12.82
PULSAR_OBS_171,PULSAR,0.9215221474596152,['PULSAR'],0.9515611648979828,PULSAR,PULSAR,1,1,PULSAR,PSR J1514-4946,PL0058,2.63
NS_OBS_220,NS,0.9519344890355795,['XRB'],1.0,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_384,PULSAR,0.8827334699995778,['PULSAR'],0.9232221560739514,PULSAR,PULSAR,1,1,PULSAR,PSR J1834-0845,PL0100,42.61
BH_OBS_65,BH,0.9611438052344441,['XRB'],0.9949863473138012,BH,BH,1,1,BH,CXOU J100514.2-07423,BH0018,16.29
NS_OBS_418,NS,0.9725512553522708,['XRB'],0.9291062268878698,NS,NS,1,1,NS,1WGA J0748.5-6745   ,NS0076,6.77
NS_OBS_124,NS,0.6854164488252438,['XRB'],0.9939488365916799,NS,NS,1,1,NS,H 1658-298          ,NS0024,31.12
CV_OBS_118,CV,1.0,['CV'],0.9973604060913704,CV,CV,1,1,CV,[HPH2013] 143         ,CV0011,10.38
BH_OBS_103,BH,0.9832243002737633,['XRB'],0.995687331536388,BH,BH,1,1,BH,CXOU J100516.5-07420,BH0021,16.75
NS_OBS_377,NS,0.96615521759601,['XRB'],0.992652731338688,NS,NS,1,1,NS,SAXWFC J1747.0-2853.,NS0070,4.44
CV_OBS_767,CV,0.9641658827495081,['CV'],0.9919750664483782,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
BH_OBS_194,BH,0.9786054589720883,['XRB'],0.9986162936688412,BH,BH,1,1,BH,GS 1354-645         ,BH0031,2.44
CV_OBS_544,CV,0.9411645798971123,['CV'],0.981553777506916,CV,CV,1,1,CV,CXOGLB J002407.1-72054,CV0083,18.17
CV_OBS_763,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_210,PULSAR,0.960085517188639,['PULSAR'],0.9754974753542281,PULSAR,PULSAR,1,1,PULSAR,PSR J1740+1000,PL0078,18.69
CV_OBS_410,CV,0.9344404806807174,['CV'],0.9907113600560128,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
CV_OBS_471,CV,0.9089067722647904,['CV'],0.9695254211267301,CV,CV,1,1,CV,CXOGLB J002404.9-72045,CV0077,19.64
NS_OBS_149,NS,0.8811382870222201,['XRB'],0.9861028661095778,NS,NS,1,1,NS,XB 1732-304         ,NS0042,5.9
NS_OBS_138,NS,0.9413898295511421,['XRB'],0.9288435362168361,NS,NS,1,1,NS,KS 1731-260         ,NS0033,14.81
PULSAR_OBS_124,PULSAR,0.9436349595957441,['PULSAR'],0.5083718489661601,PULSAR,X,2,1,PULSAR,PSR J0908-4913,PL0027,3.24
CV_OBS_749,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
CV_OBS_374,CV,0.9541197355892704,['CV'],0.9973604060913707,CV,CV,1,1,CV,CXOGLB J002402.1-72045,CV0068,3.14
NS_OBS_207,NS,0.9314273438368315,['XRB'],0.996042345276873,NS,NS,1,1,NS,XMMU J004245.2+41172,NS0044,49.26
PULSAR_OBS_411,PULSAR,0.9982247706422018,['PULSAR'],0.9994093406593407,PULSAR,PULSAR,1,1,PULSAR,PSR J2021+365,PL0120,33.6
CV_OBS_279,CV,0.8829459058330913,['CV'],0.9153510671846026,CV,CV,1,1,CV,[HPH2013] 50          ,CV0037,9.94
NS_OBS_86,NS,0.9801859823363291,['XRB'],0.979825022970601,NS,NS,1,1,NS,EXO 1745-248        ,NS0020,23.47
CV_OBS_503,CV,0.9226186921276593,['CV'],0.976274589689657,CV,CV,1,1,CV,CXOGLB J002405.6-72044,CV0080,20.78
NS_OBS_85,NS,0.9977724996570174,['XRB'],0.9150699648152727,NS,NS,1,1,NS,EXO 1745-248        ,NS0020,23.47
PULSAR_OBS_141,PULSAR,0.9763088726937583,['PULSAR'],0.9841156258910747,PULSAR,PULSAR,1,1,PULSAR,PSR J1112-610,PL0039,11.04
BH_OBS_52,BH,0.9696606288740547,['XRB'],0.9948247978436657,BH,BH,1,1,BH,CXOU J100510.9-07453,BH0017,4.58
PULSAR_OBS_17,PULSAR,0.9856376567378274,['PULSAR'],0.9819711599966087,PULSAR,PULSAR,1,1,PULSAR,PSR J0100-7211,PL0003,65.51
PULSAR_OBS_158,PULSAR,0.8718894046928345,['PULSAR'],0.9294626300994484,PULSAR,PULSAR,1,1,PULSAR,PSR J1311-3430,PL0047,6.65
CV_OBS_649,CV,0.9764591941897173,['CV'],0.9801529844214949,CV,CV,1,1,CV,CXOGLB J002411.8-72044,CV0092,5.0
BH_OBS_98,BH,0.9828010550435864,['XRB'],0.9991374663072776,BH,BH,1,1,BH,CXOU J100516.5-07420,BH0021,16.75
CV_OBS_551,CV,0.8975089285820765,['CV'],0.8982991289319162,CV,CV,1,1,CV,CXOGLB J002407.7-72052,CV0084,8.88
CV_OBS_509,CV,0.9506285422010423,['CV'],0.7386093289594807,CV,CV,1,1,CV,CXOGLB J002406.0-72045,CV0081,25.99
BH_OBS_51,BH,0.9348181030640855,['XRB'],0.9724031305365147,BH,BH,1,1,BH,CXOU J100510.9-07453,BH0017,4.58
PULSAR_OBS_121,PULSAR,0.9470958840578187,['PULSAR'],0.9658567584969521,PULSAR,PULSAR,1,1,PULSAR,PSR J0737-3039,PL0024,19.99
CV_OBS_412,CV,0.9669320075565848,['CV'],0.9475931142646629,CV,CV,1,1,CV,CXOGLB J002403.1-72044,CV0072,6.22
PULSAR_OBS_149,PULSAR,0.992882939372663,['PULSAR'],0.9990444444444445,PULSAR,PULSAR,1,1,PULSAR,PSR J1124-591,PL0042,144.29
PULSAR_OBS_322,PULSAR,0.9739307061129194,['PULSAR'],0.9837355289421156,PULSAR,PULSAR,1,1,PULSAR,PSR J1826-1334,PL0097,15.46
CV_OBS_776,CV,1.0,['CV'],1.0,CV,CV,1,1,CV,XMMSL2 J004231.9+41162,CV0110,174.76
PULSAR_OBS_126,PULSAR,0.5639792388588681,['PULSAR'],0.9695878532510263,PULSAR,PULSAR,1,1,PULSAR,PSR J1023-574,PL0029,22.45
CV_OBS_662,CV,0.9619570157546714,['CV'],0.9762245284258725,CV,CV,1,1,CV,CXOGLB J002415.8-72043,CV0093,21.99
PULSAR_OBS_416,PULSAR,0.9680987777990512,['PULSAR'],0.9975994299610386,PULSAR,PULSAR,1,1,PULSAR,PSR J2021+3651,PL0121,33.6
