
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
768;B1334-61;J1338-6204;13:38:09.2;-62:04:18.7;204.53852917;-62.07186111;*;*;pks1,pksmb,htru_pks;*;
769;J1339-4712;J1339-4712;13:39:56.5;-47:12:05.5;204.98578583;-47.20153333;*;*;pkssw,htru_pks;*;
770;J1339-6618;J1339-6618;13:39:56.6;-66:18:07.8;204.98583333;-66.30216667;*;*;pksmb,htru_pks;*;
771;B1336-64;J1340-6456;13:40:00.3;-64:56:42.9;205.00133333;-64.94525000;*;*;mol2,pks70,pksmb,htru_pks;*;
772;J1341-6023;J1341-6023;13:41:07.3;-60:23:34.7;205.28070833;-60.39297222;*;*;pksmb,htru_pks;*;
773;B1338-62;J1341-6220;13:41:42.6;-62:20:20.7;205.42762500;-62.33908333;*;GRS:4FGL_J1341.7-6216[fermi21],SNR:G308.;misc,pks1,pksmb,htru_pks;*;
774;J1342+2822A;J1342+2822A;13:42:11;+28:22:32;205.54583333;28.37555556;*;GC:M3;misc;*;
775;J1342+2822B;J1342+2822B;13:42:11.0;+28:22:40.1;205.54619625;28.37781694;He[hrs+07];GC:M3,OPT:[cfi+19];misc;*;
776;J1342+2822C;J1342+2822C;13:42:11;+28:22:32;205.54583333;28.37555556;*;GC:M3;misc;*;
777;J1342+2822D;J1342+2822D;13:42:10.2;+28:22:36;205.54250000;28.37666667;He[hrs+07];GC:M3;misc;*;
778;J1343+6634;J1343+6634;13:43:59.2;+66:34:25.0;205.99691667;66.57362500;*;*;lotaas;*;
779;J1344-5855;J1344-5855;13:44:53.0;-58:55:24.7;206.22104167;-58.92354722;*;*;htru_pks;*;
780;J1344-6059;J1344-6059;13:44:39.6;-60:59:31;206.16500000;-60.99194444;*;*;pksmb,htru_pks;*;
781;J1345-6115;J1345-6115;13:45:44.4;-61:15:30.6;206.43512500;-61.25850000;*;*;pksmb,htru_pks;*;
782;J1346-4918;J1346-4918;13:46:22.3;-49:18:07.2;206.59312500;-49.30200000;*;*;htru_pks;*;
783;J1347-5947;J1347-5947;13:47:19.3;-59:47:39.8;206.83075000;-59.79438889;*;*;pksmb,htru_pks;*;
784;J1348-6307;J1348-6307;13:48:42.4;-63:07:04;207.17666667;-63.11777778;*;*;pksmb,htru_pks;*;
785;J1349-6130;J1349-6130;13:49:36.6;-61:30:17.1;207.40258333;-61.50475556;*;*;pksmb,htru_pks;*;
786;J1349-63;J1349-63;13:49:18;-63:56;207.32500000;-63.93333333;*;*;htru_pks;*;
787;J1350-5115;J1350-5115;13:50:16.1;-51:15:24.5;207.56732917;-51.25682222;*;*;pks70,pkssw,htru_pks;*;
788;J1350-6225;J1350-6225;13:50:44.4;-62:25:43.8;207.68520833;-62.42883333;*;GRS:4FGL_J1350.6-6224[fermi21];FermiBlind;NRAD;
789;J1352-6803;J1352-6803;13:52:34.4;-68:03:37.1;208.14354167;-68.06030556;*;*;pkssw,pksmb,htru_pks;*;
790;J1354-6249;J1354-6249;13:54:35;-62:49:30;208.64583333;-62.82500000;*;*;pksmb,htru_pks;*;
791;B1352-51;J1355-5153;13:55:58.6;-51:53:53.9;208.99455000;-51.89831944;*;*;mol2,pks70,pkssw,htru_pks,ghrss;*;
792;J1355-5747;J1355-5747;13:55:36.9;-57:47:15;208.90395833;-57.78750000;*;*;pksmb,htru_pks;*;
793;J1355-5925;J1355-5925;13:55:59.1;-59:25:00.9;208.99629167;-59.41691667;*;*;pksmb,htru_pks;*;
794;J1355-6206;J1355-6206;13:55:21.3;-62:06:20.1;208.83891667;-62.10558333;*;*;pksmb,htru_pks;*;
795;J1356-5521;J1356-5521;13:56:50.5;-55:21:12.9;209.21065833;-55.35360000;*;*;pks70,htru_pks;*;
796;B1353-62;J1357-62;13:57:25;-62:28;209.35416667;-62.46666667;*;*;misc,pks1,pksmb,htru_pks;*;
797;J1357-6429;J1357-6429;13:57:02.4;-64:29:30.2;209.26012500;-64.49172222;*;GRS:4FGL_J1356.9-6432[fermi21],XRS:PWN[z;pksmb,htru_pks;HE[lzg+11];
798;J1358-2533;J1358-2533;13:58:42;-25:33;209.67500000;-25.55000000;*;*;pks70;*;
799;J1358-6025;J1358-6025;13:58:25.9;-60:25:56;209.60791667;-60.43222222;*;GRS:4FGL_J1358.3-6026[fermi21];FermiAssoc;NRAD[nie+20];
800;B1356-60;J1359-6038;13:59:58.2;-60:38:07.5;209.99270000;-60.63543056;*;*;mol2,pks1,pks70,pksmb,htru_pks;*;
801;J1400-1431;J1400-1431;14:00:37.0;-14:31:47.0;210.15418172;-14.52973479;He[skm+17];GRS:4FGL_J1400.6-1432[fermi21],OPT:[skm+;gb350;*;
802;J1400+21;J1400+21;14:00:18;+21:27;210.07500000;21.45000000;*;*;misc;RRAT[ttm18];
803;J1400-6325;J1400-6325;14:00:45.6;-63:25:42.6;210.19037500;-63.42850000;*;GRS:IGR_J14003-6326,SNR:G310.6-1.6;misc;HE;
804;B1358-63;J1401-6357;14:01:52.4;-63:57:42.0;210.46854167;-63.96166667;*;*;mol2,pks1,pks70,pksmb,htru_pks;*;
805;J1402+13;J1402+13;14:03:00;+13:09:12;210.75000000;13.15333333;*;GRS:4FGL_J1402.7+1306[fermi21];FermiAssoc;NRAD[fermi21];
806;B1359-51;J1402-5021;14:02:56.0;-50:21:43;210.73333333;-50.36194444;*;*;mol1,mol2,pkssw;*;
807;J1403-0314;J1403-0314;14:03:41;-03:15:28;210.92083333;-3.25777778;*;*;htru_pks;*;
808;J1403-6310;J1403-6310;14:03:14.0;-63:10:27;210.80833333;-63.17416667;*;*;pksmb,htru_pks;*;
809;J1403-7646;J1403-7646;14:03:04.1;-76:46:57.5;210.76708333;-76.78263889;*;*;pks70,pkssw;*;
810;J1404+1159;J1404+1159;14:04:36.9;+11:59:16.0;211.15411250;11.98777778;*;*;ar4,misc,lotaas;*;
811;J1405-4656;J1405-4656;14:05:21.4;-46:56:02.3;211.33927292;-46.93397500;He[btb+15];*;htru_pks;*;
812;J1405-5641;J1405-5641;14:05:12.4;-56:41:24.2;211.30170833;-56.69005556;*;*;pksmb,htru_pks;*;
813;J1406-4233;J1406-4233;14:06:04.7;-42:33:20.6;211.51995833;-42.55572222;*;*;pks_superb;*;
814;J1406-5806;J1406-5806;14:06:01.2;-58:06:32;211.50500000;-58.10888889;*;*;pksmb,htru_pks;*;
815;J1406-6121;J1406-6121;14:06:50.0;-61:21:27.9;211.70850000;-61.35775000;*;*;pksmb,htru_pks;*;
816;J1407-6048;J1407-6048;14:07:58.6;-60:48:58.8;211.99433333;-60.81633333;*;*;pksmb,htru_pks;*;
817;J1407-6153;J1407-6153;14:07:56.5;-61:53:59;211.98541667;-61.89972222;*;*;pksmb,htru_pks;*;
818;J1409-6953;J1409-6953;14:09:16.9;-69:53:34.4;212.32041667;-69.89288889;*;*;htru_pks;*;
819;J1410-6132;J1410-6132;14:10:23.5;-61:32:08.1;212.59829583;-61.53559722;*;GRS:4FGL_J1411.5-6133[fermi21];htru_pks,FermiAssoc;HE[ojk+08,fermi21];
820;J1410-7404;J1410-7404;14:10:07.3;-74:04:53.3;212.53070833;-74.08147778;*;*;pkssw,htru_pks;*;
821;J1411+2551;J1411+2551;14:11:18.8;+25:51:08.3;212.82860833;25.85233056;NS[msf+17];*;ar327,lotaas;*;
822;J1412-6111;J1412-6111;14:12:59.6;-61:11:30.5;213.24841667;-61.19180556;*;*;pksmb,htru_pks;*;
823;J1412-6145;J1412-6145;14:12:07.6;-61:45:28.4;213.03179167;-61.75791111;*;*;pksmb,htru_pks;*;
824;J1412+7922;J1412+7922;14:12:55.8;+79:22:03.8;213.23277917;79.36774861;*;XRS:1RXS_J141256.0+792204(Calvera);misc;NRAD;
825;J1413-6141;J1413-6141;14:13:09.8;-61:41:13;213.29112500;-61.68694444;*;*;pksmb,htru_pks;*;
826;J1413-6205;J1413-6205;14:13:29.9;-62:05:38;213.37458333;-62.09388889;*;GRS:4FGL_J1413.5-6205[fermi21],GRS:1AGL_;FermiBlind;NRAD;
827;J1413-6222;J1413-6222;14:13:05.4;-62:22:27.8;213.27279167;-62.37438889;*;*;pksmb,htru_pks;*;
828;B1409-62;J1413-6307;14:13:31.3;-63:07:35.4;213.38048333;-63.12651389;*;*;pks1,pksmb,htru_pks;*;
829;J1414-6802;J1414-6802;14:14:25.7;-68:02:58;213.60708333;-68.04944444;*;*;pkssw,htru_pks;*;
830;J1415-6621;J1415-6621;14:15:31.2;-66:21:12.2;213.88029167;-66.35338889;*;*;pkssw,pksmb,htru_pks;*;
831;J1416-5033;J1416-5033;14:16:44.6;-50:33:17;214.18583333;-50.55472222;*;*;htru_pks;*;
832;J1416-6037;J1416-6037;14:16:30.5;-60:37:59.5;214.12745833;-60.63319444;*;*;pksmb,htru_pks;*;
833;J1417-4402;J1417-4402;14:17:30.6;-44:02:57.4;214.37750000;-44.04927778;MS[scc+15];GRS:4FGL_J1417.6-4403[fermi21],XRS:[scc+;FermiAssoc;HE;
834;J1418-3921;J1418-3921;14:18:50.2;-39:21:18.5;214.70951250;-39.35514167;*;*;pks70,pkssw;*;
835;J1418-5945;J1418-5945;14:18:32.3;-59:45:00;214.63458333;-59.75000000;*;*;pksmb,htru_pks;*;
836;J1418-6058;J1418-6058;14:18:42.7;-60:57:49;214.67791667;-60.96361111;*;GRS:4FGL_J1418.7-6057[fermi21],GRS:HESS_;FermiBlind;NRAD;
837;B1417-54;J1420-5416;14:20:29.1;-54:16:22.7;215.12129167;-54.27297222;*;*;mol2,pks70,pkssw,htru_pks;*;
838;J1420-5625;J1420-5625;14:20:03.0;-56:25:55.0;215.01275833;-56.43194444;CO(?)[hfs+04];*;pksmb;*;
839;J1420-6048;J1420-6048;14:20:08.2;-60:48:16.4;215.03432083;-60.80456389;*;GRS:4FGL_J1420.0-6048[fermi21],GRS:HESS_;pksmb,htru_pks;HE[rrj01,waa+10];
840;J1421-4409;J1421-4409;14:21:20.9;-44:09:04.5;215.33734946;-44.15126472;He(?)[tau19];*;pks_superb;*;
841;J1422-6138;J1422-6138;14:22:28.2;-61:38:28.3;215.61790417;-61.64120000;*;GRS:4FGL_J1422.5-6137[fermi21];FermiBlind;NRAD;
842;J1423-6953;J1423-6953;14:23:26.7;-69:53:42.8;215.86162500;-69.89522778;*;*;pkssw,htru_pks;*;
843;J1424-5556;J1424-5556;14:24:12.7;-55:56:13.9;216.05316667;-55.93719444;*;*;pksmb,htru_pks;*;
844;J1424-56;J1424-56;14:24:23;-56:40:47;216.09583333;-56.67972222;*;*;htru_pks;RRAT;
845;J1424-5822;J1424-5822;14:24:32.1;-58:22:55.7;216.13387500;-58.38213889;*;*;pksmb,htru_pks;*;
846;J1424-6438;J1424-6438;14:24:59.2;-64:38:10.0;216.24666667;-64.63611111;*;*;pksmb;*;
847;J1425-5723;J1425-5723;14:25:36.5;-57:23:30.8;216.40233333;-57.39188889;*;*;pksmb,htru_pks;*;
848;J1425-5759;J1425-5759;14:25:59.1;-57:59:10.2;216.49629167;-57.98616667;*;*;pksmb,htru_pks;*;
849;J1425-6210;J1425-6210;14:25:07.7;-62:10:04.9;216.28208333;-62.16802778;*;*;pksmb,htru_pks;*;
850;J1426+52;J1426+52;14:27:00;+52:10;216.75000000;52.16666667;*;*;lotaas;*;
851;J1427-4158;J1427-4158;14:27:50.7;-41:58:56.3;216.96154167;-41.98230556;*;*;pkssw;*;
852;B1424-55;J1428-5530;14:28:26.2;-55:30:50.0;217.10933333;-55.51390556;*;*;mol2,pks70,pksmb,htru_pks;*;
853;J1429-5911;J1429-5911;14:29:58.6;-59:11:36.6;217.49416667;-59.19350000;*;GRS:4FGL_J1429.9-5911[fermi21];FermiBlind;NRAD;
854;J1429-5935;J1429-5935;14:29:25.9;-59:35:58.9;217.35791667;-59.59969444;*;*;pksmb;*;
855;J1430-5712;J1430-5712;14:30:16.1;-57:12:31.4;217.56737500;-57.20872222;*;*;htru_pks;*;
856;B1426-66;J1430-6623;14:30:40.7;-66:23:05.5;217.66972917;-66.38487500;*;*;mol1,mol2,pks70,pkssw,pksmb,htru_pk;*;
857;J1431-4715;J1431-4715;14:31:44.6;-47:15:27.5;217.93590708;-47.25765944;MS[ssc+19];GRS:4FGL_J1431.4-4711[fermi21];htru_pks,FermiAssoc;HE[btb+15,fermi21];
858;J1431-5740;J1431-5740;14:31:03.4;-57:40:11.6;217.76456375;-57.66990833;He[bbb+13];*;htru_pks;*;
859;J1431-6328;J1431-6328;14:13:21.2;-63:28:08.6;213.33845833;-63.46905556;*;*;misc;*;
860;J1432-5032;J1432-5032;14:32:52.2;-50:32:17.3;218.21779167;-50.53813889;*;*;htru_pks;*;
861;J1433+00;J1433+00;14:33:30;+00:28;218.37500000;0.46666667;*;*;ar327;RRAT[dsm+16];
862;J1433-6038;J1433-6038;14:33:13.1;-60:38:34.7;218.30491667;-60.64297222;*;*;pksmb,htru_pks;*;
863;J1434-5943;J1434-5943;14:34:58.3;-59:43:41.6;218.74295833;-59.72822222;*;*;htru_pks;*;
864;J1434-6006;J1434-6006;14:34:05.3;-60:06:29.0;218.52208333;-60.10805556;*;*;pksmb,htru_pks;*;
865;J1434-6029;J1434-6029;14:34:39.1;-60:29:49;218.66291667;-60.49694444;*;*;pksmb,htru_pks;*;
866;J1434+7257;J1434+7257;14:33:59.7;+72:57:26.5;218.49890417;72.95736444;*;*;gbncc,lotaas;*;
867;J1435-5954;J1435-5954;14:35:00.2;-59:54:49.5;218.75086667;-59.91375000;*;*;pksmb,htru_pks;*;
868;J1435-6100;J1435-6100;14:35:20.2;-61:00:57.9;218.83448542;-61.01609889;CO[clm+01];*;pksmb,htru_pks;*;
869;J1437-5959;J1437-5959;14:37:01.9;-59:59:01.4;219.25795833;-59.98372222;*;SNR:G315.9-0.0,PWN:G315.78-0.23[nbg+12];misc;*;
870;J1437-6146;J1437-6146;14:37:15.3;-61:46:02.0;219.31379167;-61.76722222;*;*;pksmb,htru_pks;*;
871;J1439-5501;J1439-5501;14:39:39.7;-55:01:23.6;219.91559167;-55.02322806;CO[pld+13];GRS:4FGL_J1440.2-5505[fermi21];pks70,FermiAssoc;HE[fsk+04,fermi21];
872;J1439+76;J1439+76;14:39;+76:55;219.75000000;76.91666667;*;*;gbncc;RRAT;
873;B1436-63;J1440-6344;14:40:31.2;-63:44:48.4;220.13025000;-63.74677778;*;*;mol2,pks70,pksmb,htru_pks;*;
874;J1441-6137;J1441-6137;14:41:44.3;-61:37:24;220.43458333;-61.62333333;*;*;pksmb,htru_pks;*;
875;J1443-5122;J1443-5122;14:43:26.9;-51:22:26;220.86237500;-51.37388889;*;*;htru_pks;*;
876;J1444-5941;J1444-5941;14:44:46.5;-59:41:19;221.19375000;-59.68861111;*;*;pksmb,htru_pks;*;
877;J1444-6026;J1444-6026;14:44:06.0;-60:26:09.4;221.02508333;-60.43594444;*;*;pksmb;RRAT;
878;J1446-4701;J1446-4701;14:46:35.7;-47:01:26.7;221.64880796;-47.02410208;UL[kjb+12];GRS:4FGL_J1446.6-4701[fermi21];htru_pks;HE;
879;J1447-5757;J1447-5757;14:47:28.2;-57:57:26;221.86750000;-57.95722222;*;GRS:4FGL_J1447.4-5757[fermi21];FermiAssoc;NRAD[nie+20];
880;J1449-5846;J1449-5846;14:49:25.4;-58:46:40.4;222.35595833;-58.77788889;*;*;pksmb,htru_pks;*;
881;J1452-5851;J1452-5851;14:52:52.6;-58:51:13.2;223.21916667;-58.85366667;*;*;pksmb,htru_pks;*;
882;J1452-6036;J1452-6036;14:52:51.8;-60:36:31.3;223.21624167;-60.60870833;*;*;pksmb,htru_pks;*;
883;J1453+1902;J1453+1902;14:53:45.7;+19:02:12.1;223.44049721;19.03670079;*;*;ar4;*;
884;B1449-64;J1453-6413;14:53:32.6;-64:13:16.0;223.38610417;-64.22111111;*;*;mol1,mol2,pks70,pksmb,htru_pks;*;
885;J1454-5846;J1454-5846;14:54:10.9;-58:46:34.7;223.54545000;-58.77631667;CO[clm+01];*;pksmb,htru_pks;*;
886;J1455-3330;J1455-3330;14:55:47.9;-33:30:46.3;223.94987567;-33.51288498;He[lnl+95];GRS:4FGL_J1455-3331[fermi21];pksmb,FermiAssoc;HE[lnl+95,fermi21];
887;J1455-59;J1455-59;14:55:06;-59:23;223.77500000;-59.38333333;*;*;pksmb;*;
888;J1456-48;J1456-48;14:56;-48:00;224.00000000;-48.00000000;*;*;ghrss;*;
889;B1451-68;J1456-6843;14:55:59.9;-68:43:39.5;223.99967917;-68.72763889;*;*;mol1,mol2,pks70,pkssw,htru_pks;*;
890;B1454-51;J1457-5122;14:57:40.0;-51:22:54.9;224.41705417;-51.38191667;*;*;mol2,pks70,pkssw,htru_pks;*;
891;J1457-5900;J1457-5900;14:57:39.0;-59:00:51;224.41250000;-59.01416667;*;*;pksmb,htru_pks;*;
892;J1457-5902;J1457-5902;14:57:31.9;-59:02:04;224.38291667;-59.03444444;*;*;pksmb,htru_pks;*;
893;J1459-6053;J1459-6053;14:59:29.9;-60:53:20.7;224.87495833;-60.88908333;*;GRS:4FGL_J1459.5-6053[fermi21];FermiBlind;NRAD;
894;J1501-0046;J1501-0046;15:01:44.9;-00:46:23.5;225.43731583;-0.77320000;*;*;gb350;*;
895;J1501-5637;J1501-5637;15:01:51.0;-56:37:48;225.46250000;-56.63000000;*;*;pksmb,htru_pks;*;
896;J1502+28;J1502+28;15:02:09;+28:13;225.53750000;28.21666667;*;*;misc;RRAT(?)[ttm18];
897;J1502-5653;J1502-5653;15:02:57.3;-56:53:39.2;225.73912083;-56.89422500;*;*;pksmb,htru_pks;*;
898;J1502-5828;J1502-5828;15:02:43.8;-58:28:42;225.68250000;-58.47833333;*;*;pksmb,htru_pks;*;
899;J1502-6128;J1502-6128;15:02:29.8;-61:28:50.3;225.62433333;-61.48063889;*;*;pksmb,htru_pks;*;
900;J1502-6752;J1502-6752;15:02:18.6;-67:52:16.7;225.57756250;-67.87132194;UL[kjb+12];*;htru_pks;*;
901;J1503+2111;J1503+2111;15:03:54.6;+21:11:09.3;225.97750000;21.18591667;*;*;ar4;*;
902;J1504-5621;J1504-5621;15:04:49.1;-56:21:32;226.20475000;-56.35888889;*;*;pksmb,htru_pks;*;
903;J1504-5659;J1504-5659;15:04:31.9;-56:59:19.4;226.13327917;-56.98872222;*;*;htru_pks;*;
904;B1503-51;J1506-5158;15:06:39.5;-51:58:10;226.66458333;-51.96944444;*;*;mol2;*;
905;B1504-43;J1507-4352;15:07:34.1;-43:52:04.0;226.89239583;-43.86779167;*;*;mol2,pks70,pkssw,htru_pks;*;
906;J1507-5800;J1507-5800;15:07:03.5;-58:00:56.2;226.76460000;-58.01561111;*;*;htru_pks;*;
907;B1503-66;J1507-6640;15:07:48.6;-66:40:57.8;226.95264167;-66.68273889;*;*;mol2,pkssw,htru_pks;*;
908;B1508+55;J1509+5531;15:09:25.6;+55:31:32.3;227.35679083;55.52566500;*;*;gb1,gb2,gb3,gb4,gbncc,lotaas;*;
909;J1509-5850;J1509-5850;15:09:27.1;-58:50:56.0;227.36315000;-58.84889167;*;GRS:4FGL_J1509.4-5850[fermi21],XRS:PWN[h;pksmb;HE[waa+10];
910;J1509-6015;J1509-6015;15:09:07.5;-60:15:18.6;227.28125000;-60.25516667;*;*;pksmb,htru_pks;*;
911;B1507-44;J1510-4422;15:10:48.9;-44:22:07;227.70375000;-44.36861111;*;*;mol2,pks70,pkssw,htru_pks;*;
912;J1511-5414;J1511-5414;15:11:51.2;-54:14:40.3;227.96368750;-54.24453333;*;*;pksmb,htru_pks;*;
913;J1511-5835;J1511-5835;15:11:07.0;-58:35:28;227.77916667;-58.59111111;*;*;pksmb,htru_pks;*;
914;J1512-5431;J1512-5431;15:12:05.7;-54:31:19;228.02375000;-54.52194444;*;*;pksmb,htru_pks;*;
915;B1508-57;J1512-5759;15:12:43.0;-57:59:59.8;228.17933333;-57.99994444;*;*;pks1,pksmb,htru_pks;*;
916;J1513-2550;J1513-2550;15:13:23.3;-25:50:31.2;228.34716912;-25.84202361;UL[san16];GRS:4FGL_J1513.4-2549[fermi21];FermiAssoc;HE;
917;J1513-5739;J1513-5739;15:13:58.9;-57:39:01.4;228.49579167;-57.65038889;*;*;pksmb,htru_pks;*;
918;B1509-58;J1513-5908;15:13:55.8;-59:08:09.6;228.48254583;-59.13600000;*;SNR:G320.4-1.2,GRS:AGILE[ppp+09];misc,pksmb,htru_pks;HE[umw+93,ppp+09];
919;J1513-5946;J1513-5946;15:13:44.7;-59:46:31.9;228.43658333;-59.77552778;*;*;pksmb;RRAT;
920;J1513-6013;J1513-6013;15:13:54.0;-60:13:26.5;228.47508333;-60.22402778;*;*;htru_pks;*;
921;B1510-48;J1514-4834;15:14:14.5;-48:34:19.9;228.56067917;-48.57221389;*;*;mol2,pks70,pkssw,htru_pks;*;
922;J1514-4946;J1514-4946;15:14:19.1;-49:46:15.5;228.57964208;-49.77097667;He[kcj+12];GRS:4FGL_J1514.3-4946[fermi21];FermiAssoc;HE;
923;J1514-5316;J1514-5316;15:14:40.1;-53:16:02.3;228.66733333;-53.26730556;*;*;htru_pks;*;
924;J1514-5925;J1514-5925;15:14:59.1;-59:25:43.5;228.74625000;-59.42875000;*;*;pksmb,htru_pks;*;
925;J1515-5720;J1515-5720;15:15:09.2;-57:20:50.1;228.78845833;-57.34726389;*;*;pksmb,htru_pks;*;
926;J1516-43;J1516-43;15:16:32.3;-43:20:00;229.13458333;-43.33333333;*;*;ghrss;*;
927;J1517-32;J1517-32;15:17:01;-32:26:05;229.25416667;-32.43472222;*;*;htru_pks;*;
928;J1517-4356;J1517-4356;15:17:27.3;-43:56:17.9;229.36391667;-43.93830556;*;*;pkssw,htru_pks;*;
929;J1517-4636;J1517-4636;15:17:29.3;-46:36:00.6;229.37240000;-46.60016667;*;*;htru_pks;*;
930;B1516+02A;J1518+0204A;15:18:33.3;+02:05:27.5;229.63882333;2.09098611;*;GC:M5;misc;*;
931;B1516+02B;J1518+0204B;15:18:31.4;+02:05:15.4;229.63107500;2.08763056;He[hrs+07];GC:M5;misc;*;
932;J1518+0204C;J1518+0204C;15:18:32.7;+02:04:47.8;229.63662039;2.07994869;He(?)[prf+14];GC:M5,OPT:COM_M5C[prf+14];misc;*;
933;J1518+0204D;J1518+0204D;15:18:34;+02:04:58;229.64166667;2.08277778;He[hrs+07];GC:M5;misc;*;
934;J1518+0204E;J1518+0204E;15:18:34;+02:04:58;229.64166667;2.08277778;He[hrs+07];GC:M5;misc;*;
935;J1518-0627;J1518-0627;15:18:59.1;-06:27:07.7;229.74629333;-6.45213889;*;*;gb350;*;
936;J1518-3952;J1518-3952;15:18:56.9;-39:52:30.3;229.73736667;-39.87508333;*;*;htru_pks;*;
937;J1518+4904;J1518+4904;15:18:16.7;+49:04:34.2;229.56999618;49.07618089;NS[jsk+08];*;gb4,gbncc,lotaas;*;
938;J1518-5415;J1518-5415;15:18:13.5;-54:15:45.0;229.55625000;-54.26250000;*;*;pksmb,htru_pks;*;
939;J1519-5734;J1519-5734;15:19:47.5;-57:34:13.6;229.94829167;-57.57044444;*;*;pksmb,htru_pks;*;
940;J1519-6106;J1519-6106;15:19:35.8;-61:06:54.6;229.89920833;-61.11516667;*;*;pksmb,htru_pks;*;
941;J1519-6308;J1519-6308;15:19:09.5;-63:08:19.5;229.78983333;-63.13875000;*;*;pksmb,htru_pks;*;
942;J1522-5525;J1522-5525;15:22:06.7;-55:25:17.5;230.52791667;-55.42152778;*;*;pksmb,htru_pks;*;
943;J1522-5735;J1522-5735;15:22:05.3;-57:35:00;230.52208333;-57.58333333;*;GRS:4FGL_J1521.9-5735[fermi21],SNR:G321.;FermiBlind;NRAD;
944;B1518-58;J1522-5829;15:22:42.2;-58:29:02.8;230.67601667;-58.48411528;*;*;pks1,pksmb,htru_pks;*;
945;J1523-3235;J1523-3235;15:23:37.7;-32:35:42.1;230.90708333;-32.59502778;*;*;pks_superb;*;
946;J1524-5625;J1524-5625;15:24:49.8;-56:25:23.4;231.20775000;-56.42316667;*;*;pksmb,htru_pks;*;
947;J1524-5706;J1524-5706;15:24:21.4;-57:06:34.6;231.08925000;-57.10962222;*;*;pksmb,htru_pks;*;
948;J1524-5819;J1524-5819;15:24:24.6;-58:19:14.1;231.10270833;-58.32058333;*;*;pksmb;*;
949;J1525-5417;J1525-5417;15:25:28.3;-54:17:20;231.36812500;-54.28888889;*;*;pksmb,htru_pks;*;
950;J1525-5523;J1525-5523;15:25:36.0;-55:23:27.2;231.40026667;-55.39088889;*;*;htru_pks;*;
951;J1525-5545;J1525-5545;15:25:28.1;-55:45:49.8;231.36722500;-55.76384500;CO[nbb+14];*;htru_pks;*;
952;J1525-5605;J1525-5605;15:25:41.4;-56:05:13;231.42270833;-56.08694444;*;*;pksmb,htru_pks;*;
953;J1526-2744;J1526-2744;15:26:34;-27:43:34;231.64166667;-27.72611111;*;GRS:4FGL_J1526.6+2743[fermi21];FermiAssoc;NRAD[fermi21];
954;J1526-5633;J1526-5633;15:26:41.2;-56:33:43;231.67166667;-56.56194444;*;*;pksmb;*;
955;B1524-39;J1527-3931;15:27:58.8;-39:31:34.2;231.99511667;-39.52616667;*;*;mol2,pks70,pkssw,htru_pks;*;
956;B1523-55;J1527-5552;15:27:40.7;-55:52:08.3;231.91972500;-55.86898667;*;*;mol2,pks70,pksmb,htru_pks;*;
957;J1528-3146;J1528-3146;15:28:34.9;-31:46:06.8;232.14564250;-31.76856556;CO[jbo+07];*;pkssw;*;
958;J1528-4109;J1528-4109;15:28:08.0;-41:09:28.8;232.03347083;-41.15800000;*;*;pkssw,htru_pks;*;
959;J1528-5547;J1528-5547;15:28:39.1;-55:47:23;232.16325000;-55.78972222;*;*;htru_pks;*;
960;J1528-5838;J1528-5838;15:28:24.3;-58:38:01;232.10125000;-58.63361111;*;GRS:4FGL_J1528.4-5838[fermi21];FermiBlind;NRAD;
961;J1529-3828;J1529-3828;15:29:15.1;-38:28:45.8;232.31294417;-38.47940278;He[nbb+14];*;htru_pks;*;
962;J1529+40;J1529+40;15:29:12;+40:49;232.30000000;40.81666667;*;*;misc,lotaas;*;
963;J1529-5355;J1529-5355;15:29:57.6;-53:55:36;232.49000000;-53.92666667;*;*;pksmb,htru_pks;*;
964;J1529-5611;J1529-5611;15:29:35.8;-56:11:29;232.39916667;-56.19138889;*;*;pksmb,htru_pks;*;
965;J1530-5327;J1530-5327;15:30:26.8;-53:27:56.0;232.61205000;-53.46556111;*;*;pksmb,htru_pks;*;
966;J1530-6343;J1530-6343;15:30:47.6;-63:43:13.6;232.69836667;-63.72044444;*;*;htru_pks;*;
967;J1531-4012;J1531-4012;15:31:08.0;-40:12:30.9;232.78354167;-40.20858333;*;*;pkssw;*;
968;J1531-5610;J1531-5610;15:31:27.9;-56:10:55.3;232.86625417;-56.18203611;*;GRS:4FGL_J1531.5-5612[fermi21];pksmb,htru_pks,FermiAssoc;HE[kbm+03,fermi21];
969;B1530+27;J1532+2745;15:32:10.3;+27:45:49.6;233.04318583;27.76378417;*;*;gb1,ar4,gb4,lotaas;*;
970;J1532-5308;J1532-5308;15:32:35.5;-53:08:06;233.14791667;-53.13500000;*;*;pksmb,htru_pks;*;
971;J1532-56;J1532-56;15:32:18;-56:32;233.07500000;-56.53333333;*;*;htru_pks;*;
972;J1534-4428;J1534-4428;15:34:52.0;-44:28:09.4;233.71666667;-44.46927778;*;*;htru_pks;*;
973;J1534-46;J1534-46;15:34:08;-46:14;233.53333333;-46.23333333;*;*;pkssw;RRAT;
