,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,1RXS_J013308.9+383218,2009/10/27,,01:33:08.72,+38:32:17.2,0,CataclyV
1,1RXS_J044027.0+023300,2009/02/19,,04:40:27.14,+02:33:01.0,0,CataclyV
