obs_id,src_n,src_id,significance,clf_type,true_class,th_class,is_ok,truth,pred_class,pred_prob,BH_prob,NS_prob,bb_nh_lolim,powlaw_nh_hilim,powlaw_nh,bb_nh_hilim,bb_nh,powlaw_nh_lolim,photflux_aper_u,photflux_aper_hilim_u,flux_aper_hilim_u,photflux_aper_lolim_s,photflux_aper_m,bb_kt_lolim,photflux_aper_hilim_s,bb_kt,flux_aper_lolim_m,photflux_aper,powlaw_gamma_hilim,flux_aper_hilim_s,photflux_aper_lolim_m,flux_aper_hilim_h,photflux_aper_hilim,photflux_aper_lolim,photflux_aper_hilim_h,flux_aper_hilim_m,photflux_aper_hilim_m,flux_aper_lolim,kp_prob,photflux_aper_hilim_b,hard_ms_hilim,flux_aper_hilim_b,hard_ms_lolim,var_prob,hard_ms,powlaw_gamma,powlaw_gamma_lolim,flux_aper_hilim,flux_aper,hard_hm_hilim,ks_prob,var_max,photflux_aper_s,flux_bb_lolim,var_min,flux_aper_lolim_s,photflux_aper_lolim_u,hard_hs_lolim,flux_aper_b,hard_hm,var_sigma,var_mean,bb_ampl_hilim,bb_ampl,bb_stat,flux_aper_s,flux_aper_h,flux_powlaw,flux_aper_m,flux_brems_hilim,hard_hm_lolim,powlaw_ampl_hilim,hard_hs_hilim,photflux_aper_h,photflux_aper_lolim_b,flux_aper_lolim_b,flux_brems,hard_hs,flux_brems_lolim,brems_stat,flux_powlaw_hilim,flux_powlaw_lolim,photflux_aper_b,powlaw_ampl,powlaw_ampl_lolim,photflux_aper_lolim_h,flux_bb,var_index,flux_bb_hilim,flux_aper_lolim_h,powlaw_stat,bb_ampl_lolim,flux_aper_u,flux_aper_lolim_u
NS_OBS_174,XMMU J004245.2+41172,NS0044,49.26,train,NS,NS,1,1,NS,0.9981219521470337,0.0018780478529661136,0.9981219521470337,41.0,103.0,83.0,42.0,28.0,67.0,-4.0,-4.099796786983107,-13.350957365913825,-5.7121982700697735,-5.0,0.0,-5.172178572317199,0.0,-14.0,-5.671131326147075,3.0,-14.071911540335028,-5.0,-13.697885623043804,-4.714437290472661,-6.035759232079508,-5.720333055951545,-14.719649306953995,-6.234927798897207,-14.693532081285195,0.6659999999999999,-5.106904333903771,-0.7714,-13.697452627512515,-1.0,0.575,-0.9994,2.0,2.0,-13.720921942295227,-14.227370288194349,1.0,0.246,0.002258,-5.356744774975228,-12.0,0.001118,-14.611898798429484,-5.0,-0.9038,-13.869666231504992,0.9994,0.0001663,0.001203,0.0,0.0,1.0,-14.256411849840095,-13.975514332300833,-12.0,-14.0,-12.0,0.3179,0.0,-0.3592,-5.997833938243492,-5.591929714112816,-14.182566855888615,-12.0,-0.6821,-12.0,1.0,-12.0,-12.0,-5.279096829186543,0.0,0.0,-6.9755143323008335,-12.0,1.0,-12.0,-14.95311480916229,1.0,0.0,-13.0,-14.0
BH_OBS_143,J1745-2900          ,BH0027,337.0,train,BH,BH,1,1,BH,0.9692584061690883,0.9692584061690883,0.030741593830911098,117.0,313.0,239.0,180.0,129.0,185.0,-5.0,-5.3951262294473645,-14.625068446021812,-6.0,-6.0,0.0,-7.024338466818942,0.0,-15.0,-5.692664445360856,3.0,-15.865504144165325,-6.0,-13.57170318601712,-5.459903692537383,-5.7972393126067985,-5.3879582553547305,-14.0,-6.0,-14.102647865655687,0.998,-5.247260306064672,0.0,-13.59482445378201,0.0,0.526,0.0,2.0,2.0,-13.863776619956827,-13.97685046594608,0.0,0.953,0.0029100000000000003,-5.0,-12.0,0.001476,-14.0,-5.0,0.945,-13.690582774221859,0.0,0.0004113,0.002309,0.0,0.0,1.0,-14.0,-13.661543506395395,-12.0,-14.0,-12.0,0.0,0.0,1.0,-5.469672210221914,-5.4278256863869405,-13.821598658466243,-12.0,0.9994,-12.0,1.0,-12.0,-12.0,-5.3255062827036515,0.0,0.0,-5.577410160148518,-12.0,1.0,-12.0,-13.782516055786092,1.0,0.0,-13.0,-14.0
NS_OBS_398,SAXWFC J1748.1-2446.,NS0072,19.47,train,NS,NS,1,1,NS,0.7207150258979163,0.2792849741020867,0.7207150258979163,115.0,310.0,234.0,176.0,127.0,183.0,-5.901702463505303,-5.611188586526477,-15.819874124835945,-7.407268233606037,-6.282995592959452,0.0,-6.472756883611911,0.0,-15.088629292883866,-5.63762686661594,3.0,-15.319845858265627,-6.490528647897452,-13.513427849481644,-5.535123128541813,-5.772058819258626,-5.323306390375134,-14.741123370627868,-6.1430899396992125,-14.039138675791055,0.3720000000000001,-5.198664904325455,0.7227,-13.503347060749082,0.1043,0.6126666666666667,0.4335,2.0,2.0,-13.889509953202614,-13.958510991112206,0.8551,0.182,0.003108233333333333,-6.726073219899473,-12.0,0.0011015666666666663,-16.254378778693066,-7.22395292881822,0.8389,-13.565271458220243,0.7783,0.0002150666666666667,0.001197,0.0,0.0,1.0,-15.573163546196492,-13.581367312645936,-12.0,-14.881074247174224,-12.0,0.6902,0.0,0.9688,-5.3910463007241365,-5.3325470471100465,-13.637329070274331,-12.0,0.9119,-12.0,1.0,-12.0,-12.0,-5.2604276555499085,0.0,0.0,-5.471211808225104,-12.0,1.3333333333333333,-12.0,-13.662141570958905,1.0,0.0,-13.0,-14.0
BH_OBS_12,GINGA 1354-645      ,BH0003,20.86,train,BH,BH,1,1,BH,0.9932243324630332,0.9932243324630332,0.006775667536966729,103.0,275.0,210.0,155.0,110.0,163.0,-4.0,-5.52360317327467,-14.774690718274135,-5.7759851886271365,-5.343135508451083,0.0,-5.531652669587842,0.0,-14.027473182134145,-5.180245548466659,3.0,-14.35803040229794,-5.419987887470577,-13.178028182357956,-5.0925563908325,-5.2420576505902226,-5.044600913360734,-13.885389015767824,-5.277859874542584,-13.604621180177846,0.513,-4.695294101787233,0.4616,-13.112495225764622,0.1843,0.40225,0.3223,2.0,2.0,-13.487755990315652,-13.544816979135351,0.3729,0.81175,0.00364075,-5.636952405478906,-12.0,0.002626825,-14.602407565961885,-5.0,0.4428,-13.154343940016455,0.2761,0.000348125,0.0030426,0.0,0.0,1.0,-14.46331532737907,-13.237471477553001,-12.0,-13.95078197732982,-12.0,0.173,0.0,0.654,-5.104522203724286,-4.783570169123749,-13.200728391650125,-12.0,0.5522,-12.0,1.0,-12.0,-12.0,-4.737311655698304,0.0,0.0,-5.1739900222089,-12.0,0.25,-12.0,-13.306360973838453,1.0,0.0,-13.0,-14.0
NS_OBS_360,J1824-2452          ,NS0062,92.0,train,NS,NS,1,1,NS,0.9391001463181486,0.06089985368185202,0.9391001463181486,52.0,30.95,28.23,0.2518,4.785000000000001e-07,25.64,-4.0,-4.0,-13.0,-4.65286521708998,-4.556267758598404,0.7587,-4.6108339156354665,0.7782,-13.178551980982473,-4.2723367672700645,1.7,-13.404063093730825,-4.573488738635425,-12.515415470717151,-4.258907519665706,-4.2862365335768065,-4.367340286706087,-13.144844422823004,-4.5398541825082495,-12.715851367160466,0.99,-3.90622821850127,0.1168,-12.393618634889394,0.0581,0.8937999999999999,0.0874,1.63,1.5619999999999998,-12.688097868580511,-12.701758421503515,0.2217,0.9386,0.05420446,-4.631341287607774,-12.548367052543009,0.00203494,-13.445995678988096,-5.0,0.2505,-12.403952992454562,0.1961,0.01162387,0.016274240000000002,8.622e-05,7.986e-05,1.912,-13.424581208785641,-12.531948208545762,-12.454198242840723,-13.161402747183347,-12.44490555142168,0.1705,8.689e-05,0.3054,-4.383944805023413,-3.9270152553720696,-12.41442648137727,-12.458046525541766,0.2786,-12.474178047843337,0.794,-12.441051554021964,-12.466736483221286,-3.9164973801697327,8.075e-05,7.511e-05,-4.401318901092837,-12.5332806283184,7.8,-12.519131076312833,-12.54928912185308,0.764,7.517e-05,-13.0,-14.0
NS_OBS_231,XMMU J004245.2+41172,NS0044,49.26,train,NS,NS,1,1,NS,1.0,0.0,1.0,41.0,104.0,83.0,42.0,29.0,67.0,-4.0,-3.5807052782465396,-12.85047298624565,-5.564474148501345,-5.4004444090140185,0.0,-4.906928693623937,0.0,-14.654430243943608,-5.049061010171674,3.0,-13.838631997765026,-5.804931003531411,-13.499214827082545,-4.185396854675214,-5.3061324116703625,-4.898596649444669,-14.044216071083088,-5.194703083842015,-14.11187669270209,0.8975,-4.491335636947056,-0.0306,-13.339703839729273,-0.7077,0.5045,-0.4135,2.0,2.0,-13.31506132890476,-13.85039912245242,0.6802,0.8879999999999999,0.0278895,-5.114469166811909,-12.0,0.0027985,-14.49634548075704,-5.0,-0.3429,-13.460547508450539,0.401,0.006421,0.006529500000000001,0.0,0.0,1.0,-14.046336936252908,-13.671212799645465,-12.0,-14.249954687988234,-12.0,0.0643,0.0,0.3641,-5.067069857169209,-4.792365632611038,-13.640733835393252,-12.0,0.0012,-12.0,1.0,-12.0,-12.0,-4.612076533026563,0.0,0.0,-5.368049173740784,-12.0,0.5,-12.0,-13.984221243610964,1.0,0.0,-13.0,-14.0
BH_OBS_145,J1745-2900          ,BH0027,337.0,train,BH,BH,1,1,BH,0.9982609891359759,0.9982609891359759,0.0017390108640241335,117.0,315.0,240.0,181.0,129.0,186.0,-5.0,-5.0,-14.0,-6.0,-6.0,0.0,-5.962972120244224,0.0,-15.0,-5.551951028410095,3.0,-14.82885884897162,-6.0,-12.937794191180284,-5.33444245964119,-5.858707039918407,-5.141102042767996,-14.852942328971643,-6.2839966563652006,-13.620377263956675,0.0,-5.013945219230305,0.0056,-12.948076083953893,-1.0,0.0,-0.9994,2.0,2.0,-13.238474333111146,-13.392598596697974,1.0,0.0,0.0,-5.0,-12.0,0.0,-14.0,-5.0,0.6102,-13.096801452957024,0.9994,0.0,0.0,0.0,0.0,1.0,-14.0,-13.086398050270846,-12.0,-14.0,-12.0,0.7926,0.0,1.0,-5.3172233536855655,-5.5045944368538064,-13.324588306285136,-12.0,0.9994,-12.0,1.0,-12.0,-12.0,-5.193413065672197,0.0,0.0,-5.618163200001657,-12.0,0.0,-12.0,-13.314168725373936,1.0,0.0,-13.0,-14.0
BH_OBS_170,J1745-2900          ,BH0027,337.0,train,BH,BH,1,1,BH,0.9991594321497189,0.9991594321497189,0.0008405678502810788,114.0,311.0,237.0,180.0,125.0,184.0,-5.0,-4.633577042774029,-13.913640169325252,-6.0,-6.872247484167027,0.0,-6.213745604210218,0.0,-15.0,-6.037611720599985,3.0,-14.897566294318665,-6.0,-13.679853713888946,-5.208980605369142,-6.37753728768816,-5.587035728003338,-15.277448337999045,-6.524474084960718,-14.610196237025573,0.0,-5.38153350780092,0.0581,-13.652669984683053,-0.9425,0.0,-0.6221,2.0,2.0,-13.94200012722034,-14.256333478553787,0.9975,0.0,0.0,-5.0,-12.0,0.0,-14.0,-5.0,0.4653,-13.835647144215566,0.8882,0.0,0.0,0.0,0.0,1.0,-14.0,-13.882397308309915,-12.0,-14.0,-12.0,0.6902,0.0,1.0,-5.785421046429501,-5.852014679316195,-14.157765313652758,-12.0,0.9994,-12.0,1.0,-12.0,-12.0,-5.550984683652214,0.0,0.0,-6.161025045044532,-12.0,0.0,-12.0,-14.27457844992574,1.0,0.0,-13.0,-14.0
NS_OBS_269,XMMU J004245.2+41172,NS0046,4.71,train,NS,NS,1,1,NS,0.9985228347513793,0.0014771652486206786,0.9985228347513793,42.0,104.0,83.0,42.0,29.0,68.0,-4.0,-4.944239535312264,-14.19531548509306,-5.0,-5.0,0.0,-5.0,0.0,-14.0,-6.757955760630449,3.0,-14.0,-5.0,-14.639595945270061,-5.385050081523757,-7.728623128105926,-6.317043073698793,-14.0,-5.0,-16.25816583699094,0.0,-6.292770580672706,0.0,-14.717151397165356,0.0,0.0,0.0,2.0,2.0,-14.452266306414645,-15.126485646460708,0.0,0.0,0.0,-5.0,-12.0,0.0,-14.0,-5.0,0.0,-14.996970529446385,0.0,0.0,0.0,0.0,0.0,1.0,-14.0,-14.908333042404315,-12.0,-14.0,-12.0,0.0,0.0,0.0,-6.570247719997593,-5.0,-16.31912082557319,-12.0,0.0,-12.0,1.0,-12.0,-12.0,-6.593800576336688,0.0,0.0,-7.251501873386263,-12.0,0.0,-12.0,-15.92959267825988,1.0,0.0,-13.0,-14.0
NS_OBS_76,3A 2129+470         ,NS0011,41.03,train,NS,NS,1,1,NS,0.9896489497106244,0.010351050289375876,0.9896489497106244,12.07,100.8,87.31,27.28,19.16,75.26,-4.680269505669775,-4.545155139991492,-14.042009821593167,-4.589222766622791,-4.8999742698921365,0.189,-4.521433504406157,0.2024,-13.592779107072609,-4.810909915676159,7.961,-13.266160999302851,-4.945004138470859,-14.485585079419632,-4.737865847272041,-4.898774633174535,-6.144723196169907,-13.511167365617599,-4.8591778198906885,-13.515668835623606,0.6475,-5.0,-0.3267,-13.064190546190071,-0.4329,0.58875,-0.3798,7.317,6.738,-13.435080769717956,-13.473327374455636,-0.8876,0.62,0.0108193,-4.554084586048877,-13.306624848974815,0.002721275,-13.336487529584847,-4.8777841217271725,-0.9863,-13.090979145788848,-0.9332,0.002030195,0.008167174999999999,0.01912,0.0107,1.416,-13.299902295386946,-14.70443290003752,-13.183559832043862,-13.550059011226663,-13.151072286772921,-0.97,0.0006787999999999999,-0.9475,-6.3635121036466336,-5.0,-13.119586600122087,-13.182699121606676,-0.9694,-13.230844309285601,1.56,-13.147825095579696,-13.229147988357857,-5.0,0.0004618000000000001,0.00032260000000000004,-6.825940192274975,-13.201832940284062,3.25,-13.158077688320553,-15.166852888087215,1.769,0.0062840000000000005,-14.171082438383314,-14.368556230986831
NS_OBS_335,J1748-2446          ,NS0057,18.31,train,NS,NS,1,1,NS,0.8524128690704915,0.14758713092951115,0.8524128690704915,55.17,187.6,154.7,88.74,70.57,126.7,-5.0,-6.408156588775215,-15.659357622439295,-6.388701637703571,-5.394156460941911,1.286,-6.068898254367361,1.409,-14.020087589665284,-4.921456186757574,1.3530000000000002,-14.826813731587727,-5.452471423540218,-12.708409174341998,-4.8906509777987734,-4.952440110863173,-4.616543703475247,-13.913284336055113,-5.342752870116284,-13.139468431085286,0.721,-4.464073258604432,0.8114,-12.695294101787233,0.6415,0.6970000000000001,0.7295,1.111,0.884,-13.084791127474528,-13.111380254691731,0.7327,0.49425,0.022543,-6.195860567664647,-12.852323675758901,0.002114275,-15.146545158631936,-5.0,0.9275,-12.71851211205992,0.6996,0.0033336475,0.00597755,8.156e-06,6.076e-06,0.6940000000000001,-14.953895212753961,-12.735890843694193,-12.78277934435548,-13.963371104637835,-12.745451922891029,0.6627,3.891e-05,0.9638,-4.6439741428068775,-4.5139948136377575,-12.743282254022512,-12.769551078621724,0.9457,-12.817300096663955,0.595,-12.748605149959896,-12.830325565941193,-4.4875824513991605,2.731e-05,1.953e-05,-4.673050005834002,-12.80106813006779,3.5,-12.767512133647013,-12.764976840504776,0.5760000000000001,4.537e-06,-13.0,-14.0
BH_OBS_105,CXOU J100517.1-07421,BH0022,11.12,train,BH,BH,1,1,BH,0.9892177056737833,0.9892177056737833,0.010782294326216732,107.0,286.0,219.0,162.0,116.0,170.0,-5.6701954778359305,-5.462558716592052,-14.732124580681102,-6.806041021980812,-5.0,0.0,-6.320935681878687,0.0,-14.0,-6.234912880071287,3.0,-15.060880282351516,-5.0,-15.202524712462663,-6.019177017747077,-6.637216036530086,-7.133004186889353,-15.752272167090275,-6.9262816496538795,-15.978645286918573,0.0,-6.175678875149227,-0.4816,-15.098487190870063,-1.0,0.0,-0.9994,2.0,2.0,-15.063134541024375,-15.391431180896747,0.1555,0.0,0.0,-6.493089274448483,-12.0,0.0,-15.545917729268913,-6.120216219909585,-1.0,-15.304255724802676,-0.9994,0.0,0.0,0.0,0.0,1.0,-15.233066906162716,-13.0,-12.0,-14.0,-12.0,-1.0,0.0,-0.6252,-5.0,-6.622875957653544,-15.708853238268116,-12.0,-0.9994,-12.0,1.0,-12.0,-12.0,-6.344093581819784,0.0,0.0,-5.0,-12.0,0.0,-12.0,-14.0,1.0,0.0,-15.022642270454698,-16.34486156518862
BH_OBS_97,CXOU J100516.5-07420,BH0021,16.75,train,BH,BH,1,1,BH,0.9991594321497189,0.9991594321497189,0.0008405678502810788,118.0,315.0,241.0,182.0,130.0,187.0,-5.0,-5.0,-14.0,-6.912928794093465,-7.094042300907573,0.0,-6.479254528480518,0.0,-16.185020316239246,-6.651096690480218,3.0,-15.23262147588582,-7.519993057042849,-15.178748568454061,-6.4964476316411774,-6.9045691041569075,-6.747875447494358,-15.518844129171965,-6.8830603534492445,-15.6432286383304,0.475,-6.197910742118268,-0.2117,-14.893129455521347,-0.7589,0.4925,-0.5172,2.0,2.0,-15.150319596528337,-15.326909943204225,0.5803,0.28500000000000003,0.00017415,-6.6439741428068775,-12.0,0.00011562,-15.65856547542186,-5.0,-0.6615,-15.024338466818941,0.2224,5.9955e-06,0.00011759,0.0,0.0,1.0,-15.389765824665613,-15.459545386328587,-12.0,-15.734946211495984,-12.0,-0.1993,0.0,-0.0156,-6.966978555317088,-6.5052889747947376,-15.226798857643654,-12.0,-0.3573,-12.0,1.0,-12.0,-12.0,-6.320753854586141,0.0,0.0,-7.4749551929631535,-12.0,0.5,-12.0,-16.501000636419846,1.0,0.0,-13.0,-14.0
NS_OBS_79,EXO 0748-676        ,NS0019,62.8,train,NS,NS,1,1,NS,0.9915487846616524,0.008451215338347511,0.9915487846616524,42.0,41.47,39.59,0.1997,2.966e-07,37.77,-3.743282254022513,-3.7099653886374817,-12.457423523739473,-3.70071066591232,-4.096042291476828,0.2809,-3.682981898951888,0.2818,-12.73423908328239,-3.758847152602197,4.48,-12.430977413970435,-4.1081281695544165,-12.975104039892516,-3.7451668370221416,-3.773322779215445,-4.668977828958171,-12.710634048479973,-4.084283662054006,-12.501843889484393,0.866,-3.405828520885088,-0.4204,-12.178093622647676,-0.4466,0.0468,-0.4347,4.388,4.3,-12.472705292440324,-12.486934296341689,-0.5753,0.8309999999999998,0.0515802,-3.691435586438762,-12.2580609222708,0.05150600000000001,-12.448550002027126,-3.779368980551908,-0.8301,-12.184687956475642,-0.5971,3.113269e-05,0.0515444,0.01053,0.009979,1.487,-12.439376125450073,-13.002482560585275,-12.217384067968394,-12.721932669111338,-12.22213837582376,-0.619,0.0008916999999999998,-0.8089,-4.695724949522872,-3.4196453388934085,-12.191383964573006,-12.231213953091984,-0.8195,-12.245881105774588,0.939,-12.210842508088561,-12.224608028303388,-3.4125135345890363,0.0008406,0.0007932999999999999,-4.726073219899474,-12.251346906575732,0.0,-12.24450627158488,-13.031797331857149,0.884,0.009832,-12.490663041982355,-12.526513029935431
NS_OBS_136,IGR J17464-2811     ,NS0030,6.94,train,NS,NS,1,1,NS,0.9875224860798836,0.0124775139201167,0.9875224860798836,40.0,107.0,85.0,44.0,29.0,68.0,-4.0,-4.576099081471583,-13.82739706879014,-6.483068191131988,-5.610302451793613,0.0,-5.204258979130755,0.0,-15.583359492661721,-4.165908798358651,3.0,-14.030211462585061,-6.9527251326158215,-11.7972393126068,-4.073880932856157,-4.2405734634808105,-3.746904414150968,-13.970616222314787,-5.319211388493319,-12.325973450988956,0.1145,-3.6880343396316335,0.3142,-11.805208242278075,-0.639,0.0985,-0.1986,2.0,2.0,-12.19437573546735,-12.256451824642387,0.9925,0.08299999999999999,0.055155,-5.483068191131989,-12.0,0.05462,-15.702239488900867,-5.0,0.92,-11.86359655186601,0.9694,0.00021445,0.054845000000000005,0.0,0.0,1.0,-14.322119418488407,-11.856672870007953,-12.0,-14.26106096879652,-12.0,0.9375,0.0,0.9888,-3.8063189704587184,-3.8138916201867934,-11.931072388317927,-12.0,0.9594,-12.0,1.0,-12.0,-12.0,-3.746419710437817,0.0,0.0,-3.87484417041947,-12.0,0.0,-12.0,-11.925183559354824,1.0,0.0,-13.0,-14.0
NS_OBS_208,XMMU J004245.2+41172,NS0044,49.26,train,NS,NS,1,1,NS,0.9994618586778623,0.0005381413221376219,0.9994618586778623,41.0,104.0,83.0,42.0,29.0,67.0,-3.828273546346769,-3.536405597813,-13.570086302236245,-5.027426919073445,-4.971022294791221,0.0,-4.732359017654084,0.0,-13.676747899828312,-4.3331077889334635,3.0,-13.388489112873346,-5.107460195341363,-12.85573722623801,-4.1046437635235735,-4.886946191399987,-4.807153884811158,-13.441891698369453,-4.872571222148401,-13.289704889899394,0.40875,-4.2626483041962855,0.0493,-12.720789487398605,-0.3467,0.33875,-0.1599,2.0,2.0,-13.061940831063907,-13.15921663327664,0.2617,0.3805,0.007042000000000001,-4.855114581712859,-12.0,0.005227000000000001,-13.683610248926804,-5.0,-0.2767,-12.788078915691493,0.0824,0.000501225,0.005674749999999999,0.0,0.0,1.0,-13.511449283499555,-12.959793372425287,-12.0,-13.540155357611791,-12.0,-0.1043,0.0,0.1343,-4.911155437272996,-4.409604052815988,-12.867740310468955,-12.0,-0.0775,-12.0,1.0,-12.0,-12.0,-4.329939782526866,0.0,0.0,-5.058936011780098,-12.0,0.25,-12.0,-13.107404577171106,1.0,0.0,-13.844360366240226,-14.941194513324096
