,flux_bb,flux_bb_lolim,flux_bb_hilim,flux_brems,flux_brems_hilim,flux_brems_lolim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,photflux_aper,photflux_aper_lolim,photflux_aper_hilim,flux_aper,flux_aper_lolim,flux_aper_hilim,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s
573,,,,,,,,,,9.8106e-07,4.0656000000000006e-07,2.5602199999999998e-06,2.277e-15,9.26625e-16,3.9915e-15,2.926e-06,,1.09e-06,,8.893000000000002e-07,1.4230000000000004e-06,,3.9640000000000003e-07,,2.134e-07,4.3489999999999985e-06,5.441e-07,1.751e-06,4.627e-06,1.53e-06,4.354e-15,,3.31e-15,,1.444e-15,2.056e-15,,1.3039999999999999e-15,,3.465e-16,6.531000000000001e-15,,5.317e-15,1.6350000000000001e-15,2.483e-15
574,,,,,,,,,,1.3024000000000002e-06,1.7583e-07,3.71142e-06,2.913e-15,2.509333333333333e-16,8.919666666666667e-15,3.3180000000000007e-06,1.801e-06,,,1.393e-06,6.913e-07,1.059e-07,,,8.195e-08,5.945e-06,3.389e-06,9.691e-07,5.55e-06,2.704e-06,6.5549999999999994e-15,,,,2.184e-15,6.242999999999999e-16,,,,1.285e-16,1.217e-14,1.035e-14,,,4.2390000000000004e-15
575,,,,,,,,,,5.231000000000001e-07,1.3852e-07,1.4933400000000002e-06,1.053525e-15,3.197375e-16,3.0850000000000002e-15,1.7080000000000004e-06,,4.236e-07,,4.839e-07,6.406000000000001e-07,,2.3530000000000003e-08,,2.847e-08,2.776e-06,9.296e-07,8.237e-07,1.998e-06,9.394e-07,3.4840000000000002e-15,,,,7.301e-16,1.236e-15,,,,4.295e-17,5.732e-15,4.016e-15,1.175e-15,,1.417e-15
576,,,,,,,,,,,,7.6232e-07,,,,,,,,,,,,,,5.907e-07,5.189e-07,3.3149999999999997e-07,1.966e-06,4.045e-07,,,,,,,,,,,,,,,
577,,,,,,,,,,9.954e-07,3.2442000000000004e-07,4.53352e-06,4.732666666666667e-15,1.2966666666666665e-15,8.138333333333333e-15,3.164e-06,,,,1.813e-06,1.187e-06,,,,4.351e-07,5.142e-06,8.003e-07,9.843e-07,1.255e-05,3.191e-06,6.792e-15,,1.8100000000000002e-15,,5.596e-15,2.5469999999999998e-15,,,,1.343e-15,1.1040000000000001e-14,,3.5259999999999997e-15,,9.848999999999999e-15
578,,,,,,,,,,4.4076e-07,2.45082e-07,9.954600000000002e-07,2.366975e-15,9.254750000000001e-16,3.8012250000000005e-15,1.219e-06,1.117e-07,1.471e-07,,7.259999999999998e-07,7.651000000000002e-07,,3.531e-08,,4.25e-07,1.65e-06,2.164e-07,2.589e-07,1.825e-06,1.027e-06,4.2219999999999996e-15,3.6020000000000005e-15,4.708999999999999e-16,,1.1730000000000001e-15,2.7320000000000002e-15,2.1190000000000003e-16,1.1299999999999999e-16,,6.45e-16,5.712e-15,6.993000000000001e-15,8.289e-16,,1.6710000000000001e-15
579,,,,,,,,,,3.004e-07,1.55016e-07,8.409799999999998e-07,7.531e-16,3.2562500000000004e-16,1.2419999999999999e-15,9.528e-07,2.083e-07,3.4090000000000004e-07,,,5.593e-07,4.998e-08,1.658e-07,,,1.346e-06,3.582e-07,5.067000000000001e-07,1.764e-06,2.3e-07,1.468e-15,7.9800000000000005e-16,7.464e-16,,,8.006e-16,1.388e-16,3.631e-16,,,2.102e-15,1.457e-15,1.1099999999999999e-15,,2.9900000000000003e-16
580,,,,,,,,,,,,2.84484e-06,,,2.4384999999999997e-15,,,,,,,,,,,1.5509999999999996e-06,6.595999999999999e-07,4.506e-07,1.037e-05,1.193e-06,,,,,,,,,,,2.441e-15,,,,2.4359999999999997e-15
581,,,,,,,,,,4.757199999999999e-07,2.9125399999999997e-07,6.5354e-07,6.3042e-16,3.6768e-16,8.8382e-16,9.328e-07,1.257e-07,1.3609999999999998e-07,7.529999999999998e-07,4.31e-07,6.995999999999999e-07,4.1900000000000005e-08,6.427e-08,3.556000000000001e-07,2.949e-07,1.166e-06,2.053e-07,2.079e-07,1.129e-06,5.595e-07,1.302e-15,3.613e-16,3.5239999999999997e-16,4.04e-16,7.324e-16,9.269999999999999e-16,6.57e-17,1.6640000000000003e-16,1.782e-16,5.011e-16,1.655e-15,6.57e-16,5.383999999999999e-16,6.178999999999999e-16,9.508e-16
582,,,,,,,,,,4.976400000000001e-07,3.0686e-07,6.839199999999999e-07,1.0123399999999998e-15,6.2194e-16,1.39892e-15,1.133e-06,2.3e-07,2.4350000000000003e-07,5.018e-07,3.799e-07,8.584e-07,1.086e-07,1.491e-07,1.673e-07,2.509e-07,1.408e-06,3.451e-07,3.379e-07,8.196e-07,5.09e-07,2.204e-15,1.102e-15,6.183e-16,5.444e-16,5.93e-16,1.661e-15,5.008e-16,3.786e-16,1.815e-16,3.878e-16,2.746e-15,1.703e-15,8.581e-16,8.892000000000001e-16,7.983e-16
583,,,,,,,,,,3.7216e-07,2.2585399999999998e-07,5.2486e-07,8.528599999999999e-16,5.2524e-16,1.1904399999999999e-15,8.928000000000002e-07,2.086e-07,,2.917e-07,4.677e-07,6.66e-07,9.849e-08,,3.978e-08,3.25e-07,1.12e-06,3.129e-07,5.85e-08,5.304e-07,6.025e-07,2.032e-15,1.3869999999999999e-15,,1.0070000000000001e-16,7.446000000000001e-16,1.475e-15,6.338e-16,,,5.174e-16,2.557e-15,2.1e-15,1.3999999999999998e-16,1.961e-16,9.591000000000001e-16
584,,,,,,,,,,3.9500400000000003e-07,2.42264e-07,5.441600000000001e-07,1.13644e-15,6.206099999999999e-16,1.6522399999999998e-15,9.699e-07,1.923e-07,7.782e-08,2.641e-07,4.709e-07,7.348e-07,8.792e-08,2.594e-08,2.516e-08,3.375e-07,1.205e-06,2.913e-07,1.297e-07,4.905e-07,6.043e-07,2.054e-15,1.242e-15,1.5549999999999999e-16,1.41e-15,8.207000000000001e-16,1.54e-15,5.846e-16,5.1849999999999995e-17,3.384e-16,5.882000000000001e-16,2.567e-15,1.9e-15,2.592e-16,2.482e-15,1.053e-15
585,,,,,,,,,,1.3422e-07,,1.0588e-06,,,1.088e-15,6.711e-07,,,,,,,,,,1.3e-06,5.725e-07,3.606e-07,2.079e-06,9.819e-07,,,,,,,,,,,1.054e-15,,,,1.122e-15
586,,,,,,,,,,,,2.654600000000001e-06,,,3.43e-15,,,,,,,,,,,3.506000000000001e-06,1.532e-06,1.74e-06,5.3520000000000014e-06,1.143e-06,,,,,,,,,,,3.4149999999999997e-15,,3.445e-15,,
587,,,,,,,,,,1.285e-07,,9.8622e-07,,,1.2595e-15,6.425e-07,,,,,,,,,,1.245e-06,5.453e-07,7.975e-07,1.93e-06,4.133e-07,,,,,,,,,,,1.252e-15,,1.267e-15,,
588,,,,,,,,,,6.242000000000001e-07,2.2094000000000004e-07,1.54038e-06,1.2365e-14,4.516e-15,1.982e-14,1.576e-06,1.545e-06,,,,5.252000000000001e-07,5.795e-07,,,,2.573e-06,2.463e-06,3.342e-07,1.936e-06,3.957e-07,1.2e-14,1.273e-14,,,,4.257e-15,4.775e-15,,,,1.935e-14,2.029e-14,,,
589,,,,,,,,,,,,3.37652e-06,,,,,,,,,,,,,,1.054e-06,8.27e-07,5.628e-07,1.353e-05,9.088e-07,,,,,,,,,,,,,,,
590,,,,,,,,,,1.5146e-07,4.2635600000000004e-08,6.22494e-07,3.848666666666667e-16,1.1074666666666666e-16,9.598999999999999e-16,3.996e-07,1.185e-07,,,2.392e-07,1.418e-07,6.968e-09,,,6.440999999999999e-08,6.445999999999999e-07,2.23e-07,6.907e-08,1.771e-06,4.048e-07,7.836000000000001e-16,,,,3.71e-16,2.432e-16,,,,8.904e-17,1.324e-15,9.027999999999998e-16,,,6.529e-16
591,,,,,,,,,,,,1.711e-05,,,,,,,,,,,,,,4.636e-06,3.171e-06,2.367e-06,7.15e-05,3.876e-06,,,,,,,,,,,,,,,
592,,,,,,,,,,3.332e-07,1.7738000000000002e-07,8.538739999999999e-07,2.6596666666666666e-15,1.512e-15,4.091433333333333e-15,9.037e-07,1.115e-07,,,6.508e-07,5.29e-07,,,,3.579e-07,1.278e-06,2.23e-07,6.907e-08,1.772e-06,9.273e-07,4.189e-15,,,,3.79e-15,2.452e-15,,,,2.084e-15,5.926e-15,9.482999999999998e-16,,,5.4e-15
593,,,,,,,,,,6.848e-07,1.7349999999999999e-07,3.4929000000000005e-06,4.8315e-15,1.2315e-15,8.337e-15,1.858e-06,,,,1.566e-06,4.46e-07,,,,4.215e-07,3.271e-06,6.684e-07,4.661e-07,1.041e-05,2.649e-06,4.7539999999999995e-15,,,,4.909000000000001e-15,1.141e-15,,,,1.322e-15,8.367e-15,,,,8.306999999999999e-15
594,,,,,,,,,,1.1046199999999999e-07,4.49012e-08,2.3802600000000002e-07,2.8212000000000004e-16,8.336999999999999e-17,5.0858e-16,3.09e-07,7.408e-08,5.193e-08,,1.173e-07,1.653e-07,6.734e-09,7.082e-09,,4.539e-08,4.527e-07,1.3800000000000002e-07,9.443e-08,3.159e-07,1.891e-07,6.533e-16,3.7260000000000003e-16,1.4350000000000001e-16,,2.412e-16,3.0389999999999997e-16,,1.957e-17,,9.338e-17,1.003e-15,7.256e-16,2.674e-16,1.578e-16,3.891e-16
595,,,,,,,,,,2.9857199999999996e-07,1.470574e-07,4.4354e-07,3.33e-16,1.9193999999999997e-16,5.7198e-16,6.917e-07,8.176e-08,1.816e-07,3.022e-07,2.356e-07,4.732e-07,8.607e-09,9.78e-08,2.878e-08,1.269e-07,8.979e-07,1.549e-07,2.655e-07,5.611e-07,3.383e-07,8.562999999999999e-16,,4.4210000000000002e-16,,3.6660000000000003e-16,5.243e-16,,2.3799999999999997e-16,,1.974e-16,1.171e-15,3.536e-16,6.461e-16,1.628e-16,5.263999999999999e-16
596,,,,,,,,,,3.5781000000000005e-07,2.1010260000000002e-07,5.03e-07,4.294e-16,2.667e-16,6.5911999999999995e-16,8.817000000000002e-07,7.025e-08,1.907e-07,2.731e-07,3.733e-07,6.578e-07,3.903e-09,1.116e-07,2.6010000000000003e-08,2.512e-07,1.106e-06,1.366e-07,2.697e-07,5.072e-07,4.955e-07,1.035e-15,,4.248e-16,1.234e-16,5.638e-16,7.206e-16,,2.336e-16,,3.793e-16,1.349e-15,3.527e-16,6.053e-16,2.403e-16,7.483e-16
597,,,,,,,,,,4.0155200000000005e-07,2.472684e-07,5.5016e-07,4.682400000000001e-16,3.2052000000000003e-16,6.9922e-16,1.009e-06,6.536000000000001e-08,1.342e-07,2.707e-07,5.285e-07,7.643e-07,2.842e-09,6.339e-08,2.461e-08,3.812e-07,1.253e-06,1.25e-07,2.013e-07,5.044e-07,6.670999999999999e-07,1.182e-15,,2.9960000000000003e-16,,8.596e-16,8.411e-16,,1.415e-16,,6.2e-16,1.502e-15,3.2539999999999997e-16,4.494e-16,1.343e-16,1.0849999999999999e-15
598,,,,,,,,,,,,9.2888e-07,,,1.079e-15,,,,,,,,,,,9.921e-07,5.453e-07,3.4850000000000003e-07,2.057e-06,7.015000000000001e-07,,,,,,,,,,,1.117e-15,,,,1.041e-15
599,,,,,,,,,,,,2.21e-06,,,,,,,,,,,,,,1.7169999999999996e-06,1.5580000000000004e-06,9.85e-07,5.659e-06,1.1309999999999998e-06,,,,,,,,,,,,,,,
600,,,,,,,,,,,,8.892000000000001e-07,,,1.089e-15,,,,,,,,,,,9.475e-07,5.277e-07,3.315e-07,1.969e-06,6.703e-07,,,,,,,,,,,1.102e-15,,,,1.076e-15
601,,,,,,,,,,4.0146000000000005e-07,8.144e-08,1.31e-06,6.06e-16,1.454e-16,1.6265e-15,1.128e-06,,,,8.793000000000002e-07,1.962e-07,,,,2.11e-07,2.011e-06,5.634000000000001e-07,3.606e-07,2.067e-06,1.548e-06,,,,,1.212e-15,,,,,2.908e-16,1.1199999999999999e-15,,,,2.1329999999999998e-15
602,,,,,,,,,,2.4012e-06,1.22002e-06,6.20844e-06,1.3337666666666667e-14,6.242666666666667e-15,2.0223e-14,7.431e-06,2.372e-06,2.203e-06,,,4.2460000000000005e-06,8.470999999999998e-07,1.007e-06,,,1.044e-05,3.8960000000000005e-06,3.399e-06,1.247e-05,8.372e-07,1.956e-14,1.427e-14,6.183e-15,,,1.098e-14,5.098e-15,2.65e-15,,,2.7680000000000002e-14,2.345e-14,9.539e-15,,
603,,,,,,,,,,1.95066e-06,1.5568200000000002e-06,2.70082e-06,1.4986175000000002e-14,1.2181075e-14,1.7780975000000002e-14,5.64e-06,3.428e-06,3.577000000000001e-07,,3.276e-07,4.694e-06,2.795e-06,1.789e-07,,1.162e-07,6.5870000000000015e-06,4.062e-06,5.272e-07,1.7890000000000004e-06,5.389e-07,2.96e-14,2.854e-14,1.199e-15,,6.057000000000001e-16,2.464e-14,2.3269999999999998e-14,5.993999999999999e-16,,2.149e-16,3.456e-14,3.382e-14,1.7670000000000001e-15,,9.769e-16
604,,,,,,,,,,1.5918199999999999e-06,1.236072e-06,2.3063600000000002e-06,9.95875e-15,7.88681e-15,1.20331e-14,4.62e-06,2.627e-06,4.886e-07,,2.235e-07,3.766e-06,2.077e-06,2.908e-07,,4.6560000000000015e-08,5.474e-06,3.177e-06,6.864e-07,1.794e-06,4.004e-07,1.951e-14,1.8719999999999998e-14,1.3e-15,,3.05e-16,1.591e-14,1.48e-14,7.737e-16,,6.353999999999999e-17,2.312e-14,2.2640000000000002e-14,1.826e-15,,5.464e-16
605,,,,,,,,,,1.4648600000000001e-06,5.97786e-07,5.153600000000001e-06,1.1200999999999999e-14,4.5115e-15,1.798125e-14,4.478e-06,1.962e-06,,,8.843e-07,2.239e-06,7.008e-07,,,4.913e-08,6.6e-06,3.224e-06,1.184e-06,1.304e-05,1.72e-06,2.263e-14,2.06e-14,1.574e-15,,,1.1320000000000001e-14,6.620999999999999e-15,1.05e-16,,,3.335e-14,3.384e-14,3.044e-15,,1.691e-15
606,2.82e-14,2.343e-14,3.19e-14,3.051e-14,3.3919999999999996e-14,2.6280000000000003e-14,3.128e-14,2.747e-14,3.511e-14,2.7558799999999996e-06,2.4534e-06,3.1157e-06,1.5398700000000003e-14,1.379978e-14,1.696454e-14,7.598e-06,4.42e-06,1.194e-06,,5.674000000000001e-07,6.9370000000000015e-06,3.925e-06,9.931e-07,,4.119e-07,8.259e-06,4.8880000000000005e-06,1.394e-06,3.236e-07,7.139e-07,3.796e-14,3.509e-14,3.077e-15,,8.664999999999999e-16,3.466e-14,3.115e-14,2.56e-15,,6.288999999999999e-16,4.126e-14,3.881e-14,3.593e-15,6.969999999999999e-17,1.09e-15
607,,,,,,,,,,2.51484e-06,2.2143200000000003e-06,2.84886e-06,1.65205e-14,1.4646825000000003e-14,1.8389750000000002e-14,6.988e-06,3.76e-06,1.232e-06,,5.942000000000001e-07,6.321e-06,3.304e-06,1.018e-06,,4.286e-07,7.654e-06,4.215e-06,1.445e-06,1.803e-07,7.5e-07,3.262e-14,2.928e-14,3.154e-15,,1.028e-15,2.9510000000000005e-14,2.573e-14,2.6059999999999997e-15,,7.412999999999999e-16,3.573e-14,3.2830000000000004e-14,3.7020000000000006e-15,,1.297e-15
608,,,,,,,,,,2.3874200000000003e-06,2.10852e-06,2.69628e-06,1.6619875000000003e-14,1.4795325e-14,1.8438e-14,6.606e-06,3.723e-06,1.01e-06,,5.981e-07,5.987999999999998e-06,3.292e-06,8.259e-07,,4.367e-07,7.224e-06,4.153e-06,1.195e-06,1.5939999999999998e-07,7.5e-07,3.286000000000001e-14,2.998e-14,2.679e-15,,9.605000000000001e-16,2.979e-14,2.65e-14,2.1899999999999997e-15,,7.013e-16,3.593e-14,3.345e-14,3.168e-15,,1.2039999999999998e-15
609,2.333e-14,1.707e-14,2.705e-14,2.828e-14,3.115e-14,2.523e-14,2.7460000000000004e-14,2.425e-14,3.075e-14,2.62976e-06,2.3447e-06,2.97682e-06,1.592056e-14,1.428138e-14,1.760108e-14,7.357e-06,3.728e-06,1.437e-06,,6.268e-07,6.722e-06,3.307e-06,1.222e-06,,4.725e-07,7.992e-06,4.149e-06,1.6519999999999996e-06,3.1e-07,7.811e-07,3.9319999999999997e-14,3.565e-14,3.654e-15,,9.788e-16,3.593e-14,3.163e-14,3.109e-15,,7.378999999999999e-16,4.271e-14,3.968e-14,4.2e-15,1.954e-16,1.22e-15
610,,,,,,,,,,2.2814000000000003e-06,1.39248e-06,3.64818e-06,1.5586333333333334e-14,9.418333333333331e-15,2.1551e-14,6.345e-06,3.2730000000000007e-06,1.7890000000000004e-06,,,4.2680000000000005e-06,1.8e-06,8.944e-07,,,8.421e-06,4.664e-06,2.6360000000000003e-06,2.089e-06,4.309e-07,2.27e-14,1.9069999999999998e-14,4.9890000000000004e-15,,,1.5269999999999995e-14,1.0490000000000001e-14,2.495e-15,,,3.013e-14,2.717e-14,7.353e-15,,
611,,,,,,,,,,1.8994000000000002e-06,6.926000000000002e-07,4.5881999999999995e-06,3.1369999999999997e-14,1.1135000000000001e-14,5.1109999999999996e-14,4.885e-06,4.612e-06,,,,1.7330000000000004e-06,1.73e-06,,,,7.879e-06,7.495e-06,1.003e-06,5.377999999999998e-06,1.186e-06,3.096e-14,3.178e-14,,,,1.099e-14,1.128e-14,,,,4.993e-14,5.229e-14,,,
612,,,,,,,,,,2.9066000000000003e-06,1.9204000000000003e-06,4.3087200000000005e-06,2.2222333333333338e-14,1.4658e-14,2.9739666666666665e-14,8.127e-06,4.115e-06,2.291e-06,,,5.745e-06,2.572e-06,1.285e-06,,,1.037e-05,5.658e-06,3.24e-06,1.876e-06,3.996e-07,3.231000000000001e-14,2.798e-14,6.377e-15,,,2.284e-14,1.749e-14,3.644e-15,,,4.178e-14,3.8480000000000004e-14,8.959e-15,,
613,,,,,,,,,,3.2240000000000004e-06,2.2004800000000002e-06,4.66062e-06,2.3855000000000003e-14,1.6426e-14,3.1061e-14,8.751e-06,5.755e-06,1.614e-06,,,6.3120000000000016e-06,3.905e-06,7.854e-07,,,1.105e-05,7.502e-06,2.4e-06,1.951e-06,4.001e-07,3.493e-14,3.255e-14,4.085e-15,,,2.52e-14,2.209e-14,1.988e-15,,,4.41e-14,4.3010000000000004e-14,6.073e-15,,
614,,,,,,,,,,1.6719999999999998e-06,6.9332e-07,5.5154e-06,6.20175e-15,2.247945e-15,9.988499999999999e-15,5.42e-06,1.75e-06,1.19e-06,,,2.71e-06,4.71e-07,2.856e-07,,,7.987e-06,2.961e-06,2.094e-06,1.281e-05,1.725e-06,1.175e-14,9.049e-15,2.467e-15,,1.541e-15,5.873e-15,2.4359999999999997e-15,5.921e-16,,9.068e-17,1.731e-14,1.531e-14,4.342e-15,,2.992e-15
615,,,,,,,,,,1.1905e-06,8.537800000000002e-07,1.8742799999999999e-06,5.474074999999999e-15,3.919175e-15,6.983250000000001e-15,3.392e-06,1.145e-06,3.565e-07,,1.0590000000000002e-06,2.634e-06,7.773000000000002e-07,1.782e-07,,6.794e-07,4.111e-06,1.514e-06,5.254e-07,1.8019999999999999e-06,1.419e-06,1.068e-14,8.564e-15,8.972999999999998e-16,,1.7550000000000001e-15,8.29e-15,5.812e-15,4.487e-16,,1.126e-15,1.2940000000000001e-14,1.1320000000000001e-14,1.322e-15,,2.351e-15
616,,,,,,,,,,8.032999999999999e-06,2.91645e-06,1.389125e-05,5.2335e-14,1.893e-14,8.574000000000001e-14,1.933e-05,7.957999999999999e-06,4.844e-06,,,8.527e-06,2.17e-06,9.688e-07,,,2.956e-05,1.375e-05,8.718999999999999e-06,,3.536e-06,5.531e-14,4.9360000000000004e-14,,,,2.44e-14,1.346e-14,,,,8.622000000000001e-14,8.526000000000001e-14,,,
617,,,,,,,,,,1.3735e-06,1.01926e-06,2.07618e-06,5.07025e-15,3.60175e-15,6.5015000000000004e-15,4.008e-06,6.94e-07,8.835e-07,,1.282e-06,3.197e-06,4.131e-07,6.093e-07,,8.769e-07,4.773e-06,9.749e-07,1.142e-06,1.805e-06,1.686e-06,9.864e-15,5.97e-15,2.297e-15,,2.15e-15,7.868999999999999e-15,3.495e-15,1.584e-15,,1.459e-15,1.175e-14,8.445e-15,2.9699999999999997e-15,,2.841e-15
618,,,,,,,,,,4.3673e-06,6.15842e-07,8.222539999999997e-06,3.8065e-15,1.67679e-15,7.22875e-15,4.468e-06,,1.818e-06,1.46e-05,9.505e-07,2.234e-06,,8.02e-07,,4.3210000000000014e-08,6.584e-06,6.906999999999999e-07,2.78e-06,2.92e-05,1.858e-06,7.576e-15,,6.456999999999999e-15,,1.193e-15,3.788e-15,,2.849e-15,,7.016e-17,1.116e-14,,9.876e-15,5.564e-15,2.315e-15
619,,,,,,,,,,9.9804e-07,7.6295e-07,1.22594e-06,2.6814e-15,2.0914800000000002e-15,3.26842e-15,2.727e-06,6.533e-07,4.408e-07,2.925e-07,8.766e-07,2.311e-06,4.652e-07,3.2409999999999994e-07,3.815e-08,6.763e-07,3.12e-06,8.413e-07,5.575e-07,5.469e-07,1.064e-06,6.6230000000000005e-15,4.1950000000000005e-15,1.034e-15,1.01e-16,1.454e-15,5.638000000000001e-15,2.944e-15,7.534e-16,,1.122e-15,7.608e-15,5.446e-15,1.315e-15,2.0709999999999998e-16,1.7660000000000001e-15
620,,,,,,,,,,1.12126e-06,9.1764e-07,1.3959999999999998e-06,3.3096000000000008e-15,2.64526e-15,4.02358e-15,3.26e-06,7.837e-07,7.452e-07,,8.174e-07,2.805e-06,5.732e-07,5.878e-07,,6.221999999999999e-07,3.714e-06,9.943000000000002e-07,9.026e-07,3.691e-07,1e-06,8.179000000000001e-15,5.244e-15,1.847e-15,,1.2779999999999999e-15,7.009e-15,3.7869999999999994e-15,1.46e-15,,9.703e-16,9.348e-15,6.7e-15,2.212e-15,2.8889999999999997e-16,1.5689999999999999e-15
621,,,,,,,,,,9.7652e-07,7.075600000000001e-07,1.23948e-06,2.7286e-15,1.98718e-15,3.4601999999999997e-15,2.336e-06,5.387e-07,4.714e-07,8.438e-07,6.927e-07,1.93e-06,3.557e-07,3.356e-07,3.997e-07,5.168e-07,2.72e-06,7.216e-07,5.992e-07,1.2880000000000002e-06,8.686e-07,6.1009999999999995e-15,4.168e-15,1.062e-15,1.2460000000000001e-15,1.066e-15,5.052e-15,2.726e-15,7.558e-16,6.072e-16,7.949e-16,7.15e-15,5.611e-15,1.35e-15,1.8539999999999998e-15,1.336e-15
622,,,,,,,,,,9.156000000000002e-07,7.316199999999999e-07,1.1651999999999999e-06,3.2737759999999993e-15,2.57206e-15,3.95616e-15,2.6030000000000003e-06,7.729e-07,2.954e-07,,9.067e-07,2.193e-06,5.575e-07,1.952e-07,,7.123999999999998e-07,2.99e-06,9.757e-07,3.956e-07,3.6369999999999995e-07,1.101e-06,8.048e-15,6.097999999999999e-15,6.92e-16,7.087999999999999e-17,1.46e-15,6.853e-15,4.399e-15,4.613e-16,,1.1470000000000001e-15,9.242e-15,7.698e-15,9.226e-16,1.462e-16,1.7719999999999998e-15
623,,,,,,,,,,3.3695999999999997e-07,1.6567999999999999e-07,8.529199999999999e-07,6.62425e-16,3.2175e-16,1.209225e-15,9.875e-07,1.096e-07,2.698e-07,,3.179e-07,5.965999999999999e-07,,1.1900000000000001e-07,,1.1279999999999999e-07,1.3780000000000002e-06,2.1230000000000002e-07,4.126e-07,1.7490000000000001e-06,5.127e-07,1.479e-15,,7.802e-16,,3.905e-16,8.216000000000001e-16,,3.4419999999999995e-16,,1.212e-16,2.103e-15,8.81e-16,1.193e-15,,6.599e-16
624,,,,,,,,,,2.8316e-07,1.36474e-07,8.154399999999999e-07,1.266425e-15,4.05805e-16,2.0792249999999998e-15,8.639e-07,,1.461e-07,,4.058e-07,4.752e-07,,3.5069999999999996e-08,,1.721e-07,1.231e-06,2.188e-07,2.513e-07,1.7490000000000001e-06,6.271e-07,2.2489999999999997e-15,1.966e-15,2.977e-16,,5.53e-16,1.211e-15,1.156e-16,6.202e-17,,2.346e-16,3.229e-15,3.7e-15,5.332999999999999e-16,,8.545999999999999e-16
625,,,,,,,,,,,,3.455e-06,2.037e-15,,6.9695e-15,,,,,,,,,,,1.496e-06,6.238000000000001e-07,4.432e-07,1.303e-05,1.682e-06,,,,,4.074e-15,,,,,,5.791e-15,,,,8.148e-15
626,,,,,,,,,,4.879999999999999e-07,3.105e-07,6.654e-07,2.896e-16,9.103e-17,4.881999999999999e-16,4.879999999999999e-07,,,,,3.105e-07,,,,,6.654e-07,,,,,2.896e-16,,,,,9.103e-17,,,,,4.881999999999999e-16,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,3.375e-07,1.95e-07,4.8e-07,2.479e-16,7.345e-17,4.224e-16,3.375e-07,,,,,1.95e-07,,,,,4.8e-07,,,,,2.479e-16,,,,,7.345e-17,,,,,4.224e-16,,,,
630,,,,,,,,,,1.01395e-06,2.76275e-07,1.8907499999999999e-06,1.24475e-15,3.63775e-16,3.56175e-15,2.4330000000000003e-06,,7.326000000000001e-07,,8.902e-07,8.111e-07,,1.085e-07,,1.8550000000000001e-07,3.9739999999999996e-06,6.64e-07,1.33e-06,,1.595e-06,2.2670000000000004e-15,,1.468e-15,,1.2439999999999999e-15,8.814e-16,,3.145e-16,,2.592e-16,3.652e-15,5.745e-15,2.621e-15,,2.2289999999999997e-15
631,,,,,,,,,,,,7.374e-06,,,4.135e-15,,,,,,,,,,,,,,7.374e-06,,,,,,,,,,,,,,,4.135e-15,
632,,,,,,,,,,4.5925e-07,2.472e-08,1.19465e-06,5.7175e-16,4.60525e-17,2.72125e-15,1.077e-06,,,,7.6e-07,5.6660000000000006e-08,,,,4.222e-08,2.04e-06,7.688e-07,4.918e-07,,1.478e-06,1.151e-15,,,,1.136e-15,1.2109999999999999e-16,,,,6.311e-17,2.1199999999999997e-15,5.358e-15,1.261e-15,,2.146e-15
633,,,,,,,,,,3.7649999999999996e-07,1.882e-08,7.341e-07,,,,,,3.7649999999999996e-07,,,,,1.882e-08,,,,,7.341e-07,,,,,,,,,,,,,,,,,
634,,,,,,,,,,1.2521400000000002e-05,5.86514e-06,1.90832e-05,9.101180000000002e-14,2.61878e-14,1.55708e-13,1.903e-05,1.649e-06,3.295e-06,2.947e-05,9.163e-06,1.397e-05,3.927e-07,1.839e-06,7.073e-06,6.051e-06,2.379e-05,2.906e-06,4.75e-06,5.187e-05,1.21e-05,2.712e-14,7.08e-15,7.309000000000001e-15,3.993e-13,1.425e-14,1.992e-14,1.686e-15,4.08e-15,9.584e-14,9.412999999999999e-15,3.39e-14,1.247e-14,1.054e-14,7.028e-13,1.883e-14
