obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,hard_hm,hard_hs,hard_ms,var_inter_prob_b,var_inter_index_b,flux_aper_lolim_m,flux_aper_lolim_h,flux_aper_lolim_s,var_inter_sigma_m,var_inter_sigma_s,var_inter_index_m,var_inter_index_s,var_inter_index_h,flux_aper_hilim_u,var_mean_b,var_sigma_b,ks_prob_b,var_prob_b,var_inter_sigma_u
PL_83_obs_1,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,4913.0,8.11,293.4485,PL,0.2261,0.9994,0.9994,0.995,6.0,15.230992129056226,14.80465394165158,16.86461492575095,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,13.80576325127617,0.0008167,0.00031150000000000004,0.918,0.667,1.8821249999999987e-06
PL_83_obs_2,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,48728.6,8.11,293.4485,PL,-0.0037,0.1062,0.1087,0.995,6.0,14.453580733164808,14.029374223311706,14.80106813006779,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,14.626536278367631,0.001661,3.906e-05,0.5920000000000001,0.093,1.201771759999999e-06
PL_83_obs_3,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,29370.4,8.11,293.4485,PL,0.1237,0.7433,0.6746,0.995,6.0,14.360413913326573,13.856672870007953,15.499337794785164,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,13.95272513261582,0.002358,1.168e-05,0.403,0.101,1.1179609999999997e-06
PL_83_obs_4,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,29171.5,8.11,293.4485,PL,0.5247,0.8332,0.5347,0.995,6.0,14.46042211665469,13.437945170343621,15.806597096937583,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,14.18983471545685,0.002538,7.045e-05,0.025,0.1,1.6003269999999996e-06
PL_83_obs_5,PL_83,6,J2032+4127, 2CXO J203213.1+412724,308.0547,41.45674,28305.8,8.11,293.4485,PL,0.2686,0.371,0.1074,0.995,6.0,14.379655700245507,13.468904453129973,15.172760000494355,8.659999999999998e-07,4.404e-07,5.0,5.0,7.0,14.76284757234437,0.006663,2.24e-05,0.285,0.093,2.1425660000000004e-06
PL_84_obs_0,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,36257.2,3.94,73.25885,PL,0.9994,0.1424,-0.9994,0.9,5.0,16.68945212291227,15.35037311315947,15.937418015771836,2.185e-06,1.294e-07,0.0,5.0,0.0,14.806041021980812,0.0005484179999999998,0.00016607760000000003,0.7697399999999996,0.6857400000000002,1.947366000000001e-06
PL_84_obs_1,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,9926.1,3.94,73.25885,PL,-0.02,0.5771,0.4047,0.9,5.0,14.824488186636552,13.866703293266234,15.835349784065704,2.185e-06,1.294e-07,0.0,5.0,0.0,12.709075440617246,0.003399371999999999,0.0012327170000000004,0.7797599999999999,0.7561900000000003,6.683554100000003e-05
PL_84_obs_2,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,9838.6,3.94,73.25885,PL,0.9994,0.9994,-0.9994,0.9,5.0,16.624500195851162,14.634348855165303,16.435678978320333,2.185e-06,1.294e-07,0.0,5.0,0.0,14.55113915439256,0.0011083309999999995,0.00036769260000000007,0.7413399999999996,0.6985999999999999,1.985825000000001e-06
PL_84_obs_3,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,29672.1,3.94,73.25885,PL,0.3873,0.9994,0.9994,0.9,5.0,14.679005092794771,13.635537343764456,16.97836216142654,2.185e-06,1.294e-07,0.0,5.0,0.0,15.050561198963496,0.0027082600000000005,0.0009012040000000008,0.7043199999999996,0.8629100000000004,6.166486400000004e-05
PL_84_obs_4,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,39539.1,3.94,73.25885,PL,0.371,0.9994,0.9994,0.9,5.0,14.680383343852236,13.65250843218438,17.03605552180362,2.185e-06,1.294e-07,0.0,5.0,0.0,15.173212761183708,0.0027153900000000007,0.0008898860000000008,0.7186999999999995,0.8577100000000004,6.163789700000004e-05
PL_84_obs_5,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,13874.2,3.94,73.25885,PL,0.9994,-0.9994,-0.9994,0.9,5.0,16.739357452196046,15.954441458067258,16.767003889607846,2.185e-06,1.294e-07,0.0,5.0,0.0,14.714217726220605,0.000401853,0.00010635580000000008,0.7551799999999996,0.7104300000000007,1.960203000000001e-06
PL_84_obs_6,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,46455.5,3.94,73.25885,PL,0.9994,-0.9994,-0.9994,0.9,5.0,16.80472384564854,16.0220608680911,16.126970187938955,2.185e-06,1.294e-07,0.0,5.0,0.0,15.148191485771763,0.00031202,9.107270000000002e-05,0.7600399999999997,0.7412700000000002,1.951528000000001e-06
PL_84_obs_7,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,9844.9,3.94,73.25885,PL,-0.5309,0.9994,0.9994,0.9,5.0,15.791899222616786,14.71755989392072,16.95094873059603,2.185e-06,1.294e-07,0.0,5.0,0.0,14.459045191073868,0.001458707000000001,0.0003723849999999999,0.7006099999999997,0.7240500000000002,3.2840626999999986e-05
PL_84_obs_8,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,34063.0,3.94,73.25885,PL,0.9994,0.2523,-0.9994,0.9,5.0,15.837105607931855,13.668695516125897,15.194417177432802,2.185e-06,1.294e-07,0.0,5.0,0.0,12.763210900590707,0.0027128959999999976,0.0009446119999999996,0.7093499999999997,0.6815500000000004,7.446893200000008e-05
PL_84_obs_9,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,49201.9,3.94,73.25885,PL,0.9994,0.5759,-0.5047,0.9,5.0,16.481554067857033,15.003313244399829,16.461756889650307,2.185e-06,1.294e-07,0.0,5.0,0.0,15.118102026426989,0.0003908349999999999,0.00010274110000000005,0.7637299999999999,0.7196200000000006,1.952761000000001e-06
PL_84_obs_10,PL_84,11,J1748-2446al, 2CXO J174801.0-244603,267.0043,-24.767529999999997,84155.4,3.94,73.25885,PL,-0.4822,-0.9994,-0.5272,0.9,5.0,16.190777078310578,16.387367280825924,15.636012170251508,2.185e-06,1.294e-07,0.0,5.0,0.0,14.400662867007512,0.0001524,6.792999999999998e-06,0.174,0.46,2.0189630000000014e-06
PL_85_obs_0,PL_85,2,J1717+4308A, 2CXO J171707.3+430807,259.2804,43.13532,29661.2,11.06,677.6049,PL,0.336,-0.0025,-0.336,1.0,8.0,14.988429556402721,14.33217362104929,14.787546038959725,1.22e-06,1.838e-06,8.0,8.0,7.0,15.251346906575733,0.001556,0.0002156,0.16699999999999998,0.479,1.3922890000000003e-06
PL_85_obs_1,PL_85,2,J1717+4308A, 2CXO J171707.3+430807,259.2804,43.13532,22925.2,11.06,677.6049,PL,0.1749,-0.1212,-0.2886,1.0,8.0,14.366531544420413,13.667763584508556,14.23792191266536,1.22e-06,1.838e-06,8.0,8.0,7.0,14.207188228751853,0.005005,0.0012289999999999998,0.753,0.594,2.1939750000000005e-06
PL_86_obs_0,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,31673.8,10.04,576.6626,PL,0.9994,0.9994,-0.5222,0.758,5.0,16.008795073402187,14.82419836715172,16.324580145079135,1.244e-06,1.705e-06,5.0,5.0,5.0,15.119015009513246,0.0005099,0.001094,0.617,0.429,6.261999999999999e-07
PL_86_obs_1,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,31673.8,10.04,576.6626,PL,0.9994,-0.06,-0.9994,0.758,5.0,16.547829297773234,15.42113167133397,16.02877055272376,1.244e-06,1.705e-06,5.0,5.0,5.0,14.587588337787842,0.001015,0.001912,0.294,0.428,6.261999999999999e-07
PL_86_obs_2,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,65237.5,10.04,576.6626,PL,-0.0412,-0.4472,-0.3985,0.758,5.0,15.404724288197901,15.137928280620006,15.165706487557305,1.244e-06,1.705e-06,5.0,5.0,5.0,15.097670694141682,0.0004841,3.525e-05,0.343,0.462,6.261999999999999e-07
PL_86_obs_3,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,59044.6,10.04,576.6626,PL,-0.0437,-0.5422,-0.4947,0.758,5.0,15.475603877896159,15.463062977295326,15.135548252841817,1.244e-06,1.705e-06,5.0,5.0,5.0,15.095663207797505,0.0004847,3.955e-05,0.503,0.488,6.261999999999999e-07
PL_86_obs_4,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,65240.7,10.04,576.6626,PL,0.1237,-0.5572,-0.6246,0.758,5.0,15.818442226137213,15.424004379796733,15.136320332124102,1.244e-06,1.705e-06,5.0,5.0,5.0,15.047207556955907,0.0004236000000000001,4.676e-05,0.115,0.603,6.261999999999999e-07
PL_86_obs_5,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,68771.4,10.04,576.6626,PL,0.7683,0.0762,-0.732,0.758,5.0,16.186085579951396,14.495393229358045,15.22584814104529,1.244e-06,1.705e-06,5.0,5.0,5.0,14.946153573147747,0.0005023,4.544e-05,0.257,0.5429999999999999,6.261999999999999e-07
PL_86_obs_6,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,5307.0,10.04,576.6626,PL,0.9994,0.9994,-0.9994,0.758,5.0,16.40511474693848,14.206383069609812,16.11198991599974,1.244e-06,1.705e-06,5.0,5.0,5.0,14.65851858620129,0.001643465999999999,0.0004948520000000002,0.74189,0.5701300000000001,6.261999999999999e-07
PL_86_obs_7,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,1928.3,10.04,576.6626,PL,0.9994,0.9994,-0.9994,0.758,5.0,16.47967001877098,14.25924267669223,16.114023980549355,1.244e-06,1.705e-06,5.0,5.0,5.0,14.665101797130179,0.0015188389999999997,0.00044185000000000025,0.7108500000000001,0.6097000000000002,6.261999999999999e-07
PL_86_obs_8,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,5544.8,10.04,576.6626,PL,-0.9994,-0.9994,0.3735,0.758,5.0,14.990124366287839,15.788498362738112,16.36723911152056,1.244e-06,1.705e-06,5.0,5.0,5.0,14.929907134970513,0.0007451000000000001,8.3e-05,0.321,0.464,6.261999999999999e-07
PL_86_obs_9,PL_86,10,B0021-72J, 2CXO J002359.4-720358,5.997605,-72.06635,5734.6,10.04,576.6626,PL,-0.857,-0.9994,-0.7383,0.758,5.0,16.321299565001695,15.454543262894875,14.677573947594047,1.244e-06,1.705e-06,5.0,5.0,5.0,14.7314783198582,0.001161,0.0003332,0.742,0.581,6.261999999999999e-07
PL_87_obs_0,PL_87,4,J0024-7204X, 2CXO J002422.3-720117,6.093274,-72.0215,65237.5,5.5,74.9631,PL,0.2049,-0.3323,-0.4622,0.946,6.0,16.219106891312922,15.85531539638852,15.670602120638957,4.962e-08,1.754e-07,3.0,5.0,0.0,15.953504835665292,0.00027933799999999996,0.00013725170000000007,0.7837300000000001,0.7852899999999998,1.818e-07
PL_87_obs_1,PL_87,4,J0024-7204X, 2CXO J002422.3-720117,6.093274,-72.0215,59044.6,5.5,74.9631,PL,0.3898,-0.5509,-0.7358,0.946,6.0,16.557050130422137,15.562090964460502,15.387640052032225,4.962e-08,1.754e-07,3.0,5.0,0.0,15.64359167296102,0.0002507,1.435e-05,0.637,0.45,1.818e-07
PL_87_obs_2,PL_87,4,J0024-7204X, 2CXO J002422.3-720117,6.093274,-72.0215,65240.7,5.5,74.9631,PL,-0.9994,-0.9994,-0.3685,0.946,6.0,16.052321260063064,16.28921110698632,15.753501419204198,4.962e-08,1.754e-07,3.0,5.0,0.0,15.2324530716941,0.0001664,5.522e-05,0.387,0.7509999999999999,1.818e-07
PL_87_obs_3,PL_87,4,J0024-7204X, 2CXO J002422.3-720117,6.093274,-72.0215,68771.4,5.5,74.9631,PL,-0.4485,-0.9994,-0.3248,0.946,6.0,15.913640169325252,16.262962064832454,15.617622696531885,4.962e-08,1.754e-07,3.0,5.0,0.0,15.919012953089112,0.0002095,0.00017180000000000006,0.999,0.995,1.818e-07
PL_88_obs_0,PL_88,5,J1748-2021C, 2CXO J174851.9-202146,267.2166,-20.36297,23277.7,5.69,163.2469,PL,0.3423,0.3335,-0.0112,1.0,8.0,14.793713955587567,14.121535654658532,14.979638717352293,3.058e-07,4.856000000000001e-07,7.0,5.0,8.0,15.73969005420508,0.001739,0.000255,0.302,0.501,1.825e-07
PL_88_obs_1,PL_88,5,J1748-2021C, 2CXO J174851.9-202146,267.2166,-20.36297,2511.9,5.69,163.2469,PL,0.9994,0.9994,-0.9994,1.0,8.0,16.631569549277824,14.461711048454823,16.37882636149669,3.058e-07,4.856000000000001e-07,7.0,5.0,8.0,14.653451441451526,0.0011306779999999993,0.00033291,0.72694,0.6635499999999999,1.825e-07
PL_88_obs_2,PL_88,5,J1748-2021C, 2CXO J174851.9-202146,267.2166,-20.36297,24046.1,5.69,163.2469,PL,0.0537,0.391,0.3398,1.0,8.0,14.799423073245151,14.220981028085129,15.434152181326482,3.058e-07,4.856000000000001e-07,7.0,5.0,8.0,15.211594155318576,0.0011710000000000002,0.00042,0.996,0.78,1.825e-07
