obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_lolim_b,photflux_aper_b,photflux_aper_hilim_b,photflux_aper_h,photflux_aper_lolim_h,photflux_aper_hilim_h,photflux_aper_m,photflux_aper_hilim_m,photflux_aper_lolim_m,flux_aper_b,flux_aper_hilim_b,flux_aper_lolim_b,photflux_aper_lolim_s,photflux_aper_s,photflux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_aper_lolim_m,flux_aper_m,flux_aper_hilim_m,flux_aper_lolim_s,flux_aper_s,flux_aper_hilim_s,flux_aper_hilim_h,flux_aper_lolim_h,flux_aper_h,photflux_aper_lolim_u,photflux_aper_hilim_u,photflux_aper_u,var_inter_sigma_b,var_inter_prob_b,var_inter_index_b,var_inter_index_m,var_inter_sigma_m,var_inter_prob_m,var_inter_sigma_s,var_inter_prob_s,var_inter_index_s,var_inter_index_h,var_inter_sigma_h,var_inter_prob_h,flux_aper_lolim_u,flux_aper_u,flux_aper_hilim_u,ks_prob_b,kp_prob_b,var_sigma_b,var_prob_b,var_max_b,var_min_b,var_mean_b
CV_47_obs_43,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,166689.1,62.45,13006.22,CV,4.785156151952302,4.764976840504777,4.745451922891026,5.222645686915791,5.253755128279802,5.1936843301918865,5.4566770993530875,5.42724453484578,5.488250288655017,13.233289792737741,13.212327035312507,13.255237762934422,5.708187312532881,5.655607726314889,5.608535588160897,0.2636,0.4597,0.2224,14.066867176273266,14.035127791362225,14.005506877116488,14.549596913844633,14.495121540589784,14.446845451830374,13.301290650557414,13.362610349870788,13.330869152626667,6.906985184281203,5.903089986991944,6.176836281046534,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,16.285416424461992,15.413975298903345,15.180390267248415,0.059,0.226,2.4420000000000003e-07,0.042,0.004838,0.004837,0.004837
CV_47_obs_44,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,158025.4,62.45,13006.22,CV,4.655804284128565,4.638272163982407,4.621238824683627,5.070172518769309,5.095933948085497,5.04590227952081,5.339229356472303,5.3128278954052,5.367340286706087,13.101713721410876,13.08375666953466,13.120502712750572,5.658367664221946,5.6074789100680675,5.561932549546506,0.3011,0.5497,0.2973,13.950007143079857,13.921905849593589,13.895171596346344,14.54729377348897,14.494036481981874,14.44660248987612,13.16399254087447,13.215097550113345,13.18876022724671,6.690565104282855,5.66655272550325,5.95703092660682,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,16.412765227948523,15.644243380603113,15.368150537840181,0.759,0.687,6.941e-06,0.035,0.006278,0.006261999999999999,0.00627
CV_47_obs_45,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,24788.0,62.45,13006.22,CV,4.697020063251751,4.649751981665837,4.607303046740334,5.067830754079208,5.1362014613195,5.012021084124518,5.352128234693767,5.286845598162701,5.428990327690695,13.134540677338036,13.089162235007317,13.185286387304023,5.748848656824645,5.604149623981219,5.495801081460555,0.321,0.5472,0.2711,14.056307672893983,13.977159389123472,13.910448117113546,14.641874714723352,14.477034404508013,14.363712747901486,13.16008222432132,13.288614620901548,13.217670731003164,6.366430557445908,4.764471553092451,5.044216071083088,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,14.043063586155803,12.720789487398605,12.430275050773842,0.35100000000000003,0.369,4.138e-05,0.117,0.006053,0.005971,0.006012
CV_47_obs_46,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,37961.3,62.45,13006.22,CV,4.810509686300632,4.767003889607846,4.727462222624762,5.244735108587753,5.3141687253739365,5.188156993823522,5.508358206522414,5.445874418486987,5.581367312645934,13.316592700867906,13.272946988646142,13.365220541854049,5.581036169296377,5.4829361265173455,5.4070464284521345,0.2986,0.2648,-0.04,14.1786175002527,14.1041356487527,14.040624663424158,14.354774288464585,14.255394124585761,14.178683029408903,13.390725827595412,13.524619406856639,13.450506286784988,5.791372189919974,5.435926021022853,5.589750045314879,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,14.902996391477506,14.75931365189517,14.694218848745018,0.6459999999999999,0.252,6.408e-05,0.156,0.004848,0.00472,0.004784
CV_47_obs_47,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,89927.8,62.45,13006.22,CV,4.7318902701915215,4.706195640080663,4.681727919788373,5.156954189465431,5.195928751114339,5.121248479826998,5.409381051793422,5.37202001017002,5.450261268735101,13.168834366090557,13.142848497312507,13.196474604423468,5.655411257421286,5.587035728003337,5.527975302299718,0.2836,0.4585,0.1999,14.020588217365564,13.979638717352293,13.941953769604718,14.496345480757041,14.425274416405927,14.364315237452777,13.22863302914222,13.304956341178706,13.265120197207372,6.28220688755265,5.801893001126598,5.9670371618889355,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,15.542447913772083,15.217519001583986,15.066006836168757,0.563,0.527,3.095e-05,0.105,0.005464,0.0054020000000000006,0.005433
CV_47_obs_48,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,49524.1,62.45,13006.22,CV,4.42033070644528,4.395449967428739,4.37191773900932,4.815876645760329,4.8517059025652545,4.783042792638903,5.0968557295904615,5.0593839176625925,5.137868620686963,12.870954940112043,12.846490010699162,12.896880746454286,5.376750709602099,5.3029451077274254,5.239803770544866,0.3136,0.5084,0.2299,13.75770709501707,13.71669877129645,13.679023322657176,14.18468795647564,14.10952309103983,14.045419837256242,12.926281649653877,12.996539467890493,12.959793372425288,5.644250070535033,5.062783109137294,5.25340425901352,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,14.437826136635351,13.207398218835033,12.919373513078193,0.374,0.384,1.411e-05,0.062,0.009601,0.009573,0.009587
CV_47_obs_49,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,49524.0,62.45,13006.22,CV,4.450016388840311,4.424119684319354,4.399680670248339,4.818156412055227,4.854182285508172,4.7848914189469065,5.122110574628516,5.083493412884844,5.164499672132681,12.917933065714887,12.892450870255313,12.945004138470859,5.579549140893932,5.482672117705627,5.407601153884436,0.3373,0.6433,0.3898,13.763966852882364,13.721475035262982,13.68277265082358,14.431211787684653,14.331800515801339,14.25515960321462,12.970210529168144,13.040958607678906,13.004145520125434,5.773400094792643,4.752272167090277,5.01385553528948,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,13.047837425785538,12.42458120878564,12.1786175002527,0.999,1.0,0.001576,0.911,0.01095,0.006663,0.009049
CV_47_obs_50,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,5106.3,62.45,13006.22,CV,4.581367312645934,4.491604966866947,4.417141537775501,4.9677842967020185,5.118444170206688,4.862013267276469,5.133771752620353,5.02544225514642,5.288699040083834,12.973875483254549,12.896880746454286,13.073091898294564,5.660349842386316,5.334512819217189,5.158452834743446,0.2049,0.3848,0.1849,13.836242476018045,13.681310730052255,13.573001041243463,14.616184634019568,14.26082336808927,14.0762380391713,12.966174306046689,13.22826557461323,13.07763790321521,5.21367456560993,3.934793871945688,4.21367456560993,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,14.932653186077628,14.120882080474553,13.87484417041947,0.608,0.925,0.003006,0.8029999999999999,0.01979,0.005174,0.007918000000000001
CV_47_obs_51,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,48532.8,62.45,13006.22,CV,4.987162775294828,4.935542010773082,4.889747082646597,5.3041682271733075,5.375408540873153,5.246340352714001,5.671620396561262,5.600845666041783,5.7559704109699785,13.320118057887138,13.272214825817095,13.373967752170982,6.174573882232177,5.972242795309446,5.8407336689065055,0.4047,0.6421,0.3136,14.301812430133877,14.217814133507984,14.147520006363143,15.14417809459397,14.905878404159438,14.75300930075845,13.324863495532005,13.451610581867081,13.381742655159599,6.078386215452536,5.1882239783970965,5.4415938895863825,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,15.195930156132063,14.582528619517293,14.379863945026242,0.964,0.94,1.137e-05,0.069,0.003273,0.003246,0.0032600000000000003
CV_47_obs_52,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,44586.0,62.45,13006.22,CV,5.087246696328677,5.0260413138932964,4.975514332300833,5.461929212956828,5.555174800490252,5.385313657717988,5.6657473576657695,5.592099459857365,5.7544873321858505,13.447575154295915,13.393403690820715,13.513711239039434,6.311580177997289,6.073297505817355,5.920456992597094,0.2374,0.6059,0.4235,14.298345682674253,14.210701388840558,14.137808968948402,14.892790030352131,14.654430243943608,14.501551596826001,13.471726222832956,13.639595945270061,13.547600154088558,6.124791121583378,4.91829272990265,5.186232691462084,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,15.251191995041397,13.99610883376309,13.707079700399994,0.721,0.456,8.3e-05,0.238,0.002832,0.002666,0.002749
CV_47_obs_53,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,45326.4,62.45,13006.22,CV,5.190507623062659,5.119015009513246,5.061080187755229,5.689731633367552,5.84043280676638,5.5780671867214915,5.705754283861882,5.630598586303376,5.802443786846464,13.684449465578096,13.610125441609014,13.774174008538107,6.017276612331455,5.84893674664625,5.72792621249999,0.0312,0.1824,0.1499,14.372839047625224,14.275888046038787,14.200797343699476,14.847100403606252,14.662740460249724,14.533577277566208,13.737786294523584,14.015427684378368,13.854803593885817,6.111922579966157,4.938547520912807,5.1871487584801494,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,15.300212498841884,14.581679185482015,14.351639989019068,0.836,0.8690000000000001,0.00035860000000000004,0.479,0.004907,0.002155,0.002354
CV_47_obs_54,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,19825.4,62.45,13006.22,CV,4.780939667551139,4.721703791908726,4.6724367398127225,5.161025045044532,5.249723084846007,5.0873528937816825,5.356744774975228,5.283078926833239,5.451242171426296,13.097616315567528,13.046433585742994,13.159517512786557,5.848017604542526,5.632457726479423,5.489053051327027,0.2274,0.4847,0.2811,13.99956592252068,13.904830648568245,13.831207979685818,14.265200170411154,14.033811319043863,13.890421453095612,13.151995728502731,13.314347815884476,13.225629040150084,5.265036005945291,4.2347786336950195,4.522853849554068,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,14.24028365994347,13.64723354547857,13.485983819599351,0.772,0.353,0.000771,0.316,0.008484,0.004243,0.005028
CV_47_obs_55,CV_47,56,RX_J1746.1-2859, 2CXO J174607.5-285951,266.5314,-28.99758,19827.6,62.45,13006.22,CV,4.550830267834799,4.50626319772316,4.465846925814938,4.955852379121277,5.021728158389365,4.901702463505302,5.160647671104579,5.099578246542262,5.231731983548452,12.996539467890493,12.954677021213342,13.043447408082601,5.461300620457593,5.316592700867905,5.213958789757446,0.2311,0.3823,0.1624,13.816730156317195,13.745693667668714,13.684659523372712,14.439376125450071,14.282329496997738,14.167171870460647,13.048905443158336,13.170760571858612,13.103749437538362,5.488785298863612,3.970210529168144,4.258375742496188,2.028e-05,1.0,8.0,8.0,2.3809999999999997e-06,1.0,1.743e-06,1.0,8.0,8.0,4.702e-06,1.0,13.056309885023465,12.653451441451526,12.365321247821317,0.022,0.019,1.847e-05,0.094,0.007983,0.007946,0.007964
CV_48_obs_0,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,31673.8,46.73,14470.43,CV,4.384049948343599,4.357337668557965,4.332266947466732,4.939302159646388,4.983384452442823,4.898940645091884,5.0372519466413594,4.998266287190999,5.080085519340568,12.924453038607469,12.899284913426918,12.95116991347165,5.110418197850376,5.056604423491046,5.0087296108049,0.1124,0.1349,0.0225,13.64994590642097,13.60712725459792,13.568153954301275,13.864549300654486,13.810509686300632,13.762707662432542,13.05492551152127,13.139482322538253,13.095176300199055,6.916497380169733,5.398048595866478,5.686132779630847,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,15.808548985535104,14.578067186721492,14.290051983489239,0.49,0.7509999999999999,8.478e-05,0.119,0.01146,0.01129,0.01138
CV_48_obs_1,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,845.1,46.73,14470.43,CV,4.325690111058523,4.164309428507575,4.0526643240512605,5.072578304949581,5.642446280256919,4.8344589232776265,4.744004273277598,4.58838029403677,5.002220569134396,12.774690718274137,12.662940273679476,12.935916564036404,5.09881421986285,4.772884917410875,4.588885581449095,-0.3623,-0.3435,0.0325,13.593599209273686,13.40035391684417,13.306140005711738,13.833569886156717,13.507658746745026,13.32367226611868,12.712646227285253,13.520856752021388,12.950781977329818,5.560066689989124,5.060862064210623,5.243872908185548,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.837434424736474,14.371616092442304,14.161827285565787,0.5579999999999999,0.524,0.001869,0.34700000000000003,0.01983,0.01419,0.01699
CV_48_obs_2,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,31673.8,46.73,14470.43,CV,4.413300198375951,4.385735712641295,4.35981680807866,5.02323747673254,5.075358952582837,4.979224511806442,5.0561099517515276,5.016328617139804,5.099906098456602,12.96537154337468,12.939679971311715,12.993106292052099,5.083809340019462,5.031376979043011,4.984640244590786,0.0387,0.0075,-0.0312,13.687611050629409,13.643782865780265,13.603975103391408,13.800244822746524,13.747632485540102,13.700928739972591,13.11713408027837,13.21339052735134,13.161276809968628,5.248489949729959,4.835052627378158,4.988852639224202,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.90239567112559,14.623605557962733,14.455188088242224,0.687,0.595,3.007e-05,0.059,0.0107,0.01062,0.01066
CV_48_obs_3,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,4691.1,46.73,14470.43,CV,4.583026827396964,4.498256270372005,4.427360702957187,5.076548730360349,5.234629519708351,4.96657624451305,5.192194467729376,5.085445301482366,5.334043970546043,13.09231997575758,13.021317434843056,13.177308989223945,5.303643611266668,5.131473113231796,5.00850811108984,0.1487,0.0612,-0.0912,13.947306058075032,13.805208242278075,13.6985359268567,13.997402019280091,13.825068406471557,13.702239488900867,13.160710543993853,13.428757149439775,13.27067319035314,5.980468315468745,4.533280628318401,4.81901441921327,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,15.533807055357036,14.618410358135936,14.398700689805663,0.665,0.453,0.0004644,0.299,0.008619,0.0076900000000000015,0.008154999999999999
CV_48_obs_4,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,65237.5,46.73,14470.43,CV,4.5111673656176,4.4924139602369895,4.474307475494989,5.086292086019517,5.122686256687762,5.052713355322202,5.254378778693061,5.221631656644126,5.289882634888183,13.077015184291117,13.058936011780098,13.095825631715837,5.041054067506064,5.012065734767841,4.985059650207064,0.1924,-0.0849,-0.2723,13.91080163319485,13.875169850586142,13.842543231865774,13.83238732727247,13.803271277376712,13.775985188627136,13.217742426336699,13.287855585785113,13.251346906575733,5.506960411682349,5.313631896526964,5.39707228714081,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.581698708680255,14.470441326978836,14.38605252321965,0.942,1.0,0.001622,0.757,0.013000000000000001,0.008187999999999999,0.01085
CV_48_obs_5,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,59044.6,46.73,14470.43,CV,4.6081830763867515,4.586030028251939,4.564952358660036,5.145693958198919,5.186886245992102,5.108072465779325,5.367239111520561,5.328271911760442,5.410050398674292,13.13212021654162,13.110978577904776,13.154281982033341,5.151072286772922,5.11650890981107,5.084494638245624,0.2511,-0.0325,-0.2811,14.018317272628714,13.975514332300833,13.936291440608583,13.944621668625,13.910094888560602,13.878112014896319,13.245040412278291,13.32394687534813,13.282662417276136,5.50473325561219,5.305131672017544,5.390725827595412,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.662740460249724,14.54867419151048,14.463062977295326,0.994,1.0,0.000349,0.317,0.009221,0.008217,0.008778
CV_48_obs_6,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,65240.7,46.73,14470.43,CV,4.84955059053912,4.821886747685368,4.795608668080701,5.30285787372454,5.351737594251955,5.261219441515631,5.498529927899588,5.4566770993530875,5.547753425479563,13.372839047625224,13.346690987061521,13.400772137226204,5.568314655313988,5.516270100999976,5.4699284311626215,0.2236,0.2411,0.0187,14.152365655681745,14.103143227262796,14.061230177216883,14.363813104801276,14.311847244408433,14.265440178420524,13.47391930819797,13.564633493387339,13.515557792357592,6.215953584191887,5.814174640387038,5.964970717797632,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,15.287687091318634,15.028075050815808,14.874193541860473,1.0,1.0,0.001276,0.999,0.006806,0.003663000000000001,0.005098
CV_48_obs_7,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,68771.4,46.73,14470.43,CV,4.441171475182989,4.42423501946328,4.408045444953265,5.0500248221703465,5.083967389811431,5.018543833477874,5.100891141806601,5.073966403321156,5.129596094720973,13.035033625168902,13.01877051258,13.051929518481058,5.017955020928509,4.990549104201306,4.964570261815451,0.06,-0.0675,-0.1262,13.731890270191522,13.703334809738468,13.676335464391899,13.80910828307783,13.781727146428553,13.755970410969978,13.208870999272714,13.274415027729306,13.240407691354026,5.442492798094342,5.268411234813262,5.34428545038129,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.527828853307637,14.428524096318057,14.351835221425999,0.606,0.696,8.38e-06,0.031,0.01278,0.01276,0.01277
CV_48_obs_8,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,5307.0,46.73,14470.43,CV,4.764976840504777,4.676129393459491,4.602581457648652,5.217384067968396,5.397614409894895,5.09653017149283,5.311491192343479,5.198116292874761,5.465339424171556,13.202040356262804,13.128660618900138,13.29627884007298,5.481091426308586,5.3049563411787055,5.1861522457711455,0.1249,0.1087,-0.0175,14.057743849580534,13.903785414653594,13.790484985457368,14.260269471435283,14.084178212379602,13.96537154337468,13.21402987486799,13.515130967279598,13.334888262924949,6.20415013605069,5.321299565001696,5.568031478315162,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,15.625458530584728,14.932225249471907,14.701802132890185,0.7909999999999999,0.664,0.0017170000000000002,0.6,0.01344,0.005129,0.006629
CV_48_obs_9,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,1928.3,46.73,14470.43,CV,4.677367288307776,4.5502131530142265,4.451856362565154,4.980053318321158,5.205372555335492,4.83238732727247,5.680893940690224,5.43533393574791,6.300682698978617,13.064442354906985,12.966174306046689,13.201004265556119,5.195111255377609,4.996108833763089,4.866780543267506,0.6896,0.0325,-0.6671,14.971022294791222,14.351249787301981,14.105739335553013,14.002613615602687,13.803823814960026,13.674484336636851,12.996539467890493,13.3693687559795,13.143996546002779,5.754382870907805,5.253132372149571,5.442847242881985,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.67042074661419,14.350885440881255,14.137281700549325,0.825,0.973,0.0005971,0.196,0.009731,0.008075,0.008886
CV_48_obs_10,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,5544.8,46.73,14470.43,CV,5.11941504393502,4.985479461242076,4.888401475119606,5.248566918180653,5.428757149439776,5.127785436602414,5.871600731282194,5.678815972697686,6.227018549655036,13.351932870551066,13.255081457558648,13.485983819599351,6.154901959985743,5.799423073245152,5.6067758836387025,0.6296,0.5671,-0.1074,14.840733668906505,14.485319455875018,14.292600168866752,14.939679971311715,14.584359020103845,14.391580948682714,13.267767119779503,13.568797115443484,13.388595362288406,6.375437007731154,5.72584215073632,5.931406041226324,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.83178530268838,14.35194795019764,14.096642072712653,0.954,0.873,0.0008498,0.642,0.004106,0.002236,0.003322
CV_48_obs_11,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,5734.6,46.73,14470.43,CV,4.565111879132684,4.497982785172852,4.439734602137285,5.062682752237506,5.199282921717615,4.964570261815451,5.186886245992102,5.092642391868827,5.3075055924969154,13.124417895672114,13.06590573164452,13.1919917000896,5.1955879408622865,5.078209514341813,4.990549104201306,0.1524,0.0187,-0.1337,13.928486194904911,13.80799040734633,13.713543530253018,13.99439055463972,13.877129077135564,13.789413975094844,13.20866029603486,13.443456291516485,13.306888884537859,6.248591247562608,5.364315237452778,5.6319255486155315,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,15.694606541178267,15.104394948540712,14.892450870255313,0.466,0.157,0.0001132,0.103,0.01046,0.01016,0.01028
CV_48_obs_12,CV_48,13,CXOGlb_J002402.1-720542, 2CXO J002402.1-720542,6.0089510000000015,-72.09503000000002,3874.2,46.73,14470.43,CV,4.516983579855868,4.42969061456412,4.357139947415509,5.081183609639621,5.25328797748334,4.9582126810282485,5.101494214465641,4.99481948749622,5.243363891754152,12.92959267825988,12.856985199745905,13.016689514205884,5.166024628720094,5.001217730168264,4.887730231582729,0.04,-0.0924,-0.1312,13.777543663320753,13.63582436722938,13.529001830339126,13.720789487398605,13.555799011135841,13.442492798094342,13.012780770091995,13.30794663496592,13.13578566953867,5.61909976471761,4.899284913426919,5.121075437918873,2.066e-05,1.0,8.0,8.0,3.901e-06,1.0,6.013e-06,1.0,8.0,8.0,3.59e-06,1.0,14.99467147103424,14.337258984770864,14.096719677103472,0.835,0.563,0.000522,0.276,0.0101,0.008794,0.009418
CV_49_obs_0,CV_49,18,W6, 2CXO J174804.3-244703,267.0183,-24.78441,34063.0,18.77,1863.6989999999998,CV,5.482144581069972,5.401647290130716,5.3338565727084415,5.588043762069598,5.686132779630847,5.5121548798885645,6.242072816886671,6.113001954328901,6.426548177964515,13.632271453913024,13.564952358660035,13.712198270069774,7.459545386328588,6.778325002929231,6.525055664534612,0.6421,0.8795,0.5259,15.010416710688995,14.825940192274974,14.69680394257951,16.29713882942707,15.615825861192967,15.362610349870788,13.582030357785262,13.756218083906205,13.657972311912529,6.9860669071633446,5.836242476018044,6.115355958229696,1.637e-05,1.0,8.0,8.0,1.699e-06,1.0,5.24e-07,0.42,3.0,8.0,8.677999999999999e-06,1.0,16.24025184816372,15.313088788438625,15.087352893781683,0.843,0.878,0.0002557,0.647,0.003023,0.001218,0.001361
CV_49_obs_1,CV_49,18,W6, 2CXO J174804.3-244703,267.0183,-24.78441,9838.6,18.77,1863.6989999999998,CV,5.620875853929608,5.4319156686846055,5.300595918184663,5.601712694642599,5.839831707041488,5.448794056252094,6.403183064084409,6.122340755888391,7.4445427827953505,13.691862621361961,13.560509409610317,13.880744110722063,6.917897309155104,6.598897119289564,6.425852935849277,0.7383,0.9994,0.9994,16.012378417874515,14.971022294791222,14.69015699528393,15.723794977937247,15.461699240659648,15.291664097317737,13.581036169296377,13.972242795309446,13.73400362950492,6.433836021115652,5.3698773571406875,5.6628278874776905,1.637e-05,1.0,8.0,8.0,1.699e-06,1.0,5.24e-07,0.42,3.0,8.0,8.677999999999999e-06,1.0,15.658942738356586,14.826745763868393,14.5655907924125,0.723,0.937,0.0005589,0.727,0.003128,0.001064,0.001506
CV_49_obs_2,CV_49,18,W6, 2CXO J174804.3-244703,267.0183,-24.78441,29672.1,18.77,1863.6989999999998,CV,5.586867949565128,5.486116814388907,5.408601448718751,5.657182685364267,5.774690718274137,5.564952358660036,6.353694319715241,6.200659450546418,6.608888386297197,13.738023808602188,13.660349842386315,13.838631997765026,7.981347853869156,6.988429556402722,6.698102282804792,0.6771,0.9132,0.6196,15.214527796693611,14.959397659885926,14.806318970458719,16.83099053464936,15.858236769724211,15.55720677406023,13.675717544702307,13.885389015767826,13.764724123312947,6.859865736941616,5.599116784451637,5.8887374863409345,1.637e-05,1.0,8.0,8.0,1.699e-06,1.0,5.24e-07,0.42,3.0,8.0,8.677999999999999e-06,1.0,16.68581005581703,16.07030925992598,15.827689031478046,0.622,0.897,0.0001661,0.321,0.001732,0.0009693,0.001146
CV_49_obs_3,CV_49,18,W6, 2CXO J174804.3-244703,267.0183,-24.78441,39539.1,18.77,1863.6989999999998,CV,5.630413109263656,5.533577277566208,5.458420756053419,5.726998727936262,5.841637507904751,5.640923773940737,6.35222594973117,6.216310763652683,6.565271458220242,13.711303739409745,13.636952405478906,13.807153884811159,7.494985759915893,6.813608784304507,6.560509409610316,0.6284,0.8495,0.4485,15.22054781659594,15.001697059901458,14.863279432843592,16.219466674683595,15.538201442474891,15.285000032587957,13.643782865780265,13.841939206063396,13.729088360589518,7.000709512548459,5.879755204453635,6.142485628802436,1.637e-05,1.0,8.0,8.0,1.699e-06,1.0,5.24e-07,0.42,3.0,8.0,8.677999999999999e-06,1.0,16.28374396919456,15.382001827511887,15.130944381298091,0.461,0.217,0.0002005,0.6509999999999999,0.002732,0.0009188,0.001058
CV_49_obs_4,CV_49,18,W6, 2CXO J174804.3-244703,267.0183,-24.78441,13874.2,18.77,1863.6989999999998,CV,5.624885315307775,5.470056598341331,5.361710464585743,5.79997073344623,6.024752058759319,5.658961368322477,6.02544225514642,5.8696662315049934,6.270916242956388,13.93292914395463,13.823041019413091,14.090979145788843,6.84705473893058,6.5088312773681105,6.310069895981782,0.2773,0.9994,0.9994,14.882397308309915,14.629116983222394,14.470313046227083,15.696362396804908,15.464958005647443,15.293794458118029,13.877784121727172,14.26201267366657,14.023787622882622,6.233688852979336,5.513569521145566,5.759681197108522,1.637e-05,1.0,8.0,8.0,1.699e-06,1.0,5.24e-07,0.42,3.0,8.0,8.677999999999999e-06,1.0,15.392814957880969,14.919674000480157,14.711527199400217,0.371,0.374,0.000119,0.455,0.001912,0.001083,0.001138
