,feat_name,feat_imp
0,photflux_aper_b,0.03169206501704678
1,var_sigma,0.027734890318815174
2,hard_hs_lolim,0.0272217803814445
3,photflux_aper_hilim_s,0.027043894934946425
4,photflux_aper_hilim_u,0.026778354171674602
5,var_min,0.026199572696346887
6,photflux_aper_u,0.02608100442634051
7,photflux_aper_lolim_b,0.025826312869976397
8,photflux_aper_lolim,0.025208377255070233
9,var_mean,0.02480804636492287
10,photflux_aper,0.02422915009679133
11,flux_aper_hilim_s,0.024181041126597153
12,hard_hs_hilim,0.023612193008797674
13,hard_hs,0.02320827651309869
14,photflux_aper_hilim_b,0.022537682260694924
15,flux_aper_hilim_h,0.022283385542319095
16,photflux_aper_hilim,0.022000472015419194
17,var_max,0.0217885514592646
18,hard_hm_hilim,0.02153454668366617
19,flux_aper_s,0.021235020778713167
20,photflux_aper_s,0.021225122930344845
21,photflux_aper_lolim_h,0.019254165399089796
22,hard_hm_lolim,0.018268110471666855
23,flux_aper_hilim_u,0.01805050321694695
24,flux_aper_lolim,0.01788294724121123
25,photflux_aper_hilim_h,0.017793836443195536
26,photflux_aper_lolim_s,0.017750906792085228
27,flux_aper_h,0.017010678526835663
28,flux_aper_lolim_s,0.01620497225043519
29,hard_hm,0.016164409159169134
30,photflux_aper_h,0.016070807747677864
31,hard_ms_hilim,0.01597923409012601
32,flux_aper_u,0.015792985126853565
33,flux_aper_hilim,0.01575529000030067
34,photflux_aper_lolim_m,0.015579582402487259
35,flux_aper_hilim_m,0.015463649041563223
36,flux_aper_lolim_b,0.015410754096325857
37,photflux_aper_lolim_u,0.015293095768458515
38,var_prob,0.015230729730266285
39,hard_ms_lolim,0.014982578085173306
40,flux_aper_lolim_h,0.01471372247037952
41,flux_aper_hilim_b,0.01454052846069989
42,photflux_aper_m,0.014476194454613067
43,flux_aper,0.014366685934619417
44,flux_aper_lolim_u,0.014362718409731773
45,flux_aper_lolim_m,0.014348841590679218
46,photflux_aper_hilim_m,0.014202396505985534
47,flux_aper_b,0.012977662283186893
48,hard_ms,0.012957118909413623
49,flux_aper_m,0.012699482744381447
50,ks_prob,0.011030113914536262
51,kp_prob,0.010735357510529592
52,var_index,0.008220200369084442
