,feat_name,feat_imp
0,var_mean,0.23685512039733328
1,var_max,0.21633901472457062
2,var_sigma,0.1589550754577663
3,var_index,0.08219581332004679
4,hard_hm_hilim,0.023976432777824935
5,hard_hs_hilim,0.023662646951459903
6,hard_hs,0.018656577844766115
7,var_prob,0.016437577575813274
8,hard_hm,0.015526829277900967
9,var_min,0.012780834203901591
10,photflux_aper_hilim_b,0.01273009624226803
11,photflux_aper_lolim_b,0.012017791329229411
12,flux_aper_lolim_h,0.01119123763947768
13,hard_hs_lolim,0.010967307487611502
14,photflux_aper_b,0.010778769506823287
15,hard_hm_lolim,0.009907982455876645
16,photflux_aper_hilim_s,0.009116836230206477
17,photflux_aper_lolim_s,0.0075328025206207695
18,photflux_aper_lolim,0.007041514407060414
19,photflux_aper_s,0.006678829456496614
20,hard_ms_hilim,0.0059273968780428265
21,photflux_aper,0.005897657501844478
22,photflux_aper_h,0.005227209116412515
23,photflux_aper_lolim_h,0.004819269127404633
24,flux_aper_hilim_h,0.0047822254029304505
25,hard_ms_lolim,0.004423499592144759
26,photflux_aper_lolim_m,0.004270392382394648
27,flux_aper_hilim_s,0.004227865424823442
28,flux_aper_h,0.003968037394283054
29,photflux_aper_lolim_u,0.0038416385839263986
30,flux_aper_lolim_b,0.0037016535226071807
31,flux_aper_lolim_s,0.0035974536126871393
32,photflux_aper_hilim_h,0.003146651402033906
33,flux_aper_lolim_m,0.0031008811866497185
34,flux_aper_lolim,0.0028530297838659656
35,flux_aper_s,0.0027417367228055422
36,hard_ms,0.002483154725802633
37,flux_aper_m,0.002201283488569489
38,flux_aper_lolim_u,0.002180688977485514
39,photflux_aper_m,0.0021725061889323024
40,flux_aper_u,0.002145087536333615
41,photflux_aper_hilim,0.0021245266106772
42,ks_prob,0.0021089916361219344
43,kp_prob,0.0020630115755537488
44,flux_aper_hilim_u,0.0018284158124857728
45,photflux_aper_hilim_m,0.0017602595327984559
46,flux_aper_hilim_m,0.0017541847421555404
47,flux_aper_b,0.0015006738122081992
48,flux_aper,0.0013469241068308606
49,flux_aper_hilim_b,0.0013443314826252298
50,flux_aper_hilim,0.0012035145139460725
51,photflux_aper_hilim_u,0.0011401379557031827
52,photflux_aper_u,0.0007666198598589854
