,SRC_ID,A_NAME,"A_NAME_ALT
",A_RA,A_DEC,A_SOURCE_TYPE,A_SOURCE_TYPE_FLAG,B_NAME,B_RA,B_DEC,XOFFSET_,SRC_ID,src_pred
144,TC0145,CXOGLB J002352.3-720311,[GHE2001] W333,5.968042,-72.05315,             ,                  ,2CXO J002352.3-720311,5.967987,-72.05315,0.001,TC0150,PULSAR
145,TC0146,CXOGLB J002352.4-720533,[GHE2001] W89 ,5.968575,-72.09259200000001,             ,                  ,2CXO J002352.4-720533,5.968617,-72.092619,0.002,TC0151,PULSAR
146,TC0147,CXOGLB J002353.3-720707,[GHE2001] W188,5.972721,-72.118864,             ,                  ,2CXO J002353.4-720708,5.972677,-72.118945,0.005,TC0152,PULSAR
147,TC0148,CXOGLB J002353.4-720511,[GHE2001] W65 ,5.973008,-72.08651400000001,             ,                  ,2CXO J002353.5-720511,5.973032,-72.086527,0.001,TC0154,PULSAR
148,TC0149,CXOGLB J002354.5-720355,[GHE2001] W331,5.977379,-72.065386,             ,                  ,2CXO J002354.5-720355,5.977498000000001,-72.065538,0.009000000000000001,TC0155,PULSAR
149,TC0150,CXOGLB J002354.5-720607,[GHE2001] W145,5.977446,-72.10217800000001,             ,                  ,2CXO J002354.6-720607,5.977508,-72.10216700000001,0.001,TC0156,PULSAR
150,TC0151,CXOGLB J002354.9-720433,[GHE2001] W329,5.979092,-72.076044,             ,                  ,2CXO J002354.9-720434,5.979113,-72.076193,0.009000000000000001,TC0157,PULSAR
151,TC0152,CXOGLB J002356.3-720437,[GHE2001] W328,5.984646,-72.077047,             ,                  ,2CXO J002356.3-720437,5.984622,-72.07713199999999,0.005,TC0158,PULSAR
152,,,,,,,,,,,,TC0159,PULSAR
153,TC0154,CXOGLB J002356.8-720504,[GHE2001] W326,5.98665,-72.084536,             ,                  ,2CXO J002356.8-720504,5.986843,-72.084574,0.004,TC0161,CV
154,TC0155,CXOGLB J002356.9-720224,[GHE2001] W170,5.987404,-72.040231,             ,                  ,2CXO J002356.9-720224,5.9874279999999995,-72.040261,0.002,TC0162,PULSAR
155,TC0156,CXOGLB J002356.9-720224,[GHE2001] W170,5.987275,-72.040219,             ,                  ,2CXO J002356.9-720224,5.9874279999999995,-72.040261,0.004,TC0163,CV
156,TC0157,CXOGLB J002356.9-720341,[GHE2001] W187,5.987146,-72.06141099999999,             ,                  ,2CXO J002356.9-720341,5.9871870000000005,-72.061499,0.005,TC0164,CV
157,TC0158,CXOGLB J002357.6-720542,[GHE2001] W102,5.990283,-72.095256,             ,                  ,2CXO J002357.6-720543,5.990223,-72.095283,0.002,TC0165,CV
158,TC0159,CXOGLB J002357.7-720414,[GHE2001] W324,5.9905919999999995,-72.070639,             ,                  ,2CXO J002357.7-720414,5.990531,-72.07061,0.002,TC0166,CV
159,,,,,,,,,,,,TC0168,CV
160,TC0161,CXOGLB J002357.8-720452,[GHE2001] W87 ,5.990946,-72.081361,             ,                  ,2CXO J002357.8-720452,5.991115,-72.08135899999999,0.003,TC0170,CV
161,TC0162,CXOGLB J002357.9-720513,[GHE2001] W323,5.991229,-72.086961,             ,                  ,2CXO J002357.8-720513,5.991127,-72.086958,0.002,TC0172,CV
162,TC0163,CXOGLB J002358.2-720538,[GHE2001] W322,5.992708,-72.094022,             ,                  ,2CXO J002358.3-720538,5.992928,-72.09409000000001,0.006,TC0173,PULSAR
163,TC0164,CXOGLB J002358.6-720225,[GHE2001] W320,5.994154,-72.040456,             ,                  ,2CXO J002358.5-720225,5.993824,-72.040465,0.006,TC0174,CV
164,TC0165,CXOGLB J002358.6-720436,[GHE2001] W321,5.9943290000000005,-72.076689,             ,                  ,2CXO J002358.7-720436,5.994653,-72.076693,0.006,TC0176,CV
165,TC0166,CXOGLB J002358.7-720447,[GHE2001] W319,5.994875,-72.079847,             ,                  ,2CXO J002358.7-720447,5.994977,-72.079914,0.004,TC0177,CV
166,,,,,,,,,,,,TC0180,CV
167,TC0168,CXOGLB J002359.3-720448,[GHE2001] W62 ,5.997142,-72.08006400000001,             ,                  ,2CXO J002359.3-720448,5.997318,-72.080057,0.003,TC0181,PULSAR
168,,,,,,,,,,,,TC0182,PULSAR
169,TC0170,CXOGLB J002359.3-720648,[GHE2001] W317,5.997317,-72.113528,             ,                  ,2CXO J002359.4-720648,5.997532,-72.113484,0.005,TC0183,CV
170,,,,,,,,,,,,TC0184,PULSAR
171,TC0172,CXOGLB J002359.9-720504,[GHE2001] W61 ,5.999629,-72.08461700000001,             ,                  ,2CXO J002359.9-720504,5.999773,-72.08463,0.003,TC0185,PULSAR
172,TC0173,CXOGLB J002359.9-720513,[GHE2001] W60 ,5.999725,-72.08698299999999,             ,                  ,2CXO J002359.9-720513,5.999807,-72.087036,0.004,TC0186,CV
173,TC0174,CXOGLB J002359.9-720531,[GHE2001] W101,5.999912,-72.09219399999999,             ,                  ,2CXO J002359.9-720532,5.999944999999999,-72.092238,0.003,TC0187,CV
174,,,,,,,,,,,,TC0188,PULSAR
175,TC0176,CXOGLB J002400.4-720448,[GHE2001] W205,6.001646,-72.07999699999999,             ,                  ,2CXO J002400.4-720448,6.001914,-72.08001999999999,0.005,TC0190,CV
176,TC0177,CXOGLB J002400.3-720546,[GHE2001] W84 ,6.001604,-72.09625799999999,             ,                  ,2CXO J002400.4-720546,6.001806,-72.096292,0.004,TC0191,PULSAR
177,,,,,,,,,,,,TC0192,CV
178,,,,,,,,,,,,TC0193,CV
179,TC0180,CXOGLB J002400.9-720414,[GHE2001] W83 ,6.0042,-72.07056899999999,             ,                  ,2CXO J002400.9-720414,6.00405,-72.07056999999999,0.003,TC0194,CV
180,TC0181,CXOGLB J002401.1-720530,[GHE2001] W309,6.004621,-72.09174399999999,             ,                  ,2CXO J002401.1-720530,6.004664,-72.091836,0.006,TC0195,CV
181,TC0182,CXOGLB J002401.3-720427,[GHE2001] W100,6.005429,-72.07423299999999,             ,                  ,2CXO J002401.3-720427,6.005555,-72.07423399999999,0.002,TC0196,PULSAR
182,TC0183,CXOGLB J002401.3-720445,[GHE2001] W57 ,6.005683,-72.07934200000001,             ,                  ,2CXO J002401.3-720445,6.005779,-72.079374,0.003,TC0197,CV
183,TC0184,CXOGLB J002401.3-720448,[GHE2001] W307,6.0054669999999994,-72.080053,             ,                  ,2CXO J002401.3-720448,6.00559,-72.080101,0.004,TC0198,PULSAR
184,TC0185,CXOGLB J002401.2-720650,[GHE2001] W308,6.005317,-72.113886,             ,                  ,2CXO J002401.3-720650,6.005809999999999,-72.11392099999999,0.009000000000000001,TC0199,CV
185,TC0186,CXOGLB J002401.3-720504,[GHE2001] W306,6.005783,-72.084536,             ,                  ,2CXO J002401.4-720504,6.0058940000000005,-72.08456899999999,0.003,TC0201,CV
186,TC0187,CXOGLB J002401.6-720257,[GHE2001] W143,6.007029,-72.049356,             ,                  ,2CXO J002401.6-720257,6.007048999999999,-72.04940500000001,0.003,TC0202,PULSAR
187,TC0188,CXOGLB J002401.7-720512,[GHE2001] W81 ,6.00725,-72.08676700000001,             ,                  ,2CXO J002401.7-720512,6.007215,-72.086781,0.001,TC0203,PULSAR
188,,,,,,,,,,,,TC0204,CV
189,TC0190,CXOGLB J002402.5-720434,[GHE2001] W303,6.0107669999999995,-72.076219,             ,                  ,2CXO J002402.6-720434,6.010898,-72.076291,0.005,TC0205,PULSAR
190,TC0191,CXOGLB J002402.6-720441,[GHE2001] W80 ,6.010979,-72.078128,             ,                  ,2CXO J002402.6-720441,6.0110790000000005,-72.078182,0.004,TC0206,CV
191,TC0192,CXOGLB J002402.6-720538,[GHE2001] W52 ,6.011008,-72.094039,             ,                  ,2CXO J002402.6-720538,6.011108999999999,-72.094063,0.002,TC0207,CV
192,TC0193,CXOGLB J002403.0-720426,[GHE2001] W50 ,6.012963,-72.074039,             ,                  ,2CXO J002403.1-720426,6.012946,-72.07406999999999,0.002,TC0208,CV
193,TC0194,CXOGLB J002403.2-720429,[GHE2001] W48 ,6.0133790000000005,-72.07489699999999,             ,                  ,2CXO J002403.2-720429,6.013351,-72.07491999999999,0.001,TC0209,PULSAR
194,TC0195,CXOGLB J002403.3-720524,[GHE2001] W301,6.013733,-72.090183,             ,                  ,2CXO J002403.3-720524,6.01387,-72.090212,0.003,TC0210,PULSAR
195,TC0196,CXOGLB J002403.5-720441,[GHE2001] W79 ,6.014858,-72.078175,             ,                  ,2CXO J002403.6-720441,6.015057,-72.078176,0.004,TC0211,CV
196,TC0197,CXOGLB J002403.6-720522,[GHE2001] W78 ,6.0152209999999995,-72.089589,             ,                  ,2CXO J002403.7-720522,6.015492,-72.089606,0.005,TC0212,CV
197,TC0198,CXOGLB J002403.7-720516,[GHE2001] W169,6.015766999999999,-72.08802800000001,             ,                  ,2CXO J002403.8-720517,6.015948000000001,-72.088086,0.005,TC0213,PULSAR
198,TC0199,CXOGLB J002404.4-720432,[GHE2001] W297,6.018696,-72.075631,             ,                  ,2CXO J002404.5-720432,6.01904,-72.07566700000001,0.006999999999999999,TC0214,CV
199,,,,,,,,,,,,TC0215,PULSAR
200,TC0201,CXOGLB J002404.6-720434,[GHE2001] W40 ,6.0193330000000005,-72.076272,             ,                  ,2CXO J002404.6-720434,6.019399,-72.07625999999999,0.001,TC0216,PULSAR
201,TC0202,CXOGLB J002404.6-720509,[GHE2001] W295,6.0194540000000005,-72.085944,             ,                  ,2CXO J002404.6-720509,6.019508999999999,-72.085948,0.001,TC0217,PULSAR
202,TC0203,CXOGLB J002404.9-720437,[GHE2001] W203,6.020542,-72.077017,             ,                  ,2CXO J002404.9-720437,6.020611,-72.07704,0.002,TC0219,CV
203,TC0204,CXOGLB J002404.9-720454,[GHE2001] W293,6.020779,-72.081653,             ,                  ,2CXO J002404.9-720454,6.020764,-72.081685,0.002,TC0220,CV
204,TC0205,CXOGLB J002404.9-720522,[GHE2001] W294,6.020562,-72.089603,             ,                  ,2CXO J002404.9-720522,6.020605000000001,-72.089642,0.002,TC0221,PULSAR
205,TC0206,CXOGLB J002404.9-720329,[GHE2001] W292,6.020787,-72.058289,             ,                  ,2CXO J002405.0-720330,6.020906,-72.058396,0.006999999999999999,TC0222,CV
206,TC0207,CXOGLB J002405.0-720443,[GHE2001] W202,6.0208330000000005,-72.078886,             ,                  ,2CXO J002405.0-720443,6.020980000000001,-72.078841,0.004,TC0223,PULSAR
207,TC0208,CXOGLB J002405.1-720435,[GHE2001] W290,6.021242,-72.076447,             ,                  ,2CXO J002405.1-720435,6.021261,-72.076491,0.003,TC0224,CV
208,TC0209,CXOGLB J002405.2-720315,[GHE2001] W288,6.021975,-72.054383,             ,                  ,2CXO J002405.2-720315,6.021882,-72.054443,0.004,TC0225,CV
209,TC0210,CXOGLB J002405.9-720510,[GHE2001] W285,6.024733,-72.086325,             ,                  ,2CXO J002405.9-720510,6.024801999999999,-72.086386,0.004,TC0226,PULSAR
210,TC0211,CXOGLB J002406.1-720451,[GHE2001] W283,6.025571,-72.08095300000001,             ,                  ,2CXO J002406.1-720451,6.025752,-72.08099,0.004,TC0227,CV
211,TC0212,CXOGLB J002406.1-720542,[GHE2001] W282,6.025717,-72.095233,             ,                  ,2CXO J002406.1-720542,6.025797,-72.095261,0.002,TC0228,PULSAR
212,TC0213,CXOGLB J002406.0-720725,[GHE2001] W284,6.025354,-72.123733,             ,                  ,2CXO J002406.1-720725,6.025435,-72.123746,0.002,TC0229,CV
213,TC0214,CXOGLB J002406.3-720439,[GHE2001] W351,6.026441999999999,-72.077489,             ,                  ,2CXO J002406.3-720439,6.026591000000001,-72.077505,0.003,TC0230,PULSAR
214,TC0215,CXOGLB J002406.5-720451,[GHE2001] W279,6.026892,-72.080833,             ,                  ,2CXO J002406.4-720451,6.026713,-72.081007,0.011000000000000001,TC0231,CV
215,TC0216,CXOGLB J002406.5-720451,[GHE2001] W279,6.026892,-72.080833,             ,                  ,2CXO J002406.5-720450,6.027229,-72.080783,0.006999999999999999,TC0232,PULSAR
216,TC0217,CXOGLB J002406.6-720453,[GHE2001] W277,6.0277330000000005,-72.08149399999999,             ,                  ,2CXO J002406.6-720453,6.027839,-72.081529,0.003,TC0233,PULSAR
217,,,,,,,,,,,,TC0235,CV
218,TC0219,CXOGLB J002407.0-720442,[GHE2001] W201,6.029417,-72.07852199999999,             ,                  ,2CXO J002407.0-720442,6.029553,-72.07854,0.003,TC0236,PULSAR
219,TC0220,CXOGLB J002407.1-720507,[GHE2001] W200,6.029821,-72.085339,             ,                  ,2CXO J002407.1-720507,6.029991000000001,-72.085328,0.003,TC0237,CV
220,TC0221,CXOGLB J002407.2-720454,[GHE2001] W199,6.030125,-72.081864,             ,                  ,2CXO J002407.2-720454,6.030197,-72.081825,0.003,TC0238,CV
221,TC0222,CXOGLB J002407.5-720417,[GHE2001] W270,6.031467,-72.071611,             ,                  ,2CXO J002407.5-720417,6.031461,-72.071606,0.0,TC0239,CV
222,TC0223,CXOGLB J002407.7-720431,[GHE2001] W269,6.032204,-72.075344,             ,                  ,2CXO J002407.7-720431,6.032337999999999,-72.07538100000001,0.003,TC0240,CV
223,TC0224,CXOGLB J002408.1-720447,[GHE2001] W265,6.033762,-72.07996700000001,             ,                  ,2CXO J002407.9-720448,6.033256,-72.08014,0.013999999999999999,TC0241,CV
224,TC0225,CXOGLB J002408.1-720447,[GHE2001] W265,6.033762,-72.07996700000001,             ,                  ,2CXO J002408.1-720447,6.034109,-72.079929,0.006999999999999999,TC0242,CV
225,TC0226,CXOGLB J002408.0-720451,[GHE2001] W197,6.033625,-72.080811,             ,                  ,2CXO J002408.1-720451,6.033777,-72.080884,0.005,TC0243,NS
226,TC0227,CXOGLB J002408.3-720433,[GHE2001] W263,6.0346,-72.076072,             ,                  ,2CXO J002408.3-720434,6.034756,-72.07611700000001,0.004,TC0244,PULSAR
227,TC0228,CXOGLB J002408.5-720456,[GHE2001] W261,6.0355419999999995,-72.08229399999999,             ,                  ,2CXO J002408.5-720456,6.035546,-72.082327,0.002,TC0245,CV
228,TC0229,CXOGLB J002408.5-720708,[GHE2001] W186,6.035621,-72.118925,             ,                  ,2CXO J002408.5-720708,6.03581,-72.11901800000001,0.006999999999999999,TC0246,CV
229,TC0230,CXOGLB J002408.6-720449,[GHE2001] W260,6.036133,-72.080392,             ,                  ,2CXO J002408.6-720449,6.036119,-72.08046,0.004,TC0247,CV
230,TC0231,CXOGLB J002409.2-720511,[GHE2001] W259,6.0385919999999995,-72.086414,             ,                  ,2CXO J002409.2-720511,6.0387379999999995,-72.086435,0.003,TC0248,CV
231,TC0232,CXOGLB J002410.7-720418,[GHE2001] W254,6.044975,-72.071881,             ,                  ,2CXO J002410.7-720418,6.044986,-72.071936,0.003,TC0249,CV
232,TC0233,CXOGLB J002410.5-720444,[GHE2001] W255,6.044137,-72.078939,             ,                  ,2CXO J002410.7-720444,6.044585,-72.079104,0.013000000000000001,TC0250,PULSAR
233,,,,,,,,,,,,TC0251,PULSAR
234,TC0235,CXOGLB J002410.9-720505,[GHE2001] W253,6.045717,-72.084722,             ,                  ,2CXO J002410.9-720504,6.04582,-72.08471899999999,0.002,TC0252,CV
235,TC0236,CXOGLB J002411.3-720451,[GHE2001] W250,6.047167,-72.080828,             ,                  ,2CXO J002411.3-720451,6.0471129999999995,-72.080895,0.004,TC0253,CV
236,TC0237,CXOGLB J002411.5-720224,[GHE2001] W118,6.047958,-72.040103,             ,                  ,2CXO J002411.5-720224,6.048074,-72.040134,0.003,TC0254,PULSAR
237,TC0238,CXOGLB J002411.7-720518,[GHE2001] W249,6.049029,-72.08836099999999,             ,                  ,2CXO J002411.7-720518,6.048916999999999,-72.08835400000001,0.002,TC0255,NS
238,TC0239,CXOGLB J002412.1-720455,[GHE2001] W196,6.050587,-72.08195,             ,                  ,2CXO J002412.1-720455,6.05061,-72.081972,0.001,TC0256,CV
239,TC0240,CXOGLB J002412.9-720445,[GHE2001] W245,6.053775,-72.079228,             ,                  ,2CXO J002412.8-720445,6.053648,-72.079313,0.006,TC0258,CV
240,TC0241,CXOGLB J002413.7-720302,[GHE2001] W117,6.057471,-72.05060300000001,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.003,TC0259,PULSAR
241,TC0242,CXOGLB J002413.7-720302,[GHE2001] W117,6.057408000000001,-72.05059200000001,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.004,TC0260,CV
242,TC0243,CXOGLB J002414.2-720308,[GHE2001] W241,6.059204,-72.052203,             ,                  ,2CXO J002414.1-720308,6.058987999999999,-72.052309,0.008,TC0261,CV
243,TC0244,CXOGLB J002414.5-720653,[GHE2001] W240,6.06065,-72.114864,             ,                  ,2CXO J002414.5-720653,6.060579,-72.11490699999999,0.003,TC0262,CV
244,TC0245,CXOGLB J002415.2-720433,[GHE2001] W195,6.063346,-72.075906,             ,                  ,2CXO J002415.2-720433,6.0634,-72.075965,0.004,TC0263,PULSAR
245,TC0246,CXOGLB J002415.4-720646,[GHE2001] W139,6.064271,-72.112997,             ,                  ,2CXO J002415.4-720646,6.06426,-72.11300899999999,0.001,TC0264,PULSAR
246,TC0247,CXOGLB J002415.7-720307,[GHE2001] W166,6.065508,-72.051992,             ,                  ,2CXO J002415.7-720307,6.065678,-72.05202,0.004,TC0265,CV
247,TC0248,CXOGLB J002416.0-720412,[GHE2001] W235,6.066858,-72.070167,             ,                  ,2CXO J002416.0-720412,6.066707,-72.070192,0.003,TC0266,CV
248,TC0249,CXOGLB J002417.2-720302,[GHE2001] W116,6.071825,-72.050764,             ,                  ,2CXO J002417.2-720302,6.071885,-72.050789,0.002,TC0267,PULSAR
249,TC0250,CXOGLB J002418.0-720618,[GHE2001] W231,6.075283,-72.10525600000001,             ,                  ,2CXO J002418.1-720619,6.075444,-72.10532099999999,0.005,TC0268,PULSAR
250,TC0251,CXOGLB J002418.4-720334,[GHE2001] W229,6.077025,-72.059678,             ,                  ,2CXO J002418.4-720334,6.0770230000000005,-72.05970400000001,0.002,TC0269,PULSAR
251,TC0252,CXOGLB J002418.7-720225,[GHE2001] W227,6.078071,-72.040444,             ,                  ,2CXO J002418.7-720225,6.07799,-72.040475,0.002,TC0270,CV
252,TC0253,CXOGLB J002419.3-720334,[GHE2001] W114,6.0806830000000005,-72.059661,             ,                  ,2CXO J002419.3-720334,6.080757,-72.059679,0.002,TC0271,CV
253,TC0254,CXOGLB J002419.7-720349,[GHE2001] W226,6.082088,-72.063781,             ,                  ,2CXO J002419.7-720349,6.082167,-72.063778,0.001,TC0272,CV
254,TC0255,CXOGLB J002420.9-720518,[GHE2001] W223,6.087233,-72.088592,             ,                  ,2CXO J002420.9-720518,6.087209,-72.08860899999999,0.001,TC0273,PULSAR
255,TC0256,CXOGLB J002421.4-720433,[GHE2001] W221,6.089321,-72.075878,             ,                  ,2CXO J002421.4-720433,6.089338,-72.075864,0.001,,
257,TC0258,CXOGLB J002422.5-720423,[GHE2001] W219,6.0938669999999995,-72.073269,             ,                  ,2CXO J002422.5-720423,6.093951000000001,-72.07330300000001,0.003,,
258,TC0259,CXOGLB J002422.7-720328,[GHE2001] W218,6.0948,-72.058017,             ,                  ,2CXO J002422.7-720328,6.094949,-72.058009,0.003,,
259,TC0260,CXOGLB J002425.8-720703,[GHE2001] W113,6.107683,-72.117644,             ,                  ,2CXO J002425.8-720703,6.107757,-72.11766899999999,0.002,,
260,TC0261,CXOGLB J002428.3-720601,[GHE2001] W214,6.118204,-72.10045600000001,             ,                  ,2CXO J002428.4-720601,6.118449,-72.100448,0.005,,
261,TC0262,CXOGLB J002428.9-720256,[GHE2001] W160,6.120658000000001,-72.04907800000001,             ,                  ,2CXO J002428.9-720256,6.120737,-72.049041,0.003,,
262,TC0263,CXOGLB J002429.9-720643,[GHE2001] W213,6.124646,-72.112086,             ,                  ,2CXO J002429.9-720643,6.124865,-72.112054,0.004,,
263,TC0264,CXOGLB J002430.6-720532,[GHE2001] W212,6.127637,-72.092331,             ,                  ,2CXO J002430.5-720532,6.127190000000001,-72.092241,0.01,,
264,TC0265,CXOGLB J002431.3-720618,[GHE2001] W159,6.1305,-72.105056,             ,                  ,2CXO J002431.3-720618,6.13056,-72.105166,0.006999999999999999,,
265,TC0266,CXOGLB J002431.7-720538,[GHE2001] W181,6.132454,-72.09393100000001,             ,                  ,2CXO J002431.8-720538,6.132521,-72.093948,0.002,,
266,TC0267,CXOGLB J002432.5-720557,[GHE2001] W180,6.135425,-72.09938299999999,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.002,,
267,TC0268,CXOGLB J002432.5-720557,[GHE2001] W180,6.135542,-72.099456,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.003,,
268,TC0269,CXOGLB J002432.6-720622,[GHE2001] W209,6.136054,-72.106342,             ,                  ,2CXO J002432.6-720622,6.135947,-72.106219,0.008,,
269,TC0270,CXOGLB J002434.1-720333,[GHE2001] W193,6.142454,-72.059333,             ,                  ,2CXO J002434.1-720333,6.142426,-72.05931700000001,0.001,,
270,TC0271,CXOGLB J002434.9-720501,[GHE2001] W132,6.146125,-72.083867,             ,                  ,2CXO J002435.0-720501,6.146026999999999,-72.083838,0.003,,
271,TC0272,CXOGLB J002434.9-720501,[GHE2001] W132,6.145787,-72.083811,             ,                  ,2CXO J002435.0-720501,6.146026999999999,-72.083838,0.005,,
272,TC0273,CXOGLB J002437.1-720517,[GHE2001] W207,6.154792,-72.088042,             ,                  ,2CXO J002437.1-720516,6.154886,-72.088021,0.002,,
