#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J120550.2+020131, 12 05 50.21,+02 01 31.72,FALSE,1.644E-05,2.929E-06,1.979E-06,8.131E-06,3.172E-14,1.527E-14,5.059E-15,1.339E-14,1.644E-05,2.929E-06,1.979E-06,8.131E-06,3.172E-14,1.527E-14,5.059E-15,1.339E-14,3.637E-14,         ,         ,1.412E-14,4.571E-14,         ,         ,1.269E-14,3.622E-14,         ,         ,1.379E-14,4.477E-14,         ,         ,1.363E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2786,         ,         ,-0.6246,         ,         ,0.83,         ,         ,0.738
 2CXO J120746.1+430736, 12 07 46.15,+43 07 36.80,FALSE,2.347E-05,1.389E-05,1.129E-06,3.034E-06,1.717E-13,1.67E-13,4.664E-15,4.667E-15,2.347E-05,1.389E-05,1.129E-06,3.034E-06,1.717E-13,1.67E-13,4.664E-15,4.667E-15,5.51E-14,9.583E-14,         ,6.005E-15,6.262E-14,8.354E-14,         ,4.852E-15,5.357E-14,8.946E-14,         ,5.728E-15,6.469E-14,1.075E-13,         ,5.568E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.8495,         ,         ,-0.5097,         ,         ,0.518,0.902,         ,0.465
 2CXO J120907.3+135630, 12 09 07.32,+13 56 30.70,FALSE,2.248E-05,3.028E-06,3.576E-06,1.237E-05,5.92E-14,2.051E-14,9.262E-15,3.277E-14,2.248E-05,3.028E-06,3.576E-06,1.237E-05,5.92E-14,2.051E-14,9.262E-15,3.277E-14,5.131E-14,1.865E-14,8.518E-15,2.266E-14,5.597E-14,1.642E-14,8.957E-15,1.768E-14,4.948E-14,1.749E-14,8.586E-15,2.142E-14,5.906E-14,2.079E-14,8.677E-15,2.068E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.04,         ,         ,-0.5696,         ,         ,0.538,0.098,0.306,0.39
 2CXO J120913.6+433920, 12 09 13.61,+43 39 21.00,FALSE,0.0002641,7.571E-05,4.975E-05,7.929E-05,7.101E-13,4.696E-13,1.213E-13,1.314E-13,0.0002641,7.571E-05,4.975E-05,7.929E-05,7.101E-13,4.696E-13,1.213E-13,1.314E-13,6.023E-13,4.882E-13,1.202E-13,1.415E-13,7.396E-13,4.219E-13,1.249E-13,1.246E-13,5.967E-13,4.536E-13,1.209E-13,1.376E-13,7.331E-13,5.479E-13,1.221E-13,1.354E-13,6.275E-13,1.621,4.718,0.000121,1.2,4.663E-13,0.6615,1.065E-06,0.0002579,3.392,6.45E-13,9.337,0.7054,0.0001494,1.146,0.2124,         ,         ,-0.2324,         ,         ,0.074,0.503,0.421,0.364
 2CXO J121054.0+140928, 12 10 54.08,+14 09 28.01,FALSE,1.029E-05,3.093E-06,0,5.648E-06,2.457E-14,1.237E-14,0,1.162E-14,1.029E-05,3.093E-06,0,5.648E-06,2.457E-14,1.237E-14,0,1.162E-14,2.348E-14,         ,         ,9.977E-15,2.498E-14,         ,         ,7.553E-15,2.25E-14,         ,         ,9.361E-15,2.678E-14,         ,         ,8.955E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.9994,         ,         ,-0.9994,         ,         ,0.367,         ,         ,0.133
 2CXO J121359.2+293617, 12 13 59.29,+29 36 17.43,FALSE,4.794E-05,9.431E-06,1.28E-05,1.631E-05,1.412E-13,8.048E-14,2.788E-14,3.829E-14,4.794E-05,9.431E-06,1.28E-05,1.631E-05,1.412E-13,8.048E-14,2.788E-14,3.829E-14,1.138E-13,5.485E-14,2.781E-14,2.903E-14,1.137E-13,4.812E-14,2.902E-14,2.06E-14,1.077E-13,5.145E-14,2.8E-14,2.682E-14,1.258E-13,6.114E-14,2.831E-14,2.536E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1449,         ,         ,-0.1474,         ,         ,0.36,0.812,0.043,0.122
 2CXO J121417.8+293143, 12 14 17.82,+29 31 43.04,FALSE,0.0001544,8.746E-05,7.884E-06,2.391E-05,1.027E-12,9.598E-13,2.245E-14,6.673E-14,0.0001544,8.746E-05,7.884E-06,2.391E-05,1.027E-12,9.598E-13,2.245E-14,6.673E-14,4.308E-13,5.985E-13,2.034E-14,5.121E-14,4.362E-13,5.287E-13,2.141E-14,3.694E-14,4.09E-13,5.625E-13,2.051E-14,4.751E-14,4.779E-13,6.664E-13,2.07E-14,4.521E-14,8.018E-13,-0.681,7.536E-06,7.624E-06,2.284,6.575E-13,9.038,1.708E-06,6.967E-07,2.419,7.132E-13,100,710.6,0.0005095,5.834,0.8357,         ,         ,-0.5209,         ,         ,0.953,0.97,0.562,0.107
 2CXO J121418.2+293146, 12 14 18.25,+29 31 46.21,FALSE,4.954E-06,0,1.043E-06,4.07E-06,1.277E-14,         ,2.76E-15,1.112E-14,4.954E-06,0,1.043E-06,4.07E-06,1.277E-14,         ,2.76E-15,1.112E-14,1.383E-14,         ,         ,8.72E-15,1.401E-14,         ,         ,6.29E-15,1.313E-14,         ,         ,8.09E-15,1.535E-14,         ,         ,7.696E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,         ,         ,-0.6596,         ,         ,0.039,         ,         ,0.035
 2CXO J121426.5+143843, 12 14 26.54,+14 38 43.74,FALSE,0.0001937,4.411E-05,3.781E-05,6.743E-05,5.518E-13,3.205E-13,9.563E-14,1.421E-13,0.0001937,4.411E-05,3.781E-05,6.743E-05,5.518E-13,3.205E-13,9.563E-14,1.421E-13,5.203E-13,3.173E-13,1.003E-13,1.399E-13,5.448E-13,2.758E-13,1.042E-13,1.037E-13,4.966E-13,2.966E-13,1.009E-13,1.306E-13,5.901E-13,3.546E-13,1.024E-13,1.242E-13,4.723E-13,1.934,8.994,0.0001249,1.158,2.839E-13,0.5037,2.264E-06,0.0004974,3.723,4.525E-13,5.376,2.499E-06,0.000125,1.279,0.0787,         ,         ,-0.2886,         ,         ,0.295,0.186,0.44,0.057
 2CXO J121432.7+142214, 12 14 32.79,+14 22 14.53,FALSE,6.573E-05,1.278E-05,1.103E-05,2.282E-05,1.493E-13,7.655E-14,2.764E-14,4.822E-14,6.573E-05,1.278E-05,1.103E-05,2.282E-05,1.493E-13,7.655E-14,2.764E-14,4.822E-14,1.394E-13,8.106E-14,2.68E-14,4.041E-14,1.613E-13,7.103E-14,2.812E-14,3.314E-14,1.361E-13,7.593E-14,2.7E-14,3.866E-14,1.65E-13,9.039E-14,2.735E-14,3.761E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0824,         ,         ,-0.3535,         ,         ,0.908,0.687,0.911,0.345
 2CXO J121529.5+142841, 12 15 29.59,+14 28 41.93,FALSE,0.0001249,3.243E-05,2.453E-05,4.137E-05,3.82E-13,2.402E-13,6.267E-14,         ,0.0001249,3.243E-05,2.453E-05,4.137E-05,3.82E-13,2.402E-13,6.267E-14,         ,3.184E-13,2.153E-13,6.11E-14,7.844E-14,3.709E-13,1.85E-13,6.339E-14,6.595E-14,3.111E-13,1.994E-13,6.148E-14,7.542E-14,3.806E-13,2.426E-13,6.199E-14,7.369E-14,3.146E-13,1.545,0.6378,5.856E-05,0.668,2.09E-13,0.5633,1.997E-06,0.0002228,3.128,3.246E-13,8.984,5.824E-07,7.871E-05,0.721,0.1412,         ,         ,-0.2548,         ,         ,0.674,0.032,0.529,0.748
 2CXO J121727.9+115504, 12 17 27.98,+11 55 04.36,FALSE,5.789E-05,1.015E-05,1.008E-05,2.285E-05,1.182E-13,5.456E-14,2.398E-14,4.198E-14,5.789E-05,1.015E-05,1.008E-05,2.285E-05,1.182E-13,5.456E-14,2.398E-14,4.198E-14,1.312E-13,6.587E-14,2.461E-14,4.07E-14,1.623E-13,5.677E-14,2.56E-14,3.607E-14,1.301E-13,6.111E-14,2.477E-14,3.963E-14,1.607E-13,7.408E-14,2.499E-14,3.908E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0212,         ,         ,-0.4022,         ,         ,0.614,0.417,0.804,0.609
 2CXO J121807.1+295611, 12 18 07.16,+29 56 11.75,FALSE,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
 2CXO J121843.3+153617, 12 18 43.39,+15 36 17.20,FALSE,0.0001382,3.448E-05,2.932E-05,4.917E-05,4.718E-13,3.231E-13,7.326E-14,9.546E-14,0.0001382,3.448E-05,2.932E-05,4.917E-05,4.718E-13,3.231E-13,7.326E-14,9.546E-14,3.443E-13,2.221E-13,7.107E-14,9.167E-14,3.997E-13,1.919E-13,7.361E-14,7.72E-14,3.367E-13,2.064E-13,7.149E-14,8.818E-14,4.1E-13,2.493E-13,7.215E-14,8.613E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0862,         ,         ,-0.2598,         ,         ,0.592,0.205,0.646,0.816
 2CXO J121845.6+293427, 12 18 45.67,+29 34 27.53,FALSE,3.933E-05,8.631E-06,1.022E-05,9.683E-06,0,0,2.647E-14,1.536E-14,3.933E-05,8.631E-06,1.022E-05,9.683E-06,0,0,2.647E-14,1.536E-14,8.216E-14,         ,2.476E-14,1.588E-14,1.068E-13,         ,2.571E-14,1.438E-14,8.229E-14,         ,2.492E-14,1.557E-14,1.031E-13,         ,2.511E-14,1.544E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.04,         ,         ,0.0062,         ,         ,0.948,         ,0.901,0.086
 2CXO J121936.3+144348, 12 19 36.31,+14 43 48.17,FALSE,1.269E-05,0,3.196E-06,7.24E-06,1.171E-14,0,9.464E-15,1.917E-14,1.269E-05,0,3.196E-06,7.24E-06,1.171E-14,0,9.464E-15,1.917E-14,3.257E-14,         ,8.211E-15,1.454E-14,3.461E-14,         ,8.613E-15,1.106E-14,3.119E-14,         ,8.274E-15,1.366E-14,3.72E-14,         ,8.361E-15,1.312E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,         ,         ,-0.4285,         ,         ,0.614,         ,0.308,0.07
 2CXO J121946.5+145259, 12 19 46.54,+14 52 59.07,FALSE,7.491E-05,1.142E-05,1.504E-05,3.526E-05,1.741E-13,6.394E-14,3.652E-14,7.508E-14,7.491E-05,1.142E-05,1.504E-05,3.526E-05,1.741E-13,6.394E-14,3.652E-14,7.508E-14,1.919E-13,7.406E-14,3.665E-14,6.643E-14,2.197E-13,6.38E-14,3.793E-14,5.539E-14,1.87E-13,6.871E-14,3.686E-14,6.376E-14,2.275E-13,8.331E-14,3.717E-14,6.217E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1299,         ,         ,-0.4085,         ,         ,0.212,0.126,0.241,0.503
 2CXO J122003.6+752145, 12 20 03.68,+75 21 45.86,FALSE,1.9E-05,3.977E-06,3.654E-06,7.395E-06,4.641E-14,2.44E-14,8.92E-15,1.36E-14,1.9E-05,3.977E-06,3.654E-06,7.395E-06,4.641E-14,2.44E-14,8.92E-15,1.36E-14,4.592E-14,2.588E-14,8.9E-15,1.349E-14,5.472E-14,2.235E-14,9.23E-15,1.163E-14,4.517E-14,2.404E-14,8.955E-15,1.305E-14,5.536E-14,2.905E-14,9.033E-15,1.28E-14,4.075E-14,1.872,1.225E-05,8.97E-06,1.736,2.11E-14,0.4095,2.607E-06,8.739E-05,5.109,3.651E-14,3.921,7.657E-07,1.136E-05,2.09,0.0537,         ,         ,-0.3435,         ,         ,0.174,0.206,0.688,0.319
 2CXO J122048.2+751807, 12 20 48.23,+75 18 07.44,FALSE,2.268E-05,4.112E-06,5.167E-06,9.241E-06,5.732E-14,2.781E-14,1.281E-14,1.748E-14,2.268E-05,4.112E-06,5.167E-06,9.241E-06,5.732E-14,2.781E-14,1.281E-14,1.748E-14,6.044E-14,2.72E-14,1.291E-14,1.817E-14,6.827E-14,2.338E-14,1.336E-14,1.483E-14,5.864E-14,2.52E-14,1.298E-14,1.735E-14,7.127E-14,3.064E-14,1.309E-14,1.686E-14,5E-14,2.38,14.21,1.968E-05,0.561,3.223E-14,0.374,3.858E-06,0.0001844,2.306,4.682E-14,2.84,1.554,1.779E-05,0.811,-0.1062,         ,         ,-0.2873,         ,         ,0.757,0.728,0.592,0.293
 2CXO J122142.7+112412, 12 21 42.79,+11 24 12.79,FALSE,1.249E-05,6.047E-06,1.067E-06,3.858E-06,4.516E-14,3.693E-14,2.628E-15,6.778E-15,1.249E-05,6.047E-06,1.067E-06,3.858E-06,4.516E-14,3.693E-14,2.628E-15,6.778E-15,3.155E-14,4.042E-14,         ,7.289E-15,3.701E-14,3.469E-14,         ,6.195E-15,3.091E-14,3.743E-14,         ,7.028E-15,3.783E-14,4.558E-14,         ,6.88E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.7146,         ,         ,-0.5871,         ,         ,0.899,0.777,         ,0.765
 2CXO J122257.9+751934, 12 22 57.92,+75 19 34.28,FALSE,1.685E-05,4.974E-06,4.098E-06,3.39E-06,3.798E-14,2.481E-14,9.098E-15,5.836E-15,1.685E-05,4.974E-06,4.098E-06,3.39E-06,3.798E-14,2.481E-14,9.098E-15,5.836E-15,3.96E-14,2.929E-14,8.948E-15,6.056E-15,4.07E-14,2.545E-14,9.424E-15,4.439E-15,3.763E-14,2.73E-14,9.023E-15,5.639E-15,4.461E-14,3.294E-14,9.111E-15,5.38E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1049,         ,         ,0.0725,         ,         ,0.244,0.392,0.895,0.518
 2CXO J122506.4+483434, 12 25 06.48,+48 34 34.97,FALSE,0.0001559,3.939E-05,3.304E-05,4.618E-05,4.973E-13,3.029E-13,8.172E-14,1.198E-13,0.0001559,3.939E-05,3.304E-05,4.618E-05,4.973E-13,3.029E-13,8.172E-14,1.198E-13,4.099E-13,2.721E-13,8.381E-14,9.499E-14,4.245E-13,2.356E-13,8.756E-14,6.953E-14,3.9E-13,2.537E-13,8.438E-14,8.841E-14,4.621E-13,3.052E-13,8.541E-14,8.413E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0937,         ,         ,-0.1786,         ,         ,0.545,0.846,0.582,0.257
 2CXO J122527.4+223512, 12 25 27.40,+22 35 12.99,FALSE,0.0001966,4.542E-05,5.049E-05,5.813E-05,5.139E-13,2.837E-13,1.238E-13,1.131E-13,0.0001966,4.542E-05,5.049E-05,5.813E-05,5.139E-13,2.837E-13,1.238E-13,1.131E-13,4.907E-13,2.933E-13,1.225E-13,1.091E-13,5.689E-13,2.534E-13,1.269E-13,9.16E-14,4.797E-13,2.725E-13,1.232E-13,1.049E-13,5.834E-13,3.292E-13,1.244E-13,1.024E-13,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.045,         ,         ,-0.0824,         ,         ,0.138,0.879,0.786,0.216
 2CXO J122824.2+114349, 12 28 24.21,+11 43 49.46,FALSE,6.194E-05,8.42E-06,1.082E-05,2.742E-05,1.237E-13,4.706E-14,2.659E-14,5.095E-14,6.194E-05,8.42E-06,1.082E-05,2.742E-05,1.237E-13,4.706E-14,2.659E-14,5.095E-14,1.444E-13,5.565E-14,2.675E-14,4.971E-14,1.777E-13,4.786E-14,2.782E-14,4.379E-14,1.429E-13,5.158E-14,2.692E-14,4.833E-14,1.765E-13,6.267E-14,2.717E-14,4.761E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1174,         ,         ,-0.441,         ,         ,0.014,0.033,0.127,0.158
 2CXO J122859.1+005418, 12 28 59.16,+00 54 18.65,FALSE,6.336E-06,2.797E-06,1.016E-06,9.833E-07,2.068E-14,1.817E-14,2.115E-15,1.025E-15,6.336E-06,2.797E-06,1.016E-06,9.833E-07,2.068E-14,1.817E-14,2.115E-15,1.025E-15,1.446E-14,1.676E-14,2.366E-15,         ,1.561E-14,1.475E-14,2.509E-15,         ,1.391E-14,1.569E-14,2.389E-15,         ,1.657E-14,1.876E-14,2.409E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4997,         ,         ,-0.1087,         ,         ,0.485,0.522,0.012,         
 2CXO J122915.7+473622, 12 29 15.75,+47 36 22.07,FALSE,2.576E-05,4.525E-06,6.168E-06,9.36E-06,6.544E-14,3.626E-14,1.524E-14,1.652E-14,2.576E-05,4.525E-06,6.168E-06,9.36E-06,6.544E-14,3.626E-14,1.524E-14,1.652E-14,6.203E-14,2.945E-14,1.5E-14,1.728E-14,7.379E-14,2.543E-14,1.555E-14,1.481E-14,6.102E-14,2.736E-14,1.509E-14,1.67E-14,7.449E-14,3.307E-14,1.522E-14,1.637E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1462,         ,         ,-0.2111,         ,         ,0.391,0.733,0.109,0.746
 2CXO J122941.0+111942, 12 29 41.07,+11 19 42.34,FALSE,4.267E-06,2.311E-06,6.251E-07,6.997E-07,3.33E-14,3.077E-14,1.663E-15,1.419E-15,4.267E-06,2.311E-06,6.251E-07,6.997E-07,3.33E-14,3.077E-14,1.663E-15,1.419E-15,1.07E-14,1.486E-14,1.5E-15,1.304E-15,1.23E-14,1.279E-14,1.553E-15,1.085E-15,1.044E-14,1.378E-14,1.509E-15,1.251E-15,1.27E-14,1.672E-14,1.522E-15,1.22E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.5859,         ,         ,-0.0924,         ,         ,0.015,0.524,0.009,0.967
 2CXO J123005.8+030204, 12 30 05.84,+03 02 04.20,FALSE,2.075E-05,5.879E-06,3.521E-06,6.171E-06,6.524E-14,4.79E-14,9.176E-15,1.012E-14,2.075E-05,5.879E-06,3.521E-06,6.171E-06,6.524E-14,4.79E-14,9.176E-15,1.012E-14,4.365E-14,3.838E-14,8.533E-15,1.039E-14,5.693E-14,3.311E-14,8.892E-15,9.628E-15,4.386E-14,3.563E-14,8.592E-15,1.022E-14,5.462E-14,4.313E-14,8.669E-15,1.016E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2923,         ,         ,-0.2836,         ,         ,0.262,0.244,0.253,0.356
 2CXO J123025.9+030535, 12 30 25.90,+03 05 35.65,FALSE,3.579E-05,5.238E-06,7.077E-06,1.458E-05,9.755E-14,5.506E-14,1.74E-14,3.053E-14,3.579E-05,5.238E-06,7.077E-06,1.458E-05,9.755E-14,5.506E-14,1.74E-14,3.053E-14,8.375E-14,3.462E-14,1.81E-14,2.845E-14,9.439E-14,3.053E-14,1.914E-14,2.289E-14,8.137E-14,3.248E-14,1.826E-14,2.71E-14,9.765E-14,3.86E-14,1.845E-14,2.634E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1249,         ,         ,-0.3648,         ,         ,0.183,0.724,0.405,0.147
 2CXO J123027.3+030627, 12 30 27.39,+03 06 27.74,FALSE,0.0001086,1.603E-05,2.272E-05,3.921E-05,2.371E-13,1.098E-13,5.579E-14,7.695E-14,0.0001086,1.603E-05,2.272E-05,3.921E-05,2.371E-13,1.098E-13,5.579E-14,7.695E-14,2.533E-13,1.057E-13,5.79E-14,7.626E-14,2.855E-13,9.313E-14,6.126E-14,6.136E-14,2.461E-13,9.914E-14,5.843E-14,7.265E-14,2.955E-13,1.18E-13,5.902E-14,7.061E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1711,         ,         ,-0.2698,         ,         ,0.375,0.538,0.209,0.587
 2CXO J123125.7+475013, 12 31 25.74,+47 50 13.61,FALSE,1.696E-05,4.72E-06,2.256E-06,6.044E-06,6.675E-14,5.581E-14,5.335E-15,1.003E-14,1.696E-05,4.72E-06,2.256E-06,6.044E-06,6.675E-14,5.581E-14,5.335E-15,1.003E-14,3.444E-14,3.038E-14,5.418E-15,1.004E-14,4.557E-14,2.622E-14,5.655E-15,9.363E-15,3.47E-14,2.82E-14,5.457E-15,9.892E-15,4.328E-14,3.412E-14,5.51E-15,9.837E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3735,         ,         ,-0.4647,         ,         ,0.712,0.866,0.25,0.45
 2CXO J123128.5+013523, 12 31 28.59,+01 35 23.63,FALSE,9.9E-06,3.033E-06,2.755E-06,0,2.311E-14,1.512E-14,6.792E-15,0,9.9E-06,3.033E-06,2.755E-06,0,2.311E-14,1.512E-14,6.792E-15,0,2.434E-14,2.006E-14,7.064E-15,         ,2.646E-14,1.77E-14,7.408E-15,         ,2.346E-14,1.884E-14,7.117E-15,         ,2.79E-14,2.23E-14,7.197E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0987,         ,         ,0.9994,         ,         ,0.469,0.116,0.795,         
 2CXO J123132.3+013813, 12 31 32.37,+01 38 13.92,FALSE,7.807E-05,1.757E-05,1.226E-05,3.098E-05,1.894E-13,1.099E-13,2.961E-14,5.352E-14,7.807E-05,1.757E-05,1.226E-05,3.098E-05,1.894E-13,1.099E-13,2.961E-14,5.352E-14,1.756E-13,1.132E-13,2.958E-14,5.446E-14,2.177E-13,9.781E-14,3.075E-14,4.845E-14,1.744E-13,1.052E-13,2.977E-14,5.306E-14,2.149E-13,1.27E-13,3.005E-14,5.234E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1861,         ,         ,-0.436,         ,         ,0.292,0.094,0.439,0.297
 2CXO J123138.1+475052, 12 31 38.11,+47 50 52.73,FALSE,4.069E-05,7.423E-06,6.371E-06,1.518E-05,7.944E-14,4.049E-14,1.452E-14,2.526E-14,4.069E-05,7.423E-06,6.371E-06,1.518E-05,7.944E-14,4.049E-14,1.452E-14,2.526E-14,8.218E-14,4.789E-14,1.535E-14,2.502E-14,1.095E-13,4.138E-14,1.601E-14,2.349E-14,8.298E-14,4.449E-14,1.546E-14,2.47E-14,1.036E-13,5.376E-14,1.56E-14,2.459E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0899,         ,         ,-0.406,         ,         ,0.352,0.596,0.064,0.054
 2CXO J123300.8+471927, 12 33 00.89,+47 19 27.59,FALSE,2.182E-05,2.714E-06,4.847E-06,7.871E-06,3.526E-14,1.134E-14,1.176E-14,1.341E-14,2.182E-05,2.714E-06,4.847E-06,7.871E-06,3.526E-14,1.134E-14,1.176E-14,1.341E-14,4.538E-14,1.792E-14,1.183E-14,1.333E-14,5.983E-14,1.539E-14,1.234E-14,1.241E-14,4.568E-14,1.659E-14,1.191E-14,1.314E-14,5.704E-14,2.02E-14,1.202E-14,1.306E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2723,         ,         ,-0.2386,         ,         ,0.292,0.207,0.65,0.866
 2CXO J123301.7+472455, 12 33 01.78,+47 24 55.58,FALSE,0.0001248,2.442E-05,1.965E-05,4.588E-05,2.667E-13,1.414E-13,4.865E-14,7.484E-14,0.0001248,2.442E-05,1.965E-05,4.588E-05,2.667E-13,1.414E-13,4.865E-14,7.484E-14,2.567E-13,1.581E-13,4.732E-14,7.646E-14,3.38E-13,1.366E-13,4.934E-14,7.118E-14,2.585E-13,1.469E-13,4.765E-14,7.533E-14,3.219E-13,1.774E-13,4.808E-14,7.491E-14,2.512E-13,1.887,3.238,5.871E-05,0.419,1.43E-13,0.4139,2.063E-06,0.0005364,3.319,2.356E-13,4.618,2.99E-07,6.571E-05,0.475,0.1087,         ,         ,-0.3998,         ,         ,0.463,0.838,0.33,0.093
 2CXO J123325.8+093123, 12 33 25.83,+09 31 23.83,FALSE,0.0005781,0.0001028,0.00011,0.0002351,1.442E-12,6.42E-13,2.797E-13,5.287E-13,0.0005781,0.0001028,0.00011,0.0002351,1.442E-12,6.42E-13,2.797E-13,5.287E-13,1.45E-12,6.768E-13,2.795E-13,4.746E-13,1.559E-12,5.924E-13,2.959E-13,3.653E-13,1.392E-12,6.322E-13,2.821E-13,4.472E-13,1.661E-12,7.6E-13,2.846E-13,4.317E-13,1.292E-12,2.127,3.592,0.0003562,0.998,8.976E-13,0.4903,4.836E-07,0.001599,3.121,1.162E-12,3.788,1.454E-06,0.0003513,1.246,-0.0312,         ,         ,-0.3635,         ,         ,0.773,0.869,0.33,0.36
 2CXO J123346.5+132222, 12 33 46.59,+13 22 22.55,FALSE,2.131E-05,5.449E-06,3.501E-06,8.541E-06,6.065E-14,3.811E-14,8.925E-15,1.797E-14,2.131E-05,5.449E-06,3.501E-06,8.541E-06,6.065E-14,3.811E-14,8.925E-15,1.797E-14,5.275E-14,3.621E-14,9.01E-15,1.679E-14,5.719E-14,3.193E-14,9.419E-15,1.299E-14,5.08E-14,3.402E-14,9.072E-15,1.584E-14,6.046E-14,4.023E-14,9.181E-15,1.524E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2423,         ,         ,-0.4447,         ,         ,0.296,0.692,0.4,0.529
 2CXO J123411.7+615832, 12 34 11.74,+61 58 32.80,FALSE,7.917E-06,2.301E-06,2.169E-06,1.616E-06,3.825E-14,3.161E-14,5.524E-15,3.018E-15,7.917E-06,2.301E-06,2.169E-06,1.616E-06,3.825E-14,3.161E-14,5.524E-15,3.018E-15,1.789E-14,1.483E-14,5.234E-15,2.859E-15,2.21E-14,1.282E-14,5.44E-15,2.532E-15,1.775E-14,1.378E-14,5.268E-15,2.783E-15,2.184E-14,1.665E-14,5.317E-15,2.743E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0737,         ,         ,0.1062,         ,         ,0.985,0.507,0.953,0.937
