#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J095724.3+023518, 09 57 24.36,+02 35 18.35,FALSE,1.137E-05,2.308E-06,2.589E-06,5.398E-06,6.324E-14,1.509E-14,5.849E-15,4.256E-14,1.137E-05,2.308E-06,2.589E-06,5.398E-06,6.324E-14,1.509E-14,5.849E-15,4.256E-14,3.056E-14,1.432E-14,6.005E-15,1.006E-14,2.946E-14,1.257E-14,6.223E-15,6.891E-15,2.871E-14,1.344E-14,6.039E-15,9.215E-15,3.329E-14,1.595E-14,6.106E-15,8.632E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0512,         ,         ,-0.3623,         ,         ,0.645,0.328,0.888,0.342
 2CXO J095743.3+024823, 09 57 43.34,+02 48 23.56,FALSE,4.268E-06,8.234E-07,1.154E-06,1.881E-06,1.199E-14,5.994E-15,2.849E-15,3.601E-15,4.268E-06,8.234E-07,1.154E-06,1.881E-06,1.199E-14,5.994E-15,2.849E-15,3.601E-15,1.214E-14,5.243E-15,2.78E-15,3.715E-15,1.165E-14,4.608E-15,2.899E-15,2.543E-15,1.14E-14,4.918E-15,2.799E-15,3.404E-15,1.321E-14,5.854E-15,2.825E-15,3.197E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1636,         ,         ,-0.2698,         ,         ,0.987,0.849,0.542,0.805
 2CXO J095746.1+015712, 09 57 46.18,+01 57 12.74,FALSE,6.966E-06,1.609E-06,1.388E-06,3.228E-06,1.803E-14,1.153E-14,2.923E-15,4.149E-15,6.966E-06,1.609E-06,1.388E-06,3.228E-06,1.803E-14,1.153E-14,2.923E-15,4.149E-15,1.779E-14,9.593E-15,3.143E-15,5.851E-15,1.748E-14,8.407E-15,3.264E-15,4.084E-15,1.678E-14,8.999E-15,3.162E-15,5.384E-15,1.956E-14,1.069E-14,3.199E-15,5.063E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0837,         ,         ,-0.4222,         ,         ,0.107,0.738,0.003,0.841
 2CXO J095753.4+024735, 09 57 53.50,+02 47 35.87,FALSE,2.397E-06,5.158E-07,6.131E-07,9.803E-07,7.946E-15,4.588E-15,1.549E-15,2.331E-15,2.397E-06,5.158E-07,6.131E-07,9.803E-07,7.946E-15,4.588E-15,1.549E-15,2.331E-15,6.922E-15,3.481E-15,1.564E-15,2.047E-15,6.828E-15,3.067E-15,1.636E-15,1.441E-15,6.536E-15,3.269E-15,1.576E-15,1.888E-15,7.611E-15,3.878E-15,1.591E-15,1.784E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.075,         ,         ,-0.2686,         ,         ,0.545,0.855,0.795,0.948
 2CXO J095755.0+024806, 09 57 55.08,+02 48 06.21,FALSE,1.326E-05,2.737E-06,3.388E-06,4.819E-06,3.825E-14,1.784E-14,8.232E-15,1.26E-14,1.326E-05,2.737E-06,3.388E-06,4.819E-06,3.825E-14,1.784E-14,8.232E-15,1.26E-14,3.821E-14,1.846E-14,8.628E-15,1.002E-14,3.764E-14,1.626E-14,9.011E-15,7.035E-15,3.608E-14,1.734E-14,8.688E-15,9.23E-15,4.199E-14,2.056E-14,8.775E-15,8.715E-15,3.212E-14,2.037,4.992,8.958E-06,1.316,2.196E-14,0.5137,3.751E-06,3.429E-05,3.328,3.043E-14,3.533,7.369E-06,9.908E-06,1.441,-0.0999,         ,         ,-0.1874,         ,         ,0.994,0.992,0.929,0.058
 2CXO J095756.7+024840, 09 57 56.79,+02 48 40.70,FALSE,6.545E-06,1.75E-06,1.272E-06,2.645E-06,1.926E-14,1.098E-14,3.103E-15,5.58E-15,6.545E-06,1.75E-06,1.272E-06,2.645E-06,1.926E-14,1.098E-14,3.103E-15,5.58E-15,1.871E-14,1.17E-14,3.21E-15,5.431E-15,1.84E-14,1.031E-14,3.347E-15,3.807E-15,1.766E-14,1.099E-14,3.231E-15,5.003E-15,2.054E-14,1.303E-14,3.264E-15,4.719E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1624,         ,         ,-0.3673,         ,         ,0.134,0.337,0.179,0.8
 2CXO J095852.0+025156, 09 58 52.10,+02 51 56.65,FALSE,1.118E-05,2.644E-06,2.953E-06,4.861E-06,3.882E-14,2.095E-14,7.104E-15,1.168E-14,1.118E-05,2.644E-06,2.953E-06,4.861E-06,3.882E-14,2.095E-14,7.104E-15,1.168E-14,3.403E-14,1.698E-14,7.147E-15,9.481E-15,3.128E-14,1.488E-14,7.367E-15,6.208E-15,3.169E-14,1.593E-14,7.181E-15,8.596E-15,3.632E-14,1.895E-14,7.25E-15,7.972E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0475,         ,         ,-0.2636,         ,         ,0.295,0.741,0.53,0.525
 2CXO J100117.1+025255, 10 01 17.12,+02 52 55.29,FALSE,9.713E-06,1.699E-06,2.519E-06,4.338E-06,2.4E-14,9.164E-15,5.864E-15,9.25E-15,9.713E-06,1.699E-06,2.519E-06,4.338E-06,2.4E-14,9.164E-15,5.864E-15,9.25E-15,2.684E-14,1.066E-14,5.992E-15,8.572E-15,2.606E-14,9.377E-15,6.275E-15,5.936E-15,2.526E-14,9.996E-15,6.037E-15,7.875E-15,2.932E-14,1.191E-14,6.09E-15,7.428E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1924,         ,         ,-0.2773,         ,         ,0.89,0.928,0.216,0.846
 2CXO J100135.4+025405, 10 01 35.44,+02 54 05.73,FALSE,3.938E-06,8.36E-07,8.669E-07,1.926E-06,7.784E-15,4.135E-15,1.701E-15,2.388E-15,3.938E-06,8.36E-07,8.669E-07,1.926E-06,7.784E-15,4.135E-15,1.701E-15,2.388E-15,9.559E-15,4.775E-15,1.864E-15,3.37E-15,9.397E-15,4.204E-15,1.94E-15,2.358E-15,9.019E-15,4.487E-15,1.876E-15,3.103E-15,1.049E-14,5.311E-15,1.896E-15,2.923E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0037,         ,         ,-0.4047,         ,         ,0.282,0.019,0.667,0.196
 2CXO J100136.5+025303, 10 01 36.50,+02 53 03.24,FALSE,2.839E-05,6.41E-06,6.645E-06,1.019E-05,6.134E-14,3.544E-14,1.288E-14,1.313E-14,2.839E-05,6.41E-06,6.645E-06,1.019E-05,6.134E-14,3.544E-14,1.288E-14,1.313E-14,6.262E-14,3.327E-14,1.308E-14,1.599E-14,6.173E-14,2.934E-14,1.364E-14,1.123E-14,5.913E-14,3.128E-14,1.317E-14,1.474E-14,6.874E-14,3.699E-14,1.331E-14,1.39E-14,5.453E-14,1.989,12.54,1.568E-05,1.009,3.829E-14,0.5669,1.091E-06,3.905E-05,3.045,5.441E-14,5.01,1.706,1.508E-05,1.125,-0.0187,         ,         ,-0.2124,         ,         ,0.16,0.178,0.361,0.269
 2CXO J100228.9+013544, 10 02 28.94,+01 35 44.77,FALSE,1.786E-06,9.584E-07,1.79E-07,2.588E-07,5.883E-15,9.653E-15,3.642E-16,         ,1.786E-06,9.584E-07,1.79E-07,2.588E-07,5.883E-15,9.653E-15,3.642E-16,         ,5.422E-15,6.463E-15,         ,         ,5.115E-15,5.668E-15,         ,         ,5.073E-15,6.062E-15,         ,         ,5.852E-15,7.211E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.6946,         ,         ,-0.4222,         ,         ,0.035,0.05,         ,         
 2CXO J100333.0+023904, 10 03 33.04,+02 39 04.62,FALSE,2.004E-05,5.44E-06,5.031E-06,1.036E-05,7.323E-14,3.811E-14,1.313E-14,2.3E-14,2.004E-05,5.44E-06,5.031E-06,1.036E-05,7.323E-14,3.811E-14,1.313E-14,2.3E-14,7.323E-14,4.019E-14,1.368E-14,2.082E-14,6.444E-14,3.505E-14,1.39E-14,1.297E-14,6.767E-14,3.767E-14,1.372E-14,1.866E-14,7.677E-14,4.482E-14,1.386E-14,1.703E-14,6.404E-14,1.939,4.009E-05,1.538E-05,1.24,3.75E-14,0.5615,8.513E-06,4.267E-05,2.935,5.698E-14,4.201,3.61E-06,1.748E-05,1.399,0.0375,         ,         ,-0.3573,         ,         ,0.784,0.914,0.403,0.424
 2CXO J122307.5+103448, 12 23 07.54,+10 34 48.08,FALSE,2.712E-05,5.404E-06,5.008E-06,9.064E-06,5.505E-14,2.917E-14,1.188E-14,1.439E-14,2.712E-05,5.404E-06,5.008E-06,9.064E-06,5.505E-14,2.917E-14,1.188E-14,1.439E-14,5.389E-14,3.367E-14,1.159E-14,1.451E-14,7.074E-14,2.897E-14,1.209E-14,1.35E-14,5.419E-14,3.121E-14,1.167E-14,1.429E-14,6.77E-14,3.792E-14,1.178E-14,1.421E-14,5.354E-14,1.816,3.58,1.2E-05,1.139,3.49E-14,0.5134,2.18E-06,5.469E-05,3.595,5.249E-14,4.933,3.41E-06,1.422E-05,1.076,0.0387,         ,         ,-0.2873,         ,         ,0.736,0.509,0.055,0.893
 2CXO J122419.8+110722, 12 24 19.85,+11 07 22.87,FALSE,8.751E-05,1.92E-05,1.439E-05,4.001E-05,2.354E-13,1.202E-13,3.547E-14,8.491E-14,8.751E-05,1.92E-05,1.439E-05,4.001E-05,2.354E-13,1.202E-13,3.547E-14,8.491E-14,2.243E-13,1.262E-13,3.533E-14,7.634E-14,2.57E-13,1.082E-13,3.658E-14,6.354E-14,2.186E-13,1.168E-13,3.554E-14,7.325E-14,2.663E-13,1.424E-13,3.583E-14,7.143E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1499,         ,         ,-0.4747,         ,         ,0.226,0.755,0.699,0.104
 2CXO J122546.7+095519, 12 25 46.70,+09 55 19.88,FALSE,5.245E-05,9.111E-06,8.586E-06,2.655E-05,1.218E-13,4.842E-14,2.16E-14,5.628E-14,5.245E-05,9.111E-06,8.586E-06,2.655E-05,1.218E-13,4.842E-14,2.16E-14,5.628E-14,1.306E-13,6.007E-14,2.149E-14,5.123E-14,1.377E-13,5.246E-14,2.229E-14,3.836E-14,1.249E-13,5.623E-14,2.161E-14,4.794E-14,1.482E-13,6.702E-14,2.189E-14,4.577E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0475,         ,         ,-0.5272,         ,         ,0.621,0.997,0.568,0.66
 2CXO J122752.5+080526, 12 27 52.58,+08 05 26.74,FALSE,6.633E-06,2.561E-06,1.081E-06,1.771E-06,1.684E-14,1.154E-14,2.673E-15,3.415E-15,6.633E-06,2.561E-06,1.081E-06,1.771E-06,1.684E-14,1.154E-14,2.673E-15,3.415E-15,1.478E-14,1.641E-14,         ,         ,1.838E-14,1.418E-14,         ,         ,1.468E-14,1.525E-14,         ,         ,1.81E-14,1.842E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4547,         ,         ,-0.2886,         ,         ,0.379,0.671,         ,         
 2CXO J122829.5+170505, 12 28 29.59,+17 05 05.77,FALSE,0.0003333,4.746E-05,6.336E-05,0.0001236,6.82E-13,3.27E-13,1.56E-13,2.003E-13,0.0003333,4.746E-05,6.336E-05,0.0001236,6.82E-13,3.27E-13,1.56E-13,2.003E-13,6.987E-13,3.11E-13,1.528E-13,2.061E-13,9.113E-13,2.687E-13,1.593E-13,1.914E-13,7.019E-13,2.889E-13,1.539E-13,2.029E-13,8.748E-13,3.491E-13,1.553E-13,2.017E-13,6.07E-13,2.239,11.35,0.0002076,0.394,3.744E-13,0.3698,1.608E-06,0.002255,2.389,5.741E-13,4.128,7.374E-06,0.0001711,0.72,-0.1324,         ,         ,-0.321,         ,         ,0.202,0.721,0.863,0.667
 2CXO J123123.9+103527, 12 31 23.98,+10 35 27.31,FALSE,6.912E-05,1.377E-05,1.51E-05,2.648E-05,1.695E-13,8.529E-14,3.615E-14,4.981E-14,6.912E-05,1.377E-05,1.51E-05,2.648E-05,1.695E-13,8.529E-14,3.615E-14,4.981E-14,1.75E-13,8.851E-14,3.598E-14,5.098E-14,1.78E-13,7.741E-14,3.754E-14,3.679E-14,1.661E-13,8.292E-14,3.621E-14,4.728E-14,1.953E-13,9.878E-14,3.665E-14,4.484E-14,1.519E-13,1.987,2.502,4.016E-05,0.756,1.035E-13,0.5284,6.473E-07,0.0001452,3.099,1.485E-13,3.615,2.74E-06,4.703E-05,0.832,-0.0412,         ,         ,-0.2798,         ,         ,0.041,0.96,0.46,0.886
 2CXO J123227.9+141558, 12 32 27.98,+14 15 58.47,FALSE,6.704E-05,1.582E-05,1.354E-05,1.962E-05,1.925E-13,1.168E-13,3.36E-14,4.376E-14,6.704E-05,1.582E-05,1.354E-05,1.962E-05,1.925E-13,1.168E-13,3.36E-14,4.376E-14,1.713E-13,1.14E-13,3.544E-14,3.996E-14,1.851E-13,9.842E-14,3.705E-14,3.047E-14,1.645E-13,1.061E-13,3.568E-14,3.756E-14,1.974E-13,1.279E-13,3.617E-14,3.6E-14,1.663E-13,1.695,1.388,3.402E-05,0.908,1.124E-13,0.5777,1.154E-06,0.0001081,2.106,1.625E-13,5.932,9.564E-06,4.229E-05,0.906,0.0787,         ,         ,-0.1861,         ,         ,0.311,0.756,0.64,0.731
 2CXO J123248.3+134945, 12 32 48.31,+13 49 45.14,FALSE,0.0001234,2.08E-05,2.752E-05,5.025E-05,2.861E-13,1.254E-13,6.702E-14,9.906E-14,0.0001234,2.08E-05,2.752E-05,5.025E-05,2.861E-13,1.254E-13,6.702E-14,9.906E-14,3.087E-13,1.346E-13,6.686E-14,9.39E-14,3.582E-13,1.163E-13,6.924E-14,7.904E-14,3.018E-13,1.25E-13,6.725E-14,9.032E-14,3.675E-13,1.51E-13,6.787E-14,8.821E-14,2.585E-13,2.143,2.276,7.098E-05,0.548,1.616E-13,0.4034,1.471E-06,0.0006849,2.773,2.378E-13,2.463,2.371E-06,9.227E-05,0.625,-0.1387,         ,         ,-0.2936,         ,         ,0.193,0.561,0.445,0.25
 2CXO J123310.4+161053, 12 33 10.42,+16 10 53.04,FALSE,1.452E-05,3.34E-06,2.234E-06,5.721E-06,5.761E-14,4.412E-14,5.699E-15,1.046E-14,1.452E-05,3.34E-06,2.234E-06,5.721E-06,5.761E-14,4.412E-14,5.699E-15,1.046E-14,3.358E-14,2.217E-14,5.509E-15,1.03E-14,4.156E-14,1.904E-14,5.729E-15,9.139E-15,3.33E-14,2.053E-14,5.545E-15,1.003E-14,4.118E-14,2.498E-14,5.596E-15,9.893E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2411,         ,         ,-0.4635,         ,         ,0.834,0.962,0.945,0.126
 2CXO J123310.6+164905, 12 33 10.67,+16 49 05.28,FALSE,3.48E-06,9.944E-07,9.588E-07,8.083E-07,2.264E-14,2.146E-14,2.728E-15,1.191E-15,3.48E-06,9.944E-07,9.588E-07,8.083E-07,2.264E-14,2.146E-14,2.728E-15,1.191E-15,7.384E-15,         ,         ,         ,9.511E-15,         ,         ,         ,7.398E-15,         ,         ,         ,9.195E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1024,         ,         ,0.0387,         ,         ,0.739,         ,         ,         
 2CXO J123701.4+120053, 12 37 01.49,+12 00 53.97,FALSE,6.436E-05,1.115E-05,1.144E-05,2.783E-05,1.185E-13,4.178E-14,2.692E-14,5.169E-14,6.436E-05,1.115E-05,1.144E-05,2.783E-05,1.185E-13,4.178E-14,2.692E-14,5.169E-14,1.48E-13,7.404E-14,2.702E-14,4.733E-14,1.8E-13,6.265E-14,2.786E-14,4.105E-14,1.461E-13,6.814E-14,2.716E-14,4.593E-14,1.81E-13,8.405E-14,2.737E-14,4.515E-14,1.337E-13,2.041,3.516E-06,3.247E-05,0.886,7.04E-14,0.3099,2.062E-07,0.0008641,2.831,1.171E-13,2.467,9.054E-07,4.444E-05,1.132,-0.0087,         ,         ,-0.4185,         ,         ,0.932,0.473,0.795,0.684
 2CXO J124057.3+110110, 12 40 57.30,+11 01 10.17,FALSE,6.373E-05,9.406E-06,1.452E-05,2.537E-05,2.071E-13,7.379E-14,3.705E-14,1.029E-13,6.373E-05,9.406E-06,1.452E-05,2.537E-05,2.071E-13,7.379E-14,3.705E-14,1.029E-13,1.705E-13,6.712E-14,3.905E-14,5.329E-14,1.817E-13,5.84E-14,4.089E-14,4.054E-14,1.634E-13,6.265E-14,3.934E-14,5.006E-14,1.949E-13,7.525E-14,3.978E-14,4.805E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2061,         ,         ,-0.2823,         ,         ,0.504,0.121,0.645,0.521
 2CXO J124246.0+122405, 12 42 46.02,+12 24 05.57,FALSE,2.976E-05,6.651E-06,6.657E-06,8.892E-06,6.479E-14,3.749E-14,1.317E-14,1.599E-14,2.976E-05,6.651E-06,6.657E-06,8.892E-06,6.479E-14,3.749E-14,1.317E-14,1.599E-14,6.03E-14,3.549E-14,1.379E-14,1.437E-14,6.462E-14,3.119E-14,1.446E-14,1.1E-14,5.79E-14,3.327E-14,1.389E-14,1.351E-14,6.887E-14,3.959E-14,1.404E-14,1.299E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0,         ,         ,-0.1574,         ,         ,0.98,0.722,0.723,0.93
 2CXO J124406.9+113523, 12 44 07.00,+11 35 23.74,FALSE,4.699E-05,6.521E-06,8.283E-06,1.779E-05,7.946E-14,3.299E-14,1.759E-14,2.935E-14,4.699E-05,6.521E-06,8.283E-06,1.779E-05,7.946E-14,3.299E-14,1.759E-14,2.935E-14,8.455E-14,3.596E-14,1.727E-14,2.698E-14,9.802E-14,3.143E-14,1.807E-14,2.205E-14,8.257E-14,3.366E-14,1.739E-14,2.579E-14,1.001E-13,4.011E-14,1.763E-14,2.506E-14,7.008E-14,2.432,9.778,2.582E-05,0.951,4.701E-14,0.3847,2.029E-06,0.000233,2.58,6.817E-14,2.35,9.628E-06,2.664E-05,0.896,-0.1199,         ,         ,-0.366,         ,         ,0.79,0.334,0.857,0.702
 2CXO J124445.7+111655, 12 44 45.72,+11 16 55.69,FALSE,6.694E-05,1.705E-05,1.205E-05,2.517E-05,1.721E-13,1.02E-13,2.749E-14,4.487E-14,6.694E-05,1.705E-05,1.205E-05,2.517E-05,1.721E-13,1.02E-13,2.749E-14,4.487E-14,1.614E-13,1.018E-13,2.807E-14,4.69E-14,1.685E-13,8.946E-14,2.978E-14,3.513E-14,1.541E-13,9.514E-14,2.835E-14,4.392E-14,1.824E-13,1.143E-13,2.856E-14,4.224E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1799,         ,         ,-0.3623,         ,         ,0.392,0.215,0.455,0.157
 2CXO J143040.5+364903, 14 30 40.58,+36 49 03.80,FALSE,0.0001,1.901E-05,1.208E-05,4.13E-05,2.9E-13,1.843E-13,3.101E-14,6.83E-14,0.0001,1.901E-05,1.208E-05,4.13E-05,2.9E-13,1.843E-13,3.101E-14,6.83E-14,2.066E-13,1.231E-13,2.912E-14,6.914E-14,2.712E-13,1.064E-13,3.035E-14,6.417E-14,2.079E-13,1.144E-13,2.932E-14,6.807E-14,2.586E-13,1.382E-13,2.958E-14,6.765E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2249,         ,         ,-0.5472,         ,         ,0.805,0.581,0.782,0.783
 2CXO J000015.4+005246, 00 00 15.48,+00 52 46.54,FALSE,1.355E-05,3.653E-06,1.984E-06,6.923E-06,4.659E-14,2.675E-14,4.781E-15,1.64E-14,1.355E-05,3.653E-06,1.984E-06,6.923E-06,4.659E-14,2.675E-14,4.781E-15,1.64E-14,3.734E-14,2.446E-14,4.888E-15,1.345E-14,3.715E-14,2.125E-14,5.054E-15,9.506E-15,3.526E-14,2.286E-14,4.913E-15,1.241E-14,4.145E-14,2.735E-14,4.977E-15,1.169E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3136,         ,         ,-0.5709,         ,         ,0.2,0.561,0.199,0.843
 2CXO J000230.7+004959, 00 02 30.71,+00 49 59.06,FALSE,7.524E-05,8.917E-06,1.216E-05,3.254E-05,1.391E-13,5.463E-14,2.902E-14,5.587E-14,7.524E-05,8.917E-06,1.216E-05,3.254E-05,1.391E-13,5.463E-14,2.902E-14,5.587E-14,1.599E-13,5.752E-14,2.915E-14,5.419E-14,2.061E-13,4.969E-14,3.037E-14,5.001E-14,1.602E-13,5.344E-14,2.935E-14,5.328E-14,1.995E-13,6.457E-14,2.962E-14,5.291E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1399,         ,         ,-0.466,         ,         ,0.316,0.313,0.41,0.225
 2CXO J002209.9+001629, 00 22 09.96,+00 16 29.25,FALSE,2.087E-05,3.941E-06,3.658E-06,7.714E-06,5.385E-14,2.44E-14,8.177E-15,2.154E-14,2.087E-05,3.941E-06,3.658E-06,7.714E-06,5.385E-14,2.44E-14,8.177E-15,2.154E-14,4.621E-14,2.501E-14,8.59E-15,1.409E-14,5.108E-14,2.189E-14,9.068E-15,1.105E-14,4.465E-14,2.341E-14,8.664E-15,1.333E-14,5.358E-14,2.794E-14,8.766E-15,1.288E-14,4.327E-14,1.906,2.327E-07,9.605E-06,1.152,2.55E-14,0.5199,6.535E-07,3.855E-05,4.04,4.013E-14,4.133,2.522E-06,1.171E-05,1.457,0.0375,         ,         ,-0.3573,         ,         ,0.992,0.207,0.996,0.979
 2CXO J002227.4+012412, 00 22 27.48,+01 24 12.49,FALSE,7.539E-06,3.522E-06,1.53E-06,9.433E-07,2.396E-14,2.044E-14,3.257E-15,1.452E-15,7.539E-06,3.522E-06,1.53E-06,9.433E-07,2.396E-14,2.044E-14,3.257E-15,1.452E-15,1.519E-14,2.278E-14,         ,         ,2.033E-14,1.968E-14,         ,         ,1.535E-14,2.116E-14,         ,         ,1.925E-14,2.557E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4322,         ,         ,0.2224,         ,         ,0.573,0.74,         ,         
 2CXO J002342.3+002041, 00 23 42.39,+00 20 41.89,FALSE,3.461E-05,1.168E-05,6.921E-06,4.851E-06,1.08E-13,8.559E-14,1.693E-14,6.976E-15,3.461E-05,1.168E-05,6.921E-06,4.851E-06,1.08E-13,8.559E-14,1.693E-14,6.976E-15,6.986E-14,7.221E-14,1.637E-14,8.333E-15,8.222E-14,6.196E-14,1.725E-14,6.912E-15,6.831E-14,6.69E-14,1.65E-14,7.994E-15,8.38E-14,8.146E-14,1.671E-14,7.799E-15,9.086E-14,1.591,41.96,2.202E-05,0.743,7.683E-14,0.8276,2.572E-05,1.686E-05,0.799,9.028E-14,10.38,36.44,2.714E-05,0.737,0.2586,         ,         ,0.1699,         ,         ,0.642,0.519,0.387,0.389
 2CXO J003258.7-433037, 00 32 58.75,-43 30 37.72,FALSE,2.707E-06,2.406E-07,8.548E-07,8.965E-07,4.209E-15,0,1.822E-15,2.041E-15,2.707E-06,2.406E-07,8.548E-07,8.965E-07,4.209E-15,0,1.822E-15,2.041E-15,6.224E-15,         ,1.991E-15,         ,6.562E-15,         ,2.079E-15,         ,5.954E-15,         ,2.004E-15,         ,7.062E-15,         ,2.03E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.461,         ,         ,-0.0987,         ,         ,0.21,         ,0.455,         
 2CXO J003305.9-432051, 00 33 05.95,-43 20 51.34,FALSE,1.792E-06,0,4.492E-07,1.402E-06,8.864E-16,         ,9.085E-16,2.666E-15,1.792E-06,0,4.492E-07,1.402E-06,8.864E-16,         ,9.085E-16,2.666E-15,4.467E-15,         ,         ,2.515E-15,4.601E-15,         ,         ,1.834E-15,4.252E-15,         ,         ,2.338E-15,5.015E-15,         ,         ,2.217E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,         ,         ,-0.5447,         ,         ,0.588,         ,         ,0.948
 2CXO J003312.3-431841, 00 33 12.38,-43 18 41.94,FALSE,5.457E-06,3.108E-06,5.927E-07,1.783E-07,2.926E-14,2.653E-14,1.637E-15,1.836E-15,5.457E-06,3.108E-06,5.927E-07,1.783E-07,2.926E-14,2.653E-14,1.637E-15,1.836E-15,1.485E-14,2.225E-14,1.573E-15,         ,1.548E-14,1.95E-14,1.636E-15,         ,1.417E-14,2.088E-14,1.582E-15,         ,1.676E-14,2.476E-14,1.604E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.6833,         ,         ,0.4585,         ,         ,0.922,0.875,0.257,         
 2CXO J003316.3-433131, 00 33 16.36,-43 31 31.68,FALSE,2.286E-06,4.298E-07,5.032E-07,8E-07,5.442E-15,2.65E-15,1.1E-15,1.834E-15,2.286E-06,4.298E-07,5.032E-07,8E-07,5.442E-15,2.65E-15,1.1E-15,1.834E-15,5.31E-15,         ,1.165E-15,1.47E-15,5.634E-15,         ,1.226E-15,1.11E-15,5.088E-15,         ,1.175E-15,1.378E-15,6.036E-15,         ,1.188E-15,1.321E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0462,         ,         ,-0.2823,         ,         ,0.933,         ,0.665,0.352
 2CXO J003316.9-431706, 00 33 16.93,-43 17 06.23,FALSE,3.046E-06,1.32E-06,5.066E-07,3.876E-07,8.895E-15,6.793E-15,1.411E-15,8.671E-16,3.046E-06,1.32E-06,5.066E-07,3.876E-07,8.895E-15,6.793E-15,1.411E-15,8.671E-16,8.147E-15,9.494E-15,1.329E-15,         ,8.526E-15,8.318E-15,1.386E-15,         ,7.781E-15,8.905E-15,1.337E-15,         ,9.212E-15,1.058E-14,1.355E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.476,         ,         ,0.0137,         ,         ,0.831,0.577,0.325,         
