#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J080623.3-412230, 08 06 23.39,-41 22 30.58,FALSE,0.0001893,4.433E-07,8.45E-06,0.000171,         ,2.388E-15,1.996E-14,6.302E-13,0.0002026,6.711E-07,9.078E-06,0.0001748,         ,3.528E-15,2.121E-14,6.506E-13,5.795E-13,         ,2.26E-14,2.337E-13,5.995E-13,         ,2.375E-14,2.033E-13,5.513E-13,         ,2.278E-14,2.281E-13,6.866E-13,         ,2.313E-14,2.255E-13,4.967E-13,7.196,24.28,0.0002166,1.247,2.842E-13,0.1529,2.204E-07,0.09649,5.75,5.108E-13,0.2044,5.715E-06,0.007468,1.031,-0.8994,0.713,0.00394,-0.9057,0.473,0.005973,0.647,0.307,0.322,0.602
 2CXO J085536.1-464413, 08 55 36.15,-46 44 13.59,FALSE,2.933E-05,1.268E-05,6.93E-06,3.718E-06,1.156E-13,9.588E-14,1.6E-14,5.587E-15,2.933E-05,1.268E-05,6.93E-06,3.718E-06,1.156E-13,9.588E-14,1.6E-14,5.587E-15,1.037E-13,8.091E-14,1.652E-14,4.704E-15,1.028E-13,6.896E-14,1.695E-14,4.149E-15,9.723E-14,7.49E-14,1.66E-14,4.634E-15,1.238E-13,9.139E-14,1.683E-14,4.618E-15,1.039E-13,1.126,26.74,1.336E-05,0.845,9.136E-14,1.07,5.141E-06,7.766E-06,1.576,1.025E-13,100,30.59,3.718E-05,0.876,0.2948,         ,         ,0.2998,         ,         ,0.301,0.18,0.232,0.105
 2CXO J090835.4-491305, 09 08 35.41,-49 13 05.46,FALSE,1.551E-06,7.113E-07,2.752E-07,0,6.433E-15,5.792E-15,7.918E-16,0,1.551E-06,7.113E-07,2.752E-07,0,6.433E-15,5.792E-15,7.918E-16,0,5.679E-15,5.089E-15,         ,         ,5.473E-15,4.422E-15,         ,         ,5.33E-15,4.763E-15,         ,         ,6.652E-15,5.706E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.456,         ,         ,0.0725,         ,         ,0.787,0.974,         ,         
 2CXO J104432.8-573719, 10 44 32.86,-57 37 19.10,FALSE,1.11E-05,1.89E-06,1.489E-06,8.126E-06,3.22E-14,1.054E-14,3.691E-15,1.943E-14,1.11E-05,1.89E-06,1.489E-06,8.126E-06,3.22E-14,1.054E-14,3.691E-15,1.943E-14,3.926E-14,1.35E-14,4.097E-15,8.934E-15,3.827E-14,1.177E-14,4.26E-15,7.443E-15,3.697E-14,1.265E-14,4.124E-15,8.716E-15,4.592E-14,1.511E-14,4.194E-15,8.659E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1387,         ,         ,-0.7083,         ,         ,0.446,0.701,0.776,0.834
 2CXO J105758.9-522656, 10 57 58.98,-52 26 56.76,FALSE,0.0001126,6.032E-06,1.248E-05,9.867E-05,5.794E-13,3.984E-14,3.064E-14,5.089E-13,0.0001126,6.032E-06,1.248E-05,9.867E-05,5.794E-13,3.984E-14,3.064E-14,5.089E-13,3.265E-13,4.183E-14,3.291E-14,1.535E-13,3.406E-13,3.68E-14,3.45E-14,1.242E-13,3.12E-13,3.928E-14,3.316E-14,1.466E-13,3.806E-13,4.665E-14,3.357E-14,1.419E-13,3.601E-13,4.704,9.834E-08,9.436E-05,2.207,2.069E-13,0.1585,1.836E-07,0.05746,6.469,3.056E-13,0.27,1.649E-06,0.002082,4.414,-0.346,         ,         ,-0.7758,         ,         ,0.485,0.701,0.722,0.431
 2CXO J110526.2-610749, 11 05 26.24,-61 07 49.02,FALSE,6.325E-07,0,3.171E-07,0,0,         ,7.566E-16,0,8.447E-07,2.59E-07,2.643E-07,1.198E-07,7.005E-16,0,6.797E-16,2.001E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,0.831,4.473E-09,0.1499,0.508,1.806E-07,         ,         ,         ,         
 2CXO J111214.8-610330, 11 12 14.88,-61 03 30.72,FALSE,1.015E-05,5.368E-06,1.648E-06,3.774E-07,4.466E-14,4.029E-14,4.401E-15,4.664E-16,1.015E-05,5.368E-06,1.648E-06,3.774E-07,4.466E-14,4.029E-14,4.401E-15,4.664E-16,4.039E-14,3.827E-14,4.438E-15,4.397E-16,3.826E-14,3.284E-14,4.584E-15,3.589E-16,3.765E-14,3.562E-14,4.464E-15,4.305E-16,4.752E-14,4.31E-14,4.548E-15,4.311E-16,4E-14,1.447,107,9.864E-06,0.423,3.756E-14,1.171,26.35,2.552E-06,0.683,4.03E-14,13.58,109.1,1.441E-05,0.449,0.5334,0.162,0.009964,0.6221,0.203,0.03219,0.584,0.715,0.667,0.41
 2CXO J111914.2-612749, 11 19 14.28,-61 27 49.20,FALSE,1.559E-05,4.665E-06,5.171E-06,1.233E-06,4.202E-14,2.788E-14,1.253E-14,1.868E-15,1.666E-05,5.032E-06,5.581E-06,         ,4.51E-14,3.02E-14,1.357E-14,         ,6.373E-14,3.159E-14,1.308E-14,1.663E-15,6.079E-14,2.676E-14,1.344E-14,1.414E-15,5.918E-14,2.918E-14,1.314E-14,1.638E-15,7.586E-14,3.578E-14,1.336E-14,1.645E-15,3.675E-14,3.019,115.7,5.482E-05,1.045,3.099E-14,0.5679,46,4.337E-05,1.933,3.522E-14,1.908,84.9,3.67E-05,1.274,-0.045,0.113,0.06247,0.6121,0.212,0.08383,0.849,0.75,0.587,0.786
 2CXO J122758.7-485343, 12 27 58.76,-48 53 43.33,FALSE,9.295E-05,3.52E-05,1.98E-05,2.165E-05,3.537E-13,2.68E-13,5.015E-14,3.936E-14,9.295E-05,3.52E-05,1.98E-05,2.165E-05,3.537E-13,2.68E-13,5.015E-14,3.936E-14,2.595E-13,2.291E-13,4.867E-14,3.888E-14,2.864E-13,1.978E-13,5.018E-14,3.225E-14,2.507E-13,2.129E-13,4.892E-14,3.726E-14,3.069E-13,2.573E-13,4.938E-14,3.622E-14,3.175E-13,1.09,2.935,3.474E-05,0.926,2.556E-13,0.8987,3.269E-07,4.046E-05,2.473,3.07E-13,100,7.018,9.939E-05,0.977,0.2811,         ,         ,-0.0462,         ,         ,1,0.997,0.983,0.952
 2CXO J123111.3-141143, 12 31 11.30,-14 11 43.92,FALSE,5.105E-05,3.456E-06,8.157E-06,3.896E-05,1.517E-13,2.114E-14,2.105E-14,1.095E-13,5.105E-05,3.456E-06,8.157E-06,3.896E-05,1.517E-13,2.114E-14,2.105E-14,1.095E-13,1.441E-13,2.371E-14,2.112E-14,8.139E-14,1.457E-13,2.094E-14,2.22E-14,5.881E-14,1.368E-13,2.229E-14,2.129E-14,7.552E-14,1.603E-13,2.64E-14,2.15E-14,7.18E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.4035,         ,         ,-0.6596,         ,         ,0.748,0.801,0.709,0.386
 2CXO J130247.6-635008, 13 02 47.64,-63 50 08.55,FALSE,0.0003058,9.511E-05,7.074E-05,6.119E-05,9.778E-13,7.082E-13,1.845E-13,1.002E-13,0.0004018,         ,8.414E-05,7.026E-05,1.354E-12,         ,2.209E-13,1.181E-13,1.248E-12,6.987E-13,2.016E-13,5.383E-14,1.156E-12,6.036E-13,2.084E-13,3.962E-14,1.165E-12,6.531E-13,2.028E-13,5.21E-14,1.45E-12,7.856E-13,2.07E-13,5.236E-14,8.735E-13,1.795,33.96,0.000247,1.086,7.562E-13,0.7755,4.117E-07,0.000208,2.638,8.71E-13,7.466,24.5,0.0002582,1.173,0.1487,1,0.1155,0.0712,0.987,0.08218,0.996,0.95,0.983,0.748
 2CXO J130848.1+212707, 13 08 48.14,+21 27 07.13, TRUE,0.000353,2.201E-06,         ,0.0003128,1.312E-12,1.051E-14,         ,1.232E-12,         ,0,2.974E-06,5.63E-05,1.81E-13,0,3.602E-15,1.937E-13,9.158E-13,1.502E-14,         ,6.502E-13,9.691E-13,1.326E-14,         ,4.905E-13,8.774E-13,1.411E-14,         ,6.097E-13,1.037E-12,1.672E-14,         ,5.854E-13,4.294E-13,5.775,5.372,0.000105,2.259,2.23E-13,0.152,2.122E-07,0.07886,6.353,4.239E-13,0.2068,2.887E-06,0.005978,2.102,         ,0.233,4.395E-05,         ,         ,         ,0.439,0.624,0.554,0.558
 2CXO J131145.7-343030, 13 11 45.72,-34 30 30.17,FALSE,2.863E-05,8.826E-06,5.118E-06,8.396E-06,3.785E-14,2.881E-14,5.258E-15,4.983E-15,2.413E-05,7.014E-06,4.002E-06,8.044E-06,4.736E-14,3.376E-14,6.06E-15,7.257E-15,3.016E-14,2.402E-14,5.228E-15,6.731E-15,3.159E-14,2.119E-14,5.49E-15,5.036E-15,2.883E-14,2.258E-14,5.268E-15,6.296E-15,3.413E-14,2.672E-14,5.327E-15,6.019E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2761,0.616,0.1123,-0.2686,0.579,0.09108,0.628,0.541,0.539,0.675
 2CXO J135702.5-642929, 13 57 02.53,-64 29 29.94,FALSE,2.912E-05,5.287E-06,5.896E-06,1.173E-05,7.092E-14,3.695E-14,1.499E-14,1.98E-14,2.912E-05,5.287E-06,5.896E-06,1.173E-05,7.092E-14,3.695E-14,1.499E-14,1.98E-14,1.008E-13,3.76E-14,1.618E-14,1.401E-14,9.94E-14,3.276E-14,1.691E-14,1.195E-14,9.496E-14,3.521E-14,1.63E-14,1.371E-14,1.186E-13,4.211E-14,1.658E-14,1.367E-14,6.127E-14,2.332,11.93,2.22E-05,1.26,3.726E-14,0.3744,1.488E-06,0.0002113,3.501,5.938E-14,3.036,5.585E-06,2.03E-05,1.487,-0.0537,         ,         ,-0.3348,         ,         ,0.733,0.399,0.314,0.982
 2CXO J140045.7-632542, 14 00 45.70,-63 25 42.98,FALSE,0.0002525,0.0001793,3.06E-05,2.417E-06,1.454E-12,1.393E-12,8.23E-14,3.923E-15,0.0002533,0.0001782,2.975E-05,2.462E-06,1.453E-12,1.394E-12,8.038E-14,4.108E-15,1.145E-12,1.255E-12,7.954E-14,2.849E-15,1.055E-12,1.059E-12,8.114E-14,2.185E-15,1.057E-12,1.159E-12,7.988E-14,2.778E-15,1.352E-12,1.425E-12,8.127E-14,2.777E-15,1.327E-12,1.491,221.2,0.0003921,0.955,1.27E-12,1.243,112.9,7.576E-05,1.117,1.321E-12,21.7,210.8,0.0005427,0.953,0.7083,0.707,0.0222,0.8532,0.862,0.2025,0.977,0.849,0.881,0.968
 2CXO J141255.8+792203, 14 12 55.81,+79 22 03.73,FALSE,0.0004456,1.049E-05,6.892E-05,0.000254,6.665E-13,4.602E-14,1.607E-13,4.532E-13,0.0004456,1.049E-05,6.892E-05,0.000254,6.665E-13,4.602E-14,1.607E-13,4.532E-13,1.019E-12,6.764E-14,1.664E-13,4.463E-13,1.254E-12,5.844E-14,1.73E-13,3.959E-13,1.01E-12,6.285E-14,1.675E-13,4.345E-13,1.246E-12,7.592E-14,1.691E-13,4.284E-13,6.098E-13,5.016,37.5,0.0008319,1.293,5.693E-13,0.2357,1.787E-07,0.02246,1.595,6.045E-13,0.561,8.698,0.001424,1.006,-0.7345,         ,         ,-0.5734,         ,         ,0.085,0.076,0.181,0.017
 2CXO J141730.5-440257, 14 17 30.55,-44 02 57.25,FALSE,0.0001719,5.321E-05,3.752E-05,3.962E-05,3.04E-13,2.099E-13,6.347E-14,3.679E-14,0.0001719,5.321E-05,3.752E-05,3.962E-05,3.04E-13,2.099E-13,6.347E-14,3.679E-14,2.931E-13,2.272E-13,6.027E-14,4.852E-14,3.041E-13,1.992E-13,6.31E-14,3.618E-14,2.795E-13,2.13E-13,6.071E-14,4.534E-14,3.324E-13,2.536E-13,6.141E-14,4.325E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1849,         ,         ,-0.055,         ,         ,0.972,0.992,0.361,0.264
 2CXO J142008.1-604817, 14 20 08.19,-60 48 17.33,FALSE,9.574E-06,6.658E-06,3.151E-07,4.765E-08,6.833E-14,6.856E-14,9.907E-16,         ,9.574E-06,6.658E-06,3.151E-07,4.765E-08,6.833E-14,6.856E-14,9.907E-16,         ,4.198E-14,4.947E-14,9.291E-16,         ,3.832E-14,4.257E-14,9.598E-16,         ,3.908E-14,4.62E-14,9.35E-16,         ,4.872E-14,5.571E-14,9.557E-16,         ,5.219E-14,0.034,197.4,1.912E-06,0.852,4.833E-14,3.287,119.6,2.571E-07,0.954,5.133E-14,100,439.8,3.202E-05,1.473,0.9094,0.586,0.004473,0.7358,0.571,0.2524,0.897,0.817,0.846,         
 2CXO J142958.5-591136, 14 29 58.50,-59 11 36.03,FALSE,2.76E-06,1.868E-06,3.663E-07,1.358E-07,1.809E-14,1.759E-14,9.257E-16,3.019E-16,2.76E-06,1.868E-06,3.663E-07,1.358E-07,1.809E-14,1.759E-14,9.257E-16,3.019E-16,1.091E-14,1.274E-14,         ,         ,1.057E-14,1.083E-14,         ,         ,1.018E-14,1.178E-14,         ,         ,1.297E-14,1.44E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.6783,         ,         ,0.446,         ,         ,0.295,0.335,         ,         
 2CXO J145600.0-684339, 14 56 00.03,-68 43 39.40,FALSE,1.558E-05,2.294E-06,3.658E-06,5.503E-06,3.244E-14,1.397E-14,9.049E-15,9.245E-15,1.558E-05,2.294E-06,3.658E-06,5.503E-06,3.244E-14,1.397E-14,9.049E-15,9.245E-15,4.139E-14,1.495E-14,8.949E-15,9.046E-15,4.77E-14,1.287E-14,9.274E-15,8.115E-15,4.029E-14,1.388E-14,9.003E-15,8.835E-15,5.051E-14,1.68E-14,9.099E-15,8.723E-15,2.816E-14,2.827,25.48,1.731E-05,0.302,2.226E-14,0.4069,1.91E-06,8.854E-05,1.055,2.606E-14,1.698,10.39,1.684E-05,0.335,-0.2361,         ,         ,-0.2036,         ,         ,0.727,0.028,0.178,0.848
 2CXO J150927.1-585056, 15 09 27.16,-58 50 56.26,FALSE,6.649E-06,3.4E-06,1.029E-06,4.256E-07,2.91E-14,2.641E-14,2.779E-15,5.864E-16,6.649E-06,3.4E-06,1.029E-06,4.256E-07,2.91E-14,2.641E-14,2.779E-15,5.864E-16,2.787E-14,2.45E-14,2.885E-15,4.115E-16,2.574E-14,2.105E-14,2.974E-15,3.044E-16,2.594E-14,2.284E-14,2.902E-15,3.989E-16,3.249E-14,2.761E-14,2.96E-15,4.008E-16,2.55E-14,1.28,81.39,4.692E-06,0.809,2.422E-14,1.228,11.06,1.32E-06,0.899,2.632E-14,74.36,79.15,1.023E-05,0.806,0.5322,0.072,0.02224,0.4147,0.103,0.06381,0.675,0.769,0.764,0.719
 2CXO J151419.0-494615, 15 14 19.08,-49 46 15.95,FALSE,2.616E-06,3.637E-07,6.082E-07,1.118E-06,4.925E-15,2.554E-15,1.402E-15,1.633E-15,2.616E-06,3.637E-07,6.082E-07,1.118E-06,4.925E-15,2.554E-15,1.402E-15,1.633E-15,7.324E-15,         ,         ,1.8E-15,8.219E-15,         ,         ,1.608E-15,7.08E-15,         ,         ,1.757E-15,8.893E-15,         ,         ,1.733E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2174,         ,         ,-0.3385,         ,         ,0.919,         ,         ,0.431
 2CXO J153127.8-561055, 15 31 27.90,-56 10 55.33,FALSE,5.54E-06,2.045E-06,1.562E-06,0,1.872E-14,1.529E-14,4.132E-15,         ,5.54E-06,2.045E-06,1.562E-06,0,1.872E-14,1.529E-14,4.132E-15,         ,2.339E-14,         ,4.502E-15,         ,2.143E-14,         ,4.659E-15,         ,2.177E-14,         ,4.531E-15,         ,2.718E-14,         ,4.633E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1537,         ,         ,0.9994,         ,         ,0.075,         ,0.458,         
 2CXO J155054.1-541823, 15 50 54.11,-54 18 23.94,FALSE,0.0006114,0.0004659,5.697E-05,3.628E-06,3.975E-12,3.865E-12,1.614E-13,6.793E-15,         ,         ,6.775E-05,4.103E-06,         ,         ,1.921E-13,7.28E-15,3.138E-12,3.395E-12,1.525E-13,3.442E-15,2.788E-12,2.835E-12,1.546E-13,2.191E-15,2.879E-12,3.124E-12,1.531E-13,3.293E-15,3.695E-12,3.873E-12,1.559E-13,3.281E-15,3.352E-12,2.124,361.6,0.00283,1.878,3.111E-12,1.048,202,0.0003958,3.345,3.337E-12,6.4,312.9,0.001913,2.12,0.782,0.956,0.07126,0.8807,0.567,0.03977,0.293,0.705,0.947,0.534
 2CXO J161436.5-223031, 16 14 36.51,-22 30 31.06,FALSE,1.493E-05,5.719E-07,2.801E-06,7.608E-06,2.187E-14,2.495E-15,6.432E-15,1.312E-14,1.493E-05,5.719E-07,2.801E-06,7.608E-06,2.187E-14,2.495E-15,6.432E-15,1.312E-14,3.6E-14,3.71E-15,6.799E-15,1.28E-14,4.351E-14,3.201E-15,7.062E-15,1.156E-14,3.549E-14,3.446E-15,6.842E-15,1.252E-14,4.429E-14,4.167E-15,6.912E-15,1.238E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.6533,         ,         ,-0.466,         ,         ,0.013,0.145,0.743,0.233
 2CXO J161729.3-505512, 16 17 29.35,-50 55 12.82,FALSE,0.0003833,0.0002487,1.926E-05,2.429E-06,2.115E-12,2.082E-12,5.393E-14,6.772E-15,0.0003728,0.0002453,1.781E-05,1.748E-06,2.11E-12,2.081E-12,5.233E-14,4.208E-15,1.633E-12,1.799E-12,5.306E-14,1.568E-15,1.461E-12,1.532E-12,5.452E-14,9.753E-16,1.514E-12,1.674E-12,5.337E-14,1.493E-15,1.898E-12,2.038E-12,5.459E-14,1.495E-15,1.955E-12,1.21,313.3,0.0004244,0.96,1.899E-12,1.51,182.6,6.303E-05,1.075,1.962E-12,100,319.9,0.001097,0.964,0.8557,0.835,0.008247,0.7733,0.734,0.09652,0.968,0.95,0.807,0.985
 2CXO J162338.2-263154, 16 23 38.21,-26 31 54.08,FALSE,1.457E-06,1.237E-07,3.415E-07,5.779E-07,3.056E-15,1.304E-15,8.133E-16,9.75E-16,1.457E-06,1.237E-07,3.415E-07,5.779E-07,3.056E-15,1.304E-15,8.133E-16,9.75E-16,3.498E-15,         ,8.257E-16,9.438E-16,4.28E-15,         ,8.586E-16,8.739E-16,3.456E-15,         ,8.311E-16,9.288E-16,4.348E-15,         ,8.395E-16,9.231E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.4422,0.458,0.1741,-0.2673,0.597,0.2443,0.752,         ,0.572,0.972
 2CXO J162806.9-320548, 16 28 06.99,-32 05 48.95,FALSE,2.559E-05,7.645E-06,4.651E-06,8.424E-06,9.043E-14,6.486E-14,1.099E-14,1.389E-14,2.559E-05,7.645E-06,4.651E-06,8.424E-06,9.043E-14,6.486E-14,1.099E-14,1.389E-14,6.862E-14,4.973E-14,1.137E-14,1.437E-14,7.783E-14,4.287E-14,1.176E-14,1.246E-14,6.662E-14,4.618E-14,1.144E-14,1.392E-14,8.267E-14,5.586E-14,1.155E-14,1.365E-14,6.8E-14,1.494,1.453,1.16E-05,0.59,3.772E-14,0.5862,8.818E-07,3.749E-05,4.119,6.635E-14,13.36,7.457E-06,1.612E-05,0.678,0.2511,         ,         ,-0.2948,         ,         ,0.842,0.557,0.983,0.444
 2CXO J163551.8-473523, 16 35 51.82,-47 35 23.35,FALSE,1.282E-05,1.167E-05,         ,         ,1.025E-13,1.044E-13,         ,         ,1.397E-05,1.178E-05,7.571E-08,         ,         ,         ,         ,         ,6.409E-14,8.403E-14,         ,         ,5.735E-14,7.038E-14,         ,         ,5.886E-14,7.74E-14,         ,         ,7.552E-14,9.571E-14,         ,         ,5.904E-14,3.606,1394,0.001425,1.775,6.181E-14,0.9739,844.4,2.434E-05,2.143,6.45E-14,2.728,1111,0.0002005,1.912,         ,         ,         ,         ,0.514,1.999,0.808,0.841,         ,         
 2CXO J164043.5-463135, 16 40 43.52,-46 31 35.21,FALSE,1.385E-05,1.007E-05,6.125E-08,0,9.125E-14,9.319E-14,2.201E-16,         ,1.555E-05,1.153E-05,6.372E-08,0,1.023E-13,1.049E-13,2.029E-16,0,5.555E-14,6.775E-14,         ,         ,5.008E-14,5.812E-14,         ,         ,5.161E-14,6.32E-14,         ,         ,6.437E-14,7.643E-14,         ,         ,4.611E-14,1.597,1331,5.49E-05,2.251,5.562E-14,1.709,914.6,2.602E-06,2.179,7.002E-14,13.58,1359,6.746E-05,2.243,0.9881,         ,         ,0.07,0.243,1.999,0.918,0.94,         ,         
 2CXO J164710.2-455217, 16 47 10.22,-45 52 17.05,FALSE,6.269E-05,3.109E-05,1.569E-05,1.666E-06,2.122E-13,1.716E-13,4.148E-14,2.596E-15,0.0006365,         ,         ,2.471E-06,         ,         ,         ,3.885E-15,2.992E-13,2.193E-13,4.106E-14,1.862E-15,2.703E-13,1.841E-13,4.183E-14,1.312E-15,2.753E-13,2.021E-13,4.124E-14,1.801E-15,3.528E-13,2.495E-13,4.201E-14,1.801E-15,1.856E-13,3.743,284.5,0.001044,1.147,1.775E-13,0.6164,126.6,0.0002226,1.241,1.824E-13,1.54,208.3,0.0004059,1.099,0.331,1,0.06215,0.807,0.888,0.06786,0.101,0.594,0.934,0.942
 2CXO J165839.3-532406, 16 58 39.35,-53 24 06.95,FALSE,7.368E-06,4.941E-07,1.805E-06,3.786E-06,1.138E-14,0,3.966E-15,6.53E-15,7.368E-06,4.941E-07,1.805E-06,3.786E-06,1.138E-14,0,3.966E-15,6.53E-15,2.124E-14,         ,4.507E-15,6.252E-15,2.364E-14,         ,4.653E-15,5.503E-15,2.05E-14,         ,4.531E-15,6.082E-15,2.567E-14,         ,4.578E-15,5.981E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.5122,         ,         ,-0.376,         ,         ,0.228,         ,0.588,0.694
 2CXO J170252.4-412848, 17 02 52.49,-41 28 48.25,FALSE,2.547E-06,1.212E-06,6.842E-07,0,6.868E-15,5.159E-15,1.869E-15,         ,2.547E-06,1.212E-06,6.842E-07,0,6.868E-15,5.159E-15,1.869E-15,         ,1.153E-14,8.362E-15,         ,         ,1.057E-14,7.043E-15,         ,         ,1.063E-14,7.715E-15,         ,         ,1.362E-14,9.499E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3385,         ,         ,0.9994,         ,         ,0.077,0.462,         ,         
 2CXO J170942.7-442908, 17 09 42.72,-44 29 08.44,FALSE,0.0001299,2.648E-05,2.81E-05,3.974E-05,3.291E-13,1.96E-13,6.981E-14,6.615E-14,0.0001285,2.522E-05,2.717E-05,4.023E-05,3.118E-13,1.877E-13,6.651E-14,6.512E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.03,1,0.1988,-0.1724,0.993,0.1234,0.998,0.757,0.913,0.973
 2CXO J171405.7-381030, 17 14 05.74,-38 10 30.95,FALSE,0.0003126,0.0001773,3.744E-05,2.693E-06,7.395E-13,6.874E-13,6.128E-14,3.263E-15,0.0003126,0.0001773,3.744E-05,2.693E-06,7.395E-13,6.874E-13,6.128E-14,3.263E-15,6.936E-13,7.154E-13,5.885E-14,1.532E-15,6.496E-13,6.177E-13,6.119E-14,1.188E-15,6.474E-13,6.681E-13,5.926E-14,1.491E-15,8.103E-13,8.048E-13,6.049E-14,1.502E-15,6.278E-13,3.202,377.8,0.002308,0.954,5.944E-13,0.7778,183.4,0.000277,1.284,6.206E-13,2.292,293.8,0.0008787,1.017,0.6508,         ,         ,0.8645,         ,         ,0.876,0.666,0.458,0.001
 2CXO J171810.0-371853, 17 18 10.02,-37 18 53.14,FALSE,3.24E-07,1.174E-07,1.306E-07,0,6.173E-16,3.29E-16,3.591E-16,         ,3.24E-07,1.174E-07,1.306E-07,0,6.173E-16,3.29E-16,3.591E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0125,         ,         ,0.9994,         ,         ,0.681,         ,0.883,0.208
 2CXO J173117.5-184732, 17 31 17.59,-18 47 32.75,FALSE,2.71E-06,6.904E-07,7.812E-07,6.887E-07,8.57E-15,6.254E-15,1.824E-15,0,2.71E-06,6.904E-07,7.812E-07,6.887E-07,8.57E-15,6.254E-15,1.824E-15,0,7.713E-15,         ,         ,         ,8.03E-15,         ,         ,         ,7.37E-15,         ,         ,         ,8.901E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0075,         ,         ,-0.1337,         ,         ,0.659,         ,         ,         
 2CXO J173233.5-313123, 17 32 33.55,-31 31 23.95,FALSE,1.052E-05,1.685E-06,2.127E-06,4.382E-06,2.262E-14,1.079E-14,5.181E-15,7.3E-15,1.052E-05,1.685E-06,2.127E-06,4.382E-06,2.262E-14,1.079E-14,5.181E-15,7.3E-15,4.204E-14,1.152E-14,5.438E-15,5.846E-15,4.067E-14,9.787E-15,5.58E-15,5.053E-15,3.918E-14,1.065E-14,5.465E-15,5.759E-15,5.006E-14,1.304E-14,5.55E-15,5.759E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1087,         ,         ,-0.3535,         ,         ,0.345,0.178,0.217,0.166
 2CXO J174025.9+100006, 17 40 25.95,+10 00 06.06,FALSE,2.803E-05,1.265E-06,3.036E-06,2.27E-05,9.598E-14,8.068E-15,7.602E-15,7.984E-14,3.258E-05,1.21E-06,3.052E-06,2.601E-05,9.403E-14,7.551E-15,7.51E-15,7.868E-14,7.559E-14,8.746E-15,7.893E-15,4.415E-14,7.961E-14,7.711E-15,8.298E-15,3.359E-14,7.235E-14,8.217E-15,7.956E-15,4.145E-14,8.629E-14,9.734E-15,8.044E-15,3.973E-14,7.056E-14,4.051,2.361E-06,2.22E-05,1.233,5.062E-14,0.1594,1.644E-06,0.01437,3.057,6.096E-14,0.353,2.197E-06,0.0002334,2.145,-0.4047,0.793,0.04724,-0.7658,0.914,0.07862,0.43,0.581,0.995,0.549
