index,obs_id,class,src_n,src_id,livetime,significance,likelihood,pileup_flag,mstr_sat_src_flag,mstr_streak_src_flag,gti_obs,flux_significance_b,flux_significance_m,flux_significance_s,flux_significance_h,flux_significance_u,flux_aper_hilim_s,flux_aper_hilim_u,flux_aper_hilim_m,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_lolim_s,flux_aper_lolim_u,flux_aper_lolim_m,flux_aper_lolim_h,flux_aper_lolim_b,flux_aper_s,flux_aper_u,flux_aper_m,flux_aper_h,flux_aper_b,photflux_aper_hilim_s,photflux_aper_hilim_u,photflux_aper_hilim_m,photflux_aper_hilim_h,photflux_aper_hilim_b,photflux_aper_lolim_s,photflux_aper_lolim_u,photflux_aper_lolim_m,photflux_aper_lolim_h,photflux_aper_lolim_b,photflux_aper_s,photflux_aper_u,photflux_aper_m,photflux_aper_h,photflux_aper_b,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_powlaw_hilim,flux_powlaw_lolim,flux_powlaw,flux_brems_lolim,flux_brems_hilim,flux_brems,flux_bb_hilim,flux_bb_lolim,flux_bb,var_index,var_prob,ks_prob,kp_prob,var_sigma,var_mean,var_min,var_max,var_inter_index,var_inter_prob,var_inter_sigma,hard_hm,hard_hm_hilim,hard_hm_lolim,hard_hs,hard_ms,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,powlaw_gamma,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl,powlaw_ampl_hilim,powlaw_ampl_lolim,powlaw_stat,bb_kt,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim,bb_nh,bb_ampl,bb_ampl_lolim,bb_ampl_hilim,bb_stat,brems_kt,brems_kt_hilim,brems_kt_lolim,brems_nh,brems_nh_hilim,brems_nh_lolim,brems_stat
0,PULSAR_OBS_0,PULSAR,PSR J0007+7303,PL0001,49484.3,15.5,755.179,False,False,False,2003-04-13T10:26:27,15.5,8.29,9.89,9.23,3.7,-14.040672354027828,-14.343710098808641,-14.076082776886894,-13.301377570297902,-13.194431182451444,-14.12883586719705,-14.58053992721393,-14.18137827362411,-13.395665926897088,-13.250650239402523,-14.082494490447454,-14.443094730944551,-14.125518182300533,-13.34601609262593,-13.221631656644126,-5.227604938918,-5.2876870913186345,-5.449160394934215,-5.18111458540599,-4.6850799440075805,-5.315693353928369,-5.5307672574933875,-5.554395796726403,-5.275642195773574,-4.741123370627869,-5.2693792021127175,-5.388807939131565,-5.498666821354433,-5.225848141045289,-4.7121982700697735,-13.56574735192373,-13.645868501580791,-13.603887869388522,-5.077046299040213,-5.167222929389301,-5.11941504393502,-13.263364502313179,-13.330683119433887,-13.297569463554474,-13.428524096318057,-13.144905048841379,-13.261774551857496,-13.41510365586255,-13.500312917381596,-13.452717692036696,0.6,0.364,0.6628000000000001,0.7300000000000001,0.00019294199999999998,0.0028550800000000003,0.00262942,0.0034891400000000004,,,,0.3036,0.3754,0.2305,0.05,-0.2586,0.1218,-0.0244,-0.1843,-0.3292,1.257,1.44,1.121,1.815,7.443,,6.546e-06,7.878e-06,5.753e-06,0.931,0.7137,0.7702,0.6584,0.667,,5.064e-07,1.414e-05,1.316e-05,1.808e-05,3.025,95.3,4544.0,20.05,0.6618,5.112,,0.936
1,PULSAR_OBS_1,PULSAR,PSR J0023+0923,PL0002,3903.9,6.39,409.5469,False,False,False,2011-08-29T04:49:28,3.49,1.6,2.91,1.31,0.0,-13.738261452647462,-14.283412422324307,-14.161465729488132,-13.906578314837764,-13.517698232776556,-14.052370252615646,,-14.798329820353418,-14.775725985705742,-13.780939667551138,-13.863279432843592,,-14.372326968233384,-14.152550737500826,-13.625985259708088,-5.022322112326006,-4.774949303861951,-5.595850750790305,-5.5499049241283975,-4.80799040734633,-5.336299074610352,,-6.232695682546726,-6.419075024324381,-5.066613958096946,-5.147276089208794,,-5.806597096937582,-5.795880017344075,-4.914709421769935,-13.834862553746632,-14.241224318867527,-14.01196750941144,-5.02499120264425,-5.548084676406987,-5.3476569449372855,,,,,,,,,,3.5,0.77,0.777,0.974,0.00050265,0.0011019,0.000667,0.0024975,2.25,0.53925,1.295925e-06,0.0862,0.4691,-0.3467,-0.6296,-0.6533,-0.3804,-0.8351,-0.4354,-0.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PULSAR_OBS_2,PULSAR,PSR J0023+0923,PL0002,12791.8,6.39,409.5469,False,False,False,2011-11-28T00:50:56,5.41,2.4,4.78,1.1,1.84,-13.816445466381138,-14.5654310959658,-14.404944910240696,-14.763714722551972,-13.717377887121938,-14.000912977374112,,-14.7956086680807,,-13.879755204453634,-13.898940645091885,,-14.552531869050243,,-13.791021482723746,-5.138286412428566,-4.728158393463501,-5.81559251458768,-6.280337316981953,-4.986320302708807,-5.322758154053346,-5.268089057883127,-6.206209615309181,-7.785421046429501,-5.148802823825839,-5.220836576235501,-4.912573542963715,-5.963371104637839,-6.5550188879120554,-5.0600815796309435,-14.067434921317274,-14.305043997750182,-14.199255435594894,-5.1152454061559,-5.446423028290193,-5.246898225208955,,,,,,,,,,0.5,0.43724999999999997,0.5479999999999999,0.6357499999999999,0.0001737525,0.001486,0.0013373999999999999,0.0021053,2.25,0.53925,1.295925e-06,-0.5884,-0.2592,-0.8501,-0.9157,-0.7021,-0.8301,-0.9813,-0.5778,-0.8076,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PULSAR_OBS_3,PULSAR,PSR J0100-7211,PL0003,8372.1,65.51,39513.42,False,False,False,2000-04-30T08:38:20,19.75,13.62,13.39,6.83,2.7,-12.75770709501707,-13.069305612335464,-12.760200181552902,-12.773142429711276,-12.312114475151294,-12.823041019413091,-13.418277840050902,-12.823908740944319,-12.939302159646388,-12.361910278015495,-12.789146634685107,-13.205163542185439,-12.790753151246626,-12.848323769152952,-12.336299074610352,-3.9846402445907856,-4.107237765384183,-4.152612448972604,-4.4718549217468935,-3.508218224415834,-4.0498299401918,-4.448428026325747,-4.21645371772965,-4.600499338685389,-3.552221990705379,-4.0161032086736945,-4.240785568765756,-4.183361055101538,-4.529442514782726,-3.529589509024069,-12.661682981145903,-12.75052280498132,-12.703532261199884,-3.9236290262632663,-4.0078796672016574,-3.9631236911379517,-12.317584138322642,-12.368556230986828,-12.342561677297038,-12.3963144503853,-12.333950261519485,-12.361710464585743,-12.349886835556429,-12.403512866263457,-12.374584647845591,1.2,0.2404,0.378,0.442,0.00020142400000000001,0.0265874,0.026409119999999998,0.026997399999999998,5.4,0.8332,2.7561000000000003e-05,-0.3773,-0.3079,-0.4478,-0.5309,-0.1911,-0.4716,-0.589,-0.1405,-0.2405,3.601,3.852,3.374,47.89,54.68,41.71,0.0005857,0.0007069,0.0004905,0.642,0.4098,0.4272,0.3858,3.761,,1.527e-05,0.001572,0.0015,0.002073,0.754,1.1,1.248,0.9673,24.67,29.31,20.46,0.581
4,PULSAR_OBS_4,PULSAR,PSR J0100-7211,PL0003,7165.7,65.51,39513.42,False,False,False,2005-01-12T12:16:01,14.52,9.69,8.93,5.35,1.19,-12.850165303284214,-11.600326278518962,-12.93218548883816,-13.005550862985965,-12.474955192963154,-12.947306058075032,,-13.022688026603074,-13.192329698769516,-12.538051504796238,-12.894489815230026,,-12.975104039892514,-13.088948979671873,-12.505288974794738,-3.9307019878844707,-3.35981680807866,-4.210419287835575,-4.58070527824654,-3.6407338353932515,-4.028677754757187,-4.484656106911619,-4.300335679797627,-4.744968836654449,-3.7004927012995124,-3.975514332300833,-3.6194269969331128,-4.253054590384895,-4.65521487736734,-3.669586226650809,-12.193571734848266,-12.949442385717951,-12.901508563487837,-3.7591712957741894,-4.103760467379551,-3.894176554962613,-12.475863623407431,-12.552997101533837,-12.513144644723056,-12.577246058698652,-12.479254528480517,-12.51584257563462,-12.52071268352383,-12.598944274228156,-12.556267758598404,0.0,0.127,0.6165,0.47650000000000003,0.00018400249999999999,0.0211995,0.020997500000000002,0.02139275,5.4,0.8332,2.7561000000000003e-05,-0.4272,-0.3404,-0.5128,-0.6546,-0.3123,-0.5903,-0.7139,-0.2442,-0.3779,3.926,4.319,3.594,48.76,60.21,38.69,0.0004708,0.0006331,0.0003585,0.533,0.3676,0.3924,0.3421,3.823,,8.775e-06,0.001677,0.001544,0.002336,1.096,1.024,1.212,0.8557,18.76,26.5,11.96,0.618
5,PULSAR_OBS_5,PULSAR,PSR J0100-7211,PL0003,7418.5,65.51,39513.42,False,False,False,2001-06-05T20:44:53,20.33,12.81,14.41,7.05,3.19,-12.792904459580782,-13.407601153884436,-12.772113295386326,-12.470441326978836,-12.204676235670686,-12.853561864714225,-13.741602195904491,-12.84043280676638,-12.655214877367339,-12.265040238727554,-12.822175028135318,-13.543178651978401,-12.80493100353141,-12.550367349529925,-12.23381030668984,-3.978397283971758,-4.333669255698031,-4.140501441812224,-4.318758762624412,-3.48439105076552,-4.0385789059335515,-4.6154673845057514,-4.20844969497267,-4.443215217692974,-3.527097348196336,-4.007358130121602,-4.452102282436903,-4.173148052179356,-4.374687549038326,-3.505288974794737,-12.57449186403773,-12.67079337436675,-12.619343834428987,-3.921079408845807,-3.990753126041217,-3.954403228132421,-12.270592203036932,-12.333107788933464,-12.302770657240282,-12.36896230346326,-12.301290650557414,-12.332080314682639,-12.36211018341921,-12.41465208890541,-12.387322081683498,0.2,0.17959999999999998,0.5980000000000001,0.6094,0.0006076499999999999,0.038440999999999996,0.037883200000000006,0.04115200000000001,5.4,0.8332,2.7561000000000003e-05,-0.2261,-0.1518,-0.3029,-0.3985,-0.1886,-0.3342,-0.4653,-0.1393,-0.2367,2.829,3.061,2.619,31.77,37.43,26.55,0.000332,0.0003941,0.0002813,1.052,0.4313,0.4523,0.4117,1.164,,9.012e-07,0.001227,0.001171,0.001439,1.309,1.66,1.974,1.412,17.01,20.75,13.49,1.034
6,PULSAR_OBS_6,PULSAR,PSR J0100-7211,PL0003,7920.8,65.51,39513.42,False,False,False,2000-04-30T11:17:35,18.38,12.5,12.67,5.18,2.7,-12.744004273277598,-14.077793722560983,-12.794524963259109,-12.929962133392245,-12.370794342897696,-12.813326132500254,,-12.864231485432178,-13.216310763652684,-12.430158100596238,-12.777283528852417,,-12.827981190575443,-13.049976093476673,-12.399462705635532,-3.9527251326158206,-4.052566278112949,-4.1491700401514695,-4.564633493387339,-3.5044556624535517,-4.021408673179925,-4.393726146830012,-4.218819279062738,-4.734474664780926,-3.551757587365561,-3.9858996784803793,-4.1860855799513965,-4.182632983712406,-4.641303900426189,-3.5275361033930106,-12.748381244166433,-12.840090077971608,-12.794076018536344,-3.9127298176607974,-4.004250763240367,-3.9556484223859663,-12.377785977033705,-12.437945170343621,-12.407490152099319,-12.496754228534888,-12.397831448621004,-12.430977413970437,-12.425390058659813,-12.48932096896779,-12.452102282436902,0.0,0.15119999999999997,0.43179999999999996,0.3376,0.0001335042,0.0261732,0.026051200000000004,0.026369399999999998,5.4,0.8332,2.7561000000000003e-05,-0.4797,-0.4016,-0.559,-0.6371,-0.2236,-0.5753,-0.6977,-0.1718,-0.2755,3.896,4.247,3.592,45.54,53.72,38.3,0.0005545,0.0007017,0.0004456,1.118,0.3484,0.3662,0.3238,4.542,,0.1879,0.00263,0.002496,0.003804,1.324,0.9193,1.078,0.7807,20.63,26.05,15.84,1.139
7,PULSAR_OBS_7,PULSAR,PSR J0100-7211,PL0003,15802.1,65.51,39513.42,False,False,False,2005-06-13T13:27:52,22.1,15.38,16.16,5.35,2.44,-12.705313375720557,-12.167810538931487,-12.747875447494355,-12.807432546663454,-12.308564847855937,-12.7594507517174,-12.410832609453953,-12.80465394165158,-13.324130044681043,-12.390619055749292,-12.731422028117157,-12.268975620184312,-12.775466937393915,-12.993106292052099,-12.347656944937285,-3.947306058075032,-4.059284343093338,-4.134836780493914,-4.47755576649368,-3.5511391543925592,-4.0010000277816795,-4.436756298859602,-4.191451448759595,-4.641874714723351,-3.5904049806031844,-3.9730583720409705,-4.208239195987095,-4.162222230446266,-4.5519123333076585,-3.5704091977766983,-12.467882883751196,-12.62955723220142,-12.539914400822532,-3.929703481802235,-4.017448375640823,-3.9713474263668815,-12.529148675473882,-12.578231598793076,-12.554707230574028,-12.620331965966347,-12.559090917934782,-12.586365002801445,-12.513427849481644,-12.75300930075845,-12.62397081827182,,,,,,,,,5.4,0.8332,2.7561000000000003e-05,-0.4147,-0.3379,-0.4966,-0.5796,-0.2149,-0.5166,-0.644,-0.173,-0.2567,3.58,3.843,3.34,42.47,48.63,36.8,0.0003273,0.0003912,0.0002763,1.051,0.3724,0.3874,0.3499,4.255,,0.2795,0.001385,0.00132,0.001873,1.024,0.98,1.118,0.8591,22.67,26.93,18.78,0.992
8,PULSAR_OBS_8,PULSAR,PSR J0100-7211,PL0003,19803.6,65.51,39513.42,False,False,False,2006-06-05T13:51:06,26.74,18.54,18.43,7.62,4.05,-12.736837535037782,-13.536405597813,-12.72723041344824,-12.903437561625864,-12.33357562748124,-12.784891418946907,,-12.774174008538107,-13.20950372303289,-12.384155117125298,-12.760200181552902,,-12.750068243365805,-13.026548855975065,-12.358129454523688,-3.9597933724252887,-3.83209218999852,-4.110250224735962,-4.500175504160421,-3.5529971015338377,-4.007137328610972,-4.051000545973047,-4.157141237554707,-4.615288257061717,-3.585528050370697,-3.9829666607012197,-3.9281179926938745,-4.13306318226836,-4.552221990705379,-3.5689580546641144,-12.703958184350752,-12.792134142392511,-12.752532478073556,-3.8887442092177666,-3.9658690814079574,-3.9255858701588644,-12.403952992454562,-12.442011851775087,-12.421934116163909,-12.469672210221914,-12.424465781680135,-12.443215217692975,-12.449160394934214,-12.494578672416718,-12.467500413905338,0.0,0.072,0.899,0.929,8.118e-05,0.03078,0.0307,0.03086,5.4,0.8332,2.7561000000000003e-05,-0.446,-0.3916,-0.5041,-0.5746,-0.1711,-0.5278,-0.6215,-0.1355,-0.208,3.773,3.977,3.583,50.1,55.26,45.28,0.0005468,0.0006327,0.0004756,0.957,0.3675,0.3865,0.3492,7.73,1.036,4.258,0.002158,0.001689,0.002792,1.067,0.9432,1.041,0.8551,27.08,30.61,23.77,0.91
9,PULSAR_OBS_9,PULSAR,PSR J0100-7211,PL0003,15272.6,65.51,39513.42,False,False,False,2004-01-28T04:48:17,,21.36,21.72,,4.73,-12.852323675758901,-13.437469231137738,-12.773142429711276,,,-12.891434976267165,-13.613501034449348,-12.813891620186794,,,-12.871600731282193,-13.513711239039434,-12.79317412396815,,,-4.056604423491046,-4.527682453683158,-4.1604591070310315,,,-4.096638663744682,-4.713992877920526,-4.201142268252514,,,-4.076186278908811,-4.611011214875286,-4.180324480005707,,,-12.938522388857482,-12.991045157347074,-12.963850370254146,-4.206302721640743,-4.266802734893431,-4.2355249725655915,-12.411056357259985,-12.438540828758084,-12.424119684319354,-12.42724453484578,-12.399353764337606,-12.412176828681044,-12.402853512166304,-12.430509045651217,-12.416347891457956,0.0,0.1594,0.4708,0.4732,0.000169086,0.032768200000000004,0.032611999999999995,0.0330686,5.4,0.8332,2.7561000000000003e-05,,,,,,,,,,3.698,3.817,3.587,49.12,52.57,45.83,0.0005147,0.0005676,0.0004677,1.571,0.43,0.4402,0.4267,0.7951,,1.842e-06,0.001147,0.001115,0.001252,0.993,1.138,1.207,1.072,24.25,26.56,22.06,1.027
