index,obs_id,class,src_n,src_id,livetime,significance,likelihood,pileup_flag,mstr_sat_src_flag,mstr_streak_src_flag,gti_obs,flux_significance_b,flux_significance_m,flux_significance_s,flux_significance_h,flux_significance_u,flux_aper_hilim_s,flux_aper_hilim_u,flux_aper_hilim_m,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_lolim_s,flux_aper_lolim_u,flux_aper_lolim_m,flux_aper_lolim_h,flux_aper_lolim_b,flux_aper_s,flux_aper_u,flux_aper_m,flux_aper_h,flux_aper_b,photflux_aper_hilim_s,photflux_aper_hilim_u,photflux_aper_hilim_m,photflux_aper_hilim_h,photflux_aper_hilim_b,photflux_aper_lolim_s,photflux_aper_lolim_u,photflux_aper_lolim_m,photflux_aper_lolim_h,photflux_aper_lolim_b,photflux_aper_s,photflux_aper_u,photflux_aper_m,photflux_aper_h,photflux_aper_b,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_powlaw_hilim,flux_powlaw_lolim,flux_powlaw,flux_brems_lolim,flux_brems_hilim,flux_brems,flux_bb_hilim,flux_bb_lolim,flux_bb,var_index,var_prob,ks_prob,kp_prob,var_sigma,var_mean,var_min,var_max,var_inter_index,var_inter_prob,var_inter_sigma,hard_hm,hard_hm_hilim,hard_hm_lolim,hard_hs,hard_ms,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,powlaw_gamma,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl,powlaw_ampl_hilim,powlaw_ampl_lolim,powlaw_stat,bb_kt,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim,bb_nh,bb_ampl,bb_ampl_lolim,bb_ampl_hilim,bb_stat,brems_kt,brems_kt_hilim,brems_kt_lolim,brems_nh,brems_nh_hilim,brems_nh_lolim,brems_stat
228,NS_OBS_228,NS,XMMU J004245.2+41172,NS0044,3971.3,49.26,9049.175,False,False,False,2010-07-20T20:59:17,1.32,1.08,1.14,0.0,0.0,-13.834162375309871,-12.857297754262385,-14.505984625242856,-13.758204568704802,-13.846795099915715,-15.124186611160242,,-16.037441264204038,,-14.712198270069774,-14.102978043939636,,-14.782252926737206,,-14.09242742120145,-5.160082224321319,-3.5873714794556246,-5.43842163169904,-5.705093089394808,-4.998266287190999,-6.450138811528057,,-6.8696662315049934,,-5.86359655186601,-5.428990327690695,,-5.723538195826756,,-5.243820483156191,-13.424006685587202,-15.254450555941453,-14.452890163112253,-4.249996389673841,-6.429760705397084,-5.64520031473671,,,,,,,,,,,,,,,,,,8.0,1.0,7.351e-06,-0.9994,-0.0406,-1.0,-0.9994,-0.4697,-0.3554,-1.0,0.0269,-0.8214,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,NS_OBS_229,NS,XMMU J004245.2+41172,NS0044,3971.3,49.26,9049.175,False,False,False,2010-08-24T11:01:45,4.12,2.4,2.05,2.94,0.0,-13.885055584287416,-12.791558643561432,-13.785951320588058,-13.056159373598739,-12.998699066979581,-14.370284667352868,,-14.176460566343142,-13.363311552046717,-13.213603538627696,-14.057347188306787,,-13.933301449577005,-13.183162369097966,-13.093018846771146,-4.663540266151471,-3.5403060235220294,-4.848323769152953,-4.603800652904264,-4.1732127611837075,-5.1328862201680225,,-5.238899461041858,-4.9111554372729955,-4.388064374959877,-4.831797253157369,,-4.995678626217358,-4.730720610228102,-4.267445420148568,-13.120136035769846,-13.636786776405689,-13.476948439903733,-4.079782725930734,-4.877305841830315,-4.710232729047219,,,,,,,,,,0.25,0.39425,0.62,0.5325,0.0013517499999999999,0.00634475,0.004888,0.00895075,8.0,1.0,7.351e-06,0.3136,0.5353,0.0693,0.0912,-0.2448,0.3666,-0.1818,0.0618,-0.5053,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,NS_OBS_230,NS,XMMU J004245.2+41172,NS0044,3971.8,49.26,9049.175,False,False,False,2010-09-25T01:07:20,4.57,3.24,2.47,2.29,0.0,-13.725149679983335,-13.212752119668046,-13.637517525248825,-13.402304814074487,-13.178486471595226,-14.09799710864927,,-13.915066425063284,-13.81559251458768,-13.375408540873153,-13.872571222148402,,-13.75448733218585,-13.556111453222629,-13.263125638351578,-4.904133546521457,-3.961379838050297,-4.9821322810364945,-5.137332049771412,-4.464452720823332,-5.277119389313061,,-5.25987426303427,-5.550830267834799,-4.658961368322477,-5.051782706440029,,-5.099305225547602,-5.291154361951821,-4.548213564475709,-13.37874060761675,-13.809332203929351,-13.644510167096614,-4.458922731048062,-5.148460368501179,-4.997859867046264,,,,,,,,,,0.5,0.453,0.62175,0.597,0.00048719999999999997,0.00331025,0.0028295000000000004,0.0048815,8.0,1.0,7.351e-06,-0.2136,0.0331,-0.4528,-0.2998,-0.0837,-0.0181,-0.5453,0.1718,-0.3154,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,NS_OBS_231,NS,XMMU J004245.2+41172,NS0044,3974.8,49.26,9049.175,False,False,False,2011-06-30T12:02:28,3.03,1.65,1.59,2.05,0.0,-13.838631997765026,-12.850472986245652,-14.044216071083088,-13.499214827082545,-13.339703839729271,-14.496345480757041,,-14.654430243943608,-13.984221243610959,-13.640733835393252,-14.046336936252908,,-14.249954687988232,-13.671212799645465,-13.460547508450539,-4.906928693623937,-3.5807052782465396,-5.194703083842015,-4.898596649444669,-4.491335636947057,-5.564474148501345,,-5.80493100353141,-5.368049173740783,-4.792365632611038,-5.114469166811908,,-5.400444409014019,-5.06706985716921,-4.612076533026563,-13.315061328904761,-14.111876692702092,-13.85039912245242,-4.185396854675214,-5.3061324116703625,-5.049061010171674,,,,,,,,,,0.5,0.5045,0.8879999999999999,0.8975,0.006421,0.006529500000000001,0.0027985,0.0278895,8.0,1.0,7.351e-06,0.401,0.6802,0.0643,0.0012,-0.4135,0.3641,-0.3429,-0.0306,-0.7077,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,NS_OBS_232,NS,XMMU J004245.2+41172,NS0044,3974.8,49.26,9049.175,False,False,False,2011-07-25T05:56:22,2.0,1.0,1.32,1.32,0.0,-14.147398030661765,-12.99956592252068,-14.482276405166264,-13.78887945874195,-13.699621935129297,-15.012736045877764,,-16.000825944411513,-14.654038458186859,-14.184820869860582,-14.392974121565214,,-14.770318157682324,-14.034328028779893,-13.871923987331284,-5.160145015398115,-3.7486051499598956,-5.648590248074561,-5.359121221298381,-4.9299621333922445,-6.0253962079129675,,,-6.22438955199364,-5.4148778136931845,-5.405607449624573,,-5.949620243738542,-5.604673606930649,-5.101988261202498,-13.532403732246713,-14.70672983938753,-14.245452913004476,-4.3900088247796205,-5.967647215159576,-5.5101820916985496,,,,,,,,,,0.0,0.484,0.088,0.094,0.000503,0.001841,0.001412,0.004485,8.0,1.0,7.351e-06,0.436,0.7914,-0.0331,-0.3186,-0.6621,0.1393,-0.679,-0.2492,-0.9138,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,NS_OBS_233,NS,XMMU J004245.2+41172,NS0044,3942.6,49.26,9049.175,False,False,False,2011-08-25T09:52:04,0.0,0.0,0.0,0.0,0.0,-14.231509894828754,-12.676541633150531,-14.297224922098955,-13.84924356013969,-13.962175249411658,,,,-15.116452120731957,,,,,-14.116452120731957,,-5.365623505911632,-3.5316526695878427,-5.705974905904677,-5.24420134302617,-5.2580609222708015,,,,,,,,,,,-13.307026246496047,-15.815422125067975,-14.815422125067975,-4.2055175301918135,,,,,,,,,,,,,,,,,,,,8.0,1.0,7.351e-06,0.9994,1.0,0.168,0.9994,-0.9994,1.0,-0.2117,-0.0081,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,NS_OBS_234,NS,XMMU J004245.2+41172,NS0044,3910.5,49.26,9049.175,False,False,False,2012-06-21T22:23:20,0.0,1.05,0.0,0.0,0.0,-14.341606973720875,-12.774174008538107,-14.207118254614603,-13.840733668906505,-14.219466674683595,,,-15.84043280676638,,-15.763462738511306,,,-14.498119506244942,,-14.508218224415835,-5.529001830339126,-3.5043169323830847,-5.489991487059766,-5.6985359268567,-5.247337056879028,,,-7.143210711246684,,,,,-5.781464494783473,,,-13.399192581351604,-16.198184831418562,-14.90107952127767,-4.184483349386582,-7.842180715582702,-6.480434499119491,,,,,,,,,,,,,,,,,,8.0,1.0,7.351e-06,-0.9994,0.0019,-1.0,-0.9994,0.1686,0.1818,-1.0,0.8863,-0.3104,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,NS_OBS_235,NS,XMMU J004245.2+41172,NS0044,3907.5,49.26,9049.175,False,False,False,2012-07-20T08:53:31,3.03,2.67,1.32,1.18,0.0,-13.800519085137644,-12.745935547085661,-13.744727494896694,-13.876475019057269,-13.467500413905338,-14.665747357665769,,-14.087246696328677,-14.990549104201307,-13.774949303861952,-14.046047116768078,,-13.883060353449244,-14.145329668104665,-13.590235895733654,-5.006475596832934,-3.494850021680094,-4.8735438865681955,-5.405276053590253,-4.509620079996821,-5.871923987331285,,-5.216024996587329,-6.496345480757041,-4.810790510417694,-5.2519671058698565,,-5.011887159731648,-5.6724367398127225,-4.630413109263656,-13.28282897316769,-14.249476177554758,-13.95916040531466,-4.121369070128118,-5.333427736027524,-5.087522863739101,,,,,,,,,,0.0,0.21500000000000002,0.0655,0.0145,0.00010240999999999999,0.004185,0.004048,0.0043235,8.0,1.0,7.351e-06,-0.6521,-0.3666,-0.8788,-0.5821,0.1836,-0.1405,-0.8726,0.534,-0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,NS_OBS_236,NS,XMMU J004245.2+41172,NS0044,3763.1,49.26,9049.175,False,False,False,2012-08-19T02:07:52,3.45,1.03,2.67,2.0,1.17,-13.659952682338607,-12.680061560019691,-14.454940415305996,-13.295935320591433,-13.193413065672198,-14.002438884366411,-14.282079974163006,,-13.780939667551138,-13.460672936460625,-13.798329820353418,-12.959793372425288,-14.743041847439068,-13.46813805090419,-13.306800854846283,-4.810790510417694,-3.449404792510672,-5.786216700664696,-5.207958689287918,-4.695294101787234,-5.153230046462781,-4.56336036830734,,-5.693146251306992,-4.95663772197887,-4.949233688766958,-3.718285029972704,-6.0756690152913215,-5.380072289708532,-4.80271944187438,-13.156221736832117,-13.877148714104688,-13.375126181487921,-4.098257327898595,-5.022880255086225,-4.350084976575938,,,,,,,,,,0.6666666666666666,0.5043333333333334,0.36366666666666664,0.30966666666666665,0.0003244333333333334,0.0023796666666666666,0.0021776666666666667,0.003935,8.0,1.0,7.351e-06,0.7008,0.9113,0.3891,-0.4797,-0.8782,-0.2217,-0.6877,-0.7277,-0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,NS_OBS_237,NS,XMMU J004245.2+41172,NS0044,3906.9,49.26,9049.175,False,False,False,2012-09-12T16:47:34,3.88,1.65,2.4,2.76,0.0,-13.817015032996418,-12.666955970176513,-14.05953332233647,-13.261774551857496,-13.169347186202575,-14.218819279062739,,-14.669789215428471,-13.595508382241315,-13.400335221211582,-13.967784296702018,,-14.26528015834432,-13.393081474051709,-13.266241164412797,-4.5139948136377575,-3.498666821354434,-5.135014539340206,-4.650916831220409,-4.230548820597963,-4.904830648568245,,-5.745451922891026,-4.984640244590786,-4.461551948289783,-4.661543506395395,,-5.340749531227339,-4.781989957015637,-4.327532686931918,-13.14062269627963,-13.833623177092658,-13.654355777447718,-4.059186782160463,-4.926963862616327,-4.745099216990568,,,,,,,,,,1.0,0.30133333333333334,0.442,0.669,0.014671066666666665,0.010533333333333334,0.005739666666666666,0.061200666666666674,8.0,1.0,7.351e-06,0.5846,0.7864,0.3367,-0.1686,-0.6908,0.1006,-0.4091,-0.4628,-0.8563,,,,,,,,,,,,,,,,,,,,,,,,,,,
