source_id,r_est,r_lo,r_hi,r_len,result_flag,modality_flag,ra,dec
4068061154481861248,3404.75794148122,2726.52949588754,4485.40723606443,2025.2545593341,1,1,266.9962791105489,-24.769620449936685
4068061360572225408,4928.13456322015,2679.41294138238,8664.22533745524,2024.20851104459,1,1,266.9991346069337,-24.758228538887366
4068061154413782656,2717.27168977527,1225.19138001054,6373.1986557043,2024.60609658737,1,1,267.0044839594608,-24.767591519104894
4067304552986322688,4387.67221908023,2130.64278414711,8156.74176251666,2027.38141009874,1,1,267.00536112236205,-24.80425546540229
4068061154413774592,5407.26674580298,3233.85889261196,9084.93503523707,2024.88770257897,1,1,267.0063084103697,-24.772675427662595
4068061154481859328,2104.75132753096,1706.38176876061,2733.58949715736,2024.84954602186,1,1,267.0062777362216,-24.772155744351803
4068061184462413056,1387.69207596095,1153.10346466824,1739.06215822303,2023.4582028513,1,1,267.00714782957186,-24.75473034850863
4068061085694262016,1457.4411558865,1380.61868321098,1543.13928769945,2025.45711724994,1,1,267.00989190725534,-24.782851852158103
4068061081383158144,1424.41503760037,1343.29365150052,1515.75801048373,2024.58267266199,1,1,267.0134881865835,-24.774303705879042
4068061188778123264,3663.63401048245,1666.68396606623,7324.2268783358,2023.59488422625,1,1,267.01381559153594,-24.76172672312089
4068061081383158912,628.109854559382,603.228041562545,655.092863328397,2025.02962494255,1,1,267.0147816547011,-24.78110452869191
4068061085762316288,1167.09575948485,625.643035658516,4660.73480008874,2024.74935046633,1,1,267.0160349253117,-24.778444299841585
4068061085762343040,5936.07623773853,3460.65391201491,9813.38689574157,2024.8151380809,1,1,267.01612656743066,-24.779368178543475
4068061085762321664,7376.37267188597,4633.32040768097,11451.1420706552,2024.83056224617,1,1,267.01664035327605,-24.779966710846185
4068061085762345344,1676.53993743781,917.378551762493,4874.60052066994,2024.66357604764,1,1,267.0175234172796,-24.778487765574745
4067310462863565056,6852.97868160979,4238.15852481648,10826.928545176,2025.0822335448,1,1,267.0182944291455,-24.784508454950902
4068061085762344192,8151.17798358079,5337.21680627733,12279.4338516893,2024.6004072365,1,1,267.0182846061889,-24.778259760750426
4068061085762339200,1756.60203067584,979.647826709271,4852.21021438839,2024.56955098568,1,1,267.019221781725,-24.7785870244613
4068061085689849728,4677.64352148733,2641.04607325009,8294.02605245206,2024.60614936425,1,1,267.01923535647705,-24.779071762227034
4068061120122059136,5630.45445479302,3165.8576296355,9504.1003917149,2024.19264103749,1,1,267.01933991047935,-24.773792896403588
4068061085762332672,1036.93456157481,541.542692067459,4916.11068409163,2024.58786205832,1,1,267.0197674090345,-24.779247475552772
4068061085762318336,5632.15947240131,3225.09558123611,9463.46290232199,2024.66679076458,1,1,267.019958109466,-24.780417756627525
4067310462863598720,5720.97684442662,3251.570368576,9597.32237571425,2024.61021153722,1,1,267.0218577430296,-24.781157154460658
4067310462871654784,6766.59889931047,4146.91164611058,10745.435274768,2024.56774112255,1,1,267.0221516491218,-24.78083496164638
4068061115746999680,1714.5345503742,1464.73933093293,2064.02437899438,2024.14580423892,1,1,267.02239959513463,-24.775561728830176
4068061120053995008,5533.24764074136,3150.61995389297,9347.91183995608,2024.1280542081,1,1,267.02236847780824,-24.775307548889792
4068061120057793664,1687.30532162338,862.56661421574,5240.20119667864,2023.42752117049,1,1,267.0241689739414,-24.767623000400917
4068061115742922496,646.76617609744,579.312187648159,731.715217511904,2022.81907480939,1,1,267.0241995173382,-24.75974748836977
4067310462871678080,1459.54738862105,1347.85392655527,1591.00288862969,2024.55099878147,1,1,267.0242146136155,-24.78221583192918
4068061120122084096,5217.64181085523,2817.06820246265,9052.44380922599,2023.83182836725,1,1,267.0251961101097,-24.773663491927042
4067310497229865344,5060.78330988002,2677.55191415126,8886.96787448747,2024.16598948487,1,1,267.0260555530043,-24.778658110897045
4068061218822134272,1379.79637193804,1166.41921305626,1686.40869569385,2022.72630185126,1,1,267.0284880117512,-24.761885409465823
4068061223201538432,1539.10711168103,1049.78070000515,2806.8652684476,2021.49991147536,1,1,267.03644761330537,-24.752167165500186
4067310497221114368,2366.46268289717,433.234276194498,5994.6952156597,2023.2388429461,1,1,267.03710096139594,-24.775214135730494
4067310497222031872,906.067898668566,601.465640771527,1841.9608643398,2023.27498383139,1,1,267.0403094179229,-24.778163018788472
