#angDist,name,ra,dec,err_ellipse_r0,conf_flag,extent_flag,sat_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,significance,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,var_intra_index_b,var_intra_index_w,var_inter_index_b,var_inter_index_w,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp
0.103581,2CXO J174759.0-244610,266.9962495556463,-24.769630827504646,0.7219340465518549,0,0,0,1.092509638534E-15,9.2065418977583E-16,1.2643650872921E-15,,,,7.0999426758131605,-0.316052467208,-0.51280449718926,-0.12929419113054,-0.18738288569644,-0.31292941911305,-0.055590256089944,2,,0,,4068061154481861248,266.9962791105489,0.05966167858911205,-24.769620449936685,0.05176634905890972,0.26934786240508396,0.06538535431712358,15.215214,2.6172752
0.152797,2CXO J174759.7-244529,266.99908790602126,-24.758226805277534,0.7919251759565853,0,0,0,2.2733191175823E-16,1.2313811886904E-16,3.3152570464741E-16,,,,4.054054054053828,-0.99937539038101,-1.0,-0.37788881948782,-0.18113678950656,-0.40037476577139,0.053091817613991,4,,4,,4068061360572225408,266.9991346069337,0.46156236111277177,-24.758228538887366,0.38317705802135993,-0.16698251592921892,0.398958402279437,19.251736,2.3533344
0.505710,2CXO J174801.0-244603,267.0043435627124,-24.76753251486742,0.7574513630378668,0,0,0,0.0,0.0,1.8492328107522E-16,,,,3.944444444444507,-0.21111805121799,-0.86133666458463,0.16177389131793,-0.59712679575265,-0.81636477201749,-0.33416614615865,0,,5,,4068061154413782656,267.0044839594608,0.444405486679885,-24.767591519104894,0.3772795652101877,0.6559744337425526,0.4210777995066244,19.223036,2.4016914
0.149213,2CXO J174801.2-244815,267.00536333218315,-24.80421406580586,0.7570646326338787,0,0,0,3.6263975366297E-16,2.2483664727104E-16,4.9319006498164E-16,,,,5.180192871215272,-0.3422860712055,-0.68394753279201,0.0031230480949407,-0.15615240474703,-0.4103685196752,0.12179887570269,6,,5,,4067304552986322688,267.00536112236205,0.8634412166684062,-24.80425546540229,0.73226735921734,-0.15675975821539762,0.7026060192567305,20.391958,2.2207775
0.180642,2CXO J174801.5-244621,267.0062560250352,-24.772691411084327,0.7433896257913285,1,0,0,7.9842960076457E-16,5.5648123689652E-16,1.0282805464392E-15,,,,6.508795985761073,-0.20737039350406,-0.55153029356652,0.1105559025609,-0.30106183635228,-0.51530293566521,-0.063085571517801,2,,5,,4068061154413774592,267.0063084103697,0.19948798699439668,-24.772675427662595,0.17444050665374233,-0.003616582011105152,0.20979512430511374,18.411278,
0.115228,2CXO J174801.5-244619,267.00627245511487,-24.77218739090965,0.7220452654125943,1,0,0,1.2062129475086E-15,9.5557129607821E-16,1.4568545989389E-15,,,,8.63606072412855,-0.15615240474703,-0.45159275452842,0.11430356027483,-0.41099312929419,-0.57026858213616,-0.24422236102436,6,,0,,4068061154481859328,267.0062777362216,0.08938057220362139,-24.772155744351803,0.07927969984320545,0.464553722875723,0.09549957241623015,17.107706,1.9745302
0.078058,2CXO J174801.7-244517,267.0071239645989,-24.75473103132176,0.9178200708811709,0,0,0,0.0,0.0,1.1012897055215E-16,,,,2.5853658536585695,-0.55965021861337,-1.0,-0.05683947532792,-0.38351030605871,-0.71143035602748,0.011867582760774,,,5,,4068061184462413056,267.00714782957186,0.15466304977932693,-24.75473034850863,0.1295035744597872,0.7219098904985924,0.1288739160445828,17.124994,1.8406105
0.031717,2CXO J174802.3-244658,267.0099008926361,-24.78284852502095,0.7276754145651468,0,0,0,1.0019711418286E-15,8.2089201981137E-16,1.1830502638458E-15,,,,5.86206896551708,0.043722673329169,-0.16677076826983,0.24047470331043,-0.051217988757027,-0.2367270455965,0.14303560274828,1,,5,,4068061085694262016,267.00989190725534,0.03884314992477891,-24.782851852158103,0.03316611987180264,0.6597193009574945,0.03722002513832432,15.062909,1.5024462
0.853538,2CXO J174803.2-244628,267.01338915940767,-24.774523089553835,0.7611589419981418,0,0,0,0.0,0.0,8.3909440185844E-17,,,,2.3076923076923497,-0.34103685196752,-0.99125546533417,0.06683322923173,-0.5209244222361,-0.80886945658963,-0.20424734540912,1,,0,,4068061081383158144,267.0134881865835,0.040082465063777724,-24.774303705879042,0.03432599523983198,0.6761955288533741,0.041320382614379814,12.629937,1.2863884
0.679760,2CXO J174803.2-244542,267.0137303488931,-24.761898950502566,0.7683237394473712,0,0,0,5.5446153223232E-16,3.9953845704976E-16,7.0123076135265E-16,,,,3.902439024390357,0.23485321673954,-0.0031230480949407,0.45034353529044,0.99937539038101,0.73391630231106,1.0,,,3,,4068061188778123264,267.01381559153594,0.59662633962466,-24.76172672312089,0.4941622749560333,0.42531971947291924,0.51105807666901,19.646019,3.5607433
0.813203,2CXO J174803.5-244651,267.0146739850211,-24.780900886656866,0.724976575392377,1,0,0,4.9607357868539E-16,2.4252486069063E-16,7.4962229668014E-16,,,,5.454545454545316,-0.20112429731418,-0.64647095565272,0.20799500312305,-0.43222985633979,-0.68144909431605,-0.14178638351031,1,,5,,4068061081383158912,267.0147816547011,0.06587166913219726,-24.78110452869191,0.057606577881554676,1.567571369821189,0.06506359017555363,15.640383,1.8527489
0.579317,2CXO J174803.8-244641,267.0160200947728,-24.778283942784316,0.7115744519287972,0,0,0,1.0574823208093E-14,9.2190430747206E-15,1.1845867083129E-14,,,,16.982725362283848,0.69081823860087,0.60399750156152,0.77514053716427,0.99937539038101,0.79262960649594,1.0,7,,7,,4068061085762316288,267.0160349253117,0.4630402142300226,-24.778444299841585,0.40312570551952887,1.185101452330639,0.4637197416227403,16.794731,4.6050653
