name ,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper
0,0.00022424250000000002,0.9510000000000001,7.25,0.08792624,0.07255364,0.08030002,0.0075800419999999995,0.7938000000000001,0.8652,0.6786,2.8,3.9284e-12,2.13908e-12,3.05574e-12,0.00035695200000000006,0.000301198,0.000329606
0,7.363699999999999e-05,0.9269999999999999,7.2,0.009391,0.0034472500000000002,0.0044325,0.0012537499999999997,0.7795,0.7265,0.652,1.5,4.15438e-14,2.89692e-14,3.5150400000000004e-14,1.12268e-05,7.591400000000001e-06,9.2084e-06
1,7.363699999999999e-05,0.9269999999999999,7.2,0.025050999999999997,0.02045975,0.021208249999999998,0.000828315,0.17550000000000002,0.10775000000000001,0.23925,0.5,3.07366e-13,2.6462000000000004e-13,2.84588e-13,7.5194e-05,6.0168000000000004e-05,6.503399999999999e-05
2,7.363699999999999e-05,0.9269999999999999,7.2,0.01876014,0.018487200000000002,0.01862138,8.3594e-05,0.295,0.35840000000000005,0.1574,0.0,2.59732e-13,2.238124e-13,2.4178619999999995e-13,5.478e-05,4.5866600000000006e-05,5.0375400000000006e-05
3,7.363699999999999e-05,0.9269999999999999,7.2,0.016632249999999998,0.013997499999999998,0.014954499999999999,0.0009286525,0.6222500000000001,0.6769999999999999,0.35225,0.5,2.4324e-13,1.9674377999999998e-13,2.2003400000000003e-13,5.8504e-05,3.9736e-05,4.9149999999999995e-05
4,7.363699999999999e-05,0.9269999999999999,7.2,0.0035795,0.00267345,0.002948,0.0002680525,0.513,0.37675000000000003,0.35875,0.5,4.3600000000000005e-14,1.97362e-14,2.78358e-14,2.19644e-05,6.6442e-06,1.4474800000000002e-05
5,7.363699999999999e-05,0.9269999999999999,7.2,10250.004202,0.0049506,137.204179,1176.6000192,0.3168,0.24820000000000003,0.2082,0.0,6.36786e-14,4.5767799999999996e-14,5.4765e-14,1.85098e-05,1.2197e-05,1.5441399999999998e-05
6,7.363699999999999e-05,0.9269999999999999,7.2,0.00253005,0.0009387750000000001,0.001121525,0.00029201,0.733,0.5549999999999999,0.6094999999999999,1.0,2.2405399999999998e-14,1.02022e-14,1.55904e-14,6.674800000000001e-06,2.03218e-06,3.1643999999999997e-06
7,7.363699999999999e-05,0.9269999999999999,7.2,0.00629925,0.00249125,0.00333125,0.000925975,0.6982499999999999,0.68875,0.63575,1.0,9.992e-14,4.2811199999999995e-14,7.1913e-14,2.2699e-05,9.219e-06,1.59722e-05
8,7.363699999999999e-05,0.9269999999999999,7.2,,,,,,,,,5.161659999999999e-13,1.6546360000000002e-13,3.3444599999999997e-13,2.9330000000000002e-05,3.0894e-06,1.55926e-05
9,7.363699999999999e-05,0.9269999999999999,7.2,0.0194465,0.0191655,0.0193025,0.00013468250000000002,0.18825000000000003,0.2635,0.12625,0.0,4.0543599999999995e-13,1.9557600000000002e-13,2.33692e-13,6.1814e-05,3.7222e-05,4.3148e-05
10,7.363699999999999e-05,0.9269999999999999,7.2,0.008762,0.006779,0.007062,0.0003385,0.154,0.106,0.124,0.0,4.72868e-14,1.49064e-14,3.05098e-14,1.96356e-05,7.207439999999999e-06,1.0425e-05
11,7.363699999999999e-05,0.9269999999999999,7.2,,,,,,,,,3.03058e-13,5.91136e-14,1.83148e-13,3.00022e-05,6.92504e-06,1.8479399999999998e-05
12,7.363699999999999e-05,0.9269999999999999,7.2,0.020926,0.020714333333333335,0.02083133333333333,8.792666666666668e-05,0.5603333333333333,0.49433333333333335,0.09899999999999999,0.0,2.8604800000000003e-13,1.55426e-13,1.91666e-13,5.9539999999999996e-05,3.73718e-05,4.3268399999999994e-05
0,,,,0.0063475,0.004770749999999999,0.004965,0.0002723475,0.4245,0.521,0.27175,0.0,5.196625e-14,4.09235e-14,4.645275e-14,1.4103e-05,1.121875e-05,1.267175e-05
0,0.000258422,1.0,8.0,0.0757,0.0728124,0.07332459999999999,0.000541908,0.5241999999999999,0.5766,0.1662,0.8,5.6306e-13,5.122199999999999e-13,5.3776e-13,0.00035177200000000003,0.000322184,0.000337128
1,0.000258422,1.0,8.0,0.072834,0.072747,0.0727804,4.6240000000000005e-05,0.4412,0.45519999999999994,0.039400000000000004,0.0,5.733750000000001e-13,5.421750000000001e-13,5.57975e-13,0.00038194499999999996,0.00036192500000000003,0.00037192250000000007
2,0.000258422,1.0,8.0,0.05734399999999999,0.056604,0.05703199999999999,0.000320348011224,0.4668,0.49239999999999995,0.123,0.0,3.4417999999999995e-13,3.2228e-13,3.3338e-13,0.00021729000000000003,0.000203812,0.00021058400000000004
3,0.000258422,1.0,8.0,0.06627000000000001,0.066226,0.066248,2.2484599999999998e-05,0.2404,0.26060000000000005,0.0448,0.0,3.9828000000000005e-13,3.7537999999999996e-13,3.8686e-13,0.000269768,0.000254678,0.000262234
4,0.000258422,1.0,8.0,0.0247732,0.024662800000000002,0.0247166,5.4586e-05,0.4814,0.5836,0.06820000000000001,0.0,1.787525e-13,1.623025e-13,1.707e-13,9.5325e-05,8.526000000000001e-05,9.02925e-05
5,0.000258422,1.0,8.0,0.0272656,0.026619800000000006,0.026714000000000005,0.0001149008,0.6218,0.6431999999999999,0.118,0.0,5.56e-13,5.05192e-13,5.305799999999999e-13,0.0003258275,0.00029290999999999996,0.00030985249999999995
6,0.000258422,1.0,8.0,0.028465399999999995,0.027697,0.0279422,0.00021509800000000002,0.5926,0.6319999999999999,0.16020000000000004,0.0,5.517800000000001e-13,5.02266e-13,5.2724e-13,0.00036901400000000003,0.000337522,0.000353446
7,0.000258422,1.0,8.0,0.039314,0.0392,0.039257999999999994,5.3923999999999994e-05,0.479,0.4622,0.05960000000000001,0.0,3.086e-13,2.8107999999999995e-13,2.9499999999999995e-13,0.000155276,0.000141588,0.00014850399999999999
8,0.000258422,1.0,8.0,0.0901308,0.09005160000000001,0.0900876,3.94704e-05,0.591,0.5944,0.0472,0.0,4.2978000000000006e-13,4.0899999999999997e-13,4.1956000000000003e-13,0.00032720400000000005,0.000312868,0.000320146
0,,,,0.050386,0.047687999999999994,0.049038,0.001342276,0.354,0.3848,0.24400000000000005,0.4,3.4585e-13,3.0292500000000004e-13,3.2472499999999996e-13,0.0001692675,0.00014594,0.00015772749999999998
0,0.00027033,1.0,8.0,0.046145000000000005,0.0448,0.045425,0.0006553500000000001,0.542,0.7104999999999999,0.169,0.0,2.5722000000000004e-13,1.9862159999999998e-13,2.2835399999999997e-13,5.763799999999999e-05,4.01008e-05,4.9028000000000006e-05
1,0.00027033,1.0,8.0,0.136936,0.136466,0.13669000000000003,0.00023901600000000004,0.4974,0.6245999999999999,0.0656,0.0,1.05514e-12,9.8756e-13,1.02124e-12,0.00029538199999999996,0.000274386,0.000284894
2,0.00027033,1.0,8.0,0.06305799999999999,0.062834,0.062936,0.000113798,0.5728000000000001,0.5738000000000001,0.07139999999999999,0.0,3.51372e-13,3.15678e-13,3.3350599999999997e-13,0.00011711600000000001,0.000104702,0.00011091000000000001
3,0.00027033,1.0,8.0,0.032917999999999996,0.03267,0.032788000000000005,0.000114474,0.6448,0.6222,0.0872,0.0,2.6726200000000006e-13,2.3600599999999993e-13,2.5164399999999996e-13,6.07228e-05,5.163639999999999e-05,5.61686e-05
4,0.00027033,1.0,8.0,0.048584,0.048532000000000006,0.048558000000000004,2.9086200000000003e-05,0.49420000000000003,0.4484,0.0508,0.0,7.34878e-13,6.830919999999999e-13,7.089859999999999e-13,0.00016321,0.000150076,0.00015665200000000002
5,0.00027033,1.0,8.0,0.046265999999999995,0.04605,0.046168,0.00010459,0.585,0.6212000000000001,0.0752,0.0,6.597599999999999e-13,6.121540000000001e-13,6.358760000000001e-13,0.00015003599999999998,0.000137666,0.000143858
