,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,ASASSN-21vo,2021/11/30,15.16,7:37:4.86,24:53:15.7,0,Candidate
1,ASASSN-21vp,2021/11/30,16.76,7:48:10.31,32:26:19,0,Candidate
2,ASASSN-21vq,2021/11/28,16.6,20:57:26.43,34:47:14.6,0,Candidate
3,ASASSN-V_J205457.73+515731.9,,,20:54:57.7254,+51:57:31.923,0,Candidate_CV
4,AT2018eon_(=_ATLAS18sxh),2021/02/8,16.7,14:17:27.53,-24:46:48.7,0,Candidate
5,AT2020aapw,2020/11/20,16.47,"00:40:19.748,0:40:19.69","+40:49:35.98,40:49:36.9",-1,N
6,AT2020aarv,2020,,09:55:40.440,+69:03:24.08,50,Candidate_Nova
7,AT2020abfk,2020,,00:22:15.6430,+71:53:08.331,0,Candidate_Nova
8,AT2020abmi_(=_ATLAS20bgnv),2020/12/7,17.78,2:38:6.57,10:38:38.9,0,Candidate
9,AT2020abmi,2020/12/03_09:36:00,18.341,02:38:06.570,+10:38:38.54,0,Cataclysmic_Variable
10,AT2020acly,2020/12/11_11:03:50,16.37,06:41:39.290,+52:53:36.57,0,Cataclysmic_Variable
11,AT2020adf,2020,,13:26:41.284,+30:52:30.74,0,CataclyV
12,AT2020adgk,2020/12/19_07:53:45,18.13,06:09:32.577,+63:11:39.43,0,Cataclysmic_Variable
13,AT2020adlb,2020/12/22_05:25:26,18.37,05:28:30.962,+01:31:59.45,0,Cataclysmic_Variable
14,AT2020afq,2020/01/18_09:05:45,14.938,06:38:58.580,+59:03:51.98,0,Cataclysmic_Variable
15,AT2020alt,2020/01/18_09:59:02,15.409,05:09:12.699,+49:09:00.79,0,Cataclysmic_Variable
16,AT2020ber,2020,,00:42:52.36,+41:16:13.0,33,N
17,AT2020bmf,2020,,,,-1,N
18,AT2020bre_(=_MASTER_OT_J150719.46-283114.9),2020/02/3,14.61,15:7:19.51,-28:31:15,0,Candidate
19,AT2020ciz,2020,,01:48:57.490,+56:21:16.49,0,CataclyV
20,AT2020cnn,2020,,09:56:16.830,+69:41:41.94,0,Candidate_Nova
21,AT2020cxg_(=_BraTS-SON-T2-008),2020/02/20,15.01,13:12:34.41,-33:6:5,0,Candidate
22,AT2020cxg,2020/02/19_04:35:37,16.0,13:12:34.530,-33:06:07.80,0,Cataclysmic_Variable
23,AT2020ecd,2020/03/04_06:17:16,17.7,07:44:05.790,-10:16:03.47,0,Cataclysmic_Variable
24,AT2020efm_(=_BraTS-OCA-T1-011),2020/03/8,12.36,11:58:49.93,-47:23:23.3,0,Candidate_Nova
25,AT2020ely,2020,,09:55:54.85,+69:03:10.6,38,N
26,AT2020emi,2020,,00:42:52.16,+41:13:37.2,103,N
27,AT2020esa_(=_ATLAS20icx),2020/03/24,17.4,8:7:59.14,-10:45:27.8,0,Candidate
28,AT2020esa,2020/03/21_07:43:40,17.756,08:07:59.179,-10:45:27.62,0,Cataclysmic_Variable
29,AT2020hhg,2020/04/14_10:50:44,15.15,17:24:22.610,+42:40:08.22,0,CataclyV
30,AT2020idu,2020,,16:53:20.430,+27:26:08.56,0,CataclyV
31,AT2020krl,2020/05/21_11:22:33,18.102,18:30:32.021,+42:41:15.78,0,Cataclysmic_Variable
32,AT2020lhs,2020/05/29_10:33:36,15.5,20:23:02.310,+21:23:48.59,0,Cataclysmic_Variable
33,AT2020lye,2020,,00:42:23.492,+41:08:21.68,0,N
34,AT2020plo,2020,,00:44:20.18,+41:34:08.1,0,CataclyV
35,AT2020qxo,2020,,00:41:59.600,+41:00:48.48,0,N
36,AT2020tck_(=_BraTS-OCA-T1-025),2020/09/23,14.83,18:31:58.01,-51:21:49.6,0,Candidate_Nova
37,AT2020tgh_(=_ZTF20abzcokk),2020/09/15,15.01,2:21:57.59,46:0:27.4,0,Candidate
38,AT2020tjb,2020/09/15_04:00:28,17.5,20:25:46.207,+08:25:37.12,0,CataclyV
39,AT2020tyr,2020/09/21_19:55:12,13.6,17:38:33.302,-48:23:59.82,0,Cataclysmic_Variable
40,AT2020ubx,2020,,00:42:46.300,+41:13:35.50,0,N
41,AT2020uez,2020/09/24_05:26:52,16.39,21:38:42.805,+33:47:40.88,0,Cataclysmic_Variable
42,AT2020ulv,2020,,00:43:08.42,+41:08:50.1,0,N
43,AT2020upt,2020,,01:34:05.624,+30:57:29.37,0,N
44,AT2020urd,2020,,00:40:31.086,+40:35:53.90,0,N
45,AT2020urz_(=_BraTS-SON-T2-020),2020/10/3,11.63,17:54:59.95,-21:22:39.7,0,Candidate_Nova
46,AT2020urz,2020,,17:54:59.980,-21:22:41.30,0,Candidate_Nova
47,AT2020uyd,2020,,00:42:30.67,+41:21:28.5,0,N
48,AT2020uzp_(=_ZTF20acgplqf),2020/10/9,17.08,21:3:11.9,31:14:3.7,0,Candidate
49,AT2020vak,2020,,00:42:49.64,+41:16:52.2,0,N
50,AT2020vce,2020/10/07_05:42:00,15.992,15:25:37.570,-55:23:44.20,0,Cataclysmic_Variable
51,AT2020wgy,2020/10/13_03:25:55,17.41,20:05:45.298,+08:50:20.12,0,Cataclysmic_Variable
52,AT2020xuq,2020/10/21_08:32:38,18.728,00:13:42.420,+28:55:08.98,0,Cataclysmic_Variable
53,AT2020xyv,2020,,,,-1,N
54,AT2020yky,2020,,00:42:20.170,+41:14:28.16,0,N
55,AT2020yug,2020,,00:42:57.74,+41:08:12.1,0,N
56,AT2020yvw,2020/11/03_11:51:21,15.906,06:19:02.427,-09:57:23.77,0,Cataclysmic_Variable
57,AT2020zei,2020/11/06_00:10:04,20.22,12:00:11.010,-44:21:33.88,0,Cataclysmic_Variable
58,AT2020znv,2020/11/12_16:42:14,17.86,"07:12:18.870,07:12:18.96","+38:26:22.27,+38:26:22.2",-1,CataclyV
59,AT2021aakm,2021/10/03_09:56:09,18.605,23:44:06.507,+54:17:16.44,0,Cataclysmic_Variable
60,AT2021aats,2021/10/07_14:12:28,16.909,07:45:50.440,+56:15:28.22,0,Cataclysmic_Variable
61,AT2021aaxp_(=_MASTER_OT_J004440.31+411306.2),2021/10/10,15.79,0:44:40.28,41:13:6.2,0,Candidate
62,AT2021aaxp,2021/10/09_14:42:00,17.77,00:44:40.342,+41:13:06.77,0,Cataclysmic_Variable
63,AT2021abog_(=XM78HT),2021/10/15,14.52,1:26:51.59,50:12:59,0,Candidate
64,AT2021abog,2021/10/15_19:26:03,13.55,01:26:51.620,+50:12:58.60,0,Cataclysmic_Variable
65,AT2021abwn,2021/10/20_14:47:02,17.178,08:37:34.716,+16:00:42.25,0,Cataclysmic_Variable
66,AT2021abxz,2021/10/21_11:47:02,13.76,05:08:30.320,-19:11:51.68,0,Cataclysmic_Variable
67,AT2021acbt,2021/10/24_05:36:57,17.718,19:36:30.980,+10:45:07.27,0,Cataclysmic_Variable
68,AT2021ace,2021/01/04_04:04:48,17.17,02:53:33.672,-20:47:55.10,0,Cataclysmic_Variable
69,AT2021aceg_(=_PSP21ac),2021/10/25,16.08,0:47:32.46,39:38:10.8,0,Candidate
70,AT2021acen,2021/10/25_05:35:31,17.0,21:00:39.767,-02:49:35.92,0,Cataclysmic_Variable
71,AT2021acet_(=_MASTER_OT_J091112.50+173344.0),2021/11/6,16.19,9:11:12.41,17:33:41.5,0,Candidate
72,AT2021acoc,2021/10/30_03:27:21,16.04,22:47:53.925,+23:55:21.29,0,Cataclysmic_Variable
73,AT2021acww,2021/10/31_08:49:55,18.8,07:46:38.002,+65:37:51.63,0,Cataclysmic_Variable
74,AT2021aecv,2021/11/09_15:51:54,13.99,22:25:04.690,+37:48:00.60,0,Cataclysmic_Variable
75,AT2021afok,2021/11/26_13:09:07,17.016,08:02:14.162,-09:21:51.62,0,Cataclysmic_Variable
76,AT2021afpi,2021/11/26_19:48:59,15.1,03:02:27.280,+19:17:54.50,0,Cataclysmic_Variable
77,AT2021agv,2021/01/14_06:36:00,16.72,06:36:51.078,-15:31:33.66,0,Cataclysmic_Variable
78,AT2021bfs,2021,,00:42:52.20,+41:16:24.6,44,N
79,AT2021bl,2021,,01:33:21.998,+30:33:01.25,0,N
80,AT2021bll_(=_Gaia21aoj),2021/02/4,15.6,6:51:50.88,-35:19:38.9,0,Candidate
81,AT2021boa,2021,,00:43:46.45,+41:33:40.8,0,N
82,AT2021bpd,2021/02/03_06:31:34,19.0262,08:23:06.269,-16:38:52.01,-1,Cataclysmic_Variable
83,AT2021bxp_(=_XM51HT),2021/02/10,13.09,10:20:35.86,31:3:42.4,0,Candidate
84,AT2021bxp,2021/02/05_21:49:37,12.98,"10:20:35.79,10:20:35.790","+31:03:42.4,+31:03:42.40",-1,N
85,AT2021css,2021/02/12_00:57:36,16.6,08:13:40.428,-67:49:23.20,0,Cataclysmic_Variable
86,AT2021dgq_(=_BraTS-SON-T2-022),2021/02/19,13.69,6:56:54.99,-47:1:18.9,0,Candidate
87,AT2021dnz,2021/02/21_15:01:26,18.59,12:02:02.290,+68:24:04.25,0,Cataclysmic_Variable
88,AT2021dst_(=_Gaia21bad),2021/02/24,13.85,18:31:30.41,-24:3:46.7,0,Candidate
89,AT2021dxi,2021/02/24_11:11:02,18.35,17:12:18.313,+13:25:39.36,0,Cataclysmic_Variable
90,AT2021fw,2021/01/03_08:06:43,17.052,04:20:26.808,-33:11:56.99,0,Cataclysmic_Variable
91,AT2021gem,2021/03/18_10:35:02,17.234,12:55:19.646,+24:54:03.97,0,Cataclysmic_Variable
92,AT2021gns,2021/03/20_12:07:12,17.75,14:55:18.590,+10:47:52.12,0,Cataclysmic_Variable
93,AT2021gsq,2021/03/20_02:09:36,13.4,05:59:03.677,-11:42:43.63,0,Cataclysmic_Variable
94,AT2021gtx,2021/03/18_04:50:52,15.76,07:53:19.550,-12:09:54.90,0,Cataclysmic_Variable
95,AT2021hgd,2021/03/28_16:07:40,17.39,13:33:48.430,-53:20:04.92,0,Cataclysmic_Variable
96,AT2021icm,2021/04/01_14:47:02,14.11,19:55:15.755,+13:13:27.07,0,Cataclysmic_Variable
97,AT2021ife,2021/04/05_02:57:07,14.6,12:22:05.280,-19:37:15.90,0,Cataclysmic_Variable
98,AT2021itr,2021/04/09_09:10:04,18.594,11:44:18.579,+24:10:49.82,0,Cataclysmic_Variable
99,AT2021iyz,2021/04/08_23:42:43,18.46,07:29:05.640,+00:36:22.50,0,Cataclysmic_Variable
100,AT2021jae,2021/04/11_07:17:45,14.893,08:14:49.220,-22:15:00.64,0,Cataclysmic_Variable
101,AT2021jby,2021/04/12_07:41:08,18.9825,13:16:54.180,-45:51:46.00,0,Cataclysmic_Variable
102,AT2021jk,2021/01/05_19:52:32,16.97,06:44:01.070,+21:38:46.78,0,Cataclysmic_Variable
103,AT2021jrq_(=_Gaia21bvg),2021/04/24,15.25,18:31:23.92,-34:12:4.3,0,Candidate
