,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,HY_Psc,2014/07/28,13.47,23:3:51.64,1:6:50.5,0,known_CV
1,IP_Peg,2014/06/8,13.69,23:23:8.52,18:25:0,0,known_CV
2,iPTF13akn,2013,,12:51:12.30,+41:09:56.6,0,N
3,iPTF13buk,2013,,00:42:09.45,+40:55:21.6,4,N
4,iPTF13dbt,2013,,00:44:01.52,+41:32:01.3,0,N
5,iPTF13dui,2013,,00:37:49.62,+41:12:00.6,0,Candidate_Nova
6,iPTF13dum,2013,,00:43:24.92,+41:21:22.3,0,N
7,iPTF13dya,2013,,00:44:23.29,+41:40:54.6,0,N
8,iPTF13ech,2013,,00:44:31.97,+41:34:25.0,0,Candidate_Nova
9,IU_Leo,2014/06/11,13.35,10:57:56.24,9:23:13.1,0,known_CV
10,IX_Dra,2013/06/30,,18:12:31.45,67:4:45.7,0,known_CV
11,J0644+3344,2014/09/2,15.11,6:44:34.4,33:44:55.8,0,known_CV
12,KIC_11390659,2013/07/3,,18:58:30.96,49:14:32.3,0,known_CV
13,KK_Tel,2014/07/20,14.54,20:28:38.52,-52:18:45,0,known_CV
14,KS_UMa,2013/12/11,14.36,10:20:26.31,53:4:32.8,0,known_CV
15,KV_And,2014/06/19,15.55,2:17:14.1,40:41:36.2,0,known_CV
16,LSQ12dya,2012,,23:07:25.06,-23:35:08.9,0,Candidate_CV
17,LSQ12dyt,2012,,23:01:14.66,-06:43:17.8,0,CataclyV
18,LSQ13anm,2013,,13:56:01.82,-23:44:56.4,0,Candidate_CV
19,LSQ13avm,2013,,21:23:13.61,-02:14:47.9,0,CataclyV
20,LSQ13bbn,2013,,22:56:22.44,-02:51:11.2,0,Candidate_CV
21,LSQ13bpd,2013,,00:14:45.45,-32:04:45.4,0,CataclyV
22,LSQ13bsj,2013,,20:28:55.51,-30:04:02.3,0,CataclyV
23,LSQ13bxh,2013,,21:10:20.11,-17:48:23.6,0,CataclyV
24,LSQ14doj,2014,,22:17:35.34,-54:27:20.9,0,CataclyV
25,LSQ14dss,2014,,23:02:57.76,-55:57:03.0,0,CataclyV
26,LSQ14dvq,2014,,21:03:10.63,-60:30:28.9,0,CataclyV
27,LSQ14efq,2014,,20:47:50.29,-47:33:11.0,0,Candidate_CV
28,LSQ14ws,2014,,10:11:56.82,+19:13:41.5,0,CataclyV
29,LX_And,2014/09/9,,2:19:44.15,40:27:22.1,0,known_CV
30,LY_Hya,2014/08/17,13.38,13:31:53.98,-29:40:59.3,0,known_CV
31,M31N_2011-06a,2011,,,,-1,N
32,M31N_2011-06d,2011,,00:43:06.84,+41:15:31.7,0,N
33,M31N_2011-07a,2011,,00:42:44.83,+41:18:00.7,0,N
34,M31N_2011-07b,2011,,00:41:41.12,+41:20:11.7,0,N
35,M31N_2011-08a,2011,,00:40:40.51,+40:53:00.1,0,N
36,M31N_2011-08b,2011,,00:44:47.94,+41:38:09.6,0,N
37,M31N_2012-01a,2012,,00:41:41.01,+41:19:44.3,11,N
38,M31N_2012-06a,2012,,00:43:21.92,+41:20:24.4,0,N
39,M31N_2013-09a,2013,,00:43:14.92,+41:19:13.0,0,N
40,M31N_2014-01b,2014,,00:42:23.58,+41:29:12.4,0,Candidate_Nova
41,M31N_2014-02a,2014,,00:43:26.66,+41:23:30.8,0,N
42,M31N_2014-07a,2014,,00:42:54.72,+40:56:33.5,0,Candidate_Nova
43,MASTER_OT_J021216.01+461154,2014/08/30,14.12,2:12:16.13,46:11:54.3,0,known_CV
44,MASTER_OT_J031145.65+440919.6,2013,,03:11:45.762,+44:09:19.86,0,Candidate_CV
45,MASTER_OT_J105123.02+672528.3,2012/01/01,,10:51:22.81,+67:25:27.8,0,Candidate_CV
46,MASTER_OT_J113049.13+263831.6,2013/12/26,,11:30:49.13,+26:38:31.6,0,CataclyV
47,MASTER_OT_J174902.10+191331.2,2013/07/14,,"17:49:02.10,17:49:2.05","+19:13:31.2,19:13:29.7",-1,known_CV
48,MASTER_OT_J222900.37+263705.8,2014/08/26,,22:29:0.31,26:37:6.6,0,known_CV
49,MASTER_OT_J231025.12+380037.5,2014/08/18,15.62,"23:10:25.12,23:10:24.71","+38:00:37.5,38:0:41.2",-1,known_CV
50,MASTER_OT_JJ000055.37+540128.5,2013/June/28,16.5,00:00:55.37,+54:01:28.5,0,Candidate
51,MASTER_OT_JJ000606.97+422331.9,2014/Oct/03,17.3,00:06:06.97,+42:23:31.9,0,Known_CV
52,MASTER_OT_JJ001907.27+403423.8,2014/Dec/08,17.4,00:19:07.27,+40:34:23.8,0,Known_CV
53,MASTER_OT_JJ002423.75+454728.7,2013/Aug/26,16.9,00:24:23.75,+45:47:28.7,0,Known_CV
54,MASTER_OT_JJ003059.39+301634.3,2014/Jan/17,16.1,00:30:59.39,+30:16:34.3,0,Known_CV
55,MASTER_OT_JJ003712.10+403904.0,2013/Aug/26,16.7,00:37:12.10,+40:39:04.0,0,N
56,MASTER_OT_JJ004008.26+492807.5,2013/Feb/23,16.8,00:40:08.26,+49:28:07.5,0,Candidate
57,MASTER_OT_JJ004527.52+503213.8,2013/Sep/17,12.5,00:45:27.52,+50:32:13.8,0,Known_CV
58,MASTER_OT_JJ004619.12+414436.0,2012/Dec/25,16.7,00:46:19.12,+41:44:36.0,0,N
59,MASTER_OT_JJ004951.91+512641.4,2014/Jan/12,16.1,00:49:51.91,+51:26:41.4,0,Known_CV
