,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,ASASSN-16hg,2016/07/15,14.05,"22:48:41.03,22:48:41.03","-35:04:40.1,-35:4:40.1",-1,CataclyV
1,ASASSN-16hi,2016/07/16,15.48,21:38:57.29,-73:19:25.3,0,Candidate
2,ASASSN-16hj,2016/07/18,14.2,20:33:13.92,-21:56:2.4,0,Candidate
3,ASASSN-16hk,2016/07/21,14.39,12:13:58.43,-66:35:38.5,0,Candidate
4,ASASSN-16hl,2016/07/22,13.12,16:4:55.16,-72:23:18.3,0,Candidate
5,ASASSN-16ho,2016/07/21,15.3,13:28:27.38,-18:57:58.3,0,Candidate
6,ASASSN-16hs,2016/07/26,16.4,20:30:25.23,-21:54:51.6,0,Candidate
7,ASASSN-16ht,2016/07/26,16.47,18:40:58.17,49:55:2.8,0,Candidate
8,ASASSN-16hv,2016/07/26,16.4,18:32:18.55,-50:15:54.2,0,Candidate
9,ASASSN-16hx,2016/07/28,16.46,17:6:23.02,-62:9:28.4,0,Candidate
10,ASASSN-16ia,2016/08/1,14.76,20:51:59.26,34:49:45.4,0,Candidate
11,ASASSN-16ib,2016/08/5,14.17,14:32:3.73,-33:8:14.7,0,Candidate
12,ASASSN-16id,2016/08/07,13.08,13:26:12.41,-74:48:13.9,0,Candidate
13,ASASSN-16ih,2016/07/30,16.39,3:26:22.11,46:37:59.8,0,Candidate
14,ASASSN-16ii,2016/08/4,14.98,21:3:10,-7:13:12.2,0,Candidate
15,ASASSN-16ij,2016/08/6,15.51,21:11:5.39,-30:7:37.7,0,Candidate
16,ASASSN-16ik,2016/08/6,15.24,19:27:46.09,-67:15:17.8,0,Candidate
17,ASASSN-16il,2016/08/7,15.1,20:20:41.74,66:2:40.4,0,Candidate
18,ASASSN-16im,2016/08/7,16.5,14:57:58.56,-33:7:23.2,0,Candidate
19,ASASSN-16is,2016/08/9,15.04,18:31:3.67,11:32:0.7,0,Candidate
20,ASASSN-16it,2016/08/9,14.8,20:34:34.19,36:48:7.4,0,Candidate
21,ASASSN-16iu,2016/08/9,15.18,1:43:47.83,-70:17:1.4,0,Candidate
22,ASASSN-16iv,2016/08/6,16.64,6:14:13.24,-41:1:37.7,0,Candidate
23,ASASSN-16iw,2016/08/10,13.9,0:58:11.1,-1:7:50.1,0,Candidate
24,ASASSN-16ix,2015/05/29,15.28,20:38:35.57,36:43:40.3,0,Candidate
25,ASASSN-16iy,2016/08/14,16.07,12:27:33.66,-46:41:55.6,0,Candidate
26,ASASSN-16iz,2016/08/17,15.46,5:53:5,18:22:10.8,0,Candidate
27,ASASSN-16ja,2015/08/14,16.21,20:58:28.86,-39:46:3.9,0,Candidate
28,ASASSN-16jb,2016/08/18,13.29,17:50:44.99,-25:58:37.1,0,Candidate
29,ASASSN-16jd,2016/08/20,13.61,18:50:33.33,-26:50:40.8,0,Candidate
30,ASASSN-16jg,2016/08/23,16.98,14:45:35.97,-39:20:28.2,0,Candidate
31,ASASSN-16jk,2016/08/27,13.86,15:40:24.87,23:7:51.1,0,Candidate
32,ASASSN-16jm,2016/08/26,15.55,20:29:11.65,26:21:52,0,Candidate
33,ASASSN-16jo,2016/08/22,14.59,18:40:45.29,-16:17:32.7,0,Candidate
34,ASASSN-16jp,2016/08/24,16.01,5:12:24.01,-47:20:36.8,0,Candidate
35,ASASSN-16jr,2016/08/26,16.39,3:31:11.58,-76:26:18.3,0,Candidate
36,ASASSN-16js,2016/08/30,12.92,"00:51:19.2025,0:51:19.07","-65:57:16.697,-65:57:16.9",-1,CataclyV
37,ASASSN-16ju,2016/08/30,16.61,1:14:25.31,15:38:37.2,0,Candidate
38,ASASSN-16jv,2016/09/5,15.96,2:41:31.06,59:36:30,2,Candidate
39,ASASSN-16jx,2016/08/31,14.54,17:13:32.47,-56:47:7.6,0,Candidate
40,ASASSN-16jz,2016/09/5,15.8,19:18:53.44,79:32:15.6,0,Candidate
41,ASASSN-16ka,2016/09/5,16.1,0:2:29.45,-69:3:28.3,0,Candidate
42,ASASSN-16kc,2016/09/6,15.32,15:8:3.59,-50:47:8.9,0,Candidate
43,ASASSN-16kf,2016/09/7,15.4,1:12:39.05,68:11:47.4,0,Candidate
