,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,CSS091213:014710+171520,2009/12/13,,01:47:09.73,+17:15:20.0,0,Candidate_CV
1,CSS091213:082019+474732,2009/12/13,,08:20:19.37,+47:47:31.6,0,Candidate_CV
2,CSS091215:041134-090729,2009/12/15,,04:11:34.0,-09:07:29,0,CataclyV
3,CSS091215:081712+055208,2009/12/15,,08:17:12.25,+05:52:08.0,0,Candidate_CV
4,CSS091218:035011+323230,2009/12/18,,03:50:10.71,+32:32:29.6,0,Candidate_CV
5,CSS091220:003204+314510,2009/12/20,,00:32:03.64,+31:45:10.4,0,Candidate_CV
6,OT_J044216-002334,2007/11/15,,04:42:16.03,-00:23:33.9,0,CataclyV
7,OT_J163120.9+103134,2008/05/05,,16:31:20.8835,+10:31:34.105,0,CataclyV
8,OT_J223418-035530,2009/09/10,,22:34:18.0,-03:55:30,0,CataclyV
9,PTF09d,2009,,09:15:36.57,+50:34:51.5,0,CataclyV
10,PTF09gfq,2009,,00:42:39.59,+41:09:04.0,0,N
11,RX_J0045.4+4154,2009,,00:45:28.80,+41:54:10.1,0,N
12,SBSS_0150+339,2008/10/26,,01:53:21.4896,+34:08:56.265,0,Candidate_CV
13,SDSSJ002500.18+073349.2,2008/11/23,,00:25:00.1813,+07:33:49.390,0,Candidate_CV
14,SDSSJ073921.18+222453.5,2008/03/03,,07:39:21.181,+22:24:53.55,0,CataclyV
15,SDSSJ075648.04+305805.0,2008/04/06,,07:56:48.0518,+30:58:05.019,0,CataclyV
16,SDSSJ080853.72+355053.7,2008/04/16,,08:08:53.7326,+35:50:53.696,0,CataclyV
17,SDSSJ081414.92+080449.5,2008/02/02,,08:14:14.922,+08:04:49.52,0,CataclyV
18,SDSSJ082123.73+454135.4,2009/02/24,,08:21:23.7366,+45:41:35.366,0,Candidate_CV
19,SDSSJ082654.69-000733.1,2008/03/06,,08:26:54.6974,-00:07:33.133,0,CataclyV
20,SDSSJ082821.77+105343.8,2007/12/31,,08:28:21.778,+10:53:43.89,0,CataclyV
21,SDSSJ084358.08+425036.8,2008/03/09,,08:43:58.0841,+42:50:36.791,0,CataclyV
22,SDSSJ085113.44+344448.5,2008/04/01,,08:51:13.4372,+34:44:48.655,0,CataclyV
23,SDSSJ085409.42+201339.0,2008/05/06,,08:54:09.4360,+20:13:39.018,0,CataclyV
24,SDSSJ085822.82-003729.4,2007/11/12,,08:58:22.825,-00:37:29.47,0,CataclyV
25,SDSSJ090239.69+052500.7,2008/03/04,,09:02:39.698,+05:25:00.74,0,CataclyV
26,SDSSJ090628.24+052656.9,2008/02/09,,09:06:28.17,+05:26:57.8,0,CataclyV
27,SDSSJ090904.39+091713.1,2007/12/14,,09:09:04.399,+09:17:13.16,0,CataclyV
28,SDSSJ102937.74+414046.3,2008/03/05,,10:29:37.749,+41:40:46.35,0,CataclyV
29,SDSSJ103317.27+072118.5,2008/02/08,,10:33:17.2440,+07:21:18.653,0,CataclyV
30,SDSSJ105550.08+095620.4,2008/01/30,,10:55:50.065,+09:56:20.30,0,CataclyV
31,SDSSJ115330.25+315835.9,2008/02/01,,11:53:30.254,+31:58:36.04,0,CataclyV
32,SDSSJ124417.89+300401.0,2008/04/27,,12:44:17.8995,+30:04:01.050,0,CataclyV
33,SDSSJ130030.33+115101.2,2008/07/02,,13:00:30.3442,+11:51:01.168,0,CataclyV
34,SDSSJ140453.98-102702.1,2008/06/23,,14:04:54.0088,-10:27:02.035,0,CataclyV
35,SDSSJ151020.77+182302.0,2008/05/14,,15:10:20.7751,+18:23:01.907,0,CataclyV
36,SDSSJ153150.87+152446.2,2008/04/01,,15:31:50.8600,+15:24:46.242,0,CataclyV
37,SDSSJ153634.42+332851.9,2008/04/27,,15:36:34.4248,+33:28:51.893,0,CataclyV
38,SDSSJ155325.70+114437.1,2008/04/24,,15:53:25.707,+11:44:37.12,0,CataclyV
39,SDSSJ160204.80+031631.9,2008/04/08,,16:02:04.8071,+03:16:31.618,0,CataclyV
40,SDSSJ160232.13+161731.7,2008/04/24,,16:02:32.138,+16:17:31.78,0,CataclyV
41,SDSSJ160524.22+060815.9,2008/04/28,,16:05:24.223,+06:08:15.95,0,CataclyV
42,SDSSJ160844.80+220609.5,2008/03/02,,16:08:44.809,+22:06:09.58,0,CataclyV
43,SDSSJ162012.06+115256.5,2008/04/15,,16:20:12.060,+11:52:56.54,0,CataclyV
44,SDSSJ162605.66+225043.5,2008/05/14,,16:26:05.669,+22:50:43.56,0,CataclyV
45,SDSSJ162656.79-002549.2,2008/04/26,,16:26:56.792,-00:25:49.29,0,CataclyV
46,SDSSJ213309.41+155004.1,2008/04/04,,21:33:09.410,+15:50:04.19,0,CataclyV
47,SDSSJ214842.52-000723.4,2007/11/16,,21:48:42.527,-00:07:23.44,0,CataclyV
48,V__CT_Tri,2008/10/26,,02:38:39.0,+35:56:48,0,CataclyV
49,V__EG_Aqr,2008/01/01,,23:25:19.1949,-08:18:19.113,0,CataclyV
50,V__GV_Psc,2008/09/22,,01:13:06.7287,+21:52:50.235,0,CataclyV
51,V__GY_Cnc,2008/01/30,,09:09:50.5407,+18:49:47.429,0,CataclyV
52,V__HV_Cet,2008/10/07,,03:05:59.0,+05:47:15,0,N
53,V__HV_Vir,2008/02/27,,13:21:03.1665,+01:53:29.071,0,CataclyV
54,V__OU_Vir,2008/03/29,,14:35:00.2223,-00:46:06.261,0,CataclyV
55,V__SY_Cap,2009/10/10,,20:29:47.5404,-15:54:37.427,0,CataclyV
56,V__V1007_Her,2007/11/15,,17:24:06.2894,+41:14:07.681,0,CataclyV
57,V__V362_Lib,2009/04/18,,14:43:41.9,-17:55:50,0,CataclyV
58,V__V498_Hya,2008/02/09,,08:45:55.0664,+03:39:29.305,0,CataclyV
59,V__V544_Her,2008/04/28,,16:38:05.3897,+08:37:58.453,0,CataclyV
60,V__V808_Aur,2008/12/31,,07:11:26.0066,+44:04:05.104,0,CataclyV
61,V__V844_Her,2008/04/28,,16:25:01.7474,+39:09:26.360,0,CataclyV
62,V__V872_Per,2008/02/11,,02:46:02.3481,+34:55:08.167,0,CataclyV
63,V__VW_CrB,2008/04/03,,16:00:03.6982,+33:11:14.245,0,CataclyV
64,V__X_Ser,2009/08/16,,16:19:17.6862,-02:29:29.527,0,N
65,1AXG_J065037+4130,2011/04/13,,06:50:36.61,+41:30:53.1,4,CataclyV
66,1RXS_J015051.8+332622,2011/10/06,,01:50:51.5203,+33:26:21.813,0,Candidate_CV
67,1RXS_J053054.5-335722,2011/09/05,,05:30:54.59,-33:57:30.2,0,Candidate_CV
68,1RXS_J064725.3+491539,2014/04/19,13.66,"06:47:25.7023,6:47:25.71","+49:15:42.289,49:15:43.3",-1,CataclyV
69,1RXS_J065127.9-410913,2011/12/23,,06:51:28.52,-41:09:18.5,0,Candidate_CV
70,1RXS_J111236.7+002807,2013/05/16,,11:12:35.816,+00:28:13.43,0,CataclyV
71,1RXS_J152506.9-032647,2012/05/17,,15:25:06.8723,-03:26:54.031,0,CataclyV
72,1RXS_J174827.1+505053,2013,,17:48:27.8857,+50:50:39.750,0,CataclyV
73,1RXS_J203214.0-112554,2010/06/13,,20:32:14.01,-11:26:00.8,0,Candidate_CV
74,1RXS_J204455.9-115151,2014,,20:44:55.8740,-11:51:52.928,0,CataclyV
75,1RXS_J231909.9+331544,2011/10/21,,23:19:09.18,+33:15:39.8,0,CataclyV
76,1RXS_J231935.0+364705,2013/07/15,,"23:19:36.0691,23:19:35.97","+36:47:00.031,36:47:1.3",-1,CataclyV
77,1RXSJ003828.7+250920,2014/07/24,15.05,0:38:27.06,25:9:23.7,0,known_CV
78,1RXSJ185310.0+594509,2013/08/15,15.38,18:53:9.61,59:45:6.8,0,known_CV
79,2MASS_J00213091-5719219,2014/07/28,13.73,"00:21:30.9263,0:21:30.95","-57:19:22.205,-57:19:21.1",-1,CataclyV
80,2MASS_J04221780+3342153,2012/12/09,,04:22:17.8112,+33:42:15.274,0,CataclyV
81,2MASS_J05584279+0006255,2010/01/14,,05:58:42.7874,+00:06:25.553,0,CataclyV
82,2MASS_J06175383-3626546,2010/05/11,,06:17:53.8312,-36:26:54.510,0,CataclyV
83,2MASS_J08084617+3131060,2014/01/20,14.55,"08:08:46.1919,8:8:46.56","+31:31:05.975,31:31:0.6",-1,CataclyV
84,2MASS_J17032407+3209532,2013/07/17,,"17:03:24.0826,17:3:24.18","+32:09:53.221,32:9:53.4",-1,CataclyV
85,2MASS_J21084643-0350317,2011/05/13,,21:08:46.4530,-03:50:31.946,0,CataclyV
86,2MASS_J21380504+2638196,2013/08/29,15.86,"21:38:05.0418,21:38:5.01","+26:38:19.678,26:38:20",-1,CataclyV
87,2MASS_J21581531+0947095,2010/06/15,,21:58:15.3070,+09:47:09.576,0,CataclyV
88,2QZ_J015940.6-281040,2014/12/8,12.73,"01:59:40.7654,1:59:40.79","-28:10:40.411,-28:10:39.2",-1,Candidate_CV
89,2QZ_J124058.0-015920,2014/07/9,13.31,"12:40:58.0261,12:40:57.94","-01:59:19.186,-1:59:18.6",-1,CataclyV
90,2QZ_J130441.7+010330,2014/03/20,15.1,"13:04:41.7661,13:4:41.73","+01:03:30.812,1:3:31.1",-1,Candidate_CV
91,2SLAQ_J204720.76+000007.7,2013/06/30,,"20:47:20.7665,20:47:20.89","+00:00:07.718,0:0:5.8",-1,CataclyV
92,2SLAQ_J234440.53-001205.8,2010/09/04,,23:44:40.5421,-00:12:05.853,0,CataclyV
93,2XMM_J152351.2+083605,2012/06/17,,15:23:51.2723,+08:36:06.325,3,CataclyV
94,AB_Dra,2013/07/21,13.95,19:49:6.38,77:44:23.3,0,known_CV
95,AD_Men,2014/09/6,14.54,6:4:30.67,-71:25:22.2,0,known_CV
96,AH_Eri,2013/09/8,15.08,4:22:38.1,-13:21:30.1,0,known_CV
97,AMHer,2014/08/28,14.14,18:16:13.26,49:52:5.4,0,known_CV
98,AQ_Eri,2014/03/21,13.75,5:6:13.82,-4:7:59.1,0,known_CV
99,AR_And,2013/07/20,13.12,1:45:3.2,37:56:33.2,0,known_CV
100,ASASSN-13aa,2013/04/5,,"12:14:13.40,12:14:13.46","+65:40:29.0,65:40:24.6",-1,CataclyV
101,ASASSN-13ab,2013/04/14,,"17:59:08.70,17:59:8.46","+14:51:33.8,14:51:34.4",-1,CataclyV
102,ASASSN-13ac,2013/04/6,,"19:47:10.4742,19:47:10.49","-18:07:26.637,-18:7:26.2",-1,CataclyV
103,ASASSN-13ad,2013,,20:28:51.10,-00:42:02.4,0,CataclyV
104,ASASSN-13ae,2013/04/19,,"17:40:33.4641,17:40:33.4","+41:47:55.981,41:47:57.2",-1,CataclyV
105,ASASSN-13ah,2013/04/23,,"18:32:11.37,18:32:11.21","+61:55:05.6,61:55:9.5",-1,CataclyV
106,ASASSN-13al,2013/06/1,,"19:32:06.4725,19:32:6.64","+67:27:40.414,67:27:41.7",-1,CataclyV
107,ASASSN-13am,2013/06/4,,"22:11:59.05,22:11:59.04","+30:28:35.2,30:28:35.1",-1,Candidate
108,ASASSN-13ao,2013/06/8,,"12:43:12.0531,12:43:12.05","+43:31:59.634,43:31:59.8",-1,CataclyV
109,ASASSN-13ap,2013/06/8,,"13:56:42.41,13:56:42.4","+61:30:23.9,61:30:23.9",-1,Candidate
110,ASASSN-13aq,2013/06/9,,"15:57:59.37,15:57:59.36","-04:24:15.6,-4:24:15.5",-1,Candidate
111,ASASSN-13as,2013/06/26,,17:23:6.38,17:57:55.4,0,Candidate
112,ASASSN-13at,2013/06/26,,"18:21:22.49,18:21:22.51","+61:48:56.0,61:48:55.8",-1,Candidate_CV
113,ASASSN-13au,2013/06/28,,17:8:16.56,2:30:42.2,0,Candidate
