,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,ASASSN-14gx,2014/09/7,,23:51:23.96,-30:27:25.2,0,Candidate
1,ASASSN-14gy,2014/09/7,15.94,"05:39:14.78,5:39:14.78","+45:28:26.2,45:28:26.2",-1,Candidate_CV
2,ASASSN-14hb,2014/09/11,15.67,20:35:1.42,-0:19:44.8,0,Candidate
3,ASASSN-14hd,2014/09/12,14.54,16:24:33.36,-29:33:36.7,0,Candidate
4,ASASSN-14he,2014/09/13,16.16,19:35:4.33,47:9:2.5,0,Candidate
5,ASASSN-14hf,2014/09/14,16.76,21:16:58.9,26:23:20.9,0,Candidate
6,ASASSN-14hg,2014/09/13,16.38,0:41:46.52,35:37:35.7,0,Candidate
7,ASASSN-14hh,2014/09/12,13.77,2:54:23.59,-60:50:6.2,0,Candidate
8,ASASSN-14hi,2014/09/16,15.38,"18:57:46.67,18:57:46.67","+57:27:14.7,57:27:14.7",-1,Candidate_CV
9,ASASSN-14hj,2014/09/16,14.44,"21:16:35.73,21:16:35.69","-07:49:10.6,-7:49:9.7",-1,Candidate_CV
10,ASASSN-14hk,2014,,01:39:35.62,+35:38:41.1,0,Candidate_CV
11,ASASSN-14hl,2014/09/18,15.62,23:49:54.69,-60:54:15,0,Candidate
12,ASASSN-14hm,2014/09/17,13.1,5:7:7.89,-41:46:27.5,0,Candidate
13,ASASSN-14ho,2014,,06:30:27.30,-65:29:50.2,0,CataclyV
14,ASASSN-14hq,2014/09/24,14.12,6:38:19.71,-48:59:15.6,0,Candidate
15,ASASSN-14hs,2014/09/26,14.19,22:42:58.06,-19:45:51.8,0,Candidate
16,ASASSN-14ht,2014/09/27,13.71,19:53:42.98,-40:28:24.3,0,Candidate
17,ASASSN-14hv,2014/09/27,14.35,7:6:45.72,-61:39:55.8,0,Candidate
18,ASASSN-14hw,2014/09/27,14.36,6:1:5.21,-51:26:13.4,0,Candidate
19,ASASSN-14hx,2014/09/27,15.77,6:30:2.15,-27:50:10,0,Candidate
20,ASASSN-14hy,2014/09/24,15.86,20:14:39.74,-9:37:16.1,0,Candidate
21,ASASSN-14ia,2014/09/20,14.66,6:40:21.12,44:21:27.9,0,Candidate
22,ASASSN-14ib,2014/09/23,15.37,4:22:12.19,-3:25:12.8,0,Candidate
23,ASASSN-14ic,2014/09/22,16.36,7:38:59.11,13:27:51.9,0,Candidate
24,ASASSN-14id,2014/09/29,14.5,7:26:37.22,83:32:18.5,0,Candidate
25,ASASSN-14if,2014/09/24,15.6,5:58:58.04,-23:25:26.2,0,Candidate
26,ASASSN-14ij,2014/10/1,15.36,6:37:59.08,-72:1:0.8,0,Candidate
27,ASASSN-14ik,2014/10/1,14.35,21:15:5.52,-45:59:22.7,0,Candidate
28,ASASSN-14im,2014/10/1,15.63,3:30:14.82,38:9:1.3,0,Candidate
29,ASASSN-14io,2014/10/3,16.42,5:25:25.94,-21:29:14,0,Candidate
30,ASASSN-14ip,2014/10/7,15.49,20:50:23.51,-48:37:12.8,0,Candidate
31,ASASSN-14iq,2014/10/8,16.15,1:41:53.22,73:53:16.5,0,Candidate
32,ASASSN-14ir,2014/10/8,15.91,19:8:4.06,-43:11:18.4,0,Candidate
33,ASASSN-14is,2014/10/9,16.03,17:25:27.19,-68:8:20.9,0,Candidate
