,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,MASTER_OT_JJ233043.39-020414.8,2016/Spt/08,16.8,23:30:43.39,-02:04:14.8,0,DN
1,MASTER_OT_JJ233129.53-314648.8,2016/Jun/12,18.4,23:31:29.53,-31:46:48.8,0,DN
2,MASTER_OT_JJ233944.38-812648.4,2018/Dec/19,17.7,23:39:44.38,-81:26:48.4,0,DN
3,MASTER_OT_JJ234149.80-465633.6,2015/Oct/11,18.9,23:41:49.80,-46:56:33.6,0,DN
4,MASTER_OT_JJ235632.99+391949.0,2015/Sep/04,17.8,23:56:32.99,+39:19:49.0,0,DN
5,MASTER_OT_JJ235652.57-580509.1,2015/Jan/21,17.5,23:56:52.57,-58:05:09.1,0,Known_CV
6,Nova_M31_2015-10a,2015/10/3,16.19,0:41:59.48,41:17:1.3,0,Candidate_Nova
7,NSV_1440,2015/11/20,13.83,"03:55:41.5634,3:55:17.25","-82:25:31.831,-82:26:10.3",-1,CataclyV
8,OGLE-MC-DN-30,2016,,06:27:20.5091,-75:13:33.581,0,CataclyV
9,OGLE16app,2016,,05:39:28.44,-67:59:20.2,0,Candidate_CV
10,PS15aaf,2015,,06:14:43.29,+57:16:42.8,0,CataclyV
11,PS15awk,2015,,16:18:53.16,+07:04:27.2,0,CataclyV
12,PS15axr,2015,,19:54:43.15,-11:22:16.3,0,CataclyV
13,PS15ayb,2015,,21:20:28.08,+31:11:09.8,0,CataclyV
14,PS15bdy,2015,,22:30:31.75,+36:41:26.7,0,Candidate_CV
15,PS15dbp,2015,,06:44:39.91,-19:56:42.2,0,CataclyV
16,PS15dft,2015/10/28,13.59,"09:33:09.38,9:33:9.39","+10:28:02.2,10:28:1.7",-1,CataclyV
17,PS16ccm,2016,18.41,"16:48:32.370,16:48:32.4","+37:00:12.35,+37:00:12.24",-1,Candidate_CV
18,PS16fhg,2016/11/26_12:01:26,14.8,04:06:54.233,+23:17:00.18,0,CataclyV
19,PS16fmo,2016,,09:36:56.730,-25:55:38.90,0,CataclyV
20,PS16uk,2016,,09:31:42.51,-30:13:01.1,0,Candidate_CV
21,PS17eeh,2017/08/05_10:04:48,21.0,"20:32:32.120,20:32:32.12,20:32:32.117","+58:09:28.76,+58:09:28.8,+58:09:29.00",-1,CataclyV
22,SDSSJ005909.73+343835.7,2019/12/13,12.35,"00:59:09.7277,0:59:9.73","+34:38:35.673,34:38:35.9",-1,CataclyV
23,SDSSJ140037.99+572341.3,2015/02/2,15.7,14:0:37.85,57:23:41.5,0,known_CV
24,SMCN_2016-10a,2016/10/14,10.63,"01:06:03.18,1:6:3.3","-74:47:15.8,-74:47:15.3",-1,N
25,TCP_J18154219+3515598,2017/06/2,11.84,18:15:42.17,35:15:59.5,0,Candidate
26,UCAC4_539-119077,2016,,20:02:07.3066,+17:46:49.781,0,Candidate_CV
27,UCAC4_791-022450,2016,17.21,"10:54:59.3148,10:54:59.28","+68:11:53.207,+68:11:53.16",-1,CataclyV
28,V__LY_Hya,2016,,13:31:53.8843,-29:40:59.087,0,CataclyV
29,V__OV_Boo,2017/03/13,13.72,"15:07:22.3705,15:7:22.11","+52:30:39.807,52:30:40.1",-1,CataclyV
30,V__PT_And,2017/08/15_00:02:00,15.8,"00:40:24.28,00:40:24.370","+41:04:03.5,+41:04:03.20",-1,CataclyV
31,V__V1405_Cen,2017/05/17,10.91,"13:20:55.32,13:20:55.32","-63:42:18.5,-63:42:18.4",-1,N
32,V__V1656_Sco,2016/09/06,12.14,"17:22:51.426,17:22:51.44","-31:58:36.28,-31:58:36.1",-1,N
33,V__V1659_Sco,2016,,17:42:57.68,-33:25:42.9,0,N
34,V__V1663_Sco,2018/02/24,14.33,"17:03:47.509,17:3:47.51","-38:16:57.14,-38:16:57.1",-1,N
35,V__V1706_Sco,2019/05/13,15.98,"17:07:34.186,17:7:34.18","-36:08:21.26,-36:8:22.8",-1,Candidate
36,V__V1707_Sco,2019/09/14,12.97,"17:37:09.58,17:37:9.52","-35:10:21.1,-35:10:22.9",-1,N
37,V__V1831_Aql,2015/10/1,15.33,"19:21:50.12,19:21:50.08","+15:09:24.8,15:9:25",-1,Candidate
38,V__V2891_Cyg,2019,,21:09:25.52,+48:10:51.9,0,N
39,V__V3731_Oph,2019,,17:38:35.10,-25:19:02.9,0,N
40,V__V407_Lup,2016/09/24,9.19,"15:29:01.820,15:29:1.81","-44:49:40.89,-44:49:40.9",-1,N
41,V__V549_Vel,2017/09/24,15.11,"08:50:29.6173,08:50:29.52,8:50:29.57","-47:45:28.322,-47:45:28.44,-47:45:28.5",-1,N
42,V__V555_Nor,2016,,15:41:45.24,-53:08:05.9,0,N
43,V__V569_Vul,2019,13.54,"19:52:08.250,19:52:08.16",+27:42:20.88,-1,N
44,V__V5853_Sgr,2016/08/6,13.38,"18:01:07.735,18:1:7.76","-26:31:42.01,-26:31:43.5",-1,N
45,V__V5856_Sgr,2016/10/25,13.81,"18:20:52.25,18:20:52.12","-28:22:12.1,-28:22:13.5",-1,N
46,V__V612_Sct,2017/06/19,14.81,"18:31:45.918,18:31:45.92","-14:18:55.57,-14:18:57.1",-1,N
47,V__V659_Sct,2019/10/29,11.0,"18:39:59.825,18:39:59.82","-10:25:41.92,-10:25:41.9",-1,N
48,V__V906_Car,2018,,10:36:15.4261,-59:35:53.730,0,N
49,VVV_J173034.12-310607.0,2017/10/14,14.06,"17:30:34.1439,17:30:34.18","-31:06:06.946,-31:6:6.8",-1,CataclyV
50,10f,,,17:17:08.049,+43:07:54.03,0,Candidate_CV
51,11a,,,17:17:01.264,+43:10:42.46,0,CataclyV
52,14B,,,,,-1,N
53,1990-01,,,00:41:16.30,+40:49:08.0,0,N
54,1990-02,,,00:41:26.60,+41:07:37.0,0,N
55,1990-03,,,00:41:31.60,+41:02:11.0,0,N
56,1990-04,,,00:41:50.20,+40:56:26.0,0,N
57,1990-05,,,00:42:05.60,+41:15:59.0,0,N
58,1990-06,,,00:42:21.50,+41:15:30.0,63,N
59,1990-08,,,00:42:35.50,+41:13:48.0,100,N
60,1990-09,,,00:42:44.90,+41:17:44.0,0,N
61,1990-10,,,00:42:46.10,+41:17:15.0,160,N
62,1990-11,,,00:43:15.80,+41:19:26.0,87,N
63,1990-13,,,00:43:28.40,+41:30:41.0,0,N
64,1990-14,,,00:43:37.50,+41:29:51.0,0,N
65,1991-02,,,00:42:15.00,+41:03:42.0,0,N
66,1991-03,,,00:42:27.60,+41:21:42.0,0,N
67,1991-04,,,00:42:31.30,+41:01:27.0,0,N
68,1991-06,,,00:42:38.92,+41:15:21.8,11,N
69,1991-07,,,00:42:46.10,+41:16:42.0,0,N
70,1991-08,,,00:42:49.51,+41:15:52.3,0,N
71,1991-09,,,00:42:53.90,+41:17:59.0,0,N
72,1991-10,,,00:42:56.50,+41:25:43.0,0,N
73,1991-11,,,00:43:08.30,+41:17:50.0,0,N
74,1991-12,,,00:43:33.50,+41:16:22.0,0,N
75,1991-13,,,00:44:40.70,+41:36:54.0,0,N
76,1991-14,,,00:44:57.30,+41:38:39.0,0,N
77,1992-02,,,00:42:17.80,+41:16:25.0,0,N
78,1992-05,,,00:43:03.50,+41:15:50.0,108,N
79,1992-06,,,00:44:33.90,+41:40:50.0,0,N
80,1992-07,,,00:44:35.20,+41:47:29.0,0,N
81,1993-01,,,00:41:12.80,+41:02:45.0,0,N
82,1993-02,,,00:41:25.90,+41:01:19.0,0,N
83,1993-03,,,00:41:45.80,+41:06:00.0,0,N
84,1993-04,,,00:41:47.60,+41:13:26.0,0,N
85,1993-05,,,00:41:47.80,+40:57:36.0,0,N
86,1993-06,,,00:41:50.00,+41:02:21.0,0,N
87,1993-07,,,00:42:01.20,+41:07:37.0,0,N
88,1993-08,,,00:42:07.71,+41:11:16.5,0,N
89,1993-09,,,00:42:19.40,+41:14:04.0,93,N
90,1993-10,,,00:42:34.30,+41:22:11.0,0,N
91,1993-12,,,00:42:46.80,+41:13:40.0,0,N
92,1993-15,,,00:42:54.30,+41:14:59.0,0,N
93,1993-16,,,00:43:49.70,+41:29:33.0,0,N
94,1995-02,,,00:42:31.57,+41:17:16.0,44,N
95,1995-03,,,00:42:43.75,+41:16:52.0,118,N
96,1995-04,,,00:42:46.60,+41:11:08.3,0,N
97,1995-06,,,00:43:08.41,+41:16:39.9,0,N
98,1995-07,,,00:44:58.80,+41:54:29.0,0,N
99,1995-08,,,00:45:09.90,+41:52:03.0,0,N
100,1995-09,,,00:45:17.90,+41:45:02.0,1,N
101,1996-01,,,00:42:17.24,+41:13:35.4,0,N
102,1996-02,,,00:42:18.80,+41:16:52.0,0,N
103,1996-03,,,00:42:43.30,+41:18:15.0,0,N
104,1996-06,,,00:46:06.60,+42:03:45.0,0,N
105,1997-01,,,00:42:19.33,+41:16:16.4,0,N
106,1997-02,,,00:42:21.77,+41:12:16.3,0,N
107,1997-03,,,00:42:29.90,+41:14:57.0,0,N
108,1997-05,,,00:39:36.20,+40:26:14.0,0,N
109,1997-06,,,00:42:40.14,+41:15:46.7,0,N
110,1997-08,,,00:42:43.27,+41:14:15.9,67,N
111,1997-10,,,00:42:52.35,+41:16:13.2,0,N
112,1997-11,,,00:42:58.00,+41:17:44.0,0,N
113,1997-12,,,00:43:03.78,+41:16:03.9,108,N
114,1997-13,,,00:43:03.90,+41:17:09.0,0,N
115,1997-14,,,00:43:05.38,+41:14:59.3,0,N
116,1e,,,17:17:07.150,+43:08:12.95,10,Candidate_CV
117,1g,,,17:17:07.136,+43:08:13.09,10,CataclyV
118,1H_1025+220,,,10:28:00.0805,+21:48:13.569,0,CataclyV
119,1H_1726-058,,,17:30:21.9016,-05:59:31.840,0,CataclyV
120,1H_1929+509,,,19:34:36.08,+51:07:42.2,0,CataclyV
121,1RXS_J000635.7-690030,,,00:06:33.5232,-69:00:33.611,0,CataclyV
122,1RXS_J015017.0+375614,,,01:50:17.0,+37:56:14,0,CataclyV
123,1RXS_J022917.1-395851,,,02:29:16.9430,-39:59:01.649,0,CataclyV
124,1RXS_J023238.8-371812,,,02:32:38.0686,-37:17:54.921,0,CataclyV
125,1RXS_J035410.4-165244,,,03:54:10.3094,-16:52:50.035,0,CataclyV
126,1RXS_J042608.9+354151,,,04:26:09.3165,+35:41:45.182,0,CataclyV
127,1RXS_J052832.5+283824,,,05:28:32.6763,+28:38:37.732,0,CataclyV
128,1RXS_J060033.1-270918,,,06:00:33.2858,-27:09:18.888,0,CataclyV
129,1RXS_J062404.2+270403,,,06:24:02.6475,+27:04:10.284,0,CataclyV
130,1RXS_J064434.5+334451,,,06:44:34.3633,+33:44:56.612,0,CataclyV
131,1RXS_J065806.3-174427,,,06:58:05.9104,-17:44:24.993,0,CataclyV
132,1RXS_J071748.9-215306,,,07:17:48.2639,-21:53:01.564,0,CataclyV
133,1RXS_J072103.3-055854,,,07:21:02.8342,-05:59:20.771,0,CataclyV
134,1RXS_J075330.1+044606,,,07:53:30.1,+04:46:06,0,Candidate_CV
135,1RXS_J092737.4-191529,,,09:27:37.4,-19:15:29,0,CataclyV
136,1RXS_J101421.4+063855,,,10:14:21.5631,+06:38:57.792,0,CataclyV
137,1RXS_J164103.6+784307,,,16:40:57.8330,+78:42:58.948,0,Candidate_CV
138,1RXS_J165443.5-191620,,,16:54:43.7311,-19:16:31.060,0,CataclyV
139,1RXS_J171935.6-410054,,,17:19:35.8926,-41:00:53.529,2,CataclyV
140,1RXS_J184543.6+622334,,,18:45:42.3021,+62:23:43.670,0,CataclyV
141,1RXS_J185310.0+594509,,,18:53:09.5706,+59:45:07.094,0,CataclyV
142,1RXS_J194151.4+752621,,,19:41:51.5756,+75:26:12.461,0,CataclyV
143,1RXS_J200552.6-293455,,,20:05:51.1228,-29:35:00.041,0,CataclyV
144,1RXS_J205652.1-301433,,,20:56:52.0,-30:14:38,0,CataclyV
145,1RXS_J211336.1+542226,,,21:13:35.3820,+54:22:32.937,0,CataclyV
146,1RXS_J211648.0+533349,,,21:16:46.612,+53:33:53.99,0,CataclyV
147,1RXS_J211805.2-341343,,,21:18:04.2984,-34:13:42.979,0,CataclyV
148,1RXS_J222335.6+074515,,,22:23:34.1743,+07:45:19.149,0,CataclyV
149,1RXS_J230645.0+550816,,,23:06:42.687,+55:08:20.11,0,CataclyV
150,1SDSS_J093238.21+010902.5,,,09:32:38.1951,+01:09:02.492,0,CataclyV
151,1SDSS_J101037.05+024915.0,,,10:10:37.056,+02:49:14.92,0,CataclyV
152,1SDSS_J114628.80+675909.7,,,11:46:28.8054,+67:59:09.625,0,CataclyV
153,1SDSS_J125834.74+640823.1,,,12:58:34.7469,+64:08:23.089,0,CataclyV
154,1SDSS_J125834.77+663551.6,,,12:58:34.7656,+66:35:51.538,0,CataclyV
155,1SDSS_J145003.12+584501.9,,,14:50:03.118,+58:45:01.88,0,CataclyV
156,1SDSS_J204817.85-061044.8,,,20:48:17.8490,-06:10:44.759,0,CataclyV
157,2005-1,,,14:03:27.0,+54:26:32,0,N
158,2005-2,,,14:03:27.0,+54:23:03,0,N
159,2006-1,,,14:03:02.0,+54:21:23,31,N
160,2006-2,,,14:03:20.0,+54:20:27,8,N
161,2006-3,,,14:03:24.0,+54:18:39,0,N
162,2006-4,,,14:03:59.0,+54:26:49,0,N
163,2006-5,,,14:02:40.0,+54:15:37,0,N
164,2006-6,,,14:02:53.0,+54:23:36,0,N
165,2007-1,,,14:03:38.0,+54:16:30,0,N
166,2007-2,,,14:03:05.0,+54:18:57,0,N
167,2007-3,,,14:03:12.0,+54:20:43,0,N
168,2007-4,,,14:03:19.0,+54:19:56,1,N
169,2007-5,,,14:03:05.0,+54:24:27,0,N
170,2dFGRS_TGS429Z114,,,23:50:32.8972,-31:25:48.503,0,CataclyV
171,2f,,,17:17:07.277,+43:08:07.09,10,CataclyV
172,2h,,,17:17:07.322,+43:08:06.90,10,Candidate_CV
173,2MASS_J00115308-0647392,,,00:11:53.0750,-06:47:39.062,0,CataclyV
174,2MASS_J00353571+4623524,,,00:35:35.7123,+46:23:52.410,0,CataclyV
175,2MASS_J00390599+4822566,,,00:39:06.00,+48:22:56.6,0,N
176,2MASS_J00411120+4102574,,,00:41:11.20,+41:02:57.4,0,N
177,2MASS_J00412375+4114596,,,00:41:23.7513,+41:14:59.628,10,CataclyV
178,2MASS_J00414666+4102499,,,00:41:46.67,+41:02:50.0,0,N
179,2MASS_J00415442+4107244,,,00:41:54.425,+41:07:24.42,1,N
180,2MASS_J00423241+4054331,,,00:42:32.41,+40:54:33.1,0,N
181,2MASS_J00423317+4100263,,,00:42:33.171,+41:00:26.34,7,N
182,2MASS_J00423442+4118106,,,00:42:34.428,+41:18:10.64,17,N
183,2MASS_J00423622+4120355,,,00:42:36.23,+41:20:35.6,53,N
184,2MASS_J00424414+4117549,,,00:42:44.144,+41:17:54.90,27,N
185,2MASS_J00424512+4117521,,,00:42:45.12,+41:17:52.1,27,N
186,2MASS_J00424519+4114266,,,00:42:45.20,+41:14:26.7,0,N
187,2MASS_J00425938+4116461,,,00:42:59.383,+41:16:46.14,11,N
188,2MASS_J00431069+4117594,,,00:43:10.70,+41:17:59.4,0,N
189,2MASS_J00432826+4141248,,,00:43:28.2665,+41:41:24.953,0,N
190,2MASS_J00433768+4110407,,,00:43:37.6803,+41:10:41.148,0,N
191,2MASS_J01093484-0800329,,,01:09:34.8431,-08:00:33.090,0,CataclyV
192,2MASS_J01275053+3808120,,,01:27:50.5826,+38:08:11.919,0,CataclyV
193,2MASS_J01303186+6221324,,,01:30:31.8918,+62:21:32.336,0,Candidate_CV
194,2MASS_J01552720+4747206,,,01:55:27.2054,+47:47:20.649,0,CataclyV
195,2MASS_J02064454-0212167,,,02:06:44.5319,-02:12:17.047,0,CataclyV
196,2MASS_J02582787+6352348,,,02:58:27.8843,+63:52:34.873,0,Candidate_CV
197,2MASS_J03313145+4356484,,,03:31:31.4519,+43:56:48.392,2,CataclyV
198,2MASS_J04192359+6530042,,,04:19:23.6044,+65:30:04.096,0,CataclyV
199,2MASS_J04304278+6944281,,,04:30:42.9817,+69:44:28.300,0,CataclyV
200,2MASS_J04570832+4527499,,,04:57:08.3212,+45:27:50.008,0,CataclyV
201,2MASS_J05160717-0008580,,,05:16:07.1781,-00:08:58.065,0,CataclyV
202,2MASS_J05181432+2941130,,,05:18:14.3299,+29:41:13.040,0,CataclyV
203,2MASS_J05351090-7028007,,,05:35:10.90,-70:28:00.8,0,CataclyV
204,2MASS_J05352427-7023539,,,05:35:24.27,-70:23:53.9,0,CataclyV
205,2MASS_J05474096+3926578,,,05:47:41.0105,+39:26:57.828,0,CataclyV
206,2MASS_J06000201+7751311,,,06:00:02.0350,+77:51:31.359,0,CataclyV
207,2MASS_J06141230+1704321,,,06:14:12.2903,+17:04:32.337,0,CataclyV
208,2MASS_J06310028+2602529,,,06:31:00.2849,+26:02:52.893,0,CataclyV
209,2MASS_J07323341+7241408,,,07:32:33.4038,+72:41:40.845,0,CataclyV
210,2MASS_J07341858-1706265,,,07:34:18.5804,-17:06:26.764,0,CataclyV
211,2MASS_J07341868+2713095,,,07:34:18.6723,+27:13:09.497,0,CataclyV
212,2MASS_J07381772+2855198,,,07:38:17.7420,+28:55:19.725,0,CataclyV
213,2MASS_J07420823-1049326,,,07:42:08.2376,-10:49:32.483,0,CataclyV
214,2MASS_J07465548-0934305,,,07:46:55.4879,-09:34:30.515,0,CataclyV
215,2MASS_J07493723+8844290,,,07:49:37.6199,+88:44:28.847,0,CataclyV
216,2MASS_J07564886-1246538,,,07:56:48.8490,-12:46:53.953,0,Candidate_CV
217,2MASS_J07565311+0858319,,,07:56:53.1137,+08:58:31.827,0,CataclyV
218,2MASS_J08125686+1911579,,,08:12:56.8553,+19:11:57.850,0,CataclyV
219,2MASS_J08135201+2813174,,,08:13:52.0201,+28:13:17.306,0,CataclyV
220,2MASS_J08384911-4831248,,,08:38:49.1087,-48:31:24.816,0,CataclyV
221,2MASS_J08405414+0455193,,,08:40:54.15,+04:55:19.1,0,CataclyV
222,2MASS_J09193569+5028261,,,09:19:35.70,+50:28:26.2,0,CataclyV
223,2MASS_J09213414-5939068,,,09:21:34.1475,-59:39:06.874,0,CataclyV
224,2MASS_J09275195-3910524,,,09:27:51.9566,-39:10:52.560,0,CataclyV
225,2MASS_J09400257+2749420,,,09:40:02.5762,+27:49:42.004,0,CataclyV
226,2MASS_J09440940-5617117,,,09:44:09.3880,-56:17:11.691,0,CataclyV
227,2MASS_J09492014+3555432,,,09:49:20.1313,+35:55:43.421,0,CataclyV
228,2MASS_J10065842+2337245,,,10:06:58.4172,+23:37:24.467,0,CataclyV
229,2MASS_J10134589-2757579,,,10:13:45.8945,-27:57:57.893,0,CataclyV
230,2MASS_J10244207-4826427,,,10:24:42.0670,-48:26:42.760,0,CataclyV
231,2MASS_J10313503-4626395,,,10:31:35.0303,-46:26:39.213,0,CataclyV
232,2MASS_J10395999-4701261,,,10:39:59.9812,-47:01:26.288,0,CataclyV
233,2MASS_J11292167-5355436,,,11:29:21.6867,-53:55:43.795,0,CataclyV
234,2MASS_J12210553-6650487,,,12:21:05.54,-66:50:48.8,0,Candidate_CV
235,2MASS_J12222023+7503277,,,12:22:20.2544,+75:03:27.635,0,CataclyV
236,2MASS_J12240559+1841028,,,12:24:05.5834,+18:41:02.903,0,Candidate_CV
237,2MASS_J13202779+8749014,,,13:20:27.7562,+87:49:01.470,0,CataclyV
238,2MASS_J13285639+8326179,,,13:28:56.4487,+83:26:17.833,0,CataclyV
239,2MASS_J14382831+8229397,,,14:38:28.3362,+82:29:39.634,0,CataclyV
240,2MASS_J14534105-5521387,,,14:53:41.0567,-55:21:38.719,0,CataclyV
241,2MASS_J15092601-6649232,,,15:09:26.0167,-66:49:23.280,0,CataclyV
242,2MASS_J15191587+0645291,,,15:19:15.8641,+06:45:29.170,0,CataclyV
243,2MASS_J15321369+3701046,,,15:32:13.6766,+37:01:04.877,0,CataclyV
244,2MASS_J15445360+2553488,,,15:44:53.6043,+25:53:48.950,0,CataclyV
245,2MASS_J16193575+5246326,,,16:19:35.7577,+52:46:31.874,0,CataclyV
246,2MASS_J16221246+3411473,,,16:22:12.4478,+34:11:47.254,0,CataclyV
247,2MASS_J16344773-3454234,,,16:34:47.74,-34:54:23.5,0,Candidate_CV
248,2MASS_J16595166+1927454,,,16:59:51.6843,+19:27:45.608,0,CataclyV
249,2MASS_J17480582+3404013,,,17:48:05.82,+34:04:01.4,0,CataclyV
250,2MASS_J17481631+5017229,,,17:48:16.3145,+50:17:22.927,0,CataclyV
251,2MASS_J17590860+1451309,,,17:59:08.6012,+14:51:30.850,0,CataclyV
