,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,OGLE-BLG-DN-915,,,18:13:21.88,-27:48:36.0,0,CataclyV
1,OGLE-BLG-DN-916,,,18:13:22.6029,-23:28:28.245,0,CataclyV
2,OGLE-BLG-DN-917,,,18:13:23.66,-27:47:26.5,0,CataclyV
3,OGLE-BLG-DN-918,,,18:13:24.9268,-29:08:29.147,0,CataclyV
4,OGLE-BLG-DN-919,,,18:13:28.38,-25:36:02.8,0,CataclyV
5,OGLE-BLG-DN-92,,,17:43:36.69,-32:47:23.5,0,CataclyV
6,OGLE-BLG-DN-920,,,18:13:33.50,-28:23:46.8,0,CataclyV
7,OGLE-BLG-DN-921,,,18:13:36.07,-33:03:21.1,0,CataclyV
8,OGLE-BLG-DN-922,,,18:13:39.02,-29:49:03.2,0,CataclyV
9,OGLE-BLG-DN-923,,,18:13:47.24,-28:33:27.5,0,CataclyV
10,OGLE-BLG-DN-924,,,18:13:48.02,-28:14:34.7,0,CataclyV
11,OGLE-BLG-DN-925,,,18:13:50.06,-30:46:46.3,0,CataclyV
12,OGLE-BLG-DN-926,,,18:13:51.45,-26:07:35.7,0,CataclyV
13,OGLE-BLG-DN-927,,,18:13:52.26,-29:04:28.4,0,CataclyV
14,OGLE-BLG-DN-928,,,18:13:54.87,-26:20:33.5,0,CataclyV
15,OGLE-BLG-DN-929,,,18:13:57.26,-27:37:04.0,0,CataclyV
16,OGLE-BLG-DN-93,,,17:43:36.89,-34:23:14.2,0,CataclyV
17,OGLE-BLG-DN-930,,,18:14:02.43,-23:28:59.2,0,CataclyV
18,OGLE-BLG-DN-931,,,18:14:03.78,-26:06:23.3,0,CataclyV
19,OGLE-BLG-DN-932,,,18:14:09.75,-30:31:21.5,0,CataclyV
20,OGLE-BLG-DN-933,,,18:14:14.00,-27:01:35.3,0,CataclyV
21,OGLE-BLG-DN-934,,,18:14:14.89,-27:51:35.8,0,CataclyV
22,OGLE-BLG-DN-935,,,18:14:15.32,-31:17:08.6,0,CataclyV
23,OGLE-BLG-DN-936,,,18:14:16.43,-25:09:37.4,0,CataclyV
24,OGLE-BLG-DN-937,,,18:14:17.23,-26:09:18.6,0,CataclyV
25,OGLE-BLG-DN-938,,,18:14:18.26,-26:39:19.0,0,CataclyV
26,OGLE-BLG-DN-939,,,18:14:20.53,-31:02:20.0,0,CataclyV
27,OGLE-BLG-DN-94,,,17:43:40.26,-20:06:13.5,0,CataclyV
28,OGLE-BLG-DN-940,,,18:14:30.76,-28:43:12.8,0,CataclyV
29,OGLE-BLG-DN-941,,,18:14:33.12,-25:41:06.8,0,CataclyV
30,OGLE-BLG-DN-942,,,18:14:34.88,-22:37:42.8,0,CataclyV
31,OGLE-BLG-DN-943,,,18:14:42.44,-27:16:09.0,0,CataclyV
32,OGLE-BLG-DN-944,,,18:14:42.56,-26:22:10.4,0,CataclyV
33,OGLE-BLG-DN-945,,,18:14:47.16,-26:39:47.3,0,CataclyV
34,OGLE-BLG-DN-946,,,18:14:49.27,-26:49:17.2,0,CataclyV
35,OGLE-BLG-DN-947,,,18:14:54.46,-29:36:16.3,0,CataclyV
36,OGLE-BLG-DN-948,,,18:14:57.16,-26:13:52.7,0,CataclyV
37,OGLE-BLG-DN-949,,,18:14:59.51,-29:02:37.7,0,CataclyV
38,OGLE-BLG-DN-95,,,17:43:45.65,-34:26:13.0,0,CataclyV
39,OGLE-BLG-DN-950,,,18:15:01.84,-29:05:45.9,0,CataclyV
40,OGLE-BLG-DN-951,,,18:15:02.13,-27:21:47.7,0,CataclyV
41,OGLE-BLG-DN-952,,,18:15:03.4208,-31:36:12.454,0,CataclyV
42,OGLE-BLG-DN-953,,,18:15:04.77,-30:42:59.0,0,CataclyV
43,OGLE-BLG-DN-954,,,18:15:05.93,-29:30:19.7,0,CataclyV
44,OGLE-BLG-DN-955,,,18:15:09.36,-28:14:08.7,0,CataclyV
45,OGLE-BLG-DN-956,,,18:15:15.30,-30:04:41.4,0,CataclyV
46,OGLE-BLG-DN-957,,,18:15:18.77,-27:15:21.0,0,CataclyV
47,OGLE-BLG-DN-958,,,18:15:23.20,-30:20:48.5,0,CataclyV
48,OGLE-BLG-DN-959,,,18:15:23.50,-29:16:54.1,0,CataclyV
49,OGLE-BLG-DN-96,,,17:43:48.89,-34:33:10.7,0,CataclyV
50,OGLE-BLG-DN-960,,,18:15:25.53,-27:48:39.3,0,CataclyV
51,OGLE-BLG-DN-961,,,18:15:29.11,-25:23:01.6,0,CataclyV
52,OGLE-BLG-DN-962,,,18:15:30.33,-27:19:46.7,0,CataclyV
53,OGLE-BLG-DN-963,,,18:15:31.64,-30:12:35.9,0,CataclyV
54,OGLE-BLG-DN-964,,,18:15:34.46,-23:59:12.9,0,CataclyV
55,OGLE-BLG-DN-965,,,18:15:36.60,-25:52:30.0,0,CataclyV
56,OGLE-BLG-DN-966,,,18:15:37.87,-27:36:35.0,0,CataclyV
57,OGLE-BLG-DN-967,,,18:15:39.16,-30:42:12.9,0,CataclyV
58,OGLE-BLG-DN-968,,,18:15:39.18,-28:53:54.6,0,CataclyV
59,OGLE-BLG-DN-969,,,18:15:39.41,-30:58:56.3,0,CataclyV
60,OGLE-BLG-DN-97,,,17:43:54.38,-22:25:59.0,0,CataclyV
61,OGLE-BLG-DN-970,,,18:15:41.62,-22:56:23.2,0,CataclyV
62,OGLE-BLG-DN-971,,,18:15:44.20,-24:54:33.8,0,CataclyV
63,OGLE-BLG-DN-972,,,18:15:46.98,-22:58:48.4,0,CataclyV
64,OGLE-BLG-DN-973,,,18:15:48.76,-26:23:53.2,0,CataclyV
65,OGLE-BLG-DN-974,,,18:15:48.81,-27:49:52.3,0,CataclyV
66,OGLE-BLG-DN-975,,,18:15:53.33,-27:53:18.8,0,CataclyV
67,OGLE-BLG-DN-976,,,18:15:57.72,-25:15:33.9,0,CataclyV
68,OGLE-BLG-DN-977,,,18:16:01.88,-26:09:34.5,0,CataclyV
69,OGLE-BLG-DN-978,,,18:16:05.10,-28:48:14.6,0,CataclyV
70,OGLE-BLG-DN-979,,,18:16:08.80,-28:43:35.2,0,CataclyV
71,OGLE-BLG-DN-98,,,17:43:55.51,-21:35:55.2,0,CataclyV
72,OGLE-BLG-DN-980,,,18:16:16.39,-27:52:46.1,0,CataclyV
73,OGLE-BLG-DN-981,,,18:16:17.20,-30:43:51.3,0,CataclyV
74,OGLE-BLG-DN-982,,,18:16:17.63,-24:11:27.0,0,CataclyV
75,OGLE-BLG-DN-984,,,18:16:21.06,-29:59:43.4,0,CataclyV
76,OGLE-BLG-DN-985,,,18:16:21.86,-23:20:41.9,0,CataclyV
77,OGLE-BLG-DN-986,,,18:16:24.52,-29:08:59.1,0,CataclyV
78,OGLE-BLG-DN-987,,,18:16:24.87,-28:56:36.8,0,CataclyV
79,OGLE-BLG-DN-989,,,18:16:34.14,-27:40:05.8,0,CataclyV
80,OGLE-BLG-DN-99,,,17:44:01.62,-37:20:20.4,0,CataclyV
81,OGLE-BLG-DN-990,,,18:16:34.94,-28:21:14.9,0,CataclyV
82,OGLE-BLG-DN-991,,,18:16:35.14,-30:44:06.5,0,CataclyV
83,OGLE-BLG-DN-992,,,18:16:39.83,-31:38:11.5,0,CataclyV
84,OGLE-BLG-DN-993,,,18:16:41.47,-33:55:49.0,0,CataclyV
85,OGLE-BLG-DN-994,,,18:16:49.13,-27:11:50.0,0,CataclyV
86,OGLE-BLG-DN-995,,,18:17:00.51,-23:13:03.7,0,CataclyV
87,OGLE-BLG-DN-996,,,18:17:04.97,-23:20:36.1,0,CataclyV
