obs_id,class,src_n,src_id,significance,photflux_aper_lolim_b,photflux_aper_lolim_m,photflux_aper_h,photflux_aper_lolim_s,photflux_aper_hilim_m,photflux_aper_m,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_hilim_s,photflux_aper_b,photflux_aper_lolim,flux_aper,photflux_aper,flux_aper_b,flux_aper_hilim_m,flux_aper_hilim,flux_aper_lolim_s,flux_aper_lolim_m,flux_aper_s,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_m,flux_aper_lolim_h,flux_aper_lolim,photflux_aper_hilim,flux_aper_h,flux_aper_lolim_b,var_max,kp_prob,var_index,var_inter_index,var_mean,var_min,var_inter_sigma,var_inter_prob,var_sigma,var_prob,ks_prob,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hm,hard_ms_hilim,hard_ms_lolim,hard_ms,hard_hs,hard_hs_lolim
BH_OBS_81,BH,CXOU J100515.4-07425,BH0019,17.39,-5.832682665251824,-6.3308691526266685,-6.62967199222049,-6.480040819247932,-6.0953926361845525,-6.1973630819171905,-5.643782865780264,-6.432150549426893,-7.002089632653258,-6.275888046038787,-6.137570443893992,-5.7281583934635005,-6.324694692118182,-14.842374019942598,-6.184528514089255,-14.447940465812115,-14.682772650823582,-14.699504515340458,-15.265680319140992,-14.933674074637961,-15.061580354206807,-14.747389659432626,-14.362510270487487,-14.923359556329654,-14.790484985457368,-15.317313521750233,-15.00638744206111,-5.980966836069001,-14.945004138470859,-14.562566556202027,0.0006064999999999999,0.16466666666666666,0.0,7.0,0.00038396666666666666,0.00037656666666666653,6.238000000000001e-07,0.951,2.356233333333333e-05,0.4283333333333333,0.279,-0.193,-0.6652,-0.0981,-0.4372,0.2942,-0.1455,0.07,-0.3848,-0.6427
BH_OBS_166,BH,J1745-2900          ,BH0027,337.0,-5.413637776692134,-7.719426793770947,-5.433209087618408,-7.687841550677202,-6.623423042943487,-6.816399034301493,-5.193413065672197,-5.339798798619318,-5.560036064079095,-7.014666732994083,-6.771599641296994,-5.286761538454337,-5.878637159436608,-13.822787393848007,-5.7517814388099255,-13.429573821641029,-14.941573975542994,-13.703445371496866,-16.403792316664035,-16.25328797748334,-15.609333847720293,-13.337053385667375,-13.340368988393,-15.607654844638796,-15.211902366619704,-13.541211118289153,-13.939031772783387,-5.3947984209479225,-13.427244534845778,-13.541815564429733,0.002508,0.601,0.0,7.0,0.0023309999999999997,0.002198,0.000481169,0.8301999999999999,0.0001177,0.252,0.925,1.0,0.8801,1.0,0.9994,1.0,-0.1655,0.9394,0.9994,0.9138
BH_OBS_135,BH,J1745-2900          ,BH0027,337.0,-5.414764936634223,-8.08792236109552,-5.481486060122113,-7.773855064602091,-6.946153573147748,-7.0805419587057346,-5.2248995011209765,-5.390192230671297,-5.597051170655595,-6.921543181946706,-6.635073966210023,-5.309538106753822,-5.894353587348764,-14.003838706631992,-5.778700545836676,-13.614036429399302,-15.596364810209453,-13.896589715984662,-16.227540381817796,-16.419633569397703,-15.629691476661465,-13.508078287413847,-13.52071268352383,-15.459420283495545,-15.477502616088747,-13.718966632752274,-14.127727153775794,-5.569895906411898,-13.597910649427906,-13.740884155814935,0.003208,0.23,0.0,7.0,0.002288,0.0022370000000000003,0.000481169,0.8301999999999999,9.971e-05,0.14800000000000002,0.225,1.0,0.935,0.9863,0.9994,-0.12300000000000001,-1.0,-0.9994,0.9319,0.8601
BH_OBS_145,BH,J1745-2900          ,BH0027,337.0,-5.5045944368538064,-7.424330245566207,-5.3172233536855655,-7.564965102213076,-6.2839966563652006,-6.420686695500904,-5.013945219230305,-5.141102042767996,-5.618163200001657,-6.855383359731248,-5.962972120244224,-5.193413065672197,-5.858707039918407,-13.392598596697974,-5.551951028410095,-13.096801452957024,-14.852942328971642,-13.238474333111146,-16.18347739810623,-15.83925202581601,-15.381982642544976,-12.937794191180286,-12.948076083953893,-14.82885884897162,-14.91206362407722,-13.314168725373936,-13.620377263956675,-5.33444245964119,-13.086398050270846,-13.324588306285136,0.00870566333333333,0.7135749999999996,0.19333333333333333,7.0,0.006516900000000001,0.005534219000000007,0.000481169,0.8301999999999999,0.0008131280899999998,0.3955650000000002,0.7794833333333332,1.0,0.7926,1.0,0.9994,0.0056,-1.0,-0.9994,0.9994,0.6102
BH_OBS_154,BH,J1745-2900          ,BH0027,337.0,-5.2516568955124505,-6.787013815263332,-5.251037138743839,-7.503526877981014,-5.8233300673318515,-6.07099001450604,-4.88941028970075,-5.098705182834434,-5.502793819296046,-6.834474354426225,-6.017095882207372,-5.029792641193144,-5.65231391162363,-13.588056377313292,-5.403507367507663,-13.291834142144461,-14.259084923518715,-13.426484401081517,-16.27160336552936,-15.104190849830868,-15.36167867459603,-13.150949309430487,-13.141102042767994,-14.849243560139689,-14.50210325708678,-13.561141340579438,-13.83768432366956,-5.234137806486051,-13.309272456129634,-13.524764777395873,0.013135501666666667,0.7860433333333333,0.5033333333333332,7.0,0.008155780000000001,0.008826737000000012,0.000481169,0.8301999999999999,0.0008794437200000003,0.43016500000000013,0.7971700000000003,0.92,0.5465,1.0,0.7658,1.0,-0.0294,0.7395,0.9994,0.7027
BH_OBS_169,BH,J1745-2900          ,BH0027,337.0,-5.441171475182989,-7.234480456902047,-5.439495584804944,-7.564965102213076,-6.252199909135632,-6.5021032570867785,-5.16083631708535,-5.318125877871354,-5.608711951404703,-6.936875607378097,-6.547140664204148,-5.2753146117626395,-5.910711105670219,-13.891358541753096,-5.7326076590921815,-13.500587874327724,-14.773400094792642,-13.700841497207751,-16.28261911145725,-15.751046384504292,-15.547297387282333,-13.37747513759643,-13.386158178123932,-15.371611069949687,-15.030910397045078,-13.66796572297248,-14.06341187085575,-5.168831803510822,-13.498940737782247,-13.66655272550325,0.00524756166666667,0.7766683333333333,0.41,7.0,0.003762236666666668,0.0032050979999999982,0.000481169,0.8301999999999999,0.00035804900400000013,0.43795500000000026,0.8494133333333336,0.9513,0.7127,1.0,0.8557,1.0,0.1043,0.9994,0.9994,0.8551
BH_OBS_160,BH,J1745-2900          ,BH0027,337.0,-6.674895017028593,-7.038277711695299,-5.858236769724213,-7.564965102213076,-6.046240308266772,-6.3472703039307525,-5.3226668485800985,-5.546070407942271,-6.29930107055914,-6.821756659994979,-6.044408449594276,-5.595679532778269,-7.276955008356555,-14.502241281712733,-5.961330173177247,-13.939302159646386,-14.651889931519758,-13.959684515528913,-15.930115241764772,-15.50050915184177,-15.559128497363693,-13.764976840504776,-13.638272163982409,-14.82915179635669,-14.964970717797632,-14.607432451085769,-15.344592428152723,-5.628802792677705,-14.002733649159245,-14.84780865202871,0.00855244,0.7369216666666665,0.4599999999999999,7.0,0.004874773333333331,0.004377203999999998,0.000481169,0.8301999999999999,0.0008075579686666668,0.4542200000000001,0.8178066666666672,0.9563,0.2742,1.0,0.7108,0.7676,-0.4641,0.0162,0.9994,0.3079
BH_OBS_136,BH,J1745-2900          ,BH0027,337.0,-5.607303046740334,-6.806875401645539,-5.690369832574102,-7.601828036752314,-6.481091426308585,-6.6142150411566645,-5.42458120878564,-5.604673606930648,-5.804100347590767,-6.903715341706844,-7.066715227651305,-5.506402550999472,-6.076134524814497,-14.21205519951596,-5.966648632959238,-13.820735535660974,-14.896196279044045,-14.108410140249836,-16.007225463260006,-15.215525356237485,-15.903089986991944,-13.741362717275925,-13.731890270191524,-15.57577192930402,-15.027241916096461,-13.963371104637837,-14.337831698169804,-5.796909428576924,-13.838332587562265,-13.940058111938045,0.004089,0.4625,1.0,7.0,0.0019265,0.0017635,0.000481169,0.8301999999999999,0.00032900000000000003,0.5845,0.5435,0.8676,0.7127,1.0,0.7983,1.0,0.4766,0.9994,0.9994,0.9188
BH_OBS_138,BH,J1745-2900          ,BH0027,337.0,-5.206279443186477,-7.3971806575673,-5.28718199979215,-7.761567419755677,-6.647046088289912,-6.869023308394383,-5.066462098028295,-5.221559316428767,-5.370182803981483,-7.032826577044459,-6.7318902701915215,-5.130768280269023,-5.676827544978906,-13.68424370746458,-5.592102176328609,-13.289797985344615,-15.166406706001544,-13.610091109987431,-16.403792316664035,-15.916497380169732,-15.630750333393003,-13.220042948753091,-13.224171185535386,-15.6903698325741,-15.388276691992656,-13.370284667352868,-13.768830237403689,-5.442449491108649,-13.286257521590915,-13.37273658343178,0.0036865,0.53,0.0,7.0,0.0036765,0.0036665,0.000481169,0.8301999999999999,9.975e-06,0.091,0.4145,0.9788,0.9126,0.995,0.9507,0.5678,-0.3604,0.0912,0.9669,0.9288
BH_OBS_128,BH,J1745-2900          ,BH0027,337.0,-6.222138375823758,-7.787135172241799,-5.757707095017069,-7.736992130062852,-6.7307206102281025,-6.904945428772604,-5.435926021022854,-5.54500278269054,-6.191316490871031,-6.987605134452942,-6.515985037332437,-5.671212799645464,-6.507484057678712,-14.347439417017936,-6.013340211727907,-14.04958646063062,-15.238974748288626,-14.078087334208007,-15.897068003981099,-16.490651374014316,-15.855504452037614,-13.788078915691493,-13.794254459057338,-15.309272456129634,-15.398213334305074,-14.742321425130816,-15.046481918555006,-5.75654646825907,-14.04325545471731,-14.748605149959896,0.00502535,0.4307099999999999,0.12333333333333334,7.0,0.003169401666666665,0.00239983,0.000481169,0.8301999999999999,0.0001739081613333331,0.27886500000000014,0.3780683333333337,1.0,0.7976,1.0,0.9994,0.1593,-1.0,-0.9994,0.9994,0.6889
BH_OBS_144,BH,J1745-2900          ,BH0027,337.0,-5.996539467890494,-7.781007683515547,-5.810790510417694,-7.712416840370026,-6.580870692258023,-6.898041882164875,-5.441771578196675,-5.608183076386752,-6.202871012203448,-6.981773469893916,-6.554240163511369,-5.636012170251509,-6.485505375296463,-14.430111329341884,-6.112607781028153,-14.028167720075073,-15.320662969479208,-14.10379355858398,-15.930115241764765,-16.488213641996218,-15.872011027461577,-13.804377056413063,-13.800793520838342,-15.420102130396895,-15.321995396077252,-14.567672207738395,-14.948076083953893,-5.406434833370729,-14.036212172654444,-14.5332806283184,0.004643456666666668,0.43627833333333327,0.21333333333333332,7.0,0.0032031516666666655,0.0029062829999999995,0.000481169,0.8301999999999999,0.00018640313133333312,0.28345,0.3738133333333336,1.0,0.7114,1.0,0.9994,0.4254,-0.8901,-0.2049,0.9994,0.6902
BH_OBS_170,BH,J1745-2900          ,BH0027,337.0,-5.852014679316195,-7.637472372088999,-5.785421046429501,-7.626403326445138,-6.524474084960718,-6.872247484167027,-5.38153350780092,-5.587035728003338,-6.161025045044532,-6.877645319632153,-6.213745604210219,-5.550984683652214,-6.37753728768816,-14.256333478553787,-6.037611720599985,-13.835647144215566,-15.277448337999044,-13.94200012722034,-15.853005020269542,-16.25384873632056,-15.618563755116611,-13.679853713888946,-13.652669984683051,-14.897566294318665,-15.257797876459911,-14.27457844992574,-14.610196237025573,-5.208980605369142,-13.882397308309915,-14.157765313652758,0.007123496666666668,0.6691866666666664,0.26,7.0,0.004583918333333331,0.003737235999999999,0.000481169,0.8301999999999999,0.00063122893,0.41365000000000024,0.7792550000000003,0.9975,0.6902,1.0,0.8882,0.0581,-0.9425,-0.6221,0.9994,0.4653
BH_OBS_153,BH,J1745-2900          ,BH0027,337.0,-6.418961051227832,-7.676457200063921,-5.635449004646027,-7.540389812520251,-6.258848401148215,-6.589212579872843,-5.294050805089705,-5.384365531122584,-6.2981730696028615,-6.855330609694614,-6.0603809210433015,-5.553618187777559,-6.655411257421286,-14.251618134792901,-5.893639091193251,-13.938924676370206,-14.850165303284216,-13.92389684106562,-15.897068003981099,-16.204391487633714,-15.59415325802578,-13.649558143464937,-13.648396927580869,-14.86359655186601,-15.05099445757407,-14.561333260020133,-15.863200189255762,-5.575559412473524,-13.962573502059374,-15.261140197927801,0.006219188333333336,0.5566183333333331,0.3366666666666667,7.0,0.004508003333333332,0.0036666659999999972,0.000481169,0.8301999999999999,0.000689916824,0.3638500000000002,0.7386516666666668,1.0,0.624,1.0,0.9994,0.1643,-1.0,-0.9994,0.9994,0.4678
BH_OBS_125,BH,J1745-2900          ,BH0027,337.0,-5.778846678045295,-7.890619750200381,-5.757707095017069,-7.749279774909264,-6.781727146428553,-6.974356358085419,-5.437588167050271,-5.609241471261283,-5.985059650207063,-7.0164928361881005,-7.003313244399829,-5.571865205971212,-6.267767119779504,-14.414133366693626,-6.052860482357171,-13.989276134608225,-15.374481771028364,-14.201788704359634,-16.062304192899447,-16.552262573155453,-15.921134357692246,-13.848630149752537,-13.813043664534588,-15.821023052706833,-15.533700925998831,-14.412850501745654,-14.74521031260279,-5.760223184518059,-14.044889769029448,-14.290306130272207,0.0032803349999999992,0.45335833333333325,0.12666666666666665,7.0,0.0025828549999999985,0.0022959399999999994,0.000481169,0.8301999999999999,0.0001758430153333332,0.2745550000000002,0.3691550000000002,1.0,0.8226,1.0,0.9994,1.0,-0.0956,0.9994,0.9994,0.8863
BH_OBS_137,BH,J1745-2900          ,BH0027,337.0,-5.203633845022479,-7.7275902826279355,-5.264880365918128,-7.773855064602089,-6.575884167523007,-6.839648273575425,-5.065299598284575,-5.201280314814993,-5.339419087572701,-7.012764627792002,-7.0679323077992775,-5.128952738694499,-5.567271160076778,-13.71959237643259,-5.492650200781597,-13.422853015172475,-14.988557469189315,-13.635192537103231,-16.403792316664035,-15.963796034634122,-15.623927629937237,-13.339419087572699,-13.347947151751894,-15.851705902565255,-15.320948965880834,-13.511167365617599,-13.816445466381138,-5.333189156632712,-13.414313721547506,-13.519705539996991,0.0035895000000000002,0.177,0.0,7.0,0.0035770000000000003,0.003565,0.000481169,0.8301999999999999,1.217e-05,0.095,0.1075,0.9852640000000008,0.8904249999999995,1.0,0.9517259999999998,0.6675899999999996,-0.07326900000000007,0.2380440000000002,0.9994,0.97
BH_OBS_133,BH,J1745-2900          ,BH0027,337.0,-5.448794056252093,-7.124244420741945,-5.542723813938673,-7.761567419755677,-6.7486051499598965,-6.896880746454286,-5.337903554582076,-5.489857300597427,-5.603103550857476,-7.00399518478153,-7.391260080931213,-5.389765824665611,-5.9117136182381955,-14.091170898872507,-5.849624310144677,-13.693360558975739,-15.267043630424375,-14.027797161620937,-16.13941441439468,-15.650722472532046,-15.858221486873752,-13.642446280256918,-13.636764195516307,-15.853561864714225,-15.417822962311591,-13.769806621130956,-14.159222899474123,-5.7618575092554165,-13.701365216875566,-13.758453519403453,0.0022265,0.5705,0.0,7.0,0.002203,0.002182,0.000481169,0.8301999999999999,1.9765e-05,0.111,0.893,0.9463,0.8788,1.0,0.9157,1.0,0.5191,0.9994,0.9994,0.9725
BH_OBS_127,BH,J1745-2900          ,BH0027,337.0,-5.448428026325747,-7.001522696963494,-5.5241835869686815,-7.012021084124518,-6.407934329567753,-6.610302451793613,-5.241542311389535,-5.428524096318057,-5.6552148773673405,-6.534914712442568,-6.313006433735322,-5.3327338806177265,-5.923001492937193,-14.027110611807075,-5.786423809756903,-13.635261444944602,-14.979638717352293,-13.911077575641785,-15.47846965872129,-15.591420874591332,-15.044793462458058,-13.549442990581673,-13.53955321611928,-14.83209218999852,-15.185619205530061,-13.796151536253765,-14.171230577125547,-5.584482454662048,-13.652474840001315,-13.76624263703449,0.00865454333333333,0.7283749999999998,0.31000000000000005,7.0,0.005383314999999997,0.004345623999999999,0.000481169,0.8301999999999999,0.0006665786706666667,0.4285100000000004,0.8079916666666671,0.9338,0.7626,0.9288,0.8582,0.2617,-0.524,-0.1574,0.8295,0.7077
BH_OBS_147,BH,J1745-2900          ,BH0027,337.0,-6.0074464821678655,-7.442710511728206,-5.585695311871668,-7.503526877981014,-6.182566855888616,-6.489714052687137,-5.199351644636011,-5.338471259868017,-6.217670731003162,-6.841813119386995,-5.96738123914928,-5.437588167050271,-6.497900773184713,-14.09388054245444,-5.903298498389997,-13.700492701299513,-14.773657912836368,-13.687484144336612,-15.897068003981099,-15.885966990064071,-15.496282769591305,-13.444180316938805,-13.453333974929814,-14.799696817018413,-14.990278710842455,-14.3902988976206,-14.792796640691972,-4.899623940066888,-13.691435586438761,-14.399462705635534,0.006961136666666668,0.7141549999999997,0.31333333333333335,7.0,0.00462472833333333,0.004400423999999999,0.000481169,0.8301999999999999,0.0007275704699999999,0.4098150000000002,0.8023783333333335,1.0,0.6115,1.0,0.9994,0.12300000000000001,-1.0,-0.9994,0.9994,0.4291
BH_OBS_165,BH,J1745-2900          ,BH0027,337.0,-5.733063088840827,-7.8928154936358625,-5.680269505669775,-7.761567419755677,-6.83238732727247,-6.976987928108998,-5.384997385475413,-5.5377517846450015,-5.8941493256148565,-7.006341173797282,-6.7500682433658055,-5.521145032471337,-6.204119982655924,-14.386940824310482,-5.991399828238082,-14.003357008644528,-15.462558716592053,-14.099742141562224,-15.97417822547633,-16.55578031069414,-15.905824399974682,-13.782516055786092,-13.804931003531411,-15.56336036830734,-15.552651561775024,-14.32984695480782,-14.75168335965822,-5.424237326478609,-13.975104039892516,-14.379031564355712,0.0033654399999999986,0.4209249999999999,0.10666666666666667,7.0,0.0026049399999999987,0.002332884999999999,0.000481169,0.8301999999999999,0.00015288483133333314,0.24706000000000014,0.35864500000000027,1.0,0.8626,1.0,0.9994,0.2854,-1.0,-0.9981,0.9994,0.8389
BH_OBS_173,BH,J1745-2900          ,BH0027,337.0,-5.814174640387037,-6.9755143323008335,-5.743041847439067,-7.540389812520251,-6.255394124585762,-6.4806971507645725,-5.374790474618119,-5.570247719997592,-6.054285285940139,-6.852964956984721,-6.52841494581481,-5.541060138109673,-6.2971732644478555,-14.331353212201345,-5.998733708000731,-13.942333896090169,-14.775466937393913,-13.949858532964404,-15.974178225476333,-15.454569170534649,-15.630967388706825,-13.751781438809926,-13.739690054205079,-15.364315237452777,-14.993962045002682,-14.393618634889394,-14.74366236787365,-5.096686408922988,-13.963371104637837,-14.334325219006107,0.006025720000000002,0.7818466666666667,0.57,7.0,0.004330078333333332,0.0034384259999999927,0.000481169,0.8301999999999999,0.0005791116726666672,0.48058000000000023,0.836153333333334,0.9063,0.4903,1.0,0.7358,1.0,0.0656,0.9994,0.9994,0.7002
