obs_id,class,src_n,src_id,significance,photflux_aper_lolim_b,photflux_aper_lolim_m,photflux_aper_h,photflux_aper_lolim_s,photflux_aper_hilim_m,photflux_aper_m,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_hilim_s,photflux_aper_b,photflux_aper_lolim,flux_aper,photflux_aper,flux_aper_b,flux_aper_hilim_m,flux_aper_hilim,flux_aper_lolim_s,flux_aper_lolim_m,flux_aper_s,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_m,flux_aper_lolim_h,flux_aper_lolim,photflux_aper_hilim,flux_aper_h,flux_aper_lolim_b,var_max,kp_prob,var_index,var_inter_index,var_mean,var_min,var_inter_sigma,var_inter_prob,var_sigma,var_prob,ks_prob,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hm,hard_ms_hilim,hard_ms_lolim,hard_ms,hard_hs,hard_hs_lolim
BH_OBS_132,BH,J1745-2900          ,BH0027,337.0,-5.527389802403955,-7.273680387889223,-5.608183076386752,-7.638690971291552,-6.853871964321763,-7.014843078722943,-5.4048345852097714,-5.550984683652214,-5.674074044228535,-7.004765524270174,-7.382370702242158,-5.461803421650545,-5.987985762581959,-14.162117628740663,-5.919760366125217,-13.767766478885267,-15.373865021364612,-14.091969888077989,-16.007225463259992,-15.819874124835945,-16.031563752288292,-13.705974905904677,-13.70443290003752,-15.709297756712143,-15.537152964168325,-13.845880474484153,-14.239707221101147,-5.823789471105599,-13.770318157682324,-13.842241113953135,0.002038,0.28,0.0,7.0,0.0020364999999999997,0.0020355,0.000481169,0.8301999999999999,1.1304e-06,0.064,0.376,0.9563,0.8888,1.0,0.9244,1.0,0.4079,0.9994,0.9994,0.9675
BH_OBS_141,BH,J1745-2900          ,BH0027,337.0,-5.570732333566832,-8.159416434792597,-5.5760990814715825,-7.552677457366664,-7.001348404001628,-7.066396251656188,-5.335922409814924,-5.474307475494988,-5.709075440617247,-6.9711290497240785,-6.99097425791309,-5.437707135543525,-6.032358435916989,-14.110474203328808,-5.899353799854519,-13.71783122169536,-15.638272163982409,-13.979863381950144,-15.930115241764765,-16.55511917044887,-15.874727147957387,-13.601539150391776,-13.612076533026563,-15.801617869991706,-15.592273120698728,-13.856048883576035,-14.259163792942688,-5.596097766073352,-13.70730099695607,-13.866461091629784,0.0029244899999999975,0.34767499999999985,0.09,7.0,0.0027316966666666646,0.0021919599999999984,0.000481169,0.8301999999999999,0.00011803088066666669,0.23072500000000012,0.3291550000000003,1.0,0.9288,1.0,0.9994,0.3304,-1.0,-0.9994,0.9994,0.925
BH_OBS_135,BH,J1745-2900          ,BH0027,337.0,-5.414764936634223,-8.158526881394026,-5.481486060122113,-7.700129195523614,-6.946153573147748,-7.06149448574463,-5.2248995011209765,-5.390192230671297,-5.597051170655595,-6.921543181946706,-6.635073966210023,-5.309538106753822,-5.894353587348764,-14.003838706631992,-5.778700545836676,-13.614036429399302,-15.596364810209453,-13.896589715984662,-16.15043016032256,-16.423348551089546,-15.62600456556261,-13.508078287413847,-13.52071268352383,-15.459420283495545,-15.537037076775427,-13.718966632752274,-14.127727153775794,-5.569895906411898,-13.597910649427906,-13.740884155814935,0.003208,0.23,0.0,7.0,0.002288,0.0022370000000000003,0.000481169,0.8301999999999999,9.971e-05,0.14800000000000002,0.225,1.0,0.935,0.9863,0.9994,-0.12300000000000001,-1.0,-0.9994,0.9319,0.8601
BH_OBS_144,BH,J1745-2900          ,BH0027,337.0,-5.996539467890494,-7.9093627204294,-5.810790510417694,-7.478951588288189,-6.580870692258023,-6.894753717072906,-5.441771578196675,-5.608183076386752,-6.202871012203448,-6.958036014186636,-6.554240163511369,-5.636012170251509,-6.485505375296463,-14.430111329341884,-6.112607781028153,-14.028167720075073,-15.320662969479208,-14.10379355858398,-15.886052258053203,-16.562705054880553,-15.852289905633686,-13.804377056413063,-13.800793520838342,-15.420102130396895,-15.432353243976559,-14.567672207738395,-14.948076083953893,-5.406434833370729,-14.036212172654444,-14.5332806283184,0.004961423333333333,0.4334416666666667,0.27666666666666667,7.0,0.0032337916666666656,0.0036170460000000005,0.000481169,0.8301999999999999,0.00025469736533333326,0.31220000000000003,0.4202316666666669,1.0,0.7114,1.0,0.9994,0.4254,-0.8901,-0.2049,0.9994,0.6902
BH_OBS_166,BH,J1745-2900          ,BH0027,337.0,-5.413637776692134,-7.8160302657403555,-5.433209087618408,-7.700129195523614,-6.623423042943487,-6.856391663559866,-5.193413065672197,-5.339798798619318,-5.560036064079095,-7.006329941034036,-6.771599641296994,-5.286761538454337,-5.878637159436608,-13.822787393848007,-5.7517814388099255,-13.429573821641029,-14.941573975542994,-13.703445371496866,-16.22754038181779,-16.25328797748334,-15.615367026171462,-13.337053385667375,-13.340368988393,-15.607654844638796,-15.211902366619704,-13.541211118289153,-13.939031772783387,-5.3947984209479225,-13.427244534845778,-13.541815564429733,0.002508,0.601,0.0,7.0,0.0023309999999999997,0.002198,0.000481169,0.8301999999999999,0.0001177,0.252,0.925,1.0,0.8801,1.0,0.9994,1.0,-0.1655,0.9394,0.9994,0.9138
BH_OBS_143,BH,J1745-2900          ,BH0027,337.0,-5.4278256863869405,-7.066767778864136,-5.469672210221914,-7.515814522827426,-6.476677486375621,-6.580195802877247,-5.247260306064672,-5.3879582553547305,-5.577410160148518,-6.885685166818221,-7.024338466818942,-5.325506282703651,-5.797239312606799,-13.97685046594608,-5.692664445360856,-13.690582774221859,-14.904977395058884,-13.863776619956827,-15.985193971404213,-15.487029520744539,-15.586615667458098,-13.57170318601712,-13.59482445378201,-15.865504144165325,-15.105352880407393,-13.782516055786092,-14.102647865655687,-5.459903692537383,-13.661543506395395,-13.821598658466243,0.0029100000000000003,0.998,1.0,7.0,0.002309,0.0014759999999999999,0.000481169,0.8301999999999999,0.0004113,0.526,0.953,0.9045780000000004,0.6426029999999997,1.0,0.799706999999999,0.7348779999999998,-0.022440000000000005,0.2157,0.9994,0.945
BH_OBS_173,BH,J1745-2900          ,BH0027,337.0,-5.814174640387037,-6.9755143323008335,-5.743041847439067,-7.356075139824063,-6.255394124585762,-6.4806971507645725,-5.374790474618119,-5.570247719997592,-6.054285285940139,-6.829664676975881,-6.52841494581481,-5.541060138109673,-6.2971732644478555,-14.331353212201345,-5.998733708000731,-13.942333896090169,-14.775466937393913,-13.949858532964404,-15.819957782485863,-15.454569170534649,-15.599301628355258,-13.751781438809926,-13.739690054205079,-15.364315237452777,-14.993962045002682,-14.393618634889394,-14.74366236787365,-5.096686408922988,-13.963371104637837,-14.334325219006107,0.007445954999999997,0.7872216666666669,0.5333333333333333,7.0,0.004556309999999999,0.005571812999999996,0.000481169,0.8301999999999999,0.0005665476760000003,0.48952500000000015,0.8182616666666672,0.9063,0.4903,1.0,0.7358,1.0,0.0656,0.9994,0.9994,0.7002
BH_OBS_159,BH,J1745-2900          ,BH0027,337.0,-5.496481687275924,-7.406949705256127,-5.3327338806177265,-7.405225719209714,-6.331893762067269,-6.495376464114899,-5.0057708591823005,-5.143694133566702,-5.705093089394808,-6.807642393582198,-5.95311480916229,-5.185219854254195,-5.986320302708808,-13.844360366240226,-5.650683611229893,-13.447696890661645,-14.852323675758901,-13.550022025336876,-15.9962097173321,-15.912227078048755,-15.424347680790756,-13.265680319140992,-13.26320524507564,-14.81901441921327,-15.042997086082064,-13.756465898167939,-14.163675884293248,-4.83952726701964,-13.445147565627945,-13.775208043507318,0.006684001666666664,0.7666149999999999,0.19,7.0,0.007340455000000001,0.005438996999999998,0.000481169,0.8301999999999999,0.00079103575,0.4193650000000001,0.8114383333333335,1.0,0.8151,1.0,0.9994,-0.0456,-1.0,-0.9994,0.9994,0.609
BH_OBS_142,BH,J1745-2900          ,BH0027,337.0,-5.462936857218383,-8.066930815619813,-5.511449283499557,-7.614115681598727,-6.870632404277013,-7.162096055407058,-5.268572412949052,-5.421246215573566,-5.6252516539898965,-7.063385738024789,-6.751046384504293,-5.35222594973117,-5.93449497690161,-14.038850484210196,-5.813650066861817,-13.655607726314885,-15.39707228714081,-13.927349456605878,-16.029256955115773,-16.451063798149892,-15.93704216591549,-13.543633966870955,-13.562249437179613,-15.614930223668065,-15.70818731253288,-13.751536282448967,-14.164689999130935,-5.5692768903795145,-13.632457726479425,-13.782516055786092,0.004116029999999995,0.34982499999999983,0.026666666666666665,7.0,0.0026313549999999984,0.002544039999999998,0.000481169,0.8301999999999999,0.0001943120053333335,0.2156800000000002,0.3083550000000002,0.9913,0.9113,0.9913,0.9582,0.3079,-0.679,-0.2336,0.9482,0.8863
BH_OBS_151,BH,J1745-2900          ,BH0027,337.0,-5.364717362001788,-7.383053364814133,-5.253521490069969,-7.491239233134601,-6.255550542553202,-6.4829110576112585,-4.957424487559808,-5.0958797865238,-5.503347060749083,-6.824368241723765,-6.0125124938669074,-5.1148650339365656,-5.826464104990094,-13.83875181966726,-5.57662303808094,-13.449038247701823,-14.846795099915715,-13.551435892317178,-16.08433568475522,-15.892709874993752,-15.391414626196628,-13.266401539038661,-13.27621606303467,-14.803823814960024,-15.01823078660054,-13.724228099835068,-14.130299026326124,-4.8678953518048536,-13.432738307646124,-13.740645072691965,0.006685361666666664,0.7534549999999994,0.19,7.0,0.007405054999999999,0.0055192769999999995,0.000481169,0.8301999999999999,0.0008443615166666668,0.40999500000000005,0.8101433333333334,1.0,0.8151,1.0,0.9994,0.1068,-1.0,-0.9994,0.9994,0.7039
BH_OBS_153,BH,J1745-2900          ,BH0027,337.0,-6.418961051227832,-7.698751114379913,-5.635449004646027,-7.368362784670476,-6.258848401148215,-6.54540326572823,-5.294050805089705,-5.384365531122584,-6.2981730696028615,-6.788768517637553,-6.0603809210433015,-5.553618187777559,-6.655411257421286,-14.251618134792901,-5.893639091193251,-13.938924676370206,-14.850165303284216,-13.92389684106562,-15.864020766197426,-16.319155736147394,-15.554662757920816,-13.649558143464937,-13.648396927580869,-14.86359655186601,-15.017386112558558,-14.532273367584935,-15.863200189255762,-5.575559412473524,-13.962573502059374,-15.261140197927801,0.007539168333333331,0.7464183333333334,0.36,7.0,0.0065499600000000005,0.006581696000000003,0.000481169,0.8301999999999999,0.0007918356333333335,0.43112500000000004,0.8166500000000003,1.0,0.624,1.0,0.9994,0.1643,-1.0,-0.9994,0.9994,0.4678
BH_OBS_164,BH,J1745-2900          ,BH0027,337.0,-5.504039605118295,-8.039332799783052,-5.503208684299958,-7.67555390583079,-6.770574152079305,-7.044221141978161,-5.249723084846007,-5.391260080931212,-5.654430243943608,-6.999104050722264,-6.763966852882364,-5.355364496231847,-5.970697406441003,-13.976007195393528,-5.8209655340679936,-13.590574131328554,-15.158202701125646,-13.82563079860394,-16.11738292253889,-16.4282950505728,-15.744078809314034,-13.462558716592053,-13.478600371884625,-15.629857152948894,-15.551170853570497,-13.710857164067669,-14.124013228571513,-5.41857832056236,-13.565910361582107,-13.741841806659204,0.003270504999999998,0.3286099999999999,0.0,7.0,0.002927736666666667,0.0022360549999999994,0.000481169,0.8301999999999999,9.833164666666663e-05,0.15976999999999994,0.2924450000000003,1.0,0.9001,1.0,0.9994,0.5228,-0.7926,-0.1449,0.9994,0.8951
BH_OBS_169,BH,J1745-2900          ,BH0027,337.0,-5.441171475182989,-7.234480456902047,-5.439495584804944,-7.564965102213077,-6.252199909135632,-6.5021032570867785,-5.16083631708535,-5.318125877871354,-5.608711951404703,-6.888154831436362,-6.547140664204148,-5.2753146117626395,-5.910711105670219,-13.891358541753096,-5.7326076590921815,-13.500587874327724,-14.773400094792642,-13.700841497207751,-16.11738292253889,-15.751046384504292,-15.48816767883818,-13.37747513759643,-13.386158178123932,-15.371611069949687,-15.030910397045078,-13.66796572297248,-14.06341187085575,-5.168831803510822,-13.498940737782247,-13.66655272550325,0.0071701999999999955,0.7299516666666668,0.2866666666666667,7.0,0.005041785000000001,0.005754842999999998,0.000481169,0.8301999999999999,0.0003564034186666666,0.42885500000000026,0.8545983333333335,0.9513,0.7127,1.0,0.8557,1.0,0.1043,0.9994,0.9994,0.8551
BH_OBS_138,BH,J1745-2900          ,BH0027,337.0,-5.206279443186477,-7.3971806575673,-5.28718199979215,-7.712416840370026,-6.647046088289912,-6.869023308394383,-5.066462098028295,-5.221559316428767,-5.370182803981483,-7.032826577044459,-6.7318902701915215,-5.130768280269023,-5.676827544978906,-13.68424370746458,-5.592102176328609,-13.289797985344615,-15.166406706001544,-13.610091109987431,-16.22754038181779,-15.916497380169732,-15.629957648946721,-13.220042948753091,-13.224171185535386,-15.6903698325741,-15.388276691992656,-13.370284667352868,-13.768830237403689,-5.442449491108649,-13.286257521590915,-13.37273658343178,0.0036865,0.53,0.0,7.0,0.0036765,0.0036665,0.000481169,0.8301999999999999,9.975e-06,0.091,0.4145,0.9788,0.9126,0.995,0.9507,0.5678,-0.3604,0.0912,0.9669,0.9288
BH_OBS_146,BH,J1745-2900          ,BH0027,337.0,-5.5388017113775065,-8.062203177535043,-5.495393229358046,-7.638690971291552,-6.8324964918163404,-7.0514314998257195,-5.2754783728814365,-5.3934036908207155,-5.637706062035768,-7.029251021749169,-6.811352704000282,-5.387428045934824,-5.886474439434768,-13.96078423409605,-5.7390942323502,-13.664742743565466,-15.319863403070121,-13.816753651572242,-16.073319938827332,-16.426378365793504,-15.765724335349848,-13.540456741719586,-13.550213153014223,-15.622147580993245,-15.53399136232094,-13.820735535660974,-14.1266793981846,-5.391543501893955,-13.654822383457295,-13.83061950468805,0.003047904999999997,0.319115,0.05,7.0,0.0023324749999999992,0.00222007,0.000481169,0.8301999999999999,9.996858733333334e-05,0.15946499999999994,0.30907000000000023,0.9917309999999995,0.9116099999999996,1.0,0.9563490000000004,0.6325999999999994,-0.26903500000000014,0.10462499999999995,0.9994,0.9063
BH_OBS_155,BH,J1745-2900          ,BH0027,337.0,-5.856360764725458,-6.989581719820429,-5.589560213789654,-7.331499850131239,-5.97387548325455,-6.274905478918531,-5.149598852002842,-5.342466112442014,-6.221631656644126,-6.786165822443221,-5.980053318321158,-5.3663295939485565,-6.302705256369456,-13.83743559347698,-5.732476283614536,-13.529883646848994,-14.63152716155964,-13.605526429882588,-15.875036512125313,-15.385925396562259,-15.443540045356267,-13.326334123754297,-13.31533413597414,-14.879755204453636,-14.95738929399514,-14.033154576345087,-14.302661661259814,-5.464073258604431,-13.543026986364186,-13.972242795309446,0.008425328333333327,0.8133016666666668,0.4266666666666667,7.0,0.007955501666666668,0.006970626000000007,0.000481169,0.8301999999999999,0.0009135099866666675,0.46564,0.794126666666667,0.9638,0.4154,1.0,0.757,0.7114,-0.4978,-0.0487,0.9994,0.4478
BH_OBS_145,BH,J1745-2900          ,BH0027,337.0,-5.5045944368538064,-7.3591589720679496,-5.3172233536855655,-7.478951588288189,-6.2839966563652006,-6.434526262383263,-5.013945219230305,-5.141102042767996,-5.618163200001657,-6.81526399041439,-5.962972120244224,-5.193413065672197,-5.858707039918407,-13.392598596697974,-5.551951028410095,-13.096801452957024,-14.852942328971642,-13.238474333111146,-16.073319938827332,-15.872764772485306,-15.40625397784675,-12.937794191180286,-12.948076083953893,-14.82885884897162,-14.935080379394702,-13.314168725373936,-13.620377263956675,-5.33444245964119,-13.086398050270846,-13.324588306285136,0.007296596666666662,0.7571899999999997,0.18,7.0,0.007952859999999999,0.006391417000000005,0.000481169,0.8301999999999999,0.000897986416666667,0.41122999999999993,0.7987666666666666,1.0,0.7926,1.0,0.9994,0.0056,-1.0,-0.9994,0.9994,0.6102
BH_OBS_128,BH,J1745-2900          ,BH0027,337.0,-6.222138375823758,-7.890484672671368,-5.757707095017069,-7.491239233134601,-6.7307206102281025,-6.917645185522621,-5.435926021022854,-5.54500278269054,-6.191316490871031,-6.941115793109679,-6.515985037332437,-5.671212799645464,-6.507484057678712,-14.347439417017936,-6.013340211727907,-14.04958646063062,-15.238974748288626,-14.078087334208007,-15.864020766197426,-16.54401326071572,-15.835200484088668,-13.788078915691493,-13.794254459057338,-15.309272456129634,-15.442517292352948,-14.742321425130816,-15.046481918555006,-5.75654646825907,-14.04325545471731,-14.748605149959896,0.004722148333333332,0.41228333333333333,0.15666666666666665,7.0,0.0036732433333333315,0.0036460710000000025,0.000481169,0.8301999999999999,0.00023693545266666665,0.2531800000000002,0.3908083333333336,1.0,0.7976,1.0,0.9994,0.1593,-1.0,-0.9994,0.9994,0.6889
BH_OBS_126,BH,J1745-2900          ,BH0027,337.0,-6.29379445811803,-7.809535260217835,-5.935167780261426,-7.491239233134601,-6.452717692036697,-6.809691153298487,-5.515700160653214,-5.694004117229196,-6.581367312645933,-6.923574301907638,-6.557206774060232,-5.749824051916074,-6.812140999659038,-14.26889494878408,-6.230622673923862,-13.855425792390385,-15.158703112509718,-13.997140485265,-15.94113098769265,-16.47993346490627,-15.782384410349653,-13.652084813498305,-13.643591672961021,-15.363111093016201,-15.287717691082944,-14.438064236686218,-14.753107679846401,-5.611870367642795,-13.88706002391592,-14.28558640771288,0.0045620733333333365,0.6319833333333331,0.25666666666666665,7.0,0.0030720566666666647,0.0024278349999999997,0.000481169,0.8301999999999999,0.0002784949113333333,0.37476000000000015,0.798276666666667,1.0,0.5615,1.0,0.9994,1.0,-0.233,0.5809,0.9994,0.6227
BH_OBS_136,BH,J1745-2900          ,BH0027,337.0,-5.607303046740334,-6.806875401645539,-5.690369832574102,-7.503526877981013,-6.481091426308585,-6.6142150411566645,-5.42458120878564,-5.604673606930648,-5.804100347590767,-6.892998045784776,-7.066715227651305,-5.506402550999472,-6.076134524814497,-14.21205519951596,-5.966648632959238,-13.820735535660974,-14.896196279044045,-14.108410140249836,-15.864020766197422,-15.215525356237485,-15.903089986991944,-13.741362717275925,-13.731890270191524,-15.57577192930402,-15.027241916096461,-13.963371104637837,-14.337831698169804,-5.796909428576924,-13.838332587562265,-13.940058111938045,0.004089,0.4625,1.0,7.0,0.0019265,0.0017635,0.000481169,0.8301999999999999,0.00032900000000000003,0.5845,0.5435,0.8676,0.7127,1.0,0.7983,1.0,0.4766,0.9994,0.9994,0.9188
BH_OBS_157,BH,J1745-2900          ,BH0027,337.0,-6.17461445092062,-6.984226474809121,-5.815866113987092,-7.343787494977651,-6.2245351906542625,-6.4443567843319185,-5.526513029935432,-5.580298741849512,-6.335839433993145,-6.771095442346869,-6.031096969696172,-5.634512491790189,-6.624615128792746,-14.492481444423575,-6.094833954104031,-13.882664265192602,-14.81559251458768,-13.91766351290894,-15.819957782485863,-15.391542019094882,-15.569033332184144,-13.578231598793074,-13.721246399047173,-14.85047298624565,-14.98024355719641,-14.586304877706715,-15.063302081338968,-5.823696471081573,-13.890421453095612,-14.59445580605245,0.008028703333333333,0.7951916666666667,0.4633333333333334,7.0,0.006046358333333339,0.0064758559999999995,0.000481169,0.8301999999999999,0.0008776720740000009,0.48188000000000003,0.8135433333333342,0.9286420000000004,0.3963260000000001,1.0,0.7333339999999997,0.689432,-0.23011500000000001,0.1332919999999999,0.9993999999999987,0.4727659999999996
BH_OBS_140,BH,J1745-2900          ,BH0027,337.0,-5.491470281028715,-8.505288974794738,-5.5298836468489965,-7.663266260984377,-6.892450870255313,-7.183162369097965,-5.2944783865773335,-5.439734602137285,-5.643782865780264,-6.999973134073581,-7.055912320584566,-5.379135524734878,-5.9586764916174815,-14.037575729789342,-5.841963954612537,-13.649558143464937,-15.228853651185016,-13.927439845290953,-16.07331993882733,-16.385208208043586,-15.85614315043418,-13.548213564475711,-13.558461961297839,-15.896880746454285,-15.500587874327724,-13.74593554708566,-14.152906439365232,-5.5943456612629365,-13.63582436722938,-13.765229704839086,0.003235,0.374,0.0,7.0,0.0022370000000000003,0.002166,0.000481169,0.8301999999999999,0.0001436,0.225,0.221,0.99,0.9126,1.0,0.9569,1.0,-0.0756,0.7983,0.9994,0.9413
BH_OBS_134,BH,J1745-2900          ,BH0027,337.0,-6.146301788223826,-6.991399828238082,-6.063486257521107,-7.380650429516888,-6.3222106089311385,-6.530472520812986,-5.551139154392558,-5.820448208834812,-6.723538195826756,-6.821124865244624,-6.770830297460898,-5.748361779551788,-6.696803942579511,-14.469057896005873,-6.230061703373983,-14.074894273190337,-14.715343717211486,-14.192057927107545,-15.819957782485863,-15.326426203576947,-15.668115208767608,-13.896538377905294,-13.86043573382415,-15.593289541390211,-14.914352711703145,-14.749336080536757,-14.995025525840516,-5.684084207034516,-14.134008199873724,-14.552067134407821,0.00732753,0.7884616666666667,0.6466666666666667,7.0,0.004413754999999999,0.005011384999999996,0.000481169,0.8301999999999999,0.0005680899100000004,0.50294,0.8198100000000005,0.8576,0.2667,1.0,0.6384,1.0,0.2904,0.9994,0.9994,0.6827
BH_OBS_161,BH,J1745-2900          ,BH0027,337.0,-5.557206774060232,-8.095338542084475,-5.553773598221837,-7.601828036752314,-6.603975103391408,-6.891096872332687,-5.281000362121282,-5.43937612545007,-5.719649306953994,-7.004652619409577,-6.7447274948966935,-5.397505931192719,-6.028072363702299,-14.306331078102145,-5.858456165779347,-13.914709421769937,-15.222718208328983,-14.074785919501489,-16.007225463259992,-16.835349784065702,-15.870558934130504,-13.751536282448967,-13.756218083906205,-15.592269271973665,-15.513286224017515,-14.189297139052885,-14.583239371108444,-5.3985723672957455,-13.912928794093466,-14.182302445236974,0.004245345,0.43715000000000026,0.10666666666666667,7.0,0.002675619999999999,0.0024584349999999993,0.000481169,0.8301999999999999,0.00018639446333333336,0.2308650000000002,0.4030050000000003,0.9825,0.8264,1.0,0.9194,1.0,-0.0943,0.5871,0.9994,0.8763
BH_OBS_129,BH,J1745-2900          ,BH0027,337.0,-6.044937930324968,-7.869129864477881,-5.722390785695909,-7.491239233134601,-6.697452627512513,-6.90542368853661,-5.4029633350223465,-5.519705539996994,-6.114469166811907,-6.932094942177801,-6.401866354186763,-5.61475131759678,-6.4762535331884346,-14.265200170411156,-6.063184768802367,-13.888737486340935,-15.268491816403975,-13.989871419913928,-15.864020766197426,-16.530455441908483,-15.787806062316836,-13.634137784597444,-13.666754301038036,-15.267686672528756,-15.42814637133831,-14.280337316981953,-14.737027121194632,-5.466022151567326,-13.846795099915715,-14.407046428452134,0.005253791666666665,0.43504833333333337,0.13666666666666666,7.0,0.0042637399999999985,0.003717826000000002,0.000481169,0.8301999999999999,0.00023980150200000002,0.3026550000000001,0.42271833333333353,1.0,0.8039,1.0,0.9994,0.0356,-1.0,-0.9994,0.9994,0.6452
BH_OBS_147,BH,J1745-2900          ,BH0027,337.0,-6.0074464821678655,-7.391582828784128,-5.585695311871668,-7.356075139824063,-6.182566855888616,-6.507390736990826,-5.199351644636011,-5.338471259868017,-6.217670731003162,-6.77605970974076,-5.96738123914928,-5.437588167050271,-6.497900773184713,-14.09388054245444,-5.903298498389997,-13.700492701299513,-14.773657912836368,-13.687484144336612,-15.864020766197426,-15.887106190458862,-15.508116926688848,-13.444180316938805,-13.453333974929814,-14.799696817018413,-14.9991417674847,-14.3902988976206,-14.792796640691972,-4.899623940066888,-13.691435586438761,-14.399462705635534,0.00777080333333333,0.7544533333333332,0.36,7.0,0.0067486549999999975,0.006678021000000004,0.000481169,0.8301999999999999,0.0007886437833333334,0.4305250000000001,0.8135233333333338,1.0,0.6115,1.0,0.9994,0.12300000000000001,-1.0,-0.9994,0.9994,0.4291
BH_OBS_131,BH,J1745-2900          ,BH0027,337.0,-5.811352704000282,-7.748276009445878,-5.674074044228535,-7.392938074363301,-6.4071573168689,-6.668301092429926,-5.306273051076354,-5.4799096718871585,-6.034751249032879,-6.815497660526466,-6.4719836588107995,-5.489186989487504,-6.306783251048954,-14.151441427876234,-5.96980521464325,-13.740167300936516,-15.003269484564846,-13.906261115541945,-15.90808374990898,-16.34172080392921,-15.650490283210393,-13.568958054664115,-13.55113915439256,-15.262171494104214,-15.15956402553229,-14.142969201727375,-14.50967624845033,-5.472940081783623,-13.767257937279265,-14.08259953204475,0.006834263333333332,0.6999333333333331,0.31666666666666665,7.0,0.005995914999999999,0.006272521000000004,0.000481169,0.8301999999999999,0.00046716757799999996,0.4204350000000001,0.810403333333334,1.0,0.6889,1.0,0.9994,1.0,-1.0,0.9994,0.9994,0.7089
BH_OBS_167,BH,J1745-2900          ,BH0027,337.0,-5.4278256863869405,-7.266642212074414,-5.512437439743622,-8.240785568765755,-6.761452112318673,-6.944621668625,-5.300595918184663,-5.452717692036697,-5.581698708680254,-7.161654731224009,-6.888737486340935,-5.359617955290432,-5.891850257455124,-14.031904820659133,-5.816757496371358,-13.634699251362012,-15.211831628858832,-13.951789000990985,-16.58004425151024,-15.688882157337494,-15.65915945018767,-13.580870692258024,-13.572838597074034,-15.394371777992381,-15.38795825535473,-13.72056121171298,-14.109120894078805,-5.642469158531957,-13.645123577483766,-13.707079700399994,0.0023055000000000003,0.2435,0.0,7.0,0.002297,0.002288,0.000481169,0.8301999999999999,6.9470000000000006e-06,0.062,0.502,0.9625,0.8888,0.9888,0.9282,0.564,-0.263,0.1549,0.9569,0.9138
BH_OBS_133,BH,J1745-2900          ,BH0027,337.0,-5.448794056252093,-7.124244420741945,-5.542723813938673,-7.589540391905902,-6.7486051499598965,-6.896880746454286,-5.337903554582076,-5.489857300597427,-5.603103550857476,-6.976878243858447,-7.391260080931213,-5.389765824665611,-5.9117136182381955,-14.091170898872507,-5.849624310144677,-13.693360558975739,-15.267043630424375,-14.027797161620937,-16.007225463259992,-15.650722472532046,-15.808734028272927,-13.642446280256918,-13.636764195516307,-15.853561864714225,-15.417822962311591,-13.769806621130956,-14.159222899474123,-5.7618575092554165,-13.701365216875566,-13.758453519403453,0.0022265,0.5705,0.0,7.0,0.002203,0.002182,0.000481169,0.8301999999999999,1.9765e-05,0.111,0.893,0.9463,0.8788,1.0,0.9157,1.0,0.5191,0.9994,0.9994,0.9725
BH_OBS_130,BH,J1745-2900          ,BH0027,337.0,-5.512437439743622,-7.3040807471686,-5.444301105281099,-7.491239233134602,-6.215953584191888,-6.474825572164729,-5.150150804394742,-5.301725423325633,-5.671620396561263,-6.836660239336337,-6.4236586497942065,-5.290645224165604,-5.978591540927308,-13.873556870154856,-5.742268641164019,-13.484523558617624,-14.68909437062386,-13.702800824335954,-16.02925695511577,-15.777023550106607,-15.485750307083247,-13.341035157335565,-13.34630520468492,-15.282495925235796,-14.947690900352676,-13.6903698325741,-14.085687524938708,-5.359952080001048,-13.481486060122114,-13.688670047696204,0.00782888333333333,0.785905,0.31,7.0,0.006290833333333336,0.006494641000000002,0.000481169,0.8301999999999999,0.0005077958093333334,0.44462000000000024,0.8433316666666667,0.9588,0.6852,1.0,0.8445,1.0,-0.0119,0.9906,0.9994,0.8026
BH_OBS_148,BH,J1745-2900          ,BH0027,337.0,-5.8938091027365855,-7.402181045554928,-5.557050130422138,-7.331499850131238,-6.265200170411153,-6.533538392523747,-5.1694754859027405,-5.3218459619895615,-6.1079610796587085,-6.7789433045038106,-6.068287932943244,-5.388595362288407,-6.2888468131499495,-14.089108911355472,-5.7657358756212105,-13.792904459580784,-14.856360764725457,-13.804259433620777,-15.864020766197426,-15.90878573998985,-15.49000578033444,-13.518414063632376,-13.527975302299721,-14.846185135655473,-15.019192512036295,-14.579054594078029,-14.884888964495651,-5.490377504246841,-13.783306400830245,-14.588717086982616,0.00756664333333333,0.7496083333333332,0.36,7.0,0.006583589999999998,0.006642681000000004,0.000481169,0.8301999999999999,0.0007869977833333334,0.42910500000000007,0.8220933333333338,1.0,0.6802,1.0,0.9994,0.1543,-1.0,-0.9994,0.9994,0.534
