photflux_aper_u,photflux_aper_lolim_s,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_m,photflux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_h,photflux_aper_lolim_u,photflux_aper_b,photflux_aper_s,photflux_aper_hilim_m,photflux_aper_lolim_b,photflux_aper_lolim_m,photflux_aper_hilim_u,photflux_aper_lolim,photflux_aper_hilim,flux_aper_lolim,flux_aper_hilim,flux_aper_lolim_u,flux_aper_hilim_b,flux_aper_lolim_s,flux_aper_h,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_hilim_s,photflux_aper,flux_aper_hilim_u,flux_aper_m,flux_aper_hilim_h,flux_aper_lolim_b,flux_aper_u,flux_aper,flux_aper_s,flux_aper_b,flux_aper_hilim_m,var_index,var_inter_index,var_mean,var_prob,kp_prob,var_max,var_min,var_inter_sigma,var_inter_prob,var_sigma,ks_prob,hard_hm_hilim,hard_hm,hard_hs_hilim,hard_hs_lolim,hard_hm_lolim,hard_ms,hard_hs,hard_ms_lolim,hard_ms_hilim,class
-4.0,-5.0,-5.550984683652214,-5.674074044228535,-7.014843078722943,-5.4048345852097714,-7.382370702242158,-5.608183076386752,-5.0,-5.461803421650545,-5.0,-6.853871964321763,-5.527389802403955,-7.273680387889223,-6.242907779881067,-5.987985762581959,-5.823789471105599,-14.239707221101147,-14.091969888077989,-14.0,-13.70443290003752,-14.0,-13.770318157682324,-13.845880474484153,-15.819874124835945,-15.709297756712143,-5.919760366125217,-15.387746093903562,-15.537152964168325,-13.705974905904677,-13.842241113953135,-13.0,-14.162117628740663,-16.031563752288292,-13.767766478885267,-15.373865021364612,0.0,7.0,0.0020364999999999997,0.064,0.28,0.002038,0.0020355,0.000481169,0.8301999999999999,1.1304e-06,0.376,0.9563,0.9244,1.0,0.9675,0.8888,0.9994,0.9994,0.4079,1.0,XRB
-4.0,-5.0,-6.01904268377038,-6.345630909024714,-5.0,-5.946921556516581,-6.867420152340263,-6.148130399270233,-5.0,-6.07805354577059,-5.0,-5.0,-6.280502983389418,-5.0,-4.0,-6.487938503464115,-6.1302208666063205,-14.762623846069856,-14.439770466085605,-14.0,-14.276708553522415,-14.0,-14.392437756816411,-14.576918041702767,-14.0,-15.803823814960024,-6.2877713303804645,-13.0,-14.0,-14.26336450231318,-14.596364810209453,-13.0,-14.574085557931163,-14.0,-14.4036228560024,-14.0,0.5,5.0,0.00027239999999999995,0.5355,0.5539999999999999,0.00037785,0.00021635,0.0,0.0,4.727e-05,0.6659999999999999,0.0,0.0,1.0,0.6827,0.0,0.0,0.9994,0.0,0.0,XRB
-4.348818937555312,-4.224826614575212,-4.250109158728578,-4.372326968233384,-4.252510507741326,-3.5570501304221382,-4.115884637988331,-4.306888884537859,-4.753501419204199,-3.5870357280033374,-4.166980452923468,-4.207888590912832,-3.6192462291961003,-4.302247725832245,-4.1430899396992125,-4.086376855352126,-3.963379088065663,-12.68768298065975,-12.571282216796167,-13.572189427324009,-12.227018549655035,-13.01886121735934,-12.498666821354432,-12.56415563401556,-12.929962133392243,-12.909741947068687,-4.0205335753823634,-12.927015255372071,-12.880414225038214,-12.441891698369453,-12.289459552066702,-13.13282724882135,-12.625196683483914,-12.960982678002589,-12.257117828562727,-12.835647144215566,0.5,5.8,0.03186,0.2955,0.4965000000000001,0.033432500000000004,0.030357500000000006,2.16814e-05,0.9572,0.00150125,0.6335,0.0269,-0.0587,-0.0681,-0.2455,-0.1455,-0.0999,-0.1574,-0.17800000000000002,-0.0181,CV
-4.0,-7.528708288941061,-5.616723349592349,-5.801342913045577,-6.24450627158488,-5.418050341626681,-6.594312213327223,-5.699404516110038,-5.0,-5.487182241435128,-6.8474059220725305,-6.123493495734119,-5.569441230477242,-6.4129628822565445,-5.917214629683549,-6.027704571388861,-5.771959135360367,-14.325991390117554,-14.140412623389087,-14.0,-13.766749990458901,-16.38069792412439,-13.877129077135566,-13.979224511806445,-14.990549104201307,-15.446116973356125,-5.923243080555209,-15.168514160751345,-14.821886747685369,-13.794524963259109,-13.919012953089114,-13.0,-14.228312591445787,-15.699404516110034,-13.836242476018045,-14.700928739972591,2.333333333333333,4.0,0.0007153,0.6046666666666667,0.8976666666666667,0.0012881666666666664,0.0006343666666666668,1.131475e-06,0.69025,0.00013585,0.6120000000000001,0.6914,0.5696,0.9513,0.7614,0.4366,0.5784,0.8695,0.3054,0.8076,XRB
-4.0,-5.0,-5.8623294627632445,-5.0,-5.0,-5.471083299722345,-5.642255674819625,-5.0,-5.0,-5.747389659432629,-5.0,-5.80271944187438,-7.002569926202528,-5.0,-3.6013656754616084,-7.701539930538548,-4.285658502724681,-16.628193541492585,-13.493476026815806,-14.0,-14.410832609453953,-14.0,-13.0,-13.0,-14.0,-14.508218224415836,-6.4463596637686456,-12.852632892206213,-14.0,-14.004496429734994,-15.929223537156565,-13.0,-15.397940008672034,-14.0,-14.698970004336019,-14.491604966866946,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2892,-0.9994,0.1218,-1.0,-1.0,-0.9994,-0.9994,-1.0,0.198,XRB
-4.0,-4.7862167006646965,-4.573488738635425,-4.753501419204199,-4.772627557710363,-4.0204061041510695,-4.583692412940119,-4.654234306885512,-5.0,-4.068084682918753,-4.673254620434678,-4.697452627512513,-4.121708050750204,-4.870954940112042,-4.5468346074741435,-4.6089942816482905,-4.405276053590253,-13.14975823287509,-12.99391065224694,-14.0,-12.628009088535087,-13.53551045256603,-12.861697301833718,-12.962573502059374,-13.526805090795062,-13.327994554977048,-4.535331644707097,-13.798056936598348,-13.428407616638694,-12.784362436564939,-12.729787145103755,-13.0,-13.07186029312488,-13.419531216048998,-12.675923420260515,-13.353106375832255,0.25,8.0,0.01016225,0.40399999999999997,0.7517499999999999,0.012877000000000001,0.00898125,7.3510000000000004e-06,1.0,0.001046525,0.76925,0.2717,0.1412,0.1718,-0.1243,0.0031,-0.1199,0.0212,-0.2605,0.0294,XRB
-4.0,-7.009749967072184,-5.2914091548496565,-5.831207979685818,-5.579054594078028,-4.857923538926714,-5.441531437476205,-5.475863623407432,-5.0,-4.987162775294828,-5.730954290342377,-5.386158178123932,-5.186018924363529,-5.934420285271552,-3.667763584508557,-5.732744707293425,-4.315855098993951,-14.155862191130344,-13.356330230541582,-14.0,-13.35085993585578,-15.724228099835068,-13.619607839942972,-13.975104039892516,-14.4943074925878,-14.15614457737684,-5.440404551335937,-12.919012953089114,-14.138943755423124,-13.434979071654706,-13.679023322657175,-13.0,-13.866806109552432,-14.445631999009912,-13.480303232840145,-13.946153573147747,0.3333333333333333,8.0,0.0014693333333333336,0.47600000000000003,0.6056666666666667,0.002262,0.0013444333333333333,7.3510000000000004e-06,1.0,0.00017030000000000002,0.8169999999999998,0.4703,0.1449,0.6177,-0.2067,-0.2092,0.0462,0.2099,-0.3604,0.4916,XRB
-4.0,-6.325598187154719,-5.382056565171027,-5.4805658050862975,-5.8425432318657755,-5.097344524782074,-6.107293362194334,-5.428524096318057,-5.0,-5.133299243957501,-6.202871012203448,-5.781989957015637,-5.172501491866542,-5.912928794093465,-6.508638306165728,-5.6299127165647995,-5.526247425134983,-13.845229824952852,-13.754460683114822,-14.0,-13.369470428573177,-15.132002489655047,-13.447940465812115,-13.499900808084275,-14.507379277956808,-14.913640169325252,-5.5800838847542416,-15.709075440617244,-14.437231456983481,-13.401428336517858,-13.44454278279535,-13.0,-13.798041660176713,-15.009306039320247,-13.405386490839904,-14.3767507096021,1.75,4.5,0.001255325,0.4935,0.8270000000000001,0.001622875,0.001152175,1.05845e-06,0.7255,0.0001140675,0.7495,0.5191,0.4472,0.7764,0.6465,0.3716,0.391,0.7146,0.2705,0.5078,CV
-4.087246696328677,-4.196816111464658,-4.509900994936695,-4.63339028960757,-4.614393726401689,-3.7478754474943567,-4.126795690722959,-4.567190994966832,-4.167044249395402,-3.773142429711276,-4.160396270529163,-4.561932549546506,-3.8016178699917056,-4.674279141980588,-4.023558310621155,-4.175275551954351,-4.089984247103478,-12.761937161375474,-12.698304596146441,-14.0,-12.389659288547845,-12.964570261815453,-13.0,-13.0,-13.296536658116707,-12.897566294318665,-4.129701461958409,-13.0,-13.232324775972039,-13.0,-12.443697499232712,-13.0,-12.728801408324456,-12.928854709548915,-12.415895029600547,-13.176395371644842,0.0,8.0,0.02477,0.15439999999999998,0.3548,0.025083599999999998,0.024456400000000003,4.6706e-05,1.0,0.00030508200000000003,0.3292,0.1568,0.0625,-0.3691,-0.4978,-0.0306,-0.4809,-0.4347,-0.539,-0.4241,CV
-4.0,-5.0,-5.2442013430261705,-5.0,-5.0,-5.2580609222708015,-5.365623505911632,-5.0,-5.0,-5.0,-5.0,-5.705974905904678,-5.0,-5.0,-3.5316526695878427,-5.0,-4.2055175301918135,-15.815422125067975,-13.307026246496047,-14.0,-13.96217524941166,-14.0,-14.116452120731955,-15.116452120731955,-14.0,-14.231509894828756,-5.0,-12.676541633150531,-14.0,-13.849243560139689,-13.0,-13.0,-14.815422125067975,-14.0,-13.0,-14.297224922098955,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.3510000000000004e-06,1.0,0.0,0.0,1.0,0.9994,1.0,-0.2117,0.168,-0.9994,0.9994,-1.0,-0.0081,XRB
-4.0,-6.108685600617857,-4.850165303284215,-4.9542859410591324,-5.192532624315722,-4.550059011226662,-5.773915884024175,-4.8989406450918835,-5.0,-4.586700235918748,-5.9097419470686825,-5.13578566953867,-4.629301907424424,-5.257824956776322,-5.846795099915716,-5.0873359004440335,-4.976986365072465,-13.341137552424946,-13.246813501989156,-14.0,-12.959002307576512,-14.867420152340262,-13.073297505817356,-13.128660618900136,-13.839231438138874,-14.532687937019448,-5.034610129784878,-14.0,-13.773915884024177,-13.024200690320592,-13.035457533920866,-13.0,-13.291483497611306,-14.668572703479256,-12.995678626217355,-13.717151397165356,0.75,7.5,0.004341575,0.461,0.9535,0.005442499999999999,0.0039033,9.601775e-06,0.996,0.000415225,0.8280000000000001,0.4066,0.3273,0.8801,0.7589,0.2442,0.6771,0.8232,0.569,0.7739,XRB
-4.0,-5.0,-5.542723813938673,-5.716925025264528,-6.336770365467133,-5.398700689805662,-7.195587940862287,-5.618704376996174,-5.0,-5.46864883541694,-5.0,-6.205442248745237,-5.552067134407821,-6.539102157243452,-6.472885888360195,-5.998872299722965,-5.802309330690652,-14.1277213259233,-13.958151939272385,-14.0,-13.570247719997592,-14.0,-13.658169943079491,-13.756218083906205,-15.107627092601565,-15.988852639224202,-5.9020142700152185,-15.651500429716164,-14.908684840302778,-13.58219627736012,-13.722390785695907,-13.0,-14.034948893048467,-14.0,-13.639595945270061,-14.779368980551908,2.333333333333333,4.0,0.0008497666666666668,0.5486666666666666,0.3943333333333333,0.0016364,0.0006257999999999999,1.131475e-06,0.69025,0.0002378733333333333,0.4106666666666667,0.7889,0.6883,1.0,0.9488,0.574,0.9994,0.9994,0.7489,1.0,XRB
-4.0,-6.580374639112258,-5.996539467890494,-5.0,-5.0,-5.453951133598267,-5.442011851775087,-5.0,-5.0,-5.7115271994002175,-5.705313375720558,-6.186953034839893,-6.431680914904888,-5.0,-4.3720200101700195,-6.897634908661473,-4.989291388145705,-15.679189273932373,-14.019478512770002,-14.0,-14.121880515302832,-15.194975155570194,-13.0,-13.0,-14.0,-14.106848786870135,-6.1063491830140375,-13.620513186282727,-14.0,-14.157141237554706,-15.389020620077007,-13.0,-14.77515628324483,-14.365724305374055,-14.389020620077007,-14.820735535660974,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9994,-0.3841,-1.0,-0.1418,-0.9994,-0.9994,-1.0,-0.5628,CV
-4.0,-7.472756883611911,-7.355561410532162,-5.0,-7.255394124585762,-6.5066813917678985,-6.713094647027625,-5.0,-5.0,-6.736363931411892,-6.944621668625,-6.993962045002682,-7.300595918184662,-8.015022873584506,-6.7975116829399065,-7.728716134741233,-6.7905386053700125,-16.606424796730412,-15.620815388286363,-14.0,-15.766749990458901,-16.228780098050468,-13.0,-13.0,-16.818156412055224,-15.469160221383481,-7.151638431500348,-13.0,-15.952725132615821,-13.0,-13.0,-13.0,-15.984640244590786,-15.700492701299513,-13.0,-15.682563503464902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19225e-07,0.04525,0.0,0.0,-0.14300000000000002,-0.9994,-0.4366,-1.0,-1.0,-0.4085,-0.9994,-0.7601,0.0406,CV
-4.0,-4.65286521708998,-4.367340286706087,-4.401318901092837,-4.556267758598404,-3.90622821850127,-4.6108339156354665,-4.383944805023413,-5.0,-3.9164973801697327,-4.631341287607774,-4.5398541825082495,-3.9270152553720696,-4.573488738635425,-4.0,-4.286236533576807,-4.258907519665706,-12.715851367160466,-12.688097868580511,-14.0,-12.393618634889394,-13.445995678988096,-12.531948208545762,-12.54928912185308,-13.178551980982471,-13.404063093730825,-4.2723367672700645,-13.0,-13.161402747183347,-12.515415470717153,-12.41442648137727,-13.0,-12.701758421503515,-13.424581208785641,-12.403952992454562,-13.144844422823004,7.8,8.0,0.016274240000000002,0.8937999999999999,0.99,0.05420446,0.00203494,5.6899999999999994e-05,1.0,0.01162387,0.9386,0.2217,0.1961,0.3054,0.2505,0.1705,0.0874,0.2786,0.0581,0.1168,XRB
-6.1569541894654325,-6.3902988976206005,-6.758453519403452,-7.536704390037997,-6.219538667138282,-5.689519108537325,-6.151441427876238,-6.992679047077257,-7.022230681908425,-5.757707095017069,-6.251114559990484,-6.134896025358873,-5.838631997765025,-6.331800515801338,-5.897223385116559,-6.310341359428171,-6.0066519600767405,-15.071218165967602,-14.83132577043292,-14.0,-14.484788695672199,-15.121248479826994,-15.441051554021962,-16.21917882414653,-14.942714355581785,-14.882397308309915,-6.12965462891904,-15.484258583330634,-14.83061950468805,-15.177766519761155,-14.640923773940735,-13.0,-14.946061506338534,-14.982132281036494,-14.555955204081926,-14.74593554708566,0.6666666666666666,5.2,0.0003783666666666667,0.4953333333333334,0.5293333333333333,0.0006780333333333334,0.0003691333333333334,3.87222e-07,0.8400000000000001,2.881e-05,0.509,-0.5103,-0.6971,-0.4791,-0.8488,-0.8538,0.0325,-0.6808,-0.1343,0.2042,XRB
-4.0,-5.445874418486987,-5.2406343783440725,-5.710188160882377,-5.166279309555367,-4.5592482995208155,-5.019951154935043,-5.409046764812014,-5.0,-4.648010544564368,-5.177047759452519,-5.052909535780378,-4.767003889607847,-5.3310552655422665,-4.126214539181799,-5.262855084586032,-4.596810821092333,-13.890995492458615,-13.445171774467768,-14.0,-13.238899461041855,-14.264002115908207,-13.630042392653944,-13.943095148663527,-13.93292914395463,-13.830325565941193,-5.09843270997155,-13.301725423325633,-13.768020973168495,-13.457797217565973,-13.4467239538629,-13.0,-13.709342233590867,-13.995248844409002,-13.327625021253919,-13.65462626944091,0.75,8.0,0.0027687500000000004,0.5425,0.5992500000000001,0.00515675,0.00236025,7.3510000000000004e-06,1.0,0.000542225,0.41525,0.0056,-0.2573,0.0056,-0.5665,-0.5028,-0.0387,-0.3023,-0.2879,0.2305,XRB
-4.0,-5.0,-5.561774192395472,-6.84043280676638,-5.0,-5.406271001292089,-5.624519285381427,-5.84043280676638,-5.0,-4.0,-5.0,-5.896538377905295,-5.0,-5.0,-3.614393726401688,-7.5394028111023985,-4.29531766942469,-15.55642412024974,-13.415542124877586,-14.0,-13.622147580993245,-14.0,-13.884722408604098,-15.163422725159352,-14.0,-14.490394295388446,-6.539402811102399,-12.865504144165325,-14.0,-13.595166283380063,-15.153601026965324,-13.0,-14.289374984939206,-14.0,-13.898252926053633,-14.487715936718145,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9994,0.8476,-0.3217,0.1418,-0.9994,0.1312,-1.0,0.0543,XRB
-4.0,-7.151872489432125,-7.48372911727066,-5.0,-7.176199846250122,-6.47977856411804,-6.73969005420508,-5.0,-5.0,-6.606775883638703,-6.898596649444669,-7.003838706631992,-6.787013815263332,-7.488517711373999,-6.270430273698031,-7.273664076665701,-6.62640764480106,-16.191883596045507,-15.619354680809073,-14.0,-15.395881993807965,-15.880414225038214,-13.0,-14.0,-16.167938385409276,-15.475344287642224,-7.0552706396967055,-15.908684840302778,-15.84345084866822,-15.89928491342692,-15.914352711703145,-13.0,-15.891908764418778,-15.627087997029893,-15.581864501574767,-15.667359589612536,1.5,7.0,7.068e-05,0.6655,0.6875,0.00014040000000000002,6.0375e-05,6.238000000000001e-07,0.951,1.18335e-05,0.7815,-0.3429,-0.9994,-0.589,-1.0,-1.0,-0.341,-0.9994,-0.604,-0.0369,XRB
-6.111989087754973,-5.0,-6.6823544567788415,-5.0,-5.0,-6.635261444944601,-7.107627092601564,-5.0,-6.793174123968151,-5.0,-5.0,-7.180719353027519,-5.0,-5.0,-5.858863909879261,-7.492144128304169,-6.405075129834713,-16.058488567365597,-14.705754283861882,-15.581367312645936,-14.756465898167939,-14.0,-13.0,-13.0,-14.0,-14.0,-6.81095909209099,-14.64685345378602,-14.0,-14.721246399047173,-13.0,-14.899974269892134,-15.3770955246118,-14.0,-13.0,-14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.91125e-07,0.3305,0.0,0.0,1.0,0.9994,1.0,0.1031,0.1905,-0.9994,0.9994,-1.0,1.0,XRB
-4.641684359917805,-5.0,-6.247874692702101,-5.0,-5.0,-5.8996294548824375,-6.193277496923819,-5.0,-4.766749990458901,-4.0,-5.0,-6.36713795989977,-5.0,-5.0,-4.544850478820172,-5.465719994794918,-5.2018287929747355,-14.201211286048752,-13.91648519716208,-13.502241281712733,-15.049489107014006,-14.0,-13.0,-13.0,-14.0,-15.0121550498287,-5.340654364253823,-13.280420142286275,-14.0,-14.283495836226782,-13.0,-13.377371573870676,-14.076341578206694,-14.0,-13.0,-14.958212681028247,0.0,4.0,0.0036969999999999998,0.235,0.475,0.004666,0.003472,0.0,0.0,0.0002654,0.846,1.0,0.9994,1.0,-1.0,-0.2417,-0.9994,-0.9994,-1.0,0.17300000000000001,CV
-4.0,-5.211619484680436,-5.181180492452464,-5.594653639824291,-5.397722915699808,-4.573163546196493,-4.8777841217271725,-5.3349821745875285,-5.0,-4.667359589612539,-5.0091729494325214,-5.250109158728578,-4.78807891569149,-5.640733835393252,-4.040720049869061,-5.263396360769906,-4.5429329802755145,-13.504358546751282,-13.155050886482682,-14.0,-12.856360764725457,-13.298173069602859,-13.547446936771074,-13.80715388481116,-14.240709966975697,-12.969805214643246,-5.097703324554702,-13.310158590862493,-13.997833938243492,-13.393618634889394,-13.071245797823346,-13.0,-13.337317704362082,-13.0993052255476,-12.95078197732982,-13.850165303284216,0.5,8.0,0.0026260000000000003,0.48125,0.69775,0.00343625,0.00209925,7.3510000000000004e-06,1.0,0.0004745,0.64625,0.3654,0.0899,-0.1343,-0.604,-0.2005,-0.4547,-0.386,-0.649,-0.2217,XRB
-4.0,-7.076963331329213,-7.064442354906986,-5.0,-5.0,-6.401209493236885,-6.440093374963888,-5.0,-5.0,-6.642065152999545,-6.6509168312204086,-7.2648004515776865,-7.22826557461323,-5.0,-6.026779753147767,-7.543998562791548,-6.433972835859276,-16.6458915608526,-15.347173697438993,-14.0,-15.630969778190849,-15.94692155651658,-13.0,-13.0,-14.0,-15.280834505910788,-7.044408449594276,-15.278024598414044,-14.0,-15.105075022640454,-13.0,-13.0,-16.195996945270387,-15.497026940934367,-13.0,-15.749579997691104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6805e-07,0.126,0.0,0.0,1.0,0.9994,-0.4491,-1.0,-0.1743,-0.9994,-0.9994,-1.0,-0.6027,XRB
-5.9730583720409705,-6.436756298859602,-6.831207979685818,-7.442132038431977,-6.802443786846464,-5.982132281036495,-6.21488380497808,-7.030025269878285,-6.481091426308585,-6.058687374639338,-6.311847244408432,-6.671009144550571,-6.1580776883205495,-7.004759798137185,-5.745210312602791,-6.515404087000509,-6.1179880383733405,-15.25392654288584,-14.94669870149262,-14.0,-14.615646585862493,-15.238673677578545,-15.002220569134396,-15.41442648137727,-15.605373235727791,-15.016779785351893,-6.271448192378216,-15.796423225022027,-15.402963335022347,-14.803271277376714,-14.802443786846464,-13.0,-15.07999152637799,-15.113734940970245,-14.699187205881882,-15.271646217978773,1.6666666666666667,2.4,0.00019263,0.6773333333333333,0.5419999999999999,0.00041576666666666667,0.0001719466666666667,2.9786e-07,0.465,3.133666666666667e-05,0.3256666666666667,0.0918,-0.2086,-0.4978,-0.8301,-0.5178,-0.5259,-0.6746,-0.674,-0.3592,XRB
-4.0,-7.879755204453636,-6.776763726897002,-5.0,-5.0,-6.5689580546641135,-6.7657358756212105,-7.066209115856579,-5.0,-6.839231438138873,-7.034516075754862,-7.267686672528758,-7.880744110722063,-5.0,-5.920818753952375,-8.278189384787453,-6.428876054704403,-17.809276212891834,-15.344535006304119,-14.0,-15.30076949711659,-17.110306208555816,-13.0,-13.0,-14.0,-15.530472520812989,-7.189740591538239,-15.171855892696215,-14.0,-15.20859008433284,-13.0,-13.0,-16.508358206522413,-15.809388202186394,-13.0,-15.757458571701616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6805e-07,0.126,0.0,0.0,1.0,0.9994,0.5278,-0.5066,0.2929,-0.9994,0.0175,-1.0,-0.2979,XRB
-4.0,-6.154777893570985,-6.800519085137644,-5.0,-6.720105019988363,-5.718966632752272,-5.900664722314043,-7.090069740247168,-5.0,-5.814457845145625,-6.005814871797682,-6.527389802403955,-5.937042165915488,-7.075565636456768,-6.097942689191535,-6.411116788936655,-6.053518258986197,-15.239803770544865,-14.906228218501269,-14.0,-14.587035728003338,-14.922995673206652,-13.0,-13.0,-15.71783122169536,-14.668977828958173,-6.253137039498474,-15.29593532059143,-15.362510270487487,-15.535361440904968,-14.825940192274976,-13.0,-15.07852161962431,-14.774174008538107,-14.686765708305275,-15.169668006548038,0.0,4.8,0.0003325066666666667,0.435,0.6543333333333333,0.0004721666666666667,0.00032342333333333336,4.13912e-07,0.8074,2.068733333333333e-05,0.5103333333333334,0.0518,-0.3835,-0.7002,-0.9725,-0.7539,-0.6833,-0.8532,-0.8251,-0.5053,XRB
-3.4396150770279847,-4.194907121657327,-4.181840113602815,-4.29860473098608,-4.32550628270365,-3.5920994598573657,-4.071706587767799,-4.2362725962343015,-3.6929320493387015,-3.6226937489318014,-4.128952738694499,-4.273435783837757,-3.657972311912528,-4.384681343388522,-3.2806687130162726,-3.937072221936949,-3.7061294080471,-12.570800222639955,-12.400815853012832,-12.634886568372426,-12.177308989223945,-12.971428747307463,-12.411280220399945,-12.473660722610154,-13.000043431619806,-12.848017604542527,-3.806091039580565,-12.213887716280173,-12.940815382368626,-12.356744774975226,-12.245116771747833,-12.37520242103924,-12.47755576649368,-12.905528871358356,-12.209926051573696,-12.888737486340935,0.0,5.8,0.0230974,0.17559999999999998,0.4736,0.0234012,0.022943599999999998,2.16814e-05,0.9572,0.00014418599999999998,0.2792,0.1918,0.1037,-0.0356,-0.2217,0.0131,-0.2299,-0.1299,-0.3154,-0.1405,CV
-4.0,-5.0,-5.8867253075356505,-6.6136794261059535,-5.0,-5.0,-5.0,-6.1055177849899085,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-6.6136794261059535,-5.8867253075356505,-14.469032318428084,-13.80271944187438,-14.0,-13.0,-14.0,-14.018997310058598,-14.469032318428084,-14.0,-14.0,-6.1055177849899085,-13.0,-14.0,-13.80271944187438,-13.0,-13.0,-14.018997310058598,-14.0,-13.0,-14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.9433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XRB
-6.441651491238379,-7.565111879132683,-6.691008970999836,-7.701802132890185,-6.85078088734462,-6.133417322936452,-6.720105019988363,-6.9419537696047176,-7.061430243778938,-6.274251667004452,-6.962972120244224,-6.654430243943608,-6.499214827082543,-7.248566918180653,-6.206139798657332,-6.993859265572098,-6.4037548804697195,-15.65666231720649,-14.992397295464597,-15.539102157243452,-14.876475019057267,-16.37458464784559,-15.355659901173675,-16.240256632402275,-15.825068406471555,-15.529442514782724,-6.5993929434193115,-14.683819901106546,-15.427128397799521,-15.09415017335768,-15.248720896016655,-14.919373513078193,-15.202815585685356,-15.772627557710367,-15.023787622882624,-15.230844309285601,1.0,5.0,0.0001828,0.547,0.725,0.00028879999999999997,0.00014580000000000002,0.0,0.0,3.977e-05,0.929,0.3716,-0.0212,0.4928,-0.3879,-0.4528,0.0874,0.0712,-0.3042,0.4878,CV
-5.636012170251509,-5.359617955290432,-5.32642620357695,-5.4765136676567705,-5.508918586576811,-4.713768145971447,-5.221921138062545,-5.3950183703925685,-6.715343717211485,-4.753255290276159,-5.285335007137463,-5.443215217692973,-4.796967112985289,-5.586532587014174,-5.3535962737769305,-5.276534476405884,-5.118284469565399,-13.867097863508825,-13.738751409616967,-16.058637664288238,-13.37345434097287,-14.137928280620006,-13.630598586303375,-13.712198270069775,-14.207328210858432,-14.000260654893431,-5.19015758099121,-14.540155357611791,-14.129771720988204,-13.561932549546508,-13.456801414362351,-14.828273546346766,-13.798231562447867,-14.063687366337804,-13.413187730556624,-14.063989204284791,0.5,5.6,0.0021975000000000002,0.38875,0.5255,0.0031217500000000004,0.0020398,2.3292e-06,0.8390000000000001,0.0001887475,0.47475,0.2467,0.1349,-0.0144,-0.23800000000000002,0.0194,-0.2573,-0.1262,-0.3579,-0.1493,CV
-3.8642314854321778,-4.206558867022337,-3.9867413347164833,-4.072526979004723,-4.184023999028015,-3.482540173459768,-4.081497860363826,-4.027565723042635,-4.7293211638552926,-3.5099009949366957,-4.139542204576529,-4.1413425159091934,-3.539102157243452,-4.231361898752385,-3.593800576336687,-3.9887510617516537,-3.773549610615538,-12.458020690589088,-12.379374728090756,-15.297914278564177,-11.99697052944638,-12.907630300370881,-12.189162848859512,-12.234108023569984,-12.824778199656947,-12.782516055786092,-3.867977379525105,-13.68507994400758,-12.77754366332075,-12.148435917736512,-12.053351266093323,-13.975514332300833,-12.416873803497136,-12.840733668906505,-12.024108863598206,-12.734710374139171,0.0,5.8,0.03848,0.223,0.51125,0.039625,0.03713,2.16814e-05,0.9572,0.000918115,0.55,0.2455,0.1786,0.20800000000000002,0.0406,0.1093,-0.0562,0.1249,-0.1405,0.0306,CV
-4.0,-5.0,-5.851705902565255,-7.408156588775215,-5.0,-5.906928693623938,-5.0,-6.129420539447316,-5.0,-5.0,-5.0,-6.245345930744567,-5.0,-5.0,-5.686554629573586,-8.010216580103178,-5.880051639969079,-16.022162121724858,-14.166996401162894,-14.0,-13.960982678002589,-14.0,-14.141342515909193,-15.420102130396895,-14.0,-14.0,-6.731480530775277,-14.937794191180286,-14.0,-13.863913902615902,-13.0,-13.0,-14.743402507237155,-14.0,-13.0,-14.836540448230009,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.3510000000000004e-06,1.0,0.0,0.0,1.0,0.9994,0.0,0.0,0.1918,0.0,0.0,0.0,0.0,XRB
