obs_id,class,src_id,src_n,significance,photflux_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_h,photflux_aper_b,photflux_aper_hilim_m,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_h,photflux_aper_hilim_s,flux_aper_hilim,flux_aper_lolim,flux_aper_b,flux_aper_m,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_hilim_m,photflux_aper_lolim,photflux_aper,flux_aper_lolim_h,flux_aper_s,flux_aper_h,flux_aper_lolim_m,flux_aper,kp_prob,var_min,var_max,ks_prob,var_sigma,var_prob,var_index,var_mean,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_hilim,hard_ms_lolim,hard_hm,hard_hm_hilim,hard_hs_hilim,hard_hs
BH_OBS_141,BH,BH0027,J1745-2900          ,337.0,-5.335922409814924,-7.055734582841923,-5.709075440617247,-5.437707135543525,-7.001348404001628,-6.9604119999185325,-5.474307475494988,-7.736992130062853,-8.002635416036242,-5.570732333566832,-5.576099081471583,-6.99097425791309,-13.979863381950144,-14.259163792942688,-13.71783122169536,-15.598582846216537,-13.866461091629784,-15.930115241764765,-13.601539150391776,-5.596097766073352,-13.612076533026563,-15.801617869991706,-15.638272163982409,-6.032358435916989,-5.899353799854518,-13.856048883576035,-15.880889582006114,-13.70730099695607,-16.61756517449251,-14.110474203328808,0.35044000000000003,0.002118919999999998,0.002847469999999998,0.36909000000000003,0.0001248402913333332,0.3038500000000001,0.15999999999999998,0.0022087949999999986,0.9288,0.925,-0.9994,0.3304,-1.0,0.9994,1.0,1.0,0.9994
NS_OBS_429,NS,NS0078,1WGA J1911.2+0035   ,44.36,-3.331334584545508,-3.867420152340263,-4.260190400978641,-3.34736693191689,-3.8474059220725296,-3.871600731282194,-4.178879676223176,-3.8982529260536336,-3.8900841369762067,-3.3640138881991675,-4.217670731003163,-3.846185135655471,-12.361191379499836,-12.444107860055412,-12.046481918555006,-12.488383979430866,-12.062833296284964,-12.706195640080665,-12.396422631848536,-3.770784180141573,-12.030770520137358,-12.654234306885511,-12.46826569072345,-3.823367657695403,-3.7961732651016162,-12.478208350360875,-12.679438319804769,-12.434152181326482,-12.511026475273493,-12.399789693590671,0.7040000000000001,0.05448522,0.05686764,0.8186,0.0011756319999999998,0.3238,0.4,0.05566618,-0.4266,-0.4254,0.0025,0.0406,-0.0344,-0.3823,-0.3379,-0.3329,-0.3798
CV_OBS_537,CV,CV0083,CXOGLB J002407.1-72054,18.17,-5.104853810624007,-5.993533957750769,-6.463946844840796,-5.258612007520732,-5.757955760630449,-5.784098186795968,-5.598771832501887,-6.353890478021152,-6.613322716039161,-5.518270803039983,-5.844056982028162,-5.555486793665957,-13.987483343874723,-14.687881908059321,-13.905528871358356,-14.707079700399994,-14.1743791749965,-15.316682738078118,-13.767003889607846,-5.035240817752133,-13.740645072691965,-14.451364940185249,-14.471597562046382,-5.9849841272989694,-5.287956713852145,-14.632457726479425,-14.69680394257951,-14.012601900862984,-15.326886895761767,-14.209053691470945,0.333,0.001207,0.001886,0.232,0.00012470000000000002,0.41,0.0,0.001313,-0.213,-0.4941,-0.3086,0.1455,-0.6702,0.2436,0.6252,0.3716,-0.0712
CV_OBS_616,CV,CV0089,CXOGLB J002410.0-72044,8.28,-5.919012953089112,-7.108908773532276,-7.055912320584566,-6.013273040668781,-6.88706002391592,-6.327071309557277,-6.535659515372332,-6.471726222832956,-7.586030028251939,-6.133830852366228,-6.71602071576152,-6.218747405751544,-14.781926867968929,-15.20718123083076,-14.68739956073874,-15.808269606637143,-14.812479279163535,-15.23047497982895,-14.721246399047173,-6.264273385411353,-14.590574131328554,-14.977571628814509,-15.586365002801445,-6.6157111164565015,-6.4033985064770045,-15.233141188978582,-15.085815566576755,-14.905878404159438,-16.285251239274942,-14.944453488541546,0.8135,0.00021205,0.0004289,0.845,7.100499999999999e-05,0.5815,1.0,0.00028705,0.1343,-0.6215,-0.7208,-0.5365,-0.8713,0.4797,0.7489,-0.1568,-0.3985
PULSAR_OBS_148,PULSAR,PL0042,PSR J1124-591,144.29,-3.59159042153157,-4.250031916490596,-4.103033098066845,-3.6018863082694974,-4.2343314452409855,-4.457797217565972,-4.074017899672897,-4.494036481981874,-4.266321344322912,-3.612432220582811,-4.088309841246139,-4.424465781680135,-12.452611779468947,-12.498472445513404,-12.102043189993047,-12.832682665251825,-12.111989087754967,-13.308476477831846,-12.208800753501125,-4.018988235885076,-12.092373695156734,-13.233364113689733,-12.817015032996418,-4.071870542083143,-4.04462979028364,-12.237621570688036,-13.269298455718156,-12.22293584525757,-12.848936746646247,-12.474918895239774,0.57025,0.0419775,0.0421475,0.5395,8.487325000000003e-05,0.07075000000000001,0.0,0.042065000000000005,0.1605,0.3666,0.2336,0.2755,0.1943,0.1849,0.2067,0.4366,0.401
PULSAR_OBS_193,PULSAR,PL0066,PSR J1640-4631,9.32,-4.810229043653126,0.0,-5.043159509840767,-4.856048883576038,-6.714217726220605,0.0,-4.946153573147748,0.0,0.0,-4.907279355315902,-4.9918258159935744,-6.815308569182402,-13.088366970339749,-13.1863300713369,-12.965772739229449,0.0,-13.017095882207371,0.0,-12.906578314837766,-5.161741699650482,-12.920095532333276,0.0,-15.24580461181016,-5.367866777959518,-5.316592700867905,-13.00348832784582,0.0,-12.952335805398441,0.0,-13.135093566632195,0.8925000000000001,0.0033015,0.003656,0.929,0.00017739999999999998,0.3195,0.0,0.003479,0.9625,0.9713,0.9994,1.0,-0.2592,0.9994,1.0,1.0,0.9994
PULSAR_OBS_10,PULSAR,PL0003,PSR J0100-7211,65.51,-3.560667306169737,-4.162285331715089,-4.623058242853241,-3.573814174755489,-4.1423660148499915,-4.042344833056509,-4.542420853004238,-4.0625322603566225,-4.183162369097965,-3.5873714794556246,-4.580870692258023,-4.024246610963711,-12.739051364706265,-12.780541222599066,-12.368353337041581,-12.793713955587569,-12.382475465113707,-12.867100230055517,-12.876148359032914,-3.9924911923604616,-12.355462942221589,-12.828566099056992,-12.773657912836368,-4.035127791362225,-4.013022360468594,-12.95467702121334,-12.84740592207253,-12.913640169325252,-12.814457845145625,-12.75912639997942,0.5045999999999999,0.0338626,0.0372364,0.6222000000000001,0.0006725348199999999,0.2468,0.2,0.0344222,-0.4891,-0.5878,-0.1374,-0.1068,-0.168,-0.4485,-0.4079,-0.5178,-0.5522
PULSAR_OBS_168,PULSAR,PL0056,PSR J1509-585,3.0,-6.6283780728239785,0.0,0.0,0.0,-7.241618058225327,0.0,-6.6649434805609085,0.0,0.0,0.0,0.0,0.0,-14.703459120561444,-16.292997900479993,-14.853561864714225,0.0,0.0,0.0,-14.514988785421426,-6.770463202646834,-14.562566556202027,0.0,-15.837734385701973,0.0,0.0,-15.815876645760328,0.0,-14.794795636051855,0.0,-14.999276778380905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.9994,1.0,0.0,0.0
NS_OBS_231,NS,NS0044,XMMU J004245.2+41172,49.26,-4.491335636947056,-5.4004444090140185,-5.368049173740784,-4.612076533026563,-5.194703083842015,-5.114469166811909,-4.898596649444669,-5.564474148501345,-5.804931003531411,-4.792365632611038,-5.067069857169209,-4.906928693623937,-13.31506132890476,-14.11187669270209,-13.460547508450539,-14.249954687988234,-13.640733835393252,-14.49634548075704,-13.499214827082545,-4.185396854675214,-13.339703839729273,-13.838631997765026,-14.044216071083088,-5.3061324116703625,-5.049061010171674,-13.984221243610964,-14.046336936252908,-13.671212799645465,-14.654430243943608,-13.85039912245242,0.8975,0.0027985,0.0278895,0.8879999999999999,0.006421,0.5045,0.5,0.006529500000000001,0.0643,-0.3429,-0.4135,-0.0306,-0.7077,0.401,0.6802,0.3641,0.0012
NS_OBS_257,NS,NS0046,XMMU J004245.2+41172,4.71,-4.99481948749622,-5.941359604510278,-6.780939667551137,-5.263523817972303,-5.553152289844191,-5.617726310312131,-5.108741383095861,-6.1295655087607965,-6.721068114095558,-6.108574057152006,-5.400662867007512,-5.349498205121633,-13.438242897428632,-15.700144185295732,-14.190036478285984,-14.465634209404506,-15.190036478285984,-15.00579616352195,-13.909741947068687,-4.2507662730181845,-13.922995673206652,-14.139661993429007,-14.126388803003533,-6.723814025929331,-5.724642568912403,-15.453827631683055,-14.443048753465213,-14.19852768647853,-15.382712147241266,-14.592201339159214,0.6175066666666666,0.0018829664166666665,0.0044319408333333326,0.56485,0.0004319283416666667,0.5144091666666669,0.7083333333333335,0.0022018965833333327,0.2642,0.0219,-0.9994,0.1405,-1.0,0.9994,1.0,1.0,0.9994
PULSAR_OBS_60,PULSAR,PL0014,PSR J0525-6607,117.49,-3.2869296741443605,-3.8613815661005084,-4.042728020007057,-3.2943928365953954,-3.850472986245652,-3.845576026885353,-4.010639186223752,-3.8591778198906894,-3.872247484167026,-3.3019864960608185,-4.025902996205868,-3.83238732727247,-12.352546609462788,-12.3758417112109,-11.973466735476705,-12.47134035476501,-11.980883709552927,-12.654234306885511,-12.281249265260337,-3.726660688892481,-11.966174306046689,-12.627087997029893,-12.460547508450539,-3.75211998201161,-3.7390942323502006,-12.313363730737706,-12.640354207325457,-12.296536658116707,-12.482408269288092,-12.363885376131382,0.3524,0.07403960000000001,0.074283,0.4920000000000001,6.3296e-05,0.1096,0.0,0.0740826,-0.208,-0.2267,-0.0175,0.0019,-0.0369,-0.1874,-0.1668,-0.183,-0.2049
NS_OBS_418,NS,NS0076,1WGA J0748.5-6745   ,6.77,-5.97798426018228,-6.8416375079047524,-6.721703791908728,-6.150334944521267,-6.581864501574768,-6.511593768633003,-6.1602078155546725,-7.048414466930398,-7.706858516549069,-6.439734602137285,-6.349304020239389,-6.973466735476703,-14.361196367749589,-14.944078184973257,-14.317313521750233,-15.4943074925878,-14.596193389452578,-15.80980774898702,-14.143573227529757,-5.915445169236317,-14.148925194771113,-15.06003177055284,-15.234629519708353,-6.759480704093832,-6.157665401193148,-14.705093089394808,-15.251192745570519,-14.332640453816913,-16.359617955290428,-14.611481408217726,0.3325,0.00015515,0.00021480000000000002,0.1395,1.21e-05,0.413,0.0,0.000164,0.1918,0.614,0.9994,1.0,0.17800000000000002,0.5584,0.8351,1.0,0.9994
PULSAR_OBS_20,PULSAR,PL0004,PSR J0101-6422,4.89,-4.799149501908921,-5.5583048643592825,-6.392223396258308,-4.879755204453635,-5.437469231137738,-5.039909932095081,-5.781989957015637,-5.1790764121186825,-5.726304412069907,-4.979224511806442,-5.987584625237568,-4.934793871945689,-13.635960516324065,-13.875789316563782,-13.446845451830375,-14.151626116155398,-13.546223140309555,-13.747632485540102,-14.058687374639337,-5.08613318810376,-13.366026844210324,-13.503208684299958,-14.030817140767741,-5.314385882134013,-5.185319657651601,-14.668977828958173,-13.608359296507613,-14.264480941184829,-14.319573829141856,-13.739499302260912,0.3506666666666667,0.0019303333333333327,0.002628,0.16533333333333333,0.00012991999999999998,0.2863333333333333,0.0,0.0020126666666666665,-0.6889,-0.9088,-0.5572,-0.3991,-0.6914,-0.4447,-0.1743,-0.6765,-0.8095
NS_OBS_121,NS,NS0021,GRS 1741.9-2853     ,376.06,-5.098977826751921,-5.735347075790878,-5.491087006965404,-5.420216403383192,-5.8623294627632445,-5.827711463446892,-5.216596718877437,-7.260744196731482,-6.128764271249747,-5.8901540439986855,-5.517698232776557,-5.36794783329419,-13.127361316312294,-13.888992777932124,-13.579714115058081,-14.80677599898906,-13.804988134743605,-15.079783198976207,-13.199557878663745,-3.73410062099952,-13.26800855098107,-13.921905849593587,-14.713543530253014,-5.033482823553208,-4.006267580280487,-13.663448052864029,-14.09731284868094,-13.500587874327724,-14.541104943621368,-13.936291440608585,0.2370800000000001,0.008186839999999997,0.008524300000000005,0.44000500000000015,0.0005167440000000007,0.3981950000000004,0.2,0.00920615,0.4653,-0.1018,-0.9994,-0.2142,-1.0,0.9994,1.0,0.9513,0.2923
PULSAR_OBS_430,PULSAR,PL0128,PSR J2051-0827,5.69,-5.511590311096802,-6.065148197034339,-7.347110345269954,-5.665546248849069,-5.8807441107220635,-6.211831628858832,-6.475993554442628,-6.831502516476967,-6.420559402860202,-5.925183559354825,-6.331651970350614,-5.976336081802208,-14.562883906951921,-15.193091158966755,-14.56177419239547,-14.672436739812722,-14.851089006890644,-15.662540738709344,-14.203352037649147,-5.6020183010588,-14.38955277855788,-14.80715388481116,-14.487983030503873,-6.414539270491499,-5.8414746780027365,-14.214883804978092,-15.042775942156831,-13.595166283380046,-15.02788977159717,-14.840492962522678,0.5455,0.00052345,0.0009619,0.4205,6.752e-05,0.5385,0.5,0.00055325,-1.0,-1.0,0.1299,0.5141,-0.2542,-0.9994,-0.4528,-0.3217,-0.9994
BH_OBS_28,BH,BH0009,SAX J1819.3-2525    ,26.51,-5.442252258358532,-6.2401056259745005,-6.4701848033553695,-5.653060537301009,-5.957424487559807,-6.472760651742483,-5.6010189333418685,-7.2804930439296625,-7.620331965966346,-6.078990198502965,-5.846795099915716,-6.268411234813263,-13.705168855284205,-14.452753905281478,-13.557050130422141,-14.928854709548915,-13.96177736163128,-15.861341878974756,-13.30768195574072,-5.675799883214622,-13.351347304868774,-15.058587959626449,-14.637894680706227,-6.6211044901454175,-6.07352378657754,-14.176851940189305,-15.257492914757819,-13.553618187777555,-16.271402756616567,-13.944178425172947,0.3326730000000002,0.00043126015000000026,0.008583540000000011,0.4773810000000007,0.0014974176000000024,0.4670940000000003,0.5975,0.002648436599999996,0.0568,0.4666,0.9994,1.0,0.0956,0.5172,0.8389,1.0,0.9994
BH_OBS_155,BH,BH0027,J1745-2900          ,337.0,-5.149598852002842,-6.274905478918531,-6.221631656644126,-5.3663295939485565,-5.97387548325455,-6.764898277470603,-5.342466112442014,-7.429801008902537,-6.942587770583107,-5.856360764725458,-5.589560213789654,-5.980053318321158,-13.605526429882588,-14.302661661259814,-13.529883646848994,-14.952708597874635,-13.972242795309446,-15.864020766197422,-13.326334123754293,-5.464073258604431,-13.31533413597414,-14.879755204453636,-14.63152716155964,-6.302705256369456,-5.732476283614536,-14.033154576345089,-15.443330693504915,-13.543026986364186,-15.411872652477975,-13.83743559347698,0.7663266666666658,0.004992933999999999,0.007950274999999994,0.7766366666666668,0.0007757485980000005,0.438105,0.5466666666666666,0.007297193333333333,0.4154,0.4478,-0.0487,0.7114,-0.4978,0.757,0.9638,1.0,0.9994
PULSAR_OBS_3,PULSAR,PL0003,PSR J0100-7211,65.51,-3.5082182244158338,-4.183361055101538,-4.600499338685388,-3.5295895090240688,-4.152612448972604,-4.0161032086736945,-4.4718549217468935,-4.0498299401918,-4.21645371772965,-3.5522219907053785,-4.529442514782727,-3.9846402445907856,-12.661682981145905,-12.750522804981319,-12.336299074610352,-12.790753151246625,-12.361910278015495,-12.823041019413091,-12.773142429711275,-3.9236290262632663,-12.312114475151295,-12.757707095017073,-12.760200181552902,-4.0078796672016574,-3.9631236911379517,-12.939302159646385,-12.789146634685107,-12.848323769152953,-12.82390874094432,-12.703532261199884,0.442,0.02640912,0.026997399999999998,0.378,0.00020142400000000001,0.2404,1.2,0.026587400000000004,-0.4478,-0.589,-0.1911,-0.1405,-0.2405,-0.3773,-0.3079,-0.4716,-0.5309
NS_OBS_379,NS,NS0071,SAXWFC J1748.1-2446.,2.75,-6.401209493236885,-7.158940264886472,-6.001571400989491,-6.642065152999545,-7.2648004515776865,-6.6509168312204086,-7.064442354906986,-7.076963331329213,-7.513291072287514,-7.22826557461323,-6.653573855516858,-6.440093374963888,-15.347173697438992,-16.6458915608526,-15.291660873327892,-15.750994268409547,-14.069476580530713,-15.94692155651658,-15.105075022640454,-6.433972835859276,-15.630969778190849,-15.280834505910788,-15.749579997691104,-7.543998562791548,-7.044408449594276,-14.121347802018947,-15.497026940934367,-13.959163224151125,-15.483973883642992,-16.195996945270387,0.7094149999999999,0.0007384796666666669,0.0013204213333333327,0.6746,9.344176666666668e-05,0.44339333333333336,0.4133333333333333,0.0007706853333333327,-0.1743,-1.0,-0.9994,-0.6027,-1.0,0.9994,1.0,-0.4491,-0.9994
PULSAR_OBS_242,PULSAR,PL0081,PSR J1745-2900,107.91,-4.514420523015321,-6.608343107465284,-4.844360366240224,-4.592609095529268,-6.320662969479206,-6.008242460465652,-4.658367664221946,-6.836181570219328,-7.243525214582423,-4.695294101787233,-4.73849922680172,-5.707300996956072,-13.13219381205482,-13.339703839729273,-12.927015255372071,-15.161060824461641,-13.039481657219293,-15.634446732740505,-12.83386602969489,-4.861777061416727,-12.838033383635926,-14.741841806659204,-14.848323769152953,-5.064492734175287,-4.950867293554023,-13.037867530701766,-14.891373759432216,-12.924088238517225,-15.679989002610528,-13.226579276709387,0.532,0.0053405,0.02806,0.848,0.003508,0.919,6.0,0.007659999999999998,0.95,0.7889,-0.9994,-0.4241,-1.0,0.9994,1.0,0.9688,0.8969
NS_OBS_81,NS,NS0020,EXO 1745-248        ,23.47,-5.257510535418223,-5.752026733638194,-6.016193358021585,-5.315873074386925,-5.677160727313678,-6.335358024443876,-5.7652297048390855,-6.578396073130169,-5.842543231865776,-5.388276691992658,-5.872895201635193,-6.186752699102395,-14.192312792586515,-14.379106933149714,-13.988006885340743,-14.356942316248547,-14.062783109137294,-15.373556974668706,-14.123608938180812,-5.602168578522403,-13.924453038607464,-14.98171569157347,-14.282079974163006,-5.772473215062798,-5.677573947594047,-14.391046300724135,-15.130533589919136,-14.237021509132257,-14.447575154295912,-14.275511132516506,0.4936666666666667,0.0009300666666666668,0.0014524333333333333,0.604,0.00012571999999999998,0.4463333333333333,0.6666666666666666,0.0010505666666666667,-0.3004,0.2967,0.5871,0.7277,0.4366,-0.1362,0.0219,0.6715,0.4972
PULSAR_OBS_206,PULSAR,PL0075,PSR J1718-3825,15.54,-4.6645420993106175,-5.388489112873343,-5.168066269533255,-4.694004117229195,-5.339988778710668,-5.329012396989966,-5.075824129698079,-5.390619055749292,-5.443094730944551,-4.7256112044496215,-5.119472221801195,-5.275069085807602,-13.44103356870352,-13.520082225990565,-13.085762652232258,-13.984221243610964,-13.117361638303962,-14.176917203467195,-13.13864483980674,-5.07767944957469,-13.05635711724787,-14.06138021849732,-13.935542010773082,-5.176864992060316,-5.124439874108532,-13.230253532820544,-14.115317895793975,-13.182038195468008,-14.038816290187563,-13.479181213924482,0.537,0.00349825,0.0042955,0.4795,0.0001092,0.2615,0.25,0.00356525,0.228,0.158,-0.07,0.0181,-0.1543,0.3011,0.3704,0.3142,0.2361
BH_OBS_47,BH,BH0014,CXOU J100506.7-07443,11.41,-6.508918586576812,-7.603103550857476,-6.343913985094973,-6.656394491895827,-7.322210608931138,-6.7599502278873524,-7.431094585017121,-6.96980521464325,-8.64435694977913,-6.881404634776237,-6.207893300987872,-6.619065536669298,-14.10400540201988,-15.220198818159695,-15.183423130488816,-16.165070903539426,-15.180258712034126,-15.734003629504919,-15.9072793553159,-6.55793434073484,-15.77780395369828,-15.370284667352868,-15.903437561625864,-7.317190897764559,-6.799291737496996,-14.684054599685734,-15.515130967279598,-14.827511499757707,-17.049683836075403,-14.37605267717404,0.544,5.728e-05,0.0001053,0.259,4.782e-06,0.536,1.0,6.081e-05,-0.8801,-1.0,-0.7545,-0.5278,-0.9213,-0.1886,0.2255,-0.6502,-0.9994
CV_OBS_628,CV,CV0090,CXOGLB J002410.6-72051,6.98,-5.956244873031322,-6.719649306953994,-8.408601448718754,-6.0546791592077245,-6.569119053547107,-6.427942010073696,-6.864549300654486,-6.599980364934843,-6.95233580539844,-6.1819061308533625,-7.153353671422884,-6.3049563411787055,-15.181035510150366,-15.573976984310123,-14.985059650207065,-15.371815491926588,-15.14230574221345,-15.421017157297205,-15.45259454033251,-6.298432014944072,-14.869988050328095,-15.125924254776963,-15.218029326087446,-6.67756857320725,-6.4463475260265275,0.0,-15.248874928464415,0.0,-15.63152716155964,-15.367137959899766,0.2966666666666667,0.00018846666666666665,0.0002756333333333333,0.6073333333333334,1.8517666666666667e-05,0.456,0.0,0.0002006,-0.7214,-0.8738,-0.3335,-0.0918,-0.5553,-0.3823,-0.0194,-0.3916,-0.6546
CV_OBS_438,CV,CV0074,CXOGLB J002403.7-72042,16.15,-5.00943917000598,-5.744245213356956,-5.8576105338811635,-5.042057664554595,-5.689731633367553,-5.525346746637937,-5.706416486503882,-5.576590272266906,-5.806875401645538,-5.077378328476801,-5.775466937393914,-5.4795164672592085,-14.033173326646526,-14.138095372046347,-13.699839463048649,-14.354283060630395,-13.735182176990463,-14.360115258083697,-13.889410289700749,-5.414855235934249,-13.666955970176511,-14.262966468666122,-14.29972906264356,-5.521982129535208,-5.465111241771192,-14.041627267521395,-14.308830065868394,-13.959002307576512,-14.416687848016922,-14.082557512357047,0.9844,0.0005059940000000001,0.0032472799999999995,0.9944,0.000840488,0.8974,5.8,0.0012300000000000002,-0.1393,-0.3729,-0.2498,-0.168,-0.3279,-0.0312,0.0731,-0.1868,-0.2798
NS_OBS_223,NS,NS0044,XMMU J004245.2+41172,49.26,-4.873543886568196,-5.381324461114861,-6.790809835055393,-5.119129267467576,-5.135845043997975,-5.7072583101107375,-5.583193128177055,-6.145183983709693,-6.001174180959714,-5.738975166007602,-5.846224145821747,-5.4286406072461615,-13.452685669233981,-15.724228099835068,-14.64493179365115,-14.577574323628795,-15.510322708336306,-14.936408142757006,-13.636388020107855,-4.254094906711131,-14.374584647845593,-14.218747405751545,-14.342084063170045,-6.248520735473354,-5.628673486138254,-15.15541213836859,-14.446603836176742,-14.020063512254026,-15.197431501686044,-15.007888512213054,0.3896666666666669,0.0022348555,0.005808102333333331,0.28688083333333336,0.0009534772,0.3795371666666668,0.07833333333333332,0.002977885816666665,-1.0,-1.0,0.9994,1.0,0.0793,-0.9994,-0.2455,0.2242,-0.9994
CV_OBS_411,CV,CV0072,CXOGLB J002403.1-72044,6.22,-6.193413065672197,-7.1599566693965055,-7.088842391260022,-6.34640161815671,-6.924453038607469,-6.8523236757589014,-6.527389802403955,-7.3147958655289855,-7.779891911959945,-6.584692707774433,-6.716472635138308,-6.642636969384857,-14.88085632896049,-15.60912139016246,-14.95663772197887,-15.868702203402377,-15.194839098400564,-16.171662399940995,-14.80799040734633,-6.4711089983810055,-14.803547458296613,-15.46318913400846,-15.62324060459512,-7.089653120042932,-6.768433570658277,-15.392974121565215,-15.678815972697684,-15.0017406615763,-16.488517711373998,-15.105263141486926,0.9013500000000002,0.00017815639999999998,0.00047937249999999973,0.7782349999999992,0.00010721568499999992,0.6540750000000003,2.66,0.00027689999999999995,0.1693,-0.2092,-0.401,0.0181,-0.7377,0.5272,0.8039,0.5303,0.1674
CV_OBS_714,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.5875394525700384,-4.308741641866888,-4.280502983389418,-3.62015082123717,-4.257510535418225,-4.188023055663046,-4.1651979459513,-4.256255121407539,-4.3668346463160965,-3.655411257421286,-4.219034970391683,-4.129128104932257,-12.51291821380974,-12.655592005532208,-12.223008415143594,-12.947306058075032,-12.2580609222708,-13.04599883231843,-12.357238796734679,-3.9198715779581614,-12.190507623062658,-12.919012953089116,-12.896196279044045,-4.106238237942057,-4.003138231509326,-12.47249898901888,-12.977984260182279,-12.411056357259984,-13.00550687711649,-12.5784289754736,0.29825,0.02855,0.028817500000000006,0.28600000000000003,0.000117455,0.1,0.0,0.0287,0.0194,-0.128,-0.1412,-0.0468,-0.2317,0.1074,0.1943,0.0631,-0.0337
BH_OBS_128,BH,BH0027,J1745-2900          ,337.0,-5.435926021022854,-6.930074876040537,-6.191316490871031,-5.671212799645464,-6.730720610228103,-6.948415507010282,-5.54500278269054,-7.663266260984378,-7.771307918168863,-6.222138375823758,-5.757707095017069,-6.515985037332437,-14.078087334208007,-15.046481918555006,-14.04958646063062,-15.419944714040902,-14.748605149959896,-15.875036512125313,-13.788078915691493,-5.75654646825907,-13.794254459057338,-15.309272456129634,-15.238974748288625,-6.507484057678712,-6.013340211727908,-14.742321425130816,-15.809182256625714,-14.04325545471731,-16.61504718346467,-14.347439417017936,0.3949783333333333,0.002481535,0.004198723333333335,0.411805,0.00020413119999999983,0.2795450000000001,0.22,0.003341931666666665,0.7976,0.6889,-0.9994,0.1593,-1.0,0.9994,1.0,1.0,0.9994
PULSAR_OBS_15,PULSAR,PL0003,PSR J0100-7211,65.51,-3.5655907924125,-4.1434523551432525,-4.723078867934227,-3.593971055036385,-4.108406795651035,-4.118444170206688,-4.501276029252097,-4.172372295232568,-4.181642122041645,-3.6243363860391145,-4.598082749482425,-4.0731432910503065,-12.607901272836006,-12.891854591033995,-12.415442639474325,-12.780415473785744,-12.472756883611913,-13.020770406977846,-12.76904044425143,-3.863000559520276,-12.364918563989127,-12.905528871358356,-12.744968836654445,-4.049489107014002,-3.9461305546156233,-13.23995467203419,-12.959397659885926,-12.938924676370206,-12.818728228440538,-12.809724343443039,0.35625,0.0290325,0.030345,0.32299999999999995,0.00030715,0.10575,0.0,0.029330000000000002,-0.5765,-0.6015,-0.0325,0.0381,-0.0993,-0.4735,-0.3779,-0.4004,-0.4997
CV_OBS_486,CV,CV0079,CXOGLB J002405.3-72042,10.2,-5.689306687656639,-6.516164782080296,-6.412516730116769,-5.977159389123473,-6.346208812612188,-6.722766338898242,-5.803823814960028,-7.13317011736886,-7.0253702452706275,-7.207748428096735,-6.092642391868828,-6.127727153775795,-14.093018846771145,-15.611543547299735,-14.386263858738127,-15.153066956952404,-15.61672334959235,-15.960117163423293,-14.087884270921144,-5.518505775218375,-14.0982148546964,-15.210408135215568,-14.922790970460904,-7.906718432432754,-6.429013652403067,-15.60642479673041,-15.494054326152835,-14.375924268854318,-15.689615359339573,-14.381063294180596,0.4746999999999996,0.0002404768666666665,0.0004155461666666666,0.4742241666666671,1.8337350000000005e-05,0.4848300000000001,0.2516666666666666,0.0002566139000000001,0.3417,0.1168,-0.9994,0.1418,-1.0,0.9994,1.0,1.0,0.9994
PULSAR_OBS_17,PULSAR,PL0003,PSR J0100-7211,65.51,-3.5284149458148097,-4.165706487557304,-4.597566653780689,-3.552376902239714,-4.132120216541621,-4.085392432228919,-4.452348341640032,-4.127086558379605,-4.202178688635977,-3.5779028368682897,-4.518987579043427,-4.047352830241056,-12.707305424037573,-12.797679003004177,-12.356942316248547,-12.801893001126599,-12.38679264789624,-12.916855856856944,-12.736837535037782,-3.957652916435317,-12.329105046479787,-12.836242476018045,-12.768275616671483,-4.05295859474478,-4.00219437867987,-12.925915310971757,-12.874844170419474,-12.821023052706833,-12.838332587562265,-12.750059938601348,0.27075,0.030778500000000007,0.03097525,0.212,9.598e-05,0.091,0.0,0.030879000000000007,-0.4616,-0.534,-0.0937,-0.0344,-0.153,-0.3848,-0.3079,-0.3891,-0.4622
PULSAR_OBS_422,PULSAR,PL0125,PSR J2032+4127,8.11,-5.2512694439015055,-5.9653715433746815,-6.446238301609997,-5.440332721611941,-5.7198771036976925,-6.11936350422876,-5.580870692258023,-6.533895819534572,-6.585193720498988,-5.8127613801685225,-5.826522356547005,-6.034234035817312,-14.009421416889765,-14.921072166319279,-14.043111545349927,-14.611188586526476,-14.415555692834824,-15.183641763098302,-13.869988050328095,-5.108438012908231,-13.854182285508173,-14.824488186636552,-14.365623505911634,-6.365160129480794,-5.906438242434711,-14.80465394165158,-14.960488197407665,-14.123320389580801,-15.230992129056224,-14.419508395078347,0.8190000000000001,0.0004881000000000001,0.001206,0.918,0.00031150000000000004,0.667,1.0,0.0008167,-0.238,0.2442,0.9994,1.0,0.0981,0.2261,0.6165,1.0,0.9994
