angDist,name,ra,dec,err_ellipse_r0,conf_flag,extent_flag,sat_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,significance,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,var_intra_index_b,var_intra_index_w,var_inter_index_b,var_inter_index_w,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error
0.634665,2CXO J162325.4-262911,245.85624868696596,-26.486536772448368,2.109192114316408,0,0,0,,,,,,,2.578947368421133,0.99937539038101,-0.28169893816365,1.0,-0.99937539038101,-1.0,-0.68019987507808,,,5,,245.8564272691007,-26.4866111502854,0.002,0.002,90,6045477944460616704,245.85637221909,0.0641,-26.48669412444,0.0307,0.4704,0.0704,-11.444,0.145,-19.271,0.107,0,4.34922e+03,1.66183e+01,16.592337,2.07051e+03,2.87863e+01,17.061195,3.63090e+03,5.32340e+01,15.861885,1.199310,,,0,4848.33,,,,,0.004149,0.015095,0.015918
0.242107,2CXO J162328.3-263022,245.86824554995314,-26.50611957447835,0.8672914374954623,0,0,0,1.4503672545643E-15,8.7626354963261E-16,1.9942549750259E-15,,,,3.705882352941168,0.52592129918801,0.1367895065584,0.82011242973142,-0.68332292317302,-0.88132417239225,-0.42910680824485,6,,7,,245.8682293885283,-26.5061852529617,0.001,0.001,90,6045466159069806464,245.86822938853,1.0849,-26.50618525296,0.5025,,,,,,,1,5.77939e+03,2.30498e+01,16.283660,3.63216e+03,3.60051e+01,16.450977,6.80428e+03,3.20636e+01,15.179964,1.271013,,,0,5143.45,,,,,0.004330,0.010763,0.005116
0.250640,2CXO J162328.5-263134,245.86887834465142,-26.526199947546296,0.7826496901198338,0,0,0,5.0597415456682E-16,2.891280883239E-16,7.2282022080974E-16,,,,3.5000000000000435,0.068707058088695,-0.38288569643973,0.46158650843223,-0.55590256089944,-0.76514678326046,-0.31542785758901,1,,0,,245.8688776066881,-26.5261303283431,0.003,0.002,90,6045465987261338368,245.86882118453,0.0771,-26.52621277975,0.0376,0.5658,0.0853,-11.725,0.177,-19.150,0.121,0,3.40206e+03,4.64319e+00,16.859010,2.12847e+03,6.74864e+01,17.031220,4.21578e+03,8.16536e+01,15.699726,1.331493,,,0,5143.45,,,,,0.001482,0.034425,0.021029
0.779504,2CXO J162329.1-262948,245.87150594664092,-26.496941160910872,1.0489628640972137,1,0,0,2.1062812355584E-15,1.4392921776316E-15,2.7732702934852E-15,,,,3.249999999999949,0.76202373516552,0.57651467832605,0.90880699562773,0.28607120549656,-0.080574640849469,0.91755153029357,0,,6,,245.8716588946818,-26.4971089349128,0.002,0.001,90,6045466193420208256,245.87165889468,1.5723,-26.49710893491,0.5969,,,,,,,0,1.24252e+02,1.27634e+00,20.452604,,,,,,,,,,0,,,,,,0.011153,,
0.893421,2CXO J162329.5-262839,245.87325714725716,-26.477651678070902,0.9244555176686411,0,0,0,0.0,0.0,5.172461912538E-16,,,,4.499999999999959,0.19113054341037,-0.22923173016864,0.51655215490319,0.99937539038101,0.47532792004997,1.0,0,,6,,245.8735198123152,-26.4775722359626,0.005,0.003,90,6045478322409848448,245.87346049139,0.1429,-26.47765164383,0.0682,0.4641,0.1672,-12.333,0.334,-18.443,0.220,0,1.21810e+03,1.35028e+00,17.974157,5.73922e+02,9.15821e+00,18.454256,1.13560e+03,7.38295e+00,17.123857,1.330399,,,0,,,,,,0.001204,0.017325,0.007059
0.848922,2CXO J162330.2-263045,245.87601055743585,-26.51253009307212,0.8589567916786786,0,0,0,1.7467265694065E-15,1.2599339189162E-15,2.2335192198968E-15,,,,3.4499999999999855,0.52467207995003,0.29294191130543,0.71517801374141,0.99937539038101,0.34166146158651,1.0,0,,5,,245.8762739702838,-26.5125232192313,0.007,0.004,90,6045466090340732928,245.87624445459,0.2243,-26.51261411297,0.0768,-1.6671,0.2338,-6.134,0.422,-21.111,0.268,0,3.95350e+03,4.96076e+00,16.695911,3.57688e+03,3.10098e+01,16.467628,6.02808e+03,3.65550e+01,15.311473,1.156156,,,0,5095.63,,,,,0.001362,0.009413,0.006584
0.974744,2CXO J162330.2-263045,245.87601055743585,-26.51253009307212,0.8589567916786786,0,0,0,1.7467265694065E-15,1.2599339189162E-15,2.2335192198968E-15,,,,3.4499999999999855,0.52467207995003,0.29294191130543,0.71517801374141,0.99937539038101,0.34166146158651,1.0,0,,5,,245.8757947018586,-26.5127198381290,0.003,0.000,90,6045466090340732800,245.87579470186,2.5435,-26.51271983813,0.4581,,,,,,,0,2.85289e+02,1.95106e+00,19.550152,,,,,,,,,,0,,,,,,0.007425,,
0.099473,2CXO J162331.3-263148,245.88047982368562,-26.530186028674542,0.868189599261231,0,0,0,5.7621362592818E-16,3.4048986986665E-16,8.1193738198971E-16,,,,3.894736842105241,-0.53966271080575,-1.0,-0.1317926296065,-0.44846970643348,-0.68269831355403,-0.17301686445971,1,,5,,245.8804945333630,-26.5301617328715,0.003,0.002,90,6045465884181865472,245.88043608878,0.0931,-26.53024282263,0.0545,0.4025,0.1124,-12.145,0.195,-18.834,0.153,0,2.73129e+03,1.77358e+01,17.097446,,,,,,,,,,0,,,,,,0.007050,,
0.152970,2CXO J162331.4-263057,245.88117772194755,-26.516078137128716,0.7344852404718901,0,0,0,7.2347086071803E-15,6.5131093160567E-15,7.9112079426086E-15,,,,10.711838443700701,-0.13241723922548,-0.25671455340412,-0.0081199250468458,-0.046221111805122,-0.15178013741412,0.061836352279825,2,,0,,245.8811309772376,-26.5160856208377,0.004,0.003,90,6045466090350254976,245.88106584210,0.1179,-26.51616489258,0.0542,-1.1861,0.1155,-13.537,0.238,-18.411,0.183,0,4.72204e+03,1.66798e+01,16.503042,3.06792e+03,5.64489e+01,16.634277,5.77491e+03,7.58563e+01,15.358057,1.276220,,,0,5143.45,,,,,0.003835,0.019977,0.014262
0.898160,2CXO J162331.4-263057,245.88117772194755,-26.516078137128716,0.7344852404718901,0,0,0,7.2347086071803E-15,6.5131093160567E-15,7.9112079426086E-15,,,,10.711838443700701,-0.13241723922548,-0.25671455340412,-0.0081199250468458,-0.046221111805122,-0.15178013741412,0.061836352279825,2,,0,,245.8814241850706,-26.5159614840585,0.013,0.011,90,6045466090340599936,245.88135941693,0.3825,-26.51604450412,0.1994,0.6508,0.2959,-13.461,0.846,-19.282,0.734,0,1.57957e+03,2.60979e+00,17.692020,,,,,,,,,,0,,,,,,0.001794,,
0.082239,2CXO J162332.4-263045,245.8850256026467,-26.512671217392533,0.7256668719004788,0,0,0,4.7045332014752E-15,3.9558031250657E-15,5.4532632778848E-15,,,,6.700809239870339,-0.1686445971268,-0.36914428482199,0.030605871330418,-0.0049968769519051,-0.17176764522174,0.17176764522174,7,,7,,245.8850202370582,-26.5126488833760,0.004,0.003,90,6045466124700364160,245.88495872234,0.1233,-26.51272850272,0.0648,0.6267,0.1262,-12.785,0.257,-18.492,0.200,0,2.41638e+03,4.59232e+00,17.230455,1.60132e+03,5.37189e+01,17.340195,2.74563e+03,3.70094e+01,16.165316,1.174879,,,0,,,,,,0.002063,0.036423,0.014635
0.285957,2CXO J162333.1-263109,245.88830456673372,-26.519273173435835,0.7565590902349594,0,0,0,8.7173719787773E-16,5.7647137279011E-16,1.1529427455802E-15,,,,3.939393939393928,0.01998750780762,-0.33416614615865,0.34291068082448,-0.27982510930668,-0.52404747033104,-0.010618363522798,0,,0,,245.8883223753565,-26.5191953557094,0.006,0.004,90,6045465918541725184,245.88826109586,0.1685,-26.51927733276,0.0726,0.7378,0.1714,-12.735,0.359,-19.040,0.252,0,3.50699e+03,2.36522e+01,16.826030,,,,,,,,,,0,,,,,,0.007323,,
0.677470,2CXO J162333.1-263109,245.88830456673372,-26.519273173435835,0.7565590902349594,0,0,0,8.7173719787773E-16,5.7647137279011E-16,1.1529427455802E-15,,,,3.939393939393928,0.01998750780762,-0.33416614615865,0.34291068082448,-0.27982510930668,-0.52404747033104,-0.010618363522798,0,,0,,245.8881968281901,-26.5194347919548,0.011,0.006,90,6045465884181986944,245.88814192880,0.2914,-26.51951562869,0.1427,-0.3656,0.3610,-11.409,0.681,-18.775,0.406,0,1.58036e+03,3.01160e+00,17.691473,,,,,,,,,,0,,,,,,0.002069,,
0.382467,2CXO J162333.2-262529,245.8884182649183,-26.424830781158658,1.6518860225666592,0,0,0,1.1591505971993E-15,0.0,2.4838941368557E-15,,,,3.699999999999905,0.16114928169894,-0.13304184884447,0.40162398500937,0.40724547158026,0.085571517801374,0.74515927545284,0,,0,,245.8884577818878,-26.4249309549225,0.023,0.016,90,6045478769094647424,245.88838530575,0.6390,-26.42501666973,0.3152,-0.4964,0.7398,-15.074,1.484,-19.908,1.064,0,1.65419e+02,8.47366e-01,20.141905,1.22609e+02,9.46860e+00,20.130081,2.56309e+02,7.01713e+00,18.740010,1.390072,,,0,,,,,,0.005562,0.083847,0.029725
0.012448,2CXO J162333.2-263157,245.8886837406758,-26.532709412392286,0.7732934922803405,0,0,0,4.6800032353033E-16,2.3400016176516E-16,7.0200048529549E-16,,,,2.9142857142857763,-0.99937539038101,-1.0,-0.25046845721424,-0.18613366645846,-0.50031230480949,0.15178013741412,1,,5,,245.8886846213708,-26.5327127792597,0.020,0.011,90,6045465879886641792,245.88860421095,0.5269,-26.53278662813,0.1790,0.7385,0.5096,-16.709,1.263,-17.152,0.705,0,2.57306e+03,7.71614e+00,17.162240,,,,,,,,,,0,,,,,,0.003256,,
0.975005,2CXO J162333.2-263157,245.8886837406758,-26.532709412392286,0.7732934922803405,0,0,0,4.6800032353033E-16,2.3400016176516E-16,7.0200048529549E-16,,,,2.9142857142857763,-0.99937539038101,-1.0,-0.25046845721424,-0.18613366645846,-0.50031230480949,0.15178013741412,1,,5,,245.8887089663251,-26.5324395195600,0.002,0.001,90,6045465884191734784,245.88864903979,0.0370,-26.53251817945,0.0166,0.4569,0.0394,-12.453,0.103,-18.269,0.062,0,2.90582e+04,7.97143e+00,14.530193,1.24190e+04,5.84878e+01,15.116172,2.94629e+04,5.84496e+01,13.588733,1.527439,,,0,4468.33,,,4.46,7.149,0.000298,0.005113,0.002154
0.243791,2CXO J162333.3-263113,245.88876381557702,-26.520386061712866,0.852238148407508,0,0,0,0.0,0.0,1.9331762372827E-16,,,,2.1212121212121797,-0.99937539038101,-1.0,0.22423485321674,-0.99937539038101,-1.0,-0.13803872579638,,,0,,245.8888100846840,-26.5204396523343,0.005,0.001,90,6045465884181975040,245.88881008468,5.2387,-26.52043965233,1.3823,,,,,,,0,4.45512e+02,3.78296e+00,19.066217,,,,,,,,,,0,,,,,,0.009219,,
0.224997,2CXO J162333.5-263230,245.88960634367425,-26.541686756295217,0.7449193545524725,0,0,0,1.0332305976671E-15,6.35834213949E-16,1.4107571621994E-15,,,,4.4571428571428005,0.11867582760775,-0.29294191130543,0.47158026233604,-0.11118051217989,-0.44534665833854,0.24422236102436,1,,0,,245.8896433850563,-26.5417397471596,0.009,0.005,90,6045465712382775552,245.88959264533,0.1666,-26.54182044387,0.0685,0.3981,0.1933,-10.543,0.594,-18.742,0.316,0,6.12145e+03,2.18230e+01,16.221230,7.45279e+03,7.51476e+01,15.670591,1.39469e+04,7.60953e+02,14.400727,1.269864,,,0,5095.63,,,,,0.003871,0.010948,0.059239
0.807885,2CXO J162333.5-263230,245.88960634367425,-26.541686756295217,0.7449193545524725,0,0,0,1.0332305976671E-15,6.35834213949E-16,1.4107571621994E-15,,,,4.4571428571428005,0.11867582760775,-0.29294191130543,0.47158026233604,-0.11118051217989,-0.44534665833854,0.24422236102436,1,,0,,245.8893831504628,-26.5415843232751,0.006,0.001,90,6045465712382775168,245.88938315046,5.7767,-26.54158432328,1.0804,,,,,,,0,2.68632e+03,1.00771e+01,17.115469,,,,,,,,,,0,,,,,,0.004073,,
0.279297,2CXO J162333.7-263405,245.89075266751797,-26.568257425573528,0.7598049126046876,0,0,0,6.8483785868127E-16,4.9063010771195E-16,8.6882414907325E-16,,,,3.6111111111110485,0.19862585883823,-0.29044347282948,0.62023735165522,-0.75577763897564,-0.91005621486571,-0.5577763897564,1,,5,,245.8908167440454,-26.5682051322171,0.003,0.002,90,6045464922118910720,245.89075426266,0.0766,-26.56828790495,0.0365,0.5438,0.0855,-12.979,0.179,-19.225,0.118,1,3.39681e+03,2.26658e+00,16.860687,1.53383e+03,1.25708e+01,17.386946,3.12746e+03,1.14675e+01,16.023941,1.363005,,,0,4720.55,,,,,0.000724,0.008898,0.003981
0.234851,2CXO J162334.1-263134,245.8922273516389,-26.526326767409238,0.7106976899271759,0,0,0,1.3520716491846E-13,1.281892268992E-13,1.4222510293773E-13,,,,35.09488791393492,0.48344784509681,0.43785134291068,0.52779512804497,0.041224234853217,-0.031855090568395,0.1155527795128,0,,8,,245.8922947390880,-26.5263018583263,0.012,0.009,90,6045465884191727104,245.89224244152,0.3324,-26.52638901980,0.1695,-0.5011,0.3583,-10.868,0.780,-20.244,0.555,0,3.79069e+03,1.04903e+01,16.741571,,,,,,,,,,0,,,,,,0.003005,,
0.130776,2CXO J162334.2-262956,245.8928089271575,-26.498907863962142,0.7204473023583706,0,0,0,1.1846185153511E-14,1.0756704773906E-14,1.2935665533117E-14,,,,18.114043175451798,-0.25733916302311,-0.3791380387258,-0.13304184884447,-0.19612742036227,-0.28169893816365,-0.10680824484697,0,,8,,245.8928353023498,-26.4988802513432,0.001,0.001,90,6045466502667300096,245.89277686618,0.0307,-26.49895888646,0.0150,0.4205,0.0349,-12.146,0.096,-18.264,0.054,0,3.73621e+04,1.81130e+01,14.257287,1.40158e+04,5.14688e+01,14.984842,3.57065e+04,6.45690e+01,13.380051,1.604792,,,0,4387.00,,,5.80,11.243,0.000526,0.003987,0.001963
0.102409,2CXO J162334.3-263202,245.89299405027782,-26.533911784362132,0.7229278665615797,0,0,0,1.510274414485E-15,1.2447316602898E-15,1.7758171686801E-15,,,,6.28833322345289,-0.51093066833229,-0.75515302935665,-0.22798251093067,-0.51842598376015,-0.64522173641474,-0.38038725796377,1,,0,,245.8930128201092,-26.5338888228265,0.007,0.004,90,6045465815462109568,245.89299530287,0.1832,-26.53391289405,0.0768,-0.0732,0.2095,-3.640,0.464,-5.591,0.248,0,3.87907e+03,4.76966e+01,16.716545,3.45663e+03,7.52138e+01,16.504755,6.91866e+03,1.15473e+02,15.161865,1.342890,,,0,5095.63,,,,,0.013350,0.023625,0.018121
0.741529,2CXO J162334.3-263202,245.89299405027782,-26.533911784362132,0.7229278665615797,0,0,0,1.510274414485E-15,1.2447316602898E-15,1.7758171686801E-15,,,,6.28833322345289,-0.51093066833229,-0.75515302935665,-0.22798251093067,-0.51842598376015,-0.64522173641474,-0.38038725796377,1,,0,,245.8931158330076,-26.5340865887886,0.007,0.002,90,6045465815462108800,245.89311583301,6.9297,-26.53408658879,1.6122,,,,,,,0,9.49060e+02,7.98989e+00,18.245132,,,,,,,,,,0,,,,,,0.009141,,
0.229407,2CXO J162334.6-263204,245.89444021769543,-26.53455976197338,0.7443801825121573,0,0,0,1.470991413081E-15,1.0717223152447E-15,1.8702605109173E-15,,,,4.457142857142854,0.38975640224859,0.10306058713304,0.63647720174891,-0.41349156777014,-0.64022485946284,-0.1630231105559,2,,0,,245.8944091655782,-26.5346171115761,0.005,0.001,90,6045465815462050432,245.89440916558,5.4058,-26.53461711158,1.2072,,,,,,,0,8.11678e+02,2.65245e+00,18.414906,,,,,,,,,,0,,,,,,0.003548,,
0.784374,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,245.8945478476124,-26.5287138363672,0.001,0.000,90,6045465815462193408,245.89454784761,0.6661,-26.52871383637,0.2920,,,,,,,1,6.42982e+03,2.98673e+01,16.167870,5.44999e+03,9.50237e+01,16.010399,9.73873e+03,1.59234e+02,14.790664,1.219735,,,0,5095.63,,,,,0.005043,0.018930,0.017752
0.915819,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,245.8949571834245,-26.5289641256481,0.001,0.000,90,6045465815462193536,245.89495718342,0.7050,-26.52896412565,0.3290,,,,,,,0,5.35201e+03,2.74428e+01,16.367073,5.34647e+03,1.69413e+02,16.031220,7.90443e+03,2.77078e+02,15.017243,1.013976,,,0,5095.63,,,,,0.005567,0.034404,0.038059
0.158430,2CXO J162334.8-263159,245.8950813024744,-26.533311599083007,0.7444563245907655,0,0,0,7.0192686975156E-16,4.8515533644593E-16,9.0837594909026E-16,,,,4.108108108107991,-0.069956277326671,-0.44159900062461,0.26795752654591,-0.37601499063086,-0.59400374765771,-0.12554653341661,0,,0,,245.8951217724403,-26.5332865841953,0.005,0.004,90,6045465815461971456,245.89506583252,0.1670,-26.53336895797,0.0878,0.3432,0.1662,-11.624,0.322,-19.132,0.270,0,1.24778e+04,5.52430e+01,15.448021,,,,,,,,,,0,,,,,,0.004807,,
0.780377,2CXO J162334.8-263159,245.8950813024744,-26.533311599083007,0.7444563245907655,0,0,0,7.0192686975156E-16,4.8515533644593E-16,9.0837594909026E-16,,,,4.108108108107991,-0.069956277326671,-0.44159900062461,0.26795752654591,-0.37601499063086,-0.59400374765771,-0.12554653341661,0,,0,,245.8953235652975,-26.5333083062215,0.019,0.016,0,6045465815461971584,245.89532356530,15.7565,-26.53330830622,18.5571,,,,,,,0,4.54188e+03,2.39340e+01,16.545277,,,,,,,,,,0,,,,,,0.005721,,
0.165463,2CXO J162335.0-263119,245.89597721587768,-26.522000688164425,0.7159025701408733,0,0,0,2.4285826017157E-14,2.2172252197257E-14,2.6399399837057E-14,,,,14.807849414039133,-0.1211742660837,-0.22923173016864,-0.015615240474703,-0.036227357901312,-0.13054341036852,0.05683947532792,9,,8,,245.8960152797188,-26.5219698250216,0.004,0.004,90,6045465918541575296,245.89595695322,0.1346,-26.52205220457,0.0671,0.5380,0.1053,-12.121,0.274,-19.133,0.240,0,7.47899e+03,1.12760e+01,16.003757,6.82227e+03,2.16134e+02,15.766566,1.79870e+04,6.12961e+02,14.124525,1.642041,,,0,5095.63,,,,,0.001637,0.034397,0.037000
0.739291,2CXO J162335.0-263119,245.89597721587768,-26.522000688164425,0.7159025701408733,0,0,0,2.4285826017157E-14,2.2172252197257E-14,2.6399399837057E-14,,,,14.807849414039133,-0.1211742660837,-0.22923173016864,-0.015615240474703,-0.036227357901312,-0.13054341036852,0.05683947532792,9,,8,,245.8958703608195,-26.5221824321791,0.008,0.006,90,6045465914246394880,245.89579074970,0.2658,-26.52224837581,0.1303,-2.4737,0.2993,-16.544,0.509,-15.316,0.402,0,9.11841e+03,4.47027e+01,15.788568,1.05776e+04,1.38536e+02,15.290416,2.09983e+04,2.37977e+02,13.956459,1.333957,,,0,5095.63,,,,,0.005323,0.014220,0.012305
0.212421,2CXO J162335.0-263204,245.89615920690972,-26.534513530794754,0.7327016924364743,0,0,0,1.7013144506611E-15,1.3452253795925E-15,2.0376207955592E-15,,,,5.176470588235194,0.17114303560275,-0.13429106808245,0.43785134291068,-0.49843847595253,-0.66396002498438,-0.31168019987508,2,,5,,245.8961948313931,-26.5344638732341,0.010,0.007,90,6045465815461972224,245.89610669577,0.3266,-26.53454991765,0.1223,-0.8565,0.3338,-18.314,0.635,-19.985,0.439,0,2.10783e+03,8.67975e+00,17.378778,2.75761e+03,2.94583e+02,16.750057,4.47745e+03,3.93626e+02,15.634342,1.115715,,,0,,,,,,0.004471,0.115984,0.095450
