,A_NAME,A_RA,A_DEC,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,XOFFSET_
173,CXOGLB J002403.7-720423,6.015675,-72.07305,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720426 ,6.012946,-72.07407,0.079
174,CXOGLB J002403.7-720423,6.01565,-72.073031,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720426 ,6.012946,-72.07407,0.08
175,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.044
176,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.112
177,CXOGLB J002402.1-720450,6.009004,-72.080725,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.091
178,CXOGLB J002402.1-720450,6.00925,-72.080678,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.085
179,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.002
180,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.004
181,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.023
182,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.036
183,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.035
184,CXOGLB J002401.4-720441,6.006012,-72.078264,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.16
185,CXOGLB J002401.4-720441,6.005854,-72.078206,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.1-720447 ,6.013009,-72.07985,0.165
186,CXOGLB J002403.7-720423,6.015675,-72.07305,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.2-720429 ,6.013351,-72.07492,0.12
187,CXOGLB J002403.7-720423,6.01565,-72.073031,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.2-720429 ,6.013351,-72.07492,0.121
188,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720437 ,6.020611,-72.07704,0.145
189,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720437 ,6.020611,-72.07704,0.144
190,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.118
191,CXOGLB J002402.5-720511,6.010487,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.123
192,CXOGLB J002402.5-720511,6.010542,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.123
193,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.114
194,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.136
195,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.106
196,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.106
197,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.4-720505 ,6.014514,-72.084816,0.135
198,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.114
199,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.118
200,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.117
201,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.115
202,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.12
203,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.113
204,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.122
205,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.039
206,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.056
207,CXOGLB J002402.1-720450,6.009004,-72.080725,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.107
208,CXOGLB J002402.1-720450,6.00925,-72.080678,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.104
209,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.084
210,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.085
211,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.099
212,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.075
213,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.5-720452 ,6.014684,-72.081116,0.074
214,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.145
215,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.106
216,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.106
217,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.11
218,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.141
219,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.6-720441 ,6.015057,-72.078176,0.14
220,CXOGLB J002405.3-720421,6.02235,-72.072647,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,0.124
221,CXOGLB J002403.7-720423,6.015675,-72.07305,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,0.002
222,CXOGLB J002403.7-720423,6.01565,-72.073031,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,0.003
223,CXOGLB J002405.3-720421,6.022392,-72.072592,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720423 ,6.01575,-72.073064,0.126
224,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.155
225,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.15
226,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.045
227,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.003
228,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.004
229,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.045
230,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.111
231,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.139
232,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.113
233,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.156
234,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.7-720459 ,6.015486,-72.083083,0.129
235,[HPH2013] 124          ,10.67162,41.27113,M31CFCXO        ,CHANDRA      ,2CXO J004241.2+411615 ,10.671723,41.271083,0.005
236,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.036
237,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.034
238,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.034
239,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.037
240,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.089
241,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.111
242,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.091
243,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.125
244,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.094
245,CXOGLB J002402.1-720450,6.009004,-72.080725,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.167
246,CXOGLB J002402.1-720450,6.00925,-72.080678,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.165
247,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.155
248,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720457 ,6.015882,-72.082523,0.155
249,CXOGLB J002402.5-720511,6.010487,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720517 ,6.015948,-72.088086,0.14
250,CXOGLB J002402.5-720511,6.010542,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720517 ,6.015948,-72.088086,0.14
251,CXOGLB J002403.8-720621,6.016025,-72.106017,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720621 ,6.016136,-72.106038,0.002
252,CXOGLB J002403.8-720621,6.015979,-72.106003,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.8-720621 ,6.016136,-72.106038,0.004
253,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.134
254,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.155
255,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.102
256,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.104
257,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.113
258,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.139
259,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002403.9-720442 ,6.016468,-72.078497,0.138
260,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.1-720512 ,6.017315,-72.086822,0.125
261,CXOGLB J002402.5-720511,6.010487,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.1-720512 ,6.017315,-72.086822,0.128
262,CXOGLB J002402.5-720511,6.010542,-72.086458,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.1-720512 ,6.017315,-72.086822,0.127
263,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.1-720512 ,6.017315,-72.086822,0.124
264,CXOGLB J002405.3-720421,6.02235,-72.072647,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,0.088
265,CXOGLB J002403.7-720423,6.015675,-72.07305,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,0.058
266,CXOGLB J002403.7-720423,6.01565,-72.073031,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,0.058
267,CXOGLB J002405.3-720421,6.022392,-72.072592,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720420 ,6.017691,-72.072303,0.089
268,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.132
269,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.138
270,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.163
271,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.108
272,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.11
273,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.123
274,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.143
275,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.142
276,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.145
277,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.143
278,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720443 ,6.017724,-72.078755,0.163
279,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.149
280,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.145
281,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.135
282,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.003
283,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.05
284,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.051
285,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.003
286,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.135
287,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.065
288,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.097
289,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.066
290,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.154
291,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.2-720457 ,6.017843,-72.082764,0.103
292,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.094
293,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.09
294,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.154
295,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.058
296,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.065
297,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.067
298,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.058
299,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.154
300,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.11
301,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.147
302,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.111
303,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.3-720501 ,6.018135,-72.083736,0.161
304,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.151
305,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.128
306,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.123
307,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.153
308,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.111
309,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.113
310,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.128
311,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.124
312,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.124
313,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.146
314,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.144
315,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.4-720444 ,6.018357,-72.079005,0.153
316,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.109
317,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.077
318,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.116
319,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.116
320,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.077
321,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.109
322,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.031
323,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.026
324,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.033
325,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.126
326,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.048
327,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.162
328,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.164
329,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.108
330,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.109
331,CXOGLB J002402.8-720449,6.011667,-72.080289,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.165
332,CXOGLB J002402.8-720449,6.011767,-72.080281,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.6-720453 ,6.01947,-72.081622,0.163
333,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.151
334,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.113
335,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.151
336,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.143
337,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.106
338,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.123
339,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.142
340,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.144
341,XMMSL2 J002402.8-720447,6.011836,-72.079721,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.162
342,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.073
343,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.072
344,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720446 ,6.020592,-72.079522,0.123
345,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.111
346,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.123
