,A_NAME,A_RA,A_DEC,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,XOFFSET_
347,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.162
348,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.162
349,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.124
350,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.111
351,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.066
352,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.028
353,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.066
354,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.134
355,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.057
356,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.159
357,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.162
358,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.063
359,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720451 ,6.020771,-72.080953,0.064
360,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.085
361,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.087
362,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.13
363,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.131
364,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.087
365,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.085
366,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.022
367,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.016
368,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.022
369,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.149
370,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.068
371,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.096
372,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720454 ,6.020764,-72.081685,0.097
373,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.081
374,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.067
375,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.113
376,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.114
377,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.067
378,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.082
379,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.004
380,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.042
381,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.004
382,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.159
383,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.083
384,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.119
385,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002404.9-720455 ,6.020589,-72.082103,0.12
386,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.154
387,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.146
388,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.104
389,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.159
390,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.161
391,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.101
392,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.1
393,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720443 ,6.02098,-72.078841,0.104
394,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.058
395,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.057
396,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.13
397,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.103
398,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.124
399,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.126
400,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.102
401,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.13
402,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.124
403,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.161
404,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720502 ,6.021205,-72.084095,0.124
405,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.002
406,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.007
407,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.151
408,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.159
409,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.161
410,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.0-720506 ,6.021004,-72.085077,0.15
411,CXOGLB J002405.3-720421,6.02235,-72.072647,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.1-720430 ,6.021452,-72.075197,0.154
412,CXOGLB J002405.3-720421,6.022392,-72.072592,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.1-720430 ,6.021452,-72.075197,0.157
413,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.1-720435 ,6.021261,-72.076491,0.16
414,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.1-720435 ,6.021261,-72.076491,0.16
415,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.166
416,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.166
417,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.144
418,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.106
419,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.144
420,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.16
421,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.112
422,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.109
423,CXOGLB J002403.1-720447,6.012975,-72.079817,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.163
424,CXOGLB J002403.1-720447,6.012833,-72.079814,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.166
425,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.051
426,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.05
427,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720446 ,6.021793,-72.079681,0.109
428,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.098
429,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.132
430,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.132
431,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.098
432,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.069
433,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.033
434,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.068
435,XMMSL2 J002402.8-720447,6.013602,-72.080555,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.153
436,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.076
437,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.05
438,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.2-720451 ,6.021772,-72.080973,0.051
439,CXOGLB J002405.3-720421,6.02235,-72.072647,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,0.003
440,CXOGLB J002403.7-720423,6.015675,-72.07305,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,0.128
441,CXOGLB J002403.7-720423,6.01565,-72.073031,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,0.128
442,CXOGLB J002405.3-720421,6.022392,-72.072592,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720421 ,6.02249,-72.072679,0.006
443,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720511 ,6.022355,-72.086452,0.088
444,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.3-720511 ,6.022355,-72.086452,0.091
445,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.153
446,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.152
447,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.044
448,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.095
449,CXOGLB J002403.6-720459,6.015346,-72.083072,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.141
450,CXOGLB J002403.6-720459,6.015271,-72.083061,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.142
451,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.095
452,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.044
453,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.054
454,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.08
455,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.052
456,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.132
457,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.136
458,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.4-720457 ,6.02281,-72.082582,0.137
459,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.9-720510 ,6.024802,-72.086386,0.108
460,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.9-720510 ,6.024802,-72.086386,0.112
461,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.118
462,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.118
463,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.117
464,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.083
465,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.116
466,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.117
467,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.118
468,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.002
469,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.003
470,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720449 ,6.023632,-72.080356,0.118
471,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.061
472,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.064
473,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.136
474,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.152
475,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.151
476,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.136
477,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.159
478,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.6-720504 ,6.023684,-72.084507,0.158
479,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.063
480,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.146
481,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.146
482,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.064
483,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.079
484,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.059
485,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.077
486,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.115
487,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.056
488,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002405.7-720452 ,6.023896,-72.081266,0.058
489,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.117
490,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.117
491,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.137
492,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.108
493,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.136
494,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.148
495,CXOGLB J002406.3-720443,6.026558,-72.078611,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.105
496,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.034
497,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.034
498,CXOGLB J002406.3-720443,6.026542,-72.078603,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720449 ,6.025354,-72.080319,0.105
499,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.003
500,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.14
501,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.14
502,CXOGLB J002407.9-720454,6.032975,-72.081883,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.147
503,CXOGLB J002407.9-720454,6.033017,-72.081878,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.148
504,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.003
505,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.087
506,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.097
507,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.085
508,XMMSL2 J002402.8-720447,6.017688,-72.08105,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.156
509,CXOGLB J002405.6-720449,6.023521,-72.080333,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.121
510,CXOGLB J002405.6-720449,6.023529,-72.080314,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720456 ,6.025117,-72.082283,0.122
511,CXOGLB J002404.9-720506,6.020883,-72.085058,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.112
512,CXOGLB J002404.9-720506,6.02065,-72.085022,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.114
513,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.09
514,CXOGLB J002404.2-720458,6.017675,-72.082772,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.152
515,CXOGLB J002404.2-720458,6.017704,-72.082783,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.151
516,CXOGLB J002406.0-720456,6.024983,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.09
517,CXOGLB J002404.9-720455,6.020471,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.136
518,XMMSL2 J002402.8-720447,6.02072,-72.081412,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.164
519,CXOGLB J002404.9-720455,6.020575,-72.082044,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,0.135
520,CXOGLB J002406.0-720456,6.024962,-72.082272,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,0.078
