index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
1,4913.0,2002-08-11T20:08:30,-12.21897810218978,0.0008167,0.0003115,1.6,3.8061999999999994e-15,9.7854e-15,1.1993e-15,0.884
2,48728.6,2004-07-19T02:19:47,0.22623574144486694,0.00082955,9.6005e-05,32.8,7.3536e-15,9.091799999999998e-15,6.0592e-15,4.29
5,28305.8,2010-02-01T11:14:49,-0.03403863845446182,0.0033385000000000003,0.000113615,71.2,2.7140249999999998e-14,3.3287999999999997e-14,2.094345e-14,3.0824999999999996
0,27885.5,2010-02-01T19:25:13,0.1833679217313964,0.003907333333333333,0.00028984333333333334,72.4,3.56085e-14,4.2241e-14,2.8759e-14,2.548
4,29171.5,2010-02-11T14:13:38,0.981297924069572,0.0016582666666666666,7.297666666666667e-05,30.0,1.9450260000000002e-14,2.3768199999999998e-14,1.642202e-14,3.848
3,29370.4,2010-02-22T15:56:29,2.500931098696462,0.0015353333333333332,7.327666666666666e-05,25.2,9.511e-15,1.36733e-14,7.6162e-15,3.322
