obs_id,class,src_n,src_id,significance,photflux_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_h,photflux_aper_b,photflux_aper_hilim_m,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_h,photflux_aper_hilim_s,flux_aper_hilim,flux_aper_lolim,flux_aper_b,flux_aper_m,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_hilim_m,photflux_aper_lolim,photflux_aper,flux_aper_lolim_h,flux_aper_s,flux_aper_h,flux_aper_lolim_m,flux_aper,kp_prob,var_inter_prob,var_min,var_inter_sigma,var_inter_index,var_max,ks_prob,var_sigma,var_prob,var_index,var_mean,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_hilim,hard_ms_lolim,hard_hm,hard_hm_hilim,hard_hs_hilim,hard_hs
BH_OBS_55,BH,CXOU J100510.9-07453,BH0017,4.58,-7.207678363648426,,,,-7.680269505669775,-7.621783850250122,-7.593119329950875,-8.96417017474717,,,,-7.341035157335565,-16.03194922597255,-17.980053318321158,,,,-17.377993326993195,-16.05080522576202,-7.414567472347537,-16.001522696963494,-15.83386602969489,-16.4386600585411,-9.566230166075137,-8.223843841578084,,-16.12268625668776,,,-16.724746248015727,,0.7609999999999999,,1.4263249999999996e-06,5.5,,,,,,,-0.248,-1.0,-0.9994,-0.1543,-1.0,0.6858,1.0,-0.0581,-0.9994
BH_OBS_51,BH,CXOU J100510.9-07453,BH0017,4.58,-5.717377887121938,-6.4148778136931845,,-5.815876645760329,-6.2749872746588435,-6.125402231296801,-6.892111974817201,-6.29379445811803,-6.622511616623868,-5.943095148663526,,-6.004320939488378,-13.920736245838835,-14.557046998125596,-14.684029654543084,-15.038246785813216,-14.837734385701976,-15.048468209457653,-15.181510177795785,-5.859667973023827,-14.570732333566832,-14.758951849328355,-14.898252926053633,-6.310922115507583,-6.035184300880247,,-14.880084589742006,,-15.245881105774588,-14.128967934299498,0.5,0.7609999999999999,0.0003086,1.4263249999999996e-06,5.5,0.0004751666666666666,0.522,3.19e-05,0.44,0.0,0.0003326,-1.0,-1.0,-0.3385,-0.1106,-0.5428,-0.9994,-0.4953,-0.7064,-0.9994
BH_OBS_59,BH,CXOU J100510.9-07453,BH0017,4.58,-6.768020973168496,-7.176134690675489,,-7.059184791349199,-6.92299567320665,,-7.341988603342887,,-7.857297754262384,-8.401647290130715,,-7.146058554119509,-15.126691026037236,-17.20648899420714,,-15.826231176863349,,,-15.408267761048164,-5.998184972729567,-15.869023308394382,-15.936291440608585,-15.573001041243465,-8.447185827078535,-7.511674949642281,,,,-16.507518989871127,-16.525201181199368,,0.7609999999999999,,1.4263249999999996e-06,5.5,,,,,,,-1.0,-1.0,0.9994,1.0,-0.0006,-0.9994,-0.2105,0.1855,-0.9994
BH_OBS_52,BH,CXOU J100510.9-07453,BH0017,4.58,-5.883724412419456,-6.828273546346768,-7.910448117113546,-5.969400278034049,-6.659754238432067,-6.209292712672321,-6.796695083861518,-6.336487529584844,-7.106959888042883,-6.083335535458603,-7.065400561781927,-6.110978577904775,-14.855309062250747,-15.228486010020333,-14.715343717211486,-15.460422116654689,-14.860120913598767,-15.096204857258966,-14.891434976267163,-6.211107230336168,-14.61261017366127,-14.870632404277014,-15.29200425357707,-6.463233297517293,-6.3176021854244695,,-14.968995718636465,-15.22533707746218,-15.739213331345027,-15.00638744206111,0.364,0.7609999999999999,0.00029995,1.4263249999999996e-06,5.5,0.00059775,0.242,2.2535e-05,0.5415,1.0,0.0003066,-0.5665,-0.9051,-0.6196,-0.4428,-0.7664,-0.1649,0.2117,-0.5453,-0.7458
BH_OBS_69,BH,CXOU J100514.2-07423,BH0018,16.29,-6.0471107350890705,-7.0390538042661674,-7.989593574488318,-6.155460697870993,-6.831502516476967,-6.294050805089705,-7.334888262924949,-6.458295976715712,-7.489053051327027,-6.300162274132753,-7.280730700404804,-6.175223537524454,-15.172333543735856,-15.61672694327277,-15.051684859310653,-15.688034339631633,-15.220115036807355,-15.273028416317125,-15.38795825535473,-6.310415908498308,-14.93666664104825,-14.990124366287839,-15.480303232840145,-6.753732907652173,-6.5854946057992825,-16.298083021133355,-15.10885296955123,-15.748659658346366,-16.137928280620006,-15.42684979553492,0.96,0.8074,0.0001425,4.13912e-07,4.8,0.0004118,0.934,6.659999999999999e-05,0.7240000000000001,1.5,0.0002046,-1.0,-1.0,-0.7083,-0.5128,-0.8626,-0.9994,-0.3442,-0.8339,-0.9994
BH_OBS_64,BH,CXOU J100514.2-07423,BH0018,16.29,-5.934420285271552,-6.804100347590767,-7.474048658751987,-6.021226215669878,-6.639217310126719,-6.263762901095271,-6.738023808602188,-6.40837896178668,-7.072937756507,-6.136855653747332,-6.9657727392294495,-6.155398580373652,-13.87993765303951,-14.500754032687507,-14.755970410969978,-15.413075291855181,-14.87876854485038,-15.123839915174372,-15.169603823516534,-6.014798141635429,-14.660548558693561,-14.870954940112044,-15.248259126189101,-6.466454169098526,-6.183586342511573,-16.283495836226784,-14.979224511806445,-15.43842163169904,-15.681936665037238,-14.081301950719864,0.3023333333333333,0.8074,0.00019207,4.13912e-07,4.8,0.0003104333333333333,0.48,1.2158333333333334e-05,0.4846666666666666,0.6666666666666666,0.00019592666666666666,-0.4866,-0.8389,-0.5646,-0.3704,-0.7289,-0.1287,0.2217,-0.4528,-0.6633
BH_OBS_65,BH,CXOU J100514.2-07423,BH0018,16.29,-5.95506845385084,-6.714217726220605,-7.173277479831008,-6.0151127989356725,-6.615825861192968,-6.320753854586141,-6.791827473332878,-6.41884710803371,-6.85078088734462,-6.085022527555668,-6.9419537696047176,-6.244811414391675,-14.871859316870008,-15.16076084885962,-14.757210190521324,-15.343231220733983,-14.831502516476965,-15.157577996642349,-15.163675884293248,-6.052389851184294,-14.693789491832238,-14.983384452442822,-15.244887733604926,-6.313631896526964,-6.16304326294045,-15.626720106722505,-15.05943371350991,-15.336204877780592,-15.479778564118039,-14.99047262071458,0.5176,0.8074,0.00012999799999999998,4.13912e-07,4.8,0.00018961,0.6642,1.05978e-05,0.4784,0.4,0.000137164,-0.4591,-0.7477,-0.4322,-0.2967,-0.5565,-0.2374,-0.0181,-0.4691,-0.6134
BH_OBS_63,BH,CXOU J100514.2-07423,BH0018,16.29,-5.979224511806443,-6.642446280256919,-8.158327749926366,-6.0432554547173085,-6.546987608878545,-6.347077112432058,-7.158327749926365,-6.449038247701823,-6.765229704839085,-6.11838712752165,-7.4179366370882915,-6.264560796748519,-15.071440293947001,-15.348838330463481,-14.841034739616587,-15.25422278211024,-14.923359556329654,-15.203009609454314,-15.698970004336019,-6.145080912169112,-14.771856392402258,-15.016238439713836,-15.158640529545146,-6.451697818091142,-6.2692338694099865,-16.199282628308872,-15.099632871343529,-15.627279933942031,-15.376957565753619,-15.205484070160065,0.428,0.8074,0.00018731333333333333,4.13912e-07,4.8,0.00039916666666666665,0.425,2.1621e-05,0.6206666666666667,1.0,0.0001970666666666667,-0.8751,-0.9438,-0.3335,-0.188,-0.4678,-0.6983,-0.4853,-0.7127,-0.8420000000000001
BH_OBS_61,BH,CXOU J100514.2-07423,BH0018,16.29,-5.718966632752272,-6.720105019988363,-7.643541139585833,-5.814457845145625,-6.527389802403955,-6.005814871797682,-6.800519085137644,-6.154777893570985,-7.075565636456768,-5.937042165915488,-7.090069740247168,-5.900664722314043,-14.906228218501269,-15.239803770544865,-14.686765708305275,-15.362510270487487,-14.825940192274976,-14.922995673206652,-15.535361440904968,-6.053518258986197,-14.587035728003338,-14.668977828958173,-15.169668006548038,-6.411116788936655,-6.253137039498474,-16.067759703487276,-14.774174008538107,-15.545449003579302,-15.71783122169536,-15.07852161962431,0.6543333333333333,0.8074,0.00032342333333333336,4.13912e-07,4.8,0.0004721666666666667,0.5103333333333334,2.068733333333333e-05,0.435,0.0,0.0003325066666666667,-0.7539,-0.9725,-0.6833,-0.5053,-0.8251,-0.3835,0.0518,-0.7002,-0.8532
BH_OBS_62,BH,CXOU J100514.2-07423,BH0018,16.29,-5.8566728700079524,-6.601539150391778,-7.599807511407424,-5.938924676370207,-6.474566446571179,-6.251889532505016,-6.772884917410876,-6.391046300724138,-6.781727146428553,-6.0411018052892285,-7.013541787262692,-6.152180652704762,-15.015472686656208,-15.319555699923846,-14.76904044425143,-15.24580461181016,-14.883392256011753,-15.147154181985007,-15.341893164493609,-6.104091492941379,-14.682772650823582,-14.908333042404315,-15.118843678924437,-6.485816304131122,-6.253485676655716,-16.030392604487663,-15.00793273997233,-15.642827742276964,-15.42596873227228,-15.15747812726207,0.309,0.8074,0.00024239999999999998,4.13912e-07,4.8,0.0004736666666666666,0.4056666666666666,1.8271e-05,0.5453333333333333,1.0,0.0002479,-0.6752,-0.8576,-0.391,-0.2017,-0.5628,-0.386,-0.0806,-0.4853,-0.6896
BH_OBS_66,BH,CXOU J100514.2-07423,BH0018,16.29,-6.065198658253462,-6.806597096937582,-7.6375175252488265,-6.138824164486972,-6.687399560738741,-6.426780172885578,-6.988852639224203,-6.547446936771076,-6.971428747307463,-6.22753159694672,-7.201832940284062,-6.332547047110047,-15.14807298579214,-15.404534642838394,-14.863279432843592,-15.442733471130094,-14.961379838050293,-15.222065951162222,-15.383524486111435,-6.3063609738384505,-14.787279845582153,-15.00718147993332,-15.32358076828164,-6.679305477567159,-6.45143124974823,-16.51913107631283,-15.101494214465639,-15.653842697767992,-15.60747891006807,-15.260538418721525,0.6469999999999999,0.8074,0.00011553,4.13912e-07,4.8,0.0002577666666666667,0.8166666666666665,4.393666666666667e-05,0.731,1.3333333333333333,0.00015402666666666667,-0.6565,-0.8551,-0.4222,-0.258,-0.5753,-0.391,-0.1193,-0.5403,-0.7083
BH_OBS_70,BH,CXOU J100514.2-07423,BH0018,16.29,-6.054482177922161,-6.855114581712858,-7.647594159125307,-6.1928033392890525,-6.644356949779131,-6.481091426308585,-6.813326132500255,-6.7939841232366565,-7.319030281534102,-6.396963943749478,-7.1143561281642365,-6.308918507877031,-14.817670959383294,-15.758254347429357,-15.034563100223739,-15.49689056332863,-15.272784179091508,-15.639595945270061,-15.310424784240062,-6.104400677940282,-14.888401475119606,-15.154529867018326,-15.286005732339357,-6.867983788593277,-6.328780859701387,-16.251657926175824,-15.326702560240363,-15.632566845878834,-15.960585880823865,-15.465136589451586,0.8140000000000001,0.8074,0.0001088,4.13912e-07,4.8,0.00028295,0.7270000000000001,4.98335e-05,0.6265000000000001,1.0,0.0001631,-0.6565,-0.8951,-0.4472,-0.1106,-0.7164,-0.2374,0.2305,-0.2917,-0.6458
BH_OBS_67,BH,CXOU J100514.2-07423,BH0018,16.29,-5.759201228882668,-6.402743717074858,-7.111427403142401,-5.810790510417694,-6.327625021253921,-6.1638025192210755,-6.729787145103757,-6.248105311956253,-6.4997635251743615,-5.869023308394383,-6.880084589742008,-6.093180284533456,-14.892857894166927,-15.073307788749124,-14.587539452570038,-15.009306039320247,-14.648783654660658,-15.035269078946369,-15.100179497572904,-6.0042332209500255,-14.536704390037995,-14.880084589742006,-14.934047019686131,-6.24441934512958,-6.1077717887922685,-15.563201489768195,-14.95078197732982,-15.272702797196413,-15.106238237942055,-14.981507546598527,0.32025000000000003,0.8074,0.0002301025,4.13912e-07,4.8,0.00056408,0.375,4.5515e-05,0.618,1.0,0.00025562,-0.654,-0.7901,-0.2723,-0.1505,-0.3879,-0.4884,-0.3204,-0.5515,-0.6746
BH_OBS_68,BH,CXOU J100514.2-07423,BH0018,16.29,-6.024292536462821,-6.906578314837764,-8.377682339166155,-6.107071017644794,-6.7559704109699785,-6.3069769320763065,-7.06590573164452,-6.4319156686846055,-7.139242876918456,-6.2093630380682985,-7.336204877780593,-6.210066919068249,-15.16037113847384,-15.457174573040819,-14.911155437272994,-15.528855034839367,-15.025580426147714,-15.201349354554733,-15.526075306583845,-6.139491903109543,-14.825068406471555,-14.979638717352293,-15.37830453767072,-6.5542834239482275,-6.298983219220044,-16.289794097606997,-15.076393356982539,-15.840432806766382,-15.76145211231867,-15.299988937677886,0.9933333333333332,0.8074,6.475333333333333e-05,4.13912e-07,4.8,0.00025936666666666666,0.993,9.338e-05,0.912,5.0,0.00015736,-0.7239,-0.9438,-0.6109,-0.4491,-0.7502,-0.3948,-0.0394,-0.674,-0.8270000000000001
BH_OBS_76,BH,CXOU J100515.4-07425,BH0019,17.39,-5.793174123968151,-6.4195312160489975,-6.85294232897164,-5.8425432318657755,-6.347753658996678,-6.2718086014100525,-6.574955125448612,-6.3663295939485565,-6.5115903110968025,-5.898252926053634,-6.688246138944246,-6.198184831418562,-14.803867495404935,-14.969278870639537,-14.488250288655017,-15.022276394711154,-14.544698228342927,-15.119243555489788,-14.729321163855294,-6.162929488897473,-14.438183335681044,-14.95116991347165,-14.947306058075032,-6.368069444668085,-6.291171343495232,-15.007402303897962,-15.024706084643796,-14.842543231865776,-15.11322735694556,-14.880697911638787,0.474,0.951,0.000236095,6.238000000000001e-07,7.0,0.000341025,0.7040000000000001,9.2795e-06,0.37625,0.0,0.0002384025,-0.4541,-0.5828,-0.1699,-0.0394,-0.2929,-0.2948,-0.1343,-0.2979,-0.4447
BH_OBS_79,BH,CXOU J100515.4-07425,BH0019,17.39,-5.7318902701915215,-6.484656106911618,-6.863913902615902,-5.790753151246626,-6.3931888530810355,-6.1033635694704165,-6.522734004575148,-6.199076818186783,-6.609594843519919,-5.8591778198906885,-6.656197666838344,-6.028956208163972,-14.782416047966475,-14.981657400924174,-14.485585079419632,-15.107515820635312,-14.556737012541303,-14.913996294381619,-14.82390874094432,-6.033576654056307,-14.424581208785641,-14.744004273277598,-15.010639186223752,-6.314174097014848,-6.150396341917553,-15.196406335228655,-14.818442226137213,-14.971428747307463,-15.232473100591614,-14.877017817745545,0.44,0.951,0.00025847,6.238000000000001e-07,7.0,0.000461875,0.34750000000000003,2.5827e-05,0.485,0.5,0.00027260000000000007,-0.3879,-0.6977,-0.4197,-0.2879,-0.5403,-0.1811,0.0244,-0.4179,-0.5646
BH_OBS_78,BH,CXOU J100515.4-07425,BH0019,17.39,-6.47977856411804,-7.176199846250122,-7.260078429977304,-6.606775883638703,-7.003838706631992,-6.898596649444669,-7.48372911727066,-7.151872489432125,-7.488517711373999,-6.787013815263332,-6.9142239576411475,-6.73969005420508,-15.619354680809073,-16.191883596045507,-15.581864501574767,-15.84345084866822,-15.914352711703145,-15.880414225038214,-15.89928491342692,-6.62640764480106,-15.395881993807965,-15.475344287642224,-15.667359589612536,-7.273664076665701,-7.0552706396967055,-15.817382141884023,-15.627087997029893,-15.308736303619998,-16.167938385409276,-15.891908764418778,0.6875,0.951,6.0375e-05,6.238000000000001e-07,7.0,0.00014040000000000002,0.7815,1.18335e-05,0.6655,1.5,7.068e-05,-1.0,-1.0,-0.341,-0.0369,-0.604,-0.9994,-0.3429,-0.589,-0.9994
BH_OBS_81,BH,CXOU J100515.4-07425,BH0019,17.39,-5.643782865780264,-6.1973630819171905,-7.002089632653258,-5.7281583934635005,-6.0953926361845525,-6.275888046038787,-6.432150549426893,-6.480040819247932,-6.3308691526266685,-5.832682665251824,-6.62967199222049,-6.137570443893992,-14.699504515340458,-15.00638744206111,-14.447940465812115,-14.790484985457368,-14.562566556202027,-15.265680319140992,-14.747389659432626,-5.980966836069001,-14.362510270487487,-14.923359556329654,-14.682772650823582,-6.324694692118182,-6.184528514089255,-15.317313521750233,-15.061580354206807,-14.945004138470859,-14.933674074637961,-14.842374019942598,0.16466666666666666,0.951,0.00037656666666666653,6.238000000000001e-07,7.0,0.0006064999999999999,0.279,2.356233333333333e-05,0.4283333333333333,0.0,0.00038396666666666666,-0.6652,-0.6427,0.07,0.2942,-0.1455,-0.4372,-0.193,-0.0981,-0.3848
