obs_id,class,src_n,src_id,significance,photflux_aper_lolim_b,photflux_aper_b,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_lolim_s,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_hilim_m,flux_aper_lolim_h,flux_aper_lolim,flux_aper_h,photflux_aper_hilim,flux_aper_m,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_lolim_m,flux_aper_hilim_s,flux_aper_lolim_s,flux_aper_hilim_m,flux_aper,flux_aper_hilim,flux_aper_s,photflux_aper,flux_aper_b,flux_aper_lolim_b,photflux_aper_lolim,var_max,var_mean,var_min,kp_prob,var_inter_index,var_prob,var_inter_sigma,var_inter_prob,var_sigma,var_index,ks_prob,hard_hm_hilim,hard_hm,hard_hs_hilim,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_lolim,hard_ms_hilim,hard_hs
TUC_OBS_5,TUC,CXOGLB J002353.9-720350,TC0001,29.48,-5.030490901403434,-4.9974020192800905,-6.37120251443329,-5.303381540767775,-5.8566728700079524,-5.928854709548918,-4.966978555317089,-5.2664817485655115,-5.343710098808639,-6.223589411192656,-6.1136785134405205,-5.794795636051855,-14.58203035778526,-14.132073121957367,-14.4207882197685,-5.194666367213413,-14.468521082957745,-14.309095445945035,-13.77910775078048,-14.540758335121918,-14.03682628362475,-14.114130139096096,-14.406713932979542,-14.078074338344054,-14.030537492025365,-14.07376047895414,-5.237597552300325,-13.810229043653125,-13.84345084866822,-5.2853785728122045,0.00205548,0.00157588,0.00143492,0.5870000000000001,4.4,0.34800000000000003,6.80184e-06,0.7458000000000001,0.000123792,0.2,0.6220000000000001,-0.2567,-0.391,-0.7252,-0.5265,-0.8389,-0.5646,-0.6227,-0.5041,-0.7845
TUC_OBS_4,TUC,CXOGLB J002353.9-720350,TC0001,29.48,-4.989700043360188,-4.95703092660682,-6.154343940016456,-5.2545348313292735,-5.907279355315901,-5.986741334716482,-4.927015255372068,-5.220692172416414,-5.293623644160309,-6.033717437832537,-5.939302159646387,-5.840132152907432,-14.44057220024051,-14.113261177430367,-14.317854923626168,-5.193806454525607,-14.509058794643213,-14.222283261390373,-13.739928612014925,-14.588548657862065,-14.003532109738282,-14.076548730360349,-14.441891698369453,-14.059931986260647,-14.012888127001386,-14.037393927075875,-5.23764709168051,-13.770318157682324,-13.802995271976956,-5.286981809428202,0.0017981400000000004,0.00167034,0.0015884199999999995,0.7366,4.4,0.337,6.80184e-06,0.7458000000000001,7.437200000000001e-05,0.4,0.75,-0.0031,-0.1412,-0.6527,-0.2804,-0.7739,-0.6346,-0.6889,-0.579,-0.7146
TUC_OBS_3,TUC,CXOGLB J002353.9-720350,TC0001,29.48,-4.980883709552927,-4.947306058075032,-6.15639352807549,-5.258218303856833,-5.8407336689065055,-5.917573699139228,-4.915781313260761,-5.22047565667521,-5.299642472177339,-6.03147035562516,-5.934420285271552,-5.775208043507319,-14.321572677566133,-14.061660434321706,-14.194363233694064,-5.1638025192210755,-14.454321850207975,-14.096042291476829,-13.684029654543084,-14.531209737900387,-13.983384452442822,-14.062582418522863,-14.389020620077007,-14.005867692824493,-13.956409826308699,-14.021180613267155,-5.209136630983602,-13.715569266155482,-13.749579997691104,-5.2594383702423375,0.00240988,0.0017315199999999998,0.00167052,0.6963999999999999,4.4,0.48,6.80184e-06,0.7458000000000001,0.000108292,1.0,0.6132,-0.0718,-0.2086,-0.6452,-0.3492,-0.7726,-0.5871,-0.6452,-0.5253,-0.7108
TUC_OBS_54,TUC,CXOGLB J002354.4-720530,TC0007,6.29,,,,-6.302073555193495,,,-6.001958735636571,-6.024522236834126,-7.580870692258023,,-6.2492602487646485,-6.522011023749111,,-16.65130580973446,,-6.039101322673338,,,-14.926281649653875,,-14.781989957015634,-16.35027581407048,,-15.372582932454801,-14.848170659868131,-15.07155293679082,-7.0010435595295135,,,-8.279840696594043,,,,,0.75,,2.298975e-07,0.21575,,,,1.0,0.9994,-0.0119,-0.0743,-1.0,-0.9994,-1.0,-0.3067,-0.9994
TUC_OBS_50,TUC,CXOGLB J002354.4-720530,TC0007,6.29,-6.585360853262991,-6.377785977033705,,-6.630969778190847,-7.452102282436902,-8.6825635034649,-6.24420134302617,-6.480303232840147,-6.863596551866009,,-7.008773924307505,-7.177439663057308,,-15.667180336280634,-14.905878404159438,-6.433571936281372,-16.10924374808178,-14.60467360693065,-14.724228099835068,-17.339703839729268,-15.283996656365199,-15.667157733005647,-15.834458923277626,-15.189866991211238,-14.968931024091143,-15.434624497285926,-6.630743313404013,-14.869023308394382,-15.087990624413022,-6.9432650901006685,0.00023125,0.00012225,8.5825e-05,0.932,0.75,0.6755,2.298975e-07,0.21575,4.591e-05,1.5,0.9715,0.8151,0.4622,-0.4191,-0.3129,-1.0,-0.7645,-0.9388,-0.5228,-0.9994
TUC_OBS_48,TUC,CXOGLB J002354.4-720530,TC0007,6.29,-6.308476477831847,-6.153601026965325,,-6.402414498247795,-7.042057664554595,-7.4680104485874494,-6.045227010310283,-6.2813322646837895,-6.570732333566832,,-7.3401788419442955,-6.831207979685818,,-15.616063515052819,,-6.3560757778698695,-15.718285029972705,,-15.032031037121305,-16.144178094593972,-15.078677756416178,-15.368150537840181,-15.507379277956808,-15.396625544753174,-15.251521248126151,-15.199764210672646,-6.518479979377241,-15.156954189465429,-15.333107788933466,-6.7633317645675275,0.0002882,0.00020419999999999998,0.0002014,0.1775,0.75,0.446,2.298975e-07,0.21575,9.8975e-06,0.0,0.22200000000000006,-0.3267,-0.9994,-0.7889,-1.0,-1.0,-0.6359,-0.8189,-0.4154,-0.9994
TUC_OBS_51,TUC,CXOGLB J002354.4-720530,TC0007,6.29,-6.247183568811728,-6.1080167691480325,,-6.33423144928062,-7.2317319835484515,-7.851397345193907,-6.008286724286911,-6.225848141045289,-6.478861916295964,,-7.057545473657522,-6.986320302708808,,-15.577282155697802,,-6.297502256513639,-15.850165303284216,-15.223080997157956,-14.869344650977972,-16.469928431162618,-15.02342078135989,-15.276462238467946,-15.61475131759678,-15.378782160932756,-15.163599921056855,-15.131767131577535,-6.453469674608544,-14.982549270489464,-15.147581007062998,-6.667690837687048,0.00033350000000000003,0.00023680000000000004,0.00023305,0.13699999999999998,0.75,0.4330000000000001,2.298975e-07,0.21575,1.1955e-05,0.0,0.242,0.3979,-0.0037,-0.6852,-0.7277,-1.0,-0.7833,-0.9138,-0.6115,-0.9994
TUC_OBS_49,TUC,CXOGLB J002354.4-720530,TC0007,6.29,-6.472112434047295,-6.287602868593285,,-6.587707490676952,-7.163359458427227,-7.783042792638903,-6.158515390664607,-6.436993812938206,-6.8201610719768135,,-6.985479461242076,-6.917933065714887,,-15.71985887556053,,-6.41294040382783,-15.848323769152953,-15.328179439816749,-15.06018133717862,-16.46801044858745,-15.248182212263119,-15.631341287607773,-15.61261017366127,-15.294974909072335,-15.038009712559935,-15.398809467384664,-6.6127703937994715,-15.213177620500813,-15.451364940185249,-6.924153879923281,0.00023845,0.00014275,0.000114005,0.8474999999999999,0.75,0.639,2.298975e-07,0.21575,3.5178e-05,1.0,0.6025,0.4341,0.0412,-0.4254,-0.6927,-1.0,-0.5984,-0.8276,-0.3079,-0.9994
TUC_OBS_52,TUC,CXOGLB J002354.4-720530,TC0007,6.29,,,,,,,-6.228412519118745,-6.402633949733972,,,-6.26970233790285,-6.494714325855867,,-16.18668594105416,,-5.868304362652965,,,,,,,,-14.885722703438413,-14.59567953277827,,-6.295849483160201,,,,,,,,0.75,,2.298975e-07,0.21575,,,,1.0,0.9994,1.0,-0.1205,-0.2242,-0.9994,-1.0,0.2605,0.9994
TUC_OBS_310,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.433680378475188,-6.257510535418224,-6.946153573147742,-6.428990327690696,-7.1278011968295,-7.689575364889077,-6.1325914434772075,-6.303993284781455,-6.605023280445436,-6.520280764560426,-7.3503731131594705,-7.227825039175387,-15.125344267401925,-15.44405956218149,-14.699404516110013,-6.342215832198456,-15.731153720955014,-15.090521763713916,-15.135963817274225,-16.25155209788873,-15.099742141562224,-15.400772137226205,-15.849857838151443,-15.157593603307767,-14.977953299226842,-15.224680878170524,-6.513966447844213,-15.279344643448276,-15.51074483163074,-6.757557963962469,0.0002718,0.0001891,0.00018565,0.565,0.0,0.465,3.5055e-07,0.141,9.75e-06,0.0,0.7150000000000001,0.2317,-0.9994,-0.7814,-1.0,-1.0,-0.9994,-1.0,-0.7202,-0.9994
TUC_OBS_311,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.809668301829707,-6.508638306165728,-6.946153573147742,-6.685290307044827,-7.090035181623905,-7.577876738290758,-6.332547047110047,-6.513286224017516,-6.9746941347352305,-6.520280764560426,-6.997833938243492,-7.496481687275924,-15.125344267401925,-15.871108228586824,-14.699404516110013,-6.515051339704344,-15.719397483788772,-15.482012796974926,-15.258218303856836,-16.174726994396405,-15.273435783837755,-15.734946211495984,-15.539546798298943,-15.356646038023136,-15.089082251984546,-15.445631999009912,-6.765634594258366,-15.482540173459768,-16.014079779876432,-7.19334527600814,0.00022867449999999976,0.00015083300000000012,0.00014771000000000014,0.427795,0.0,0.48543999999999954,3.5055e-07,0.141,8.071994999999986e-06,0.155,0.22367500000000007,1.0,0.9994,-0.3479,0.183,-1.0,-0.9994,-1.0,-0.7277,-0.9994
TUC_OBS_313,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.568636235841013,-6.361011840656317,-6.946153573147742,-6.764471553092451,-6.982132281036495,-7.354479485094126,-6.227458267359056,-6.58838029403677,-7.0655015487564325,-6.520280764560426,-7.064240896254687,-6.792904459580782,-15.125344267401925,-15.927603033478238,-14.699404516110013,-6.399909650886591,-15.621420423884224,-15.489320968967789,-15.120617362825653,-15.993962045002682,-15.366026844210324,-15.843148098929989,-15.432385557269154,-15.592541109542609,-15.343135508451082,-15.542118103266008,-6.588481304499348,-15.286005732339357,-15.576590272266907,-6.889134314245551,0.00024330000000000006,0.0001579,0.000155,0.465,0.0,0.4920000000000001,3.5055e-07,0.141,8.632e-06,0.0,0.126,-0.1081,-0.7695,-0.3442,-1.0,-1.0,-0.2823,-0.5828,0.0618,-0.9994
TUC_OBS_307,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.877784121727173,-6.384892012556807,-6.946153573147742,-6.547293773488972,-7.130498769344185,-7.663293335101237,-6.1599566693965055,-6.313185045492682,-7.091300567647776,-6.520280764560426,-7.009838807101522,-6.806041021980812,-15.125344267401925,-16.126020994688243,-14.699404516110013,-6.188135560941817,-15.787546038959725,-15.307248655116098,-15.064694309710074,-16.215399108009986,-15.013900374944873,-15.792096469613949,-15.500312917381597,-15.401428336517858,-15.14547130016692,-15.24795155218056,-6.856485579924449,-15.335076106561914,-16.2003837955185,-7.3694907659485285,0.0001825,0.00012470000000000002,0.0001232,0.127,0.0,0.489,3.5055e-07,0.141,5.547e-06,0.0,0.027000000000000003,0.1393,-0.9994,-0.4991,-1.0,-1.0,-0.9994,-1.0,-0.3254,-0.9994
TUC_OBS_312,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.5845258318907645,-6.3715088950328775,-6.946153573147742,-6.6006724678413216,-7.251889532505016,-8.011530229790125,-6.235599677043612,-6.453210648368742,-6.82564940252062,-6.520280764560426,-7.3503731131594705,-6.990549104201306,-15.125344267401925,-15.770625369071155,-14.699404516110013,-6.34768982530103,-15.764724123312948,-15.257773298273998,-15.186819467413988,-16.445874418486987,-15.218388217506849,-15.590743347961089,-15.511449283499555,-15.453364812042894,-15.271991355373574,-15.3658251282374,-6.524476990922143,-15.36291072646967,-15.66394072213365,-6.807132713819412,0.00020805,0.00013615,0.0001341,0.5845,0.0,0.4925,3.5055e-07,0.141,6.8885e-06,0.5,0.3375,-0.14800000000000002,-0.9994,-0.6914,-1.0,-1.0,-0.6371,-0.8601,-0.3567,-0.9994
TUC_OBS_308,TUC,CXOGLB J002359.3-720438,TC0032,3.43,-6.291069464193384,-6.0357875270301795,-6.946153573147748,-6.3069769320763065,-7.119708479285444,-7.669863842548197,-5.8827287043442364,-6.126795690722959,-6.646853453786019,-6.520280764560429,-6.317854923626168,-7.145997766873012,-15.1253442674019,-15.053498609430413,-14.699404516110034,-6.053818024921869,-15.724673193452984,-14.49689056332863,-14.431329021990106,-16.2379947266842,-14.821023052706833,-15.341035157335565,-15.697136053072242,-14.728979761758033,-14.552893673459543,-15.001130636117654,-6.46447803009703,-14.584359020103845,-14.839531468880963,-6.769397825259468,0.0002953,0.00020265,0.0001984,0.5675,0.0,0.4805,3.5055e-07,0.141,1.1421e-05,0.0,0.3255,1.0,0.9994,0.0843,0.609,-0.6027,-0.9994,-1.0,-0.7477,-0.2836
TUC_OBS_57,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-6.383209513670285,-6.070274621621995,-7.183957659078003,-6.5300307905000405,-6.703855551726515,-6.909092734048314,-5.898252926053634,-6.28408018256642,-7.153353671422884,-6.564155634015559,-6.318668294030834,-6.671009144550571,-15.42113167133397,-15.461272355175955,-14.801342913045573,-6.0423639843764345,-15.22363414627696,-14.555799011135841,-14.53895190832934,-15.57545792051745,-15.159580222263514,-16.02877055272376,-15.48214458106997,-15.010984248688278,-14.776374283306206,-15.405496956179912,-6.547140664204148,-14.715118285344547,-15.040910885632607,-6.958986500967642,0.01474,0.001015,0.0001883,0.28600000000000003,4.0,0.428,1.25172e-06,0.6692,0.001912,0.0,0.294,1.0,0.9994,0.3929,0.1605,-0.4916,-0.9994,-1.0,-0.198,-0.06
TUC_OBS_58,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-5.946153573147748,-5.846795099915716,-7.001958735636571,-6.242679903453327,-6.6003262785189625,-6.80271944187438,-5.770318157682325,-6.142969201727376,-6.381847266621481,-6.676129393459492,-6.500038134403809,-6.469032318428085,-15.137928280620006,-15.050736884435914,-14.798056936598348,-6.035052456774227,-15.202317065085099,-14.617802789622544,-14.44696698379756,-15.404724288197901,-14.927015255372071,-15.165706487557303,-15.07104115911917,-14.8744731926967,-14.753762468252198,-15.026548855975065,-6.1493905190786515,-14.529442514782724,-14.63152716155964,-6.311357748040107,0.000461275,0.000249625,0.00024425,0.3015,4.0,0.50775,1.25172e-06,0.6692,1.72965e-05,0.25,0.36000000000000004,0.2405,-0.0412,-0.2217,-0.3429,-0.654,-0.3985,-0.574,-0.2042,-0.4472
TUC_OBS_61,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-5.928854709548918,-5.831797253157369,-6.378304537670722,-6.28718199979215,-7.085815566576754,-7.535808629359001,-5.756713853916553,-6.186018924363529,-6.429106963781607,-6.22337144657985,-6.115091405837393,-6.878112014896319,-14.495393229358045,-14.772424351323847,-14.337336590425966,-6.053429842985506,-15.736127323134776,-14.227384950150832,-14.19935164463601,-16.186085579951392,-14.98296666070122,-15.225848141045288,-15.528414945814813,-14.632036864175046,-14.531321904543749,-15.084020085859775,-6.1673288958211625,-14.27531461176264,-14.37345434097287,-6.329082808799577,0.0004692,0.00025833750000000004,0.00025229249999999994,0.30475,4.0,0.513,1.25172e-06,0.6692,1.9308e-05,0.5,0.29275,0.8938,0.7683,0.2667,0.609,-0.1193,-0.732,-0.8726,-0.5603,0.0762
TUC_OBS_63,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-6.09039048950983,-5.409158165218399,-6.0496838360754,-6.130872266299665,-6.6259966508830095,-7.25105513513975,-5.155895769302488,-5.842845560093719,-6.5976238767214745,-5.429924294678396,-5.184355850868035,-5.931443104927638,-14.259242676692232,-14.301855940075495,-13.63940658643475,-5.343518484209501,-15.250925348576477,-13.393941250589686,-13.414652088905411,-15.812474688927987,-14.879365592544978,-15.399386454098385,-15.145007930970262,-13.653353682423113,-13.404173222926776,-14.922320202108455,-5.817357131857669,-13.667763584508554,-14.349109922143688,-6.467500413905338,0.004726040999999997,0.000523552275,0.0004305507250000002,0.3697899999999996,4.0,0.49779250000000025,1.25172e-06,0.6692,0.00042031879500000017,0.4025,0.5008824999999995,1.0,0.9994,1.0,0.529,0.4641,-0.9994,-1.0,1.0,0.9994
TUC_OBS_59,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-5.953895212753961,-5.850472986245652,-7.103914914576714,-6.1981162928747615,-6.653842697767992,-6.879097182385474,-5.767003889607847,-6.09843270997155,-6.337336590425964,-6.731656086048934,-6.542572307053517,-6.506123889147178,-15.463062977295325,-15.14996674231023,-15.027288159452931,-5.999244984274844,-15.2503409679051,-14.814174640387034,-14.54500278269054,-15.47560387789616,-14.896538377905294,-15.135548252841813,-15.102702877940507,-14.965387584094989,-14.83888965573628,-14.996539467890491,-6.116554346421569,-14.631155493174179,-14.745693667668714,-6.280284317075624,0.00042055,0.000259075,0.000253275,0.34650000000000003,4.0,0.46975,1.25172e-06,0.6692,1.6793e-05,0.0,0.2165,0.2717,-0.0437,-0.3254,-0.3791,-0.7427,-0.4947,-0.6665,-0.3042,-0.5422
TUC_OBS_60,TUC,CXOGLB J002359.4-720358,TC0008,10.04,-6.0063874420611105,-5.903089986991943,-7.146180154143237,-6.218675544333012,-6.8474059220725305,-7.160333443117566,-5.8195873671616765,-6.1203880929341485,-6.345919764693428,-6.773657912836369,-6.584692707774433,-6.6753060861382245,-15.424004379796731,-15.191033215741172,-15.01179789974122,-6.0839357752512635,-15.5055671012736,-14.813043664534588,-14.584192272364454,-15.818442226137213,-14.910801633194849,-15.136320332124102,-15.33338843158097,-14.999184292898669,-14.870819445884633,-15.009084245493915,-6.206572842934481,-14.67039875164348,-14.784891418946907,-6.3799993576999325,0.000398325,0.00021935250000000006,0.0002121275,0.33,4.0,0.5217499999999999,1.25172e-06,0.6692,1.887575e-05,0.5,0.3535,0.4453,0.1237,-0.3492,-0.2342,-0.7489,-0.6246,-0.7764,-0.4453,-0.5572
