obs_id,class,src_n,src_id,significance,photflux_aper_hilim_s,photflux_aper_hilim_m,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_m,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_lolim_s,flux_aper,photflux_aper_hilim,flux_aper_hilim_s,photflux_aper_lolim,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_b,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_lolim,flux_aper_h,flux_aper_lolim_h,flux_aper_m,flux_aper_hilim,flux_aper_s,photflux_aper,var_sigma,kp_prob,var_inter_sigma,ks_prob,var_index,var_prob,var_inter_index,var_mean,var_inter_prob,var_max,var_min,hard_hs,hard_hm_lolim,hard_hm,hard_hm_hilim,hard_ms,hard_ms_hilim,hard_hs_lolim,hard_hs_hilim,hard_ms_lolim
NS_OBS_48,NS,1A 1742-289         ,NS0001,167.36,-7.147764060588112,-7.322393047279506,-6.106127321204919,-6.296450701761769,-6.683819901106548,,,-6.6679657229724825,,-6.326242063450422,-6.139721900247765,,-14.559059448460335,-6.188980280809486,-15.950007143079855,-7.073760478954138,-14.001130636117654,-13.990549104201307,-14.166470418241355,-14.436875039661956,,,-15.80715388481116,-14.829444941478794,-14.155833589549802,-14.426200417784257,,-14.370170581982302,,-6.709030991051482,,,0.002257511,,,,5.2,,0.7596,,,0.9994,0.8039,0.9994,1.0,-0.9994,0.1893,0.7202,1.0,-1.0
NS_OBS_40,NS,1A 1742-289         ,NS0001,167.36,-6.226652458019178,-6.568153954301275,-5.8687022034023775,-6.159768405041891,-7.043927663004818,,,-7.502241281712732,,-6.248028425263673,-5.983384452442823,,-15.05700040663396,-5.1464757841690725,-15.114243118930734,-7.613180114008032,-14.406160338918731,-14.387852161673512,-14.671009144550572,-15.466863711721357,,,-15.119872677783375,-15.887193982733116,-14.647431613820693,-15.512861624522813,,-14.256074953604953,,-6.59960017794618,,,0.002257511,,,,5.2,,0.7596,,,0.9994,0.3816,0.9994,1.0,-0.9994,0.0056,0.0231,1.0,-1.0
NS_OBS_24,NS,1A 1742-289         ,NS0001,167.36,,-6.25500332596144,-5.810509686300633,,,,,,,,-5.8683813356508745,,-14.079702712368315,-5.938434438115162,,,-13.31452698027724,-13.430626090384955,-13.602581457648652,,,,-14.846185135655473,,,,,-13.53762696227128,,,,,0.002257511,,,,5.2,,0.7596,,,,0.1006,0.9994,1.0,,,,,
NS_OBS_50,NS,1A 1743-288         ,NS0003,42.8,,-6.525638023967368,-6.0808172709575,-6.272702797196412,-7.423773862550394,,-7.191789027075777,-6.624885315307775,-6.741841806659206,-6.724919101543143,-6.469544156415324,,-14.62637089935033,-6.310543144800009,,-6.946678214816703,-14.288108450119418,-14.275888046038787,-14.475733731233019,-14.813608784304506,,-15.653842697767992,-15.017095882207371,-15.052288601431535,-14.500863005462618,-15.044889769029448,-15.227898430722988,-14.419820385520744,,-6.5212892444872415,,,0.00021748525,,,,7.75,,0.99675,,,,-0.3317,0.1274,0.5153,,,,,
NS_OBS_51,NS,1A 1744-361         ,NS0004,11.5,-5.272865576239512,-5.086875209610441,-4.495937117321309,-4.532096053477201,-5.085498177172687,-5.349304020239389,-5.205581669125858,-4.57154122648442,-5.142185222028994,-5.016148281008529,-4.959793372425289,-5.4421320384319785,-13.332988570702135,-4.8506884940920845,-14.09555495892309,-4.9500555297415865,-12.997402019280093,-13.10083635852278,-13.035127791362223,-13.076393356982539,-14.264880365918126,-13.817300096663956,-13.699839463048649,-13.388027230148435,-13.159768405041893,-13.227971834675145,-13.754734160542538,-13.284278621700663,-14.169347186202573,-4.897163403833139,0.0002723475,0.4245,,0.521,0.0,0.27175,,0.004965,,0.0063475,0.00477075,0.3748,0.0481,0.1449,0.23800000000000002,0.2411,0.3504,0.2705,0.4741,0.133
NS_OBS_52,NS,1H 1715-321         ,NS0006,2.32,-6.13649869935855,-6.448184177648986,-5.816730156317196,-5.972650392225241,,-6.3210266240802335,-7.3174939140609885,-6.218172847067572,-6.694218848745017,,-6.468265690723451,-6.6763354643919,-15.13919500363245,-6.0619007633009945,-14.945386945443113,-6.762486422243394,-14.461300620457592,-14.625434939277234,-14.620150821237171,-14.873543886568196,-15.485452247339715,-15.933301449577005,-15.064140201962118,-15.448159800310036,,,-15.310158590862493,-14.790436733195564,-15.130005999878259,-6.457249243267425,2.814e-05,0.4185,,0.34550000000000003,1.0,0.5565,,0.00027255,,0.0004900999999999999,0.00026255,-0.9619,-0.614,0.1274,0.5091,-0.4372,-0.0643,-1.0,-0.193,-0.7439
NS_OBS_412,NS,1WGA J0514.1-4002   ,NS0075,5.35,-5.206209615309182,-5.8395314688809625,-5.019951154935043,-5.0943120322881486,,-5.280585840297406,-6.22395292881822,-5.184090349113227,-5.985899678480378,,-6.4463596637686456,-5.376337292643796,-13.90692168327726,-5.220031415774758,-13.906928693623936,-5.483938179242519,-13.856985199745905,-14.557833914215278,-13.952725132615821,-14.075875846814174,-14.069254671688885,-14.918652692195867,-14.506402550999471,-14.07583447262862,,,-14.665345233116758,-13.771219928007204,-13.980468315468745,-5.332939490352825,0.00044230000000000007,0.5660000000000001,,0.39766666666666667,1.0,0.5770000000000001,,0.002118033333333333,,0.0040574666666666655,0.0017817,-0.9994,-1.0,-0.9994,-0.4728,-0.6758,-0.5478,-1.0,-0.8726,-0.7939
NS_OBS_417,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.263284866394389,-6.131767131577535,-5.503347060749083,-5.662341108973857,-6.279592599196892,-6.3973695114375255,-7.066259700503066,-5.915423722065669,-6.384997385475413,-5.924088238517222,-5.73969005420508,-6.976809689685118,-14.320776578834995,-5.747064485164222,-15.050268547684293,-6.43743355671455,-13.868060704789574,-13.875495775165716,-14.021910826943856,-14.281498311132724,-15.69532207023347,-15.731422028117153,-14.796967112985287,-14.635467765072038,-14.059882133252282,-14.415216621003491,-15.050122295963126,-14.13435275658049,-15.168838738405789,-6.1215816202587545,3.7415e-05,0.2615,7.310000000000002e-07,0.35700000000000004,0.0,0.454,3.75,0.0005213500000000001,0.7164999999999999,0.0007202,0.0005038999999999999,0.9994,0.1743,0.5322,0.8089,0.1874,0.8713,0.3816,1.0,-0.223
NS_OBS_415,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.350470434052181,-6.455311977697322,-5.996539467890494,-6.1687062556229915,-6.688831428912734,-6.5845258318907645,-7.1912490276504055,-6.458171233218688,-6.6831912479469775,-6.295476617753376,-6.9419537696047176,-7.128602218512516,-15.322423461123275,-6.1263307072932065,-15.188693159918664,-7.011485634166334,-14.990124366287839,-14.65827141041874,-15.195724232870909,-15.600326278518963,-16.015697768020097,-15.886390848926974,-15.15027355580367,-15.798284327818742,-14.390457091361773,-14.749218152352976,-15.37809703910877,-15.100891141806601,-15.4294570601181,-6.639861186422424,7.01e-05,0.768,7.310000000000002e-07,0.9570000000000001,1.0,0.644,3.75,0.00020859999999999997,0.7164999999999999,0.00038360000000000005,0.0001508,-0.9994,-1.0,-0.9994,-0.2967,-0.1661,0.2692,-1.0,-0.3954,-0.5503
NS_OBS_421,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.288024145648245,-6.645123577483767,-5.854182285508172,-5.962573502059376,-6.562725202589875,-6.468265690723451,-7.335358024443876,-6.117304737618403,-6.858236769724213,-6.330125497510197,-6.1794701514764805,-6.808269606637143,-14.729717216034787,-6.068023726455394,-14.878112014896322,-6.606003866741654,-14.325047051951435,-14.442011851775089,-14.434979071654706,-14.593119329950873,-15.398265851739895,-15.909036923404267,-15.218963061378867,-14.945674272269276,-14.595850750790305,-14.836242476018045,-15.432033093176846,-14.59036270321382,-15.058289851058351,-6.390106915970717,3.025e-05,0.7943333333333333,7.310000000000002e-07,0.6633333333333334,0.6666666666666666,0.512,3.75,0.00020123333333333334,0.7164999999999999,0.0002779666666666667,0.00017229666666666667,0.1462,0.2879,0.5709,0.7939,-0.4747,-0.1268,-0.1618,0.4478,-0.7452
NS_OBS_419,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.985899678480378,-6.215953584191888,-6.021135015652343,-6.197226274708023,-6.663186509913169,-6.499351248203988,-6.66314017908319,-6.498256270372004,-6.384365531122584,-6.232975281710919,-6.964970717797632,-7.175643935056263,-15.0314236648245,-6.214470862440527,-15.104463318866717,-6.9708598202356775,-14.898252926053633,-14.4587153698485,-15.093449480898547,-15.485585079419632,-15.968385710373516,-15.255941834121163,-14.808828544271442,-15.355758414156272,-14.329124040506358,-14.716389797219769,-14.977159389123473,-14.851243148678208,-15.302340216166737,-6.678733060425211,1.048e-05,0.064,7.310000000000002e-07,0.244,0.0,0.47600000000000003,3.75,0.0001999,0.7164999999999999,0.00028849999999999997,0.00019669999999999998,0.9994,-1.0,-0.9994,-0.5753,0.9994,1.0,-1.0,1.0,0.6002
NS_OBS_418,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.973466735476703,-6.581864501574768,-5.97798426018228,-6.150334944521267,-6.721703791908727,-6.511593768633002,-7.706858516549069,-6.439734602137285,-6.841637507904752,-6.349304020239389,-6.160207815554672,-7.048414466930397,-14.611481408217726,-5.915445169236316,-15.060031770552841,-6.759480704093832,-14.148925194771113,-14.143573227529757,-14.317313521750233,-14.596193389452578,-15.809807748987021,-16.359617955290428,-15.234629519708353,-14.944078184973257,-14.332640453816913,-14.705093089394808,-15.4943074925878,-14.361196367749587,-15.25119274557052,-6.157665401193148,1.21e-05,0.3325,7.310000000000002e-07,0.1395,0.0,0.413,3.75,0.000164,0.7164999999999999,0.0002148,0.00015515,0.9994,0.1918,0.5584,0.8351,0.9994,1.0,0.614,1.0,0.17800000000000002
NS_OBS_420,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.36713795989977,-6.7512912643990814,-5.944621668625,-6.073914913074857,-6.916139199133427,-6.565910361582109,-8.041292808912715,-6.25845448322379,-7.020087589665282,-6.525055664534613,-6.3312414582490435,-6.97798426018228,-14.573981055331096,-6.189888509713494,-15.152550737500825,-6.802943954314194,-14.147520006363145,-14.138585081364006,-14.276626432981017,-14.461175011062096,-15.763462738511304,-16.658367664221945,-15.368251925603433,-14.85021451791194,-14.327625021253919,-14.700057099977233,-15.637140697041321,-14.41116547612562,-15.351347304868776,-6.520228963139153,8.401333333333332e-06,0.19966666666666666,7.310000000000002e-07,0.214,0.3333333333333333,0.462,3.75,0.00015663333333333334,0.7164999999999999,0.00023480000000000004,0.00015153333333333332,0.0612,0.183,0.5522,0.8376,-0.5109,-0.1118,-0.3104,0.4304,-0.8201
NS_OBS_414,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.034093084504808,-6.237096471500943,-5.6742791419805885,-5.819300798703965,-6.524038449287353,-6.2278984307229885,-6.927382523454764,-6.038009712559935,-6.450138811528058,-6.21565480130334,-6.38636956507476,-6.619065536669298,-14.954354354669109,-5.941149000130133,-14.841939206063394,-6.593527949534324,-14.43226803745193,-14.743522793758324,-14.588211995456133,-14.851397345193904,-15.427012291801796,-15.503347060749082,-14.813043664534588,-15.280689433667149,-14.360718932973857,-14.682064806544135,-15.02622580602942,-14.673766579095759,-15.035787527030179,-6.307611401848615,0.0001655,0.866,7.310000000000002e-07,0.9690000000000001,2.0,0.691,3.75,0.000458,0.7164999999999999,0.0008041000000000001,0.00028310000000000005,-0.9994,-0.8526,-0.1961,0.1905,-0.2961,0.0931,-1.0,-0.1943,-0.6277
NS_OBS_416,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.105683937315562,-6.5241835869686815,-5.772884917410876,-5.95311480916229,-6.658253064511333,-6.365321247821318,-7.38550892268665,-6.292941059372404,-6.761113646684991,-6.315676743409285,-6.455311977697322,-7.230622673923862,-15.288310847644654,-5.9087129964493,-14.93218548883816,-6.944468774949103,-14.522155523661242,-14.742801573860655,-14.711080394338275,-15.053596866100946,-16.046240308266768,-15.96358730496572,-15.318035541005314,-15.710500234126144,-14.379978833808469,-14.72536881470669,-15.366317695475425,-14.816912455863655,-15.201142268252516,-6.509985304863236,2.166e-05,0.25,7.310000000000002e-07,0.145,0.0,0.469,3.75,0.0003413,0.7164999999999999,0.0004823,0.00033319999999999997,-0.9994,-0.2642,0.9994,1.0,-0.9994,-0.243,-1.0,-0.1443,-1.0
NS_OBS_413,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.264960294966278,-6.838332587562264,-5.9846402445907865,-6.209433374853924,-6.694842326733041,-6.556424120249742,-7.238425659702265,-6.753501419204199,-6.743231744155046,-6.340614334630739,-6.447575154295914,-7.91829272990265,-15.23797198986137,-6.1096684204172185,-15.120846753815751,-7.4237277737801195,-14.64569943765464,-14.780415473785744,-14.870632404277014,-15.414652088905411,-16.754240644032723,-15.922453132325288,-15.214238774534108,-15.872344580224793,-14.403748755525942,-14.735275882836307,-15.407833827109325,-14.807237464594314,-15.411840383616907,-6.747098447207653,3.7086610000000046e-05,0.481986666666667,7.310000000000002e-07,0.48330000000000034,0.5066666666666666,0.5181300000000002,3.75,0.00023299716666666629,0.7164999999999999,0.000402375,0.0002066854666666665,-0.9994,0.0394,0.9994,1.0,-0.9994,-0.3666,-1.0,0.0356,-1.0
NS_OBS_423,NS,1WGA J1747.4-3002   ,NS0077,17.15,-5.391153177673589,-5.240785568765756,-4.570893991667304,-4.619607839942971,-5.141583122276511,-5.496345480757041,-5.370488465799546,-4.6779875614175985,-5.298863933907474,-5.040958607678906,-4.963371104637838,-5.635636645384269,-13.405892099705467,-4.924936871201698,-14.483596851552598,-5.0606929545681725,-13.041197296600494,-13.112945621949045,-13.106848786870135,-13.189498652233471,-14.93218548883816,-13.9434762759209,-13.81219736128158,-13.502486383509837,-13.19914550849644,-13.313631896526964,-13.870954940112044,-13.330813334301045,-14.652279782965962,-4.985857638454994,0.000172325,0.6452500000000001,0.00039244847500000005,0.7025,0.25,0.2845,6.0,0.006250725,0.88125,0.0066715,0.0060968,0.4909,0.1855,0.3048,0.4091,0.2149,0.3616,0.3579,0.6127,0.0731
NS_OBS_422,NS,1WGA J1747.4-3002   ,NS0077,17.15,-5.496754228534887,-5.296880653763922,-4.548981547844543,-4.592439150513638,-5.001958735636571,-5.619607839942971,-5.442974277613617,-4.640733835393252,-5.3638131048012765,-4.935916564036403,-4.882066164960358,-5.791827473332878,-13.3284749567449,-4.9065432925013965,-14.743041847439068,-5.0217509877573585,-12.980468315468745,-13.024200690320592,-13.03193753992355,-13.090283546765654,-15.751536282448967,-14.029374223311706,-13.882066164960358,-13.3961706107806,-13.082914809359432,-13.15552282425432,-13.949620243738543,-13.27142912500654,-15.00340077729983,-4.959813167520071,6.74875e-05,0.4325,0.00039244847500000005,0.511,0.0,0.23425,6.0,0.00399085,0.88125,0.004312175,0.00393895,0.6571,0.3729,0.461,0.5415,0.2723,0.4416,0.5528,0.7539,0.1081
NS_OBS_425,NS,1WGA J1911.2+0035   ,NS0078,44.36,-3.938170692705301,-3.979224511806442,-3.4057179711881935,-3.4220488722702447,-4.201073261422799,-3.966978555317089,-4.025949097207123,-3.4390179444137647,-4.002002363591996,-4.1664704182413566,-4.134422292580071,-4.000434511774018,-12.427523390534256,-3.8240882864387977,-12.748118545447474,-3.9046939283745465,-12.015112798935672,-12.25562877266814,-12.0314236648245,-12.048322562656699,-12.811634073936851,-12.616543703475244,-12.568636235841012,-12.451856362565154,-12.287855585785112,-12.3226668485801,-12.591251393815757,-12.401756808346374,-12.778846678045294,-3.861785748988595,0.001220675,0.63825,0.000294904,0.8465,0.0,0.26975,8.0,0.04495,1.0,0.046172500000000005,0.0437275,-0.2274,-0.2317,-0.1886,-0.14300000000000002,-0.04,0.0044,-0.2755,-0.17800000000000002,-0.0843
NS_OBS_427,NS,1WGA J1911.2+0035   ,NS0078,44.36,-4.049586460630619,-4.138824164486971,-3.549135307620234,-3.5668704824195143,-4.718058066559174,-4.075100735985717,-4.192329698769516,-3.586532587014175,-4.1638025192210755,-4.648783654660658,-4.592099459857366,-4.103914914576714,-12.7773693560027,-4.010674792887862,-12.85325198636936,-4.064140201962119,-12.367340286706087,-12.869023308394382,-12.385419133002515,-12.404173222926776,-12.907630300370881,-12.813043664534588,-12.7594507517174,-12.807494433855126,-12.927382523454765,-12.995248844409002,-12.78462684721658,-12.74973617659485,-12.87876854485038,-4.0358818568485155,0.00046089885,0.48175,0.000294904,0.60225,0.0,0.1275,8.0,0.04216725,1.0,0.0433325,0.04160475,-0.5809,-0.5628,-0.5059,-0.4491,-0.1049,-0.0631,-0.6315,-0.529,-0.1468
NS_OBS_428,NS,1WGA J1911.2+0035   ,NS0078,44.36,-3.5770820192323383,-3.873949737832983,-2.989276134608227,-2.999565922520681,-3.8138916201867943,-3.5934598195660445,-3.931804168842914,-3.0103722292548483,-3.8833092709787507,-3.789413975094844,-3.7659891824128207,-3.611543547299733,-12.061420238261624,-3.4291944614109764,-12.380593589113223,-3.4593890134172733,-11.657379957446652,-11.938924676370206,-11.667763584508554,-11.678194516142463,-12.41510365586255,-12.188290973303811,-12.158515390664606,-12.078294800846546,-11.962573502059374,-11.989276134608225,-12.172630726946176,-12.045715993292802,-12.396963943749476,-3.443863407283175,8.52902e-05,0.5034000000000001,0.000294904,0.5726,0.0,0.09300000000000001,8.0,0.1240418,1.0,0.1242988,0.1239664,-0.2211,-0.32602000000000003,-0.3086480000000004,-0.2716539999999999,-0.03440100000000002,0.01266499999999999,-0.253,-0.1893,-0.071405
NS_OBS_424,NS,1WGA J1911.2+0035   ,NS0078,44.36,-4.056505484093897,-4.107126593111234,-3.5601937886066697,-3.5802094138936367,-4.692076296388119,-4.085921414610889,-4.169283050563101,-3.6010189333418685,-4.136142038116027,-4.622511616623867,-4.562566556202029,-4.117418546445548,-12.737169365144341,-4.0189836988694125,-12.863913902615902,-4.078519538179588,-12.323214969580796,-12.738023808602188,-12.34303981725715,-12.365119859233475,-12.926281649653875,-12.79236563261104,-12.730253626869233,-12.771921764933927,-12.79997073344623,-12.872571222148402,-12.759201228882668,-12.706006684712348,-12.893809102736585,-4.047535943796373,0.000619918,0.3302,0.000294904,0.381,0.8,0.32619999999999993,8.0,0.0326984,1.0,0.03451134,0.03215702,-0.5472,-0.5665,-0.5059,-0.4466,-0.0562,-0.0081,-0.604,-0.4903,-0.1056
NS_OBS_432,NS,1WGA J1911.2+0035   ,NS0078,44.36,-4.08676912888644,-4.157640426669325,-3.602755418989614,-3.6225116166238673,-4.762205006726077,-4.116565706316991,-4.2186036948032095,-3.6443569497791315,-4.1870198339605205,-4.685922008220787,-4.624336386039115,-4.148497047229457,-12.794811881785202,-4.055655534446289,-12.895512888687605,-4.1174674934121365,-12.391046300724135,-12.870954940112044,-12.410944468947653,-12.433091344773194,-12.958212681028247,-12.838931614528825,-12.77780395369828,-12.833137878910248,-12.933674074637961,-13.011485634166336,-12.80715388481116,-12.760905826727395,-12.925915310971757,-4.0849168983488,0.000116418,0.3378,0.000294904,0.32419999999999993,0.0,0.14300000000000002,8.0,0.02961068,1.0,0.0299468,0.02949086,-0.5746,-0.579,-0.5172,-0.4553,-0.0812,-0.0319,-0.6302,-0.5166,-0.1293
NS_OBS_426,NS,1WGA J1911.2+0035   ,NS0078,44.36,-3.9867413347164833,-4.089802630033999,-3.521289244487241,-3.541060138109674,-4.721246399047171,-4.014708281407112,-4.151010793748831,-3.5630426693305504,-4.118387127521651,-4.6445484798734835,-4.579549140893931,-4.0463852583093605,-12.72580334317612,-3.9751696606355713,-12.788078915691493,-4.036296207325211,-12.311580177997286,-12.804931003531411,-12.331520897067414,-12.352421445787543,-12.846795099915715,-12.773142429711275,-12.712870379280892,-12.759146851932588,-12.870632404277014,-12.948076083953893,-12.741841806659204,-12.694881319922487,-12.816445466381138,-4.003873760062893,6.337e-05,0.2814,0.000294904,0.1886,0.0,0.13540000000000002,8.0,0.0358238,1.0,0.0359506,0.035761,-0.6171,-0.5965,-0.5359,-0.4741,-0.1199,-0.0718,-0.669,-0.5628,-0.1655
NS_OBS_429,NS,1WGA J1911.2+0035   ,NS0078,44.36,-3.846185135655471,-3.8474059220725296,-3.331334584545508,-3.34736693191689,-4.260190400978641,-3.871600731282194,-3.890084136976207,-3.3640138881991675,-3.867420152340263,-4.217670731003163,-4.178879676223176,-3.8982529260536336,-12.399789693590671,-3.770784180141573,-12.654234306885511,-3.823367657695403,-12.030770520137358,-12.396422631848536,-12.046481918555006,-12.062833296284966,-12.706195640080665,-12.511026475273493,-12.46826569072345,-12.444107860055412,-12.434152181326482,-12.478208350360875,-12.488383979430864,-12.361191379499836,-12.679438319804767,-3.796173265101616,0.0011756319999999998,0.7040000000000001,0.000294904,0.8186,0.4,0.3238,8.0,0.05566618,1.0,0.05686764,0.05448522,-0.3798,-0.4266,-0.3823,-0.3379,0.0025,0.0406,-0.4254,-0.3329,-0.0344
