obs_id,class,src_n,src_id,significance,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_m,photflux_aper_hilim_m,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_hilim_s,photflux_aper_lolim_s,photflux_aper_b,photflux_aper_h,photflux_aper_hilim_b,flux_aper_hilim_m,flux_aper_b,photflux_aper,flux_aper_lolim_s,flux_aper_s,flux_aper_m,flux_aper_hilim_b,flux_aper_lolim_b,flux_aper_lolim,photflux_aper_lolim,flux_aper_h,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_lolim_m,flux_aper_lolim_h,flux_aper,flux_aper_hilim,flux_aper_hilim_s,var_prob,var_min,var_max,var_inter_sigma,var_index,var_mean,var_inter_prob,kp_prob,var_sigma,ks_prob,var_inter_index,hard_ms,hard_ms_lolim,hard_hm,hard_hm_lolim,hard_ms_hilim,hard_hs_hilim,hard_hs_lolim,hard_hs,hard_hm_hilim
CV_OBS_716,CV,XMMSL2 J004231.9+41162,CV0110,174.76,0.8252427021514718,1.383381810114929,0.37718890295354546,-0.0719917033055921,1.4771393052233104,0.3645615016685281,1.107398150304054,-0.1788368591953684,0.8503134262253467,1.15486872313237,1.3168770078132948,0.8992156250500966,0.0671566606391522,0.7277210443550981,0.6269759290915862,0.5584475384785138,0.3437845883346262,0.2946674594519251,0.6303241729523574,0.8263203557884895,0.7738516231195118,1.5349795342689272,0.8531232389281145,0.7217287440632987,-0.07064163524840257,0.5158789094034749,0.972286868198321,0.43983882948124564,0.18989375413011314,0.13737785353671447,1.6744550802595852,-0.42413051805748536,-0.48161875747674393,-0.994832006747614,0.5036072331709484,-0.43283080737567975,-0.9948320067476139,-0.8074109813478657,0.09265042432168871,-0.10998346667487555,-0.994832006747614,0.044073431361831256,0.6663287354913001,1.2166201663715754,1.5255297740335985,-0.5232492847164304,0.6731700296396065,1.5955148234314633,1.1989986079528991,0.7913235071646124
CV_OBS_710,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-1.2139057195721874,-0.6523939140097725,-1.1914268492376052,-1.10954588560688,0.2683938189142479,-0.6442975707767646,0.3035945739160337,-0.5491841255195182,-0.6687374545950014,-0.6517127972957187,0.28413832281403734,-0.6279534402987983,-0.17933406352792805,0.2584856427633647,-1.0532433452444852,0.26601426357808533,0.3621336564543677,-0.22555489395169032,0.27731161017053607,0.22659444773421106,0.12911402601499308,-0.8589094581619435,0.3402197826371177,0.3594646037462224,-0.49365982435290207,-0.26716619021323834,0.30265914650650355,0.00424308606557401,0.020770921688310077,0.44541295540300824,0.06948363294512941,-0.6695738320006669,-0.2724619798080714,-0.994832006747614,-0.3278804539368303,-0.6275186139372672,-0.9948320067476139,0.8812354586558336,0.3114933494598881,0.4535277293273342,-0.994832006747614,-0.4223693484215841,-0.5952576628853118,1.1493983952239928,0.9783818716824552,-0.22761100059775757,0.8835138700004802,0.6225237843339135,0.7542884876759245,1.288641523210007
CV_OBS_736,CV,XMMSL2 J004231.9+41162,CV0110,174.76,0.28582896340491565,0.7479697963917136,0.29919386652307356,0.26240321572763936,0.4507364223851793,1.3460919037965788,0.4670153649683701,1.379863875635507,1.210620843957848,0.7671737859180041,0.45953022371377705,0.7801727330704813,0.683119891629505,0.6224117558761606,0.35861956933574357,0.5429160372429274,0.5480145329729308,0.6400850282943612,0.6366473503141713,0.6088997357211741,0.7320799535637306,0.352385082144274,0.60315707736932,0.6310077370653803,0.0741354941200048,0.5935213642576757,0.5708551304860748,2.252195894374318,2.832230988750332,0.5475424413355217,0.6950216001370252,0.9242069068306563,1.042800412964696,-0.994832006747614,-0.3278804539368303,0.993176830059253,-0.9948320067476139,1.8260733477055218,0.6892960615689685,0.3685401000734219,-0.994832006747614,-0.8888121282049996,-0.8478275124101589,0.29611559049580394,0.28849973393536127,-0.8855405638000404,-0.5814939829652027,-0.37458333390237447,-0.48846308131726435,0.2783134177973971
CV_OBS_743,CV,XMMSL2 J004231.9+41162,CV0110,174.76,1.398151448477881,0.7738095124680497,1.4557428016797826,1.4593931039628223,0.15328270118781484,1.0662907837078721,0.18454955211157098,1.1746379613729516,0.882629278822291,0.8112557390038793,0.16491075150225104,0.83865376901606,1.0091258120655744,0.32799705591877193,1.7469232470704585,0.03941453361092403,0.040661513922635034,0.9668956481601563,0.33650406914022263,0.32187344050741135,1.3840555643974364,1.584383861123893,0.2618280129294454,0.28172755189540605,1.6999277960843227,0.917507136759232,0.24431991347221566,2.1528323039406754,2.4963511826559976,0.04634723686979764,-0.7841510515653587,0.7762245542587223,0.5162808735410818,-0.994832006747614,-0.3278804539368303,0.6986037480183018,-0.9948320067476139,-0.40225954610888276,-0.5300223723422174,-0.7420609533971914,-0.994832006747614,0.21040186446289408,0.22433149882281728,-0.8282227430532833,-0.7220586526679679,0.17553211410952352,-0.6216601434361233,-0.5600916349695909,-0.6153780699807845,-0.9275620628563627
CV_OBS_732,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-1.313560892933658,-0.6555602599902036,-1.2857902108037982,-1.1955945734136837,-0.8471869309010099,0.9581930217601051,-0.8760903241102445,1.0338020333114641,0.8160051242780875,-0.6454287618812132,-0.8805208971024582,-0.6493651490389294,-0.44456492613079757,-0.34577092598531917,1.5433244154489771,0.32236172087800785,0.3414826623361693,-0.47987459466422844,-0.332887745250884,-0.35328100867393464,0.0946777966070082,1.575011130362285,-0.43587302180646886,-0.4150881716631479,1.3950545933250738,-0.5075206457226075,-0.442713355219138,0.24298186126838353,0.3307645955612002,0.35902203305499875,0.16763434160949275,-1.618799611512827,-1.7978761478043281,-0.994832006747614,-0.3278804539368303,-1.7368090998576777,-0.9948320067476139,0.062272862844515636,-0.6959239979588836,-1.1067875250427937,-0.994832006747614,-1.8229029662725622,-1.9048323326716448,-0.1104677027355438,-0.22248882878214132,-1.6240987499437796,-1.7040324677051415,-1.5674017097645758,-1.6804486548450452,0.022411914395398035
CV_OBS_720,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-0.38443901604683584,-0.4989811999161675,-0.2226559714599091,-0.05930113787235921,-0.2714708762510698,-1.059515628368478,-0.11520132823918676,-0.8951223365025344,-1.124049195340607,-0.40741824208101696,-0.20192913096315362,-0.34006246052670047,-1.1675878951015213,-1.0178549937656933,-1.0175576539268074,-1.0474535199670705,-1.0326685869122263,-1.1826826912659985,-1.0205038994227604,-1.024072348523648,-1.0651282446717556,-0.8866572341097727,-0.899401540472916,-0.8979406508373579,-0.3164013960459884,-1.1799611576838631,-0.8777369108782905,-1.071823421131854,-1.043293902002373,-0.9914108484093085,-0.41781389950822645,-1.0368293055368583,-1.0902255951727011,-0.994832006747614,-0.3278804539368303,-1.0682912514561076,-0.9948320067476139,1.5600960696097008,-0.2442984678962047,1.0153103633786167,-0.994832006747614,0.7527771897924468,0.49331838856677973,-0.07035148447005087,-0.22248882878214132,0.9140903002532627,0.8179796081795047,0.3090147555303179,0.5644236646352985,0.09725103331485073
CV_OBS_763,CV,XMMSL2 J004231.9+41162,CV0110,174.76,0.6422872095017657,0.12270426783768328,0.6590095855350365,0.6597794410802834,0.2781977219619487,-1.0544707215589584,0.2857915415605544,-1.0693553892180798,-0.9285310857163118,0.12678624939557046,0.2797766318388819,0.13684560606810103,0.5634647164501303,0.5099750427729175,1.1871278744334006,0.3440810593101167,0.41199539714320904,0.5388359534947244,0.5310288336220135,0.48976478083079994,0.5166857086905631,1.073636203002889,0.5287314316243578,0.5533203022398211,1.0659726618676628,0.5131714588772947,0.5012928437861799,0.4623957171124104,0.42105921747607483,0.4681783646890285,0.8643661326917382,-1.021171260406327,-1.0749689659988522,-0.994832006747614,-0.3278804539368303,-1.055986575114028,-0.9948320067476139,-0.07875694972722208,-0.13062163929521867,-0.5467334529424377,-0.994832006747614,1.3843431241761925,1.3924670528752359,-0.13757325561763367,-0.09117333221786691,1.2763815793368722,1.0949147145842728,0.923047232062804,1.0335014627356687,-0.1743425434089693
CV_OBS_748,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-0.0811476132156307,-0.3731635045929863,-0.01831423826339462,0.003844344149979451,-0.2834008251002146,0.5285605058676277,-0.3375924994792778,0.6381069141866198,0.39051681602972926,-0.3831182523726646,-0.32170897470711163,-0.37251841439802136,0.5457240415108857,0.21963092329996295,1.9155522066611073,0.11848441887104706,0.14859637671739537,0.5018411355238965,0.23934895414952562,0.20249328752835424,0.33839772859666334,1.3224532218934715,0.19655239365787608,0.21873008956434595,2.0357494697660683,0.42821338842844225,0.17776560253121548,0.45676813071470523,0.5250326472501987,0.1762185392114874,0.5878852632146562,-0.1559562506287293,-0.10403791453969082,-0.994832006747614,-0.3278804539368303,-0.07641694384589555,-0.9948320067476139,0.5534029996074955,0.48641055315881887,-0.07080272912053046,-0.994832006747614,-0.49709661546698924,-0.5636864316947058,-0.3815232315564423,-0.3652230641780918,-0.3888682464806701,-0.7400446164030472,-0.744672394531471,-0.7798598952887066,-0.36988991865011944
CV_OBS_783,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-0.36955372013749843,-0.8514827203429364,-0.31416539661880666,-0.23757518858739576,-0.36790666300515074,-0.22526692935242043,-0.3480310213880054,-0.05577631290755115,-0.3632070193489299,-0.8427289668439033,-0.3702125560906638,-0.8102822813751673,-0.17631212774747645,0.03074305452564962,-1.1166381834322834,0.29311614445790096,0.41199539714320904,-0.2064152884057399,0.0580220960607187,0.005806328818713241,-0.08179777411280845,-0.977664911921174,0.03137807603761097,0.06633795295712812,1.1044262865785206,-0.23367574477453165,0.0021104231271008183,-0.18256995571652374,-0.22060115895912485,0.5111707431373772,0.20426805681520618,-0.616105755706427,-0.6891172058873883,-0.994832006747614,-0.3278804539368303,-0.6378449765918413,-0.9948320067476139,-0.6202990589665032,0.00558383993519574,-0.33440842663690146,-0.994832006747614,-0.07524914021067042,-0.2643911600077619,-0.2058792488805001,-0.2576966068464758,0.0949034911680673,-0.10584208265166933,-0.36252529433300545,-0.26001610172292816,-0.12847340600672422
CV_OBS_729,CV,XMMSL2 J004231.9+41162,CV0110,174.76,1.1006825591231744,1.0593210962328612,0.5548625827739827,0.016412433428141488,0.8423891269187964,1.130361473262357,0.22142862852240203,0.524794404278361,1.5879410129633937,0.7489466879588801,0.5480409216745985,0.4198123705740663,0.41151449371725535,0.5934137618158101,0.7673073805882669,0.9383902369884656,0.7104367865750094,0.6656295449387052,0.4687388017865452,0.7201662082332363,0.7740264639099357,1.7968591693820015,0.5194654796993797,0.34085664832088025,0.023124860460442483,0.9126628964927124,0.6924060638413417,0.4356953977987324,0.18292702661312057,0.47229923373593663,-0.587158432062938,-0.12286437213680297,-0.4377227820167654,-0.994832006747614,-0.3278804539368303,-0.26217842513176404,-0.9948320067476139,-0.9966878350625658,-0.9009647765432971,-0.9512169494593614,-0.994832006747614,-0.4669646529486807,0.2723197702325382,0.22780959723293753,0.7167024401232126,-1.100550224977257,-0.85948609359289,0.4138269456332951,-0.18386710852481608,-0.4000669827305439
