obs_id,class,src_n,src_id,significance,photflux_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_h,photflux_aper_b,photflux_aper_hilim_m,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_h,photflux_aper_hilim_s,flux_aper_hilim,flux_aper_lolim,flux_aper_b,flux_aper_m,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_hilim_m,photflux_aper_lolim,photflux_aper,flux_aper_lolim_h,flux_aper_s,flux_aper_h,flux_aper_lolim_m,flux_aper,kp_prob,var_inter_prob,var_min,var_inter_sigma,var_inter_index,var_max,ks_prob,var_sigma,var_prob,var_index,var_mean,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_hilim,hard_ms_lolim,hard_hm,hard_hm_hilim,hard_hs_hilim,hard_hs
BH_OBS_70,BH,CXOU J100514.2-07423,BH0018,16.29,-0.9300708864911165,-0.5984779032117538,0.08408877150576084,-1.2561581216066884,-0.2724092985565399,-1.4689734649359592,0.511051896441592,-2.147085521287271,-1.119357416406722,-1.6513965300288251,0.05480982954806355,-1.007241857441879,0.20030929742426576,-1.370041428284338,-1.4275410783845557,-0.6395212434699447,-1.745255143914702,-2.3977938698364762,0.27244185392214304,0.1759261327575293,-1.182356932816625,-1.644595509056313,-0.34240871377399573,-1.7723814197185093,-0.2787784047278348,-0.4557040839208268,-1.9751075340489292,-0.32979391808352226,-1.1250466343403025,-0.9444611082050876,0.8340268908437699,-0.9486832980505138,-0.8440745995748268,,0.9486832980505138,-0.6602814020587898,0.41373860436232635,0.43092152739526957,0.06211816936568711,-0.2110604902901813,-0.6944371952111625,0.2331241007099528,-0.13083450217112386,0.2662820292760469,1.3105092533265843,-0.467324772300468,0.7823059792116084,1.3576087066473472,1.7575537936052898,0.8633132142150837
BH_OBS_67,BH,CXOU J100514.2-07423,BH0018,16.29,1.457653932441151,1.9588736610820805,1.4224331653510485,1.58312134753859,1.924549421347489,0.9225581928142346,0.9134032056971161,1.0745939093401184,1.7237367927152263,1.640816836201078,1.3528326709331038,0.7288951367716898,0.0020216587519770565,0.625362750483107,1.6296042944472686,1.9935610063889546,1.5992206929730681,0.8438783544814038,1.388092763460701,1.0996380346770156,1.5644157197585618,0.5192766089810052,1.9862827096308586,1.4297838617992664,1.2895270767284857,1.8061464139988812,0.6933903839708604,1.6910629289854915,1.7444049085955977,0.2886873523984189,-1.0427854390065645,-0.9486832980505138,0.7338242772761282,,0.9486832980505138,1.6849282895098763,-1.137010193134005,0.27012792134251784,0.003079283088198525,-0.2110604902901813,0.8564650160871695,0.2486326225772989,1.1602954534649688,1.4498329039998232,1.0405731673850702,1.634197304368989,-0.21398404454461323,-0.9735530815022136,0.12358537142366806,0.6284424361176497
BH_OBS_68,BH,CXOU J100514.2-07423,BH0018,16.29,-0.6859489530524256,-0.8894136568144956,-1.738309599648621,-0.6189595714797991,-1.0465976412464202,-0.15660383672575284,-0.7054547380545644,-0.010222048287939633,-0.49544276959861894,-0.48152596534876435,-1.174382356041896,-0.21174119183011228,-0.7034808288787389,-0.49292797710526315,-0.5835696962394068,-0.8121376379960223,-0.4203091765013178,-0.046993533643991184,-0.8718915349931973,-0.14767379995251767,-0.6877223499745022,-0.26566093160758425,-0.9530923781884377,-0.16144861719041817,-0.06733096182821012,-0.5809964245523511,-0.19827056869008836,-1.4970884891032776,-0.45622674111690625,-0.5233706555812638,1.515697799508397,-0.9486832980505138,-1.4170321714497818,,0.9486832980505138,-0.8570155175670165,1.5856112751976215,2.0523175598084102,2.0451301731566125,2.7001186861261144,-0.7906561607629614,-0.18498564883370744,-0.7296728720709112,-0.8414782805711928,-0.9795500221421517,-0.6835544410719369,0.15754084080830452,0.2155129240705339,-0.646857783762047,-0.6144154313146089
BH_OBS_76,BH,CXOU J100515.4-07425,BH0019,17.39,0.3930553800957892,0.5587791328700515,0.7432654214919905,0.4826051334514901,0.46294540996299,0.4371225331874247,0.29043316278936765,0.5945317992615998,0.6750182416808542,0.5930115651232217,0.21925468785602464,0.30695420132632895,0.49176587790670295,0.7630982831005728,0.6594145816082211,0.5854425459368396,0.7291152116153943,0.5702069843445499,0.7837225297485729,-0.049088313966283895,0.5962041979409722,0.28331995656118275,0.49539414228036754,0.49348333532943595,0.1369324478092848,1.2191753513140462,0.41158856078841044,1.0107618635660085,0.698334884588686,0.6154728189464137,0.2612832802507151,-0.9534625892455922,0.031600862284044226,0.9534625892455922,,-0.2671068551632858,1.0379964910989978,-0.7958627380912919,-1.471991611050757,-0.7868995982344531,-0.055927812099383745,-0.03394684437562432,0.35998385613442885,0.5697931268607761,0.13538439269853914,0.8683538770005178,-0.16031667048059162,-0.4628286985747781,-0.2794774383688935,0.038134350626221475
BH_OBS_79,BH,CXOU J100515.4-07425,BH0019,17.39,0.5863129516768532,0.416303380371727,0.7011595865812141,0.6336417448301399,0.3494713349222196,0.9812645012715117,0.43863565806268495,1.017949608202232,0.5293808661745224,0.6929732811892747,0.3895820832088657,0.9193308183917913,0.5594691089821534,0.7357795343577472,0.6662820489450346,0.4006798088840119,0.7033659572151295,1.076236947813014,0.5437059950850245,0.4576127912395478,0.6350876147404966,1.0088832776043772,0.33901108950157216,0.6243170982225397,0.5646741191131405,0.721936462035656,1.0590312336564065,0.48297491425957767,0.5218718035206694,0.6255123316901445,0.10120473685851653,-0.9534625892455922,0.2526123393286194,0.9534625892455922,,0.417234503473694,-0.4666252091886013,0.4072695288247517,-0.058092490511598406,0.12424730498438732,0.26353684760186213,0.1442802073498942,-0.21660161562872432,-0.5375536119383189,-0.9280444505240377,-0.16742882774162945,0.06515061813975671,-0.12685063008592656,-0.6159515524211914,-0.3372044183358925
BH_OBS_78,BH,CXOU J100515.4-07425,BH0019,17.39,-1.7721398314159493,-1.0966084010176789,-0.8192092071248932,-1.7461442457495933,-1.175622344150068,-1.5876429235424745,-2.288649227147624,-1.394151797286237,-0.776722194387336,-1.6806115259393055,-0.9817452580687622,-1.6525555439867707,-2.082005309835939,-1.9351244087006005,-2.158510475302656,-1.1945135960245663,-2.200381750151148,-1.3064327526498478,-2.1850673842784385,-1.8646255932495532,-2.1414997198837367,-1.5525139171096247,-1.2825721877825975,-1.704894790410851,-2.184766052183068,-0.9117499635719457,-1.4792310828775794,-0.8983015271939612,-0.8624550608500264,-2.143169905285371,1.266482368904669,-0.9534625892455922,-1.704092400119206,0.9534625892455922,,-1.4031927887714286,1.3650881650745623,-0.6101670251616303,2.2886550153028207,1.946541111422068,-1.622750281190461,-1.503646958226993,-1.7335884573519724,-0.1886817610836801,0.14608287200661332,-0.43411984751557753,-1.557539639362715,-0.9044482643389522,-1.0957075600407593,-1.6983161509858267
BH_OBS_81,BH,CXOU J100515.4-07425,BH0019,17.39,0.8641581256584496,1.0448232808495113,0.17087973190681802,0.8161882864189376,1.0932152749223092,0.42394436459789203,0.6957096897744748,0.30665999773888536,0.9435747519494146,0.7607530362612607,0.530557573482055,0.5262955447936752,0.8211474254828268,0.6812016673020649,0.7632812454524913,1.0878675063907808,0.6908973889374724,0.20917225111219812,0.7378736156678896,0.6636960436984409,0.8125253186778365,0.3807211234170543,1.1485837603711664,0.5987778057756281,0.46096428280460516,0.4038493042724699,0.2958437288106408,0.5911838439961176,0.9640426947216855,0.7200226511612194,-1.1951175851214455,-0.9534625892455922,1.419124908447761,0.9534625892455922,,1.2362073540560126,-0.7557320436057136,0.2426106050915068,-0.7948368598346851,-0.7868995982344531,1.3038969402615201,-0.6022811437601707,0.05939665196895529,1.6332538259716765,1.5629894715679622,1.485469360747456,-0.44269610671223275,-0.5871003596982537,0.28075196152818244,0.22564721351888725
BH_OBS_80,BH,CXOU J100515.4-07425,BH0019,17.39,0.6853246414399538,0.633176391982954,0.4230613032591342,0.6857512889283446,0.6379158817352926,1.2116959013188315,-1.1155634822122533,1.1427426514126995,0.636141587175847,0.6759738941379222,0.3114900496122657,1.243756095165604,0.4057549250902275,0.537091055689192,0.4744435626624998,0.6188315905642504,0.5064912258829468,1.1459445001324213,-1.159500442279296,0.36928337794485244,0.45841951304586437,1.258821085362624,0.6148187017850096,0.5955576429248044,0.35960876136183584,0.5818311024925865,1.222880788958893,0.51093156200999,0.6303899721427029,0.392393963835423,1.3661391091537345,-0.9534625892455922,0.8952824354825204,0.9534625892455922,,0.8647320282257612,1.1617989311413621,2.289165432410669,-0.46113499843540406,-0.7868995982344531,1.2008262456580046,-1.503646958226993,-1.7335884573519724,-0.47105961241075106,-0.7358997621510249,-0.2197622303660304,-1.557539639362715,-1.5577742374685022,-1.7787500115669241,-1.6983161509858267
BH_OBS_75,BH,CXOU J100515.4-07425,BH0019,17.39,-1.0249323387263267,-1.054231368725883,-1.474172794056675,-1.0675001680793064,-0.9819241443110667,-1.096835797234508,-0.15494563525166136,-1.1602594931519883,-1.178594609113535,-1.1418881940000105,-1.1905105813864074,-1.02602563233256,-0.6501190846770041,-0.8990600259906136,-0.7195637850738745,-1.048276806286477,-0.7277679833884051,-1.0406884838308232,-0.17920008063466164,-0.7179837284217423,-0.7014087863002525,-0.8672156552775603,-0.9815760399201492,-1.257758062360838,-0.6706582801891544,-1.1217992986260281,-0.9537235304384803,-1.0438754937897416,-1.1733000524791024,-0.6857460273058724,-1.7491148970571924,-0.9534625892455922,-0.905734740582769,0.9534625892455922,,-0.934318444583246,-1.9079388435454459,-0.8708608304510985,0.21493630517872206,1.0353942082032277,-0.9406153458476748,0.7933820528336183,0.3850746077342179,-0.776045423577195,-0.21167427605538836,-1.103568733886917,0.9890310910352738,1.2085933875748645,0.9497746583021682,0.7105510943548459
BH_OBS_77,BH,CXOU J100515.4-07425,BH0019,17.39,0.3664281732378891,0.26780946108826953,1.3199406830373377,0.4486618917962149,0.17904887955216173,0.5837032627742437,0.6588244180704995,0.7064544596835677,0.44233964366785905,0.5426659429064865,0.9264863586853874,0.47409570519788324,0.5788651935254173,0.7316174154345736,0.5536528548633276,0.2565920784355961,0.6237276136118368,0.7254950972045329,0.6567258997398386,0.513336169041725,0.48811885903087227,0.5172073280586323,0.16093641628404948,0.6995999068983335,0.625169217684462,1.116108882407159,0.6165855068951083,0.8050009260809273,0.43729134664092306,0.6561919200166624,-0.16127699238016235,-0.9534625892455922,-0.13967685892055595,0.9534625892455922,,-0.16815058505835237,-0.24926751615967752,0.08977275731511977,0.25394041884876783,0.5798207565938076,-0.09511647347658157,0.6924226202096463,0.7237997543313706,-0.28310324041282625,-0.6717088863025795,0.05237146328085526,0.43160932471003266,0.20637525510717503,-0.037776866441326176,0.2923254101735413
